Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Site,Transect,section,sexe,LC,Escape,Sa,Va,Du,Al,Gr,Co,Ca,type,commentaire,fond,
644,10,8,2005,Glandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,1,m,73,,0,0,1,0,0,,1,Simple,LS,,
645,10,8,2005,Glandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,3,f,68,,0,0,1,0,0,,0,Simple,,,
646,10,8,2005,Glandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,4,f,27,,0,0,1,0,0,,1,Simple,,,
647,10,8,2005,Glandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,4,f,83,,0,0,1,0,0,,1,Simple,,,
648,10,8,2005,Glandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,5,m,24,,0,0,1,0,1,,1,Simple,,,
649,10,8,2005,Glandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,5,m,36,,0,0,1,0,1,,1,Simple,LS,,
650,10,8,2005,Glandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,5,m,14,,0,0,1,0,1,,1,Simple,,,
651,10,8,2005,Glandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,5,m,60,,0,0,1,0,1,,1,Simple,,,
652,10,8,2005,Glandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,6,,,,0,0,1,0,1,,1,Simple,,,
653,10,8,2005,Glandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,7,f,55,,0,0,1,0,1,,1,Simple,,,
654,10,8,2005,Glandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,7,f,38,,0,0,1,0,1,,1,Simple,,,
655,10,8,2005,Glandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,8,f,51,,0,0,1,0,1,,1,Simple,,,
656,10,8,2005,Glandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,9,m,21,,0,0,1,0,1,,1,Simple,LS,,
657,10,8,2005,Glandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,10,m,18,,0,0,0,0,1,,1,Simple,LS,,
658,10,8,2005,Glandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,11,m,28,,0,0,0,0,1,,1,Simple,2LS,,
659,10,8,2005,Glandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,11,m,14,,0,0,0,0,1,,1,Simple,,,
660,10,8,2005,Glandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,11,m,16,,0,0,0,0,1,,1,Simple,,,
661,10,8,2005,Glandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,12,m,59,,0,0,0,0,1,,1,Simple,,,
662,10,8,2005,Glandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,13,f,33,,0,0,0,0,1,,1,Simple,,,
663,10,8,2005,Glandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,14,m,41,,0,0,0,0,1,,1,Simple,LS,,
664,10,8,2005,Glandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,14,m,14,,0,0,0,0,1,,1,Simple,,,
665,10,8,2005,Glandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,15,m,31,,0,0,0,0,1,,1,Simple,,,
666,10,8,2005,Glandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,15,m,10,,0,0,0,0,1,,1,Simple,,,
667,10,8,2005,Glandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,15,f,24,,0,0,0,0,1,,1,Simple,,,
668,10,8,2005,Glandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,16,m,17,,0,0,0,0,1,,1,Simple,,,
669,10,8,2005,Glandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,16,m,20,,0,0,0,0,1,,1,Simple,,,
670,10,8,2005,Glandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,16,m,16,,0,0,0,0,1,,1,Simple,,,
671,10,8,2005,Glandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,17,,,,0,0,0,0,1,,1,Simple,,,
672,10,8,2005,Glandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,18,f,29,,0,0,1,0,0,,1,Simple,,,
673,10,8,2005,Glandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,18,f,55,,0,0,1,0,0,,1,Simple,,,
674,10,8,2005,Glandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,19,,,,0,0,0,0,1,,1,Simple,,,
675,10,8,2005,Elandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,1,f,20,,0,0,0,0,1,,1,Simple,,,
676,10,8,2005,Elandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,1,f,30,,0,0,0,0,1,,1,Simple,,,
677,10,8,2005,Elandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,1,f,39,,0,0,0,0,1,,1,Simple,,,
678,10,8,2005,Elandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,2,f,62,,0,0,1,0,0,,1,Simple,,,
679,10,8,2005,Elandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,2,f,25,,0,0,1,0,0,,1,Simple,,,
680,10,8,2005,Elandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,4,b,69,,0,0,1,0,1,,1,Simple,,,
681,10,8,2005,Elandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,4,m,38,,0,0,1,0,1,,1,Simple,,,
682,10,8,2005,Elandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,4,m,15,,0,0,1,0,1,,1,Simple,,,
683,10,8,2005,Elandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,4,m,13,,0,0,1,0,1,,1,Simple,,,
684,10,8,2005,Elandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,4,m,22,,0,0,1,0,1,,1,Simple,,,
685,10,8,2005,Elandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,4,m,35,,0,0,1,0,1,,1,Simple,,,
686,10,8,2005,Elandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,5,m,13,,0,0,1,0,1,,1,Simple,,,
687,10,8,2005,Elandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,6,m,18,,0,0,1,0,1,,1,Simple,,,
688,10,8,2005,Elandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,6,f,70,,0,0,1,0,1,,1,Simple,,,
689,10,8,2005,Elandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,6,f,57,,0,0,1,0,1,,1,Simple,,,
690,10,8,2005,Elandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,9,f,66,,0,0,1,0,1,,0,Simple,,,
691,10,8,2005,Elandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,10,f,42,,0,0,0,0,1,,1,Simple,,,
692,10,8,2005,Elandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,11,f,56,,0,0,0,0,1,,1,Simple,,,
693,10,8,2005,Elandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,11,f,23,,0,0,0,0,1,,1,Simple,,,
694,10,8,2005,Elandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,11,f,65,,0,0,0,0,1,,1,Simple,,,
695,10,8,2005,Elandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,11,f,32,,0,0,0,0,1,,1,Simple,,,
696,10,8,2005,Elandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,12,f,34,,0,0,0,0,1,,1,Simple,,,
697,10,8,2005,Elandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,12,f,47,,0,0,0,0,1,,1,Simple,,,
698,10,8,2005,Elandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,13,f,62,,0,0,0,0,1,,1,Simple,,,
699,10,8,2005,Elandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,13,f,37,,0,0,0,0,1,,1,Simple,,,
700,10,8,2005,Elandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,14,m,18,,0,0,0,0,1,,1,Simple,,,
701,10,8,2005,Elandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,15,m,62,,0,0,0,0,1,,1,Simple,,,
702,10,8,2005,Elandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,15,f,62,,0,0,0,0,1,,1,Simple,,,
703,10,8,2005,Elandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,15,f,39,,0,0,0,0,1,,1,Simple,,,
704,10,8,2005,Elandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,16,,,,0,0,0,0,1,,1,Simple,,,
705,10,8,2005,Elandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,17,f,55,,0,0,0,0,1,,1,Simple,,,
706,10,8,2005,Elandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,17,m,14,,0,0,0,0,1,,1,Simple,,,
707,10,8,2005,Elandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,17,m,27,,0,0,0,0,1,,1,Simple,,,
708,10,8,2005,Elandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,17,m,31,,0,0,0,0,1,,1,Simple,,,
709,10,8,2005,Elandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,18,m,75,,0,0,0,0,1,,1,Simple,,,
710,10,8,2005,Elandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,18,m,30,,0,0,0,0,1,,1,Simple,,,
711,10,8,2005,Elandry,4749.716,6509.271,4749.704,6509.337,32,GA1,CII2,19,f,57,,0,0,0,0,1,,1,Simple,,,
712,10,8,2005,Glandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,1,f,64,,0,0,0,0,1,,1,Simple,,,
713,10,8,2005,Glandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,1,f,41,,0,0,0,0,1,,1,Simple,,,
714,10,8,2005,Glandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,2,m,25,,0,0,0,0,1,,1,Simple,,,
715,10,8,2005,Glandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,3,m,18,,0,0,1,0,1,,1,Simple,,,
716,10,8,2005,Glandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,4,m,36,,0,0,0,0,1,,1,Simple,,,
717,10,8,2005,Glandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,4,m,75,,0,0,0,0,1,,1,Simple,,,
718,10,8,2005,Glandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,5,m,15,,0,0,0,0,1,,1,Simple,,,
719,10,8,2005,Glandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,5,m,17,,0,0,0,0,1,,1,Simple,LS,,
720,10,8,2005,Glandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,6,m,45,,0,0,0,0,1,,1,Simple,,,
721,10,8,2005,Glandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,6,f,22,,0,0,0,0,1,,1,Simple,,,
722,10,8,2005,Glandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,7,f,22,,0,0,0,0,1,,1,Simple,,,
723,10,8,2005,Glandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,7,m,75,,0,0,0,0,1,,1,Simple,LS,,
724,10,8,2005,Glandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,8,m,14,,0,0,1,0,1,,1,Simple,,,
725,10,8,2005,Glandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,8,m,19,,0,0,1,0,1,,1,Simple,,,
726,10,8,2005,Glandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,8,m,50,,0,0,1,0,1,,1,Simple,,,
727,10,8,2005,Glandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,8,m,27,,0,0,1,0,1,,1,Simple,,,
728,10,8,2005,Glandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,8,f,31,,0,0,1,0,1,,1,Simple,,,
729,10,8,2005,Glandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,9,m,40,,0,0,0,0,1,,1,Simple,,,
730,10,8,2005,Glandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,9,f,65,,0,0,0,0,1,,1,Simple,LS,,
731,10,8,2005,Glandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,9,f,22,,0,0,0,0,1,,1,Simple,,,
732,10,8,2005,Glandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,10,m,19,,0,0,0,0,1,,1,Simple,,,
733,10,8,2005,Glandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,10,m,29,,0,0,0,0,1,,1,Simple,LS,,
734,10,8,2005,Glandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,17,m,20,,0,0,0,0,1,,1,Simple,,,
735,10,8,2005,Glandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,17,m,35,,0,0,0,0,1,,1,Simple,,,
736,10,8,2005,Glandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,18,m,38,,0,0,0,0,1,,1,Simple,,,
737,10,8,2005,Glandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,19,f,80,,0,0,0,0,1,,1,Simple,LS,,
738,10,8,2005,Glandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,19,f,44,,0,0,0,0,1,,1,Simple,LS,,
739,10,8,2005,Glandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,20,f,20,,0,0,0,0,1,,1,Simple,,,
740,10,8,2005,Glandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,20,m,61,,0,0,0,0,1,,1,Simple,LS,,
741,10,8,2005,Elandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,1,m,12,,0,0,1,0,1,,1,Simple,,,
742,10,8,2005,Elandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,3,m,18,,0,0,0,0,1,,1,Simple,,,
743,10,8,2005,Elandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,3,f,42,,0,0,0,0,1,,1,Simple,,,
744,10,8,2005,Elandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,3,f,55,,0,0,0,0,1,,1,Simple,,,
745,10,8,2005,Elandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,4,f,45,,0,0,0,0,1,,1,Simple,,,
746,10,8,2005,Elandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,4,m,14,,0,0,0,0,1,,1,Simple,,,
747,10,8,2005,Elandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,4,m,76,,0,0,0,0,1,,1,Simple,,,
748,10,8,2005,Elandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,5,m,14,,0,0,0,0,1,,1,Simple,,,
749,10,8,2005,Elandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,5,m,18,,0,0,0,0,1,,1,Simple,,,
750,10,8,2005,Elandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,5,m,24,,0,0,0,0,1,,1,Simple,,,
751,10,8,2005,Elandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,5,f,47,,0,0,0,0,1,,1,Simple,,,
752,10,8,2005,Elandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,5,f,25,,0,0,0,0,1,,1,Simple,,,
753,10,8,2005,Elandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,6,f,28,,0,0,1,0,1,,1,Simple,,,
754,10,8,2005,Elandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,6,m,16,,0,0,1,0,1,,1,Simple,,,
755,10,8,2005,Elandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,7,m,26,,0,0,1,0,1,,1,Simple,,,
756,10,8,2005,Elandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,8,m,50,,0,0,1,0,1,,1,Simple,,,
757,10,8,2005,Elandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,8,m,61,,0,0,1,0,1,,1,Simple,,,
758,10,8,2005,Elandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,8,f,41,,0,0,1,0,1,,1,Simple,,,
759,10,8,2005,Elandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,9,m,28,,0,0,1,0,1,,1,Simple,,,
760,10,8,2005,Elandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,9,m,44,,0,0,1,0,1,,1,Simple,,,
761,10,8,2005,Elandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,10,,,,0,0,1,0,1,,1,Simple,,,
762,10,8,2005,Elandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,11,,,,0,0,1,0,1,,1,Simple,,,
763,10,8,2005,Elandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,12,,,,0,0,1,0,1,,1,Simple,,,
764,10,8,2005,Elandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,13,m,41,,0,0,1,0,1,,0,Simple,,,
765,10,8,2005,Elandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,18,,,,0,0,0,0,1,,1,Simple,,,
766,10,8,2005,Elandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,19,m,14,,0,0,0,0,1,,1,Simple,,,
767,10,8,2005,Elandry,4749.658,6509.453,4749.64,6509.528,31,GA1,CII3,20,m,45,,0,0,0,0,1,,1,Simple,,,
768,24,8,2005,Glandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,1,f,71,,0,0,1,0,1,,1,Simple,,,
769,24,8,2005,Glandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,2,f,51,,0,0,0,0,1,,1,Simple,,,
770,24,8,2005,Glandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,2,m,35,,0,0,0,0,1,,1,Simple,,,
771,24,8,2005,Glandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,2,m,42,,0,0,0,0,1,,1,Simple,,,
772,24,8,2005,Glandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,2,m,85,,0,0,0,0,1,,1,Simple,,,
773,24,8,2005,Glandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,4,m,15,,0,0,0,0,1,,1,Simple,LS,,
774,24,8,2005,Glandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,5,m,15,,0,0,0,0,1,,1,Simple,,,
775,24,8,2005,Glandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,6,,,,0,0,0,0,1,,1,Simple,,,
776,24,8,2005,Glandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,8,m,22,,0,0,0,0,1,,1,Simple,,,
777,24,8,2005,Glandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,8,m,33,,0,0,0,0,1,,1,Simple,,,
778,24,8,2005,Glandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,8,f,43,,0,0,0,0,1,,1,Simple,,,
779,24,8,2005,Glandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,9,m,26,,0,0,0,0,1,,1,Simple,,,
780,24,8,2005,Glandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,10,f,43,,0,0,0,0,1,,1,Simple,LS,,
781,24,8,2005,Glandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,10,f,27,,0,0,0,0,1,,1,Simple,LS,,
782,24,8,2005,Glandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,11,f,81,,0,0,0,0,1,,1,Simple,,,
783,24,8,2005,Glandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,12,f,47,,0,0,0,0,1,,1,Simple,LS,,
784,24,8,2005,Glandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,15,f,50,,0,0,1,0,0,,1,Simple,,,
785,24,8,2005,Glandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,15,m,15,,0,0,1,0,0,,1,Simple,,,
786,24,8,2005,Glandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,15,m,33,,0,0,1,0,0,,1,Simple,,,
787,24,8,2005,Glandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,16,m,18,,0,0,0,0,1,,1,Simple,,,
788,24,8,2005,Glandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,16,f,65,,0,0,0,0,1,,1,Simple,,,
789,24,8,2005,Glandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,17,f,85,,0,0,0,0,1,,1,Simple,,,
790,24,8,2005,Glandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,18,f,22,,0,0,0,0,1,,1,Simple,LS,,
791,24,8,2005,Glandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,18,m,70,,0,0,0,0,1,,1,Simple,,,
792,24,8,2005,Elandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,1,m,52,,0,0,1,0,1,,1,Simple,,,
793,24,8,2005,Elandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,1,m,35,,0,0,1,0,1,,1,Simple,,,
794,24,8,2005,Elandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,1,f,72,,0,0,1,0,1,,1,Simple,,,
795,24,8,2005,Elandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,1,f,55,,0,0,1,0,1,,1,Simple,,,
796,24,8,2005,Elandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,2,f,52,,0,0,1,0,1,,1,Simple,,,
797,24,8,2005,Elandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,5,f,45,,0,0,1,0,1,,1,Simple,,,
798,24,8,2005,Elandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,5,f,26,,0,0,1,0,1,,1,Simple,,,
799,24,8,2005,Elandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,5,m,63,,0,0,1,0,1,,1,Simple,,,
800,24,8,2005,Elandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,5,m,47,,0,0,1,0,1,,1,Simple,,,
801,24,8,2005,Elandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,6,f,62,,0,0,1,0,1,,1,Simple,,,
802,24,8,2005,Elandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,7,m,93,,0,0,1,0,1,,1,Simple,,,
803,24,8,2005,Elandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,7,m,12,,0,0,1,0,1,,1,Simple,,,
804,24,8,2005,Elandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,7,f,30,,0,0,1,0,1,,1,Simple,,,
805,24,8,2005,Elandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,7,f,29,,0,0,1,0,1,,1,Simple,,,
806,24,8,2005,Elandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,8,f,74,,0,0,1,0,1,,1,Simple,,,
807,24,8,2005,Elandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,8,m,42,,0,0,1,0,1,,1,Simple,,,
808,24,8,2005,Elandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,9,f,42,,0,0,1,0,1,,1,Simple,,,
809,24,8,2005,Elandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,9,f,49,,0,0,1,0,1,,1,Simple,,,
810,24,8,2005,Elandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,10,f,56,,0,0,0,0,1,,1,Simple,,,
811,24,8,2005,Elandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,11,m,82,,0,0,0,0,1,,1,Simple,,,
812,24,8,2005,Elandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,12,f,42,,0,0,1,0,1,,1,Simple,,,
813,24,8,2005,Elandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,12,f,62,,0,0,1,0,1,,1,Simple,,,
814,24,8,2005,Elandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,12,f,37,,0,0,1,0,1,,1,Simple,,,
815,24,8,2005,Elandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,15,f,36,,0,0,1,0,1,,1,Simple,,,
816,24,8,2005,Elandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,15,f,68,,0,0,1,0,1,,1,Simple,,,
817,24,8,2005,Elandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,15,f,33,,0,0,1,0,1,,1,Simple,,,
818,24,8,2005,Elandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,15,m,22,,0,0,1,0,1,,1,Simple,,,
819,24,8,2005,Elandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,16,m,10,,0,0,0,0,1,,1,Simple,,,
820,24,8,2005,Elandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,16,m,14,,0,0,0,0,1,,1,Simple,,,
821,24,8,2005,Elandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,16,m,16,,0,0,0,0,1,,1,Simple,,,
822,24,8,2005,Elandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,16,f,67,,0,0,0,0,1,,1,Simple,,,
823,24,8,2005,Elandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,16,f,68,,0,0,0,0,1,,1,Simple,,,
824,24,8,2005,Elandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,16,f,38,,0,0,0,0,1,,1,Simple,,,
825,24,8,2005,Elandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,17,f,122,,0,0,0,0,1,,1,Simple,,,
826,24,8,2005,Elandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,17,f,73,,0,0,0,0,1,,1,Simple,,,
827,24,8,2005,Elandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,17,f,24,,0,0,0,0,1,,1,Simple,,,
828,24,8,2005,Elandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,18,f,54,,0,0,0,0,1,,1,Simple,,,
829,24,8,2005,Elandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,19,f,64,,0,0,0,0,1,,1,Simple,,,
830,24,8,2005,Elandry,4749.603,6510.153,4749.601,6510.236,35,GA1,CII4,19,f,59,,0,0,0,0,1,,1,Simple,,,
831,24,8,2005,Glandry,4749.578,6510.222,4749.565,6510.293,31,GA1,CII5,1,m,55,,0,0,1,0,1,,1,Simple,,,
832,24,8,2005,Glandry,4749.578,6510.222,4749.565,6510.293,31,GA1,CII5,4,m,47,,0,0,1,0,1,,1,Simple,,,
833,24,8,2005,Glandry,4749.578,6510.222,4749.565,6510.293,31,GA1,CII5,4,m,60,,0,0,1,0,1,,1,Simple,,,
834,24,8,2005,Glandry,4749.578,6510.222,4749.565,6510.293,31,GA1,CII5,5,f,50,,0,0,1,0,1,,1,Simple,,,
835,24,8,2005,Glandry,4749.578,6510.222,4749.565,6510.293,31,GA1,CII5,5,f,21,,0,0,1,0,1,,1,Simple,,,
836,24,8,2005,Glandry,4749.578,6510.222,4749.565,6510.293,31,GA1,CII5,6,m,28,,0,0,0,0,1,,1,Simple,,,
837,24,8,2005,Glandry,4749.578,6510.222,4749.565,6510.293,31,GA1,CII5,7,m,46,,0,0,0,0,1,,1,Simple,,,
838,24,8,2005,Glandry,4749.578,6510.222,4749.565,6510.293,31,GA1,CII5,7,f,67,,0,0,0,0,1,,1,Simple,,,
