Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Site,Transect,section,sexe,LC,Escape,Sa,Va,Du,Al,Gr,Ca,type,commentaire,fond,,,,,,,
246,28,7,2004,Elandry,4749.839,6508.374,4749.839,6508.449,25,GA1,CI2,15,f,36,,0,0,0,0,1,0,Simple,,,,,,,,,
247,28,7,2004,Elandry,4749.839,6508.374,4749.839,6508.449,25,GA1,CI2,15,m,44,,0,0,0,0,1,0,Simple,,,,,,,,,
248,28,7,2004,Elandry,4749.839,6508.374,4749.839,6508.449,25,GA1,CI2,16,f,60,,0,0,1,0,1,0,Simple,,,,,,,,,
249,28,7,2004,Elandry,4749.839,6508.374,4749.839,6508.449,25,GA1,CI2,17,m,53,,0,0,1,0,1,1,Simple,,,,,,,,,
250,28,7,2004,Elandry,4749.839,6508.374,4749.839,6508.449,25,GA1,CI2,17,f,30,,0,0,1,0,1,1,Simple,,,,,,,,,
252,28,7,2004,Elandry,4749.839,6508.374,4749.839,6508.449,25,GA1,CI2,19,,,,0,0,0,0,1,1,Simple,,,,,,,,,
253,28,7,2004,Elandry,4749.839,6508.374,4749.839,6508.449,25,GA1,CI2,20,f,30,,0,0,0,0,1,1,Simple,,,,,,,,,
254,28,7,2004,Rfrigo,4749.839,6508.374,4749.839,6508.449,25,GA1,CI2,1,f,26,,0,0,0,0,1,1,Simple,,,,,,,,,
255,28,7,2004,Rfrigo,4749.839,6508.374,4749.839,6508.449,25,GA1,CI2,2,f,64,,0,0,0,0,1,1,Simple,,,,,,,,,
256,28,7,2004,Rfrigo,4749.839,6508.374,4749.839,6508.449,25,GA1,CI2,3,m,24,,0,0,1,0,1,1,Simple,,,,,,,,,
257,28,7,2004,Rfrigo,4749.839,6508.374,4749.839,6508.449,25,GA1,CI2,4,f,64,,0,0,0,0,1,1,Simple,,,,,,,,,
258,28,7,2004,Rfrigo,4749.839,6508.374,4749.839,6508.449,25,GA1,CI2,5,,,,0,0,0,0,1,1,Simple,,,,,,,,,
259,28,7,2004,Rfrigo,4749.839,6508.374,4749.839,6508.449,25,GA1,CI2,6,,,,0,0,0,0,1,1,Simple,,,,,,,,,
260,28,7,2004,Rfrigo,4749.839,6508.374,4749.839,6508.449,25,GA1,CI2,7,f,58,,0,0,0,0,1,1,Simple,,,,,,,,,
261,28,7,2004,Rfrigo,4749.839,6508.374,4749.839,6508.449,25,GA1,CI2,7,m,16,,0,0,0,0,1,1,Simple,,,,,,,,,
262,28,7,2004,Rfrigo,4749.839,6508.374,4749.839,6508.449,25,GA1,CI2,8,f,28,,0,0,0,0,1,1,Simple,,,,,,,,,
263,28,7,2004,Rfrigo,4749.839,6508.374,4749.839,6508.449,25,GA1,CI2,9,f,52,,0,0,1,0,1,1,Simple,,,,,,,,,
264,28,7,2004,Rfrigo,4749.839,6508.374,4749.839,6508.449,25,GA1,CI2,10,,,,0,0,1,0,1,1,Simple,,,,,,,,,
265,28,7,2004,Rfrigo,4749.839,6508.374,4749.839,6508.449,25,GA1,CI2,11,b,67,,0,0,1,0,1,1,Simple,,,,,,,,,
266,28,7,2004,Rfrigo,4749.839,6508.374,4749.839,6508.449,25,GA1,CI2,11,f,75,,0,0,1,0,1,1,Simple,,,,,,,,,
267,28,7,2004,Rfrigo,4749.839,6508.374,4749.839,6508.449,25,GA1,CI2,12,,,,0,0,1,0,0,0,Simple,,,,,,,,,
268,28,7,2004,Rfrigo,4749.839,6508.374,4749.839,6508.449,25,GA1,CI2,13,m,48,,0,0,1,0,0,1,Simple,,,,,,,,,
269,28,7,2004,Rfrigo,4749.839,6508.374,4749.839,6508.449,25,GA1,CI2,14,m,35,,0,0,1,0,1,1,Simple,,,,,,,,,
273,28,7,2004,Rfrigo,4749.839,6508.374,4749.839,6508.449,25,GA1,CI2,18,f,66,,0,0,1,0,0,1,Simple,,,,,,,,,
276,28,7,2004,Elandry,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,1,m,42,,0,0,1,0,0,1,Simple,,,,,,,,,
277,28,7,2004,Elandry,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,1,m,32,,0,0,1,0,0,1,Simple,,,,,,,,,
278,28,7,2004,Elandry,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,1,m,46,,0,0,1,0,0,1,Simple,,,,,,,,,
279,28,7,2004,Elandry,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,1,m,33,,0,0,1,0,0,1,Simple,,,,,,,,,
280,28,7,2004,Elandry,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,2,m,47,,0,0,1,0,0,1,Simple,,,,,,,,,
281,28,7,2004,Elandry,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,2,f,56,,0,0,1,0,0,1,Simple,,,,,,,,,
282,28,7,2004,Elandry,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,2,f,31,,0,0,1,0,0,1,Simple,,,,,,,,,
283,28,7,2004,Elandry,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,3,m,42,,0,0,1,0,0,1,Simple,,,,,,,,,
284,28,7,2004,Elandry,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,4,f,29,,0,0,1,0,0,1,Simple,,,,,,,,,
285,28,7,2004,Elandry,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,4,m,42,,0,0,1,0,0,1,Simple,,,,,,,,,
286,28,7,2004,Elandry,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,5,,,,0,0,1,0,0,1,Simple,,,,,,,,,
287,28,7,2004,Elandry,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,6,,,,0,0,1,0,0,1,Simple,LS,,,,,,,,
288,28,7,2004,Elandry,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,7,,,,0,0,1,0,0,1,Simple,2LS,,,,,,,,
289,28,7,2004,Elandry,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,8,m,68,,0,0,1,0,0,1,Simple,,,,,,,,,
290,28,7,2004,Elandry,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,9,f,60,,0,0,1,0,0,0,Simple,,,,,,,,,
292,28,7,2004,Elandry,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,11,f,47,,0,0,0,0,1,0,Simple,,,,,,,,,
294,28,7,2004,Elandry,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,13,f,62,,0,0,0,0,1,1,Simple,,,,,,,,,
295,28,7,2004,Elandry,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,13,f,72,,0,0,0,0,1,1,Simple,,,,,,,,,
296,28,7,2004,Elandry,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,14,f,62,,0,0,0,0,1,1,Simple,,,,,,,,,
297,28,7,2004,Elandry,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,14,m,38,,0,0,0,0,1,1,Simple,,,,,,,,,
298,28,7,2004,Elandry,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,15,f,32,,0,0,0,0,1,1,Complex,,,,,,,,,
299,28,7,2004,Elandry,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,15,f,51,,0,0,0,0,1,1,Complex,,,,,,,,,
300,28,7,2004,Elandry,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,15,f,80,,0,0,0,0,1,1,Complex,,,,,,,,,
301,28,7,2004,Elandry,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,15,m,92,,0,0,0,0,1,1,Complex,,,,,,,,,
302,28,7,2004,Elandry,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,16,m,32,,0,0,0,0,1,1,Complex,LS,,,,,,,,
303,28,7,2004,Elandry,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,16,m,75,,0,0,0,0,1,1,Complex,,,,,,,,,
304,28,7,2004,Elandry,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,16,m,45,,0,0,0,0,1,1,Complex,,,,,,,,,
305,28,7,2004,Elandry,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,17,,,,0,0,0,0,1,1,Simple,,,,,,,,,
306,28,7,2004,Elandry,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,18,f,63,,0,0,0,0,1,1,Simple,,,,,,,,,
307,28,7,2004,Elandry,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,18,f,33,,0,0,0,0,1,1,Simple,,,,,,,,,
308,28,7,2004,Elandry,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,18,f,35,,0,0,0,0,1,1,Simple,,,,,,,,,
310,28,7,2004,Elandry,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,20,m,26,,0,0,0,0,1,1,Simple,,,,,,,,,
311,28,7,2004,Elandry,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,20,m,58,,0,0,0,0,1,1,Simple,,,,,,,,,
312,28,7,2004,Rfrigo,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,1,f,42,,0,0,1,0,0,1,Simple,,,,,,,,,
313,28,7,2004,Rfrigo,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,2,f,22,,0,0,0,0,1,1,Simple,,,,,,,,,
314,28,7,2004,Rfrigo,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,2,f,14,,0,0,0,0,1,1,Simple,,,,,,,,,
315,28,7,2004,Rfrigo,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,2,f,54,,0,0,0,0,1,1,Simple,,,,,,,,,
316,28,7,2004,Rfrigo,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,3,,,,0,0,0,0,0,1,Simple,,,,,,,,,
317,28,7,2004,Rfrigo,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,4,m,61,,0,0,0,0,1,1,Simple,,,,,,,,,
318,28,7,2004,Rfrigo,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,5,f,39,,0,0,1,0,0,1,Simple,,,,,,,,,
319,28,7,2004,Rfrigo,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,6,m,55,,0,0,0,0,0,1,Complex,,,,,,,,,
320,28,7,2004,Rfrigo,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,7,m,63,,0,0,1,0,1,1,Simple,,,,,,,,,
321,28,7,2004,Rfrigo,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,8,m,36,,0,0,1,0,0,0,Simple,,,,,,,,,
323,28,7,2004,Rfrigo,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,10,f,34,,0,0,1,0,0,0,Simple,,,,,,,,,
324,28,7,2004,Rfrigo,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,11,m,50,,0,0,1,0,1,0,Simple,,,,,,,,,
326,28,7,2004,Rfrigo,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,13,m,47,,0,0,0,0,1,1,Simple,,,,,,,,,
327,28,7,2004,Rfrigo,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,14,,,,0,0,0,0,1,1,Simple,,,,,,,,,
328,28,7,2004,Rfrigo,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,15,,,,0,0,0,0,1,1,Simple,,,,,,,,,
329,28,7,2004,Rfrigo,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,16,,,,0,0,0,0,1,1,Simple,,,,,,,,,
330,28,7,2004,Rfrigo,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,17,f,53,,0,0,0,0,1,1,Simple,,,,,,,,,
331,28,7,2004,Rfrigo,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,18,,,,0,0,0,0,1,1,Simple,,,,,,,,,
332,28,7,2004,Rfrigo,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,19,m,53,,0,0,1,0,1,1,Simple,,,,,,,,,
333,28,7,2004,Rfrigo,4748.841,6508.467,4749.841,6508.392,25,GA1,CI3,20,f,47,,0,0,0,0,1,1,Simple,,,,,,,,,
334,10,8,2004,Elandry,4749.785,6508.536,4749.791,6508.62,26,GA1,CI4,1,f,34,,0,0,0,0,0,1,Complex,2LS,,,,,,,,
335,10,8,2004,Elandry,4749.785,6508.536,4749.791,6508.62,27,GA1,CI4,2,f,64,,0,0,0,0,1,1,Simple,,,,,,,,,
336,10,8,2004,Elandry,4749.785,6508.536,4749.791,6508.62,28,GA1,CI4,3,,,,0,0,0,0,1,1,Simple,,,,,,,,,
337,10,8,2004,Elandry,4749.785,6508.536,4749.791,6508.62,28,GA1,CI4,4,m,23,,0,0,0,0,1,1,Complex,2LS,,,,,,,,
338,10,8,2004,Elandry,4749.785,6508.536,4749.791,6508.62,28,GA1,CI4,4,m,56,,0,0,0,0,1,1,Complex,,,,,,,,,
339,10,8,2004,Elandry,4749.785,6508.536,4749.791,6508.62,28,GA1,CI4,4,m,51,,0,0,0,0,1,1,Complex,,,,,,,,,
340,10,8,2004,Elandry,4749.785,6508.536,4749.791,6508.62,30,GA1,CI4,5,m,37,,0,0,1,0,1,1,Simple,,,,,,,,,
341,10,8,2004,Elandry,4749.785,6508.536,4749.791,6508.62,30,GA1,CI4,5,m,67,,0,0,1,0,1,1,Simple,,,,,,,,,
342,10,8,2004,Elandry,4749.785,6508.536,4749.791,6508.62,30,GA1,CI4,6,m,44,,0,0,0,0,1,1,Simple,LS,,,,,,,,
343,10,8,2004,Elandry,4749.785,6508.536,4749.791,6508.62,30,GA1,CI4,6,f,69,,0,0,1,0,1,1,Simple,,,,,,,,,
344,10,8,2004,Elandry,4749.785,6508.536,4749.791,6508.62,30,GA1,CI4,6,f,36,,0,0,1,0,1,1,Simple,,,,,,,,,
345,10,8,2004,Elandry,4749.785,6508.536,4749.791,6508.62,30,GA1,CI4,7,b,80,,0,0,0,0,1,1,Simple,,,,,,,,,
346,10,8,2004,Elandry,4749.785,6508.536,4749.791,6508.62,30,GA1,CI4,8,m,36,,0,0,0,0,1,1,Simple,LS,,,,,,,,
347,10,8,2004,Elandry,4749.785,6508.536,4749.791,6508.62,30,GA1,CI4,8,f,43,,0,0,0,0,1,1,Simple,,,,,,,,,
348,10,8,2004,Elandry,4749.785,6508.536,4749.791,6508.62,30,GA1,CI4,9,m,39,,0,0,0,0,1,1,Simple,,,,,,,,,
349,10,8,2004,Elandry,4749.785,6508.536,4749.791,6508.62,30,GA1,CI4,9,f,22,,0,0,0,0,1,1,Simple,,,,,,,,,
350,10,8,2004,Elandry,4749.785,6508.536,4749.791,6508.62,30,GA1,CI4,10,,,,0,0,0,0,1,1,Simple,LS,,,,,,,,
351,10,8,2004,Elandry,4749.785,6508.536,4749.791,6508.62,30,GA1,CI4,11,m,72,,0,0,0,0,1,1,Simple,LS,,,,,,,,
352,10,8,2004,Elandry,4749.785,6508.536,4749.791,6508.62,30,GA1,CI4,12,,,,0,0,0,0,1,1,Simple,,,,,,,,,
353,10,8,2004,Elandry,4749.785,6508.536,4749.791,6508.62,30,GA1,CI4,13,,,,0,0,0,0,1,1,Simple,2LS,,,,,,,,
354,10,8,2004,Elandry,4749.785,6508.536,4749.791,6508.62,30,GA1,CI4,14,,,,0,0,0,0,1,1,Simple,,,,,,,,,
355,10,8,2004,Elandry,4749.785,6508.536,4749.791,6508.62,30,GA1,CI4,15,,,,0,0,0,0,1,1,Simple,,,,,,,,,
356,10,8,2004,Elandry,4749.785,6508.536,4749.791,6508.62,30,GA1,CI4,16,m,65,,0,0,0,0,1,1,Simple,,,,,,,,,
357,10,8,2004,Elandry,4749.785,6508.536,4749.791,6508.62,30,GA1,CI4,17,,,,0,0,0,0,1,1,Simple,LS,,,,,,,,
359,10,8,2004,Elandry,4749.785,6508.536,4749.791,6508.62,30,GA1,CI4,19,f,42,,0,0,1,0,0,0,Simple,,,,,,,,,
361,10,8,2004,Rfrigo,4749.785,6508.536,4749.791,6508.62,23,GA1,CI4,1,m,30,,0,0,0,0,1,1,Simple,,,,,,,,,
362,10,8,2004,Rfrigo,4749.785,6508.536,4749.791,6508.62,25,GA1,CI4,2,,,,0,0,0,0,1,1,Simple,,,,,,,,,
363,10,8,2004,Rfrigo,4749.785,6508.536,4749.791,6508.62,23,GA1,CI4,3,,,,0,0,0,0,1,1,Simple,,,,,,,,,
364,10,8,2004,Rfrigo,4749.785,6508.536,4749.791,6508.62,23,GA1,CI4,4,,,,0,0,0,0,1,1,Simple,,,,,,,,,
365,10,8,2004,Rfrigo,4749.785,6508.536,4749.791,6508.62,29,GA1,CI4,5,m,29,,0,0,0,0,1,1,Complex,,,,,,,,,
366,10,8,2004,Rfrigo,4749.785,6508.536,4749.791,6508.62,29,GA1,CI4,5,b,92,,0,0,0,0,1,1,Complex,,,,,,,,,
367,10,8,2004,Rfrigo,4749.785,6508.536,4749.791,6508.62,29,GA1,CI4,5,f,58,,0,0,0,0,1,1,Complex,,,,,,,,,
368,10,8,2004,Rfrigo,4749.785,6508.536,4749.791,6508.62,29,GA1,CI4,6,,,,0,0,0,0,1,1,Simple,,,,,,,,,
369,10,8,2004,Rfrigo,4749.785,6508.536,4749.791,6508.62,29,GA1,CI4,7,m,35,,0,0,0,0,1,1,Simple,,,,,,,,,
370,10,8,2004,Rfrigo,4749.785,6508.536,4749.791,6508.62,29,GA1,CI4,8,,,,0,0,0,0,1,1,Simple,,,,,,,,,
371,10,8,2004,Rfrigo,4749.785,6508.536,4749.791,6508.62,29,GA1,CI4,9,,,,0,0,0,0,1,1,Simple,,,,,,,,,
372,10,8,2004,Rfrigo,4749.785,6508.536,4749.791,6508.62,29,GA1,CI4,10,,,,0,0,0,0,1,1,Simple,,,,,,,,,
373,10,8,2004,Rfrigo,4749.785,6508.536,4749.791,6508.62,29,GA1,CI4,11,,,,0,0,0,0,1,1,Simple,,,,,,,,,
374,10,8,2004,Rfrigo,4749.785,6508.536,4749.791,6508.62,29,GA1,CI4,12,,,,0,0,0,0,1,1,Simple,LS,,,,,,,,
375,10,8,2004,Rfrigo,4749.785,6508.536,4749.791,6508.62,29,GA1,CI4,13,,,,0,0,0,0,1,1,Simple,LS,,,,,,,,
376,10,8,2004,Rfrigo,4749.785,6508.536,4749.791,6508.62,29,GA1,CI4,14,,,,0,0,0,0,1,1,Simple,,,,,,,,,
378,10,8,2004,Rfrigo,4749.785,6508.536,4749.791,6508.62,29,GA1,CI4,16,f,41,,0,0,0,0,1,1,Simple,,,,,,,,,
379,10,8,2004,Rfrigo,4749.785,6508.536,4749.791,6508.62,29,GA1,CI4,17,,,,0,0,0,0,1,1,Simple,,,,,,,,,
380,10,8,2004,Rfrigo,4749.785,6508.536,4749.791,6508.62,29,GA1,CI4,18,m,74,,0,0,0,0,1,1,Simple,,,,,,,,,
381,10,8,2004,Rfrigo,4749.785,6508.536,4749.791,6508.62,29,GA1,CI4,19,,,,0,0,0,0,1,1,Simple,,,,,,,,,
382,10,8,2004,Rfrigo,4749.785,6508.536,4749.791,6508.62,29,GA1,CI4,20,f,45,,0,0,0,0,1,1,Simple,,,,,,,,,
383,10,8,2004,Rfrigo,4749.785,6508.536,4749.791,6508.62,29,GA1,CI4,20,f,55,,0,0,0,0,1,1,Simple,,,,,,,,,
384,11,8,2004,Elandry,4749.835,6508.535,4749.798,6508.611,30,GA1,CI5,1,,,,0,0,0,0,1,1,Simple,,,,,,,,,
385,11,8,2004,Elandry,4749.835,6508.535,4749.798,6508.611,30,GA1,CI5,2,,,,0,0,0,0,1,1,Simple,,,,,,,,,
386,11,8,2004,Elandry,4749.835,6508.535,4749.798,6508.611,30,GA1,CI5,3,,,,0,0,0,0,1,1,Simple,LS,,,,,,,,
387,11,8,2004,Elandry,4749.835,6508.535,4749.798,6508.611,30,GA1,CI5,4,,,,0,0,0,0,1,1,Simple,,,,,,,,,
388,11,8,2004,Elandry,4749.835,6508.535,4749.798,6508.611,30,GA1,CI5,5,m,39,,0,0,0,0,1,1,Simple,,,,,,,,,
389,11,8,2004,Elandry,4749.835,6508.535,4749.798,6508.611,30,GA1,CI5,6,f,63,,0,0,0,0,1,1,Simple,,,,,,,,,
390,11,8,2004,Elandry,4749.835,6508.535,4749.798,6508.611,30,GA1,CI5,6,f,56,,0,0,0,0,1,1,Simple,,,,,,,,,
391,11,8,2004,Elandry,4749.835,6508.535,4749.798,6508.611,31,GA1,CI5,7,,,,0,0,0,0,1,0,Simple,LS,,,,,,,,
392,11,8,2004,Elandry,4749.835,6508.535,4749.798,6508.611,31,GA1,CI5,8,,,,0,0,0,0,1,0,Simple,LS,,,,,,,,
395,11,8,2004,Elandry,4749.835,6508.535,4749.798,6508.611,31,GA1,CI5,11,f,73,,0,0,0,0,1,1,Simple,,,,,,,,,
396,11,8,2004,Elandry,4749.835,6508.535,4749.798,6508.611,31,GA1,CI5,12,m,53,,0,0,0,0,1,1,Simple,,,,,,,,,
397,11,8,2004,Elandry,4749.835,6508.535,4749.798,6508.611,31,GA1,CI5,13,m,68,,0,0,0,0,1,1,Simple,,,,,,,,,
398,11,8,2004,Elandry,4749.835,6508.535,4749.798,6508.611,31,GA1,CI5,14,,,,0,0,0,0,1,0,Simple,LS,,,,,,,,
399,11,8,2004,Elandry,4749.835,6508.535,4749.798,6508.611,31,GA1,CI5,15,m,63,,0,0,0,0,1,0,Simple,LS,,,,,,,,
400,11,8,2004,Elandry,4749.835,6508.535,4749.798,6508.611,32,GA1,CI5,16,f,63,,0,0,0,0,1,0,Simple,,,,,,,,,
401,11,8,2004,Elandry,4749.835,6508.535,4749.798,6508.611,32,GA1,CI5,17,f,59,,0,0,0,0,1,1,Simple,2LS,,,,,,,,
404,11,8,2004,Elandry,4749.835,6508.535,4749.798,6508.611,32,GA1,CI5,20,m,48,,0,0,0,0,1,0,Simple,,,,,,,,,
405,11,8,2004,Elandry,4749.835,6508.535,4749.798,6508.611,32,GA1,CI5,20,f,65,,0,0,0,0,1,0,Simple,,,,,,,,,
406,11,8,2004,Rfrigo,4749.835,6508.535,4749.798,6508.611,29,GA1,CI5,1,m,25,,0,0,0,0,1,1,Simple,,,,,,,,,
407,11,8,2004,Rfrigo,4749.835,6508.535,4749.798,6508.611,29,GA1,CI5,2,,,,0,0,0,0,1,1,Simple,,,,,,,,,
408,11,8,2004,Rfrigo,4749.835,6508.535,4749.798,6508.611,29,GA1,CI5,3,m,28,,0,0,0,0,1,1,Simple,,,,,,,,,
409,11,8,2004,Rfrigo,4749.835,6508.535,4749.798,6508.611,29,GA1,CI5,4,,,,0,0,0,0,1,1,Simple,,,,,,,,,
410,11,8,2004,Rfrigo,4749.835,6508.535,4749.798,6508.611,29,GA1,CI5,5,m,38,,0,0,0,0,1,1,Simple,,,,,,,,,
411,11,8,2004,Rfrigo,4749.835,6508.535,4749.798,6508.611,29,GA1,CI5,5,f,61,,0,0,0,0,1,1,Simple,,,,,,,,,
412,11,8,2004,Rfrigo,4749.835,6508.535,4749.798,6508.611,30,GA1,CI5,6,,,,0,0,0,0,1,1,Simple,,,,,,,,,
413,11,8,2004,Rfrigo,4749.835,6508.535,4749.798,6508.611,30,GA1,CI5,7,,,,0,0,0,0,1,1,Simple,,,,,,,,,
414,11,8,2004,Rfrigo,4749.835,6508.535,4749.798,6508.611,30,GA1,CI5,8,,,,0,0,0,0,1,1,Simple,,,,,,,,,
415,11,8,2004,Rfrigo,4749.835,6508.535,4749.798,6508.611,30,GA1,CI5,9,f,15,,0,0,0,0,1,1,Simple,,,,,,,,,
416,11,8,2004,Rfrigo,4749.835,6508.535,4749.798,6508.611,30,GA1,CI5,10,,,,0,0,0,0,1,1,Simple,,,,,,,,,
417,11,8,2004,Rfrigo,4749.835,6508.535,4749.798,6508.611,30,GA1,CI5,11,,,,0,0,0,0,1,1,Simple,,,,,,,,,
418,11,8,2004,Rfrigo,4749.835,6508.535,4749.798,6508.611,30,GA1,CI5,12,,,,0,0,0,0,1,1,Simple,,,,,,,,,
419,11,8,2004,Rfrigo,4749.835,6508.535,4749.798,6508.611,30,GA1,CI5,13,f,18,,0,0,0,0,1,1,Simple,,,,,,,,,
420,11,8,2004,Rfrigo,4749.835,6508.535,4749.798,6508.611,30,GA1,CI5,14,,,,0,0,0,0,1,1,Simple,,,,,,,,,
421,11,8,2004,Rfrigo,4749.835,6508.535,4749.798,6508.611,30,GA1,CI5,15,,,,0,0,0,0,1,1,Simple,,,,,,,,,
422,11,8,2004,Rfrigo,4749.835,6508.535,4749.798,6508.611,30,GA1,CI5,16,f,27,,0,0,0,0,1,1,Simple,,,,,,,,,
423,11,8,2004,Rfrigo,4749.835,6508.535,4749.798,6508.611,30,GA1,CI5,16,m,81,,0,0,0,0,1,1,Simple,,,,,,,,,
424,11,8,2004,Rfrigo,4749.835,6508.535,4749.798,6508.611,30,GA1,CI5,17,,,,0,0,0,0,1,1,Simple,,,,,,,,,
425,11,8,2004,Rfrigo,4749.835,6508.535,4749.798,6508.611,30,GA1,CI5,18,f,63,,0,0,0,0,1,1,Simple,,,,,,,,,
426,11,8,2004,Rfrigo,4749.835,6508.535,4749.798,6508.611,30,GA1,CI5,19,,,,0,0,0,0,1,1,Simple,,,,,,,,,
427,11,8,2004,Rfrigo,4749.835,6508.535,4749.798,6508.611,30,GA1,CI5,20,m,66,,0,0,0,0,1,1,Simple,,,,,,,,,
428,11,8,2004,Elandry,4749.877,6508.453,4749.861,6508.538,35,GA1,CI6,1,,,,0,0,0,0,1,0,Simple,,,,,,,,,
429,11,8,2004,Elandry,4749.877,6508.453,4749.861,6508.538,35,GA1,CI6,2,,,,0,0,0,0,1,0,Simple,LS,,,,,,,,
430,11,8,2004,Elandry,4749.877,6508.453,4749.861,6508.538,35,GA1,CI6,3,m,58,,0,0,0,0,1,0,Simple,,,,,,,,,
431,11,8,2004,Elandry,4749.877,6508.453,4749.861,6508.538,35,GA1,CI6,4,,,,0,0,0,0,1,1,Simple,,,,,,,,,
432,11,8,2004,Elandry,4749.877,6508.453,4749.861,6508.538,35,GA1,CI6,5,,,,0,0,0,0,1,1,Simple,,,,,,,,,
433,11,8,2004,Elandry,4749.877,6508.453,4749.861,6508.538,34,GA1,CI6,6,,,,0,0,0,0,1,1,Simple,,,,,,,,,
434,11,8,2004,Elandry,4749.877,6508.453,4749.861,6508.538,33,GA1,CI6,7,,,,0,0,0,0,1,1,Simple,LS,,,,,,,,
435,11,8,2004,Elandry,4749.877,6508.453,4749.861,6508.538,33,GA1,CI6,8,,,,0,0,0,0,1,1,Simple,,,,,,,,,
436,11,8,2004,Elandry,4749.877,6508.453,4749.861,6508.538,33,GA1,CI6,9,,,,0,0,0,0,1,1,Simple,LS,,,,,,,,
437,11,8,2004,Elandry,4749.877,6508.453,4749.861,6508.538,33,GA1,CI6,10,,,,0,0,0,0,1,1,Simple,,,,,,,,,
439,11,8,2004,Elandry,4749.877,6508.453,4749.861,6508.538,33,GA1,CI6,12,,,,0,0,0,0,1,0,Simple,,,,,,,,,
440,11,8,2004,Elandry,4749.877,6508.453,4749.861,6508.538,32,GA1,CI6,13,,,,0,0,0,0,1,1,Simple,,,,,,,,,
442,11,8,2004,Elandry,4749.877,6508.453,4749.861,6508.538,32,GA1,CI6,15,,,,0,0,0,0,1,1,Simple,LS,,,,,,,,
443,11,8,2004,Elandry,4749.877,6508.453,4749.861,6508.538,32,GA1,CI6,16,,,,0,0,0,0,1,0,Simple,LS,,,,,,,,
444,11,8,2004,Elandry,4749.877,6508.453,4749.861,6508.538,31,GA1,CI6,17,,,,0,0,0,0,1,1,Simple,,,,,,,,,
445,11,8,2004,Elandry,4749.877,6508.453,4749.861,6508.538,30,GA1,CI6,18,m,43,,0,0,0,0,1,1,Simple,LS,,,,,,,,
446,11,8,2004,Elandry,4749.877,6508.453,4749.861,6508.538,30,GA1,CI6,19,f,37,,0,0,0,0,1,1,Simple,LS,,,,,,,,
