Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Site,Transect,section,sexe,LC,Escape,Sa,Va,Du,Al,Gr,Ca,type,commentaire,fond,,,,,,,
447,11,8,2004,Elandry,4749.877,6508.453,4749.861,6508.538,30,GA1,CI6,19,f,65,,0,0,0,0,1,1,Simple,LS,,,,,,,,
448,11,8,2004,Elandry,4749.877,6508.453,4749.861,6508.538,30,GA1,CI6,19,f,25,,0,0,0,0,1,1,Simple,LS,,,,,,,,
449,11,8,2004,Elandry,4749.877,6508.453,4749.861,6508.538,30,GA1,CI6,20,,,,0,0,0,0,1,1,Simple,,,,,,,,,
450,11,8,2004,Rfrigo,4749.877,6508.453,4749.861,6508.538,30,GA1,CI6,1,,,,0,0,0,0,1,1,Simple,,,,,,,,,
451,11,8,2004,Rfrigo,4749.877,6508.453,4749.861,6508.538,30,GA1,CI6,2,,,,0,0,0,0,1,1,Simple,,,,,,,,,
452,11,8,2004,Rfrigo,4749.877,6508.453,4749.861,6508.538,30,GA1,CI6,3,f,72,,0,0,0,0,1,1,Simple,,,,,,,,,
453,11,8,2004,Rfrigo,4749.877,6508.453,4749.861,6508.538,30,GA1,CI6,3,m,39,,0,0,0,0,1,1,Simple,,,,,,,,,
454,11,8,2004,Rfrigo,4749.877,6508.453,4749.861,6508.538,30,GA1,CI6,4,,,,0,0,0,0,1,1,Simple,,,,,,,,,
455,11,8,2004,Rfrigo,4749.877,6508.453,4749.861,6508.538,30,GA1,CI6,5,m,29,,0,0,0,0,1,1,Simple,,,,,,,,,
456,11,8,2004,Rfrigo,4749.877,6508.453,4749.861,6508.538,30,GA1,CI6,5,m,61,,0,0,0,0,1,1,Simple,,,,,,,,,
457,11,8,2004,Rfrigo,4749.877,6508.453,4749.861,6508.538,30,GA1,CI6,6,,,,0,0,0,0,1,1,Simple,,,,,,,,,
458,11,8,2004,Rfrigo,4749.877,6508.453,4749.861,6508.538,30,GA1,CI6,7,,,,0,0,0,0,1,1,Simple,LS,,,,,,,,
459,11,8,2004,Rfrigo,4749.877,6508.453,4749.861,6508.538,30,GA1,CI6,8,f,47,,0,0,0,0,1,1,Simple,,,,,,,,,
460,11,8,2004,Rfrigo,4749.877,6508.453,4749.861,6508.538,30,GA1,CI6,8,f,40,,0,0,0,0,1,1,Simple,,,,,,,,,
461,11,8,2004,Rfrigo,4749.877,6508.453,4749.861,6508.538,30,GA1,CI6,9,m,71,,0,0,0,0,1,1,Simple,,,,,,,,,
462,11,8,2004,Rfrigo,4749.877,6508.453,4749.861,6508.538,30,GA1,CI6,10,m,50,,0,0,0,0,1,1,Simple,,,,,,,,,
463,11,8,2004,Rfrigo,4749.877,6508.453,4749.861,6508.538,30,GA1,CI6,10,f,60,,0,0,0,0,1,1,Simple,,,,,,,,,
464,11,8,2004,Rfrigo,4749.877,6508.453,4749.861,6508.538,30,GA1,CI6,11,,,,0,0,0,0,1,1,Simple,,,,,,,,,
465,11,8,2004,Rfrigo,4749.877,6508.453,4749.861,6508.538,30,GA1,CI6,12,,,,0,0,0,0,1,1,Simple,,,,,,,,,
466,11,8,2004,Rfrigo,4749.877,6508.453,4749.861,6508.538,30,GA1,CI6,13,m,71,,0,0,0,0,1,1,Simple,,,,,,,,,
467,11,8,2004,Rfrigo,4749.877,6508.453,4749.861,6508.538,30,GA1,CI6,14,,,,0,0,0,0,1,1,Simple,,,,,,,,,
468,11,8,2004,Rfrigo,4749.877,6508.453,4749.861,6508.538,30,GA1,CI6,15,,,,0,0,0,0,1,1,Simple,,,,,,,,,
469,11,8,2004,Rfrigo,4749.877,6508.453,4749.861,6508.538,30,GA1,CI6,16,,,,0,0,0,0,1,1,Simple,,,,,,,,,
470,11,8,2004,Rfrigo,4749.877,6508.453,4749.861,6508.538,30,GA1,CI6,17,m,29,,0,0,0,0,1,1,Simple,,,,,,,,,
471,11,8,2004,Rfrigo,4749.877,6508.453,4749.861,6508.538,30,GA1,CI6,17,m,68,,0,0,0,0,1,1,Simple,,,,,,,,,
472,11,8,2004,Rfrigo,4749.877,6508.453,4749.861,6508.538,30,GA1,CI6,17,f,50,,0,0,0,0,1,1,Simple,,,,,,,,,
473,11,8,2004,Rfrigo,4749.877,6508.453,4749.861,6508.538,30,GA1,CI6,17,f,48,,0,0,0,0,1,1,Simple,,,,,,,,,
474,11,8,2004,Rfrigo,4749.877,6508.453,4749.861,6508.538,30,GA1,CI6,18,,,,0,0,0,0,1,1,Complex,,,,,,,,,
475,11,8,2004,Rfrigo,4749.877,6508.453,4749.861,6508.538,30,GA1,CI6,19,m,68,,0,0,0,0,1,1,Simple,,,,,,,,,
476,11,8,2004,Rfrigo,4749.877,6508.453,4749.861,6508.538,30,GA1,CI6,19,m,29,,0,0,0,0,1,1,Simple,,,,,,,,,
477,11,8,2004,Rfrigo,4749.877,6508.453,4749.861,6508.538,30,GA1,CI6,19,m,43,,0,0,0,0,1,1,Simple,,,,,,,,,
478,11,8,2004,Rfrigo,4749.877,6508.453,4749.861,6508.538,30,GA1,CI6,19,m,68,,0,0,0,0,1,1,Simple,,,,,,,,,
479,11,8,2004,Rfrigo,4749.877,6508.453,4749.861,6508.538,30,GA1,CI6,20,f,47,,0,0,0,0,1,1,Simple,,,,,,,,,
480,11,8,2004,Rfrigo,4749.877,6508.453,4749.861,6508.538,30,GA1,CI6,20,f,60,,0,0,0,0,1,1,Simple,,,,,,,,,
481,11,8,2004,Rfrigo,4749.877,6508.453,4749.861,6508.538,30,GA1,CI6,20,f,30,,0,0,0,0,1,1,Simple,,,,,,,,,
482,11,8,2004,Rfrigo,4749.877,6508.453,4749.861,6508.538,30,GA1,CI6,20,f,61,,0,0,0,0,1,1,Simple,,,,,,,,,
483,11,8,2004,Rfrigo,4749.877,6508.453,4749.861,6508.538,30,GA1,CI6,20,f,25,,0,0,0,0,1,1,Simple,,,,,,,,,
484,29,7,2004,Elandry,4749.702,6509.29,4749.714,6509.208,30,GA1,CII1,1,,,,0,0,1,0,1,1,Simple,3LS,,,,,,,,
487,29,7,2004,Elandry,4749.702,6509.29,4749.714,6509.208,30,GA1,CII1,4,f,57,,0,0,1,0,1,0,Simple,,,,,,,,,
489,29,7,2004,Elandry,4749.702,6509.29,4749.714,6509.208,30,GA1,CII1,6,m,40,,0,0,1,0,0,0,Simple,LS,,,,,,,,
490,29,7,2004,Elandry,4749.702,6509.29,4749.714,6509.208,30,GA1,CII1,7,m,24,,0,0,1,0,1,1,Simple,,,,,,,,,
491,29,7,2004,Elandry,4749.702,6509.29,4749.714,6509.208,30,GA1,CII1,7,m,33,,0,0,1,0,1,1,Simple,,,,,,,,,
492,29,7,2004,Elandry,4749.702,6509.29,4749.714,6509.208,30,GA1,CII1,7,m,73,,0,0,1,0,1,1,Simple,,,,,,,,,
493,29,7,2004,Elandry,4749.702,6509.29,4749.714,6509.208,30,GA1,CII1,8,m,74,,0,0,1,0,0,1,Simple,,,,,,,,,
494,29,7,2004,Elandry,4749.702,6509.29,4749.714,6509.208,30,GA1,CII1,8,m,76,,0,0,1,0,0,1,Simple,,,,,,,,,
496,29,7,2004,Elandry,4749.702,6509.29,4749.714,6509.208,30,GA1,CII1,10,m,12,,0,0,1,0,0,1,Simple,,,,,,,,,
497,29,7,2004,Elandry,4749.702,6509.29,4749.714,6509.208,30,GA1,CII1,11,,,,0,0,0,0,1,1,Simple,LS,,,,,,,,
498,29,7,2004,Elandry,4749.702,6509.29,4749.714,6509.208,30,GA1,CII1,12,f,111,,0,0,0,0,1,1,Complex,LS,,,,,,,,
501,29,7,2004,Elandry,4749.702,6509.29,4749.714,6509.208,30,GA1,CII1,15,f,73,,0,0,1,0,0,0,Simple,,,,,,,,,
503,29,7,2004,Elandry,4749.702,6509.29,4749.714,6509.208,30,GA1,CII1,17,,,,0,0,0,0,1,1,Simple,,,,,,,,,
505,29,7,2004,Elandry,4749.702,6509.29,4749.714,6509.208,30,GA1,CII1,19,m,80,,0,0,0,0,1,0,Simple,,,,,,,,,
506,29,7,2004,Elandry,4749.702,6509.29,4749.714,6509.208,30,GA1,CII1,19,f,68,,0,0,0,0,1,0,Simple,,,,,,,,,
507,29,7,2004,Elandry,4749.702,6509.29,4749.714,6509.208,30,GA1,CII1,20,f,48,,0,0,0,0,1,1,Simple,,,,,,,,,
508,29,7,2004,Rfrigo,4749.702,6509.29,4749.714,6509.208,30,GA1,CII1,1,,,,0,0,1,0,1,1,Simple,,,,,,,,,
510,29,7,2004,Rfrigo,4749.702,6509.29,4749.714,6509.208,30,GA1,CII1,3,m,74,,0,0,0,0,1,1,Simple,,,,,,,,,
511,29,7,2004,Rfrigo,4749.702,6509.29,4749.714,6509.208,30,GA1,CII1,3,f,56,,0,0,0,0,1,1,Simple,,,,,,,,,
512,29,7,2004,Rfrigo,4749.702,6509.29,4749.714,6509.208,30,GA1,CII1,4,f,67,,0,0,0,0,1,0,Simple,,,,,,,,,
513,29,7,2004,Rfrigo,4749.702,6509.29,4749.714,6509.208,30,GA1,CII1,5,m,23,,0,0,1,1,0,1,Simple,,,,,,,,,
514,29,7,2004,Rfrigo,4749.702,6509.29,4749.714,6509.208,30,GA1,CII1,6,,,,0,0,1,1,0,1,Simple,,,,,,,,,
515,29,7,2004,Rfrigo,4749.702,6509.29,4749.714,6509.208,30,GA1,CII1,7,f,58,,0,0,1,0,0,1,Simple,,,,,,,,,
516,29,7,2004,Rfrigo,4749.702,6509.29,4749.714,6509.208,30,GA1,CII1,7,m,76,,0,0,1,0,0,1,Simple,,,,,,,,,
518,29,7,2004,Rfrigo,4749.702,6509.29,4749.714,6509.208,30,GA1,CII1,9,,,,0,0,1,0,0,1,Simple,,,,,,,,,
519,29,7,2004,Rfrigo,4749.702,6509.29,4749.714,6509.208,30,GA1,CII1,10,m,63,,0,0,0,0,1,0,Simple,,,,,,,,,
520,29,7,2004,Rfrigo,4749.702,6509.29,4749.714,6509.208,30,GA1,CII1,11,m,64,,0,0,0,0,1,1,Simple,,,,,,,,,
521,29,7,2004,Rfrigo,4749.702,6509.29,4749.714,6509.208,30,GA1,CII1,11,f,34,,0,0,0,0,1,1,Simple,,,,,,,,,
522,29,7,2004,Rfrigo,4749.702,6509.29,4749.714,6509.208,30,GA1,CII1,12,f,45,,0,0,1,0,0,1,Simple,,,,,,,,,
523,29,7,2004,Rfrigo,4749.702,6509.29,4749.714,6509.208,30,GA1,CII1,12,m,27,,0,0,1,0,0,1,Simple,,,,,,,,,
525,29,7,2004,Rfrigo,4749.702,6509.29,4749.714,6509.208,30,GA1,CII1,14,,,,0,0,1,0,0,1,Simple,,,,,,,,,
530,29,7,2004,Rfrigo,4749.702,6509.29,4749.714,6509.208,30,GA1,CII1,19,f,47,,0,0,0,0,1,1,Simple,,,,,,,,,
531,29,7,2004,Rfrigo,4749.702,6509.29,4749.714,6509.208,30,GA1,CII1,20,,,,0,0,0,0,1,1,Simple,,,,,,,,,
533,29,7,2004,Elandry,4749.704,6509.346,4749.714,6509.277,30,GA1,CII2,2,f,59,,0,0,1,0,1,1,Simple,,,,,,,,,
534,29,7,2004,Elandry,4749.704,6509.346,4749.714,6509.277,30,GA1,CII2,3,f,65,,0,0,0,0,1,1,Simple,LS,,,,,,,,
535,29,7,2004,Elandry,4749.704,6509.346,4749.714,6509.277,30,GA1,CII2,3,f,49,,0,0,0,0,1,1,Simple,LS,,,,,,,,
536,29,7,2004,Elandry,4749.704,6509.346,4749.714,6509.277,30,GA1,CII2,4,f,23,,0,0,1,0,1,1,Simple,,,,,,,,,
537,29,7,2004,Elandry,4749.704,6509.346,4749.714,6509.277,30,GA1,CII2,4,f,70,,0,0,1,0,1,1,Simple,,,,,,,,,
538,29,7,2004,Elandry,4749.704,6509.346,4749.714,6509.277,30,GA1,CII2,5,f,42,,0,0,1,0,1,1,Simple,,,,,,,,,
539,29,7,2004,Elandry,4749.704,6509.346,4749.714,6509.277,30,GA1,CII2,6,,,,0,0,1,0,1,1,Simple,,,,,,,,,
540,29,7,2004,Elandry,4749.704,6509.346,4749.714,6509.277,30,GA1,CII2,7,f,53,,0,0,1,0,1,1,Simple,,,,,,,,,
541,29,7,2004,Elandry,4749.704,6509.346,4749.714,6509.277,30,GA1,CII2,8,,,,0,0,1,0,1,1,Simple,,,,,,,,,
542,29,7,2004,Elandry,4749.704,6509.346,4749.714,6509.277,30,GA1,CII2,9,f,29,,0,0,1,0,1,1,Simple,,,,,,,,,
543,29,7,2004,Elandry,4749.704,6509.346,4749.714,6509.277,30,GA1,CII2,9,f,34,,0,0,1,0,1,1,Simple,,,,,,,,,
544,29,7,2004,Elandry,4749.704,6509.346,4749.714,6509.277,30,GA1,CII2,10,m,44,,0,0,1,0,1,1,Simple,,,,,,,,,
545,29,7,2004,Elandry,4749.704,6509.346,4749.714,6509.277,30,GA1,CII2,11,,,,0,0,0,0,1,1,Simple,,,,,,,,,
546,29,7,2004,Elandry,4749.704,6509.346,4749.714,6509.277,30,GA1,CII2,12,m,42,,0,0,0,0,1,1,Simple,,,,,,,,,
547,29,7,2004,Elandry,4749.704,6509.346,4749.714,6509.277,30,GA1,CII2,13,,,,0,0,0,0,1,1,Simple,,,,,,,,,
548,29,7,2004,Elandry,4749.704,6509.346,4749.714,6509.277,30,GA1,CII2,14,m,50,,0,0,0,0,1,1,Simple,,,,,,,,,
551,29,7,2004,Elandry,4749.704,6509.346,4749.714,6509.277,30,GA1,CII2,17,m,39,,0,0,0,0,1,0,Simple,,,,,,,,,
552,29,7,2004,Elandry,4749.704,6509.346,4749.714,6509.277,30,GA1,CII2,18,f,78,,0,0,0,0,1,0,Simple,,,,,,,,,
553,29,7,2004,Elandry,4749.704,6509.346,4749.714,6509.277,30,GA1,CII2,19,m,57,,0,0,0,0,1,0,Simple,,,,,,,,,
555,29,7,2004,Rfrigo,4749.704,6509.346,4749.714,6509.277,30,GA1,CII2,1,f,58,,0,0,1,0,1,1,Simple,,,,,,,,,
556,29,7,2004,Rfrigo,4749.704,6509.346,4749.714,6509.277,30,GA1,CII2,1,f,47,,0,0,1,0,1,1,Simple,,,,,,,,,
557,29,7,2004,Rfrigo,4749.704,6509.346,4749.714,6509.277,30,GA1,CII2,2,m,12,,0,0,0,0,1,1,Simple,,,,,,,,,
558,29,7,2004,Rfrigo,4749.704,6509.346,4749.714,6509.277,30,GA1,CII2,2,m,30,,0,0,0,0,1,1,Simple,,,,,,,,,
559,29,7,2004,Rfrigo,4749.704,6509.346,4749.714,6509.277,30,GA1,CII2,2,m,57,,0,0,0,0,1,1,Simple,,,,,,,,,
560,29,7,2004,Rfrigo,4749.704,6509.346,4749.714,6509.277,30,GA1,CII2,3,f,28,,0,0,0,0,1,1,Simple,,,,,,,,,
561,29,7,2004,Rfrigo,4749.704,6509.346,4749.714,6509.277,30,GA1,CII2,4,,,,0,0,0,0,1,1,Simple,,,,,,,,,
562,29,7,2004,Rfrigo,4749.704,6509.346,4749.714,6509.277,30,GA1,CII2,5,f,59,,0,0,1,0,0,1,Simple,,,,,,,,,
563,29,7,2004,Rfrigo,4749.704,6509.346,4749.714,6509.277,30,GA1,CII2,6,f,47,,0,0,1,0,0,1,Simple,,,,,,,,,
564,29,7,2004,Rfrigo,4749.704,6509.346,4749.714,6509.277,30,GA1,CII2,6,f,59,,0,0,1,0,0,1,Simple,,,,,,,,,
565,29,7,2004,Rfrigo,4749.704,6509.346,4749.714,6509.277,30,GA1,CII2,7,f,27,,0,0,1,0,0,0,Simple,,,,,,,,,
567,29,7,2004,Rfrigo,4749.704,6509.346,4749.714,6509.277,30,GA1,CII2,9,f,75,,0,0,1,0,0,0,Simple,,,,,,,,,
568,29,7,2004,Rfrigo,4749.704,6509.346,4749.714,6509.277,30,GA1,CII2,10,f,54,,0,0,1,0,0,1,Simple,,,,,,,,,
569,29,7,2004,Rfrigo,4749.704,6509.346,4749.714,6509.277,30,GA1,CII2,11,f,67,,0,0,1,0,0,0,Simple,,,,,,,,,
573,29,7,2004,Rfrigo,4749.704,6509.346,4749.714,6509.277,30,GA1,CII2,15,f,69,,0,0,1,0,1,0,Simple,,,,,,,,,
575,29,7,2004,Rfrigo,4749.704,6509.346,4749.714,6509.277,30,GA1,CII2,17,f,38,,0,0,0,0,1,1,Simple,,,,,,,,,
578,29,7,2004,Rfrigo,4749.704,6509.346,4749.714,6509.277,30,GA1,CII2,20,f,29,,0,0,1,0,0,0,Simple,,,,,,,,,
579,29,7,2004,Rfrigo,4749.704,6509.346,4749.714,6509.277,30,GA1,CII2,20,f,60,,0,0,1,0,0,0,Simple,,,,,,,,,
580,29,7,2004,Elandry,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,1,,,,0,0,0,0,0,1,Simple,,,,,,,,,
581,29,7,2004,Elandry,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,2,,,,0,0,0,0,0,1,Simple,LS,,,,,,,,
582,29,7,2004,Elandry,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,3,f,76,,0,0,0,0,1,1,Simple,,,,,,,,,
583,29,7,2004,Elandry,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,3,m,29,,0,0,0,0,0,1,Simple,,,,,,,,,
584,29,7,2004,Elandry,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,3,m,70,,0,0,0,0,0,1,Simple,,,,,,,,,
585,29,7,2004,Elandry,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,4,,,,0,0,0,0,1,1,Simple,,,,,,,,,
586,29,7,2004,Elandry,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,5,,,,0,0,0,0,1,1,Simple,LS,,,,,,,,
587,29,7,2004,Elandry,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,6,,,,0,0,0,0,1,1,Simple,,,,,,,,,
589,29,7,2004,Elandry,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,8,m,32,,0,0,0,0,1,1,Simple,,,,,,,,,
590,29,7,2004,Elandry,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,9,,,,0,0,0,0,1,1,Simple,,,,,,,,,
591,29,7,2004,Elandry,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,10,f,63,,0,0,0,0,1,1,Simple,,,,,,,,,
592,29,7,2004,Elandry,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,10,m,70,,0,0,0,0,1,1,Simple,,,,,,,,,
593,29,7,2004,Elandry,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,10,m,30,,0,0,0,0,1,1,Simple,,,,,,,,,
594,29,7,2004,Elandry,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,11,,,,0,0,0,0,1,1,Simple,,,,,,,,,
595,29,7,2004,Elandry,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,12,m,59,,0,0,0,0,1,1,Simple,LS,,,,,,,,
596,29,7,2004,Elandry,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,13,m,72,,0,0,0,0,1,1,Simple,LS,,,,,,,,
597,29,7,2004,Elandry,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,14,,,,0,0,0,0,1,1,Simple,LS,,,,,,,,
598,29,7,2004,Elandry,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,15,,,,0,0,0,0,1,1,Simple,,,,,,,,,
599,29,7,2004,Elandry,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,16,,,,0,0,0,0,1,1,Simple,,,,,,,,,
600,29,7,2004,Elandry,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,17,,,,0,0,0,0,1,1,Simple,,,,,,,,,
601,29,7,2004,Elandry,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,18,f,69,,0,0,1,0,1,1,Simple,,,,,,,,,
602,29,7,2004,Elandry,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,19,f,52,,0,0,1,0,1,1,Simple,,,,,,,,,
603,29,7,2004,Elandry,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,19,m,31,,0,0,1,0,1,1,Simple,,,,,,,,,
604,29,7,2004,Elandry,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,20,,,,0,0,1,0,1,1,Simple,,,,,,,,,
605,29,7,2004,Rfrigo,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,1,f,57,,0,0,0,0,1,1,Simple,,,,,,,,,
606,29,7,2004,Rfrigo,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,2,m,52,,0,0,0,0,0,1,Simple,,,,,,,,,
607,29,7,2004,Rfrigo,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,3,f,17,,0,0,0,0,0,1,Simple,,,,,,,,,
608,29,7,2004,Rfrigo,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,4,m,29,,0,0,0,0,1,0,Simple,,,,,,,,,
609,29,7,2004,Rfrigo,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,5,m,100,,0,0,0,0,1,1,Simple,,,,,,,,,
610,29,7,2004,Rfrigo,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,5,f,38,,0,0,0,0,1,1,Simple,,,,,,,,,
612,29,7,2004,Rfrigo,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,7,,,,0,0,0,0,1,1,Simple,,,,,,,,,
613,29,7,2004,Rfrigo,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,8,,,,0,0,0,0,1,1,Simple,,,,,,,,,
614,29,7,2004,Rfrigo,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,9,m,33,,0,0,0,0,1,1,Simple,,,,,,,,,
615,29,7,2004,Rfrigo,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,9,m,53,,0,0,0,0,1,1,Simple,,,,,,,,,
616,29,7,2004,Rfrigo,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,9,f,78,,0,0,0,0,1,1,Simple,,,,,,,,,
617,29,7,2004,Rfrigo,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,10,,,,0,0,0,0,1,1,Simple,,,,,,,,,
618,29,7,2004,Rfrigo,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,11,f,62,,0,0,0,0,1,1,Simple,,,,,,,,,
619,29,7,2004,Rfrigo,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,11,m,41,,0,0,0,0,1,1,Simple,,,,,,,,,
620,29,7,2004,Rfrigo,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,11,f,61,,0,0,0,0,1,1,Simple,,,,,,,,,
621,29,7,2004,Rfrigo,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,12,,,,0,0,0,0,1,1,Simple,,,,,,,,,
622,29,7,2004,Rfrigo,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,13,,,,0,0,0,0,0,1,Simple,,,,,,,,,
623,29,7,2004,Rfrigo,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,14,f,66,,0,0,0,0,1,1,Simple,,,,,,,,,
625,29,7,2004,Rfrigo,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,16,,,,0,0,0,0,1,1,Simple,,,,,,,,,
626,29,7,2004,Rfrigo,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,17,b,76,,0,0,0,0,1,1,Simple,,,,,,,,,
627,29,7,2004,Rfrigo,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,17,m,33,,0,0,0,0,1,1,Simple,,,,,,,,,
628,29,7,2004,Rfrigo,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,17,m,49,,0,0,0,0,1,1,Simple,,,,,,,,,
629,29,7,2004,Rfrigo,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,18,m,30,,0,0,0,0,1,1,Simple,,,,,,,,,
630,29,7,2004,Rfrigo,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,19,,,,0,0,0,0,0,1,Simple,,,,,,,,,
631,29,7,2004,Rfrigo,4749.645,6509.555,4749.658,6509.464,30,GA1,CII3,20,,,,0,0,0,0,1,1,Simple,,,,,,,,,
632,10,8,2004,Elandry,4749.61,6510.145,4749.6,6510.216,30,GA1,CII4,1,m,75,,0,0,1,0,1,1,Simple,,,,,,,,,
634,10,8,2004,Elandry,4749.61,6510.145,4749.6,6510.216,30,GA1,CII4,3,f,48,,0,0,1,0,1,1,Simple,,,,,,,,,
635,10,8,2004,Elandry,4749.61,6510.145,4749.6,6510.216,30,GA1,CII4,3,f,39,,0,0,1,0,1,1,Simple,,,,,,,,,
637,10,8,2004,Elandry,4749.61,6510.145,4749.6,6510.216,30,GA1,CII4,5,m,50,,0,0,0,0,1,0,Simple,,,,,,,,,
638,10,8,2004,Elandry,4749.61,6510.145,4749.6,6510.216,30,GA1,CII4,6,,,,0,0,0,0,1,1,Simple,,,,,,,,,
639,10,8,2004,Elandry,4749.61,6510.145,4749.6,6510.216,30,GA1,CII4,7,f,54,,0,0,1,0,0,0,Simple,,,,,,,,,
642,10,8,2004,Elandry,4749.61,6510.145,4749.6,6510.216,30,GA1,CII4,10,f,33,,0,0,1,0,1,1,Simple,,,,,,,,,
643,10,8,2004,Elandry,4749.61,6510.145,4749.6,6510.216,30,GA1,CII4,11,f,30,,0,0,0,0,1,1,Simple,,,,,,,,,
644,10,8,2004,Elandry,4749.61,6510.145,4749.6,6510.216,30,GA1,CII4,11,m,59,,0,0,0,0,1,1,Simple,,,,,,,,,
645,10,8,2004,Elandry,4749.61,6510.145,4749.6,6510.216,30,GA1,CII4,11,f,45,,0,0,0,0,1,1,Simple,,,,,,,,,
646,10,8,2004,Elandry,4749.61,6510.145,4749.6,6510.216,30,GA1,CII4,12,m,58,,0,0,0,0,1,1,Simple,,,,,,,,,
647,10,8,2004,Elandry,4749.61,6510.145,4749.6,6510.216,30,GA1,CII4,12,m,22,,0,0,0,0,1,1,Simple,,,,,,,,,
648,10,8,2004,Elandry,4749.61,6510.145,4749.6,6510.216,30,GA1,CII4,12,f,45,,0,0,0,0,1,1,Simple,,,,,,,,,
649,10,8,2004,Elandry,4749.61,6510.145,4749.6,6510.216,30,GA1,CII4,13,m,41,,0,0,0,0,1,1,Simple,LS,,,,,,,,
652,10,8,2004,Elandry,4749.61,6510.145,4749.6,6510.216,30,GA1,CII4,16,m,63,,0,0,1,0,0,0,Simple,,,,,,,,,
655,10,8,2004,Elandry,4749.61,6510.145,4749.6,6510.216,30,GA1,CII4,19,m,77,,0,0,1,0,0,0,Simple,,,,,,,,,
657,10,8,2004,Rfrigo,4749.61,6510.145,4749.6,6510.216,30,GA1,CII4,1,,,,0,0,1,0,0,1,Simple,,,,,,,,,
661,10,8,2004,Rfrigo,4749.61,6510.145,4749.6,6510.216,30,GA1,CII4,5,m,26,,0,0,0,0,1,1,Simple,,,,,,,,,
662,10,8,2004,Rfrigo,4749.61,6510.145,4749.6,6510.216,30,GA1,CII4,6,,,,0,0,0,0,1,1,Simple,,,,,,,,,
664,10,8,2004,Rfrigo,4749.61,6510.145,4749.6,6510.216,30,GA1,CII4,8,m,27,,0,0,1,0,0,0,Simple,,,,,,,,,
667,10,8,2004,Rfrigo,4749.61,6510.145,4749.6,6510.216,30,GA1,CII4,11,f,42,,0,0,0,0,1,1,Simple,,,,,,,,,
668,10,8,2004,Rfrigo,4749.61,6510.145,4749.6,6510.216,30,GA1,CII4,12,f,63,,0,0,0,0,1,1,Simple,,,,,,,,,
669,10,8,2004,Rfrigo,4749.61,6510.145,4749.6,6510.216,30,GA1,CII4,12,m,69,,0,0,0,0,1,1,Simple,,,,,,,,,
670,10,8,2004,Rfrigo,4749.61,6510.145,4749.6,6510.216,30,GA1,CII4,13,m,33,,0,0,0,0,1,1,Simple,,,,,,,,,
