Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Site,Transect,section,sexe,LC,Escape,Sa,Va,Du,Al,Gr,Co,Ca,type,commentaire,,
573,22,7,2010,Mcomeau,,,,,32,GA1,CI1,14,f,62,,,,,,,,,,,,
574,22,7,2010,Mcomeau,,,,,32,GA1,CI1,14,m,37,,,,,,,,,,,,
575,22,7,2010,Mcomeau,,,,,32,GA1,CI1,14,m,83,,,,,,,,,,,,
576,22,7,2010,Mcomeau,,,,,32,GA1,CI1,14,m,82,,,,,,,,,,,,
577,22,7,2010,Mcomeau,,,,,32,GA1,CI1,15,m,73,,,,,,,,,,,,
578,22,7,2010,Mcomeau,,,,,32,GA1,CI1,15,m,22,,,,,,,,,,,,
579,22,7,2010,Mcomeau,,,,,32,GA1,CI1,15,m,73,,,,,,,,,,,,
580,22,7,2010,Mcomeau,,,,,32,GA1,CI1,15,m,85,,,,,,,,,,,,
581,22,7,2010,Mcomeau,,,,,32,GA1,CI1,15,m,35,,,,,,,,,,,,
582,22,7,2010,Mcomeau,,,,,32,GA1,CI1,17,f,41,,,,,,,,,,,,
583,22,7,2010,Mcomeau,,,,,32,GA1,CI1,17,f,23,,,,,,,,,,,,
584,22,7,2010,Mcomeau,,,,,32,GA1,CI1,17,f,56,,,,,,,,,,,,
585,22,7,2010,Mcomeau,,,,,32,GA1,CI1,17,m,39,,,,,,,,,,,,
586,22,7,2010,Mcomeau,,,,,32,GA1,CI1,18,m,36,,,,,,,,,,,,
587,22,7,2010,Mcomeau,,,,,32,GA1,CI1,19,m,26,,,,,,,,,,,,
588,22,7,2010,Mcomeau,,,,,32,GA1,CI1,19,f,57,,,,,,,,,,,,
589,22,7,2010,Mcomeau,,,,,32,GA1,CI1,20,f,72,,,,,,,,,,,,
590,22,7,2010,Mcomeau,,,,,32,GA1,CI1,20,m,38,,,,,,,,,,,,
591,22,7,2010,Mcomeau,,,,,32,GA1,CI1,20,m,85,,,,,,,,,,,,
592,22,7,2010,Gpaulin,,,,,28,GA1,CI2,1,f,48,,,,,,,,,,,,
593,22,7,2010,Gpaulin,,,,,28,GA1,CI2,1,m,42,,,,,,,,,,,,
594,22,7,2010,Gpaulin,,,,,28,GA1,CI2,2,m,45,,,,,,,,,,,,
595,22,7,2010,Gpaulin,,,,,28,GA1,CI2,2,f,55,,,,,,,,,,,,
596,22,7,2010,Gpaulin,,,,,28,GA1,CI2,2,m,34,,,,,,,,,,,,
597,22,7,2010,Gpaulin,,,,,28,GA1,CI2,2,m,22,,,,,,,,,,,,
598,22,7,2010,Gpaulin,,,,,28,GA1,CI2,3,f,65,,,,,,,,,,,,
599,22,7,2010,Gpaulin,,,,,28,GA1,CI2,3,m,38,,,,,,,,,,,,
600,22,7,2010,Gpaulin,,,,,28,GA1,CI2,4,m,15,,,,,,,,,,,,
601,22,7,2010,Gpaulin,,,,,28,GA1,CI2,4,m,37,,,,,,,,,,,,
602,22,7,2010,Gpaulin,,,,,28,GA1,CI2,4,m,60,,,,,,,,,,,,
603,22,7,2010,Gpaulin,,,,,28,GA1,CI2,4,f,25,,,,,,,,,,,,
604,22,7,2010,Gpaulin,,,,,28,GA1,CI2,5,m,39,,,,,,,,,,,,
605,22,7,2010,Gpaulin,,,,,28,GA1,CI2,5,b,83,,,,,,,,,,,,
606,22,7,2010,Gpaulin,,,,,28,GA1,CI2,5,f,50,,,,,,,,,,,,
607,22,7,2010,Gpaulin,,,,,28,GA1,CI2,5,m,25,,,,,,,,,,,,
608,22,7,2010,Gpaulin,,,,,28,GA1,CI2,5,m,30,,,,,,,,,,,,
609,22,7,2010,Gpaulin,,,,,28,GA1,CI2,6,m,9,,,,,,,,,,,,
610,22,7,2010,Gpaulin,,,,,28,GA1,CI2,6,m,42,,,,,,,,,,,,
611,22,7,2010,Gpaulin,,,,,28,GA1,CI2,6,f,60,,,,,,,,,,,,
612,22,7,2010,Gpaulin,,,,,28,GA1,CI2,6,f,62,,,,,,,,,,,,
613,22,7,2010,Gpaulin,,,,,28,GA1,CI2,6,b,65,,,,,,,,,,,,
614,22,7,2010,Gpaulin,,,,,28,GA1,CI2,6,f,25,,,,,,,,,,,,
615,22,7,2010,Gpaulin,,,,,28,GA1,CI2,6,m,10,,,,,,,,,,,,
616,22,7,2010,Gpaulin,,,,,28,GA1,CI2,6,m,15,,,,,,,,,,,,
617,22,7,2010,Gpaulin,,,,,28,GA1,CI2,7,f,38,,,,,,,,,,,,
618,22,7,2010,Gpaulin,,,,,28,GA1,CI2,7,m,28,,,,,,,,,,,,
619,22,7,2010,Gpaulin,,,,,28,GA1,CI2,7,f,26,,,,,,,,,,,,
620,22,7,2010,Gpaulin,,,,,28,GA1,CI2,7,m,48,,,,,,,,,,,,
621,22,7,2010,Gpaulin,,,,,28,GA1,CI2,7,f,40,,,,,,,,,,,,
622,22,7,2010,Gpaulin,,,,,28,GA1,CI2,8,m,25,,,,,,,,,,,,
623,22,7,2010,Gpaulin,,,,,28,GA1,CI2,8,m,24,,,,,,,,,,,,
624,22,7,2010,Gpaulin,,,,,28,GA1,CI2,9,f,60,,,,,,,,,,,,
625,22,7,2010,Gpaulin,,,,,28,GA1,CI2,9,m,26,,,,,,,,,,,,
626,22,7,2010,Gpaulin,,,,,28,GA1,CI2,9,f,35,,,,,,,,,,,,
627,22,7,2010,Gpaulin,,,,,28,GA1,CI2,9,m,18,,,,,,,,,,,,
628,22,7,2010,Gpaulin,,,,,28,GA1,CI2,10,m,12,,,,,,,,,,,,
629,22,7,2010,Gpaulin,,,,,28,GA1,CI2,10,m,30,,,,,,,,,,,,
630,22,7,2010,Gpaulin,,,,,28,GA1,CI2,10,m,55,,,,,,,,,,,,
631,22,7,2010,Gpaulin,,,,,28,GA1,CI2,10,m,20,,,,,,,,,,,,
632,22,7,2010,Gpaulin,,,,,28,GA1,CI2,10,m,20,,,,,,,,,,,,
633,22,7,2010,Gpaulin,,,,,28,GA1,CI2,11,m,30,,,,,,,,,,,,
634,22,7,2010,Gpaulin,,,,,28,GA1,CI2,11,f,48,,,,,,,,,,,,
635,22,7,2010,Gpaulin,,,,,28,GA1,CI2,11,m,55,,,,,,,,,,,,
636,22,7,2010,Gpaulin,,,,,28,GA1,CI2,11,m,25,,,,,,,,,,,,
637,22,7,2010,Gpaulin,,,,,28,GA1,CI2,12,f,30,,,,,,,,,,,,
638,22,7,2010,Gpaulin,,,,,28,GA1,CI2,12,m,20,,,,,,,,,,,,
639,22,7,2010,Gpaulin,,,,,28,GA1,CI2,12,b,80,,,,,,,,,,,,
640,22,7,2010,Gpaulin,,,,,28,GA1,CI2,12,f,47,,,,,,,,,,,,
641,22,7,2010,Gpaulin,,,,,28,GA1,CI2,12,f,65,,,,,,,,,,,,
642,22,7,2010,Gpaulin,,,,,28,GA1,CI2,12,m,18,,,,,,,,,,,,
643,22,7,2010,Gpaulin,,,,,28,GA1,CI2,12,m,30,,,,,,,,,,,,
644,22,7,2010,Rvienneau,,,,,28,GA1,CI2,1,f,63,,,,,,,,,,,,
645,22,7,2010,Rvienneau,,,,,28,GA1,CI2,2,m,76,,,,,,,,,,,,
646,22,7,2010,Rvienneau,,,,,28,GA1,CI2,2,m,33,,,,,,,,,,,,
647,22,7,2010,Rvienneau,,,,,28,GA1,CI2,2,m,20,,,,,,,,,,,,
648,22,7,2010,Rvienneau,,,,,28,GA1,CI2,2,f,65,,,,,,,,,,,,
649,22,7,2010,Rvienneau,,,,,28,GA1,CI2,3,m,69,,,,,,,,,,,,
650,22,7,2010,Rvienneau,,,,,28,GA1,CI2,3,m,24,,,,,,,,,,,,
651,22,7,2010,Rvienneau,,,,,28,GA1,CI2,3,f,26,,,,,,,,,,,,
652,22,7,2010,Rvienneau,,,,,28,GA1,CI2,3,f,61,,,,,,,,,,,,
653,22,7,2010,Rvienneau,,,,,28,GA1,CI2,4,f,75,,,,,,,,,,,,
654,22,7,2010,Rvienneau,,,,,28,GA1,CI2,4,m,37,,,,,,,,,,,,
655,22,7,2010,Rvienneau,,,,,28,GA1,CI2,4,f,75,,,,,,,,,,,,
656,22,7,2010,Rvienneau,,,,,28,GA1,CI2,4,m,50,,,,,,,,,,,,
657,22,7,2010,Rvienneau,,,,,28,GA1,CI2,5,m,38,,,,,,,,,,,,
658,22,7,2010,Rvienneau,,,,,28,GA1,CI2,5,m,33,,,,,,,,,,,,
659,22,7,2010,Rvienneau,,,,,28,GA1,CI2,6,m,24,,,,,,,,,,,,
660,22,7,2010,Rvienneau,,,,,28,GA1,CI2,6,f,26,,,,,,,,,,,,
661,22,7,2010,Rvienneau,,,,,28,GA1,CI2,6,m,40,,,,,,,,,,,,
662,22,7,2010,Rvienneau,,,,,28,GA1,CI2,6,f,43,,,,,,,,,,,,
663,22,7,2010,Rvienneau,,,,,28,GA1,CI2,7,f,61,,,,,,,,,,,,
664,22,7,2010,Rvienneau,,,,,28,GA1,CI2,7,f,24,,,,,,,,,,,,
665,22,7,2010,Rvienneau,,,,,28,GA1,CI2,7,f,22,,,,,,,,,,,,
666,22,7,2010,Rvienneau,,,,,28,GA1,CI2,7,m,37,,,,,,,,,,,,
667,22,7,2010,Rvienneau,,,,,28,GA1,CI2,7,f,34,,,,,,,,,,,,
668,22,7,2010,Rvienneau,,,,,28,GA1,CI2,7,f,66,,,,,,,,,,,,
669,22,7,2010,Rvienneau,,,,,28,GA1,CI2,7,f,74,,,,,,,,,,,,
670,22,7,2010,Rvienneau,,,,,28,GA1,CI2,7,m,71,,,,,,,,,,,,
671,22,7,2010,Rvienneau,,,,,28,GA1,CI2,7,m,20,,,,,,,,,,,,
672,22,7,2010,Rvienneau,,,,,28,GA1,CI2,8,f,63,,,,,,,,,,,,
673,22,7,2010,Rvienneau,,,,,28,GA1,CI2,8,m,50,,,,,,,,,,,,
674,22,7,2010,Rvienneau,,,,,28,GA1,CI2,8,f,60,,,,,,,,,,,,
675,22,7,2010,Rvienneau,,,,,28,GA1,CI2,8,f,43,,,,,,,,,,,,
676,22,7,2010,Rvienneau,,,,,28,GA1,CI2,8,m,30,,,,,,,,,,,,
677,22,7,2010,Rvienneau,,,,,28,GA1,CI2,9,m,46,,,,,,,,,,,,
678,22,7,2010,Rvienneau,,,,,28,GA1,CI2,9,m,52,,,,,,,,,,,,
679,22,7,2010,Rvienneau,,,,,28,GA1,CI2,9,f,42,,,,,,,,,,,,
680,22,7,2010,Rvienneau,,,,,28,GA1,CI2,9,m,22,,,,,,,,,,,,
681,22,7,2010,Rvienneau,,,,,28,GA1,CI2,9,m,15,,,,,,,,,,,,
682,22,7,2010,Rvienneau,,,,,28,GA1,CI2,9,f,39,,,,,,,,,,,,
683,22,7,2010,Rvienneau,,,,,28,GA1,CI2,10,m,45,,,,,,,,,,,,
684,22,7,2010,Rvienneau,,,,,28,GA1,CI2,10,b,73,,,,,,,,,,,,
685,22,7,2010,Rvienneau,,,,,28,GA1,CI2,10,m,20,,,,,,,,,,,,
686,22,7,2010,Rvienneau,,,,,28,GA1,CI2,10,f,59,,,,,,,,,,,,
687,22,7,2010,Rvienneau,,,,,28,GA1,CI2,10,m,27,,,,,,,,,,,,
688,22,7,2010,Rvienneau,,,,,28,GA1,CI2,10,f,49,,,,,,,,,,,,
689,22,7,2010,Rvienneau,,,,,28,GA1,CI2,10,f,24,,,,,,,,,,,,
690,22,7,2010,Rvienneau,,,,,28,GA1,CI2,14,m,37,,,,,,,,,,,,
691,22,7,2010,Rvienneau,,,,,28,GA1,CI2,14,f,53,,,,,,,,,,,,
692,22,7,2010,Rvienneau,,,,,28,GA1,CI2,14,m,57,,,,,,,,,,,,
693,22,7,2010,Rvienneau,,,,,28,GA1,CI2,14,f,69,,,,,,,,,,,,
694,22,7,2010,Rvienneau,,,,,28,GA1,CI2,14,m,39,,,,,,,,,,,,
695,22,7,2010,Rvienneau,,,,,28,GA1,CI2,14,m,57,,,,,,,,,,,,
696,22,7,2010,Rvienneau,,,,,28,GA1,CI2,14,m,30,,,,,,,,,,,,
697,22,7,2010,Rvienneau,,,,,28,GA1,CI2,15,f,47,,,,,,,,,,,,
698,22,7,2010,Rvienneau,,,,,28,GA1,CI2,15,f,43,,,,,,,,,,,,
699,22,7,2010,MComeau,,,,,30,GA1,CI3,1,f,25,,,,,,,,,,,,
700,22,7,2010,MComeau,,,,,30,GA1,CI3,1,m,32,,,,,,,,,,,,
701,22,7,2010,MComeau,,,,,30,GA1,CI3,1,m,18,,,,,,,,,,,,
702,22,7,2010,MComeau,,,,,30,GA1,CI3,1,m,22,,,,,,,,,,,,
703,22,7,2010,MComeau,,,,,30,GA1,CI3,1,m,47,,,,,,,,,,,,
704,22,7,2010,MComeau,,,,,30,GA1,CI3,15,m,29,,,,,,,,,,,,
705,22,7,2010,MComeau,,,,,30,GA1,CI3,15,f,31,,,,,,,,,,,,
706,22,7,2010,MComeau,,,,,30,GA1,CI3,15,m,36,,,,,,,,,,,,
707,22,7,2010,MComeau,,,,,30,GA1,CI3,15,f,42,,,,,,,,,,,,
708,22,7,2010,MComeau,,,,,30,GA1,CI3,15,m,36,,,,,,,,,,,,
709,22,7,2010,MComeau,,,,,30,GA1,CI3,15,f,43,,,,,,,,,,,,
710,22,7,2010,MComeau,,,,,30,GA1,CI3,15,m,24,,,,,,,,,,,,
711,22,7,2010,MComeau,,,,,30,GA1,CI3,16,m,17,,,,,,,,,,,,
712,22,7,2010,MComeau,,,,,30,GA1,CI3,16,m,16,,,,,,,,,,,,
713,22,7,2010,MComeau,,,,,30,GA1,CI3,16,m,39,,,,,,,,,,,,
714,22,7,2010,MComeau,,,,,30,GA1,CI3,16,f,33,,,,,,,,,,,,
715,22,7,2010,MComeau,,,,,30,GA1,CI3,16,m,29,,,,,,,,,,,,
716,22,7,2010,MComeau,,,,,30,GA1,CI3,16,f,28,,,,,,,,,,,,
717,22,7,2010,MComeau,,,,,30,GA1,CI3,16,m,21,,,,,,,,,,,,
718,22,7,2010,MComeau,,,,,30,GA1,CI3,16,m,23,,,,,,,,,,,,
719,22,7,2010,MComeau,,,,,30,GA1,CI3,16,m,25,,,,,,,,,,,,
720,22,7,2010,MComeau,,,,,30,GA1,CI3,16,m,27,,,,,,,,,,,,
721,22,7,2010,MComeau,,,,,30,GA1,CI3,16,m,64,,,,,,,,,,,,
722,22,7,2010,MComeau,,,,,30,GA1,CI3,16,f,34,,,,,,,,,,,,
723,22,7,2010,MComeau,,,,,30,GA1,CI3,16,m,49,,,,,,,,,,,,
724,22,7,2010,MComeau,,,,,30,GA1,CI3,16,m,16,,,,,,,,,,,,
725,22,7,2010,MComeau,,,,,30,GA1,CI3,16,m,18,,,,,,,,,,,,
726,22,7,2010,MComeau,,,,,30,GA1,CI3,16,m,21,,,,,,,,,,,,
727,22,7,2010,MComeau,,,,,30,GA1,CI3,16,f,33,,,,,,,,,,,,
728,22,7,2010,MComeau,,,,,30,GA1,CI3,17,f,65,,,,,,,,,,,,
729,22,7,2010,MComeau,,,,,30,GA1,CI3,17,f,22,,,,,,,,,,,,
730,22,7,2010,MComeau,,,,,30,GA1,CI3,17,m,18,,,,,,,,,,,,
731,22,7,2010,MComeau,,,,,30,GA1,CI3,17,m,23,,,,,,,,,,,,
732,22,7,2010,MComeau,,,,,30,GA1,CI3,17,f,32,,,,,,,,,,,,
733,22,7,2010,MComeau,,,,,30,GA1,CI3,17,f,53,,,,,,,,,,,,
734,22,7,2010,MComeau,,,,,30,GA1,CI3,17,f,32,,,,,,,,,,,,
735,22,7,2010,MComeau,,,,,30,GA1,CI3,18,f,55,,,,,,,,,,,,
736,22,7,2010,MComeau,,,,,30,GA1,CI3,18,m,16,,,,,,,,,,,,
737,22,7,2010,MComeau,,,,,30,GA1,CI3,18,m,47,,,,,,,,,,,,
738,22,7,2010,MComeau,,,,,30,GA1,CI3,18,m,23,,,,,,,,,,,,
739,22,7,2010,MComeau,,,,,30,GA1,CI3,18,m,36,,,,,,,,,,,,
740,22,7,2010,MComeau,,,,,30,GA1,CI3,18,f,29,,,,,,,,,,,,
741,22,7,2010,MComeau,,,,,30,GA1,CI3,18,m,18,,,,,,,,,,,,
742,22,7,2010,MComeau,,,,,30,GA1,CI3,19,f,25,,,,,,,,,,,,
743,22,7,2010,MComeau,,,,,30,GA1,CI3,19,f,38,,,,,,,,,,,,
744,22,7,2010,MComeau,,,,,30,GA1,CI3,19,m,25,,,,,,,,,,,,
745,22,7,2010,MComeau,,,,,30,GA1,CI3,19,m,34,,,,,,,,,,,,
746,22,7,2010,MComeau,,,,,30,GA1,CI3,19,m,21,,,,,,,,,,,,
747,22,7,2010,MComeau,,,,,30,GA1,CI3,19,f,68,,,,,,,,,,,,
748,22,7,2010,MComeau,,,,,30,GA1,CI3,19,f,55,,,,,,,,,,,,
749,22,7,2010,MComeau,,,,,30,GA1,CI3,20,m,32,,,,,,,,,,,,
750,22,7,2010,MComeau,,,,,30,GA1,CI3,20,m,16,,,,,,,,,,,,
751,22,7,2010,MComeau,,,,,30,GA1,CI3,20,f,52,,,,,,,,,,,,
752,22,7,2010,MComeau,,,,,30,GA1,CI3,20,f,45,,,,,,,,,,,,
753,22,7,2010,MComeau,,,,,30,GA1,CI3,20,b1,72,,,,,,,,,,,,
754,22,7,2010,MComeau,,,,,30,GA1,CI3,20,m,28,,,,,,,,,,,,
755,22,7,2010,Rdoucette,,,,,30,GA1,CI3,1,f,27,,,,,,,,,,,,
756,22,7,2010,Rdoucette,,,,,30,GA1,CI3,1,m,29,,,,,,,,,,,,
757,22,7,2010,Rdoucette,,,,,30,GA1,CI3,1,m,43,,,,,,,,,,,,
758,22,7,2010,Rdoucette,,,,,30,GA1,CI3,15,f,40,,,,,,,,,,,,
759,22,7,2010,Rdoucette,,,,,30,GA1,CI3,15,m,28,,,,,,,,,,,,
760,22,7,2010,Rdoucette,,,,,30,GA1,CI3,15,f,72,,,,,,,,,,,,
761,22,7,2010,Rdoucette,,,,,30,GA1,CI3,15,m,96,,,,,,,,,,,,
762,22,7,2010,Rdoucette,,,,,30,GA1,CI3,15,f,33,,,,,,,,,,,,
763,22,7,2010,Rdoucette,,,,,30,GA1,CI3,15,f,51,,,,,,,,,,,,
764,22,7,2010,Rdoucette,,,,,30,GA1,CI3,15,f,26,,,,,,,,,,,,
765,22,7,2010,Rdoucette,,,,,30,GA1,CI3,15,f,76,,,,,,,,,,,,
766,22,7,2010,Rdoucette,,,,,30,GA1,CI3,15,m,27,,,,,,,,,,,,
767,22,7,2010,Rdoucette,,,,,30,GA1,CI3,15,m,35,,,,,,,,,,,,
768,22,7,2010,Rdoucette,,,,,30,GA1,CI3,15,f,23,,,,,,,,,,,,
769,22,7,2010,Rdoucette,,,,,30,GA1,CI3,16,m,89,,,,,,,,,,,,
770,22,7,2010,Rdoucette,,,,,30,GA1,CI3,16,f,54,,,,,,,,,,,,
771,22,7,2010,Rdoucette,,,,,30,GA1,CI3,16,f,53,,,,,,,,,,,,
772,22,7,2010,Rdoucette,,,,,30,GA1,CI3,16,f,72,,,,,,,,,,,,
773,22,7,2010,Rdoucette,,,,,30,GA1,CI3,16,m,40,,,,,,,,,,,,
774,22,7,2010,Rdoucette,,,,,30,GA1,CI3,16,m,70,,,,,,,,,,,,
775,22,7,2010,Rdoucette,,,,,30,GA1,CI3,17,f,36,,,,,,,,,,,,
776,22,7,2010,Rdoucette,,,,,30,GA1,CI3,17,f,33,,,,,,,,,,,,
777,22,7,2010,Rdoucette,,,,,30,GA1,CI3,17,m,48,,,,,,,,,,,,
778,22,7,2010,Rdoucette,,,,,30,GA1,CI3,17,m,23,,,,,,,,,,,,
779,22,7,2010,Rdoucette,,,,,30,GA1,CI3,17,m,31,,,,,,,,,,,,
780,22,7,2010,Rdoucette,,,,,30,GA1,CI3,17,m,29,,,,,,,,,,,,
781,22,7,2010,Rdoucette,,,,,30,GA1,CI3,18,f,70,,,,,,,,,,,,
782,22,7,2010,Rdoucette,,,,,30,GA1,CI3,18,m,26,,,,,,,,,,,,
783,22,7,2010,Rdoucette,,,,,30,GA1,CI3,18,m,29,,,,,,,,,,,,
784,22,7,2010,Rdoucette,,,,,30,GA1,CI3,18,f,42,,,,,,,,,,,,
785,22,7,2010,Rdoucette,,,,,30,GA1,CI3,18,f,49,,,,,,,,,,,,
786,22,7,2010,Rdoucette,,,,,30,GA1,CI3,19,b1,75,,,,,,,,,,,,
787,22,7,2010,Rdoucette,,,,,30,GA1,CI3,19,f,67,,,,,,,,,,,,
788,22,7,2010,Rdoucette,,,,,30,GA1,CI3,19,f,26,,,,,,,,,,,,
789,22,7,2010,Rdoucette,,,,,30,GA1,CI3,19,f,36,,,,,,,,,,,,
790,22,7,2010,Rdoucette,,,,,30,GA1,CI3,19,m,42,,,,,,,,,,,,
791,22,7,2010,Rdoucette,,,,,30,GA1,CI3,19,f,73,,,,,,,,,,,,
792,22,7,2010,Rdoucette,,,,,30,GA1,CI3,20,f,57,,,,,,,,,,,,
793,22,7,2010,Rdoucette,,,,,30,GA1,CI3,20,f,52,,,,,,,,,,,,
794,22,7,2010,Rdoucette,,,,,30,GA1,CI3,20,m,75,,,,,,,,,,,,
795,22,7,2010,Rdoucette,,,,,30,GA1,CI3,20,f,64,,,,,,,,,,,,
796,22,7,2010,Rdoucette,,,,,30,GA1,CI3,20,f,26,,,,,,,,,,,,
797,22,7,2010,Rdoucette,,,,,30,GA1,CI3,20,m,38,,,,,,,,,,,,
798,22,7,2010,Rdoucette,,,,,30,GA1,CI3,20,m,23,,,,,,,,,,,,
799,22,7,2010,Rdoucette,,,,,30,GA1,CI3,20,m,35,,,,,,,,,,,,
800,22,7,2010,Rvienneau,,,,,27,GA1,CI4,1,m,42,,,,,,,,,,,,
801,22,7,2010,Rvienneau,,,,,27,GA1,CI4,1,m,46,,,,,,,,,,,,
802,22,7,2010,Rvienneau,,,,,27,GA1,CI4,1,m,32,,,,,,,,,,,,
803,22,7,2010,Rvienneau,,,,,27,GA1,CI4,1,f,28,,,,,,,,,,,,
804,22,7,2010,Rvienneau,,,,,27,GA1,CI4,1,m,25,,,,,,,,,,,,
805,22,7,2010,Rvienneau,,,,,27,GA1,CI4,2,m,53,,,,,,,,,,,,
806,22,7,2010,Rvienneau,,,,,27,GA1,CI4,2,m,31,,,,,,,,,,,,
807,22,7,2010,Rvienneau,,,,,27,GA1,CI4,2,f,38,,,,,,,,,,,,
808,22,7,2010,Rvienneau,,,,,27,GA1,CI4,3,f,65,,,,,,,,,,,,
809,22,7,2010,Rvienneau,,,,,27,GA1,CI4,3,f,61,,,,,,,,,,,,
810,22,7,2010,Rvienneau,,,,,27,GA1,CI4,3,m,32,,,,,,,,,,,,
811,22,7,2010,Rvienneau,,,,,27,GA1,CI4,3,m,19,,,,,,,,,,,,
812,22,7,2010,Rvienneau,,,,,27,GA1,CI4,3,f,40,,,,,,,,,,,,
813,22,7,2010,Rvienneau,,,,,27,GA1,CI4,4,m,43,,,,,,,,,,,,
814,22,7,2010,Rvienneau,,,,,27,GA1,CI4,4,m,20,,,,,,,,,,,,
815,22,7,2010,Rvienneau,,,,,27,GA1,CI4,4,f,31,,,,,,,,,,,,
816,22,7,2010,Rvienneau,,,,,27,GA1,CI4,4,m,22,,,,,,,,,,,,
817,22,7,2010,Rvienneau,,,,,27,GA1,CI4,4,m,29,,,,,,,,,,,,
818,22,7,2010,Rvienneau,,,,,27,GA1,CI4,5,m,24,,,,,,,,,,,,
819,22,7,2010,Rvienneau,,,,,27,GA1,CI4,5,f,73,,,,,,,,,,,,
820,22,7,2010,Rvienneau,,,,,27,GA1,CI4,5,m,44,,,,,,,,,,,,
821,22,7,2010,Rvienneau,,,,,27,GA1,CI4,5,m,71,,,,,,,,,,,,
822,22,7,2010,Rvienneau,,,,,27,GA1,CI4,6,f,28,,,,,,,,,,,,
823,22,7,2010,Rvienneau,,,,,27,GA1,CI4,6,m,60,,,,,,,,,,,,
824,22,7,2010,Rvienneau,,,,,27,GA1,CI4,7,f,53,,,,,,,,,,,,
825,22,7,2010,Rvienneau,,,,,27,GA1,CI4,7,m,22,,,,,,,,,,,,
826,22,7,2010,Rvienneau,,,,,27,GA1,CI4,7,m,20,,,,,,,,,,,,
827,22,7,2010,Rvienneau,,,,,27,GA1,CI4,7,m,44,,,,,,,,,,,,
828,22,7,2010,Rvienneau,,,,,27,GA1,CI4,7,f,68,,,,,,,,,,,,
829,22,7,2010,Rvienneau,,,,,27,GA1,CI4,7,m,21,,,,,,,,,,,,
830,22,7,2010,Rvienneau,,,,,27,GA1,CI4,7,f,24,,,,,,,,,,,,
831,22,7,2010,Rvienneau,,,,,27,GA1,CI4,8,f,49,,,,,,,,,,,,
832,22,7,2010,Rvienneau,,,,,27,GA1,CI4,8,m,42,,,,,,,,,,,,
833,22,7,2010,Rvienneau,,,,,27,GA1,CI4,8,m,18,,,,,,,,,,,,
834,22,7,2010,Rvienneau,,,,,27,GA1,CI4,8,b,68,,,,,,,,,,,,
835,22,7,2010,Rvienneau,,,,,27,GA1,CI4,8,m,45,,,,,,,,,,,,
836,22,7,2010,Rvienneau,,,,,27,GA1,CI4,8,m,31,,,,,,,,,,,,
837,22,7,2010,Rvienneau,,,,,27,GA1,CI4,9,m,70,,,,,,,,,,,,
838,22,7,2010,Rvienneau,,,,,27,GA1,CI4,9,m,30,,,,,,,,,,,,
839,22,7,2010,Rvienneau,,,,,27,GA1,CI4,9,m,44,,,,,,,,,,,,
840,22,7,2010,Rvienneau,,,,,27,GA1,CI4,9,f,54,,,,,,,,,,,,
841,22,7,2010,Rvienneau,,,,,27,GA1,CI4,9,m,39,,,,,,,,,,,,
842,22,7,2010,Rvienneau,,,,,27,GA1,CI4,9,m,62,,,,,,,,,,,,
843,22,7,2010,Rvienneau,,,,,27,GA1,CI4,9,m,24,,,,,,,,,,,,
844,22,7,2010,Rvienneau,,,,,27,GA1,CI4,10,m,41,,,,,,,,,,,,
845,22,7,2010,Rvienneau,,,,,27,GA1,CI4,10,m,63,,,,,,,,,,,,
846,22,7,2010,Rvienneau,,,,,27,GA1,CI4,10,b,75,,,,,,,,,,,,
847,22,7,2010,Rvienneau,,,,,27,GA1,CI4,10,m,23,,,,,,,,,,,,
848,22,7,2010,Rvienneau,,,,,27,GA1,CI4,10,m,72,,,,,,,,,,,,
849,22,7,2010,Rvienneau,,,,,27,GA1,CI4,10,m,40,,,,,,,,,,,,
850,22,7,2010,Dgiard,,,,,27,GA1,CI4,1,m,24,,,,,,,,,,,,
851,22,7,2010,Dgiard,,,,,27,GA1,CI4,1,f,55,,,,,,,,,,,,
852,22,7,2010,Dgiard,,,,,27,GA1,CI4,1,m,41,,,,,,,,,,,,
853,22,7,2010,Dgiard,,,,,27,GA1,CI4,1,m,37,,,,,,,,,,,,
854,22,7,2010,Dgiard,,,,,27,GA1,CI4,1,m,42,,,,,,,,,,,,
855,22,7,2010,Dgiard,,,,,27,GA1,CI4,2,m,52,,,,,,,,,,,,
856,22,7,2010,Dgiard,,,,,27,GA1,CI4,2,m,56,,,,,,,,,,,,
857,22,7,2010,Dgiard,,,,,27,GA1,CI4,2,f,24,,,,,,,,,,,,
858,22,7,2010,Dgiard,,,,,27,GA1,CI4,2,m,60,,,,,,,,,,,,
859,22,7,2010,Dgiard,,,,,27,GA1,CI4,3,f,29,,,,,,,,,,,,
860,22,7,2010,Dgiard,,,,,27,GA1,CI4,3,m,32,,,,,,,,,,,,
861,22,7,2010,Dgiard,,,,,27,GA1,CI4,3,m,19,,,,,,,,,,,,
862,22,7,2010,Dgiard,,,,,27,GA1,CI4,4,f,26,,,,,,,,,,,,
863,22,7,2010,Dgiard,,,,,27,GA1,CI4,4,m,23,,,,,,,,,,,,
864,22,7,2010,Dgiard,,,,,27,GA1,CI4,4,m,42,,,,,,,,,,,,
