Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Site,Transect,section,sexe,LC,Escape,Sa,Va,Du,Al,Gr,Co,Ca,type,commentaire,,
280,21,7,2010,Rdoucette,,,,,22,GA1,GA3,13,m,42,,,,,,,,,,,,
281,21,7,2010,Rdoucette,,,,,22,GA1,GA3,14,m,48,,,,,,,,,,,,
282,21,7,2010,Rdoucette,,,,,22,GA1,GA3,14,f,60,,,,,,,,,,,,
283,21,7,2010,Rdoucette,,,,,22,GA1,GA3,14,m,112,,,,,,,,,,,,
284,21,7,2010,Rdoucette,,,,,22,GA1,GA3,14,m,31,,,,,,,,,,,,
285,21,7,2010,Rdoucette,,,,,22,GA1,GA3,15,m,82,,,,,,,,,,,,
286,21,7,2010,Rdoucette,,,,,22,GA1,GA3,15,f,72,,,,,,,,,,,,
287,21,7,2010,Rdoucette,,,,,22,GA1,GA3,16,m,52,,,,,,,,,,,,
288,21,7,2010,Rdoucette,,,,,22,GA1,GA3,16,m,42,,,,,,,,,,,,
289,21,7,2010,Rdoucette,,,,,22,GA1,GA3,16,m,55,,,,,,,,,,,,
290,21,7,2010,Rdoucette,,,,,22,GA1,GA3,16,f,38,,,,,,,,,,,,
291,21,7,2010,Rdoucette,,,,,22,GA1,GA3,16,m,35,,,,,,,,,,,,
292,21,7,2010,Rdoucette,,,,,22,GA1,GA3,17,m,56,,,,,,,,,,,,
293,21,7,2010,Rdoucette,,,,,22,GA1,GA3,17,m,25,,,,,,,,,,,,
294,21,7,2010,Rdoucette,,,,,22,GA1,GA3,17,f,50,,,,,,,,,,,,
295,21,7,2010,Rdoucette,,,,,22,GA1,GA3,17,m,65,,,,,,,,,,,,
296,21,7,2010,Rdoucette,,,,,22,GA1,GA3,17,m,59,,,,,,,,,,,,
297,21,7,2010,Rdoucette,,,,,22,GA1,GA3,18,f,36,,,,,,,,,,,,
298,21,7,2010,Rdoucette,,,,,22,GA1,GA3,18,f,66,,,,,,,,,,,,
299,21,7,2010,Rdoucette,,,,,22,GA1,GA3,19,f,47,,,,,,,,,,,,
300,21,7,2010,Rdoucette,,,,,22,GA1,GA3,19,m,53,,,,,,,,,,,,
301,21,7,2010,Rdoucette,,,,,22,GA1,GA3,19,f,66,,,,,,,,,,,,
302,21,7,2010,Rdoucette,,,,,22,GA1,GA3,19,f,57,,,,,,,,,,,,
303,21,7,2010,Rdoucette,,,,,22,GA1,GA3,20,,,,,,,,,,,,,,
304,21,7,2010,MComeau,,,,,22,GA1,GA3,1,f,58,,,,,,,,,,,,
305,21,7,2010,MComeau,,,,,22,GA1,GA3,1,m,40,,,,,,,,,,,,
306,21,7,2010,MComeau,,,,,22,GA1,GA3,1,f,58,,,,,,,,,,,,
307,21,7,2010,MComeau,,,,,22,GA1,GA3,1,f,23,,,,,,,,,,,,
308,21,7,2010,MComeau,,,,,22,GA1,GA3,1,f,58,,,,,,,,,,,,
309,21,7,2010,MComeau,,,,,22,GA1,GA3,1,m,23,,,,,,,,,,,,
310,21,7,2010,MComeau,,,,,22,GA1,GA3,4,m,12,,,,,,,,,,,,
311,21,7,2010,MComeau,,,,,22,GA1,GA3,5,m,38,,,,,,,,,,,,
312,21,7,2010,MComeau,,,,,22,GA1,GA3,5,f,53,,,,,,,,,,,,
313,21,7,2010,MComeau,,,,,22,GA1,GA3,5,f,76,,,,,,,,,,,,
314,21,7,2010,MComeau,,,,,22,GA1,GA3,5,m,48,,,,,,,,,,,,
315,21,7,2010,MComeau,,,,,22,GA1,GA3,5,m,30,,,,,,,,,,,,
316,21,7,2010,MComeau,,,,,22,GA1,GA3,5,m,84,,,,,,,,,,,,
317,21,7,2010,MComeau,,,,,22,GA1,GA3,5,m,18,,,,,,,,,,,,
318,21,7,2010,MComeau,,,,,22,GA1,GA3,6,f,60,,,,,,,,,,,,
319,21,7,2010,MComeau,,,,,22,GA1,GA3,6,f,62,,,,,,,,,,,,
320,21,7,2010,MComeau,,,,,22,GA1,GA3,9,f,38,,,,,,,,,,,,
321,21,7,2010,MComeau,,,,,22,GA1,GA3,9,f,36,,,,,,,,,,,,
322,21,7,2010,MComeau,,,,,22,GA1,GA3,9,f,34,,,,,,,,,,,,
323,21,7,2010,MComeau,,,,,22,GA1,GA3,9,m,60,,,,,,,,,,,,
324,21,7,2010,MComeau,,,,,22,GA1,GA3,9,m,68,,,,,,,,,,,,
325,21,7,2010,MComeau,,,,,22,GA1,GA3,10,m,28,,,,,,,,,,,,
326,21,7,2010,MComeau,,,,,22,GA1,GA3,10,m,18,,,,,,,,,,,,
327,21,7,2010,MComeau,,,,,22,GA1,GA3,10,m,60,,,,,,,,,,,,
328,21,7,2010,MComeau,,,,,22,GA1,GA3,10,f,33,,,,,,,,,,,,
329,21,7,2010,MComeau,,,,,22,GA1,GA3,10,f,45,,,,,,,,,,,,
330,21,7,2010,MComeau,,,,,22,GA1,GA3,10,m,30,,,,,,,,,,,,
331,21,7,2010,MComeau,,,,,22,GA1,GA3,11,f,63,,,,,,,,,,,,
332,21,7,2010,MComeau,,,,,22,GA1,GA3,11,m,28,,,,,,,,,,,,
333,21,7,2010,MComeau,,,,,22,GA1,GA3,11,m,26,,,,,,,,,,,,
334,21,7,2010,MComeau,,,,,22,GA1,GA3,12,f,40,,,,,,,,,,,,
335,21,7,2010,MComeau,,,,,22,GA1,GA3,12,m,32,,,,,,,,,,,,
336,21,7,2010,MComeau,,,,,22,GA1,GA3,13,f,25,,,,,,,,,,,,
337,21,7,2010,MComeau,,,,,22,GA1,GA3,13,m,75,,,,,,,,,,,,
338,21,7,2010,MComeau,,,,,22,GA1,GA3,13,m,18,,,,,,,,,,,,
339,21,7,2010,MComeau,,,,,22,GA1,GA3,13,f,52,,,,,,,,,,,,
340,21,7,2010,MComeau,,,,,22,GA1,GA3,13,f,33,,,,,,,,,,,,
341,21,7,2010,MComeau,,,,,22,GA1,GA3,13,m,55,,,,,,,,,,,,
342,21,7,2010,MComeau,,,,,22,GA1,GA3,14,m,23,,,,,,,,,,,,
343,21,7,2010,MComeau,,,,,22,GA1,GA3,14,f,51,,,,,,,,,,,,
344,21,7,2010,MComeau,,,,,22,GA1,GA3,14,m,31,,,,,,,,,,,,
345,21,7,2010,MComeau,,,,,22,GA1,GA3,15,m,18,,,,,,,,,,,,
346,21,7,2010,MComeau,,,,,22,GA1,GA3,15,m,54,,,,,,,,,,,,
347,21,7,2010,MComeau,,,,,22,GA1,GA3,15,f,43,,,,,,,,,,,,
348,21,7,2010,MComeau,,,,,22,GA1,GA3,15,m,31,,,,,,,,,,,,
349,21,7,2010,MComeau,,,,,22,GA1,GA3,15,f,69,,,,,,,,,,,,
350,21,7,2010,MComeau,,,,,22,GA1,GA3,15,m,77,,,,,,,,,,,,
351,21,7,2010,MComeau,,,,,22,GA1,GA3,15,f,65,,,,,,,,,,,,
352,21,7,2010,MComeau,,,,,22,GA1,GA3,16,m,38,,,,,,,,,,,,
353,21,7,2010,MComeau,,,,,22,GA1,GA3,16,m,62,,,,,,,,,,,,
354,21,7,2010,MComeau,,,,,22,GA1,GA3,16,m,51,,,,,,,,,,,,
355,21,7,2010,MComeau,,,,,22,GA1,GA3,16,m,22,,,,,,,,,,,,
356,21,7,2010,MComeau,,,,,22,GA1,GA3,16,m,24,,,,,,,,,,,,
357,21,7,2010,MComeau,,,,,22,GA1,GA3,16,m,37,,,,,,,,,,,,
358,21,7,2010,MComeau,,,,,22,GA1,GA3,16,m,10,,,,,,,,,,,,
359,21,7,2010,MComeau,,,,,22,GA1,GA3,16,f,42,,,,,,,,,,,,
360,21,7,2010,MComeau,,,,,22,GA1,GA3,17,f,49,,,,,,,,,,,,
361,21,7,2010,MComeau,,,,,22,GA1,GA3,17,m,26,,,,,,,,,,,,
362,21,7,2010,MComeau,,,,,22,GA1,GA3,18,f,25,,,,,,,,,,,,
363,21,7,2010,MComeau,,,,,22,GA1,GA3,18,f,31,,,,,,,,,,,,
364,21,7,2010,MComeau,,,,,22,GA1,GA3,18,f,23,,,,,,,,,,,,
365,21,7,2010,MComeau,,,,,22,GA1,GA3,19,f,60,,,,,,,,,,,,
366,21,7,2010,MComeau,,,,,22,GA1,GA3,19,f,45,,,,,,,,,,,,
367,21,7,2010,MComeau,,,,,22,GA1,GA3,19,f,48,,,,,,,,,,,,
368,21,7,2010,MComeau,,,,,22,GA1,GA3,20,m,49,,,,,,,,,,,,
369,21,7,2010,MComeau,,,,,22,GA1,GA3,20,m,46,,,,,,,,,,,,
370,21,7,2010,MComeau,,,,,22,GA1,GA3,20,m,77,,,,,,,,,,,,
371,21,7,2010,MComeau,,,,,22,GA1,GA3,20,m,54,,,,,,,,,,,,
372,21,7,2010,MComeau,,,,,22,GA1,GA3,20,m,32,,,,,,,,,,,,
373,21,7,2010,Gpaulin,,,,,22,GA1,GA4,1,m,28,,,,,,,,,,,,
374,21,7,2010,Gpaulin,,,,,22,GA1,GA4,1,m,45,,,,,,,,,,,,
375,21,7,2010,Gpaulin,,,,,22,GA1,GA4,2,m,30,,,,,,,,,,,,
376,21,7,2010,Gpaulin,,,,,22,GA1,GA4,2,m,45,,,,,,,,,,,,
377,21,7,2010,Gpaulin,,,,,22,GA1,GA4,2,f,35,,,,,,,,,,,,
378,21,7,2010,Gpaulin,,,,,22,GA1,GA4,3,m,12,,,,,,,,,,,,
379,21,7,2010,Gpaulin,,,,,22,GA1,GA4,3,f,58,,,,,,,,,,,,
380,21,7,2010,Gpaulin,,,,,22,GA1,GA4,4,m,18,,,,,,,,,,,,
381,21,7,2010,Gpaulin,,,,,22,GA1,GA4,4,f,34,,,,,,,,,,,,
382,21,7,2010,Gpaulin,,,,,22,GA1,GA4,5,f,28,,,,,,,,,,,,
383,21,7,2010,Gpaulin,,,,,22,GA1,GA4,5,m,9,,,,,,,,,,,,
384,21,7,2010,Gpaulin,,,,,22,GA1,GA4,6,f,36,,,,,,,,,,,,
385,21,7,2010,Gpaulin,,,,,22,GA1,GA4,6,m,22,,,,,,,,,,,,
386,21,7,2010,Gpaulin,,,,,22,GA1,GA4,6,m,33,,,,,,,,,,,,
387,21,7,2010,Gpaulin,,,,,22,GA1,GA4,6,m,24,,,,,,,,,,,,
388,21,7,2010,Gpaulin,,,,,22,GA1,GA4,6,f,22,,,,,,,,,,,,
389,21,7,2010,Gpaulin,,,,,22,GA1,GA4,7,m,36,,,,,,,,,,,,
390,21,7,2010,Gpaulin,,,,,22,GA1,GA4,7,m,24,,,,,,,,,,,,
391,21,7,2010,Gpaulin,,,,,22,GA1,GA4,7,f,50,,,,,,,,,,,,
392,21,7,2010,Gpaulin,,,,,22,GA1,GA4,7,m,58,,,,,,,,,,,,
393,21,7,2010,Gpaulin,,,,,22,GA1,GA4,7,f,36,,,,,,,,,,,,
394,21,7,2010,Gpaulin,,,,,22,GA1,GA4,7,f,33,,,,,,,,,,,,
395,21,7,2010,Gpaulin,,,,,22,GA1,GA4,7,f,42,,,,,,,,,,,,
396,21,7,2010,Gpaulin,,,,,22,GA1,GA4,7,f,66,,,,,,,,,,,,
397,21,7,2010,Gpaulin,,,,,22,GA1,GA4,8,f,34,,,,,,,,,,,,
398,21,7,2010,Gpaulin,,,,,22,GA1,GA4,8,m,8,,,,,,,,,,,,
399,21,7,2010,Gpaulin,,,,,22,GA1,GA4,8,f,65,,,,,,,,,,,,
400,21,7,2010,Gpaulin,,,,,22,GA1,GA4,8,m,28,,,,,,,,,,,,
401,21,7,2010,Gpaulin,,,,,22,GA1,GA4,8,m,22,,,,,,,,,,,,
402,21,7,2010,Gpaulin,,,,,22,GA1,GA4,8,m,39,,,,,,,,,,,,
403,21,7,2010,Gpaulin,,,,,22,GA1,GA4,8,m,28,,,,,,,,,,,,
404,21,7,2010,Gpaulin,,,,,22,GA1,GA4,8,f,48,,,,,,,,,,,,
405,21,7,2010,Gpaulin,,,,,22,GA1,GA4,8,m,12,,,,,,,,,,,,
406,21,7,2010,Gpaulin,,,,,22,GA1,GA4,9,f,67,,,,,,,,,,,,
407,21,7,2010,Gpaulin,,,,,22,GA1,GA4,9,f,32,,,,,,,,,,,,
408,21,7,2010,Gpaulin,,,,,22,GA1,GA4,9,m,26,,,,,,,,,,,,
409,21,7,2010,Gpaulin,,,,,22,GA1,GA4,9,m,18,,,,,,,,,,,,
410,21,7,2010,Gpaulin,,,,,22,GA1,GA4,9,m,24,,,,,,,,,,,,
411,21,7,2010,Gpaulin,,,,,22,GA1,GA4,9,m,12,,,,,,,,,,,,
412,21,7,2010,Gpaulin,,,,,22,GA1,GA4,9,m,12,,,,,,,,,,,,
413,21,7,2010,Gpaulin,,,,,22,GA1,GA4,10,m,41,,,,,,,,,,,,
414,21,7,2010,Gpaulin,,,,,22,GA1,GA4,10,m,12,,,,,,,,,,,,
415,21,7,2010,Gpaulin,,,,,22,GA1,GA4,10,f,22,,,,,,,,,,,,
416,21,7,2010,Gpaulin,,,,,22,GA1,GA4,10,m,41,,,,,,,,,,,,
417,21,7,2010,Gpaulin,,,,,22,GA1,GA4,11,m,18,,,,,,,,,,,,
418,21,7,2010,Gpaulin,,,,,22,GA1,GA4,11,m,49,,,,,,,,,,,,
419,21,7,2010,Gpaulin,,,,,22,GA1,GA4,11,m,38,,,,,,,,,,,,
420,21,7,2010,Gpaulin,,,,,22,GA1,GA4,11,f,24,,,,,,,,,,,,
421,21,7,2010,Gpaulin,,,,,22,GA1,GA4,11,m,30,,,,,,,,,,,,
422,21,7,2010,Gpaulin,,,,,22,GA1,GA4,12,m,20,,,,,,,,,,,,
423,21,7,2010,Gpaulin,,,,,22,GA1,GA4,12,f,30,,,,,,,,,,,,
424,21,7,2010,Gpaulin,,,,,22,GA1,GA4,12,m,24,,,,,,,,,,,,
425,21,7,2010,Gpaulin,,,,,22,GA1,GA4,12,m,28,,,,,,,,,,,,
426,21,7,2010,Gpaulin,,,,,22,GA1,GA4,12,f,35,,,,,,,,,,,,
427,21,7,2010,Gpaulin,,,,,22,GA1,GA4,13,m,30,,,,,,,,,,,,
428,21,7,2010,Gpaulin,,,,,22,GA1,GA4,13,m,8,,,,,,,,,,,,
429,21,7,2010,Gpaulin,,,,,22,GA1,GA4,13,m,12,,,,,,,,,,,,
430,21,7,2010,Gpaulin,,,,,22,GA1,GA4,13,f,70,,,,,,,,,,,,
431,21,7,2010,Gpaulin,,,,,22,GA1,GA4,13,m,55,,,,,,,,,,,,
432,21,7,2010,Gpaulin,,,,,22,GA1,GA4,13,f,30,,,,,,,,,,,,
433,21,7,2010,Gpaulin,,,,,22,GA1,GA4,13,m,28,,,,,,,,,,,,
434,21,7,2010,Gpaulin,,,,,22,GA1,GA4,13,f,30,,,,,,,,,,,,
435,21,7,2010,Gpaulin,,,,,22,GA1,GA4,14,m,25,,,,,,,,,,,,
436,21,7,2010,Gpaulin,,,,,22,GA1,GA4,14,f,12,,,,,,,,,,,,
437,21,7,2010,Gpaulin,,,,,22,GA1,GA4,14,f,38,,,,,,,,,,,,
438,21,7,2010,Gpaulin,,,,,22,GA1,GA4,14,m,18,,,,,,,,,,,,
439,21,7,2010,Gpaulin,,,,,22,GA1,GA4,14,f,61,,,,,,,,,,,,
440,21,7,2010,Gpaulin,,,,,22,GA1,GA4,14,m,72,,,,,,,,,,,,
441,21,7,2010,Dgiard,,,,,22,GA1,GA4,1,f,41,,,,,,,,,,,,
442,21,7,2010,Dgiard,,,,,22,GA1,GA4,1,f,31,,,,,,,,,,,,
443,21,7,2010,Dgiard,,,,,22,GA1,GA4,2,f,24,,,,,,,,,,,,
444,21,7,2010,Dgiard,,,,,22,GA1,GA4,2,f,43,,,,,,,,,,,,
445,21,7,2010,Dgiard,,,,,22,GA1,GA4,2,f,27,,,,,,,,,,,,
446,21,7,2010,Dgiard,,,,,22,GA1,GA4,3,f,37,,,,,,,,,,,,
447,21,7,2010,Dgiard,,,,,22,GA1,GA4,3,m,23,,,,,,,,,,,,
448,21,7,2010,Dgiard,,,,,22,GA1,GA4,3,m,41,,,,,,,,,,,,
449,21,7,2010,Dgiard,,,,,22,GA1,GA4,3,m,35,,,,,,,,,,,,
450,21,7,2010,Dgiard,,,,,22,GA1,GA4,4,m,68,,,,,,,,,,,,
451,21,7,2010,Dgiard,,,,,22,GA1,GA4,4,m,37,,,,,,,,,,,,
452,21,7,2010,Dgiard,,,,,22,GA1,GA4,5,m,23,,,,,,,,,,,,
453,21,7,2010,Dgiard,,,,,22,GA1,GA4,5,f,31,,,,,,,,,,,,
454,21,7,2010,Dgiard,,,,,22,GA1,GA4,5,m,94,,,,,,,,,,,,
455,21,7,2010,Dgiard,,,,,22,GA1,GA4,5,m,52,,,,,,,,,,,,
456,21,7,2010,Dgiard,,,,,22,GA1,GA4,5,m,46,,,,,,,,,,,,
457,21,7,2010,Dgiard,,,,,22,GA1,GA4,5,m,33,,,,,,,,,,,,
458,21,7,2010,Dgiard,,,,,22,GA1,GA4,5,m,30,,,,,,,,,,,,
459,21,7,2010,Dgiard,,,,,22,GA1,GA4,6,f,19,,,,,,,,,,,,
460,21,7,2010,Dgiard,,,,,22,GA1,GA4,6,f,72,,,,,,,,,,,,
461,21,7,2010,Dgiard,,,,,22,GA1,GA4,7,m,33,,,,,,,,,,,,
462,21,7,2010,Dgiard,,,,,22,GA1,GA4,7,f,20,,,,,,,,,,,,
463,21,7,2010,Dgiard,,,,,22,GA1,GA4,7,f,22,,,,,,,,,,,,
464,21,7,2010,Dgiard,,,,,22,GA1,GA4,7,m,18,,,,,,,,,,,,
465,21,7,2010,Dgiard,,,,,22,GA1,GA4,8,f,25,,,,,,,,,,,,
466,21,7,2010,Dgiard,,,,,22,GA1,GA4,8,b,71,,,,,,,,,,,,
467,21,7,2010,Dgiard,,,,,22,GA1,GA4,9,f,36,,,,,,,,,,,,
468,21,7,2010,Dgiard,,,,,22,GA1,GA4,9,f,70,,,,,,,,,,,,
469,21,7,2010,Dgiard,,,,,22,GA1,GA4,9,m,19,,,,,,,,,,,,
470,21,7,2010,Dgiard,,,,,22,GA1,GA4,9,m,16,,,,,,,,,,,,
471,21,7,2010,Dgiard,,,,,22,GA1,GA4,10,m,19,,,,,,,,,,,,
472,21,7,2010,Dgiard,,,,,22,GA1,GA4,10,m,32,,,,,,,,,,,,
473,21,7,2010,Dgiard,,,,,22,GA1,GA4,10,f,41,,,,,,,,,,,,
474,21,7,2010,Dgiard,,,,,22,GA1,GA4,10,m,19,,,,,,,,,,,,
475,21,7,2010,Dgiard,,,,,22,GA1,GA4,10,b,70,,,,,,,,,,,,
476,21,7,2010,Dgiard,,,,,22,GA1,GA4,11,m,80,,,,,,,,,,,,
477,21,7,2010,Dgiard,,,,,22,GA1,GA4,11,m,51,,,,,,,,,,,,
478,21,7,2010,Dgiard,,,,,22,GA1,GA4,11,m,39,,,,,,,,,,,,
479,21,7,2010,Dgiard,,,,,22,GA1,GA4,12,m,31,,,,,,,,,,,,
480,21,7,2010,Dgiard,,,,,22,GA1,GA4,12,f,35,,,,,,,,,,,,
481,21,7,2010,Dgiard,,,,,22,GA1,GA4,12,m,76,,,,,,,,,,,,
482,21,7,2010,Dgiard,,,,,22,GA1,GA4,12,m,42,,,,,,,,,,,,
483,21,7,2010,Dgiard,,,,,22,GA1,GA4,13,m,32,,,,,,,,,,,,
484,21,7,2010,Dgiard,,,,,22,GA1,GA4,14,m,27,,,,,,,,,,,,
485,21,7,2010,Dgiard,,,,,22,GA1,GA4,14,f,56,,,,,,,,,,,,
486,21,7,2010,Dgiard,,,,,22,GA1,GA4,14,m,32,,,,,,,,,,,,
487,21,7,2010,Dgiard,,,,,22,GA1,GA4,15,m,67,,,,,,,,,,,,
488,21,7,2010,Dgiard,,,,,22,GA1,GA4,15,f,35,,,,,,,,,,,,
489,22,7,2010,Bcomeau,,,,,32,GA1,CI1,1,f,51,,,,,,,,,,,,
490,22,7,2010,Bcomeau,,,,,32,GA1,CI1,1,f,52,,,,,,,,,,,,
491,22,7,2010,Bcomeau,,,,,32,GA1,CI1,1,m,21,,,,,,,,,,,,
492,22,7,2010,Bcomeau,,,,,32,GA1,CI1,1,f,44,,,,,,,,,,,,
493,22,7,2010,Bcomeau,,,,,32,GA1,CI1,2,f,36,,,,,,,,,,,,
494,22,7,2010,Bcomeau,,,,,32,GA1,CI1,2,f,37,,,,,,,,,,,,
495,22,7,2010,Bcomeau,,,,,32,GA1,CI1,2,f,22,,,,,,,,,,,,
496,22,7,2010,Bcomeau,,,,,32,GA1,CI1,2,m,39,,,,,,,,,,,,
497,22,7,2010,Bcomeau,,,,,32,GA1,CI1,2,f,45,,,,,,,,,,,,
498,22,7,2010,Bcomeau,,,,,32,GA1,CI1,2,f,21,,,,,,,,,,,,
499,22,7,2010,Bcomeau,,,,,32,GA1,CI1,3,m,38,,,,,,,,,,,,
500,22,7,2010,Bcomeau,,,,,32,GA1,CI1,3,f,42,,,,,,,,,,,,
501,22,7,2010,Bcomeau,,,,,32,GA1,CI1,12,m,18,,,,,,,,,,,,
502,22,7,2010,Bcomeau,,,,,32,GA1,CI1,12,f,55,,,,,,,,,,,,
503,22,7,2010,Bcomeau,,,,,32,GA1,CI1,12,m,60,,,,,,,,,,,,
504,22,7,2010,Bcomeau,,,,,32,GA1,CI1,12,f,117,,,,,,,,,,,,
505,22,7,2010,Bcomeau,,,,,32,GA1,CI1,12,f,70,,,,,,,,,,,,
506,22,7,2010,Bcomeau,,,,,32,GA1,CI1,12,m,31,,,,,,,,,,,,
507,22,7,2010,Bcomeau,,,,,32,GA1,CI1,13,m,46,,,,,,,,,,,,
508,22,7,2010,Bcomeau,,,,,32,GA1,CI1,13,m,110,,,,,,,,,,,,
509,22,7,2010,Bcomeau,,,,,32,GA1,CI1,13,m,65,,,,,,,,,,,,
510,22,7,2010,Bcomeau,,,,,32,GA1,CI1,13,m,67,,,,,,,,,,,,
511,22,7,2010,Bcomeau,,,,,32,GA1,CI1,13,f,115,,,,,,,,,,,,
512,22,7,2010,Bcomeau,,,,,32,GA1,CI1,13,f,62,,,,,,,,,,,,
513,22,7,2010,Bcomeau,,,,,32,GA1,CI1,13,b1,88,,,,,,,,,,,,
514,22,7,2010,Bcomeau,,,,,32,GA1,CI1,13,f,40,,,,,,,,,,,,
515,22,7,2010,Bcomeau,,,,,32,GA1,CI1,14,f,37,,,,,,,,,,,,
516,22,7,2010,Bcomeau,,,,,32,GA1,CI1,14,f,48,,,,,,,,,,,,
517,22,7,2010,Bcomeau,,,,,32,GA1,CI1,14,m,65,,,,,,,,,,,,
518,22,7,2010,Bcomeau,,,,,32,GA1,CI1,14,m,77,,,,,,,,,,,,
519,22,7,2010,Bcomeau,,,,,32,GA1,CI1,15,m,18,,,,,,,,,,,,
520,22,7,2010,Bcomeau,,,,,32,GA1,CI1,15,f,32,,,,,,,,,,,,
521,22,7,2010,Bcomeau,,,,,32,GA1,CI1,15,f,39,,,,,,,,,,,,
522,22,7,2010,Bcomeau,,,,,32,GA1,CI1,15,m,70,,,,,,,,,,,,
523,22,7,2010,Bcomeau,,,,,32,GA1,CI1,15,m,16,,,,,,,,,,,,
524,22,7,2010,Bcomeau,,,,,32,GA1,CI1,15,f,28,,,,,,,,,,,,
525,22,7,2010,Bcomeau,,,,,32,GA1,CI1,15,f,39,,,,,,,,,,,,
526,22,7,2010,Bcomeau,,,,,32,GA1,CI1,16,f,48,,,,,,,,,,,,
527,22,7,2010,Bcomeau,,,,,32,GA1,CI1,16,f,27,,,,,,,,,,,,
528,22,7,2010,Bcomeau,,,,,32,GA1,CI1,17,f,54,,,,,,,,,,,,
529,22,7,2010,Bcomeau,,,,,32,GA1,CI1,17,f,58,,,,,,,,,,,,
530,22,7,2010,Bcomeau,,,,,32,GA1,CI1,17,m,50,,,,,,,,,,,,
531,22,7,2010,Bcomeau,,,,,32,GA1,CI1,18,m,65,,,,,,,,,,,,
532,22,7,2010,Bcomeau,,,,,32,GA1,CI1,18,f,81,,,,,,,,,,,,
533,22,7,2010,Bcomeau,,,,,32,GA1,CI1,18,f,58,,,,,,,,,,,,
534,22,7,2010,Bcomeau,,,,,32,GA1,CI1,18,f,65,,,,,,,,,,,,
535,22,7,2010,Bcomeau,,,,,32,GA1,CI1,18,m,70,,,,,,,,,,,,
536,22,7,2010,Bcomeau,,,,,32,GA1,CI1,18,m,71,,,,,,,,,,,,
537,22,7,2010,Bcomeau,,,,,32,GA1,CI1,20,f,50,,,,,,,,,,,,
538,22,7,2010,Bcomeau,,,,,32,GA1,CI1,20,m,41,,,,,,,,,,,,
539,22,7,2010,Mcomeau,,,,,32,GA1,CI1,1,m,28,,,,,,,,,,,,
540,22,7,2010,Mcomeau,,,,,32,GA1,CI1,1,m,44,,,,,,,,,,,,
541,22,7,2010,Mcomeau,,,,,32,GA1,CI1,1,m,60,,,,,,,,,,,,
542,22,7,2010,Mcomeau,,,,,32,GA1,CI1,1,f,68,,,,,,,,,,,,
543,22,7,2010,Mcomeau,,,,,32,GA1,CI1,1,f,38,,,,,,,,,,,,
544,22,7,2010,Mcomeau,,,,,32,GA1,CI1,2,f,58,,,,,,,,,,,,
545,22,7,2010,Mcomeau,,,,,32,GA1,CI1,2,m,42,,,,,,,,,,,,
546,22,7,2010,Mcomeau,,,,,32,GA1,CI1,2,f,43,,,,,,,,,,,,
547,22,7,2010,Mcomeau,,,,,32,GA1,CI1,2,m,29,,,,,,,,,,,,
548,22,7,2010,Mcomeau,,,,,32,GA1,CI1,2,f,46,,,,,,,,,,,,
549,22,7,2010,Mcomeau,,,,,32,GA1,CI1,3,m,29,,,,,,,,,,,,
550,22,7,2010,Mcomeau,,,,,32,GA1,CI1,3,m,37,,,,,,,,,,,,
551,22,7,2010,Mcomeau,,,,,32,GA1,CI1,3,m,25,,,,,,,,,,,,
552,22,7,2010,Mcomeau,,,,,32,GA1,CI1,3,m,18,,,,,,,,,,,,
553,22,7,2010,Mcomeau,,,,,32,GA1,CI1,3,f,33,,,,,,,,,,,,
554,22,7,2010,Mcomeau,,,,,32,GA1,CI1,11,m,27,,,,,,,,,,,,
555,22,7,2010,Mcomeau,,,,,32,GA1,CI1,11,m,65,,,,,,,,,,,,
556,22,7,2010,Mcomeau,,,,,32,GA1,CI1,11,m,31,,,,,,,,,,,,
557,22,7,2010,Mcomeau,,,,,32,GA1,CI1,11,m,95,,,,,,,,,,,,
558,22,7,2010,Mcomeau,,,,,32,GA1,CI1,11,m,55,,,,,,,,,,,,
559,22,7,2010,Mcomeau,,,,,32,GA1,CI1,11,m,19,,,,,,,,,,,,
560,22,7,2010,Mcomeau,,,,,32,GA1,CI1,11,f,44,,,,,,,,,,,,
561,22,7,2010,Mcomeau,,,,,32,GA1,CI1,11,m,22,,,,,,,,,,,,
562,22,7,2010,Mcomeau,,,,,32,GA1,CI1,11,m,49,,,,,,,,,,,,
563,22,7,2010,Mcomeau,,,,,32,GA1,CI1,12,m,37,,,,,,,,,,,,
564,22,7,2010,Mcomeau,,,,,32,GA1,CI1,12,f,42,,,,,,,,,,,,
565,22,7,2010,Mcomeau,,,,,32,GA1,CI1,12,m,62,,,,,,,,,,,,
566,22,7,2010,Mcomeau,,,,,32,GA1,CI1,12,m,65,,,,,,,,,,,,
567,22,7,2010,Mcomeau,,,,,32,GA1,CI1,12,m,16,,,,,,,,,,,,
568,22,7,2010,Mcomeau,,,,,32,GA1,CI1,13,m,125,,,,,,,,,,,,
569,22,7,2010,Mcomeau,,,,,32,GA1,CI1,13,m,43,,,,,,,,,,,,
570,22,7,2010,Mcomeau,,,,,32,GA1,CI1,13,f,27,,,,,,,,,,,,
571,22,7,2010,Mcomeau,,,,,32,GA1,CI1,13,m,47,,,,,,,,,,,,
572,22,7,2010,Mcomeau,,,,,32,GA1,CI1,14,f,28,,,,,,,,,,,,
