Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Site,Transect,section,sexe,LC,Escape,Sa,Va,Du,Al,Gr,Co,Ca,type,commentaire,fond
1,7,7,2008,Rvieneau,,,,,,CI3,4,1,m,26,,,,,,,,,,,
2,7,7,2008,Rvieneau,,,,,,CI3,4,1,m,22,,,,,,,,,,,
3,7,7,2008,Rvieneau,,,,,,CI3,4,2,i,18,,,,,,,,,,,
4,7,7,2008,Rvieneau,,,,,,CI3,4,2,f,20,,,,,,,,,,,
5,7,7,2008,Rvieneau,,,,,,CI3,4,3,f,22,,,,,,,,,,,
6,7,7,2008,Rvieneau,,,,,,CI3,4,3,f,30,,,,,,,,,,,
7,7,7,2008,Rvieneau,,,,,,CI3,4,4,i,18,,,,,,,,,,,
8,7,7,2008,Rvieneau,,,,,,CI3,4,4,i,15,,,,,,,,,,,
9,7,7,2008,Rvieneau,,,,,,CI3,4,5,f,22,,,,,,,,,,,
10,7,7,2008,Rvieneau,,,,,,CI3,4,6,i,12,,,,,,,,,,,
11,7,7,2008,Rvieneau,,,,,,CI3,4,6,m,53,,,,,,,,,,,
12,7,7,2008,Rvieneau,,,,,,CI3,4,7,i,17,,,,,,,,,,,
13,7,7,2008,Rvieneau,,,,,,CI3,4,7,i,18,,,,,,,,,,,
14,7,7,2008,Rvieneau,,,,,,CI3,4,8,m,23,,,,,,,,,,,
15,7,7,2008,Rvieneau,,,,,,CI3,4,8,f,28,,,,,,,,,,,
16,7,7,2008,Rvieneau,,,,,,CI3,4,9,i,15,,,,,,,,,,,
17,7,7,2008,Rvieneau,,,,,,CI3,4,10,,,,,,,,,,,,,
18,7,7,2008,Rvieneau,,,,,,CI3,4,11,f,25,,,,,,,,,,,
19,7,7,2008,Rvieneau,,,,,,CI3,4,12,m,25,,,,,,,,,,,
20,7,7,2008,Rvieneau,,,,,,CI3,4,12,f,33,,,,,,,,,,,
21,7,7,2008,Rvieneau,,,,,,CI3,4,13,m,22,,,,,,,,,,,
22,7,7,2008,Rvieneau,,,,,,CI3,4,13,f,22,,,,,,,,,,,
23,7,7,2008,Rvieneau,,,,,,CI3,4,14,,,,,,,,,,,,,
24,7,7,2008,Rvieneau,,,,,,CI3,4,15,f,22,,,,,,,,,,,
25,7,7,2008,Rvieneau,,,,,,CI3,4,16,m,20,,,,,,,,,,,
26,7,7,2008,Rvieneau,,,,,,CI3,4,16,m,88,,,,,,,,,,,
27,7,7,2008,Rvieneau,,,,,,CI3,4,17,f,46,,,,,,,,,,,
28,7,7,2008,Rvieneau,,,,,,CI3,4,17,m,22,,,,,,,,,,,
29,7,7,2008,Rvieneau,,,,,,CI3,4,18,m,20,,,,,,,,,,,
30,7,7,2008,Rvieneau,,,,,,CI3,4,18,f,31,,,,,,,,,,,
31,7,7,2008,Rvieneau,,,,,,CI3,4,19,i,15,,,,,,,,,,,
32,7,7,2008,Rvieneau,,,,,,CI3,4,20,m,20,,,,,,,,,,,
33,7,7,2008,Dgiard,,,,,,CI3,4,1,m,31,,,,,,,,,,,
34,7,7,2008,Dgiard,,,,,,CI3,4,1,m,21,,,,,,,,,,,
35,7,7,2008,Dgiard,,,,,,CI3,4,1,m,22,,,,,,,,,,,
36,7,7,2008,Dgiard,,,,,,CI3,4,2,m,29,,,,,,,,,,,
37,7,7,2008,Dgiard,,,,,,CI3,4,3,,,,,,,,,,,,,
38,7,7,2008,Dgiard,,,,,,CI3,4,4,m,46,,,,,,,,,,,
39,7,7,2008,Dgiard,,,,,,CI3,4,4,m,21,,,,,,,,,,,
40,7,7,2008,Dgiard,,,,,,CI3,4,4,i,16,,,,,,,,,,,
41,7,7,2008,Dgiard,,,,,,CI3,4,5,m,21,,,,,,,,,,,
42,7,7,2008,Dgiard,,,,,,CI3,4,5,m,42,,,,,,,,,,,
43,7,7,2008,Dgiard,,,,,,CI3,4,6,f,29,,,,,,,,,,,
44,7,7,2008,Dgiard,,,,,,CI3,4,6,m,24,,,,,,,,,,,
45,7,7,2008,Dgiard,,,,,,CI3,4,6,m,54,,,,,,,,,,,
46,7,7,2008,Dgiard,,,,,,CI3,4,7,,,,,,,,,,,,,
47,7,7,2008,Dgiard,,,,,,CI3,4,8,f,24,,,,,,,,,,,
48,7,7,2008,Dgiard,,,,,,CI3,4,8,f,47,,,,,,,,,,,
