Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Site,Transect,section,sexe,LC,Escape,Sa,Va,Du,Al,Gr,Co,Ca,type,commentaire,fond
7,4,7,2005,Bcomeau,4750.517,6456.992,4750.511,6456.913,30,CI2,1,1,,,,0,0,0,0,1,,0,Simple,,
8,4,7,2005,Bcomeau,4750.517,6456.992,4750.511,6456.913,30,CI2,1,2,,,,0,0,0,0,1,,0,Simple,,
9,4,7,2005,Bcomeau,4750.517,6456.992,4750.511,6456.913,30,CI2,1,3,,,,0,0,0,0,1,,1,Simple,,
10,4,7,2005,Bcomeau,4750.517,6456.992,4750.511,6456.913,30,CI2,1,4,,,,0,0,0,0,1,,1,Simple,,
11,4,7,2005,Bcomeau,4750.517,6456.992,4750.511,6456.913,30,CI2,1,5,,,,0,0,0,0,1,,1,Simple,,
12,4,7,2005,Bcomeau,4750.517,6456.992,4750.511,6456.913,30,CI2,1,6,,,,0,0,0,0,1,,1,Simple,,
13,4,7,2005,Bcomeau,4750.517,6456.992,4750.511,6456.913,30,CI2,1,7,,,,0,0,0,0,1,,1,Simple,,
1,4,7,2005,Bcomeau,4750.517,6456.992,4750.511,6456.913,30,CI2,1,8,m,20,,0,0,0,0,1,,1,Simple,,
14,4,7,2005,Bcomeau,4750.517,6456.992,4750.511,6456.913,30,CI2,1,9,,,,0,0,0,0,1,,0,Simple,,
15,4,7,2005,Bcomeau,4750.517,6456.992,4750.511,6456.913,30,CI2,1,10,,,,0,0,0,0,1,,1,Simple,,
16,4,7,2005,Bcomeau,4750.517,6456.992,4750.511,6456.913,30,CI2,1,11,,,,0,0,0,0,1,,1,Simple,,
6,4,7,2005,Bcomeau,4750.517,6456.992,4750.511,6456.913,30,CI2,1,12,i,50,,0,0,0,0,1,,1,Simple,,
17,4,7,2005,Bcomeau,4750.517,6456.992,4750.511,6456.913,30,CI2,1,13,,,,0,0,0,0,1,,1,Simple,,
3,4,7,2005,Bcomeau,4750.517,6456.992,4750.511,6456.913,30,CI2,1,14,f,28,,0,0,0,0,1,,1,Simple,,
18,4,7,2005,Bcomeau,4750.517,6456.992,4750.511,6456.913,30,CI2,1,15,,,,0,0,0,0,1,,1,Simple,,
5,4,7,2005,Bcomeau,4750.517,6456.992,4750.511,6456.913,30,CI2,1,16,m,47,,0,0,0,0,1,,1,Simple,,
19,4,7,2005,Bcomeau,4750.517,6456.992,4750.511,6456.913,30,CI2,1,17,,,,0,0,0,0,1,,1,Simple,,
4,4,7,2005,Bcomeau,4750.517,6456.992,4750.511,6456.913,30,CI2,1,18,m,31,,0,0,0,0,1,,1,Simple,,
20,4,7,2005,Bcomeau,4750.517,6456.992,4750.511,6456.913,30,CI2,1,19,,,,0,0,0,0,1,,1,Simple,,
2,4,7,2005,Bcomeau,4750.517,6456.992,4750.511,6456.913,30,CI2,1,20,f,24,,0,0,0,0,1,,1,Simple,,
33,4,7,2005,Mcomeau,4750.517,6456.992,4750.511,6456.913,30,CI2,1,1,,,,0,0,0,0,1,,1,Simple,,
34,4,7,2005,Mcomeau,4750.517,6456.992,4750.511,6456.913,30,CI2,1,2,,,,0,0,0,0,1,,0,Simple,,
35,4,7,2005,Mcomeau,4750.517,6456.992,4750.511,6456.913,30,CI2,1,3,,,,0,0,0,0,1,,0,Simple,,
36,4,7,2005,Mcomeau,4750.517,6456.992,4750.511,6456.913,30,CI2,1,4,,,,0,0,0,0,1,,0,Simple,,
28,4,7,2005,Mcomeau,4750.517,6456.992,4750.511,6456.913,30,CI2,1,5,f,39,,0,0,0,0,1,,1,Simple,,
37,4,7,2005,Mcomeau,4750.517,6456.992,4750.511,6456.913,30,CI2,1,6,,,,0,0,0,0,1,,1,Simple,,
23,4,7,2005,Mcomeau,4750.517,6456.992,4750.511,6456.913,30,CI2,1,7,m,20,,0,0,0,0,1,,1,Simple,,
38,4,7,2005,Mcomeau,4750.517,6456.992,4750.511,6456.913,30,CI2,1,8,,,,0,0,0,0,1,,0,Simple,,
39,4,7,2005,Mcomeau,4750.517,6456.992,4750.511,6456.913,30,CI2,1,9,,,,0,0,0,0,1,,0,Simple,,
