Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Site,Transect,section,sexe,LC,Escape,Sa,Va,Du,Al,Gr,Co,Ca,type,commentaire,fond,,Site,Transect,section,sexe,LC
848,5,7,2012,Gpaulin,,,,,,I5,4,3,i,19,,,,,,,,,,,,,,,,,
849,5,7,2012,Gpaulin,,,,,,I5,4,4,i,12,,,,,,,,,,,,,,,,,
850,5,7,2012,Gpaulin,,,,,,I5,4,4,m,45,,,,,,,,,,,,,,,,,
851,5,7,2012,Gpaulin,,,,,,I5,4,4,f,31,,,,,,,,,,,,,,,,,
852,5,7,2012,Gpaulin,,,,,,I5,4,4,i,12,,,,,,,,,,,,,,,,,
853,5,7,2012,Gpaulin,,,,,,I5,4,4,m,30,,,,,,,,,,,,,,,,,
854,5,7,2012,Gpaulin,,,,,,I5,4,4,m,25,,,,,,,,,,,,,,,,,
855,5,7,2012,Gpaulin,,,,,,I5,4,4,i,10,,,,,,,,,,,,,,,,,
856,5,7,2012,Gpaulin,,,,,,I5,4,5,f,21,,,,,,,,,,,,,,,,,
857,5,7,2012,Gpaulin,,,,,,I5,4,5,i,14,,,,,,,,,,,,,,,,,
858,5,7,2012,Gpaulin,,,,,,I5,4,5,m,66,,,,,,,,,,,,,,,,,
859,5,7,2012,Gpaulin,,,,,,I5,4,5,i,18,,,,,,,,,,,,,,,,,
860,5,7,2012,Gpaulin,,,,,,I5,4,6,i,15,,,,,,,,,,,,,,,,,
861,5,7,2012,Gpaulin,,,,,,I5,4,6,m,20,,,,,,,,,,,,,,,,,
862,5,7,2012,Gpaulin,,,,,,I5,4,6,f,70,,,,,,,,,,,,,,,,,
863,5,7,2012,Gpaulin,,,,,,I5,4,6,m,21,,,,,,,,,,,,,,,,,
864,5,7,2012,Gpaulin,,,,,,I5,4,6,i,10,,,,,,,,,,,,,,,,,
865,5,7,2012,Gpaulin,,,,,,I5,4,7,f,20,,,,,,,,,,,,,,,,,
866,5,7,2012,Gpaulin,,,,,,I5,4,7,f,75,,,,,,,,,,,,,,,,,
867,5,7,2012,Gpaulin,,,,,,I5,4,7,m,60,,,,,,,,,,,,,,,,,
868,5,7,2012,Gpaulin,,,,,,I5,4,7,f,68,,,,,,,,,,,,,,,,,
869,5,7,2012,Gpaulin,,,,,,I5,4,8,i,12,,,,,,,,,,,,,,,,,
870,5,7,2012,Gpaulin,,,,,,I5,4,8,f,65,,,,,,,,,,,,,,,,,
871,5,7,2012,Gpaulin,,,,,,I5,4,8,i,10,,,,,,,,,,,,,,,,,
872,5,7,2012,Gpaulin,,,,,,I5,4,9,m,36,,,,,,,,,,,,,,,,,
873,5,7,2012,Gpaulin,,,,,,I5,4,9,i,15,,,,,,,,,,,,,,,,,
874,5,7,2012,Gpaulin,,,,,,I5,4,9,i,18,,,,,,,,,,,,,,,,,
875,5,7,2012,Gpaulin,,,,,,I5,4,10,f,40,,,,,,,,,,,,,,,,,
876,5,7,2012,Gpaulin,,,,,,I5,4,10,f,80,,,,,,,,,,,,,,,,,
877,5,7,2012,Gpaulin,,,,,,I5,4,10,f,58,,,,,,,,,,,,,,,,,
878,5,7,2012,Gpaulin,,,,,,I5,4,10,f,28,,,,,,,,,,,,,,,,,
879,5,7,2012,Gpaulin,,,,,,I5,4,10,i,15,,,,,,,,,,,,,,,,,
880,5,7,2012,Gpaulin,,,,,,I5,4,10,f,53,,,,,,,,,,,,,,,,,
881,5,7,2012,Gpaulin,,,,,,I5,4,11,f,39,,,,,,,,,,,,,,,,,
882,5,7,2012,Gpaulin,,,,,,I5,4,11,i,12,,,,,,,,,,,,,,,,,
883,5,7,2012,Gpaulin,,,,,,I5,4,11,i,16,,,,,,,,,,,,,,,,,
884,5,7,2012,Gpaulin,,,,,,I5,4,11,m,20,,,,,,,,,,,,,,,,,
885,5,7,2012,Gpaulin,,,,,,I5,4,11,f,25,,,,,,,,,,,,,,,,,
886,5,7,2012,Gpaulin,,,,,,I5,4,12,m,51,,,,,,,,,,,,,,,,,
887,5,7,2012,Gpaulin,,,,,,I5,4,12,m,25,,,,,,,,,,,,,,,,,
888,5,7,2012,Gpaulin,,,,,,I5,4,12,m,63,,,,,,,,,,,,,,,,,
889,5,7,2012,Gpaulin,,,,,,I5,4,12,f,24,,,,,,,,,,,,,,,,,
890,5,7,2012,Gpaulin,,,,,,I5,4,12,i,12,,,,,,,,,,,,,,,,,
891,5,7,2012,Gpaulin,,,,,,I5,4,12,m,40,,,,,,,,,,,,,,,,,
892,5,7,2012,Gpaulin,,,,,,I5,4,13,f,65,,,,,,,,,,,,,,,,,
893,5,7,2012,Gpaulin,,,,,,I5,4,13,m,35,,,,,,,,,,,,,,,,,
894,5,7,2012,Gpaulin,,,,,,I5,4,13,m,35,,,,,,,,,,,,,,,,,
895,5,7,2012,Gpaulin,,,,,,I5,4,13,i,15,,,,,,,,,,,,,,,,,
896,5,7,2012,Gpaulin,,,,,,I5,4,13,m,58,,,,,,,,,,,,,,,,,
897,5,7,2012,Gpaulin,,,,,,I5,4,14,i,18,,,,,,,,,,,,,,,,,
898,5,7,2012,Gpaulin,,,,,,I5,4,14,f,41,,,,,,,,,,,,,,,,,
899,5,7,2012,Gpaulin,,,,,,I5,4,14,i,11,,,,,,,,,,,,,,,,,
900,5,7,2012,Gpaulin,,,,,,I5,4,14,f,55,,,,,,,,,,,,,,,,,
901,5,7,2012,Rvienneau,,,,,,I5,4,1,f,26,,,,,,,,,,,,,,,,,
902,5,7,2012,Rvienneau,,,,,,I5,4,1,m,44,,,,,,,,,,,,,,,,,
903,5,7,2012,Rvienneau,,,,,,I5,4,1,m,70,,,,,,,,,,,,,,,,,
904,5,7,2012,Rvienneau,,,,,,I5,4,1,f,34,,,,,,,,,,,,,,,,,
905,5,7,2012,Rvienneau,,,,,,I5,4,2,f,40,,,,,,,,,,,,,,,,,
906,5,7,2012,Rvienneau,,,,,,I5,4,2,i,12,,,,,,,,,,,,,,,,,
907,5,7,2012,Rvienneau,,,,,,I5,4,2,m,21,,,,,,,,,,,,,,,,,
908,5,7,2012,Rvienneau,,,,,,I5,4,3,m,67,,,,,,,,,,,,,,,,,
909,5,7,2012,Rvienneau,,,,,,I5,4,3,m,37,,,,,,,,,,,,,,,,,
910,5,7,2012,Rvienneau,,,,,,I5,4,3,f,59,,,,,,,,,,,,,,,,,
911,5,7,2012,Rvienneau,,,,,,I5,4,3,f,39,,,,,,,,,,,,,,,,,
912,5,7,2012,Rvienneau,,,,,,I5,4,4,i,12,,,,,,,,,,,,,,,,,
913,5,7,2012,Rvienneau,,,,,,I5,4,4,m,20,,,,,,,,,,,,,,,,,
914,5,7,2012,Rvienneau,,,,,,I5,4,4,m,20,,,,,,,,,,,,,,,,,
915,5,7,2012,Rvienneau,,,,,,I5,4,4,f,42,,,,,,,,,,,,,,,,,
916,5,7,2012,Rvienneau,,,,,,I5,4,4,m,46,,,,,,,,,,,,,,,,,
917,5,7,2012,Rvienneau,,,,,,I5,4,4,i,15,,,,,,,,,,,,,,,,,
918,5,7,2012,Rvienneau,,,,,,I5,4,5,m,57,,,,,,,,,,,,,,,,,
919,5,7,2012,Rvienneau,,,,,,I5,4,5,f,27,,,,,,,,,,,,,,,,,
920,5,7,2012,Rvienneau,,,,,,I5,4,5,f,30,,,,,,,,,,,,,,,,,
921,5,7,2012,Rvienneau,,,,,,I5,4,5,i,12,,,,,,,,,,,,,,,,,
922,5,7,2012,Rvienneau,,,,,,I5,4,5,b,68,,,,,,,,,,,,,,,,,
923,5,7,2012,Rvienneau,,,,,,I5,4,5,i,15,,,,,,,,,,,,,,,,,
924,5,7,2012,Rvienneau,,,,,,I5,4,5,f,33,,,,,,,,,,,,,,,,,
925,5,7,2012,Rvienneau,,,,,,I5,4,5,i,12,,,,,,,,,,,,,,,,,
926,5,7,2012,Rvienneau,,,,,,I5,4,5,m,40,,,,,,,,,,,,,,,,,
927,5,7,2012,Rvienneau,,,,,,I5,4,6,i,10,,,,,,,,,,,,,,,,,
928,5,7,2012,Rvienneau,,,,,,I5,4,6,m,23,,,,,,,,,,,,,,,,,
929,5,7,2012,Rvienneau,,,,,,I5,4,6,i,12,,,,,,,,,,,,,,,,,
930,5,7,2012,Rvienneau,,,,,,I5,4,6,m,33,,,,,,,,,,,,,,,,,
931,5,7,2012,Rvienneau,,,,,,I5,4,6,m,85,,,,,,,,,,,,,,,,,
932,5,7,2012,Rvienneau,,,,,,I5,4,6,f,63,,,,,,,,,,,,,,,,,
933,5,7,2012,Rvienneau,,,,,,I5,4,7,i,12,,,,,,,,,,,,,,,,,
934,5,7,2012,Rvienneau,,,,,,I5,4,7,f,49,,,,,,,,,,,,,,,,,
935,5,7,2012,Rvienneau,,,,,,I5,4,7,i,12,,,,,,,,,,,,,,,,,
936,5,7,2012,Rvienneau,,,,,,I5,4,8,m,63,,,,,,,,,,,,,,,,,
937,5,7,2012,Rvienneau,,,,,,I5,4,8,i,10,,,,,,,,,,,,,,,,,
938,5,7,2012,Rvienneau,,,,,,I5,4,8,i,18,,,,,,,,,,,,,,,,,
939,5,7,2012,Rvienneau,,,,,,I5,4,9,f,42,,,,,,,,,,,,,,,,,
940,5,7,2012,Rvienneau,,,,,,I5,4,10,f,59,,,,,,,,,,,,,,,,,
941,5,7,2012,Rvienneau,,,,,,I5,4,10,i,12,,,,,,,,,,,,,,,,,
942,5,7,2012,Rvienneau,,,,,,I5,4,10,m,57,,,,,,,,,,,,,,,,,
943,5,7,2012,Rvienneau,,,,,,I5,4,10,i,10,,,,,,,,,,,,,,,,,
944,5,7,2012,Rvienneau,,,,,,I5,4,10,i,12,,,,,,,,,,,,,,,,,
945,5,7,2012,Rvienneau,,,,,,I5,4,11,m,64,,,,,,,,,,,,,,,,,
946,5,7,2012,Rvienneau,,,,,,I5,4,11,i,12,,,,,,,,,,,,,,,,,
947,5,7,2012,Rvienneau,,,,,,I5,4,11,m,20,,,,,,,,,,,,,,,,,
948,5,7,2012,Rvienneau,,,,,,I5,4,11,i,18,,,,,,,,,,,,,,,,,
949,5,7,2012,Rvienneau,,,,,,I5,4,12,i,18,,,,,,,,,,,,,,,,,
950,5,7,2012,Rvienneau,,,,,,I5,4,12,f,65,,,,,,,,,,,,,,,,,
951,5,7,2012,Rvienneau,,,,,,I5,4,12,m,52,,,,,,,,,,,,,,,,,
952,5,7,2012,Rvienneau,,,,,,I5,4,12,m,24,,,,,,,,,,,,,,,,,
953,5,7,2012,Rvienneau,,,,,,I5,4,12,m,20,,,,,,,,,,,,,,,,,
954,5,7,2012,Rvienneau,,,,,,I5,4,12,m,71,,,,,,,,,,,,,,,,,
955,5,7,2012,Rvienneau,,,,,,I5,4,13,m,69,,,,,,,,,,,,,,,,,
956,5,7,2012,Rvienneau,,,,,,I5,4,14,f,53,,,,,,,,,,,,,,,,,
957,5,7,2012,Rvienneau,,,,,,I5,4,14,f,67,,,,,,,,,,,,,,,,,
958,5,7,2012,Mcomeau,,,,,,I5,5,1,f,53,,,,,,,,,,,,,,,,,
959,5,7,2012,Mcomeau,,,,,,I5,5,1,f,52,,,,,,,,,,,,,,,,,
960,5,7,2012,Mcomeau,,,,,,I5,5,1,i,11,,,,,,,,,,,,,,,,,
961,5,7,2012,Mcomeau,,,,,,I5,5,1,i,13,,,,,,,,,,,,,,,,,
962,5,7,2012,Mcomeau,,,,,,I5,5,1,m,63,,,,,,,,,,,,,,,,,
963,5,7,2012,Mcomeau,,,,,,I5,5,1,m,144,,,,,,,,,,,,,,,,,
964,5,7,2012,Mcomeau,,,,,,I5,5,1,i,12,,,,,,,,,,,,,,,,,
965,5,7,2012,Mcomeau,,,,,,I5,5,1,i,13,,,,,,,,,,,,,,,,,
966,5,7,2012,Mcomeau,,,,,,I5,5,1,i,13,,,,,,,,,,,,,,,,,
967,5,7,2012,Mcomeau,,,,,,I5,5,1,i,12,,,,,,,,,,,,,,,,,
968,5,7,2012,Mcomeau,,,,,,I5,5,1,m,55,,,,,,,,,,,,,,,,,
969,5,7,2012,Mcomeau,,,,,,I5,5,1,i,14,,,,,,,,,,,,,,,,,
970,5,7,2012,Mcomeau,,,,,,I5,5,1,i,13,,,,,,,,,,,,,,,,,
971,5,7,2012,Mcomeau,,,,,,I5,5,1,f,40,,,,,,,,,,,,,,,,,
972,5,7,2012,Mcomeau,,,,,,I5,5,1,f,49,,,,,,,,,,,,,,,,,
973,5,7,2012,Mcomeau,,,,,,I5,5,2,i,12,,,,,,,,,,,,,,,,,
974,5,7,2012,Mcomeau,,,,,,I5,5,2,m,45,,,,,,,,,,,,,,,,,
975,5,7,2012,Mcomeau,,,,,,I5,5,2,m,24,,,,,,,,,,,,,,,,,
976,5,7,2012,Mcomeau,,,,,,I5,5,2,f,65,,,,,,,,,,,,,,,,,
977,5,7,2012,Mcomeau,,,,,,I5,5,2,f,55,,,,,,,,,,,,,,,,,
978,5,7,2012,Mcomeau,,,,,,I5,5,2,i,12,,,,,,,,,,,,,,,,,
979,5,7,2012,Mcomeau,,,,,,I5,5,2,i,14,,,,,,,,,,,,,,,,,
980,5,7,2012,Mcomeau,,,,,,I5,5,2,m,47,,,,,,,,,,,,,,,,,
981,5,7,2012,Mcomeau,,,,,,I5,5,2,f,37,,,,,,,,,,,,,,,,,
982,5,7,2012,Mcomeau,,,,,,I5,5,3,i,14,,,,,,,,,,,,,,,,,
983,5,7,2012,Mcomeau,,,,,,I5,5,3,f,22,,,,,,,,,,,,,,,,,
984,5,7,2012,Mcomeau,,,,,,I5,5,3,m,34,,,,,,,,,,,,,,,,,
985,5,7,2012,Mcomeau,,,,,,I5,5,3,i,13,,,,,,,,,,,,,,,,,
986,5,7,2012,Mcomeau,,,,,,I5,5,3,f,70,,,,,,,,,,,,,,,,,
987,5,7,2012,Mcomeau,,,,,,I5,5,3,f,26,,,,,,,,,,,,,,,,,
988,5,7,2012,Mcomeau,,,,,,I5,5,3,i,10,,,,,,,,,,,,,,,,,
989,5,7,2012,Mcomeau,,,,,,I5,5,3,i,9,,,,,,,,,,,,,,,,,
990,5,7,2012,Mcomeau,,,,,,I5,5,3,m,20,,,,,,,,,,,,,,,,,
991,5,7,2012,Mcomeau,,,,,,I5,5,3,f,43,,,,,,,,,,,,,,,,,
992,5,7,2012,Mcomeau,,,,,,I5,5,3,i,13,,,,,,,,,,,,,,,,,
993,5,7,2012,Mcomeau,,,,,,I5,5,3,f,21,,,,,,,,,,,,,,,,,
994,5,7,2012,Mcomeau,,,,,,I5,5,3,m,20,,,,,,,,,,,,,,,,,
995,5,7,2012,Mcomeau,,,,,,I5,5,3,f,21,,,,,,,,,,,,,,,,,
996,5,7,2012,Mcomeau,,,,,,I5,5,4,i,16,,,,,,,,,,,,,,,,,
997,5,7,2012,Mcomeau,,,,,,I5,5,4,m,22,,,,,,,,,,,,,,,,,
998,5,7,2012,Mcomeau,,,,,,I5,5,4,i,11,,,,,,,,,,,,,,,,,
999,5,7,2012,Mcomeau,,,,,,I5,5,4,i,14,,,,,,,,,,,,,,,,,
1000,5,7,2012,Mcomeau,,,,,,I5,5,4,i,10,,,,,,,,,,,,,,,,,
1001,5,7,2012,Mcomeau,,,,,,I5,5,4,i,14,,,,,,,,,,,,,,,,,
1002,5,7,2012,Mcomeau,,,,,,I5,5,4,i,11,,,,,,,,,,,,,,,,,
1003,5,7,2012,Mcomeau,,,,,,I5,5,4,i,11,,,,,,,,,,,,,,,,,
1004,5,7,2012,Mcomeau,,,,,,I5,5,4,i,11,,,,,,,,,,,,,,,,,
1005,5,7,2012,Mcomeau,,,,,,I5,5,5,m,21,,,,,,,,,,,,,,,,,
1006,5,7,2012,Mcomeau,,,,,,I5,5,5,m,26,,,,,,,,,,,,,,,,,
1007,5,7,2012,Mcomeau,,,,,,I5,5,5,m,27,,,,,,,,,,,,,,,,,
1008,5,7,2012,Mcomeau,,,,,,I5,5,5,m,61,,,,,,,,,,,,,,,,,
1009,5,7,2012,Mcomeau,,,,,,I5,5,5,i,13,,,,,,,,,,,,,,,,,
1010,5,7,2012,Mcomeau,,,,,,I5,5,5,m,40,,,,,,,,,,,,,,,,,
1011,5,7,2012,Mcomeau,,,,,,I5,5,5,i,16,,,,,,,,,,,,,,,,,
1012,5,7,2012,Mcomeau,,,,,,I5,5,6,f,27,,,,,,,,,,,,,,,,,
1013,5,7,2012,Mcomeau,,,,,,I5,5,6,i,12,,,,,,,,,,,,,,,,,
1014,5,7,2012,Mcomeau,,,,,,I5,5,6,f,47,,,,,,,,,,,,,,,,,
1015,5,7,2012,Mcomeau,,,,,,I5,5,6,i,16,,,,,,,,,,,,,,,,,
1016,5,7,2012,Mcomeau,,,,,,I5,5,6,m,21,,,,,,,,,,,,,,,,,
1017,5,7,2012,Mcomeau,,,,,,I5,5,6,i,14,,,,,,,,,,,,,,,,,
1018,5,7,2012,Mcomeau,,,,,,I5,5,7,i,19,,,,,,,,,,,,,,,,,
1019,5,7,2012,Mcomeau,,,,,,I5,5,7,i,13,,,,,,,,,,,,,,,,,
1020,5,7,2012,Mcomeau,,,,,,I5,5,8,i,13,,,,,,,,,,,,,,,,,
1021,5,7,2012,Mcomeau,,,,,,I5,5,8,f,84,,,,,,,,,,,,,,,,,
1022,5,7,2012,Mcomeau,,,,,,I5,5,8,i,18,,,,,,,,,,,,,,,,,
1023,5,7,2012,Mcomeau,,,,,,I5,5,8,i,11,,,,,,,,,,,,,,,,,
1024,5,7,2012,Mcomeau,,,,,,I5,5,8,i,12,,,,,,,,,,,,,,,,,
1025,5,7,2012,Mcomeau,,,,,,I5,5,8,f,23,,,,,,,,,,,,,,,,,
1026,5,7,2012,Mcomeau,,,,,,I5,5,9,f,22,,,,,,,,,,,,,,,,,
1027,5,7,2012,Mcomeau,,,,,,I5,5,10,i,13,,,,,,,,,,,,,,,,,
1028,5,7,2012,Mcomeau,,,,,,I5,5,10,f,34,,,,,,,,,,,,,,,,,
1029,5,7,2012,Mcomeau,,,,,,I5,5,10,i,15,,,,,,,,,,,,,,,,,
1030,5,7,2012,Mcomeau,,,,,,I5,5,10,i,12,,,,,,,,,,,,,,,,,
1031,5,7,2012,Mcomeau,,,,,,I5,5,10,i,13,,,,,,,,,,,,,,,,,
1032,5,7,2012,Mcomeau,,,,,,I5,5,10,f,26,,,,,,,,,,,,,,,,,
1033,5,7,2012,Mcomeau,,,,,,I5,5,10,i,12,,,,,,,,,,,,,,,,,
1034,5,7,2012,Mcomeau,,,,,,I5,5,10,i,13,,,,,,,,,,,,,,,,,
1035,5,7,2012,Mcomeau,,,,,,I5,5,10,i,13,,,,,,,,,,,,,,,,,
1036,5,7,2012,Mcomeau,,,,,,I5,5,11,i,15,,,,,,,,,,,,,,,,,
1037,5,7,2012,Mcomeau,,,,,,I5,5,11,i,12,,,,,,,,,,,,,,,,,
1038,5,7,2012,Mcomeau,,,,,,I5,5,11,i,13,,,,,,,,,,,,,,,,,
1039,5,7,2012,Mcomeau,,,,,,I5,5,11,i,12,,,,,,,,,,,,,,,,,
1040,5,7,2012,Mcomeau,,,,,,I5,5,11,i,17,,,,,,,,,,,,,,,,,
1041,5,7,2012,Mcomeau,,,,,,I5,5,11,i,12,,,,,,,,,,,,,,,,,
1042,5,7,2012,Mcomeau,,,,,,I5,5,11,m,53,,,,,,,,,,,,,,,,,
1043,5,7,2012,Mcomeau,,,,,,I5,5,11,i,12,,,,,,,,,,,,,,,,,
1044,5,7,2012,Mcomeau,,,,,,I5,5,12,f,23,,,,,,,,,,,,,,,,,
1045,5,7,2012,Mcomeau,,,,,,I5,5,12,f,22,,,,,,,,,,,,,,,,,
1046,5,7,2012,Mcomeau,,,,,,I5,5,12,i,15,,,,,,,,,,,,,,,,,
1047,5,7,2012,Mcomeau,,,,,,I5,5,12,i,13,,,,,,,,,,,,,,,,,
1048,5,7,2012,Mcomeau,,,,,,I5,5,12,f,62,,,,,,,,,,,,,,,,,
1049,5,7,2012,Mcomeau,,,,,,I5,5,13,f,20,,,,,,,,,,,,,,,,,
1050,5,7,2012,Mcomeau,,,,,,I5,5,13,f,56,,,,,,,,,,,,,,,,,
1051,5,7,2012,Mcomeau,,,,,,I5,5,13,i,12,,,,,,,,,,,,,,,,,
1052,5,7,2012,Mcomeau,,,,,,I5,5,13,i,13,,,,,,,,,,,,,,,,,
1053,5,7,2012,Mcomeau,,,,,,I5,5,13,i,15,,,,,,,,,,,,,,,,,
1054,5,7,2012,Mcomeau,,,,,,I5,5,13,m,27,,,,,,,,,,,,,,,,,
1055,5,7,2012,Mcomeau,,,,,,I5,5,13,f,20,,,,,,,,,,,,,,,,,
1056,5,7,2012,Mcomeau,,,,,,I5,5,13,i,12,,,,,,,,,,,,,,,,,
1057,5,7,2012,Mcomeau,,,,,,I5,5,13,i,16,,,,,,,,,,,,,,,,,
1058,5,7,2012,Mcomeau,,,,,,I5,5,13,m,22,,,,,,,,,,,,,,,,,
1059,5,7,2012,Bcomeau,,,,,,I5,5,1,i,13,,,,,,,,,,,,,,,,,
1060,5,7,2012,Bcomeau,,,,,,I5,5,1,i,12,,,,,,,,,,,,,,,,,
1061,5,7,2012,Bcomeau,,,,,,I5,5,1,b1,70,,,,,,,,,,,,,,,,,
1062,5,7,2012,Bcomeau,,,,,,I5,5,1,i,12,,,,,,,,,,,,,,,,,
1063,5,7,2012,Bcomeau,,,,,,I5,5,1,i,12,,,,,,,,,,,,,,,,,
1064,5,7,2012,Bcomeau,,,,,,I5,5,1,i,14,,,,,,,,,,,,,,,,,
1065,5,7,2012,Bcomeau,,,,,,I5,5,2,m,37,,,,,,,,,,,,,,,,,
1066,5,7,2012,Bcomeau,,,,,,I5,5,2,i,15,,,,,,,,,,,,,,,,,
1067,5,7,2012,Bcomeau,,,,,,I5,5,2,m,25,,,,,,,,,,,,,,,,,
1068,5,7,2012,Bcomeau,,,,,,I5,5,2,i,12,,,,,,,,,,,,,,,,,
1069,5,7,2012,Bcomeau,,,,,,I5,5,3,m,135,,,,,,,,,,,,,,,,,
1070,5,7,2012,Bcomeau,,,,,,I5,5,3,i,19,,,,,,,,,,,,,,,,,
1071,5,7,2012,Bcomeau,,,,,,I5,5,3,i,12,,,,,,,,,,,,,,,,,
1072,5,7,2012,Bcomeau,,,,,,I5,5,3,f,75,,,,,,,,,,,,,,,,,
1073,5,7,2012,Bcomeau,,,,,,I5,5,3,f,61,,,,,,,,,,,,,,,,,
1074,5,7,2012,Bcomeau,,,,,,I5,5,4,m,26,,,,,,,,,,,,,,,,,
1075,5,7,2012,Bcomeau,,,,,,I5,5,4,m,36,,,,,,,,,,,,,,,,,
1076,5,7,2012,Bcomeau,,,,,,I5,5,5,i,12,,,,,,,,,,,,,,,,,
1077,5,7,2012,Bcomeau,,,,,,I5,5,5,i,12,,,,,,,,,,,,,,,,,
1078,5,7,2012,Bcomeau,,,,,,I5,5,6,i,12,,,,,,,,,,,,,,,,,
1079,5,7,2012,Bcomeau,,,,,,I5,5,7,,,,,,,,,,,,,,,,,,,
1080,5,7,2012,Bcomeau,,,,,,I5,5,8,i,15,,,,,,,,,,,,,,,,,
1081,5,7,2012,Bcomeau,,,,,,I5,5,8,f,31,,,,,,,,,,,,,,,,,
1082,5,7,2012,Bcomeau,,,,,,I5,5,8,i,12,,,,,,,,,,,,,,,,,
1083,5,7,2012,Bcomeau,,,,,,I5,5,8,i,12,,,,,,,,,,,,,,,,,
1084,5,7,2012,Bcomeau,,,,,,I5,5,8,f,22,,,,,,,,,,,,,,,,,
1085,5,7,2012,Bcomeau,,,,,,I5,5,8,i,12,,,,,,,,,,,,,,,,,
1086,5,7,2012,Bcomeau,,,,,,I5,5,9,f,22,,,,,,,,,,,,,,,,,
1087,5,7,2012,Bcomeau,,,,,,I5,5,9,i,16,,,,,,,,,,,,,,,,,
1088,5,7,2012,Bcomeau,,,,,,I5,5,9,i,15,,,,,,,,,,,,,,,,,
1089,5,7,2012,Bcomeau,,,,,,I5,5,10,i,15,,,,,,,,,,,,,,,,,
1090,5,7,2012,Bcomeau,,,,,,I5,5,10,f,20,,,,,,,,,,,,,,,,,
1091,5,7,2012,Bcomeau,,,,,,I5,5,10,i,16,,,,,,,,,,,,,,,,,
1092,5,7,2012,Bcomeau,,,,,,I5,5,10,m,65,,,,,,,,,,,,,,,,,
1093,5,7,2012,Bcomeau,,,,,,I5,5,10,i,12,,,,,,,,,,,,,,,,,
1094,5,7,2012,Bcomeau,,,,,,I5,5,10,i,13,,,,,,,,,,,,,,,,,
1095,5,7,2012,Bcomeau,,,,,,I5,5,11,m,49,,,,,,,,,,,,,,,,,
1096,5,7,2012,Bcomeau,,,,,,I5,5,11,f,23,,,,,,,,,,,,,,,,,
1097,5,7,2012,Bcomeau,,,,,,I5,5,11,b3,59,,,,,,,,,,,,,,,,,
1098,5,7,2012,Bcomeau,,,,,,I5,5,11,f,26,,,,,,,,,,,,,,,,,
1099,5,7,2012,Bcomeau,,,,,,I5,5,11,i,13,,,,,,,,,,,,,,,,,
1100,5,7,2012,Bcomeau,,,,,,I5,5,12,f,25,,,,,,,,,,,,,,,,,
1101,5,7,2012,Bcomeau,,,,,,I5,5,12,m,29,,,,,,,,,,,,,,,,,
1102,5,7,2012,Bcomeau,,,,,,I5,5,12,f,31,,,,,,,,,,,,,,,,,
1103,5,7,2012,Bcomeau,,,,,,I5,5,12,m,49,,,,,,,,,,,,,,,,,
1104,5,7,2012,Bcomeau,,,,,,I5,5,12,m,35,,,,,,,,,,,,,,,,,
1105,5,7,2012,Bcomeau,,,,,,I5,5,12,i,14,,,,,,,,,,,,,,,,,
1106,5,7,2012,Bcomeau,,,,,,I5,5,13,f,27,,,,,,,,,,,,,,,,,
1107,5,7,2012,Bcomeau,,,,,,I5,5,13,i,15,,,,,,,,,,,,,,,,,
1108,5,7,2012,Bcomeau,,,,,,I5,5,13,f,27,,,,,,,,,,,,,,,,,
1109,5,7,2012,Bcomeau,,,,,,I5,5,13,f,45,,,,,,,,,,,,,,,,,
1110,5,7,2012,Bcomeau,,,,,,I5,5,13,i,12,,,,,,,,,,,,,,,,,
1111,5,7,2012,Bcomeau,,,,,,I5,5,14,f,27,,,,,,,,,,,,,,,,,
1112,5,7,2012,Bcomeau,,,,,,I5,5,14,m,41,,,,,,,,,,,,,,,,,
1113,5,7,2012,Bcomeau,,,,,,I5,5,14,f,31,,,,,,,,,,,,,,,,,
1114,5,7,2012,Bcomeau,,,,,,I5,5,14,f,49,,,,,,,,,,,,,,,,,
1115,5,7,2012,Bcomeau,,,,,,I5,5,14,i,15,,,,,,,,,,,,,,,,,
1116,5,7,2012,Bcomeau,,,,,,I5,5,14,m,30,,,,,,,,,,,,,,,,,
1117,5,7,2012,Bcomeau,,,,,,I5,5,14,f,49,,,,,,,,,,,,,,,,,
1118,11,7,2012,Mcomeau,,,,,,I6,1,1,i,13,,,,,,,,,,,,,,,,,
1119,11,7,2012,Mcomeau,,,,,,I6,1,1,i,16,,,,,,,,,,,,,,,,,
1120,11,7,2012,Mcomeau,,,,,,I6,1,1,m,27,,,,,,,,,,,,,,,,,
1121,11,7,2012,Mcomeau,,,,,,I6,1,1,i,12,,,,,,,,,,,,,,,,,
1122,11,7,2012,Mcomeau,,,,,,I6,1,1,f,75,,,,,,,,,,,,,,,,,
1123,11,7,2012,Mcomeau,,,,,,I6,1,1,f,42,,,,,,,,,,,,,,,,,
1124,11,7,2012,Mcomeau,,,,,,I6,1,1,m,26,,,,,,,,,,,,,,,,,
1125,11,7,2012,Mcomeau,,,,,,I6,1,2,m,43,,,,,,,,,,,,,,,,,
1126,11,7,2012,Mcomeau,,,,,,I6,1,2,b1,85,,,,,,,,,,,,,,,,,
1127,11,7,2012,Mcomeau,,,,,,I6,1,2,i,15,,,,,,,,,,,,,,,,,
