REG,Marker ,Jour,Mois,Année,Plongeur,Depth_(ft),Site,Transect,section,sexe,LC_(mm)
CR,1,11,7,2014,Mcomeau,24,I2,1,1,i,16
CR,2,11,7,2014,Mcomeau,24,I2,1,1,i,12
CR,3,11,7,2014,Mcomeau,24,I2,1,1,f,23
CR,4,11,7,2014,Mcomeau,24,I2,1,1,i,18
CR,5,11,7,2014,Mcomeau,24,I2,1,1,i,11
CR,6,11,7,2014,Mcomeau,24,I2,1,1,i,18
CR,7,11,7,2014,Mcomeau,24,I2,1,1,m,45
CR,8,11,7,2014,Mcomeau,24,I2,1,1,i,13
CR,9,11,7,2014,Mcomeau,24,I2,1,2,f,28
CR,10,11,7,2014,Mcomeau,24,I2,1,2,i,8
CR,11,11,7,2014,Mcomeau,24,I2,1,2,f,25
CR,12,11,7,2014,Mcomeau,24,I2,1,2,i,9
CR,13,11,7,2014,Mcomeau,24,I2,1,2,i,18
CR,14,11,7,2014,Mcomeau,24,I2,1,2,i,19
CR,15,11,7,2014,Mcomeau,24,I2,1,2,i,11
CR,16,11,7,2014,Mcomeau,24,I2,1,2,f,29
CR,17,11,7,2014,Mcomeau,24,I2,1,2,i,18
CR,18,11,7,2014,Mcomeau,24,I2,1,2,i,10
CR,19,11,7,2014,Mcomeau,24,I2,1,2,i,9
CR,20,11,7,2014,Mcomeau,24,I2,1,2,i,20
CR,21,11,7,2014,Mcomeau,24,I2,1,2,m,23
CR,22,11,7,2014,Mcomeau,24,I2,1,2,i,9
CR,23,11,7,2014,Mcomeau,24,I2,1,2,i,11
CR,24,11,7,2014,Mcomeau,24,I2,1,2,i,15
CR,25,11,7,2014,Mcomeau,24,I2,1,3,m,35
CR,26,11,7,2014,Mcomeau,24,I2,1,3,m,27
CR,27,11,7,2014,Mcomeau,24,I2,1,3,i,11
CR,28,11,7,2014,Mcomeau,24,I2,1,3,i,22
CR,29,11,7,2014,Mcomeau,24,I2,1,3,i,16
CR,30,11,7,2014,Mcomeau,24,I2,1,3,f,73
CR,31,11,7,2014,Mcomeau,24,I2,1,3,i,11
CR,32,11,7,2014,Mcomeau,24,I2,1,3,f,20
CR,33,11,7,2014,Mcomeau,24,I2,1,3,i,10
CR,34,11,7,2014,Mcomeau,24,I2,1,3,f,22
CR,35,11,7,2014,Mcomeau,24,I2,1,3,i,9
CR,36,11,7,2014,Mcomeau,24,I2,1,3,i,13
CR,37,11,7,2014,Mcomeau,24,I2,1,3,i,11
CR,38,11,7,2014,Mcomeau,24,I2,1,3,m,53
CR,39,11,7,2014,Mcomeau,24,I2,1,3,i,16
CR,40,11,7,2014,Mcomeau,24,I2,1,3,i,12
CR,41,11,7,2014,Mcomeau,24,I2,1,3,i,24
CR,42,11,7,2014,Mcomeau,24,I2,1,3,i,10
CR,43,11,7,2014,Mcomeau,24,I2,1,3,i,13
CR,44,11,7,2014,Mcomeau,24,I2,1,3,f,22
CR,45,11,7,2014,Mcomeau,24,I2,1,3,i,9
CR,46,11,7,2014,Mcomeau,24,I2,1,3,i,8
CR,47,11,7,2014,Mcomeau,24,I2,1,3,i,9
CR,48,11,7,2014,Mcomeau,24,I2,1,4,f,33
CR,49,11,7,2014,Mcomeau,24,I2,1,4,i,10
CR,50,11,7,2014,Mcomeau,24,I2,1,4,m,25
CR,51,11,7,2014,Mcomeau,24,I2,1,4,f,23
CR,52,11,7,2014,Mcomeau,24,I2,1,4,i,11
CR,53,11,7,2014,Mcomeau,24,I2,1,4,i,20
CR,54,11,7,2014,Mcomeau,24,I2,1,4,i,10
CR,55,11,7,2014,Mcomeau,24,I2,1,4,i,9
CR,56,11,7,2014,Mcomeau,24,I2,1,4,i,10
CR,57,11,7,2014,Mcomeau,24,I2,1,4,f,29
CR,58,11,7,2014,Mcomeau,24,I2,1,4,f,25
CR,59,11,7,2014,Mcomeau,24,I2,1,4,i,16
CR,60,11,7,2014,Mcomeau,24,I2,1,4,f,24
CR,61,11,7,2014,Mcomeau,24,I2,1,4,i,16
CR,62,11,7,2014,Mcomeau,24,I2,1,4,f,23
CR,63,11,7,2014,Mcomeau,24,I2,1,4,i,10
CR,64,11,7,2014,Mcomeau,24,I2,1,4,i,11
CR,65,11,7,2014,Mcomeau,24,I2,1,4,m,28
CR,66,11,7,2014,Mcomeau,24,I2,1,4,i,10
CR,67,11,7,2014,Mcomeau,24,I2,1,4,i,9
CR,68,11,7,2014,Mcomeau,24,I2,1,5,f,22
CR,69,11,7,2014,Mcomeau,24,I2,1,5,f,21
CR,70,11,7,2014,Mcomeau,24,I2,1,5,i,9
CR,71,11,7,2014,Mcomeau,24,I2,1,5,i,10
CR,72,11,7,2014,Mcomeau,24,I2,1,5,i,10
CR,73,11,7,2014,Mcomeau,24,I2,1,5,i,23
CR,74,11,7,2014,Mcomeau,24,I2,1,5,i,22
CR,75,11,7,2014,Mcomeau,24,I2,1,5,i,25
CR,76,11,7,2014,Mcomeau,24,I2,1,5,m,40
CR,77,11,7,2014,Mcomeau,24,I2,1,5,i,21
CR,78,11,7,2014,Mcomeau,24,I2,1,5,i,10
CR,79,11,7,2014,Mcomeau,24,I2,1,5,f,26
CR,80,11,7,2014,Mcomeau,24,I2,1,5,f,27
CR,81,11,7,2014,Mcomeau,24,I2,1,5,i,21
CR,82,11,7,2014,Mcomeau,24,I2,1,5,i,18
CR,83,11,7,2014,Mcomeau,24,I2,1,5,i,11
CR,84,11,7,2014,Mcomeau,24,I2,1,5,i,22
CR,85,11,7,2014,Mcomeau,24,I2,1,5,i,13
CR,86,11,7,2014,Mcomeau,24,I2,1,5,i,16
CR,87,11,7,2014,Mcomeau,24,I2,1,5,i,12
CR,88,11,7,2014,Mcomeau,24,I2,1,5,i,27
CR,89,11,7,2014,Mcomeau,24,I2,1,5,i,22
CR,90,11,7,2014,Mcomeau,24,I2,1,5,i,17
CR,91,11,7,2014,Mcomeau,24,I2,1,5,f,48
CR,92,11,7,2014,Mcomeau,24,I2,1,5,i,23
CR,93,11,7,2014,Mcomeau,24,I2,1,5,f,23
CR,94,11,7,2014,Mcomeau,24,I2,1,5,i,9
CR,95,11,7,2014,Mcomeau,24,I2,1,5,f,21
CR,96,11,7,2014,Mcomeau,24,I2,1,6,f,26
CR,97,11,7,2014,Mcomeau,24,I2,1,6,f,21
CR,98,11,7,2014,Mcomeau,24,I2,1,6,f,22
CR,99,11,7,2014,Mcomeau,24,I2,1,6,i,9
CR,100,11,7,2014,Mcomeau,24,I2,1,6,i,10
CR,101,11,7,2014,Mcomeau,24,I2,1,6,i,11
CR,102,11,7,2014,Mcomeau,24,I2,1,6,i,16
CR,103,11,7,2014,Mcomeau,24,I2,1,6,f,21
CR,104,11,7,2014,Mcomeau,24,I2,1,6,f,21
CR,105,11,7,2014,Mcomeau,24,I2,1,6,i,10
CR,106,11,7,2014,Mcomeau,24,I2,1,6,i,13
CR,107,11,7,2014,Mcomeau,24,I2,1,6,i,9
CR,108,11,7,2014,Mcomeau,24,I2,1,6,i,9
CR,109,11,7,2014,Mcomeau,24,I2,1,6,i,9
CR,110,11,7,2014,Mcomeau,24,I2,1,6,f,21
CR,111,11,7,2014,Mcomeau,24,I2,1,6,i,11
CR,112,11,7,2014,Mcomeau,24,I2,1,6,i,10
CR,113,11,7,2014,Mcomeau,24,I2,1,6,m,45
CR,114,11,7,2014,Mcomeau,24,I2,1,6,f,43
CR,115,11,7,2014,Mcomeau,24,I2,1,7,i,10
CR,116,11,7,2014,Mcomeau,24,I2,1,7,i,9
CR,117,11,7,2014,Mcomeau,24,I2,1,7,m,31
CR,118,11,7,2014,Mcomeau,24,I2,1,7,i,11
CR,119,11,7,2014,Mcomeau,24,I2,1,7,i,13
CR,120,11,7,2014,Mcomeau,24,I2,1,7,i,18
CR,121,11,7,2014,Mcomeau,24,I2,1,7,i,10
CR,122,11,7,2014,Mcomeau,24,I2,1,7,i,11
CR,123,11,7,2014,Mcomeau,24,I2,1,7,i,9
CR,124,11,7,2014,Mcomeau,24,I2,1,7,i,10
CR,125,11,7,2014,Mcomeau,24,I2,1,7,i,11
CR,126,11,7,2014,Mcomeau,24,I2,1,7,i,9
CR,127,11,7,2014,Mcomeau,24,I2,1,7,i,19
CR,128,11,7,2014,Mcomeau,24,I2,1,7,i,10
CR,129,11,7,2014,Mcomeau,24,I2,1,7,i,9
CR,130,11,7,2014,Mcomeau,24,I2,1,7,f,34
CR,131,11,7,2014,Mcomeau,24,I2,1,7,i,9
CR,132,11,7,2014,Mcomeau,24,I2,1,7,i,10
CR,133,11,7,2014,Mcomeau,24,I2,1,7,i,13
CR,134,11,7,2014,Mcomeau,24,I2,1,7,i,10
CR,135,11,7,2014,Mcomeau,24,I2,1,7,i,21
CR,136,11,7,2014,Mcomeau,24,I2,1,7,i,11
CR,137,11,7,2014,Mcomeau,24,I2,1,7,i,16
CR,138,11,7,2014,Mcomeau,24,I2,1,7,i,9
CR,139,11,7,2014,Mcomeau,24,I2,1,7,i,21
CR,140,11,7,2014,Mcomeau,24,I2,1,7,m,27
CR,141,11,7,2014,Mcomeau,24,I2,1,8,i,10
CR,142,11,7,2014,Mcomeau,24,I2,1,8,i,9
CR,143,11,7,2014,Mcomeau,24,I2,1,8,i,9
CR,144,11,7,2014,Mcomeau,24,I2,1,8,i,10
CR,145,11,7,2014,Mcomeau,24,I2,1,8,i,21
CR,146,11,7,2014,Mcomeau,24,I2,1,8,i,8
CR,147,11,7,2014,Mcomeau,24,I2,1,8,f,35
CR,148,11,7,2014,Mcomeau,24,I2,1,8,i,13
CR,149,11,7,2014,Mcomeau,24,I2,1,8,i,13
CR,150,11,7,2014,Mcomeau,24,I2,1,8,i,9
CR,151,11,7,2014,Mcomeau,24,I2,1,8,i,19
CR,152,11,7,2014,Mcomeau,24,I2,1,8,i,11
CR,153,11,7,2014,Mcomeau,24,I2,1,8,i,9
CR,154,11,7,2014,Mcomeau,24,I2,1,8,i,9
CR,155,11,7,2014,Mcomeau,24,I2,1,8,i,10
CR,156,11,7,2014,Mcomeau,24,I2,1,8,i,21
CR,157,11,7,2014,Mcomeau,24,I2,1,8,i,9
CR,158,11,7,2014,Mcomeau,24,I2,1,8,i,11
CR,159,11,7,2014,Mcomeau,24,I2,1,8,f,73
CR,160,11,7,2014,Mcomeau,24,I2,1,8,i,9
CR,161,11,7,2014,Mcomeau,24,I2,1,8,m,75
CR,162,11,7,2014,Mcomeau,24,I2,1,8,i,18
CR,163,11,7,2014,Mcomeau,24,I2,1,8,i,10
CR,164,11,7,2014,Mcomeau,24,I2,1,8,i,9
CR,165,11,7,2014,Mcomeau,24,I2,1,9,i,16
CR,166,11,7,2014,Mcomeau,24,I2,1,9,i,10
CR,167,11,7,2014,Mcomeau,24,I2,1,9,i,9
CR,168,11,7,2014,Mcomeau,24,I2,1,9,i,8
CR,169,11,7,2014,Mcomeau,24,I2,1,9,i,9
CR,170,11,7,2014,Mcomeau,24,I2,1,9,i,9
CR,171,11,7,2014,Mcomeau,24,I2,1,9,i,11
CR,172,11,7,2014,Mcomeau,24,I2,1,9,i,9
CR,173,11,7,2014,Mcomeau,24,I2,1,9,i,21
CR,174,11,7,2014,Mcomeau,24,I2,1,9,i,8
CR,175,11,7,2014,Mcomeau,24,I2,1,9,f,28
CR,176,11,7,2014,Mcomeau,24,I2,1,9,f,33
CR,177,11,7,2014,Mcomeau,24,I2,1,9,i,19
CR,178,11,7,2014,Mcomeau,24,I2,1,9,i,11
CR,179,11,7,2014,Mcomeau,24,I2,1,9,b3,82
CR,180,11,7,2014,Mcomeau,24,I2,1,9,f,23
CR,181,11,7,2014,Mcomeau,24,I2,1,9,m,25
CR,182,11,7,2014,Mcomeau,24,I2,1,9,m,28
CR,183,11,7,2014,Mcomeau,24,I2,1,9,i,22
CR,184,11,7,2014,Mcomeau,24,I2,1,9,i,9
CR,185,11,7,2014,Mcomeau,24,I2,1,9,i,18
CR,186,11,7,2014,Mcomeau,24,I2,1,10,m,42
CR,187,11,7,2014,Mcomeau,24,I2,1,10,i,21
CR,188,11,7,2014,Mcomeau,24,I2,1,10,i,11
CR,189,11,7,2014,Mcomeau,24,I2,1,10,i,9
CR,190,11,7,2014,Mcomeau,24,I2,1,10,i,10
CR,191,11,7,2014,Mcomeau,24,I2,1,10,m,34
CR,192,11,7,2014,Mcomeau,24,I2,1,10,m,36
CR,193,11,7,2014,Mcomeau,24,I2,1,10,f,31
CR,194,11,7,2014,Mcomeau,24,I2,1,10,i,19
CR,195,11,7,2014,Mcomeau,24,I2,1,10,f,27
CR,196,11,7,2014,Mcomeau,24,I2,1,10,f,57
CR,197,11,7,2014,Mcomeau,24,I2,1,10,m,23
CR,198,11,7,2014,Mcomeau,24,I2,1,10,f,51
CR,199,11,7,2014,Mcomeau,24,I2,1,10,i,11
CR,200,11,7,2014,Mcomeau,24,I2,1,10,i,17
CR,201,11,7,2014,Mcomeau,24,I2,1,10,i,10
CR,202,11,7,2014,Mcomeau,24,I2,1,10,m,23
CR,203,11,7,2014,Mcomeau,24,I2,1,10,i,18
CR,204,11,7,2014,Mcomeau,24,I2,1,10,f,26
CR,205,11,7,2014,Mcomeau,24,I2,1,10,f,26
CR,206,11,7,2014,Mcomeau,24,I2,1,10,i,11
CR,207,11,7,2014,Mcomeau,24,I2,1,10,i,17
CR,208,11,7,2014,Mcomeau,24,I2,1,10,i,16
CR,209,11,7,2014,Mcomeau,24,I2,1,11,m,48
CR,210,11,7,2014,Mcomeau,24,I2,1,11,f,80
CR,211,11,7,2014,Mcomeau,24,I2,1,11,m,67
CR,212,11,7,2014,Mcomeau,24,I2,1,11,i,9
CR,213,11,7,2014,Mcomeau,24,I2,1,11,i,11
CR,214,11,7,2014,Mcomeau,24,I2,1,11,i,18
CR,215,11,7,2014,Mcomeau,24,I2,1,11,i,10
CR,216,11,7,2014,Mcomeau,24,I2,1,11,i,17
CR,217,11,7,2014,Mcomeau,24,I2,1,11,m,95
CR,218,11,7,2014,Mcomeau,24,I2,1,11,f,24
CR,219,11,7,2014,Mcomeau,24,I2,1,11,m,63
CR,220,11,7,2014,Mcomeau,24,I2,1,11,i,13
CR,221,11,7,2014,Mcomeau,24,I2,1,11,m,21
CR,222,11,7,2014,Mcomeau,24,I2,1,11,m,23
CR,223,11,7,2014,Mcomeau,24,I2,1,11,f,65
CR,224,11,7,2014,Mcomeau,26,I2,1,19,f,71
CR,225,11,7,2014,Mcomeau,26,I2,1,19,f,70
CR,226,11,7,2014,Mcomeau,26,I2,1,19,f,75
CR,227,11,7,2014,Mcomeau,26,I2,1,19,i,18
CR,228,11,7,2014,Mcomeau,26,I2,1,19,i,9
CR,229,11,7,2014,Mcomeau,26,I2,1,19,f,22
CR,230,11,7,2014,Mcomeau,26,I2,1,19,f,36
CR,231,11,7,2014,Mcomeau,26,I2,1,19,i,20
CR,232,11,7,2014,Mcomeau,26,I2,1,19,i,17
CR,233,11,7,2014,Mcomeau,26,I2,1,19,i,17
CR,234,11,7,2014,Mcomeau,26,I2,1,19,i,9
CR,235,11,7,2014,Mcomeau,26,I2,1,19,i,10
CR,236,11,7,2014,Mcomeau,26,I2,1,19,i,16
CR,237,11,7,2014,Mcomeau,26,I2,1,19,i,19
CR,238,11,7,2014,Mcomeau,26,I2,1,20,m,32
CR,239,11,7,2014,Mcomeau,26,I2,1,20,f,40
CR,240,11,7,2014,Mcomeau,26,I2,1,20,m,23
CR,241,11,7,2014,Mcomeau,26,I2,1,20,f,25
CR,242,11,7,2014,Mcomeau,26,I2,1,20,i,10
CR,243,11,7,2014,Mcomeau,26,I2,1,20,i,9
CR,244,11,7,2014,Mcomeau,26,I2,1,20,i,9
CR,245,11,7,2014,Mcomeau,26,I2,1,20,m,25
CR,246,11,7,2014,Mcomeau,26,I2,1,20,m,22
CR,247,11,7,2014,Mcomeau,26,I2,1,20,i,9
CR,248,11,7,2014,Mcomeau,26,I2,1,20,m,30
CR,249,11,7,2014,Mcomeau,26,I2,1,20,f,38
CR,250,11,7,2014,Mcomeau,26,I2,1,20,i,25
CR,251,11,7,2014,Mcomeau,26,I2,1,20,f,36
CR,252,11,7,2014,Mcomeau,26,I2,1,20,f,28
CR,253,11,7,2014,Mcomeau,26,I2,1,20,m,28
CR,254,11,7,2014,Bcomeau,26,I2,1,1,m,36
CR,255,11,7,2014,Bcomeau,26,I2,1,1,i,11
CR,256,11,7,2014,Bcomeau,26,I2,1,1,i,10
CR,257,11,7,2014,Bcomeau,26,I2,1,1,m,34
CR,258,11,7,2014,Bcomeau,26,I2,1,1,m,20
CR,259,11,7,2014,Bcomeau,26,I2,1,1,f,70
CR,260,11,7,2014,Bcomeau,26,I2,1,1,i,13
CR,261,11,7,2014,Bcomeau,26,I2,1,1,i,13
CR,262,11,7,2014,Bcomeau,26,I2,1,2,f,66
CR,263,11,7,2014,Bcomeau,26,I2,1,2,i,12
CR,264,11,7,2014,Bcomeau,26,I2,1,2,i,12
CR,265,11,7,2014,Bcomeau,26,I2,1,2,f,29
CR,266,11,7,2014,Bcomeau,26,I2,1,2,i,18
CR,267,11,7,2014,Bcomeau,26,I2,1,2,i,13
CR,268,11,7,2014,Bcomeau,26,I2,1,2,i,14
CR,269,11,7,2014,Bcomeau,26,I2,1,2,i,18
CR,270,11,7,2014,Bcomeau,26,I2,1,2,i,10
CR,271,11,7,2014,Bcomeau,26,I2,1,2,m,25
CR,272,11,7,2014,Bcomeau,26,I2,1,2,i,10
CR,273,11,7,2014,Bcomeau,26,I2,1,2,i,10
CR,274,11,7,2014,Bcomeau,26,I2,1,2,i,11
CR,275,11,7,2014,Bcomeau,26,I2,1,2,m,30
CR,276,11,7,2014,Bcomeau,26,I2,1,2,i,11
CR,277,11,7,2014,Bcomeau,26,I2,1,2,i,13
CR,278,11,7,2014,Bcomeau,26,I2,1,2,i,13
CR,279,11,7,2014,Bcomeau,26,I2,1,2,i,9
CR,280,11,7,2014,Bcomeau,26,I2,1,2,i,12
CR,281,11,7,2014,Bcomeau,26,I2,1,2,i,14
CR,282,11,7,2014,Bcomeau,26,I2,1,2,m,25
CR,283,11,7,2014,Bcomeau,26,I2,1,2,i,17
CR,284,11,7,2014,Bcomeau,26,I2,1,2,m,21
CR,285,11,7,2014,Bcomeau,26,I2,1,2,i,17
CR,286,11,7,2014,Bcomeau,26,I2,1,3,f,23
CR,287,11,7,2014,Bcomeau,26,I2,1,3,i,14
CR,288,11,7,2014,Bcomeau,26,I2,1,3,i,11
CR,289,11,7,2014,Bcomeau,26,I2,1,3,i,14
CR,290,11,7,2014,Bcomeau,26,I2,1,3,i,13
CR,291,11,7,2014,Bcomeau,26,I2,1,3,i,18
CR,292,11,7,2014,Bcomeau,26,I2,1,3,f,30
CR,293,11,7,2014,Bcomeau,26,I2,1,4,f,23
CR,294,11,7,2014,Bcomeau,26,I2,1,4,i,10
CR,295,11,7,2014,Bcomeau,26,I2,1,4,i,18
CR,296,11,7,2014,Bcomeau,26,I2,1,4,i,15
CR,297,11,7,2014,Bcomeau,26,I2,1,4,i,13
CR,298,11,7,2014,Bcomeau,26,I2,1,4,i,13
CR,299,11,7,2014,Bcomeau,26,I2,1,4,f,30
CR,300,11,7,2014,Bcomeau,26,I2,1,4,m,20
CR,301,11,7,2014,Bcomeau,26,I2,1,4,f,30
CR,302,11,7,2014,Bcomeau,26,I2,1,4,i,19
CR,303,11,7,2014,Bcomeau,26,I2,1,5,f,28
CR,304,11,7,2014,Bcomeau,26,I2,1,5,f,27
CR,305,11,7,2014,Bcomeau,26,I2,1,5,m,31
CR,306,11,7,2014,Bcomeau,26,I2,1,5,i,10
CR,307,11,7,2014,Bcomeau,26,I2,1,5,i,15
CR,308,11,7,2014,Bcomeau,26,I2,1,5,i,11
CR,309,11,7,2014,Bcomeau,26,I2,1,5,i,13
CR,310,11,7,2014,Bcomeau,26,I2,1,5,f,57
CR,311,11,7,2014,Bcomeau,26,I2,1,5,i,12
CR,312,11,7,2014,Bcomeau,26,I2,1,5,m,39
CR,313,11,7,2014,Bcomeau,26,I2,1,5,f,71
CR,314,11,7,2014,Bcomeau,26,I2,1,5,f,23
CR,315,11,7,2014,Bcomeau,26,I2,1,5,i,12
CR,316,11,7,2014,Bcomeau,26,I2,1,5,m,97
CR,317,11,7,2014,Bcomeau,26,I2,1,5,i,15
CR,318,11,7,2014,Bcomeau,26,I2,1,5,m,40
CR,319,11,7,2014,Bcomeau,26,I2,1,5,i,13
CR,320,11,7,2014,Bcomeau,26,I2,1,5,i,17
CR,321,11,7,2014,Bcomeau,26,I2,1,5,i,19
CR,322,11,7,2014,Bcomeau,26,I2,1,5,m,26
CR,323,11,7,2014,Bcomeau,26,I2,1,6,f,27
CR,324,11,7,2014,Bcomeau,26,I2,1,6,f,26
CR,325,11,7,2014,Bcomeau,26,I2,1,6,i,21
CR,326,11,7,2014,Bcomeau,26,I2,1,6,i,14
CR,327,11,7,2014,Bcomeau,26,I2,1,6,i,13
CR,328,11,7,2014,Bcomeau,26,I2,1,6,i,15
CR,329,11,7,2014,Bcomeau,26,I2,1,6,i,12
CR,330,11,7,2014,Bcomeau,26,I2,1,6,i,13
CR,331,11,7,2014,Bcomeau,26,I2,1,6,m,23
CR,332,11,7,2014,Bcomeau,26,I2,1,6,i,14
CR,333,11,7,2014,Bcomeau,26,I2,1,6,f,20
CR,334,11,7,2014,Bcomeau,26,I2,1,6,m,30
CR,335,11,7,2014,Bcomeau,26,I2,1,6,m,21
CR,336,11,7,2014,Bcomeau,26,I2,1,6,m,42
CR,337,11,7,2014,Bcomeau,26,I2,1,6,i,11
CR,338,11,7,2014,Bcomeau,26,I2,1,6,i,11
CR,339,11,7,2014,Bcomeau,26,I2,1,6,i,10
CR,340,11,7,2014,Bcomeau,26,I2,1,6,i,10
CR,341,11,7,2014,Bcomeau,26,I2,1,6,i,12
CR,342,11,7,2014,Bcomeau,26,I2,1,6,i,12
CR,343,11,7,2014,Bcomeau,26,I2,1,6,i,18
CR,344,11,7,2014,Bcomeau,26,I2,1,6,f,20
CR,345,11,7,2014,Bcomeau,26,I2,1,6,i,13
CR,346,11,7,2014,Bcomeau,26,I2,1,6,i,12
CR,347,11,7,2014,Bcomeau,26,I2,1,6,m,31
CR,348,11,7,2014,Bcomeau,26,I2,1,6,f,22
CR,349,11,7,2014,Bcomeau,26,I2,1,6,f,26
CR,350,11,7,2014,Bcomeau,26,I2,1,6,m,34
CR,351,11,7,2014,Bcomeau,26,I2,1,6,m,32
CR,352,11,7,2014,Bcomeau,26,I2,1,6,i,11
CR,353,11,7,2014,Bcomeau,26,I2,1,6,m,20
CR,354,11,7,2014,Bcomeau,26,I2,1,6,i,9
CR,355,11,7,2014,Bcomeau,26,I2,1,6,m,21
CR,356,11,7,2014,Bcomeau,26,I2,1,6,f,35
CR,357,11,7,2014,Bcomeau,26,I2,1,6,m,24
CR,358,11,7,2014,Bcomeau,26,I2,1,6,i,14
CR,359,11,7,2014,Bcomeau,26,I2,1,6,i,12
CR,360,11,7,2014,Bcomeau,26,I2,1,6,i,12
CR,361,11,7,2014,Bcomeau,26,I2,1,6,i,15
CR,362,11,7,2014,Bcomeau,26,I2,1,6,i,16
CR,363,11,7,2014,Bcomeau,26,I2,1,6,i,13
CR,364,11,7,2014,Bcomeau,26,I2,1,6,i,13
CR,365,11,7,2014,Bcomeau,26,I2,1,6,i,12
CR,366,11,7,2014,Bcomeau,26,I2,1,6,f,27
CR,367,11,7,2014,Bcomeau,26,I2,1,6,i,14
CR,368,11,7,2014,Bcomeau,26,I2,1,6,i,13
CR,369,11,7,2014,Bcomeau,26,I2,1,6,f,26
CR,370,11,7,2014,Bcomeau,26,I2,1,6,m,21
CR,371,11,7,2014,Bcomeau,26,I2,1,6,i,15
CR,372,11,7,2014,Bcomeau,26,I2,1,7,i,12
CR,373,11,7,2014,Bcomeau,26,I2,1,7,f,23
CR,374,11,7,2014,Bcomeau,26,I2,1,7,i,13
CR,375,11,7,2014,Bcomeau,26,I2,1,7,i,13
CR,376,11,7,2014,Bcomeau,26,I2,1,7,m,51
CR,377,11,7,2014,Bcomeau,26,I2,1,7,i,14
CR,378,11,7,2014,Bcomeau,26,I2,1,7,f,23
CR,379,11,7,2014,Bcomeau,26,I2,1,7,m,20
CR,380,11,7,2014,Bcomeau,26,I2,1,7,i,13
CR,381,11,7,2014,Bcomeau,26,I2,1,7,i,20
CR,382,11,7,2014,Bcomeau,26,I2,1,7,f,31
CR,383,11,7,2014,Bcomeau,26,I2,1,7,m,24
CR,384,11,7,2014,Bcomeau,26,I2,1,7,m,26
CR,385,11,7,2014,Bcomeau,26,I2,1,7,i,11
CR,386,11,7,2014,Bcomeau,26,I2,1,7,i,12
CR,387,11,7,2014,Bcomeau,26,I2,1,7,i,11
CR,388,11,7,2014,Bcomeau,26,I2,1,7,i,13
CR,389,11,7,2014,Bcomeau,26,I2,1,7,i,17
CR,390,11,7,2014,Bcomeau,26,I2,1,7,i,15
CR,391,11,7,2014,Bcomeau,26,I2,1,7,f,20
CR,392,11,7,2014,Bcomeau,26,I2,1,7,i,11
CR,393,11,7,2014,Bcomeau,26,I2,1,7,i,19
CR,394,11,7,2014,Bcomeau,26,I2,1,7,m,29
CR,395,11,7,2014,Bcomeau,26,I2,1,7,f,16
CR,396,11,7,2014,Bcomeau,26,I2,1,7,f,30
CR,397,11,7,2014,Bcomeau,26,I2,1,7,i,12
CR,398,11,7,2014,Bcomeau,26,I2,1,7,i,11
CR,399,11,7,2014,Bcomeau,26,I2,1,7,i,7
CR,400,11,7,2014,Bcomeau,26,I2,1,7,m,22
CR,401,11,7,2014,Bcomeau,26,I2,1,7,i,12
CR,402,11,7,2014,Bcomeau,26,I2,1,7,i,10
CR,403,11,7,2014,Bcomeau,26,I2,1,8,m,22
CR,404,11,7,2014,Bcomeau,26,I2,1,8,i,13
CR,405,11,7,2014,Bcomeau,26,I2,1,8,i,16
CR,406,11,7,2014,Bcomeau,26,I2,1,8,f,21
CR,407,11,7,2014,Bcomeau,26,I2,1,8,i,10
CR,408,11,7,2014,Bcomeau,26,I2,1,8,m,22
CR,409,11,7,2014,Bcomeau,26,I2,1,8,f,21
CR,410,11,7,2014,Bcomeau,26,I2,1,8,i,19
CR,411,11,7,2014,Bcomeau,26,I2,1,8,f,20
CR,412,11,7,2014,Bcomeau,26,I2,1,8,m,31
CR,413,11,7,2014,Bcomeau,26,I2,1,8,i,11
CR,414,11,7,2014,Bcomeau,26,I2,1,8,i,12
CR,415,11,7,2014,Bcomeau,26,I2,1,8,i,12
CR,416,11,7,2014,Bcomeau,26,I2,1,8,f,22
CR,417,11,7,2014,Bcomeau,26,I2,1,8,f,21
CR,418,11,7,2014,Bcomeau,26,I2,1,8,f,24
CR,419,11,7,2014,Bcomeau,26,I2,1,8,f,21
CR,420,11,7,2014,Bcomeau,26,I2,1,8,f,44
CR,421,11,7,2014,Bcomeau,26,I2,1,8,i,11
CR,422,11,7,2014,Bcomeau,26,I2,1,8,m,20
CR,423,11,7,2014,Bcomeau,26,I2,1,9,i,13
CR,424,11,7,2014,Bcomeau,26,I2,1,9,i,10
CR,425,11,7,2014,Bcomeau,26,I2,1,9,f,34
CR,426,11,7,2014,Bcomeau,26,I2,1,9,f,37
CR,427,11,7,2014,Bcomeau,26,I2,1,9,m,41
CR,428,11,7,2014,Bcomeau,26,I2,1,9,i,17
CR,429,11,7,2014,Bcomeau,26,I2,1,9,f,21
CR,430,11,7,2014,Bcomeau,26,I2,1,9,m,31
CR,431,11,7,2014,Bcomeau,26,I2,1,9,i,14
CR,432,11,7,2014,Bcomeau,26,I2,1,9,i,18
CR,433,11,7,2014,Bcomeau,26,I2,1,10,f,21
CR,434,11,7,2014,Bcomeau,26,I2,1,10,i,10
CR,435,11,7,2014,Bcomeau,26,I2,1,10,i,21
