REG,Marker ,Jour,Mois,Année,Plongeur,Depth_(ft),Site,Transect,section,sexe,LC_(mm)
CR,1973,9,7,2014,Mcomeau,19,I5,1,6,f,27
CR,1974,9,7,2014,Mcomeau,19,I5,1,6,i,13
CR,1975,9,7,2014,Mcomeau,19,I5,1,6,i,9
CR,1976,9,7,2014,Mcomeau,19,I5,1,6,i,9
CR,1977,9,7,2014,Mcomeau,19,I5,1,6,i,10
CR,1978,9,7,2014,Mcomeau,19,I5,1,6,i,10
CR,1979,9,7,2014,Mcomeau,19,I5,1,6,m,62
CR,1980,9,7,2014,Mcomeau,19,I5,1,6,i,10
CR,1981,9,7,2014,Mcomeau,19,I5,1,6,f,23
CR,1982,9,7,2014,Mcomeau,19,I5,1,6,f,24
CR,1983,9,7,2014,Mcomeau,19,I5,1,6,m,36
CR,1984,9,7,2014,Mcomeau,19,I5,1,6,i,20
CR,1985,9,7,2014,Mcomeau,19,I5,1,6,i,10
CR,1986,9,7,2014,Mcomeau,19,I5,1,7,m,33
CR,1987,9,7,2014,Mcomeau,19,I5,1,7,i,10
CR,1988,9,7,2014,Mcomeau,19,I5,1,7,i,10
CR,1989,9,7,2014,Mcomeau,19,I5,1,7,m,66
CR,1990,9,7,2014,Mcomeau,19,I5,1,7,m,47
CR,1991,9,7,2014,Mcomeau,19,I5,1,7,i,18
CR,1992,9,7,2014,Mcomeau,19,I5,1,7,i,10
CR,1993,9,7,2014,Mcomeau,19,I5,1,7,m,21
CR,1994,9,7,2014,Mcomeau,19,I5,1,7,i,15
CR,1995,9,7,2014,Mcomeau,19,I5,1,7,m,23
CR,1996,9,7,2014,Mcomeau,19,I5,1,7,i,10
CR,1997,9,7,2014,Mcomeau,19,I5,1,7,m,22
CR,1998,9,7,2014,Mcomeau,19,I5,1,7,f,25
CR,1999,9,7,2014,Mcomeau,19,I5,1,7,i,9
CR,2000,9,7,2014,Mcomeau,19,I5,1,7,m,49
CR,2001,9,7,2014,Mcomeau,19,I5,1,7,m,30
CR,2002,9,7,2014,Mcomeau,19,I5,1,7,m,23
CR,2003,9,7,2014,Mcomeau,19,I5,1,7,f,30
CR,2004,9,7,2014,Mcomeau,19,I5,1,8,f,68
CR,2005,9,7,2014,Mcomeau,19,I5,1,8,f,22
CR,2006,9,7,2014,Mcomeau,19,I5,1,8,m,23
CR,2007,9,7,2014,Mcomeau,19,I5,1,8,m,23
CR,2008,9,7,2014,Mcomeau,19,I5,1,8,i,10
CR,2009,9,7,2014,Mcomeau,19,I5,1,8,i,9
CR,2010,9,7,2014,Mcomeau,19,I5,1,8,i,9
CR,2011,9,7,2014,Mcomeau,19,I5,1,8,f,38
CR,2012,9,7,2014,Mcomeau,19,I5,1,8,m,23
CR,2013,9,7,2014,Mcomeau,19,I5,1,8,i,18
CR,2014,9,7,2014,Mcomeau,19,I5,1,8,f,50
CR,2015,9,7,2014,Mcomeau,19,I5,1,8,m,45
CR,2016,9,7,2014,Mcomeau,19,I5,1,9,f,38
CR,2017,9,7,2014,Mcomeau,19,I5,1,9,m,43
CR,2018,9,7,2014,Mcomeau,19,I5,1,9,f,52
CR,2019,9,7,2014,Mcomeau,19,I5,1,10,m,50
CR,2020,9,7,2014,Mcomeau,19,I5,1,10,m,20
CR,2021,9,7,2014,Mcomeau,19,I5,1,10,f,20
CR,2022,9,7,2014,Mcomeau,19,I5,1,10,i,9
CR,2023,9,7,2014,Mcomeau,19,I5,1,10,m,43
CR,2024,9,7,2014,Mcomeau,19,I5,1,10,m,43
CR,2025,9,7,2014,Bcomeau,15,I5,1,1,f,33
CR,2026,9,7,2014,Bcomeau,15,I5,1,1,f,23
CR,2027,9,7,2014,Bcomeau,15,I5,1,1,m,33
CR,2028,9,7,2014,Bcomeau,15,I5,1,1,i,12
CR,2029,9,7,2014,Bcomeau,15,I5,1,1,f,32
CR,2030,9,7,2014,Bcomeau,15,I5,1,1,i,12
CR,2031,9,7,2014,Bcomeau,15,I5,1,1,i,13
CR,2032,9,7,2014,Bcomeau,15,I5,1,1,i,14
CR,2033,9,7,2014,Bcomeau,15,I5,1,1,f,36
CR,2034,9,7,2014,Bcomeau,15,I5,1,2,f,34
CR,2035,9,7,2014,Bcomeau,15,I5,1,2,i,14
CR,2036,9,7,2014,Bcomeau,15,I5,1,2,f,22
CR,2037,9,7,2014,Bcomeau,15,I5,1,2,m,21
CR,2038,9,7,2014,Bcomeau,15,I5,1,2,i,9
CR,2039,9,7,2014,Bcomeau,15,I5,1,2,i,16
CR,2040,9,7,2014,Bcomeau,15,I5,1,2,i,18
CR,2041,9,7,2014,Bcomeau,15,I5,1,2,i,12
CR,2042,9,7,2014,Bcomeau,15,I5,1,2,f,38
CR,2043,9,7,2014,Bcomeau,15,I5,1,2,m,42
CR,2044,9,7,2014,Bcomeau,15,I5,1,2,f,23
CR,2045,9,7,2014,Bcomeau,15,I5,1,2,i,12
CR,2046,9,7,2014,Bcomeau,15,I5,1,2,i,13
CR,2047,9,7,2014,Bcomeau,15,I5,1,2,i,13
CR,2048,9,7,2014,Bcomeau,15,I5,1,2,f,22
CR,2049,9,7,2014,Bcomeau,15,I5,1,2,f,20
CR,2050,9,7,2014,Bcomeau,15,I5,1,2,i,14
CR,2051,9,7,2014,Bcomeau,15,I5,1,2,f,22
CR,2052,9,7,2014,Bcomeau,19,I5,1,5,f,28
CR,2053,9,7,2014,Bcomeau,19,I5,1,5,m,21
CR,2054,9,7,2014,Bcomeau,19,I5,1,5,m,35
CR,2055,9,7,2014,Bcomeau,19,I5,1,5,f,54
CR,2056,9,7,2014,Bcomeau,19,I5,1,5,i,11
CR,2057,9,7,2014,Bcomeau,19,I5,1,5,f,20
CR,2058,9,7,2014,Bcomeau,19,I5,1,5,f,29
CR,2059,9,7,2014,Bcomeau,19,I5,1,5,f,21
CR,2060,9,7,2014,Bcomeau,19,I5,1,5,i,19
CR,2061,9,7,2014,Bcomeau,19,I5,1,5,f,20
CR,2062,9,7,2014,Bcomeau,19,I5,1,5,i,15
CR,2063,9,7,2014,Bcomeau,19,I5,1,5,f,25
CR,2064,9,7,2014,Bcomeau,19,I5,1,5,i,19
CR,2065,9,7,2014,Bcomeau,19,I5,1,5,i,12
CR,2066,9,7,2014,Bcomeau,19,I5,1,5,i,16
CR,2067,9,7,2014,Bcomeau,19,I5,1,5,i,11
CR,2068,9,7,2014,Bcomeau,19,I5,1,5,i,12
CR,2069,9,7,2014,Bcomeau,19,I5,1,5,i,17
CR,2070,9,7,2014,Bcomeau,19,I5,1,5,f,28
CR,2071,9,7,2014,Bcomeau,19,I5,1,5,f,25
CR,2072,9,7,2014,Bcomeau,19,I5,1,5,f,28
CR,2073,9,7,2014,Bcomeau,19,I5,1,5,i,18
CR,2074,9,7,2014,Bcomeau,19,I5,1,5,i,13
CR,2075,9,7,2014,Bcomeau,19,I5,1,5,i,12
CR,2076,9,7,2014,Bcomeau,19,I5,1,5,i,17
CR,2077,9,7,2014,Bcomeau,19,I5,1,5,i,10
CR,2078,9,7,2014,Bcomeau,19,I5,1,5,i,11
CR,2079,9,7,2014,Bcomeau,19,I5,1,5,i,13
CR,2080,9,7,2014,Bcomeau,19,I5,1,5,i,11
CR,2081,9,7,2014,Bcomeau,19,I5,1,5,f,35
CR,2082,9,7,2014,Bcomeau,19,I5,1,5,i,12
CR,2083,9,7,2014,Bcomeau,19,I5,1,5,i,13
CR,2084,9,7,2014,Bcomeau,19,I5,1,5,i,14
CR,2085,9,7,2014,Bcomeau,19,I5,1,5,i,13
CR,2086,9,7,2014,Bcomeau,19,I5,1,6,f,23
CR,2087,9,7,2014,Bcomeau,19,I5,1,6,i,12
CR,2088,9,7,2014,Bcomeau,19,I5,1,6,i,13
CR,2089,9,7,2014,Bcomeau,19,I5,1,6,i,11
CR,2090,9,7,2014,Bcomeau,19,I5,1,6,i,15
CR,2091,9,7,2014,Bcomeau,19,I5,1,6,m,27
CR,2092,9,7,2014,Bcomeau,19,I5,1,6,f,29
CR,2093,9,7,2014,Bcomeau,19,I5,1,6,f,70
CR,2094,9,7,2014,Bcomeau,19,I5,1,6,i,19
CR,2095,9,7,2014,Bcomeau,19,I5,1,6,m,29
CR,2096,9,7,2014,Bcomeau,19,I5,1,6,i,13
CR,2097,9,7,2014,Bcomeau,19,I5,1,6,f,67
CR,2098,9,7,2014,Bcomeau,19,I5,1,6,m,38
CR,2099,9,7,2014,Bcomeau,19,I5,1,6,i,18
CR,2100,9,7,2014,Bcomeau,19,I5,1,6,f,67
CR,2101,9,7,2014,Bcomeau,19,I5,1,6,i,12
CR,2102,9,7,2014,Bcomeau,19,I5,1,6,f,35
CR,2103,9,7,2014,Bcomeau,19,I5,1,6,m,34
CR,2104,9,7,2014,Bcomeau,19,I5,1,7,f,45
CR,2105,9,7,2014,Bcomeau,19,I5,1,7,f,43
CR,2106,9,7,2014,Bcomeau,19,I5,1,7,m,25
CR,2107,9,7,2014,Bcomeau,19,I5,1,7,f,34
CR,2108,9,7,2014,Bcomeau,19,I5,1,7,f,26
CR,2109,9,7,2014,Bcomeau,19,I5,1,7,i,10
CR,2110,9,7,2014,Bcomeau,19,I5,1,7,i,12
CR,2111,9,7,2014,Bcomeau,19,I5,1,7,i,9
CR,2112,9,7,2014,Bcomeau,19,I5,1,7,i,12
CR,2113,9,7,2014,Bcomeau,19,I5,1,7,i,11
CR,2114,9,7,2014,Bcomeau,19,I5,1,7,i,15
CR,2115,9,7,2014,Bcomeau,19,I5,1,7,m,54
CR,2116,9,7,2014,Bcomeau,19,I5,1,7,i,12
CR,2117,9,7,2014,Bcomeau,19,I5,1,7,m,21
CR,2118,9,7,2014,Bcomeau,19,I5,1,7,i,11
CR,2119,9,7,2014,Bcomeau,19,I5,1,7,i,10
CR,2120,9,7,2014,Bcomeau,19,I5,1,7,f,23
CR,2121,9,7,2014,Bcomeau,19,I5,1,7,i,12
CR,2122,9,7,2014,Bcomeau,19,I5,1,7,m,55
CR,2123,9,7,2014,Dgiard,15,I5,2,2,f,31
CR,2124,9,7,2014,Dgiard,15,I5,2,2,f,66
CR,2125,9,7,2014,Dgiard,15,I5,2,2,m,56
CR,2126,9,7,2014,Dgiard,15,I5,2,2,m,68
CR,2127,9,7,2014,Dgiard,15,I5,2,3,i,19
CR,2128,9,7,2014,Dgiard,15,I5,2,3,f,34
CR,2129,9,7,2014,Dgiard,15,I5,2,3,f,60
CR,2130,9,7,2014,Dgiard,15,I5,2,3,f,30
CR,2131,9,7,2014,Dgiard,15,I5,2,4,m,35
CR,2132,9,7,2014,Dgiard,15,I5,2,4,m,40
CR,2133,9,7,2014,Dgiard,15,I5,2,4,i,18
CR,2134,9,7,2014,Dgiard,15,I5,2,4,i,13
CR,2135,9,7,2014,Dgiard,15,I5,2,4,f,30
CR,2136,9,7,2014,Dgiard,16,I5,2,5,f,30
CR,2137,9,7,2014,Dgiard,16,I5,2,5,i,14
CR,2138,9,7,2014,Dgiard,16,I5,2,5,i,19
CR,2139,9,7,2014,Dgiard,16,I5,2,5,i,9
CR,2140,9,7,2014,Dgiard,16,I5,2,5,i,11
CR,2141,9,7,2014,Dgiard,16,I5,2,5,i,16
CR,2142,9,7,2014,Dgiard,16,I5,2,5,m,32
CR,2143,9,7,2014,Dgiard,16,I5,2,5,m,29
CR,2144,9,7,2014,Dgiard,16,I5,2,5,m,35
CR,2145,9,7,2014,Dgiard,16,I5,2,5,f,38
CR,2146,9,7,2014,Dgiard,16,I5,2,5,i,16
CR,2147,9,7,2014,Dgiard,16,I5,2,5,m,62
CR,2148,9,7,2014,Dgiard,16,I5,2,5,i,15
CR,2149,9,7,2014,Dgiard,16,I5,2,5,i,13
CR,2150,9,7,2014,Dgiard,16,I5,2,5,m,55
CR,2151,9,7,2014,Dgiard,18,I5,2,6,m,60
CR,2152,9,7,2014,Dgiard,18,I5,2,6,i,20
CR,2153,9,7,2014,Dgiard,18,I5,2,6,f,28
CR,2154,9,7,2014,Dgiard,18,I5,2,6,f,24
CR,2155,9,7,2014,Dgiard,18,I5,2,6,m,25
CR,2156,9,7,2014,Dgiard,18,I5,2,6,f,26
CR,2157,9,7,2014,Dgiard,18,I5,2,6,m,22
CR,2158,9,7,2014,Dgiard,18,I5,2,6,m,41
CR,2159,9,7,2014,Dgiard,18,I5,2,6,i,9
CR,2160,9,7,2014,Dgiard,18,I5,2,6,i,10
CR,2161,9,7,2014,Dgiard,18,I5,2,6,i,13
CR,2162,9,7,2014,Dgiard,18,I5,2,6,f,38
CR,2163,9,7,2014,Dgiard,18,I5,2,6,i,12
CR,2164,9,7,2014,Dgiard,18,I5,2,6,i,14
CR,2165,9,7,2014,Dgiard,18,I5,2,7,i,14
CR,2166,9,7,2014,Dgiard,18,I5,2,7,i,16
CR,2167,9,7,2014,Dgiard,18,I5,2,7,m,22
CR,2168,9,7,2014,Dgiard,18,I5,2,7,i,11
CR,2169,9,7,2014,Dgiard,18,I5,2,7,f,27
CR,2170,9,7,2014,Dgiard,18,I5,2,7,i,15
CR,2171,9,7,2014,Dgiard,18,I5,2,7,i,12
CR,2172,9,7,2014,Dgiard,18,I5,2,7,f,60
CR,2173,9,7,2014,Dgiard,18,I5,2,7,i,19
CR,2174,9,7,2014,Dgiard,18,I5,2,7,i,18
CR,2175,9,7,2014,Dgiard,18,I5,2,7,i,14
CR,2176,9,7,2014,Dgiard,18,I5,2,7,f,33
CR,2177,9,7,2014,Dgiard,18,I5,2,7,m,26
CR,2178,9,7,2014,Dgiard,18,I5,2,8,f,23
CR,2179,9,7,2014,Dgiard,18,I5,2,8,i,13
CR,2180,9,7,2014,Dgiard,18,I5,2,8,i,10
CR,2181,9,7,2014,Dgiard,18,I5,2,8,i,14
CR,2182,9,7,2014,Dgiard,18,I5,2,8,i,16
CR,2183,9,7,2014,Dgiard,18,I5,2,8,f,30
CR,2184,9,7,2014,Dgiard,18,I5,2,8,m,60
CR,2185,9,7,2014,Dgiard,18,I5,2,8,i,9
CR,2186,9,7,2014,Dgiard,18,I5,2,8,m,41
CR,2187,9,7,2014,Dgiard,18,I5,2,8,f,34
CR,2188,9,7,2014,Dgiard,18,I5,2,8,m,28
CR,2189,9,7,2014,Dgiard,18,I5,2,8,i,9
CR,2190,9,7,2014,Dgiard,18,I5,2,8,i,14
CR,2191,9,7,2014,Dgiard,18,I5,2,9,f,29
CR,2192,9,7,2014,Dgiard,18,I5,2,9,f,33
CR,2193,9,7,2014,Dgiard,18,I5,2,9,i,12
CR,2194,9,7,2014,Dgiard,18,I5,2,9,m,27
CR,2195,9,7,2014,Dgiard,18,I5,2,9,i,10
CR,2196,9,7,2014,Dgiard,18,I5,2,9,i,12
CR,2197,9,7,2014,Dgiard,18,I5,2,9,i,26
CR,2198,9,7,2014,Dgiard,18,I5,2,10,m,35
CR,2199,9,7,2014,Dgiard,18,I5,2,10,m,68
CR,2200,9,7,2014,Dgiard,18,I5,2,10,f,64
CR,2201,9,7,2014,Dgiard,18,I5,2,10,i,14
CR,2202,9,7,2014,Dgiard,18,I5,2,11,i,14
CR,2203,9,7,2014,Dgiard,18,I5,2,11,i,12
CR,2204,9,7,2014,Dgiard,18,I5,2,11,i,15
CR,2205,9,7,2014,Dgiard,18,I5,2,11,i,12
CR,2206,9,7,2014,Dgiard,18,I5,2,11,f,22
CR,2207,9,7,2014,Dgiard,18,I5,2,11,i,10
CR,2208,9,7,2014,Dgiard,18,I5,2,11,i,11
CR,2209,9,7,2014,Dgiard,18,I5,2,12,f,31
CR,2210,9,7,2014,Dgiard,18,I5,2,12,f,38
CR,2211,9,7,2014,Dgiard,18,I5,2,12,i,14
CR,2212,9,7,2014,Dgiard,18,I5,2,12,i,17
CR,2213,9,7,2014,Dgiard,18,I5,2,12,m,23
CR,2214,9,7,2014,Dgiard,18,I5,2,12,i,10
CR,2215,9,7,2014,Dgiard,18,I5,2,12,i,9
CR,2216,9,7,2014,Dgiard,18,I5,2,12,f,40
CR,2217,9,7,2014,Dgiard,18,I5,2,13,f,34
CR,2218,9,7,2014,Dgiard,18,I5,2,13,m,45
CR,2219,9,7,2014,Dgiard,19,I5,2,14,f,76
CR,2220,9,7,2014,Dgiard,19,I5,2,14,m,39
CR,2221,9,7,2014,Dgiard,19,I5,2,17,i,10
CR,2222,9,7,2014,Dgiard,19,I5,2,17,i,12
CR,2223,9,7,2014,Dgiard,19,I5,2,17,f,25
CR,2224,9,7,2014,Dgiard,19,I5,2,17,i,14
CR,2225,9,7,2014,Dgiard,19,I5,2,17,i,15
CR,2226,9,7,2014,Dgiard,19,I5,2,17,i,12
CR,2227,9,7,2014,Dgiard,19,I5,2,17,i,10
CR,2228,9,7,2014,Dgiard,19,I5,2,17,m,22
CR,2229,9,7,2014,Dgiard,19,I5,2,17,m,30
CR,2230,9,7,2014,Dgiard,19,I5,2,17,i,16
CR,2231,9,7,2014,Dgiard,19,I5,2,17,i,14
CR,2232,9,7,2014,Dgiard,19,I5,2,18,f,30
CR,2233,9,7,2014,Dgiard,19,I5,2,18,i,12
CR,2234,9,7,2014,Dgiard,19,I5,2,18,i,20
CR,2235,9,7,2014,Dgiard,19,I5,2,18,m,41
CR,2236,9,7,2014,Dgiard,19,I5,2,18,f,22
CR,2237,9,7,2014,Dgiard,19,I5,2,18,i,14
CR,2238,9,7,2014,Dgiard,19,I5,2,18,i,15
CR,2239,9,7,2014,Dgiard,19,I5,2,18,m,30
CR,2240,9,7,2014,Dgiard,19,I5,2,18,i,18
CR,2241,9,7,2014,Dgiard,19,I5,2,18,i,14
CR,2242,9,7,2014,Dgiard,19,I5,2,19,m,25
CR,2243,9,7,2014,Dgiard,19,I5,2,19,i,18
CR,2244,9,7,2014,Dgiard,19,I5,2,19,i,14
CR,2245,9,7,2014,Dgiard,19,I5,2,19,i,12
CR,2246,9,7,2014,Dgiard,19,I5,2,19,i,13
CR,2247,9,7,2014,Dgiard,19,I5,2,20,f,52
CR,2248,9,7,2014,Dgiard,19,I5,2,20,f,26
CR,2249,9,7,2014,Dgiard,19,I5,2,20,m,28
CR,2250,9,7,2014,Dgiard,19,I5,2,20,i,13
CR,2251,9,7,2014,Dgiard,19,I5,2,20,i,10
CR,2252,9,7,2014,Dgiard,19,I5,2,20,f,42
CR,2253,9,7,2014,Rdoucette,19,I5,2,3,i,18
CR,2254,9,7,2014,Rdoucette,19,I5,2,3,i,11
CR,2255,9,7,2014,Rdoucette,19,I5,2,3,i,12
CR,2256,9,7,2014,Rdoucette,19,I5,2,3,m,45
CR,2257,9,7,2014,Rdoucette,19,I5,2,3,i,11
CR,2258,9,7,2014,Rdoucette,19,I5,2,3,f,32
CR,2259,9,7,2014,Rdoucette,19,I5,2,4,f,40
CR,2260,9,7,2014,Rdoucette,19,I5,2,4,f,25
CR,2261,9,7,2014,Rdoucette,19,I5,2,4,i,10
CR,2262,9,7,2014,Rdoucette,19,I5,2,4,i,11
CR,2263,9,7,2014,Rdoucette,19,I5,2,4,m,23
CR,2264,9,7,2014,Rdoucette,19,I5,2,4,i,13
CR,2265,9,7,2014,Rdoucette,19,I5,2,4,i,15
CR,2266,9,7,2014,Rdoucette,19,I5,2,4,m,67
CR,2267,9,7,2014,Rdoucette,19,I5,2,4,m,72
CR,2268,9,7,2014,Rdoucette,19,I5,2,4,m,26
CR,2269,9,7,2014,Rdoucette,19,I5,2,4,f,31
CR,2270,9,7,2014,Rdoucette,19,I5,2,5,m,29
CR,2271,9,7,2014,Rdoucette,19,I5,2,5,m,31
CR,2272,9,7,2014,Rdoucette,19,I5,2,5,m,20
CR,2273,9,7,2014,Rdoucette,19,I5,2,5,f,30
CR,2274,9,7,2014,Rdoucette,19,I5,2,5,m,23
CR,2275,9,7,2014,Rdoucette,19,I5,2,5,m,24
CR,2276,9,7,2014,Rdoucette,19,I5,2,5,i,13
CR,2277,9,7,2014,Rdoucette,19,I5,2,5,i,12
CR,2278,9,7,2014,Rdoucette,19,I5,2,5,i,9
CR,2279,9,7,2014,Rdoucette,19,I5,2,5,m,37
CR,2280,9,7,2014,Rdoucette,19,I5,2,5,f,25
CR,2281,9,7,2014,Rdoucette,19,I5,2,5,b1,78
CR,2282,9,7,2014,Rdoucette,19,I5,2,5,i,18
CR,2283,9,7,2014,Rdoucette,19,I5,2,5,i,12
CR,2284,9,7,2014,Rdoucette,19,I5,2,5,i,10
CR,2285,9,7,2014,Rdoucette,19,I5,2,5,i,11
CR,2286,9,7,2014,Rdoucette,19,I5,2,5,m,22
CR,2287,9,7,2014,Rdoucette,19,I5,2,5,f,30
CR,2288,9,7,2014,Rdoucette,19,I5,2,6,f,29
CR,2289,9,7,2014,Rdoucette,19,I5,2,6,f,62
CR,2290,9,7,2014,Rdoucette,19,I5,2,6,f,43
CR,2291,9,7,2014,Rdoucette,19,I5,2,6,i,11
CR,2292,9,7,2014,Rdoucette,19,I5,2,6,i,12
CR,2293,9,7,2014,Rdoucette,19,I5,2,6,i,15
CR,2294,9,7,2014,Rdoucette,19,I5,2,6,m,31
CR,2295,9,7,2014,Rdoucette,19,I5,2,6,f,23
CR,2296,9,7,2014,Rdoucette,19,I5,2,6,i,12
CR,2297,9,7,2014,Rdoucette,19,I5,2,6,f,21
CR,2298,9,7,2014,Rdoucette,19,I5,2,6,f,24
CR,2299,9,7,2014,Rdoucette,19,I5,2,6,i,50
CR,2300,9,7,2014,Rdoucette,19,I5,2,6,i,18
CR,2301,9,7,2014,Rdoucette,19,I5,2,6,i,8
CR,2302,9,7,2014,Rdoucette,19,I5,2,6,i,11
CR,2303,9,7,2014,Rdoucette,19,I5,2,7,f,34
CR,2304,9,7,2014,Rdoucette,19,I5,2,7,f,54
CR,2305,9,7,2014,Rdoucette,19,I5,2,7,m,32
CR,2306,9,7,2014,Rdoucette,19,I5,2,7,i,14
CR,2307,9,7,2014,Rdoucette,19,I5,2,7,m,24
CR,2308,9,7,2014,Rdoucette,19,I5,2,7,i,11
CR,2309,9,7,2014,Rdoucette,19,I5,2,7,f,29
CR,2310,9,7,2014,Rdoucette,19,I5,2,7,i,10
CR,2311,9,7,2014,Rdoucette,19,I5,2,7,m,21
CR,2312,9,7,2014,Rdoucette,19,I5,2,7,f,28
CR,2313,9,7,2014,Rdoucette,19,I5,2,7,i,11
CR,2314,9,7,2014,Rdoucette,19,I5,2,7,m,31
CR,2315,9,7,2014,Rdoucette,19,I5,2,7,m,43
CR,2316,9,7,2014,Rdoucette,19,I5,2,7,i,18
CR,2317,9,7,2014,Rdoucette,19,I5,2,7,f,47
CR,2318,9,7,2014,Rdoucette,19,I5,2,8,i,11
CR,2319,9,7,2014,Rdoucette,19,I5,2,8,f,21
CR,2320,9,7,2014,Rdoucette,19,I5,2,8,m,40
CR,2321,9,7,2014,Rdoucette,19,I5,2,8,i,10
CR,2322,9,7,2014,Rdoucette,19,I5,2,8,i,12
CR,2323,9,7,2014,Rdoucette,19,I5,2,8,m,25
CR,2324,9,7,2014,Rdoucette,19,I5,2,8,f,21
CR,2325,9,7,2014,Rdoucette,19,I5,2,9,f,22
CR,2326,9,7,2014,Rdoucette,19,I5,2,9,i,11
CR,2327,9,7,2014,Rdoucette,19,I5,2,9,f,24
CR,2328,9,7,2014,Rdoucette,19,I5,2,9,f,40
CR,2329,9,7,2014,Rdoucette,19,I5,2,9,i,18
CR,2330,9,7,2014,Rdoucette,19,I5,2,9,i,15
CR,2331,9,7,2014,Rdoucette,19,I5,2,9,f,32
CR,2332,9,7,2014,Rdoucette,19,I5,2,9,m,44
CR,2333,9,7,2014,Rdoucette,19,I5,2,9,i,10
CR,2334,9,7,2014,Rdoucette,19,I5,2,9,i,17
CR,2335,9,7,2014,Rdoucette,19,I5,2,9,i,12
CR,2336,9,7,2014,Rdoucette,19,I5,2,10,f,55
CR,2337,9,7,2014,Rdoucette,19,I5,2,10,f,46
CR,2338,9,7,2014,Rdoucette,19,I5,2,10,f,24
CR,2339,9,7,2014,Rdoucette,19,I5,2,10,i,13
CR,2340,9,7,2014,Rdoucette,19,I5,2,10,i,15
CR,2341,9,7,2014,Rdoucette,19,I5,2,10,i,8
CR,2342,9,7,2014,Rdoucette,19,I5,2,10,i,18
CR,2343,9,7,2014,Rdoucette,19,I5,2,10,i,12
CR,2344,9,7,2014,Rdoucette,19,I5,2,10,i,9
CR,2345,9,7,2014,Rdoucette,19,I5,2,11,m,36
CR,2346,9,7,2014,Rdoucette,19,I5,2,11,m,25
CR,2347,9,7,2014,Rdoucette,19,I5,2,11,i,12
CR,2348,9,7,2014,Rdoucette,19,I5,2,11,f,23
CR,2349,9,7,2014,Rdoucette,19,I5,2,11,m,51
CR,2350,9,7,2014,Rdoucette,19,I5,2,11,i,12
CR,2351,9,7,2014,Rdoucette,19,I5,2,11,i,13
CR,2352,9,7,2014,Rdoucette,19,I5,2,11,i,11
CR,2353,9,7,2014,Rdoucette,19,I5,2,11,i,55
CR,2354,9,7,2014,Rdoucette,19,I5,2,11,m,27
CR,2355,9,7,2014,Rdoucette,19,I5,2,12,i,12
CR,2356,9,7,2014,Rdoucette,19,I5,2,12,i,15
CR,2357,9,7,2014,Rdoucette,19,I5,2,12,i,18
CR,2358,9,7,2014,Rdoucette,19,I5,2,12,f,59
CR,2359,9,7,2014,Rdoucette,19,I5,2,12,i,11
CR,2360,9,7,2014,Rdoucette,19,I5,2,12,i,9
CR,2361,9,7,2014,Rdoucette,19,I5,2,12,i,15
CR,2362,9,7,2014,Rdoucette,19,I5,2,14,f,37
CR,2363,9,7,2014,Rdoucette,19,I5,2,14,m,40
CR,2364,9,7,2014,Rdoucette,19,I5,2,14,m,57
CR,2365,9,7,2014,Rdoucette,19,I5,2,14,m,58
CR,2366,9,7,2014,Rdoucette,19,I5,2,14,i,12
CR,2367,9,7,2014,Rdoucette,19,I5,2,16,i,12
CR,2368,9,7,2014,Rdoucette,19,I5,2,16,i,10
CR,2369,9,7,2014,Rdoucette,19,I5,2,16,i,11
CR,2370,9,7,2014,Rdoucette,19,I5,2,16,i,15
CR,2371,9,7,2014,Rdoucette,19,I5,2,16,f,22
CR,2372,9,7,2014,Rdoucette,19,I5,2,16,i,15
CR,2373,9,7,2014,Rdoucette,19,I5,2,16,m,47
CR,2374,9,7,2014,Rdoucette,19,I5,2,16,i,10
CR,2375,9,7,2014,Rdoucette,19,I5,2,17,i,11
CR,2376,9,7,2014,Rdoucette,19,I5,2,17,i,18
CR,2377,9,7,2014,Rdoucette,19,I5,2,17,i,13
CR,2378,9,7,2014,Rdoucette,19,I5,2,17,m,53
CR,2379,9,7,2014,Rdoucette,19,I5,2,17,i,11
CR,2380,9,7,2014,Rdoucette,19,I5,2,17,f,22
CR,2381,9,7,2014,Rdoucette,19,I5,2,17,i,14
CR,2382,9,7,2014,Rdoucette,19,I5,2,17,i,11
CR,2383,9,7,2014,Rdoucette,19,I5,2,17,i,10
CR,2384,9,7,2014,Rdoucette,19,I5,2,17,f,32
CR,2385,9,7,2014,Rdoucette,19,I5,2,17,i,13
CR,2386,9,7,2014,Rdoucette,19,I5,2,17,i,15
CR,2387,9,7,2014,Rdoucette,19,I5,2,17,f,48
CR,2388,9,7,2014,Rdoucette,19,I5,2,17,i,19
CR,2389,9,7,2014,Rdoucette,19,I5,2,18,f,21
CR,2390,9,7,2014,Rdoucette,19,I5,2,18,m,34
CR,2391,9,7,2014,Rdoucette,19,I5,2,18,f,21
CR,2392,9,7,2014,Rdoucette,19,I5,2,18,m,61
CR,2393,9,7,2014,Rdoucette,19,I5,2,18,i,11
CR,2394,9,7,2014,Rdoucette,19,I5,2,18,i,13
CR,2395,9,7,2014,Rdoucette,19,I5,2,18,m,27
CR,2396,9,7,2014,Rdoucette,19,I5,2,18,m,24
CR,2397,9,7,2014,Rdoucette,19,I5,2,18,m,23
CR,2398,9,7,2014,Rdoucette,19,I5,2,18,m,39
