Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Site,Transect,section,sexe,LC,Escape,Sa,Va,Du,Al,Gr,Co,Ca,type,commentaire
1665,4,7,2003,Bcomeau,4750.547,6456.891,4750.619,6456.943,32,CI-2,3,14,,,,0,0,0,0,1,,0,Simple,
1666,4,7,2003,Bcomeau,4750.547,6456.891,4750.619,6456.943,32,CI-2,3,15,,,,0,0,0,0,1,,0,Simple,
1667,4,7,2003,Bcomeau,4750.547,6456.891,4750.619,6456.943,32,CI-2,3,16,f,57,,0,0,0,0,1,,1,Simple,LS
1668,4,7,2003,Bcomeau,4750.547,6456.891,4750.619,6456.943,32,CI-2,3,17,m,54,,0,0,0,0,1,,1,Simple,
1669,4,7,2003,Bcomeau,4750.547,6456.891,4750.619,6456.943,32,CI-2,3,18,,,,0,0,0,0,1,,0,Simple,
1670,4,7,2003,Bcomeau,4750.547,6456.891,4750.619,6456.943,32,CI-2,3,19,,,,0,0,0,0,1,,1,Simple,
1671,4,7,2003,Bcomeau,4750.547,6456.891,4750.619,6456.943,32,CI-2,3,20,,,,0,0,0,0,1,,0,Simple,
1672,4,7,2003,Mcomeau,4750.547,6456.891,4750.619,6456.943,32,CI-2,3,1,,,,0,0,0,0,1,,0,Simple,
1673,4,7,2003,Mcomeau,4750.547,6456.891,4750.619,6456.943,32,CI-2,3,2,,,,0,0,0,0,1,,0,Simple,
1674,4,7,2003,Mcomeau,4750.547,6456.891,4750.619,6456.943,32,CI-2,3,3,,,,0,0,0,0,1,,0,Simple,
1675,4,7,2003,Mcomeau,4750.547,6456.891,4750.619,6456.943,32,CI-2,3,4,,,,0,0,0,0,1,,0,Simple,
1676,4,7,2003,Mcomeau,4750.547,6456.891,4750.619,6456.943,32,CI-2,3,5,,,,0,0,0,0,1,,0,Simple,
1677,4,7,2003,Mcomeau,4750.547,6456.891,4750.619,6456.943,32,CI-2,3,6,,,,0,0,0,0,1,,0,Simple,
1678,4,7,2003,Mcomeau,4750.547,6456.891,4750.619,6456.943,32,CI-2,3,7,,,,0,0,0,0,1,,0,Simple,
1679,4,7,2003,Mcomeau,4750.547,6456.891,4750.619,6456.943,32,CI-2,3,8,,,,0,0,0,0,1,,0,Simple,
1680,4,7,2003,Mcomeau,4750.547,6456.891,4750.619,6456.943,32,CI-2,3,9,,,,0,0,0,0,1,,1,Simple,
1681,4,7,2003,Mcomeau,4750.547,6456.891,4750.619,6456.943,32,CI-2,3,10,,,,0,0,0,0,1,,1,Simple,
1682,4,7,2003,Mcomeau,4750.547,6456.891,4750.619,6456.943,32,CI-2,3,11,,,,0,0,0,0,1,,0,Simple,
1683,4,7,2003,Mcomeau,4750.547,6456.891,4750.619,6456.943,32,CI-2,3,12,,,,0,0,0,0,1,,0,Simple,
1684,4,7,2003,Mcomeau,4750.547,6456.891,4750.619,6456.943,32,CI-2,3,13,,,,0,0,0,0,1,,0,Simple,
1685,4,7,2003,Mcomeau,4750.547,6456.891,4750.619,6456.943,32,CI-2,3,14,m,32,,0,0,0,0,1,,1,Simple,LS
1686,4,7,2003,Mcomeau,4750.547,6456.891,4750.619,6456.943,32,CI-2,3,15,,,,0,0,0,0,1,,0,Simple,
1687,4,7,2003,Mcomeau,4750.547,6456.891,4750.619,6456.943,32,CI-2,3,16,,,,0,0,0,0,1,,0,Simple,
1688,4,7,2003,Mcomeau,4750.547,6456.891,4750.619,6456.943,32,CI-2,3,17,,,,0,0,0,0,1,,0,Simple,
1689,4,7,2003,Mcomeau,4750.547,6456.891,4750.619,6456.943,32,CI-2,3,18,,,,0,0,0,0,1,,0,Simple,
1690,4,7,2003,Mcomeau,4750.547,6456.891,4750.619,6456.943,32,CI-2,3,19,,,,0,0,0,0,1,,0,Simple,
1691,4,7,2003,Mcomeau,4750.547,6456.891,4750.619,6456.943,32,CI-2,3,20,,,,0,0,0,0,1,,0,Simple,
1692,4,7,2003,Bcomeau,4750.63,6456.918,4750.651,6456.991,32,CI-2,4,1,,,,0,0,0,0,1,,0,Simple,
1693,4,7,2003,Bcomeau,4750.63,6456.918,4750.651,6456.991,32,CI-2,4,2,m,28,,0,0,0,0,1,,1,Simple,
1694,4,7,2003,Bcomeau,4750.63,6456.918,4750.651,6456.991,32,CI-2,4,3,,,,0,0,0,0,1,,0,Simple,
1695,4,7,2003,Bcomeau,4750.63,6456.918,4750.651,6456.991,32,CI-2,4,4,,,,0,0,0,0,1,,0,Simple,
1696,4,7,2003,Bcomeau,4750.63,6456.918,4750.651,6456.991,32,CI-2,4,5,,,,0,0,0,0,1,,0,Simple,
1697,4,7,2003,Bcomeau,4750.63,6456.918,4750.651,6456.991,32,CI-2,4,6,f,51,,0,0,1,0,1,,0,Simple,
1698,4,7,2003,Bcomeau,4750.63,6456.918,4750.651,6456.991,32,CI-2,4,7,,,,0,0,0,0,1,,0,Simple,
1699,4,7,2003,Bcomeau,4750.63,6456.918,4750.651,6456.991,32,CI-2,4,8,,,,0,0,0,1,1,,0,Simple,
1700,4,7,2003,Bcomeau,4750.63,6456.918,4750.651,6456.991,32,CI-2,4,9,,,,0,0,1,0,1,,0,Simple,
1701,4,7,2003,Bcomeau,4750.63,6456.918,4750.651,6456.991,32,CI-2,4,10,,,,0,0,0,1,1,,1,Simple,
1702,4,7,2003,Bcomeau,4750.63,6456.918,4750.651,6456.991,32,CI-2,4,11,,,,0,0,0,1,1,,0,Simple,
1703,4,7,2003,Bcomeau,4750.63,6456.918,4750.651,6456.991,32,CI-2,4,12,,,,0,0,0,1,1,,1,Simple,
1704,4,7,2003,Bcomeau,4750.63,6456.918,4750.651,6456.991,32,CI-2,4,13,,,,0,0,0,1,1,,1,Simple,
1705,4,7,2003,Bcomeau,4750.63,6456.918,4750.651,6456.991,32,CI-2,4,14,,,,0,0,0,1,1,,0,Simple,
1706,4,7,2003,Bcomeau,4750.63,6456.918,4750.651,6456.991,32,CI-2,4,15,,,,0,0,0,0,1,,0,Simple,
1707,4,7,2003,Bcomeau,4750.63,6456.918,4750.651,6456.991,32,CI-2,4,16,,,,0,0,0,0,1,,0,Simple,
1708,4,7,2003,Bcomeau,4750.63,6456.918,4750.651,6456.991,32,CI-2,4,17,,,,0,0,0,1,1,,0,Simple,
1709,4,7,2003,Bcomeau,4750.63,6456.918,4750.651,6456.991,32,CI-2,4,18,,,,0,0,0,1,1,,0,Simple,
1710,4,7,2003,Bcomeau,4750.63,6456.918,4750.651,6456.991,32,CI-2,4,19,,,,0,0,0,0,1,,0,Simple,
1711,4,7,2003,Bcomeau,4750.63,6456.918,4750.651,6456.991,32,CI-2,4,20,,,,0,0,0,0,1,,0,Simple,
1712,4,7,2003,Mcomeau,4750.63,6456.918,4750.651,6456.991,33,CI-2,4,1,,,,0,0,0,0,1,,0,Simple,
1713,4,7,2003,Mcomeau,4750.63,6456.918,4750.651,6456.991,33,CI-2,4,2,,,,0,0,0,0,1,,0,Simple,
1714,4,7,2003,Mcomeau,4750.63,6456.918,4750.651,6456.991,33,CI-2,4,3,,,,0,0,0,0,1,,0,Simple,
1715,4,7,2003,Mcomeau,4750.63,6456.918,4750.651,6456.991,33,CI-2,4,4,,,,0,0,0,0,1,,0,Simple,
1716,4,7,2003,Mcomeau,4750.63,6456.918,4750.651,6456.991,33,CI-2,4,5,,,,0,0,1,0,1,,0,Simple,
1717,4,7,2003,Mcomeau,4750.63,6456.918,4750.651,6456.991,33,CI-2,4,6,f,42,,0,0,0,0,1,,1,Simple,
1718,4,7,2003,Mcomeau,4750.63,6456.918,4750.651,6456.991,33,CI-2,4,7,,,,0,0,1,0,1,,0,Simple,
1719,4,7,2003,Mcomeau,4750.63,6456.918,4750.651,6456.991,33,CI-2,4,8,b3,80,,0,0,1,0,1,,1,Simple,
1720,4,7,2003,Mcomeau,4750.63,6456.918,4750.651,6456.991,33,CI-2,4,9,,,,0,0,1,0,1,,1,Simple,
1721,4,7,2003,Mcomeau,4750.63,6456.918,4750.651,6456.991,33,CI-2,4,10,,,,0,0,0,0,1,,0,Simple,
1722,4,7,2003,Mcomeau,4750.63,6456.918,4750.651,6456.991,33,CI-2,4,11,b3,65,,0,0,0,0,1,,1,Simple,
1723,4,7,2003,Mcomeau,4750.63,6456.918,4750.651,6456.991,33,CI-2,4,12,,,,0,0,1,0,1,,0,Simple,
1724,4,7,2003,Mcomeau,4750.63,6456.918,4750.651,6456.991,33,CI-2,4,13,,,,0,0,1,0,1,,0,Simple,
1725,4,7,2003,Mcomeau,4750.63,6456.918,4750.651,6456.991,33,CI-2,4,14,f,60,,0,0,0,0,1,,1,Simple,
1726,4,7,2003,Mcomeau,4750.63,6456.918,4750.651,6456.991,33,CI-2,4,15,,,,0,0,1,0,1,,1,Simple,
1727,4,7,2003,Mcomeau,4750.63,6456.918,4750.651,6456.991,33,CI-2,4,16,,,,0,0,0,0,1,,0,Simple,
1728,4,7,2003,Mcomeau,4750.63,6456.918,4750.651,6456.991,33,CI-2,4,17,,,,0,0,0,0,1,,0,Simple,LS
1729,4,7,2003,Mcomeau,4750.63,6456.918,4750.651,6456.991,33,CI-2,4,18,,,,0,0,0,0,1,,0,Simple,
1730,4,7,2003,Mcomeau,4750.63,6456.918,4750.651,6456.991,33,CI-2,4,19,,,,0,0,0,0,1,,0,Simple,
1731,4,7,2003,Mcomeau,4750.63,6456.918,4750.651,6456.991,33,CI-2,4,20,,,,0,0,0,0,1,,0,Simple,
1815,31,7,2003,Mcomeau,4750.556,6456.474,4750.576,6456.55,29,CI-3,1,1,,,,0,0,0,0,1,,0,Simple,
1816,31,7,2003,Mcomeau,4750.556,6456.474,4750.576,6456.55,29,CI-3,1,2,,,,0,0,0,0,1,,0,Simple,
1817,31,7,2003,Mcomeau,4750.556,6456.474,4750.576,6456.55,29,CI-3,1,3,,,,0,0,0,0,1,,0,Simple,
1818,31,7,2003,Mcomeau,4750.556,6456.474,4750.576,6456.55,29,CI-3,1,4,,,,0,0,0,0,1,,0,Simple,LS
1819,31,7,2003,Mcomeau,4750.556,6456.474,4750.576,6456.55,29,CI-3,1,5,,,,0,0,0,0,1,,0,Simple,
1820,31,7,2003,Mcomeau,4750.556,6456.474,4750.576,6456.55,29,CI-3,1,6,,,,0,0,0,0,1,,0,Simple,
1821,31,7,2003,Mcomeau,4750.556,6456.474,4750.576,6456.55,29,CI-3,1,7,,,,0,0,0,0,1,,0,Simple,
1822,31,7,2003,Mcomeau,4750.556,6456.474,4750.576,6456.55,29,CI-3,1,8,,,,0,0,0,0,1,,0,Simple,
1823,31,7,2003,Mcomeau,4750.556,6456.474,4750.576,6456.55,29,CI-3,1,9,,,,0,0,0,0,1,,0,Simple,
1824,31,7,2003,Mcomeau,4750.556,6456.474,4750.576,6456.55,29,CI-3,1,10,m,82,,0,0,0,0,1,,1,Simple,
1825,31,7,2003,Mcomeau,4750.556,6456.474,4750.576,6456.55,29,CI-3,1,11,m,55,,0,0,0,0,1,,0,Simple,
1826,31,7,2003,Mcomeau,4750.556,6456.474,4750.576,6456.55,29,CI-3,1,12,,,,0,0,0,0,1,,0,Simple,
1827,31,7,2003,Mcomeau,4750.556,6456.474,4750.576,6456.55,29,CI-3,1,13,,,,0,0,0,0,1,,0,Simple,
1828,31,7,2003,Mcomeau,4750.556,6456.474,4750.576,6456.55,29,CI-3,1,14,,,,0,0,0,0,1,,0,Simple,LS
1829,31,7,2003,Mcomeau,4750.556,6456.474,4750.576,6456.55,29,CI-3,1,15,,,,0,0,0,0,1,,1,Simple,
1830,31,7,2003,Mcomeau,4750.556,6456.474,4750.576,6456.55,29,CI-3,1,16,f,26,,0,0,0,0,1,,1,Simple,
1831,31,7,2003,Mcomeau,4750.556,6456.474,4750.576,6456.55,29,CI-3,1,17,,,,0,0,0,0,1,,1,Simple,2xLS
1832,31,7,2003,Mcomeau,4750.556,6456.474,4750.576,6456.55,29,CI-3,1,18,,,,0,0,0,0,1,,1,Simple,LS
1833,31,7,2003,Mcomeau,4750.556,6456.474,4750.576,6456.55,29,CI-3,1,19,,,,0,0,0,0,1,,1,Simple,
1834,31,7,2003,Mcomeau,4750.556,6456.474,4750.576,6456.55,29,CI-3,1,20,,,,0,0,0,0,1,,1,Simple,
1835,31,7,2003,Glandry,4750.556,6456.474,4750.576,6456.55,29,CI-3,1,1,m,91,,0,0,0,0,1,,1,Simple,
1836,31,7,2003,Glandry,4750.556,6456.474,4750.576,6456.55,29,CI-3,1,2,,,,0,0,0,0,1,,0,Simple,
1837,31,7,2003,Glandry,4750.556,6456.474,4750.576,6456.55,29,CI-3,1,3,,,,0,0,0,0,1,,1,Simple,
1838,31,7,2003,Glandry,4750.556,6456.474,4750.576,6456.55,29,CI-3,1,4,,,,0,0,0,0,1,,1,Simple,LS
1839,31,7,2003,Glandry,4750.556,6456.474,4750.576,6456.55,29,CI-3,1,5,,,,0,0,0,0,1,,1,Simple,
1840,31,7,2003,Glandry,4750.556,6456.474,4750.576,6456.55,29,CI-3,1,6,f,61,,0,0,0,0,1,,1,Simple,LS
1841,31,7,2003,Glandry,4750.556,6456.474,4750.576,6456.55,29,CI-3,1,7,m,31,,0,0,0,0,1,,0,Simple,
1842,31,7,2003,Glandry,4750.556,6456.474,4750.576,6456.55,29,CI-3,1,8,,,,0,0,0,0,1,,1,Simple,
1843,31,7,2003,Glandry,4750.556,6456.474,4750.576,6456.55,29,CI-3,1,9,,,,0,0,0,0,1,,1,Simple,
1844,31,7,2003,Glandry,4750.556,6456.474,4750.576,6456.55,29,CI-3,1,10,,,,0,0,0,0,1,,1,Simple,
1845,31,7,2003,Glandry,4750.556,6456.474,4750.576,6456.55,29,CI-3,1,11,,,,0,0,0,0,1,,1,Simple,
1846,31,7,2003,Glandry,4750.556,6456.474,4750.576,6456.55,29,CI-3,1,12,,,,0,0,0,0,1,,1,Simple,LS
1847,31,7,2003,Glandry,4750.556,6456.474,4750.576,6456.55,29,CI-3,1,13,m,78,,0,0,0,0,1,,1,Simple,
1848,31,7,2003,Glandry,4750.556,6456.474,4750.576,6456.55,29,CI-3,1,14,,,,0,0,0,0,1,,1,Simple,
1849,31,7,2003,Glandry,4750.556,6456.474,4750.576,6456.55,29,CI-3,1,15,,,,0,0,0,0,1,,1,Simple,
1850,31,7,2003,Glandry,4750.556,6456.474,4750.576,6456.55,29,CI-3,1,16,,,,0,0,0,0,1,,1,Simple,
1851,31,7,2003,Glandry,4750.556,6456.474,4750.576,6456.55,29,CI-3,1,17,b3,73,,0,0,0,0,1,,1,Simple,
1852,31,7,2003,Glandry,4750.556,6456.474,4750.576,6456.55,29,CI-3,1,17,m,37,,0,0,0,0,1,,1,Simple,
1853,31,7,2003,Glandry,4750.556,6456.474,4750.576,6456.55,29,CI-3,1,18,f,74,,0,0,0,0,1,,1,Simple,
1854,31,7,2003,Glandry,4750.556,6456.474,4750.576,6456.55,29,CI-3,1,19,f,41,,0,0,0,0,1,,1,Simple,
1855,31,7,2003,Glandry,4750.556,6456.474,4750.576,6456.55,29,CI-3,1,20,f,28,,0,0,0,0,1,,1,Simple,
1856,31,7,2003,Glandry,4750.556,6456.474,4750.576,6456.55,29,CI-3,1,20,m,27,,0,0,0,0,1,,1,Simple,
1857,31,7,2003,Bcomeau,4750.593,6456.435,4750.598,6456.531,29,CI-3,2,1,,,,0,0,0,0,1,,0,Simple,
1858,31,7,2003,Bcomeau,4750.593,6456.435,4750.598,6456.531,29,CI-3,2,2,,,,0,0,0,0,1,,0,Simple,
1859,31,7,2003,Bcomeau,4750.593,6456.435,4750.598,6456.531,29,CI-3,2,3,,,,0,0,0,0,1,,0,Simple,
1860,31,7,2003,Bcomeau,4750.593,6456.435,4750.598,6456.531,29,CI-3,2,4,,,,0,0,0,0,1,,0,Simple,
1861,31,7,2003,Bcomeau,4750.593,6456.435,4750.598,6456.531,29,CI-3,2,5,,,,0,0,0,0,1,,0,Simple,
1862,31,7,2003,Bcomeau,4750.593,6456.435,4750.598,6456.531,29,CI-3,2,6,,,,0,0,0,0,1,,0,Simple,
1863,31,7,2003,Bcomeau,4750.593,6456.435,4750.598,6456.531,29,CI-3,2,7,,,,0,0,0,0,1,,0,Simple,
1864,31,7,2003,Bcomeau,4750.593,6456.435,4750.598,6456.531,29,CI-3,2,8,,,,0,0,0,0,1,,0,Simple,
1865,31,7,2003,Bcomeau,4750.593,6456.435,4750.598,6456.531,29,CI-3,2,9,m,41,,0,0,0,0,1,,0,Simple,
1866,31,7,2003,Bcomeau,4750.593,6456.435,4750.598,6456.531,29,CI-3,2,10,,,,0,0,0,0,1,,0,Simple,
1867,31,7,2003,Bcomeau,4750.593,6456.435,4750.598,6456.531,29,CI-3,2,11,f,71,,0,0,0,0,1,,1,Simple,
1868,31,7,2003,Bcomeau,4750.593,6456.435,4750.598,6456.531,29,CI-3,2,12,f,32,,0,0,0,0,1,,1,Simple,
1869,31,7,2003,Bcomeau,4750.593,6456.435,4750.598,6456.531,29,CI-3,2,13,,,,0,0,0,0,1,,1,Simple,2xLS
1870,31,7,2003,Bcomeau,4750.593,6456.435,4750.598,6456.531,29,CI-3,2,14,,,,0,0,0,0,1,,1,Simple,
1871,31,7,2003,Bcomeau,4750.593,6456.435,4750.598,6456.531,29,CI-3,2,15,,,,0,0,0,0,1,,0,Simple,LS
1872,31,7,2003,Bcomeau,4750.593,6456.435,4750.598,6456.531,29,CI-3,2,16,,,,0,0,0,0,1,,0,Simple,
1873,31,7,2003,Bcomeau,4750.593,6456.435,4750.598,6456.531,29,CI-3,2,17,,,,0,0,0,0,1,,0,Simple,
1874,31,7,2003,Bcomeau,4750.593,6456.435,4750.598,6456.531,29,CI-3,2,18,,,,0,0,0,0,1,,0,Simple,LS
1875,31,7,2003,Bcomeau,4750.593,6456.435,4750.598,6456.531,29,CI-3,2,19,f,24,,0,0,0,0,1,,1,Simple,
1876,31,7,2003,Bcomeau,4750.593,6456.435,4750.598,6456.531,29,CI-3,2,20,f,87,,0,0,0,0,1,,1,Simple,LS
1877,31,7,2003,Elandry,4750.593,6456.435,4750.598,6456.531,29,CI-3,2,1,,,,0,0,0,0,1,,0,Simple,
1878,31,7,2003,Elandry,4750.593,6456.435,4750.598,6456.531,29,CI-3,2,2,,,,0,0,0,0,1,,0,Simple,
1879,31,7,2003,Elandry,4750.593,6456.435,4750.598,6456.531,29,CI-3,2,3,f,21,,0,0,0,0,1,,0,Simple,
1880,31,7,2003,Elandry,4750.593,6456.435,4750.598,6456.531,29,CI-3,2,4,,,,0,0,0,0,1,,0,Simple,
1881,31,7,2003,Elandry,4750.593,6456.435,4750.598,6456.531,29,CI-3,2,5,f,77,,0,0,0,0,1,,0,Simple,
1882,31,7,2003,Elandry,4750.593,6456.435,4750.598,6456.531,29,CI-3,2,5,b3,74,,0,0,0,0,1,,0,Simple,
1883,31,7,2003,Elandry,4750.593,6456.435,4750.598,6456.531,29,CI-3,2,6,f,21,,0,0,0,0,1,,0,Simple,
1884,31,7,2003,Elandry,4750.593,6456.435,4750.598,6456.531,29,CI-3,2,7,,,,0,0,0,0,1,,0,Simple,
1885,31,7,2003,Elandry,4750.593,6456.435,4750.598,6456.531,29,CI-3,2,8,,,,0,0,0,0,1,,0,Simple,
1886,31,7,2003,Elandry,4750.593,6456.435,4750.598,6456.531,29,CI-3,2,9,,,,0,0,0,0,1,,0,Simple,
1887,31,7,2003,Elandry,4750.593,6456.435,4750.598,6456.531,29,CI-3,2,10,,,,0,0,0,0,1,,0,Simple,
1888,31,7,2003,Elandry,4750.593,6456.435,4750.598,6456.531,29,CI-3,2,11,,,,0,0,0,0,1,,0,Simple,
1889,31,7,2003,Elandry,4750.593,6456.435,4750.598,6456.531,29,CI-3,2,12,,,,0,0,0,0,1,,0,Simple,
1890,31,7,2003,Elandry,4750.593,6456.435,4750.598,6456.531,29,CI-3,2,13,,,,0,0,0,0,1,,0,Simple,
1891,31,7,2003,Elandry,4750.593,6456.435,4750.598,6456.531,29,CI-3,2,14,,,,0,0,0,0,1,,0,Simple,
1892,31,7,2003,Elandry,4750.593,6456.435,4750.598,6456.531,29,CI-3,2,15,,,,0,0,0,0,1,,0,Simple,
1893,31,7,2003,Elandry,4750.593,6456.435,4750.598,6456.531,29,CI-3,2,16,m,80,,0,0,0,0,1,,0,Simple,
1894,31,7,2003,Elandry,4750.593,6456.435,4750.598,6456.531,29,CI-3,2,17,,,,0,0,0,0,1,,0,Simple,LS
1895,31,7,2003,Elandry,4750.593,6456.435,4750.598,6456.531,29,CI-3,2,18,,,,0,0,0,0,1,,0,Simple,
1896,31,7,2003,Elandry,4750.593,6456.435,4750.598,6456.531,29,CI-3,2,19,,,,0,0,0,0,1,,0,Simple,2xLS
1897,31,7,2003,Elandry,4750.593,6456.435,4750.598,6456.531,29,CI-3,2,20,f,85,,0,0,0,0,1,,0,Simple,
1898,1,8,2003,Mcomeau,4750.727,6456.535,4750.722,6456.624,35,CI-3,3,1,,,,0,0,0,0,1,,0,Simple,
1899,1,8,2003,Mcomeau,4750.727,6456.535,4750.722,6456.624,35,CI-3,3,2,,,,0,0,0,0,1,,0,Simple,
1900,1,8,2003,Mcomeau,4750.727,6456.535,4750.722,6456.624,35,CI-3,3,3,,,,0,0,0,0,1,,0,Simple,
1901,1,8,2003,Mcomeau,4750.727,6456.535,4750.722,6456.624,35,CI-3,3,4,f,35,,0,0,0,0,1,,0,Simple,StD
1902,1,8,2003,Mcomeau,4750.727,6456.535,4750.722,6456.624,35,CI-3,3,5,,,,0,0,0,0,1,,0,Simple,
1903,1,8,2003,Mcomeau,4750.727,6456.535,4750.722,6456.624,35,CI-3,3,6,,,,0,0,0,0,1,,0,Simple,
1904,1,8,2003,Mcomeau,4750.727,6456.535,4750.722,6456.624,35,CI-3,3,7,,,,0,0,0,0,1,,0,Simple,LS
1905,1,8,2003,Mcomeau,4750.727,6456.535,4750.722,6456.624,35,CI-3,3,8,,,,0,0,0,0,1,,0,Simple,
1906,1,8,2003,Mcomeau,4750.727,6456.535,4750.722,6456.624,35,CI-3,3,9,,,,0,0,0,0,1,,0,Simple,
1907,1,8,2003,Mcomeau,4750.727,6456.535,4750.722,6456.624,35,CI-3,3,10,,,,0,0,0,0,1,,0,Simple,
1908,1,8,2003,Mcomeau,4750.727,6456.535,4750.722,6456.624,35,CI-3,3,11,,,,0,0,0,0,1,,0,Simple,
1909,1,8,2003,Mcomeau,4750.727,6456.535,4750.722,6456.624,35,CI-3,3,12,,,,0,0,0,0,1,,0,Simple,
1910,1,8,2003,Mcomeau,4750.727,6456.535,4750.722,6456.624,35,CI-3,3,13,,,,0,0,0,0,1,,0,Simple,
1911,1,8,2003,Mcomeau,4750.727,6456.535,4750.722,6456.624,35,CI-3,3,14,,,,0,0,0,0,1,,0,Simple,
1912,1,8,2003,Mcomeau,4750.727,6456.535,4750.722,6456.624,35,CI-3,3,15,,,,0,0,0,0,1,,1,Simple,LS
1913,1,8,2003,Mcomeau,4750.727,6456.535,4750.722,6456.624,35,CI-3,3,16,,,,0,0,0,0,1,,0,Simple,
1914,1,8,2003,Mcomeau,4750.727,6456.535,4750.722,6456.624,35,CI-3,3,17,,,,0,0,0,0,1,,0,Simple,
1915,1,8,2003,Mcomeau,4750.727,6456.535,4750.722,6456.624,35,CI-3,3,18,,,,0,0,0,0,1,,0,Simple,
1916,1,8,2003,Mcomeau,4750.727,6456.535,4750.722,6456.624,35,CI-3,3,19,,,,0,0,0,0,1,,0,Simple,
1917,1,8,2003,Mcomeau,4750.727,6456.535,4750.722,6456.624,35,CI-3,3,20,,,,0,0,0,0,1,,0,Simple,
1918,1,8,2003,Glandry,4750.727,6456.535,4750.722,6456.624,35,CI-3,3,1,,,,0,0,0,0,1,,1,Simple,
1919,1,8,2003,Glandry,4750.727,6456.535,4750.722,6456.624,35,CI-3,3,2,,,,0,0,0,0,1,,1,Simple,
1920,1,8,2003,Glandry,4750.727,6456.535,4750.722,6456.624,35,CI-3,3,3,,,,0,0,0,0,1,,1,Simple,
1921,1,8,2003,Glandry,4750.727,6456.535,4750.722,6456.624,35,CI-3,3,4,,,,0,0,0,0,1,,1,Simple,
1922,1,8,2003,Glandry,4750.727,6456.535,4750.722,6456.624,35,CI-3,3,5,,,,0,0,0,0,1,,1,Simple,
1923,1,8,2003,Glandry,4750.727,6456.535,4750.722,6456.624,35,CI-3,3,6,,,,0,0,0,0,1,,1,Simple,
1924,1,8,2003,Glandry,4750.727,6456.535,4750.722,6456.624,35,CI-3,3,7,f,41,,0,0,0,0,1,,1,Simple,
1925,1,8,2003,Glandry,4750.727,6456.535,4750.722,6456.624,35,CI-3,3,8,f,68,,0,0,0,0,1,,1,Simple,
1926,1,8,2003,Glandry,4750.727,6456.535,4750.722,6456.624,35,CI-3,3,9,,,,0,0,0,0,1,,1,Simple,
1927,1,8,2003,Glandry,4750.727,6456.535,4750.722,6456.624,35,CI-3,3,10,,,,0,0,0,0,1,,1,Simple,
1928,1,8,2003,Glandry,4750.727,6456.535,4750.722,6456.624,35,CI-3,3,11,b3,79,,0,0,0,0,1,,1,Simple,
1929,1,8,2003,Glandry,4750.727,6456.535,4750.722,6456.624,35,CI-3,3,12,,,,0,0,0,0,1,,1,Simple,LS
1930,1,8,2003,Glandry,4750.727,6456.535,4750.722,6456.624,35,CI-3,3,13,,,,0,0,0,0,1,,1,Simple,
1931,1,8,2003,Glandry,4750.727,6456.535,4750.722,6456.624,35,CI-3,3,14,,,,0,0,0,0,1,,1,Simple,
1932,1,8,2003,Glandry,4750.727,6456.535,4750.722,6456.624,35,CI-3,3,15,m,53,,0,0,0,0,1,,1,Simple,
1933,1,8,2003,Glandry,4750.727,6456.535,4750.722,6456.624,35,CI-3,3,15,m,20,,0,0,0,0,1,,1,Simple,
1934,1,8,2003,Glandry,4750.727,6456.535,4750.722,6456.624,35,CI-3,3,16,f,65,,0,0,0,0,1,,1,Simple,
1935,1,8,2003,Glandry,4750.727,6456.535,4750.722,6456.624,35,CI-3,3,17,,,,0,0,0,0,1,,1,Simple,
1936,1,8,2003,Glandry,4750.727,6456.535,4750.722,6456.624,35,CI-3,3,18,,,,0,0,0,0,1,,1,Simple,
1937,1,8,2003,Glandry,4750.727,6456.535,4750.722,6456.624,35,CI-3,3,19,,,,0,0,0,0,1,,1,Simple,
1938,1,8,2003,Glandry,4750.727,6456.535,4750.722,6456.624,35,CI-3,3,20,,,,0,0,0,0,1,,1,Simple,
1939,1,8,2003,Rvienneau,4750.751,6456.535,4750.753,6456.623,32,CI-3,4,1,m,74,,0,0,0,0,1,,0,Simple,
1940,1,8,2003,Rvienneau,4750.751,6456.535,4750.753,6456.623,32,CI-3,4,2,,,,0,0,1,0,1,,0,Simple,
1941,1,8,2003,Rvienneau,4750.751,6456.535,4750.753,6456.623,32,CI-3,4,3,,,,0,0,1,0,1,,0,Simple,
1942,1,8,2003,Rvienneau,4750.751,6456.535,4750.753,6456.623,32,CI-3,4,4,,,,0,0,0,0,1,,0,Simple,
1943,1,8,2003,Rvienneau,4750.751,6456.535,4750.753,6456.623,32,CI-3,4,5,,,,0,0,0,0,1,,0,Simple,
1944,1,8,2003,Rvienneau,4750.751,6456.535,4750.753,6456.623,32,CI-3,4,6,,,,0,0,0,0,1,,0,Simple,
1945,1,8,2003,Rvienneau,4750.751,6456.535,4750.753,6456.623,32,CI-3,4,7,,,,0,0,0,0,1,,0,Simple,
1946,1,8,2003,Rvienneau,4750.751,6456.535,4750.753,6456.623,32,CI-3,4,8,,,,0,0,0,0,1,,0,Simple,
1947,1,8,2003,Rvienneau,4750.751,6456.535,4750.753,6456.623,32,CI-3,4,9,,,,0,0,0,0,1,,0,Simple,
1948,1,8,2003,Rvienneau,4750.751,6456.535,4750.753,6456.623,32,CI-3,4,10,,,,0,0,0,0,1,,0,Simple,
