REG,Marker ,Jour,Mois,Année,Plongeur,Depth_(ft),Site,Transect,section,sexe,LC_(mm),
CR,1,7,7,2015,Mcomeau,25,I2,1,1,f,82,
CR,2,7,7,2015,Mcomeau,25,I2,1,1,f,22,
CR,3,7,7,2015,Mcomeau,25,I2,1,1,i,11,
CR,4,7,7,2015,Mcomeau,25,I2,1,1,i,18,
CR,5,7,7,2015,Mcomeau,25,I2,1,1,f,46,
CR,6,7,7,2015,Mcomeau,25,I2,1,1,i,15,
CR,7,7,7,2015,Mcomeau,25,I2,1,1,i,10,
CR,8,7,7,2015,Mcomeau,25,I2,1,1,f,56,
CR,9,7,7,2015,Mcomeau,25,I2,1,1,f,43,
CR,10,7,7,2015,Mcomeau,25,I2,1,1,f,27,
CR,11,7,7,2015,Mcomeau,25,I2,1,1,f,26,
CR,12,7,7,2015,Mcomeau,25,I2,1,1,m,55,
CR,13,7,7,2015,Mcomeau,25,I2,1,1,i,11,
CR,14,7,7,2015,Mcomeau,25,I2,1,1,m,21,
CR,15,7,7,2015,Mcomeau,25,I2,1,1,i,15,
CR,16,7,7,2015,Mcomeau,25,I2,1,1,i,19,
CR,17,7,7,2015,Mcomeau,25,I2,1,1,i,18,
CR,18,7,7,2015,Mcomeau,25,I2,1,1,i,17,
CR,19,7,7,2015,Mcomeau,25,I2,1,1,i,18,
CR,20,7,7,2015,Mcomeau,25,I2,1,1,m,39,
CR,21,7,7,2015,Mcomeau,25,I2,1,1,i,10,
CR,22,7,7,2015,Mcomeau,25,I2,1,1,i,12,
CR,23,7,7,2015,Mcomeau,25,I2,1,1,m,23,
CR,24,7,7,2015,Mcomeau,25,I2,1,2,i,11,
CR,25,7,7,2015,Mcomeau,25,I2,1,2,f,22,
CR,26,7,7,2015,Mcomeau,25,I2,1,2,i,15,
CR,27,7,7,2015,Mcomeau,25,I2,1,2,i,16,
CR,28,7,7,2015,Mcomeau,25,I2,1,2,i,13,
CR,29,7,7,2015,Mcomeau,25,I2,1,2,f,26,
CR,30,7,7,2015,Mcomeau,25,I2,1,2,f,22,
CR,31,7,7,2015,Mcomeau,25,I2,1,2,f,27,
CR,32,7,7,2015,Mcomeau,25,I2,1,2,m,21,
CR,33,7,7,2015,Mcomeau,25,I2,1,2,i,15,
CR,34,7,7,2015,Mcomeau,25,I2,1,2,m,32,
CR,35,7,7,2015,Mcomeau,25,I2,1,2,f,34,
CR,36,7,7,2015,Mcomeau,25,I2,1,3,f,48,
CR,37,7,7,2015,Mcomeau,25,I2,1,3,m,28,
CR,38,7,7,2015,Mcomeau,25,I2,1,3,m,42,
CR,39,7,7,2015,Mcomeau,25,I2,1,3,f,32,
CR,40,7,7,2015,Mcomeau,25,I2,1,3,i,11,
CR,41,7,7,2015,Mcomeau,25,I2,1,3,i,11,
CR,42,7,7,2015,Mcomeau,25,I2,1,3,i,12,
CR,43,7,7,2015,Mcomeau,25,I2,1,3,f,22,
CR,44,7,7,2015,Mcomeau,25,I2,1,3,m,32,
CR,45,7,7,2015,Mcomeau,25,I2,1,3,i,12,
CR,46,7,7,2015,Mcomeau,25,I2,1,3,f,33,
CR,47,7,7,2015,Mcomeau,25,I2,1,3,i,12,
CR,48,7,7,2015,Mcomeau,25,I2,1,3,m,24,
CR,49,7,7,2015,Mcomeau,25,I2,1,3,f,23,
CR,50,7,7,2015,Mcomeau,25,I2,1,3,i,12,
CR,51,7,7,2015,Mcomeau,25,I2,1,3,i,9,
CR,52,7,7,2015,Mcomeau,25,I2,1,3,f,20,
CR,53,7,7,2015,Mcomeau,25,I2,1,4,f,22,
CR,54,7,7,2015,Mcomeau,25,I2,1,4,f,30,
CR,55,7,7,2015,Mcomeau,25,I2,1,4,i,18,
CR,56,7,7,2015,Mcomeau,25,I2,1,4,i,19,
CR,57,7,7,2015,Mcomeau,25,I2,1,4,m,60,
CR,58,7,7,2015,Mcomeau,25,I2,1,4,m,23,
CR,59,7,7,2015,Mcomeau,25,I2,1,4,f,32,
CR,60,7,7,2015,Mcomeau,25,I2,1,4,i,8,
CR,61,7,7,2015,Mcomeau,25,I2,1,4,i,9,
CR,62,7,7,2015,Mcomeau,25,I2,1,4,f,22,
CR,63,7,7,2015,Mcomeau,25,I2,1,4,m,23,
CR,64,7,7,2015,Mcomeau,25,I2,1,4,f,21,
CR,65,7,7,2015,Mcomeau,25,I2,1,4,i,10,
CR,66,7,7,2015,Mcomeau,25,I2,1,4,f,35,
CR,67,7,7,2015,Mcomeau,25,I2,1,4,f,23,
CR,68,7,7,2015,Mcomeau,25,I2,1,4,i,10,
CR,69,7,7,2015,Mcomeau,25,I2,1,4,i,11,
CR,70,7,7,2015,Mcomeau,25,I2,1,4,i,9,
CR,71,7,7,2015,Mcomeau,25,I2,1,4,i,17,
CR,72,7,7,2015,Mcomeau,25,I2,1,4,m,23,
CR,73,7,7,2015,Mcomeau,25,I2,1,4,i,18,
CR,74,7,7,2015,Mcomeau,25,I2,1,4,m,36,
CR,75,7,7,2015,Mcomeau,25,I2,1,4,m,65,
CR,76,7,7,2015,Mcomeau,25,I2,1,4,i,9,
CR,77,7,7,2015,Mcomeau,25,I2,1,5,i,15,
CR,78,7,7,2015,Mcomeau,25,I2,1,5,i,12,
CR,79,7,7,2015,Mcomeau,25,I2,1,5,f,27,
CR,80,7,7,2015,Mcomeau,25,I2,1,5,f,34,
CR,81,7,7,2015,Mcomeau,25,I2,1,5,f,59,
CR,82,7,7,2015,Mcomeau,25,I2,1,5,f,33,
CR,83,7,7,2015,Mcomeau,25,I2,1,5,i,13,
CR,84,7,7,2015,Mcomeau,25,I2,1,5,f,33,
CR,85,7,7,2015,Mcomeau,25,I2,1,5,i,12,
CR,86,7,7,2015,Mcomeau,25,I2,1,5,i,10,
CR,87,7,7,2015,Mcomeau,25,I2,1,5,m,33,
CR,88,7,7,2015,Mcomeau,25,I2,1,5,m,23,
CR,89,7,7,2015,Mcomeau,25,I2,1,5,m,20,
CR,90,7,7,2015,Mcomeau,25,I2,1,5,m,20,
CR,91,7,7,2015,Mcomeau,25,I2,1,5,i,10,
CR,92,7,7,2015,Mcomeau,25,I2,1,5,m,22,
CR,93,7,7,2015,Mcomeau,25,I2,1,5,m,28,
CR,94,7,7,2015,Mcomeau,25,I2,1,5,i,12,
CR,95,7,7,2015,Mcomeau,25,I2,1,5,i,9,
CR,96,7,7,2015,Mcomeau,25,I2,1,5,m,24,
CR,97,7,7,2015,Mcomeau,25,I2,1,5,f,32,
CR,98,7,7,2015,Mcomeau,25,I2,1,5,i,13,
CR,99,7,7,2015,Mcomeau,25,I2,1,6,f,70,
CR,100,7,7,2015,Mcomeau,25,I2,1,6,f,36,
CR,101,7,7,2015,Mcomeau,25,I2,1,6,i,12,
CR,102,7,7,2015,Mcomeau,25,I2,1,6,m,73,
CR,103,7,7,2015,Mcomeau,25,I2,1,6,m,40,
CR,104,7,7,2015,Mcomeau,25,I2,1,6,f,29,
CR,105,7,7,2015,Mcomeau,25,I2,1,6,i,8,
CR,106,7,7,2015,Mcomeau,25,I2,1,6,i,19,
CR,107,7,7,2015,Mcomeau,25,I2,1,6,i,10,
CR,108,7,7,2015,Mcomeau,25,I2,1,6,m,23,
CR,109,7,7,2015,Mcomeau,25,I2,1,6,f,52,
CR,110,7,7,2015,Mcomeau,25,I2,1,6,f,42,
CR,111,7,7,2015,Mcomeau,25,I2,1,6,f,22,
CR,112,7,7,2015,Mcomeau,25,I2,1,6,f,31,
CR,113,7,7,2015,Mcomeau,25,I2,1,6,i,15,
CR,114,7,7,2015,Mcomeau,25,I2,1,6,i,11,
CR,115,7,7,2015,Mcomeau,25,I2,1,6,m,41,
CR,116,7,7,2015,Mcomeau,25,I2,1,6,i,19,
CR,117,7,7,2015,Mcomeau,25,I2,1,6,i,14,
CR,118,7,7,2015,Mcomeau,25,I2,1,6,i,19,
CR,119,7,7,2015,Mcomeau,25,I2,1,6,i,19,
CR,120,7,7,2015,Mcomeau,25,I2,1,6,i,20,
CR,121,7,7,2015,Mcomeau,25,I2,1,6,i,15,
CR,122,7,7,2015,Mcomeau,25,I2,1,6,f,22,
CR,123,7,7,2015,Mcomeau,25,I2,1,6,i,17,
CR,124,7,7,2015,Mcomeau,25,I2,1,6,f,22,
CR,125,7,7,2015,Mcomeau,25,I2,1,7,m,23,
CR,126,7,7,2015,Mcomeau,25,I2,1,7,m,36,
CR,127,7,7,2015,Mcomeau,25,I2,1,7,m,19,
CR,128,7,7,2015,Mcomeau,25,I2,1,7,f,22,
CR,129,7,7,2015,Mcomeau,25,I2,1,7,i,19,
CR,130,7,7,2015,Mcomeau,25,I2,1,7,i,10,
CR,131,7,7,2015,Mcomeau,25,I2,1,7,m,21,
CR,132,7,7,2015,Mcomeau,25,I2,1,7,i,8,
CR,133,7,7,2015,Mcomeau,25,I2,1,7,i,9,
CR,134,7,7,2015,Mcomeau,25,I2,1,7,i,18,
CR,135,7,7,2015,Mcomeau,25,I2,1,7,i,17,
CR,136,7,7,2015,Mcomeau,25,I2,1,7,i,18,
CR,137,7,7,2015,Mcomeau,25,I2,1,7,m,23,
CR,138,7,7,2015,Mcomeau,25,I2,1,7,m,50,
CR,139,7,7,2015,Mcomeau,25,I2,1,7,m,29,
CR,140,7,7,2015,Mcomeau,25,I2,1,7,m,39,
CR,141,7,7,2015,Mcomeau,25,I2,1,7,m,26,
CR,142,7,7,2015,Mcomeau,25,I2,1,7,m,65,
CR,143,7,7,2015,Mcomeau,25,I2,1,7,m,28,
CR,144,7,7,2015,Mcomeau,25,I2,1,7,f,39,
CR,145,7,7,2015,Mcomeau,25,I2,1,7,i,18,
CR,146,7,7,2015,Rdoucette,25,I2,1,8,f,39,
CR,147,7,7,2015,Rdoucette,25,I2,1,8,f,23,
CR,148,7,7,2015,Rdoucette,25,I2,1,8,i,19,
CR,149,7,7,2015,Rdoucette,25,I2,1,8,f,38,
CR,150,7,7,2015,Rdoucette,25,I2,1,8,f,28,
CR,151,7,7,2015,Rdoucette,25,I2,1,8,m,46,
CR,152,7,7,2015,Rdoucette,25,I2,1,8,i,12,
CR,153,7,7,2015,Rdoucette,25,I2,1,8,i,10,
CR,154,7,7,2015,Rdoucette,25,I2,1,8,i,15,
CR,155,7,7,2015,Rdoucette,25,I2,1,8,i,9,
CR,156,7,7,2015,Rdoucette,25,I2,1,8,i,15,
CR,157,7,7,2015,Rdoucette,25,I2,1,8,i,12,
CR,158,7,7,2015,Rdoucette,25,I2,1,8,i,19,
CR,159,7,7,2015,Rdoucette,25,I2,1,8,m,25,
CR,160,7,7,2015,Rdoucette,25,I2,1,8,m,20,
CR,161,7,7,2015,Rdoucette,25,I2,1,8,f,21,
CR,162,7,7,2015,Rdoucette,25,I2,1,8,m,26,
CR,163,7,7,2015,Rdoucette,25,I2,1,8,f,37,
CR,164,7,7,2015,Rdoucette,25,I2,1,8,f,43,
CR,165,7,7,2015,Rdoucette,25,I2,1,8,i,10,
CR,166,7,7,2015,Rdoucette,25,I2,1,8,i,12,
CR,167,7,7,2015,Rdoucette,25,I2,1,8,m,22,
CR,168,7,7,2015,Rdoucette,25,I2,1,8,m,25,
CR,169,7,7,2015,Rdoucette,25,I2,1,9,f,19,
CR,170,7,7,2015,Rdoucette,25,I2,1,9,m,21,
CR,171,7,7,2015,Rdoucette,25,I2,1,9,i,16,
CR,172,7,7,2015,Rdoucette,25,I2,1,9,m,20,
CR,173,7,7,2015,Rdoucette,25,I2,1,9,f,36,
CR,174,7,7,2015,Rdoucette,25,I2,1,9,f,23,
CR,175,7,7,2015,Rdoucette,25,I2,1,9,m,22,
CR,176,7,7,2015,Rdoucette,25,I2,1,9,i,12,
CR,177,7,7,2015,Rdoucette,25,I2,1,9,i,14,
CR,178,7,7,2015,Rdoucette,25,I2,1,9,i,16,
CR,179,7,7,2015,Rdoucette,25,I2,1,9,m,24,
CR,180,7,7,2015,Rdoucette,25,I2,1,9,m,24,
CR,181,7,7,2015,Rdoucette,25,I2,1,9,f,39,
CR,182,7,7,2015,Rdoucette,25,I2,1,9,i,10,
CR,183,7,7,2015,Rdoucette,25,I2,1,9,i,17,
CR,184,7,7,2015,Rdoucette,25,I2,1,9,m,19,
CR,185,7,7,2015,Rdoucette,25,I2,1,9,f,36,
CR,186,7,7,2015,Rdoucette,25,I2,1,9,m,21,
CR,187,7,7,2015,Rdoucette,25,I2,1,9,i,16,
CR,188,7,7,2015,Rdoucette,25,I2,1,9,f,22,
CR,189,7,7,2015,Rdoucette,25,I2,1,9,f,41,
CR,190,7,7,2015,Rdoucette,25,I2,1,9,i,18,
CR,191,7,7,2015,Rdoucette,25,I2,1,9,i,60,
CR,192,7,7,2015,Rdoucette,25,I2,1,9,i,18,
CR,193,7,7,2015,Rdoucette,25,I2,1,9,f,43,
CR,194,7,7,2015,Rdoucette,25,I2,1,9,m,22,
CR,195,7,7,2015,Rdoucette,25,I2,1,9,i,17,
CR,196,7,7,2015,Rdoucette,25,I2,1,9,f,22,
CR,197,7,7,2015,Rdoucette,25,I2,1,10,m,63,
CR,198,7,7,2015,Rdoucette,25,I2,1,10,m,55,
CR,199,7,7,2015,Rdoucette,25,I2,1,10,i,12,
CR,200,7,7,2015,Rdoucette,25,I2,1,10,f,77,
CR,201,7,7,2015,Rdoucette,25,I2,1,10,i,10,
CR,202,7,7,2015,Rdoucette,25,I2,1,10,f,34,
CR,203,7,7,2015,Rdoucette,25,I2,1,10,m,26,
CR,204,7,7,2015,Rdoucette,25,I2,1,10,f,32,
CR,205,7,7,2015,Rdoucette,25,I2,1,10,m,34,
CR,206,7,7,2015,Rdoucette,25,I2,1,10,f,32,
CR,207,7,7,2015,Rdoucette,25,I2,1,10,m,30,
CR,208,7,7,2015,Rdoucette,25,I2,1,10,f,35,
CR,209,7,7,2015,Rdoucette,25,I2,1,10,i,9,
CR,210,7,7,2015,Rdoucette,25,I2,1,10,i,12,
CR,211,7,7,2015,Rdoucette,25,I2,1,10,i,9,
CR,212,7,7,2015,Rdoucette,25,I2,1,10,i,10,
CR,213,7,7,2015,Rdoucette,25,I2,1,10,m,23,
CR,214,7,7,2015,Rdoucette,25,I2,1,10,i,12,
CR,215,7,7,2015,Rdoucette,25,I2,1,10,f,31,
CR,216,7,7,2015,Rdoucette,25,I2,1,10,m,20,
CR,217,7,7,2015,Rdoucette,25,I2,1,10,f,28,
CR,218,7,7,2015,Rdoucette,25,I2,1,10,i,16,
CR,219,7,7,2015,Rdoucette,25,I2,1,10,i,60,
CR,220,7,7,2015,Rdoucette,25,I2,1,10,i,9,
CR,221,7,7,2015,Rdoucette,25,I2,1,10,i,11,
CR,222,7,7,2015,Rdoucette,25,I2,1,10,b3,79,
CR,223,7,7,2015,Rdoucette,25,I2,1,10,m,41,
CR,224,7,7,2015,Rdoucette,25,I2,1,10,i,11,
CR,225,7,7,2015,Rdoucette,25,I2,1,10,m,63,
CR,226,7,7,2015,Rdoucette,25,I2,1,10,f,28,
CR,227,7,7,2015,Rdoucette,25,I2,1,10,i,15,
CR,228,7,7,2015,Rdoucette,25,I2,1,10,i,12,
CR,229,7,7,2015,Rdoucette,25,I2,1,10,i,16,
CR,230,7,7,2015,Rdoucette,25,I2,1,10,f,30,
CR,231,7,7,2015,Rdoucette,25,I2,1,10,f,44,
CR,232,7,7,2015,Rdoucette,25,I2,1,10,m,23,
CR,233,7,7,2015,Rdoucette,25,I2,1,10,m,39,
CR,234,7,7,2015,Rdoucette,25,I2,1,10,f,21,
CR,235,7,7,2015,Bcomeau,25,I2,1,1,m,24,
CR,236,7,7,2015,Bcomeau,25,I2,1,1,i,12,
CR,237,7,7,2015,Bcomeau,25,I2,1,1,m,46,
CR,238,7,7,2015,Bcomeau,25,I2,1,1,f,25,
CR,239,7,7,2015,Bcomeau,25,I2,1,1,f,35,
CR,240,7,7,2015,Bcomeau,25,I2,1,1,i,15,
CR,241,7,7,2015,Bcomeau,25,I2,1,1,i,12,
CR,242,7,7,2015,Bcomeau,25,I2,1,1,i,14,
CR,243,7,7,2015,Bcomeau,25,I2,1,1,m,29,
CR,244,7,7,2015,Bcomeau,25,I2,1,1,i,16,
CR,245,7,7,2015,Bcomeau,25,I2,1,1,f,34,
CR,246,7,7,2015,Bcomeau,25,I2,1,1,m,41,
CR,247,7,7,2015,Bcomeau,25,I2,1,1,m,21,
CR,248,7,7,2015,Bcomeau,25,I2,1,1,i,15,
CR,249,7,7,2015,Bcomeau,25,I2,1,1,m,34,
CR,250,7,7,2015,Bcomeau,25,I2,1,1,m,24,
CR,251,7,7,2015,Bcomeau,25,I2,1,1,i,12,
CR,252,7,7,2015,Bcomeau,25,I2,1,1,i,12,
CR,253,7,7,2015,Bcomeau,25,I2,1,1,m,40,
CR,254,7,7,2015,Bcomeau,25,I2,1,1,m,24,
CR,255,7,7,2015,Bcomeau,25,I2,1,1,i,18,
CR,256,7,7,2015,Bcomeau,25,I2,1,1,f,30,
CR,257,7,7,2015,Bcomeau,25,I2,1,1,i,15,
CR,258,7,7,2015,Bcomeau,25,I2,1,2,i,10,
CR,259,7,7,2015,Bcomeau,25,I2,1,2,i,18,
CR,260,7,7,2015,Bcomeau,25,I2,1,2,m,19,
CR,261,7,7,2015,Bcomeau,25,I2,1,2,m,20,
CR,262,7,7,2015,Bcomeau,25,I2,1,2,m,68,
CR,263,7,7,2015,Bcomeau,25,I2,1,2,i,15,
CR,264,7,7,2015,Bcomeau,25,I2,1,2,f,20,
CR,265,7,7,2015,Bcomeau,25,I2,1,2,i,12,
CR,266,7,7,2015,Bcomeau,25,I2,1,2,i,11,
CR,267,7,7,2015,Bcomeau,25,I2,1,2,f,25,
CR,268,7,7,2015,Bcomeau,25,I2,1,2,f,42,
CR,269,7,7,2015,Bcomeau,25,I2,1,2,i,11,
CR,270,7,7,2015,Bcomeau,25,I2,1,2,i,13,
CR,271,7,7,2015,Bcomeau,25,I2,1,2,f,24,
CR,272,7,7,2015,Bcomeau,25,I2,1,2,f,19,
CR,273,7,7,2015,Bcomeau,25,I2,1,2,m,23,
CR,274,7,7,2015,Bcomeau,25,I2,1,2,f,43,
CR,275,7,7,2015,Bcomeau,25,I2,1,2,i,18,
CR,276,7,7,2015,Bcomeau,25,I2,1,2,f,31,
CR,277,7,7,2015,Bcomeau,25,I2,1,2,f,25,
CR,278,7,7,2015,Bcomeau,25,I2,1,2,m,20,
CR,279,7,7,2015,Bcomeau,25,I2,1,3,m,41,
CR,280,7,7,2015,Bcomeau,25,I2,1,3,i,17,
CR,281,7,7,2015,Bcomeau,25,I2,1,3,i,15,
CR,282,7,7,2015,Bcomeau,25,I2,1,3,m,21,
CR,283,7,7,2015,Bcomeau,25,I2,1,3,m,19,
CR,284,7,7,2015,Bcomeau,25,I2,1,3,f,29,
CR,285,7,7,2015,Bcomeau,25,I2,1,3,i,12,
CR,286,7,7,2015,Bcomeau,25,I2,1,3,i,13,
CR,287,7,7,2015,Bcomeau,25,I2,1,3,i,13,
CR,288,7,7,2015,Bcomeau,25,I2,1,3,i,12,
CR,289,7,7,2015,Bcomeau,25,I2,1,3,m,33,
CR,290,7,7,2015,Bcomeau,25,I2,1,3,f,22,
CR,291,7,7,2015,Bcomeau,25,I2,1,3,f,24,
CR,292,7,7,2015,Bcomeau,25,I2,1,3,f,35,
CR,293,7,7,2015,Bcomeau,25,I2,1,3,m,20,
CR,294,7,7,2015,Bcomeau,25,I2,1,3,i,10,
CR,295,7,7,2015,Bcomeau,25,I2,1,3,f,31,
CR,296,7,7,2015,Bcomeau,25,I2,1,4,m,34,
CR,297,7,7,2015,Bcomeau,25,I2,1,4,m,61,
CR,298,7,7,2015,Bcomeau,25,I2,1,4,m,27,
CR,299,7,7,2015,Bcomeau,25,I2,1,4,f,21,
CR,300,7,7,2015,Bcomeau,25,I2,1,4,i,13,
CR,301,7,7,2015,Bcomeau,25,I2,1,4,f,21,
CR,302,7,7,2015,Bcomeau,25,I2,1,4,m,22,
CR,303,7,7,2015,Bcomeau,25,I2,1,4,i,16,
CR,304,7,7,2015,Bcomeau,25,I2,1,4,i,14,
CR,305,7,7,2015,Bcomeau,25,I2,1,4,i,13,
CR,306,7,7,2015,Bcomeau,25,I2,1,4,i,10,
CR,307,7,7,2015,Bcomeau,25,I2,1,4,i,18,
CR,308,7,7,2015,Bcomeau,25,I2,1,4,i,19,
CR,309,7,7,2015,Bcomeau,25,I2,1,4,m,46,
CR,310,7,7,2015,Bcomeau,25,I2,1,4,m,26,
CR,311,7,7,2015,Bcomeau,25,I2,1,4,m,27,
CR,312,7,7,2015,Bcomeau,25,I2,1,4,m,26,
CR,313,7,7,2015,Bcomeau,25,I2,1,4,m,27,
CR,314,7,7,2015,Bcomeau,25,I2,1,4,f,30,
CR,315,7,7,2015,Bcomeau,25,I2,1,4,m,26,
CR,316,7,7,2015,Bcomeau,25,I2,1,4,m,26,
CR,317,7,7,2015,Bcomeau,25,I2,1,4,f,27,
CR,318,7,7,2015,Bcomeau,25,I2,1,4,m,23,
CR,319,7,7,2015,Bcomeau,25,I2,1,4,i,16,
CR,320,7,7,2015,Bcomeau,25,I2,1,5,i,17,
CR,321,7,7,2015,Bcomeau,25,I2,1,5,f,29,
CR,322,7,7,2015,Bcomeau,25,I2,1,5,i,12,
CR,323,7,7,2015,Bcomeau,25,I2,1,5,i,11,
CR,324,7,7,2015,Bcomeau,25,I2,1,5,i,13,
CR,325,7,7,2015,Bcomeau,25,I2,1,5,m,23,
CR,326,7,7,2015,Bcomeau,25,I2,1,5,f,42,
CR,327,7,7,2015,Bcomeau,25,I2,1,5,i,16,
CR,328,7,7,2015,Bcomeau,25,I2,1,5,i,16,
CR,329,7,7,2015,Bcomeau,25,I2,1,5,m,21,
CR,330,7,7,2015,Bcomeau,25,I2,1,5,f,31,
CR,331,7,7,2015,Bcomeau,25,I2,1,5,m,41,
CR,332,7,7,2015,Bcomeau,25,I2,1,5,m,55,
CR,333,7,7,2015,Bcomeau,25,I2,1,5,m,24,
CR,334,7,7,2015,Bcomeau,25,I2,1,5,i,16,
CR,335,7,7,2015,Bcomeau,25,I2,1,5,m,20,
CR,336,7,7,2015,Bcomeau,25,I2,1,5,f,19,
CR,337,7,7,2015,Bcomeau,25,I2,1,5,i,12,
CR,338,7,7,2015,Bcomeau,25,I2,1,5,i,17,
CR,339,7,7,2015,Bcomeau,25,I2,1,5,i,11,
CR,340,7,7,2015,Bcomeau,25,I2,1,5,f,43,
CR,341,7,7,2015,Bcomeau,25,I2,1,5,f,21,
CR,342,7,7,2015,Bcomeau,25,I2,1,5,f,26,
CR,343,7,7,2015,Bcomeau,25,I2,1,5,i,11,
CR,344,7,7,2015,Bcomeau,25,I2,1,5,i,11,
CR,345,7,7,2015,Bcomeau,25,I2,1,5,i,13,
CR,346,7,7,2015,Bcomeau,25,I2,1,5,i,19,
CR,347,7,7,2015,Bcomeau,25,I2,1,5,i,12,
CR,348,7,7,2015,Bcomeau,25,I2,1,5,i,17,
CR,349,7,7,2015,Bcomeau,25,I2,1,5,f,27,
CR,350,7,7,2015,Bcomeau,25,I2,1,5,f,22,
CR,351,7,7,2015,Bcomeau,25,I2,1,6,f,28,
CR,352,7,7,2015,Bcomeau,25,I2,1,6,m,20,
CR,353,7,7,2015,Bcomeau,25,I2,1,6,m,64,
CR,354,7,7,2015,Bcomeau,25,I2,1,6,f,21,
CR,355,7,7,2015,Bcomeau,25,I2,1,6,i,17,
CR,356,7,7,2015,Bcomeau,25,I2,1,6,f,73,
CR,357,7,7,2015,Bcomeau,25,I2,1,6,i,10,
CR,358,7,7,2015,Bcomeau,25,I2,1,6,i,18,
CR,359,7,7,2015,Bcomeau,25,I2,1,6,i,16,
CR,360,7,7,2015,Bcomeau,25,I2,1,6,f,51,
CR,361,7,7,2015,Bcomeau,25,I2,1,6,m,25,
CR,362,7,7,2015,Bcomeau,25,I2,1,6,m,42,
CR,363,7,7,2015,Bcomeau,25,I2,1,6,f,74,
CR,364,7,7,2015,Bcomeau,25,I2,1,6,i,14,
CR,365,7,7,2015,Bcomeau,25,I2,1,6,i,12,
CR,366,7,7,2015,Bcomeau,25,I2,1,6,i,10,
CR,367,7,7,2015,Bcomeau,25,I2,1,6,m,30,
CR,368,7,7,2015,Bcomeau,25,I2,1,6,m,32,
CR,369,7,7,2015,Bcomeau,25,I2,1,6,f,35,
CR,370,7,7,2015,Bcomeau,25,I2,1,6,i,16,
CR,371,7,7,2015,Bcomeau,25,I2,1,6,i,18,
CR,372,7,7,2015,Bcomeau,25,I2,1,6,i,19,
CR,373,7,7,2015,Bcomeau,25,I2,1,6,i,14,
CR,374,7,7,2015,Bcomeau,25,I2,1,6,i,12,
CR,375,7,7,2015,Bcomeau,25,I2,1,6,i,15,
CR,376,7,7,2015,Bcomeau,25,I2,1,6,i,16,
CR,377,7,7,2015,Dgiard,25,I2,1,7,f,25,
CR,378,7,7,2015,Dgiard,25,I2,1,7,i,12,
CR,379,7,7,2015,Dgiard,25,I2,1,7,m,23,
CR,380,7,7,2015,Dgiard,25,I2,1,7,m,25,
CR,381,7,7,2015,Dgiard,25,I2,1,7,i,10,
CR,382,7,7,2015,Dgiard,25,I2,1,7,i,13,
CR,383,7,7,2015,Dgiard,25,I2,1,7,f,28,
CR,384,7,7,2015,Dgiard,25,I2,1,7,i,15,
CR,385,7,7,2015,Dgiard,25,I2,1,7,f,22,
CR,386,7,7,2015,Dgiard,25,I2,1,7,i,12,
CR,387,7,7,2015,Dgiard,25,I2,1,7,f,50,
CR,388,7,7,2015,Dgiard,25,I2,1,7,m,29,
CR,389,7,7,2015,Dgiard,25,I2,1,7,i,13,
CR,390,7,7,2015,Dgiard,25,I2,1,7,m,28,
CR,391,7,7,2015,Dgiard,25,I2,1,7,f,26,
CR,392,7,7,2015,Dgiard,25,I2,1,7,i,10,
CR,393,7,7,2015,Dgiard,25,I2,1,7,m,21,
CR,394,7,7,2015,Dgiard,25,I2,1,7,i,18,
CR,395,7,7,2015,Dgiard,25,I2,1,7,m,36,
CR,396,7,7,2015,Dgiard,25,I2,1,7,m,60,
CR,397,7,7,2015,Dgiard,25,I2,1,7,m,42,
CR,398,7,7,2015,Dgiard,25,I2,1,7,f,28,
CR,399,7,7,2015,Dgiard,25,I2,1,7,i,19,
CR,400,7,7,2015,Dgiard,25,I2,1,7,i,9,
CR,401,7,7,2015,Dgiard,25,I2,1,7,f,68,
CR,402,7,7,2015,Dgiard,25,I2,1,7,f,50,
CR,403,7,7,2015,Dgiard,25,I2,1,7,i,20,
CR,404,7,7,2015,Dgiard,25,I2,1,7,f,41,
CR,405,7,7,2015,Dgiard,25,I2,1,7,i,13,
CR,406,7,7,2015,Dgiard,25,I2,1,7,i,16,
CR,407,7,7,2015,Dgiard,25,I2,1,7,i,16,
CR,408,7,7,2015,Dgiard,25,I2,1,8,m,28,
CR,409,7,7,2015,Dgiard,25,I2,1,8,f,23,
CR,410,7,7,2015,Dgiard,25,I2,1,8,i,12,
CR,411,7,7,2015,Dgiard,25,I2,1,8,f,26,
CR,412,7,7,2015,Dgiard,25,I2,1,8,f,32,
CR,413,7,7,2015,Dgiard,25,I2,1,8,i,12,
CR,414,7,7,2015,Dgiard,25,I2,1,8,i,18,
CR,415,7,7,2015,Dgiard,25,I2,1,8,i,20,
CR,416,7,7,2015,Dgiard,25,I2,1,8,i,15,
CR,417,7,7,2015,Dgiard,25,I2,1,8,m,75,
CR,418,7,7,2015,Dgiard,25,I2,1,8,i,12,
CR,419,7,7,2015,Dgiard,25,I2,1,8,i,19,
CR,420,7,7,2015,Dgiard,25,I2,1,8,m,27,
CR,421,7,7,2015,Dgiard,25,I2,1,8,i,16,
CR,422,7,7,2015,Dgiard,25,I2,1,8,i,11,
CR,423,7,7,2015,Dgiard,25,I2,1,8,i,12,
CR,424,7,7,2015,Dgiard,25,I2,1,8,i,14,
