REG,Marker ,Jour,Mois,Année,Plongeur,Depth_(ft),Site,Transect,section,sexe,LC_(mm),
CR,4632,8,7,2015,Bcomeau,20,I8,1,5,m,44,
CR,4633,8,7,2015,Bcomeau,20,I8,1,6,m,48,
CR,4634,8,7,2015,Bcomeau,20,I8,1,6,f,20,
CR,4635,8,7,2015,Bcomeau,20,I8,1,6,f,50,
CR,4636,8,7,2015,Bcomeau,20,I8,1,6,f,35,
CR,4637,8,7,2015,Bcomeau,20,I8,1,6,m,25,
CR,4638,8,7,2015,Bcomeau,20,I8,1,6,f,34,
CR,4639,8,7,2015,Bcomeau,20,I8,1,6,i,14,
CR,4640,8,7,2015,Bcomeau,20,I8,1,6,i,12,
CR,4641,8,7,2015,Bcomeau,20,I8,1,6,i,12,
CR,4642,8,7,2015,Bcomeau,20,I8,1,6,i,10,
CR,4643,8,7,2015,Bcomeau,20,I8,1,6,i,11,
CR,4644,8,7,2015,Bcomeau,20,I8,1,6,i,11,
CR,4645,8,7,2015,Bcomeau,20,I8,1,6,i,10,
CR,4646,8,7,2015,Bcomeau,20,I8,1,6,i,12,
CR,4647,8,7,2015,Bcomeau,20,I8,1,7,i,11,
CR,4648,8,7,2015,Bcomeau,20,I8,1,7,i,12,
CR,4649,8,7,2015,Bcomeau,20,I8,1,7,i,11,
CR,4650,8,7,2015,Bcomeau,20,I8,1,7,i,12,
CR,4651,8,7,2015,Bcomeau,20,I8,1,7,m,43,
CR,4652,8,7,2015,Bcomeau,20,I8,1,7,m,30,
CR,4653,8,7,2015,Bcomeau,20,I8,1,7,m,24,
CR,4654,8,7,2015,Bcomeau,20,I8,1,7,f,58,
CR,4655,8,7,2015,Bcomeau,20,I8,1,7,f,45,
CR,4656,8,7,2015,Bcomeau,20,I8,1,7,f,23,
CR,4657,8,7,2015,Bcomeau,20,I8,1,8,f,30,
CR,4658,8,7,2015,Bcomeau,20,I8,1,8,f,19,
CR,4659,8,7,2015,Bcomeau,20,I8,1,8,f,27,
CR,4660,8,7,2015,Bcomeau,20,I8,1,8,m,27,
CR,4661,8,7,2015,Bcomeau,20,I8,1,8,i,18,
CR,4662,8,7,2015,Bcomeau,20,I8,1,9,i,13,
CR,4663,8,7,2015,Bcomeau,20,I8,1,9,m,26,
CR,4664,8,7,2015,Bcomeau,20,I8,1,10,m,37,
CR,4665,8,7,2015,Bcomeau,20,I8,1,10,f,37,
CR,4666,8,7,2015,Bcomeau,20,I8,1,10,f,23,
CR,4667,8,7,2015,Bcomeau,20,I8,1,10,i,12,
CR,4668,8,7,2015,Bcomeau,20,I8,1,10,i,18,
CR,4669,8,7,2015,Bcomeau,20,I8,1,10,i,15,
CR,4670,8,7,2015,Bcomeau,20,I8,1,10,i,12,
CR,4671,8,7,2015,Bcomeau,20,I8,1,11,i,15,
CR,4672,8,7,2015,Bcomeau,20,I8,1,11,i,13,
CR,4673,8,7,2015,Bcomeau,20,I8,1,11,i,11,
CR,4674,8,7,2015,Bcomeau,20,I8,1,11,m,54,
CR,4675,8,7,2015,Bcomeau,20,I8,1,11,f,21,
CR,4676,8,7,2015,Bcomeau,20,I8,1,11,f,37,
CR,4677,8,7,2015,Bcomeau,20,I8,1,11,f,22,
CR,4678,8,7,2015,Bcomeau,20,I8,1,11,m,22,
CR,4679,8,7,2015,Bcomeau,20,I8,1,12,m,26,
CR,4680,8,7,2015,Bcomeau,20,I8,1,12,f,58,
CR,4681,8,7,2015,Bcomeau,20,I8,1,12,f,35,
CR,4682,8,7,2015,Bcomeau,20,I8,1,12,f,27,
CR,4683,8,7,2015,Bcomeau,20,I8,1,12,i,10,
CR,4684,8,7,2015,Bcomeau,20,I8,1,12,i,12,
CR,4685,8,7,2015,Bcomeau,20,I8,1,13,f,69,
CR,4686,8,7,2015,Bcomeau,20,I8,1,13,f,20,
CR,4687,8,7,2015,Bcomeau,20,I8,1,13,f,56,
CR,4688,8,7,2015,Bcomeau,20,I8,1,13,m,27,
CR,4689,8,7,2015,Bcomeau,20,I8,1,13,f,35,
CR,4690,8,7,2015,Bcomeau,20,I8,1,14,m,71,
CR,4691,8,7,2015,Bcomeau,20,I8,1,14,m,28,
CR,4692,8,7,2015,Bcomeau,20,I8,1,14,f,35,
CR,4693,8,7,2015,Bcomeau,20,I8,1,14,i,12,
CR,4694,8,7,2015,Bcomeau,20,I8,1,14,i,12,
CR,4695,8,7,2015,Bcomeau,20,I8,1,15,i,15,
CR,4696,8,7,2015,Bcomeau,20,I8,1,15,i,12,
CR,4697,8,7,2015,Bcomeau,20,I8,1,15,m,31,
CR,4698,8,7,2015,Bcomeau,20,I8,1,15,f,52,
CR,4699,8,7,2015,Bcomeau,20,I8,1,15,m,25,
CR,4700,8,7,2015,Bcomeau,20,I8,1,15,f,20,
CR,4701,8,7,2015,Bcomeau,20,I8,1,15,f,40,
CR,4702,14,7,2015,Rdoucette,16,I8,2,1,i,18,
CR,4703,14,7,2015,Rdoucette,16,I8,2,1,i,12,
CR,4704,14,7,2015,Rdoucette,16,I8,2,1,f,31,
CR,4705,14,7,2015,Rdoucette,16,I8,2,1,f,33,
CR,4706,14,7,2015,Rdoucette,16,I8,2,1,m,76,
CR,4707,14,7,2015,Rdoucette,16,I8,2,1,f,29,
CR,4708,14,7,2015,Rdoucette,16,I8,2,1,m,27,
CR,4709,14,7,2015,Rdoucette,16,I8,2,1,f,40,
CR,4710,14,7,2015,Rdoucette,16,I8,2,1,i,12,
CR,4711,14,7,2015,Rdoucette,16,I8,2,2,i,22,
CR,4712,14,7,2015,Rdoucette,16,I8,2,2,m,34,
CR,4713,14,7,2015,Rdoucette,16,I8,2,2,f,51,
CR,4714,14,7,2015,Rdoucette,16,I8,2,2,m,48,
CR,4715,14,7,2015,Rdoucette,16,I8,2,2,m,33,
CR,4716,14,7,2015,Rdoucette,16,I8,2,2,m,37,
CR,4717,14,7,2015,Rdoucette,16,I8,2,2,i,12,
CR,4718,14,7,2015,Rdoucette,16,I8,2,2,i,18,
CR,4719,14,7,2015,Rdoucette,16,I8,2,2,m,60,
CR,4720,14,7,2015,Rdoucette,16,I8,2,2,f,35,
CR,4721,14,7,2015,Rdoucette,16,I8,2,2,i,15,
CR,4722,14,7,2015,Rdoucette,16,I8,2,2,i,16,
CR,4723,14,7,2015,Rdoucette,16,I8,2,2,i,13,
CR,4724,14,7,2015,Rdoucette,16,I8,2,2,m,63,
CR,4725,14,7,2015,Rdoucette,16,I8,2,2,f,35,
CR,4726,14,7,2015,Rdoucette,16,I8,2,2,i,12,
CR,4727,14,7,2015,Rdoucette,16,I8,2,2,m,56,
CR,4728,14,7,2015,Rdoucette,16,I8,2,2,m,21,
CR,4729,14,7,2015,Rdoucette,16,I8,2,3,f,73,
CR,4730,14,7,2015,Rdoucette,16,I8,2,3,f,21,
CR,4731,14,7,2015,Rdoucette,16,I8,2,3,f,58,
CR,4732,14,7,2015,Rdoucette,16,I8,2,3,b1,81,
CR,4733,14,7,2015,Rdoucette,16,I8,2,3,f,23,
CR,4734,14,7,2015,Rdoucette,16,I8,2,3,i,11,
CR,4735,14,7,2015,Rdoucette,16,I8,2,3,f,51,
CR,4736,14,7,2015,Rdoucette,16,I8,2,3,f,60,
CR,4737,14,7,2015,Rdoucette,16,I8,2,3,i,20,
CR,4738,14,7,2015,Rdoucette,16,I8,2,3,f,73,
CR,4739,14,7,2015,Rdoucette,16,I8,2,3,i,9,
CR,4740,14,7,2015,Rdoucette,16,I8,2,3,m,26,
CR,4741,14,7,2015,Rdoucette,16,I8,2,3,i,12,
CR,4742,14,7,2015,Rdoucette,16,I8,2,3,i,11,
CR,4743,14,7,2015,Rdoucette,16,I8,2,3,i,12,
CR,4744,14,7,2015,Rdoucette,16,I8,2,3,i,9,
CR,4745,14,7,2015,Rdoucette,16,I8,2,3,f,25,
CR,4746,14,7,2015,Rdoucette,16,I8,2,3,m,28,
CR,4747,14,7,2015,Rdoucette,16,I8,2,3,f,51,
CR,4748,14,7,2015,Rdoucette,16,I8,2,3,m,32,
CR,4749,14,7,2015,Rdoucette,16,I8,2,3,i,19,
CR,4750,14,7,2015,Rdoucette,16,I8,2,3,f,25,
CR,4751,14,7,2015,Rdoucette,16,I8,2,3,i,15,
CR,4752,14,7,2015,Rdoucette,16,I8,2,3,f,33,
CR,4753,14,7,2015,Rdoucette,16,I8,2,3,i,11,
CR,4754,14,7,2015,Rdoucette,16,I8,2,3,i,18,
CR,4755,14,7,2015,Rdoucette,16,I8,2,4,i,12,
CR,4756,14,7,2015,Rdoucette,16,I8,2,4,f,23,
CR,4757,14,7,2015,Rdoucette,16,I8,2,4,i,16,
CR,4758,14,7,2015,Rdoucette,16,I8,2,4,f,39,
CR,4759,14,7,2015,Rdoucette,16,I8,2,4,i,10,
CR,4760,14,7,2015,Rdoucette,16,I8,2,4,i,12,
CR,4761,14,7,2015,Rdoucette,16,I8,2,4,i,40,
CR,4762,14,7,2015,Rdoucette,16,I8,2,4,m,24,
CR,4763,14,7,2015,Rdoucette,16,I8,2,4,m,21,
CR,4764,14,7,2015,Rdoucette,16,I8,2,4,i,12,
CR,4765,14,7,2015,Rdoucette,16,I8,2,4,i,9,
CR,4766,14,7,2015,Rdoucette,16,I8,2,4,f,55,
CR,4767,14,7,2015,Rdoucette,16,I8,2,4,m,60,
CR,4768,14,7,2015,Rdoucette,16,I8,2,4,f,45,
CR,4769,14,7,2015,Rdoucette,16,I8,2,4,m,22,
CR,4770,14,7,2015,Rdoucette,16,I8,2,5,m,21,
CR,4771,14,7,2015,Rdoucette,16,I8,2,5,i,18,
CR,4772,14,7,2015,Rdoucette,16,I8,2,5,f,44,
CR,4773,14,7,2015,Rdoucette,16,I8,2,5,m,31,
CR,4774,14,7,2015,Rdoucette,16,I8,2,5,f,34,
CR,4775,14,7,2015,Rdoucette,16,I8,2,5,i,12,
CR,4776,14,7,2015,Rdoucette,16,I8,2,5,i,20,
CR,4777,14,7,2015,Rdoucette,16,I8,2,5,i,15,
CR,4778,14,7,2015,Rdoucette,16,I8,2,5,f,73,
CR,4779,14,7,2015,Rdoucette,16,I8,2,5,m,34,
CR,4780,14,7,2015,Rdoucette,16,I8,2,5,f,30,
CR,4781,14,7,2015,Rdoucette,16,I8,2,5,f,46,
CR,4782,14,7,2015,Rdoucette,16,I8,2,5,f,22,
CR,4783,14,7,2015,Rdoucette,16,I8,2,5,f,23,
CR,4784,14,7,2015,Rdoucette,16,I8,2,5,i,9,
CR,4785,14,7,2015,Rdoucette,16,I8,2,5,i,12,
CR,4786,14,7,2015,Rdoucette,16,I8,2,5,i,18,
CR,4787,14,7,2015,Rdoucette,16,I8,2,5,i,11,
CR,4788,14,7,2015,Rdoucette,16,I8,2,6,i,12,
CR,4789,14,7,2015,Rdoucette,16,I8,2,6,f,48,
CR,4790,14,7,2015,Rdoucette,16,I8,2,6,b1,92,
CR,4791,14,7,2015,Rdoucette,16,I8,2,6,i,12,
CR,4792,14,7,2015,Rdoucette,16,I8,2,6,m,45,
CR,4793,14,7,2015,Rdoucette,16,I8,2,6,f,24,
CR,4794,14,7,2015,Rdoucette,16,I8,2,6,i,9,
CR,4795,14,7,2015,Rdoucette,16,I8,2,6,m,27,
CR,4796,14,7,2015,Rdoucette,16,I8,2,6,i,15,
CR,4797,14,7,2015,Rdoucette,16,I8,2,7,i,50,
CR,4798,14,7,2015,Rdoucette,16,I8,2,7,f,58,
CR,4799,14,7,2015,Rdoucette,16,I8,2,7,i,12,
CR,4800,14,7,2015,Rdoucette,16,I8,2,7,m,25,
CR,4801,14,7,2015,Rdoucette,16,I8,2,7,i,12,
CR,4802,14,7,2015,Rdoucette,16,I8,2,7,f,33,
CR,4803,14,7,2015,Rdoucette,16,I8,2,7,f,23,
CR,4804,14,7,2015,Rdoucette,16,I8,2,7,m,35,
CR,4805,14,7,2015,Rdoucette,16,I8,2,8,i,20,
CR,4806,14,7,2015,Rdoucette,16,I8,2,8,f,33,
CR,4807,14,7,2015,Rdoucette,16,I8,2,8,i,60,
CR,4808,14,7,2015,Rdoucette,16,I8,2,8,i,15,
CR,4809,14,7,2015,Rdoucette,16,I8,2,8,m,21,
CR,4810,14,7,2015,Rdoucette,16,I8,2,8,m,37,
CR,4811,14,7,2015,Rdoucette,16,I8,2,8,i,9,
CR,4812,14,7,2015,Rdoucette,16,I8,2,8,m,26,
CR,4813,14,7,2015,Rdoucette,16,I8,2,8,f,23,
CR,4814,14,7,2015,Rdoucette,16,I8,2,8,m,84,
CR,4815,14,7,2015,Rdoucette,16,I8,2,8,i,20,
CR,4816,14,7,2015,Rdoucette,16,I8,2,8,i,15,
CR,4817,14,7,2015,Rdoucette,16,I8,2,8,f,49,
CR,4818,14,7,2015,Rdoucette,16,I8,2,9,i,16,
CR,4819,14,7,2015,Rdoucette,16,I8,2,9,i,18,
CR,4820,14,7,2015,Rdoucette,16,I8,2,9,m,32,
CR,4821,14,7,2015,Rdoucette,16,I8,2,9,m,55,
CR,4822,14,7,2015,Rdoucette,16,I8,2,9,i,15,
CR,4823,14,7,2015,Rdoucette,16,I8,2,9,i,21,
CR,4824,14,7,2015,Rdoucette,16,I8,2,9,m,28,
CR,4825,14,7,2015,Rdoucette,16,I8,2,9,b3,74,
CR,4826,14,7,2015,Rdoucette,16,I8,2,9,i,19,
CR,4827,14,7,2015,Rdoucette,16,I8,2,9,i,12,
CR,4828,14,7,2015,Rdoucette,16,I8,2,9,f,28,
CR,4829,14,7,2015,Rdoucette,16,I8,2,10,f,21,
CR,4830,14,7,2015,Rdoucette,16,I8,2,10,i,15,
CR,4831,14,7,2015,Rdoucette,16,I8,2,10,f,37,
CR,4832,14,7,2015,Rdoucette,16,I8,2,10,m,60,
CR,4833,14,7,2015,Rdoucette,16,I8,2,11,f,20,
CR,4834,14,7,2015,Rdoucette,16,I8,2,11,f,35,
CR,4835,14,7,2015,Rdoucette,16,I8,2,11,m,21,
CR,4836,14,7,2015,Rdoucette,16,I8,2,11,i,18,
CR,4837,14,7,2015,Rdoucette,16,I8,2,11,i,10,
CR,4838,14,7,2015,Rdoucette,16,I8,2,11,i,12,
CR,4839,14,7,2015,Rdoucette,16,I8,2,11,i,16,
CR,4840,14,7,2015,Rdoucette,16,I8,2,11,i,18,
CR,4841,14,7,2015,Rdoucette,16,I8,2,11,f,24,
CR,4842,14,7,2015,Rdoucette,16,I8,2,11,i,15,
CR,4843,14,7,2015,Rdoucette,16,I8,2,12,m,36,
CR,4844,14,7,2015,Rdoucette,16,I8,2,12,i,16,
CR,4845,14,7,2015,Rdoucette,16,I8,2,12,m,28,
CR,4846,14,7,2015,Rdoucette,16,I8,2,12,m,46,
CR,4847,14,7,2015,Rdoucette,16,I8,2,12,i,19,
CR,4848,14,7,2015,Rdoucette,16,I8,2,12,i,21,
CR,4849,14,7,2015,Rdoucette,16,I8,2,12,i,18,
CR,4850,14,7,2015,Rdoucette,16,I8,2,12,f,35,
CR,4851,14,7,2015,Rdoucette,16,I8,2,12,i,10,
CR,4852,14,7,2015,Rdoucette,16,I8,2,12,f,25,
CR,4853,14,7,2015,Rdoucette,16,I8,2,12,f,22,
CR,4854,14,7,2015,Rdoucette,16,I8,2,13,m,36,
CR,4855,14,7,2015,Rdoucette,16,I8,2,13,f,55,
CR,4856,14,7,2015,Rdoucette,16,I8,2,13,m,73,
CR,4857,14,7,2015,Rdoucette,16,I8,2,13,m,40,
CR,4858,14,7,2015,Rdoucette,16,I8,2,13,f,26,
CR,4859,14,7,2015,Rdoucette,16,I8,2,13,m,33,
CR,4860,14,7,2015,Rdoucette,16,I8,2,13,i,12,
CR,4861,14,7,2015,Rdoucette,16,I8,2,13,m,42,
CR,4862,14,7,2015,Rdoucette,16,I8,2,13,f,30,
CR,4863,14,7,2015,Rdoucette,16,I8,2,13,b1,87,
CR,4864,14,7,2015,Rdoucette,16,I8,2,14,i,17,
CR,4865,14,7,2015,Rdoucette,16,I8,2,14,f,58,
CR,4866,14,7,2015,Rdoucette,16,I8,2,14,i,12,
CR,4867,14,7,2015,Rdoucette,16,I8,2,14,i,19,
CR,4868,14,7,2015,Rdoucette,16,I8,2,14,m,21,
CR,4869,14,7,2015,Rdoucette,16,I8,2,14,m,33,
CR,4870,14,7,2015,Rdoucette,16,I8,2,14,i,12,
CR,4871,14,7,2015,Rdoucette,16,I8,2,15,m,38,
CR,4872,14,7,2015,Rdoucette,16,I8,2,15,f,46,
CR,4873,14,7,2015,Rdoucette,16,I8,2,15,m,39,
CR,4874,14,7,2015,Rdoucette,16,I8,2,15,i,12,
CR,4875,14,7,2015,Rdoucette,16,I8,2,15,i,10,
CR,4876,14,7,2015,Rdoucette,16,I8,2,15,i,15,
CR,4877,14,7,2015,Rdoucette,16,I8,2,15,i,18,
CR,4878,14,7,2015,Rdoucette,16,I8,2,15,f,37,
CR,4879,14,7,2015,Gpaulin,16,I8,2,1,f,48,
CR,4880,14,7,2015,Gpaulin,16,I8,2,1,m,35,
CR,4881,14,7,2015,Gpaulin,16,I8,2,1,m,24,
CR,4882,14,7,2015,Gpaulin,16,I8,2,1,m,29,
CR,4883,14,7,2015,Gpaulin,16,I8,2,1,i,20,
CR,4884,14,7,2015,Gpaulin,16,I8,2,1,m,22,
CR,4885,14,7,2015,Gpaulin,16,I8,2,1,i,15,
CR,4886,14,7,2015,Gpaulin,16,I8,2,1,f,45,
CR,4887,14,7,2015,Gpaulin,16,I8,2,1,f,30,
CR,4888,14,7,2015,Gpaulin,16,I8,2,1,m,32,
CR,4889,14,7,2015,Gpaulin,16,I8,2,1,m,57,
CR,4890,14,7,2015,Gpaulin,16,I8,2,1,f,21,
CR,4891,14,7,2015,Gpaulin,16,I8,2,1,f,58,
CR,4892,14,7,2015,Gpaulin,16,I8,2,1,m,24,
CR,4893,14,7,2015,Gpaulin,16,I8,2,1,f,45,
CR,4894,14,7,2015,Gpaulin,16,I8,2,1,f,34,
CR,4895,14,7,2015,Gpaulin,16,I8,2,1,f,37,
CR,4896,14,7,2015,Gpaulin,16,I8,2,1,i,15,
CR,4897,14,7,2015,Gpaulin,16,I8,2,2,f,35,
CR,4898,14,7,2015,Gpaulin,16,I8,2,2,i,20,
CR,4899,14,7,2015,Gpaulin,16,I8,2,2,i,18,
CR,4900,14,7,2015,Gpaulin,16,I8,2,2,i,12,
CR,4901,14,7,2015,Gpaulin,16,I8,2,2,m,50,
CR,4902,14,7,2015,Gpaulin,16,I8,2,2,m,54,
CR,4903,14,7,2015,Gpaulin,16,I8,2,2,i,20,
CR,4904,14,7,2015,Gpaulin,16,I8,2,2,i,15,
CR,4905,14,7,2015,Gpaulin,16,I8,2,2,i,17,
CR,4906,14,7,2015,Gpaulin,16,I8,2,2,f,32,
CR,4907,14,7,2015,Gpaulin,16,I8,2,2,i,18,
CR,4908,14,7,2015,Gpaulin,16,I8,2,2,m,59,
CR,4909,14,7,2015,Gpaulin,16,I8,2,2,i,10,
CR,4910,14,7,2015,Gpaulin,16,I8,2,2,f,35,
CR,4911,14,7,2015,Gpaulin,16,I8,2,2,m,24,
CR,4912,14,7,2015,Gpaulin,16,I8,2,2,f,40,
CR,4913,14,7,2015,Gpaulin,16,I8,2,2,m,55,
CR,4914,14,7,2015,Gpaulin,16,I8,2,2,i,15,
CR,4915,14,7,2015,Gpaulin,16,I8,2,3,i,17,
CR,4916,14,7,2015,Gpaulin,16,I8,2,3,i,20,
CR,4917,14,7,2015,Gpaulin,16,I8,2,3,i,18,
CR,4918,14,7,2015,Gpaulin,16,I8,2,3,f,23,
CR,4919,14,7,2015,Gpaulin,16,I8,2,3,f,35,
CR,4920,14,7,2015,Gpaulin,16,I8,2,3,i,15,
CR,4921,14,7,2015,Gpaulin,16,I8,2,3,i,15,
CR,4922,14,7,2015,Gpaulin,16,I8,2,3,b1,98,
CR,4923,14,7,2015,Gpaulin,16,I8,2,3,m,22,
CR,4924,14,7,2015,Gpaulin,16,I8,2,3,f,35,
CR,4925,14,7,2015,Gpaulin,16,I8,2,3,i,15,
CR,4926,14,7,2015,Gpaulin,16,I8,2,3,i,18,
CR,4927,14,7,2015,Gpaulin,16,I8,2,3,i,20,
CR,4928,14,7,2015,Gpaulin,16,I8,2,3,m,34,
CR,4929,14,7,2015,Gpaulin,16,I8,2,3,i,19,
CR,4930,14,7,2015,Gpaulin,16,I8,2,3,m,35,
CR,4931,14,7,2015,Gpaulin,16,I8,2,3,m,32,
CR,4932,14,7,2015,Gpaulin,16,I8,2,3,f,50,
CR,4933,14,7,2015,Gpaulin,16,I8,2,3,i,18,
CR,4934,14,7,2015,Gpaulin,16,I8,2,3,i,20,
CR,4935,14,7,2015,Gpaulin,16,I8,2,3,m,38,
CR,4936,14,7,2015,Gpaulin,16,I8,2,3,i,17,
CR,4937,14,7,2015,Gpaulin,16,I8,2,3,f,23,
CR,4938,14,7,2015,Gpaulin,16,I8,2,4,f,35,
CR,4939,14,7,2015,Gpaulin,16,I8,2,4,f,65,
CR,4940,14,7,2015,Gpaulin,16,I8,2,4,f,45,
CR,4941,14,7,2015,Gpaulin,16,I8,2,4,m,35,
CR,4942,14,7,2015,Gpaulin,16,I8,2,4,b1,75,
CR,4943,14,7,2015,Gpaulin,16,I8,2,4,m,38,
CR,4944,14,7,2015,Gpaulin,16,I8,2,4,f,64,
CR,4945,14,7,2015,Gpaulin,16,I8,2,4,i,20,
CR,4946,14,7,2015,Gpaulin,16,I8,2,4,f,29,
CR,4947,14,7,2015,Gpaulin,16,I8,2,4,f,25,
CR,4948,14,7,2015,Gpaulin,16,I8,2,4,f,23,
CR,4949,14,7,2015,Gpaulin,16,I8,2,4,m,39,
CR,4950,14,7,2015,Gpaulin,16,I8,2,4,i,16,
CR,4951,14,7,2015,Gpaulin,16,I8,2,4,i,22,
CR,4952,14,7,2015,Gpaulin,16,I8,2,5,m,35,
CR,4953,14,7,2015,Gpaulin,16,I8,2,5,i,18,
CR,4954,14,7,2015,Gpaulin,16,I8,2,5,f,23,
CR,4955,14,7,2015,Gpaulin,16,I8,2,5,i,19,
CR,4956,14,7,2015,Gpaulin,16,I8,2,5,m,33,
CR,4957,14,7,2015,Gpaulin,16,I8,2,5,f,70,
CR,4958,14,7,2015,Gpaulin,16,I8,2,5,f,38,
CR,4959,14,7,2015,Gpaulin,16,I8,2,5,i,22,
CR,4960,14,7,2015,Gpaulin,16,I8,2,5,i,60,
CR,4961,14,7,2015,Gpaulin,16,I8,2,5,f,17,
CR,4962,14,7,2015,Gpaulin,16,I8,2,5,i,13,
CR,4963,14,7,2015,Gpaulin,16,I8,2,5,i,12,
CR,4964,14,7,2015,Gpaulin,16,I8,2,5,i,12,
CR,4965,14,7,2015,Gpaulin,16,I8,2,6,i,23,
CR,4966,14,7,2015,Gpaulin,16,I8,2,6,m,38,
CR,4967,14,7,2015,Gpaulin,16,I8,2,6,i,18,
CR,4968,14,7,2015,Gpaulin,16,I8,2,6,i,15,
CR,4969,14,7,2015,Gpaulin,16,I8,2,6,i,17,
CR,4970,14,7,2015,Gpaulin,16,I8,2,6,f,38,
CR,4971,14,7,2015,Gpaulin,16,I8,2,6,f,66,
CR,4972,14,7,2015,Gpaulin,16,I8,2,6,m,20,
CR,4973,14,7,2015,Gpaulin,16,I8,2,6,f,73,
CR,4974,14,7,2015,Gpaulin,16,I8,2,6,i,20,
CR,4975,14,7,2015,Gpaulin,16,I8,2,6,f,44,
CR,4976,14,7,2015,Gpaulin,16,I8,2,6,m,26,
CR,4977,14,7,2015,Gpaulin,16,I8,2,6,i,17,
CR,4978,14,7,2015,Gpaulin,16,I8,2,6,f,24,
CR,4979,14,7,2015,Gpaulin,16,I8,2,6,i,15,
CR,4980,14,7,2015,Gpaulin,16,I8,2,6,f,35,
CR,4981,14,7,2015,Gpaulin,16,I8,2,6,i,20,
CR,4982,14,7,2015,Gpaulin,16,I8,2,7,i,22,
CR,4983,14,7,2015,Gpaulin,16,I8,2,7,f,42,
CR,4984,14,7,2015,Gpaulin,16,I8,2,7,m,25,
CR,4985,14,7,2015,Gpaulin,16,I8,2,7,m,60,
CR,4986,14,7,2015,Gpaulin,16,I8,2,7,i,20,
CR,4987,14,7,2015,Dgiard,16,I8,2,8,i,12,
CR,4988,14,7,2015,Dgiard,16,I8,2,8,i,21,
CR,4989,14,7,2015,Dgiard,16,I8,2,8,f,40,
CR,4990,14,7,2015,Dgiard,16,I8,2,8,m,31,
CR,4991,14,7,2015,Dgiard,16,I8,2,8,f,71,
CR,4992,14,7,2015,Dgiard,16,I8,2,8,i,16,
CR,4993,14,7,2015,Dgiard,16,I8,2,8,f,33,
CR,4994,14,7,2015,Dgiard,16,I8,2,9,f,35,
CR,4995,14,7,2015,Dgiard,16,I8,2,9,i,18,
CR,4996,14,7,2015,Dgiard,16,I8,2,9,i,14,
CR,4997,14,7,2015,Dgiard,16,I8,2,9,m,35,
CR,4998,14,7,2015,Dgiard,16,I8,2,9,i,16,
CR,4999,14,7,2015,Dgiard,16,I8,2,9,m,41,
CR,5000,14,7,2015,Dgiard,16,I8,2,10,i,14,
CR,5001,14,7,2015,Dgiard,16,I8,2,10,f,27,
CR,5002,14,7,2015,Dgiard,16,I8,2,10,i,21,
CR,5003,14,7,2015,Dgiard,16,I8,2,10,m,30,
CR,5004,14,7,2015,Dgiard,16,I8,2,10,f,32,
CR,5005,14,7,2015,Dgiard,16,I8,2,10,f,25,
CR,5006,14,7,2015,Dgiard,16,I8,2,11,m,31,
CR,5007,14,7,2015,Dgiard,16,I8,2,11,m,63,
CR,5008,14,7,2015,Dgiard,16,I8,2,11,m,26,
CR,5009,14,7,2015,Dgiard,16,I8,2,11,b1,85,
CR,5010,14,7,2015,Dgiard,16,I8,2,11,m,35,
CR,5011,14,7,2015,Dgiard,16,I8,2,11,i,22,
CR,5012,14,7,2015,Dgiard,16,I8,2,11,m,40,
CR,5013,14,7,2015,Dgiard,16,I8,2,12,m,32,
CR,5014,14,7,2015,Dgiard,16,I8,2,12,f,38,
CR,5015,14,7,2015,Dgiard,16,I8,2,12,i,15,
CR,5016,14,7,2015,Dgiard,16,I8,2,12,i,21,
CR,5017,14,7,2015,Dgiard,16,I8,2,12,m,51,
CR,5018,14,7,2015,Dgiard,16,I8,2,12,i,14,
CR,5019,14,7,2015,Dgiard,16,I8,2,12,f,35,
CR,5020,14,7,2015,Dgiard,16,I8,2,12,f,58,
CR,5021,14,7,2015,Dgiard,16,I8,2,12,m,48,
CR,5022,14,7,2015,Dgiard,16,I8,2,13,f,60,
CR,5023,14,7,2015,Dgiard,16,I8,2,13,m,49,
CR,5024,14,7,2015,Dgiard,16,I8,2,13,i,11,
CR,5025,14,7,2015,Dgiard,16,I8,2,13,i,23,
CR,5026,14,7,2015,Dgiard,16,I8,2,13,m,52,
CR,5027,14,7,2015,Dgiard,16,I8,2,13,i,20,
CR,5028,14,7,2015,Dgiard,16,I8,2,13,m,38,
CR,5029,14,7,2015,Dgiard,16,I8,2,13,f,29,
CR,5030,14,7,2015,Dgiard,16,I8,2,13,i,14,
CR,5031,14,7,2015,Dgiard,16,I8,2,13,i,13,
CR,5032,14,7,2015,Dgiard,16,I8,2,13,f,39,
CR,5033,14,7,2015,Dgiard,16,I8,2,13,m,43,
CR,5034,14,7,2015,Dgiard,16,I8,2,14,m,24,
CR,5035,14,7,2015,Dgiard,16,I8,2,14,m,34,
CR,5036,14,7,2015,Dgiard,16,I8,2,14,f,61,
CR,5037,14,7,2015,Dgiard,16,I8,2,14,f,36,
CR,5038,14,7,2015,Dgiard,16,I8,2,14,f,25,
CR,5039,14,7,2015,Dgiard,16,I8,2,14,i,11,
CR,5040,14,7,2015,Dgiard,16,I8,2,14,i,22,
CR,5041,14,7,2015,Dgiard,16,I8,2,14,f,33,
CR,5042,14,7,2015,Dgiard,16,I8,2,15,i,20,
