Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Site,Transect,section,sexe,LC,Escape,Sa,Va,Du,Al,Gr,Co,Ca,type,commentaire
286,12,7,2006,Bcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,16,m,52,,0,0,0,0,1,1,1,Simple,
287,12,7,2006,Bcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,16,m,31,,0,0,0,0,1,1,1,Simple,
288,12,7,2006,Bcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,16,m,37,,0,0,0,0,1,1,1,Simple,
289,12,7,2006,Bcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,16,m,47,,0,0,0,0,1,1,1,Simple,
290,12,7,2006,Bcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,17,m,20,,0,0,0,1,1,1,1,Simple,
291,12,7,2006,Bcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,17,f,24,,0,0,0,1,1,1,1,Simple,
292,12,7,2006,Bcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,18,f,36,,0,0,0,0,1,1,1,Simple,LS
293,12,7,2006,Bcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,19,,,,0,0,0,0,1,1,1,Simple,2LS
294,12,7,2006,Bcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,20,,,,0,0,0,0,1,0,0,Simple,
295,12,7,2006,Mcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,1,,,,0,0,0,1,1,1,0,Simple,
296,12,7,2006,Mcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,2,,,,0,0,0,1,1,0,0,Simple,
297,12,7,2006,Mcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,3,,,,0,0,0,1,1,0,0,Simple,
298,12,7,2006,Mcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,4,i,19,,0,0,0,1,1,1,1,Simple,
299,12,7,2006,Mcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,5,f,31,,0,0,0,1,1,1,1,Simple,LS
300,12,7,2006,Mcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,6,i,16,,0,0,0,1,1,1,1,Simple,
301,12,7,2006,Mcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,7,f,38,,0,0,0,1,1,1,1,Simple,
302,12,7,2006,Mcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,8,i,16,,0,0,0,1,1,1,1,Simple,
303,12,7,2006,Mcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,9,m,50,,0,0,0,1,1,1,1,Simple,
304,12,7,2006,Mcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,10,m,33,,0,0,1,1,1,1,1,Simple,
305,12,7,2006,Mcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,11,i,18,,0,0,0,1,1,1,1,Simple,LS
310,12,7,2006,Mcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,16,m,21,,0,0,0,1,1,1,1,Simple,
311,12,7,2006,Mcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,16,m,31,,0,0,0,1,1,1,1,Simple,
312,12,7,2006,Mcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,16,m,31,,0,0,0,1,1,1,1,Simple,
313,12,7,2006,Mcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,16,i,16,,0,0,0,1,1,1,1,Simple,
314,12,7,2006,Mcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,16,m,21,,0,0,0,1,1,1,1,Simple,
315,12,7,2006,Mcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,16,i,18,,0,0,0,1,1,1,1,Simple,
316,12,7,2006,Mcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,16,i,18,,0,0,0,1,1,1,1,Simple,
317,12,7,2006,Mcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,16,i,18,,0,0,0,1,1,1,1,Simple,
318,12,7,2006,Mcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,16,i,18,,0,0,0,1,1,1,1,Simple,
319,12,7,2006,Mcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,16,i,18,,0,0,0,1,1,1,1,Simple,
320,12,7,2006,Mcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,16,i,16,,0,0,0,1,1,1,1,Simple,
321,12,7,2006,Mcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,17,i,17,,0,0,0,1,1,1,1,Simple,LS
322,12,7,2006,Mcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,17,f,40,,0,0,0,1,1,1,1,Simple,LS
323,12,7,2006,Mcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,18,,,,0,0,0,0,1,1,1,Simple,LS
324,12,7,2006,Mcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,19,f,52,,0,0,0,1,1,1,1,Simple,LS
325,12,7,2006,Mcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,20,,,,0,0,0,0,1,0,0,Simple,
326,12,7,2006,Bcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,1,m,22,,0,0,0,1,1,1,1,Simple,
327,12,7,2006,Bcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,2,,,,0,0,0,1,1,1,0,Simple,
328,12,7,2006,Bcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,3,,,,0,0,0,1,1,1,0,Simple,
329,12,7,2006,Bcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,4,,,,0,0,0,1,1,1,0,Simple,
330,12,7,2006,Bcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,5,,,,0,0,0,1,1,1,0,Simple,
331,12,7,2006,Bcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,6,m,33,,0,0,0,1,1,1,0,Simple,
332,12,7,2006,Bcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,7,f,43,,0,0,0,1,1,1,0,Simple,
333,12,7,2006,Bcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,8,,,,0,0,0,1,1,1,0,Simple,LS
334,12,7,2006,Bcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,9,m,56,,0,0,0,1,1,1,1,Simple,LS
335,12,7,2006,Bcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,10,,,,0,0,0,1,1,1,1,Simple,
336,12,7,2006,Bcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,11,,,,0,0,0,0,1,1,1,Simple,
337,12,7,2006,Bcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,12,f,67,,0,0,0,1,1,1,1,Simple,LS
338,12,7,2006,Bcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,13,,,,0,0,0,1,1,1,1,Simple,
339,12,7,2006,Bcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,14,m,44,,0,0,0,1,1,1,1,Simple,
340,12,7,2006,Bcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,15,f,21,,0,0,0,1,1,1,1,Simple,
341,12,7,2006,Bcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,16,,,,0,0,0,1,1,1,1,Simple,
342,12,7,2006,Bcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,17,f,31,,0,0,0,1,1,1,1,Simple,
343,12,7,2006,Bcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,17,f,51,,0,0,0,1,1,1,1,Simple,
344,12,7,2006,Bcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,18,f,60,,0,0,0,1,1,1,1,Simple,
345,12,7,2006,Bcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,18,i,17,,0,0,0,1,1,1,1,Simple,
346,12,7,2006,Bcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,19,,,,0,0,0,1,1,1,1,Simple,
347,12,7,2006,Bcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,20,,,,0,0,0,1,1,1,0,Simple,
348,12,7,2006,Mcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,1,b3,109,,0,0,0,1,1,1,1,Simple,
349,12,7,2006,Mcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,1,m,23,,0,0,0,1,1,1,1,Simple,
350,12,7,2006,Mcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,1,f,33,,0,0,0,1,1,1,1,Simple,LS
351,12,7,2006,Mcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,2,,,,0,0,0,1,1,1,1,Simple,LS
352,12,7,2006,Mcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,3,,,,0,0,0,0,1,0,0,Simple,
353,12,7,2006,Mcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,4,f,48,,0,0,0,1,1,0,1,Simple,
354,12,7,2006,Mcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,5,m,69,,0,0,0,1,1,0,1,Simple,
355,12,7,2006,Mcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,5,m,23,,0,0,0,1,1,0,1,Simple,
356,12,7,2006,Mcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,6,f,27,,0,0,0,1,1,1,1,Simple,
357,12,7,2006,Mcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,6,f,40,,0,0,0,1,1,1,1,Simple,
358,12,7,2006,Mcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,7,i,18,,0,0,0,1,1,1,1,Simple,
359,12,7,2006,Mcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,8,,,,0,0,0,1,1,1,1,Simple,LS
360,12,7,2006,Mcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,9,,,,0,0,0,0,1,0,1,Simple,
361,12,7,2006,Mcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,10,,,,0,0,0,1,1,1,1,Simple,LS
362,12,7,2006,Mcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,11,m,95,,0,0,0,1,1,1,1,Simple,LS
363,12,7,2006,Mcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,11,m,42,,0,0,0,1,1,1,1,Simple,
364,12,7,2006,Mcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,12,m,36,,0,0,0,1,1,1,1,Simple,
365,12,7,2006,Mcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,13,i,12,,0,0,0,1,1,1,1,Simple,
366,12,7,2006,Mcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,14,,,,0,0,0,0,1,0,0,Simple,
367,12,7,2006,Mcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,15,i,16,,0,0,0,1,1,0,1,Simple,2LS
368,12,7,2006,Mcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,16,m,35,,0,0,0,1,1,1,1,Simple,
369,12,7,2006,Mcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,16,m,23,,0,0,0,1,1,1,1,Simple,
370,12,7,2006,Mcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,16,m,66,,0,0,0,1,1,1,1,Simple,
371,12,7,2006,Mcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,17,i,17,,0,0,0,1,1,1,1,Simple,
372,12,7,2006,Mcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,18,m,43,,0,0,0,1,1,1,1,Simple,
373,12,7,2006,Mcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,19,,,,0,0,0,1,1,1,0,Simple,
374,12,7,2006,Mcomeau,4750.541,6456.888,4750.583,6456.941,29,CI2,3,20,,,,0,0,0,0,1,0,0,Simple,
456,18,7,2006,Bcomeau,4750.742,6456.542,4750.747,6456.627,33,CI3,1,1,i,14,,0,0,1,1,1,0,0,Simple,
457,18,7,2006,Bcomeau,4750.742,6456.542,4750.747,6456.627,33,CI3,1,2,f,71,,0,0,1,1,0,0,0,Simple,
458,18,7,2006,Bcomeau,4750.742,6456.542,4750.747,6456.627,33,CI3,1,3,,,,0,0,1,1,1,1,1,Simple,
459,18,7,2006,Bcomeau,4750.742,6456.542,4750.747,6456.627,33,CI3,1,4,f,54,,0,0,1,1,0,0,0,Simple,
461,18,7,2006,Bcomeau,4750.742,6456.542,4750.747,6456.627,33,CI3,1,6,m,20,,0,0,1,1,1,1,0,Simple,
462,18,7,2006,Bcomeau,4750.742,6456.542,4750.747,6456.627,33,CI3,1,7,,,,0,0,0,1,1,1,0,Simple,
463,18,7,2006,Bcomeau,4750.742,6456.542,4750.747,6456.627,33,CI3,1,8,m,42,,0,0,0,1,1,0,1,Simple,
464,18,7,2006,Bcomeau,4750.742,6456.542,4750.747,6456.627,33,CI3,1,9,i,19,,0,0,0,1,1,1,1,Simple,
465,18,7,2006,Bcomeau,4750.742,6456.542,4750.747,6456.627,33,CI3,1,9,m,41,,0,0,0,1,1,1,1,Simple,
466,18,7,2006,Bcomeau,4750.742,6456.542,4750.747,6456.627,33,CI3,1,9,f,26,,0,0,0,1,1,1,1,Simple,
467,18,7,2006,Bcomeau,4750.742,6456.542,4750.747,6456.627,33,CI3,1,9,i,18,,0,0,0,1,1,1,1,Simple,
468,18,7,2006,Bcomeau,4750.742,6456.542,4750.747,6456.627,33,CI3,1,10,i,12,,0,0,0,1,1,1,1,Simple,
469,18,7,2006,Bcomeau,4750.742,6456.542,4750.747,6456.627,33,CI3,1,10,f,29,,0,0,0,1,1,1,1,Simple,
470,18,7,2006,Bcomeau,4750.742,6456.542,4750.747,6456.627,33,CI3,1,11,i,18,,0,0,0,1,1,1,1,Simple,
471,18,7,2006,Bcomeau,4750.742,6456.542,4750.747,6456.627,33,CI3,1,11,i,12,,0,0,0,1,1,1,1,Simple,
472,18,7,2006,Bcomeau,4750.742,6456.542,4750.747,6456.627,33,CI3,1,12,,,,0,0,1,1,1,1,0,Simple,LS
473,18,7,2006,Bcomeau,4750.742,6456.542,4750.747,6456.627,33,CI3,1,13,,,,0,0,0,1,1,1,0,Simple,
474,18,7,2006,Bcomeau,4750.742,6456.542,4750.747,6456.627,33,CI3,1,14,,,,0,0,1,1,1,1,0,Simple,
475,18,7,2006,Bcomeau,4750.742,6456.542,4750.747,6456.627,33,CI3,1,15,m,98,,0,0,1,1,0,0,0,Simple,
481,18,7,2006,Mcomeau,4750.742,6456.542,4750.747,6456.627,33,CI3,1,1,,,,0,0,1,1,1,1,,Simple,
484,18,7,2006,Mcomeau,4750.742,6456.542,4750.747,6456.627,33,CI3,1,4,m,83,,0,0,1,1,1,1,,Simple,LS
487,18,7,2006,Mcomeau,4750.742,6456.542,4750.747,6456.627,33,CI3,1,7,f,63,,0,0,1,1,1,1,,Simple,LS
488,18,7,2006,Mcomeau,4750.742,6456.542,4750.747,6456.627,33,CI3,1,8,m,22,,0,0,1,1,1,1,,Simple,LS
489,18,7,2006,Mcomeau,4750.742,6456.542,4750.747,6456.627,33,CI3,1,8,m,36,,0,0,1,1,1,1,,Simple,
490,18,7,2006,Mcomeau,4750.742,6456.542,4750.747,6456.627,33,CI3,1,9,m,22,,0,0,1,1,1,1,,Simple,LS
491,18,7,2006,Mcomeau,4750.742,6456.542,4750.747,6456.627,33,CI3,1,9,m,23,,0,0,1,1,1,1,,Simple,
492,18,7,2006,Mcomeau,4750.742,6456.542,4750.747,6456.627,33,CI3,1,10,i,11,,0,0,0,1,1,1,,Simple,LS
493,18,7,2006,Mcomeau,4750.742,6456.542,4750.747,6456.627,33,CI3,1,10,i,9,,0,0,0,1,1,1,,Simple,
494,18,7,2006,Mcomeau,4750.742,6456.542,4750.747,6456.627,33,CI3,1,10,i,9,,0,0,0,1,1,1,,Simple,
495,18,7,2006,Mcomeau,4750.742,6456.542,4750.747,6456.627,33,CI3,1,11,,,,0,0,1,1,1,1,,Simple,
496,18,7,2006,Mcomeau,4750.742,6456.542,4750.747,6456.627,33,CI3,1,12,f,25,,0,0,1,1,1,1,,Simple,
497,18,7,2006,Mcomeau,4750.742,6456.542,4750.747,6456.627,33,CI3,1,12,m,42,,0,0,1,1,1,1,,Simple,
498,18,7,2006,Mcomeau,4750.742,6456.542,4750.747,6456.627,33,CI3,1,13,,,,0,0,1,1,1,1,,Simple,
499,18,7,2006,Mcomeau,4750.742,6456.542,4750.747,6456.627,33,CI3,1,14,,,,0,0,1,1,0,0,,Simple,
505,18,7,2006,Mcomeau,4750.742,6456.542,4750.747,6456.627,33,CI3,1,20,f,36,,0,0,1,0,1,1,1,Simple,
506,18,7,2006,Mcomeau,4750.742,6456.542,4750.747,6456.627,33,CI3,1,20,m,46,,0,0,1,0,1,1,1,Simple,
507,18,7,2006,Dgiard,4750.742,6456.542,4750.747,6456.627,33,CI3,2,1,m,30,,0,0,0,0,1,1,0,Simple,
508,18,7,2006,Dgiard,4750.742,6456.542,4750.747,6456.627,33,CI3,2,2,,,,0,0,0,0,1,1,0,Simple,
509,18,7,2006,Dgiard,4750.742,6456.542,4750.747,6456.627,33,CI3,2,3,m,88,,0,0,0,0,1,1,0,Simple,
510,18,7,2006,Dgiard,4750.742,6456.542,4750.747,6456.627,33,CI3,2,4,,,,0,0,0,0,1,1,0,Simple,
511,18,7,2006,Dgiard,4750.742,6456.542,4750.747,6456.627,33,CI3,2,5,,,,0,0,0,0,1,1,0,Simple,
512,18,7,2006,Dgiard,4750.742,6456.542,4750.747,6456.627,33,CI3,2,6,,,,0,0,0,0,1,1,0,Simple,
513,18,7,2006,Dgiard,4750.742,6456.542,4750.747,6456.627,33,CI3,2,7,,,,0,0,0,0,1,1,0,Simple,
514,18,7,2006,Dgiard,4750.742,6456.542,4750.747,6456.627,33,CI3,2,8,,,,0,0,0,0,1,1,0,Simple,
515,18,7,2006,Dgiard,4750.742,6456.542,4750.747,6456.627,33,CI3,2,9,,,,0,0,0,0,1,1,0,Simple,
516,18,7,2006,Dgiard,4750.742,6456.542,4750.747,6456.627,33,CI3,2,10,,,,0,0,0,0,1,1,0,Simple,
517,18,7,2006,Dgiard,4750.742,6456.542,4750.747,6456.627,33,CI3,2,11,,,,0,0,0,0,1,1,0,Simple,
518,18,7,2006,Dgiard,4750.742,6456.542,4750.747,6456.627,33,CI3,2,12,,,,0,0,0,0,1,1,0,Simple,
519,18,7,2006,Dgiard,4750.742,6456.542,4750.747,6456.627,33,CI3,2,13,,,,0,0,0,0,1,1,0,Simple,
520,18,7,2006,Dgiard,4750.742,6456.542,4750.747,6456.627,33,CI3,2,14,m,34,,0,0,0,0,1,1,0,Simple,
521,18,7,2006,Dgiard,4750.742,6456.542,4750.747,6456.627,33,CI3,2,14,m,21,,0,0,0,0,1,1,0,Simple,
522,18,7,2006,Dgiard,4750.742,6456.542,4750.747,6456.627,33,CI3,2,15,m,39,,0,0,0,0,1,1,0,Simple,
523,18,7,2006,Dgiard,4750.742,6456.542,4750.747,6456.627,33,CI3,2,16,i,13,,0,0,0,0,1,1,0,Simple,
524,18,7,2006,Dgiard,4750.742,6456.542,4750.747,6456.627,33,CI3,2,17,,,,0,0,0,0,1,1,0,Simple,
525,18,7,2006,Dgiard,4750.742,6456.542,4750.747,6456.627,33,CI3,2,18,,,,0,0,0,0,1,1,0,Simple,
526,18,7,2006,Dgiard,4750.742,6456.542,4750.747,6456.627,33,CI3,2,19,,,,0,0,0,0,1,1,0,Simple,
527,18,7,2006,Dgiard,4750.742,6456.542,4750.747,6456.627,33,CI3,2,20,,,,0,0,0,0,1,0,0,Simple,
528,18,7,2006,Elandry,4750.742,6456.542,4750.747,6456.627,33,CI3,2,1,,,,0,0,0,0,1,1,0,Simple,
529,18,7,2006,Elandry,4750.742,6456.542,4750.747,6456.627,33,CI3,2,2,,,,0,0,0,0,1,1,0,Simple,
530,18,7,2006,Elandry,4750.742,6456.542,4750.747,6456.627,33,CI3,2,3,,,,0,0,0,0,1,1,0,Simple,
531,18,7,2006,Elandry,4750.742,6456.542,4750.747,6456.627,33,CI3,2,4,,,,0,0,0,0,1,1,0,Simple,
532,18,7,2006,Elandry,4750.742,6456.542,4750.747,6456.627,33,CI3,2,5,,,,0,0,0,0,1,1,0,Simple,
533,18,7,2006,Elandry,4750.742,6456.542,4750.747,6456.627,33,CI3,2,6,,,,0,0,0,0,1,1,0,Simple,
534,18,7,2006,Elandry,4750.742,6456.542,4750.747,6456.627,33,CI3,2,7,,,,0,0,0,0,1,1,0,Simple,
535,18,7,2006,Elandry,4750.742,6456.542,4750.747,6456.627,33,CI3,2,8,m,27,,0,0,0,0,1,1,0,Simple,
536,18,7,2006,Elandry,4750.742,6456.542,4750.747,6456.627,33,CI3,2,9,,,,0,0,0,0,1,1,0,Simple,
537,18,7,2006,Elandry,4750.742,6456.542,4750.747,6456.627,33,CI3,2,10,,,,0,0,0,0,1,1,0,Simple,
538,18,7,2006,Elandry,4750.742,6456.542,4750.747,6456.627,33,CI3,2,11,i,10,,0,0,0,0,1,1,0,Simple,
539,18,7,2006,Elandry,4750.742,6456.542,4750.747,6456.627,33,CI3,2,12,,,,0,0,0,0,1,1,0,Simple,
540,18,7,2006,Elandry,4750.742,6456.542,4750.747,6456.627,33,CI3,2,13,,,,0,0,0,0,1,1,0,Simple,
541,18,7,2006,Elandry,4750.742,6456.542,4750.747,6456.627,33,CI3,2,14,,,,0,0,0,0,1,1,0,Simple,
542,18,7,2006,Elandry,4750.742,6456.542,4750.747,6456.627,33,CI3,2,15,,,,0,0,0,0,1,1,0,Simple,
543,18,7,2006,Elandry,4750.742,6456.542,4750.747,6456.627,33,CI3,2,16,i,10,,0,0,0,0,1,1,0,Simple,
544,18,7,2006,Elandry,4750.742,6456.542,4750.747,6456.627,33,CI3,2,16,i,18,,0,0,0,0,1,1,0,Simple,
545,18,7,2006,Elandry,4750.742,6456.542,4750.747,6456.627,33,CI3,2,17,i,16,,0,0,0,0,1,1,0,Simple,
546,18,7,2006,Elandry,4750.742,6456.542,4750.747,6456.627,33,CI3,2,17,i,18,,0,0,0,0,1,1,0,Simple,
547,18,7,2006,Elandry,4750.742,6456.542,4750.747,6456.627,33,CI3,2,18,,,,0,0,0,0,1,1,0,Simple,
548,18,7,2006,Elandry,4750.742,6456.542,4750.747,6456.627,33,CI3,2,19,,,,0,0,0,0,1,1,0,Simple,
549,18,7,2006,Elandry,4750.742,6456.542,4750.747,6456.627,33,CI3,2,20,m,37,,0,0,1,0,1,1,0,Simple,
550,18,7,2006,Dgiard,4750.562,6456.47,4750.578,6456.546,34,CI3,3,1,m,46,,0,0,0,0,1,1,1,Simple,
551,18,7,2006,Dgiard,4750.562,6456.47,4750.578,6456.546,34,CI3,3,1,m,85,,0,0,0,0,1,1,1,Simple,
552,18,7,2006,Dgiard,4750.562,6456.47,4750.578,6456.546,34,CI3,3,1,m,60,,0,0,0,0,1,1,1,Simple,
553,18,7,2006,Dgiard,4750.562,6456.47,4750.578,6456.546,34,CI3,3,2,b,87,,0,0,0,0,1,1,1,Simple,
554,18,7,2006,Dgiard,4750.562,6456.47,4750.578,6456.546,34,CI3,3,2,b,90,,0,0,0,0,1,1,1,Simple,
555,18,7,2006,Dgiard,4750.562,6456.47,4750.578,6456.546,34,CI3,3,3,m,51,,0,0,0,0,1,1,1,Simple,
556,18,7,2006,Dgiard,4750.562,6456.47,4750.578,6456.546,34,CI3,3,4,,,,0,0,0,0,1,1,0,Simple,LS
557,18,7,2006,Dgiard,4750.562,6456.47,4750.578,6456.546,34,CI3,3,5,m,42,,0,0,0,0,1,1,0,Simple,
558,18,7,2006,Dgiard,4750.562,6456.47,4750.578,6456.546,34,CI3,3,5,f,87,,0,0,0,0,1,1,0,Simple,
559,18,7,2006,Dgiard,4750.562,6456.47,4750.578,6456.546,34,CI3,3,6,,,,0,0,0,0,1,1,0,Simple,
560,18,7,2006,Dgiard,4750.562,6456.47,4750.578,6456.546,34,CI3,3,7,,,,0,0,0,0,1,1,0,Simple,
561,18,7,2006,Dgiard,4750.562,6456.47,4750.578,6456.546,34,CI3,3,8,i,9,,0,0,0,0,1,1,0,Simple,
562,18,7,2006,Dgiard,4750.562,6456.47,4750.578,6456.546,34,CI3,3,8,m,72,,0,0,0,0,1,1,0,Simple,
563,18,7,2006,Dgiard,4750.562,6456.47,4750.578,6456.546,34,CI3,3,9,f,66,,0,0,0,0,1,1,0,Simple,LS
564,18,7,2006,Dgiard,4750.562,6456.47,4750.578,6456.546,34,CI3,3,9,f,95,,0,0,0,0,1,1,0,Simple,
565,18,7,2006,Dgiard,4750.562,6456.47,4750.578,6456.546,34,CI3,3,10,,,,0,0,0,0,1,1,0,Simple,
566,18,7,2006,Dgiard,4750.562,6456.47,4750.578,6456.546,34,CI3,3,11,,,,0,0,0,0,1,1,0,Simple,
567,18,7,2006,Dgiard,4750.562,6456.47,4750.578,6456.546,34,CI3,3,12,m,44,,0,0,0,0,1,1,0,Simple,
568,18,7,2006,Dgiard,4750.562,6456.47,4750.578,6456.546,34,CI3,3,13,,,,0,0,0,0,1,1,0,Simple,
569,18,7,2006,Dgiard,4750.562,6456.47,4750.578,6456.546,34,CI3,3,14,m,32,,0,0,0,0,1,1,0,Simple,
570,18,7,2006,Dgiard,4750.562,6456.47,4750.578,6456.546,34,CI3,3,15,m,41,,0,0,0,0,1,1,0,Simple,
571,18,7,2006,Dgiard,4750.562,6456.47,4750.578,6456.546,34,CI3,3,15,m,43,,0,0,0,0,1,1,0,Simple,
572,18,7,2006,Dgiard,4750.562,6456.47,4750.578,6456.546,34,CI3,3,16,,,,0,0,0,0,1,1,0,Simple,
573,18,7,2006,Dgiard,4750.562,6456.47,4750.578,6456.546,34,CI3,3,17,m,33,,0,0,0,0,1,1,0,Simple,
574,18,7,2006,Dgiard,4750.562,6456.47,4750.578,6456.546,34,CI3,3,17,m,23,,0,0,0,0,1,1,0,Simple,
575,18,7,2006,Dgiard,4750.562,6456.47,4750.578,6456.546,34,CI3,3,18,m,25,,0,0,0,0,1,1,0,Simple,
576,18,7,2006,Dgiard,4750.562,6456.47,4750.578,6456.546,34,CI3,3,18,m,61,,0,0,0,0,1,1,0,Simple,
577,18,7,2006,Dgiard,4750.562,6456.47,4750.578,6456.546,34,CI3,3,19,,,,0,0,0,0,1,1,0,Simple,
578,18,7,2006,Dgiard,4750.562,6456.47,4750.578,6456.546,34,CI3,3,20,m,46,,0,0,0,0,1,1,0,Simple,
579,18,7,2006,Elandry,4750.562,6456.47,4750.578,6456.546,34,CI3,3,1,,,,0,0,0,0,1,1,0,Simple,
580,18,7,2006,Elandry,4750.562,6456.47,4750.578,6456.546,34,CI3,3,2,,,,0,0,0,0,1,1,0,Simple,
581,18,7,2006,Elandry,4750.562,6456.47,4750.578,6456.546,34,CI3,3,3,,,,0,0,0,0,1,1,0,Simple,
582,18,7,2006,Elandry,4750.562,6456.47,4750.578,6456.546,34,CI3,3,4,i,17,,0,0,0,0,1,1,0,Simple,
583,18,7,2006,Elandry,4750.562,6456.47,4750.578,6456.546,34,CI3,3,4,m,33,,0,0,0,0,1,1,0,Simple,
584,18,7,2006,Elandry,4750.562,6456.47,4750.578,6456.546,34,CI3,3,5,,,,0,0,0,0,1,1,0,Simple,
585,18,7,2006,Elandry,4750.562,6456.47,4750.578,6456.546,34,CI3,3,6,,,,0,0,0,0,1,1,0,Simple,
586,18,7,2006,Elandry,4750.562,6456.47,4750.578,6456.546,34,CI3,3,7,f,36,,0,0,0,0,1,1,0,Simple,
