Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Site,Transect,section,sexe,LC,Escape,Sa,Va,Du,Al,Gr,Co,Ca,type,commentaire
94,14,7,2006,Mcomeau,4750.27,6457.127,4750.277,6457.202,32,CI1,2,20,m,100,,1,0,0,0,1,1,1,Simple,
95,14,7,2006,Mcomeau,4750.27,6457.127,4750.277,6457.202,32,CI1,2,20,i,17,,1,0,0,0,1,1,1,Simple,
96,14,7,2006,Gpaulin,4750.16,6457.167,4750.189,6457.239,29,CI1,3,1,,,,1,0,0,0,1,0,0,Simple,
97,14,7,2006,Gpaulin,4750.16,6457.167,4750.189,6457.239,29,CI1,3,2,,,,1,0,0,0,1,0,0,Simple,
98,14,7,2006,Gpaulin,4750.16,6457.167,4750.189,6457.239,29,CI1,3,3,m,151,,1,0,0,0,1,0,1,Simple,
99,14,7,2006,Gpaulin,4750.16,6457.167,4750.189,6457.239,29,CI1,3,3,f,72,,1,0,0,0,1,0,1,Simple,
100,14,7,2006,Gpaulin,4750.16,6457.167,4750.189,6457.239,29,CI1,3,3,f,21,,1,0,0,0,1,0,1,Simple,
101,14,7,2006,Gpaulin,4750.16,6457.167,4750.189,6457.239,29,CI1,3,3,f,32,,1,0,0,0,1,0,1,Simple,
102,14,7,2006,Gpaulin,4750.16,6457.167,4750.189,6457.239,29,CI1,3,3,f,25,,1,0,0,0,1,0,1,Simple,
103,14,7,2006,Gpaulin,4750.16,6457.167,4750.189,6457.239,29,CI1,3,4,m,54,,1,0,0,0,1,0,1,Simple,LS
104,14,7,2006,Gpaulin,4750.16,6457.167,4750.189,6457.239,29,CI1,3,5,,,,1,0,0,0,1,0,0,Simple,
105,14,7,2006,Gpaulin,4750.16,6457.167,4750.189,6457.239,29,CI1,3,6,,,,1,0,0,0,1,1,0,Simple,
106,14,7,2006,Gpaulin,4750.16,6457.167,4750.189,6457.239,29,CI1,3,7,,,,1,0,0,0,1,1,0,Simple,
107,14,7,2006,Gpaulin,4750.16,6457.167,4750.189,6457.239,29,CI1,3,8,f,22,,1,0,0,0,1,1,0,Simple,
108,14,7,2006,Gpaulin,4750.16,6457.167,4750.189,6457.239,29,CI1,3,9,,,,1,0,0,0,1,1,0,Simple,
109,14,7,2006,Gpaulin,4750.16,6457.167,4750.189,6457.239,29,CI1,3,10,f,51,,1,0,0,0,1,1,0,Simple,
110,14,7,2006,Gpaulin,4750.16,6457.167,4750.189,6457.239,29,CI1,3,11,,,,1,0,0,0,1,1,0,Simple,
111,14,7,2006,Gpaulin,4750.16,6457.167,4750.189,6457.239,29,CI1,3,12,m,24,,1,0,0,0,1,1,0,Simple,
112,14,7,2006,Gpaulin,4750.16,6457.167,4750.189,6457.239,29,CI1,3,13,m,22,,1,0,0,0,1,1,0,Simple,
113,14,7,2006,Gpaulin,4750.16,6457.167,4750.189,6457.239,29,CI1,3,13,m,21,,1,0,0,0,1,1,0,Simple,
114,14,7,2006,Gpaulin,4750.16,6457.167,4750.189,6457.239,29,CI1,3,14,i,9,,1,0,0,1,1,1,0,Simple,
115,14,7,2006,Gpaulin,4750.16,6457.167,4750.189,6457.239,29,CI1,3,14,m,57,,1,0,0,1,1,1,0,Simple,
116,14,7,2006,Gpaulin,4750.16,6457.167,4750.189,6457.239,29,CI1,3,15,f,24,,1,0,0,1,1,1,0,Simple,
117,14,7,2006,Gpaulin,4750.16,6457.167,4750.189,6457.239,29,CI1,3,15,i,18,,1,0,0,1,1,1,0,Simple,
118,14,7,2006,Gpaulin,4750.16,6457.167,4750.189,6457.239,29,CI1,3,15,m,56,,1,0,0,1,1,1,0,Simple,
119,14,7,2006,Gpaulin,4750.16,6457.167,4750.189,6457.239,29,CI1,3,15,m,22,,1,0,0,1,1,1,0,Simple,
120,14,7,2006,Gpaulin,4750.16,6457.167,4750.189,6457.239,29,CI1,3,16,f,75,,1,0,0,1,1,1,0,Simple,
121,14,7,2006,Gpaulin,4750.16,6457.167,4750.189,6457.239,29,CI1,3,16,f,33,,1,0,0,1,1,1,0,Simple,
122,14,7,2006,Gpaulin,4750.16,6457.167,4750.189,6457.239,29,CI1,3,16,m,22,,1,0,0,1,1,1,0,Simple,
123,14,7,2006,Gpaulin,4750.16,6457.167,4750.189,6457.239,29,CI1,3,17,i,18,,1,0,0,1,1,1,0,Simple,
124,14,7,2006,Gpaulin,4750.16,6457.167,4750.189,6457.239,29,CI1,3,17,m,23,,1,0,0,1,1,1,0,Simple,
125,14,7,2006,Gpaulin,4750.16,6457.167,4750.189,6457.239,29,CI1,3,17,f,26,,1,0,0,1,1,1,0,Simple,
126,14,7,2006,Gpaulin,4750.16,6457.167,4750.189,6457.239,29,CI1,3,18,f,75,,1,0,0,1,1,1,1,Simple,
127,14,7,2006,Gpaulin,4750.16,6457.167,4750.189,6457.239,29,CI1,3,18,m,24,,1,0,0,1,1,1,1,Simple,
128,14,7,2006,Gpaulin,4750.16,6457.167,4750.189,6457.239,29,CI1,3,18,m,22,,1,0,0,1,1,1,1,Simple,
129,14,7,2006,Gpaulin,4750.16,6457.167,4750.189,6457.239,29,CI1,3,19,m,33,,1,0,0,1,1,1,1,Simple,
130,14,7,2006,Gpaulin,4750.16,6457.167,4750.189,6457.239,29,CI1,3,19,m,26,,1,0,0,1,1,1,1,Simple,
132,14,7,2006,Rvienneau,4750.16,6457.167,4750.189,6457.239,29,CI1,3,1,,,,1,1,0,0,1,1,0,Simple,
133,14,7,2006,Rvienneau,4750.16,6457.167,4750.189,6457.239,29,CI1,3,2,f,47,,1,1,0,0,1,1,0,Simple,
134,14,7,2006,Rvienneau,4750.16,6457.167,4750.189,6457.239,29,CI1,3,3,f,42,,1,1,0,0,1,1,0,Simple,
135,14,7,2006,Rvienneau,4750.16,6457.167,4750.189,6457.239,29,CI1,3,3,i,18,,1,1,0,0,1,1,0,Simple,
136,14,7,2006,Rvienneau,4750.16,6457.167,4750.189,6457.239,29,CI1,3,4,,,,1,1,0,0,1,1,0,Simple,
137,14,7,2006,Rvienneau,4750.16,6457.167,4750.189,6457.239,29,CI1,3,5,,,,1,1,0,0,1,1,0,Simple,
139,14,7,2006,Rvienneau,4750.16,6457.167,4750.189,6457.239,29,CI1,3,7,,,,1,1,0,0,1,0,0,Simple,
140,14,7,2006,Rvienneau,4750.16,6457.167,4750.189,6457.239,29,CI1,3,8,m,49,,1,1,0,0,1,1,0,Simple,
143,14,7,2006,Rvienneau,4750.16,6457.167,4750.189,6457.239,29,CI1,3,11,f,22,,1,1,0,0,1,0,1,Simple,
144,14,7,2006,Rvienneau,4750.16,6457.167,4750.189,6457.239,29,CI1,3,12,,,,1,1,0,0,1,1,0,Simple,
145,14,7,2006,Rvienneau,4750.16,6457.167,4750.189,6457.239,29,CI1,3,13,i,16,,1,1,0,0,1,1,0,Simple,
146,14,7,2006,Rvienneau,4750.16,6457.167,4750.189,6457.239,29,CI1,3,14,i,17,,1,1,0,0,1,0,1,Simple,
147,14,7,2006,Rvienneau,4750.16,6457.167,4750.189,6457.239,29,CI1,3,15,i,15,,1,1,0,0,1,0,1,Simple,
148,14,7,2006,Rvienneau,4750.16,6457.167,4750.189,6457.239,29,CI1,3,15,f,23,,1,1,0,0,1,0,1,Simple,
149,14,7,2006,Rvienneau,4750.16,6457.167,4750.189,6457.239,29,CI1,3,16,m,48,,1,1,0,0,1,1,0,Simple,
150,14,7,2006,Rvienneau,4750.16,6457.167,4750.189,6457.239,29,CI1,3,17,m,22,,1,1,0,0,1,1,0,Simple,
151,14,7,2006,Rvienneau,4750.16,6457.167,4750.189,6457.239,29,CI1,3,17,f,30,,1,1,0,0,1,1,0,Simple,
152,14,7,2006,Rvienneau,4750.16,6457.167,4750.189,6457.239,29,CI1,3,18,f,81,,1,1,0,0,1,1,0,Simple,
153,14,7,2006,Rvienneau,4750.16,6457.167,4750.189,6457.239,29,CI1,3,18,m,50,,1,1,0,0,1,1,0,Simple,
154,14,7,2006,Rvienneau,4750.16,6457.167,4750.189,6457.239,29,CI1,3,19,,,,0,0,1,0,1,1,0,Simple,
155,14,7,2006,Rvienneau,4750.16,6457.167,4750.189,6457.239,29,CI1,3,20,f,131,,0,0,1,0,1,1,0,Simple,
156,14,7,2006,Rvienneau,4750.16,6457.167,4750.189,6457.239,29,CI1,3,20,f,59,,0,0,1,0,1,1,0,Simple,
197,12,7,2006,Dgiard,4750.511,6456.913,4750.517,6456.992,35,CI2,1,1,f,57,,0,0,0,0,1,1,0,Simple,
198,12,7,2006,Dgiard,4750.511,6456.913,4750.517,6456.992,35,CI2,1,2,f,34,,0,0,0,0,1,1,0,Simple,
199,12,7,2006,Dgiard,4750.511,6456.913,4750.517,6456.992,35,CI2,1,2,i,17,,0,0,0,0,1,1,0,Simple,
200,12,7,2006,Dgiard,4750.511,6456.913,4750.517,6456.992,35,CI2,1,2,m,31,,0,0,0,0,1,1,0,Simple,
201,12,7,2006,Dgiard,4750.511,6456.913,4750.517,6456.992,35,CI2,1,3,i,16,,0,0,0,0,1,1,0,Simple,LS
202,12,7,2006,Dgiard,4750.511,6456.913,4750.517,6456.992,35,CI2,1,4,i,18,,0,0,0,0,1,1,0,Simple,
203,12,7,2006,Dgiard,4750.511,6456.913,4750.517,6456.992,35,CI2,1,4,i,17,,0,0,0,0,1,1,0,Simple,
204,12,7,2006,Dgiard,4750.511,6456.913,4750.517,6456.992,35,CI2,1,4,m,42,,0,0,0,0,1,1,0,Simple,
205,12,7,2006,Dgiard,4750.511,6456.913,4750.517,6456.992,35,CI2,1,5,,,,0,0,0,0,1,0,0,Simple,
206,12,7,2006,Dgiard,4750.511,6456.913,4750.517,6456.992,35,CI2,1,6,,,,0,0,0,0,1,1,0,Simple,
207,12,7,2006,Dgiard,4750.511,6456.913,4750.517,6456.992,35,CI2,1,7,i,17,,0,0,1,0,1,1,0,Simple,
208,12,7,2006,Dgiard,4750.511,6456.913,4750.517,6456.992,35,CI2,1,8,,,,0,0,1,0,1,1,0,Simple,
209,12,7,2006,Dgiard,4750.511,6456.913,4750.517,6456.992,35,CI2,1,9,,,,0,0,0,0,1,1,0,Simple,LS
210,12,7,2006,Dgiard,4750.511,6456.913,4750.517,6456.992,35,CI2,1,10,m,31,,0,0,0,0,1,1,0,Simple,
211,12,7,2006,Dgiard,4750.511,6456.913,4750.517,6456.992,35,CI2,1,11,i,17,,0,0,0,0,1,1,0,Simple,
212,12,7,2006,Dgiard,4750.511,6456.913,4750.517,6456.992,35,CI2,1,11,m,42,,0,0,0,0,1,1,0,Simple,
213,12,7,2006,Dgiard,4750.511,6456.913,4750.517,6456.992,35,CI2,1,12,m,43,,0,0,0,0,1,1,0,Simple,
214,12,7,2006,Dgiard,4750.511,6456.913,4750.517,6456.992,35,CI2,1,12,m,35,,0,0,0,0,1,1,0,Simple,
215,12,7,2006,Dgiard,4750.511,6456.913,4750.517,6456.992,35,CI2,1,13,i,16,,0,0,0,0,1,1,0,Simple,
216,12,7,2006,Dgiard,4750.511,6456.913,4750.517,6456.992,35,CI2,1,14,f,76,,0,0,0,0,1,1,0,Simple,LS
217,12,7,2006,Dgiard,4750.511,6456.913,4750.517,6456.992,35,CI2,1,15,,,,0,0,0,0,1,1,0,Simple,
218,12,7,2006,Dgiard,4750.511,6456.913,4750.517,6456.992,35,CI2,1,16,,,,0,0,0,0,1,1,0,Simple,
219,12,7,2006,Dgiard,4750.511,6456.913,4750.517,6456.992,35,CI2,1,17,,,,0,0,0,0,1,1,0,Simple,
222,12,7,2006,Dgiard,4750.511,6456.913,4750.517,6456.992,35,CI2,1,20,f,52,,0,0,0,0,1,1,0,Simple,
223,12,7,2006,Elandry,4750.511,6456.913,4750.517,6456.992,35,CI2,1,1,,,,0,0,0,0,1,1,0,Simple,
224,12,7,2006,Elandry,4750.511,6456.913,4750.517,6456.992,35,CI2,1,2,m,46,,0,0,0,0,1,1,0,Simple,LS
225,12,7,2006,Elandry,4750.511,6456.913,4750.517,6456.992,35,CI2,1,3,m,22,,0,0,0,0,1,1,0,Simple,
226,12,7,2006,Elandry,4750.511,6456.913,4750.517,6456.992,35,CI2,1,4,i,18,,0,0,0,0,1,1,1,Simple,
227,12,7,2006,Elandry,4750.511,6456.913,4750.517,6456.992,35,CI2,1,4,f,28,,0,0,0,0,1,1,1,Simple,
228,12,7,2006,Elandry,4750.511,6456.913,4750.517,6456.992,35,CI2,1,4,f,83,,0,0,0,0,1,1,1,Simple,
229,12,7,2006,Elandry,4750.511,6456.913,4750.517,6456.992,35,CI2,1,5,f,38,,0,0,0,0,1,1,0,Simple,
230,12,7,2006,Elandry,4750.511,6456.913,4750.517,6456.992,35,CI2,1,5,i,18,,0,0,0,0,1,1,0,Simple,
231,12,7,2006,Elandry,4750.511,6456.913,4750.517,6456.992,35,CI2,1,5,i,18,,0,0,0,0,1,1,0,Simple,
232,12,7,2006,Elandry,4750.511,6456.913,4750.517,6456.992,35,CI2,1,6,f,20,,0,0,0,0,1,1,0,Simple,
233,12,7,2006,Elandry,4750.511,6456.913,4750.517,6456.992,35,CI2,1,6,f,45,,0,0,0,0,1,1,0,Simple,
234,12,7,2006,Elandry,4750.511,6456.913,4750.517,6456.992,35,CI2,1,7,f,37,,0,0,0,0,1,1,1,Simple,
235,12,7,2006,Elandry,4750.511,6456.913,4750.517,6456.992,35,CI2,1,7,m,20,,0,0,0,0,1,1,1,Simple,
236,12,7,2006,Elandry,4750.511,6456.913,4750.517,6456.992,35,CI2,1,8,m,33,,0,0,0,0,1,1,0,Simple,
237,12,7,2006,Elandry,4750.511,6456.913,4750.517,6456.992,35,CI2,1,8,i,15,,0,0,0,0,1,1,0,Simple,
238,12,7,2006,Elandry,4750.511,6456.913,4750.517,6456.992,35,CI2,1,9,,,,0,0,0,0,1,0,0,Simple,
239,12,7,2006,Elandry,4750.511,6456.913,4750.517,6456.992,35,CI2,1,10,m,20,,0,0,0,0,1,1,1,Simple,
240,12,7,2006,Elandry,4750.511,6456.913,4750.517,6456.992,35,CI2,1,10,f,30,,0,0,0,0,1,1,1,Simple,
241,12,7,2006,Elandry,4750.511,6456.913,4750.517,6456.992,35,CI2,1,10,m,25,,0,0,0,0,1,1,1,Simple,
242,12,7,2006,Elandry,4750.511,6456.913,4750.517,6456.992,35,CI2,1,10,f,35,,0,0,0,0,1,1,1,Simple,
243,12,7,2006,Elandry,4750.511,6456.913,4750.517,6456.992,35,CI2,1,10,i,19,,0,0,0,0,1,1,1,Simple,
244,12,7,2006,Elandry,4750.511,6456.913,4750.517,6456.992,35,CI2,1,10,f,42,,0,0,0,0,1,1,1,Simple,
245,12,7,2006,Elandry,4750.511,6456.913,4750.517,6456.992,35,CI2,1,11,m,22,,0,0,0,0,1,1,1,Simple,
246,12,7,2006,Elandry,4750.511,6456.913,4750.517,6456.992,35,CI2,1,11,f,68,,0,0,0,0,1,1,1,Simple,
247,12,7,2006,Elandry,4750.511,6456.913,4750.517,6456.992,35,CI2,1,11,m,52,,0,0,0,0,1,1,1,Simple,
248,12,7,2006,Elandry,4750.511,6456.913,4750.517,6456.992,35,CI2,1,12,f,50,,0,0,0,0,1,1,1,Simple,
249,12,7,2006,Elandry,4750.511,6456.913,4750.517,6456.992,35,CI2,1,12,i,19,,0,0,0,0,1,1,1,Simple,
250,12,7,2006,Elandry,4750.511,6456.913,4750.517,6456.992,35,CI2,1,13,m,22,,0,0,0,0,1,1,1,Simple,
251,12,7,2006,Elandry,4750.511,6456.913,4750.517,6456.992,35,CI2,1,14,i,12,,0,0,0,0,1,1,1,Simple,
252,12,7,2006,Elandry,4750.511,6456.913,4750.517,6456.992,35,CI2,1,14,f,41,,0,0,0,0,1,1,1,Simple,
253,12,7,2006,Elandry,4750.511,6456.913,4750.517,6456.992,35,CI2,1,15,,,,0,0,0,0,1,1,1,Simple,
254,12,7,2006,Elandry,4750.511,6456.913,4750.517,6456.992,35,CI2,1,16,f,48,,0,0,0,0,1,1,1,Simple,
255,12,7,2006,Elandry,4750.511,6456.913,4750.517,6456.992,35,CI2,1,17,m,32,,0,0,0,0,1,1,1,Simple,
256,12,7,2006,Elandry,4750.511,6456.913,4750.517,6456.992,35,CI2,1,18,b,85,,0,0,0,0,1,1,1,Simple,
257,12,7,2006,Elandry,4750.511,6456.913,4750.517,6456.992,35,CI2,1,18,i,14,,0,0,0,0,1,1,1,Simple,
258,12,7,2006,Elandry,4750.511,6456.913,4750.517,6456.992,35,CI2,1,19,m,34,,0,0,0,0,1,1,1,Simple,
259,12,7,2006,Elandry,4750.511,6456.913,4750.517,6456.992,35,CI2,1,20,f,68,,0,0,0,0,1,1,1,Simple,
260,12,7,2006,Elandry,4750.511,6456.913,4750.517,6456.992,35,CI2,1,20,f,43,,0,0,0,0,1,1,1,Simple,
261,12,7,2006,Bcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,1,,,,0,0,0,1,1,1,1,Simple,LS
262,12,7,2006,Bcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,2,,,,0,0,0,1,1,1,0,Simple,
263,12,7,2006,Bcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,3,i,12,,0,0,0,1,1,1,0,Simple,
264,12,7,2006,Bcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,3,f,66,,0,0,0,1,1,1,0,Simple,
265,12,7,2006,Bcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,4,,,,0,0,0,1,1,0,0,Simple,
266,12,7,2006,Bcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,5,,,,0,0,0,1,1,0,0,Simple,
267,12,7,2006,Bcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,6,,,,0,0,0,1,1,1,1,Simple,LS
268,12,7,2006,Bcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,7,i,19,,0,0,0,0,1,1,1,Simple,
269,12,7,2006,Bcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,8,b3,83,,0,0,0,1,1,1,1,Simple,
270,12,7,2006,Bcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,8,f,25,,0,0,0,1,1,1,1,Simple,
271,12,7,2006,Bcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,9,f,53,,0,0,0,1,1,1,1,Simple,LS
272,12,7,2006,Bcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,10,i,18,,0,0,0,1,1,0,1,Simple,
273,12,7,2006,Bcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,11,,,,0,0,0,1,1,1,1,Simple,
274,12,7,2006,Bcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,12,f,44,,0,0,0,1,1,1,1,Simple,
275,12,7,2006,Bcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,12,i,19,,0,0,0,1,1,1,1,Simple,
276,12,7,2006,Bcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,12,m,49,,0,0,0,1,1,1,1,Simple,
277,12,7,2006,Bcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,13,m,26,,0,0,0,1,1,1,1,Simple,LS
278,12,7,2006,Bcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,14,f,54,,0,0,0,1,1,1,1,Simple,
279,12,7,2006,Bcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,15,m,28,,0,0,0,1,1,1,1,Simple,
280,12,7,2006,Bcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,16,m,31,,0,0,0,0,1,1,1,Simple,
281,12,7,2006,Bcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,16,m,28,,0,0,0,0,1,1,1,Simple,
282,12,7,2006,Bcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,16,f,31,,0,0,0,0,1,1,1,Simple,
283,12,7,2006,Bcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,16,m,25,,0,0,0,0,1,1,1,Simple,
284,12,7,2006,Bcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,16,m,30,,0,0,0,0,1,1,1,Simple,
285,12,7,2006,Bcomeau,4750.544,6456.895,4750.542,6456.974,32,CI2,2,16,m,28,,0,0,0,0,1,1,1,Simple,
