Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Site,Transect,section,sexe,LC,Escape,Sa,Va,Du,Al,Gr,Co,Ca
1850,11,7,2011,Gpaulin,,,,,18,I6,2,2,f,30,,,,,,,,
1851,11,7,2011,Gpaulin,,,,,18,I6,2,3,m,41,,,,,,,,
1852,11,7,2011,Gpaulin,,,,,18,I6,2,3,m,32,,,,,,,,
1853,11,7,2011,Gpaulin,,,,,18,I6,2,3,f,76,,,,,,,,
1854,11,7,2011,Gpaulin,,,,,18,I6,2,4,f,35,,,,,,,,
1855,11,7,2011,Gpaulin,,,,,18,I6,2,4,m,44,,,,,,,,
1856,11,7,2011,Gpaulin,,,,,18,I6,2,4,f,36,,,,,,,,
1857,11,7,2011,Gpaulin,,,,,18,I6,2,5,m,29,,,,,,,,
1858,11,7,2011,Gpaulin,,,,,18,I6,2,5,m,59,,,,,,,,
1859,11,7,2011,Gpaulin,,,,,18,I6,2,5,m,22,,,,,,,,
1860,11,7,2011,Gpaulin,,,,,18,I6,2,6,f,57,,,,,,,,
1861,11,7,2011,Gpaulin,,,,,18,I6,2,6,m,28,,,,,,,,
1862,11,7,2011,Gpaulin,,,,,18,I6,2,7,i,11,,,,,,,,
1863,11,7,2011,Gpaulin,,,,,18,I6,2,7,f,40,,,,,,,,
1864,11,7,2011,Gpaulin,,,,,18,I6,2,7,i,14,,,,,,,,
1865,11,7,2011,Gpaulin,,,,,18,I6,2,7,m,22,,,,,,,,
1866,11,7,2011,Gpaulin,,,,,18,I6,2,7,m,77,,,,,,,,
1867,11,7,2011,Gpaulin,,,,,18,I6,2,8,f,58,,,,,,,,
1868,11,7,2011,Gpaulin,,,,,18,I6,2,8,m,46,,,,,,,,
1869,11,7,2011,Gpaulin,,,,,18,I6,2,8,m,69,,,,,,,,
1870,11,7,2011,Gpaulin,,,,,18,I6,2,8,f,60,,,,,,,,
1871,11,7,2011,Gpaulin,,,,,18,I6,2,8,f,24,,,,,,,,
1872,11,7,2011,Gpaulin,,,,,18,I6,2,9,i,10,,,,,,,,
1873,11,7,2011,Gpaulin,,,,,18,I6,2,9,f,32,,,,,,,,
1874,11,7,2011,Gpaulin,,,,,18,I6,2,9,i,14,,,,,,,,
1875,11,7,2011,Gpaulin,,,,,18,I6,2,10,m,37,,,,,,,,
1876,11,7,2011,Gpaulin,,,,,18,I6,2,10,m,34,,,,,,,,
1877,11,7,2011,Gpaulin,,,,,18,I6,2,11,b3,71,,,,,,,,
1878,11,7,2011,Gpaulin,,,,,18,I6,2,11,f,43,,,,,,,,
1879,11,7,2011,Gpaulin,,,,,18,I6,2,12,m,66,,,,,,,,
1880,11,7,2011,Gpaulin,,,,,18,I6,2,12,m,42,,,,,,,,
1881,11,7,2011,Gpaulin,,,,,18,I6,2,12,f,51,,,,,,,,
1882,11,7,2011,Gpaulin,,,,,18,I6,2,13,m,33,,,,,,,,
1883,11,7,2011,Gpaulin,,,,,18,I6,2,14,i,15,,,,,,,,
1884,11,7,2011,Gpaulin,,,,,18,I6,2,14,m,66,,,,,,,,
1885,11,7,2011,Gpaulin,,,,,18,I6,2,15,f,36,,,,,,,,
1886,11,7,2011,Gpaulin,,,,,18,I6,2,15,m,33,,,,,,,,
1887,11,7,2011,Gpaulin,,,,,18,I6,2,15,f,34,,,,,,,,
1888,11,7,2011,Gpaulin,,,,,18,I6,2,16,f,50,,,,,,,,
1889,11,7,2011,Gpaulin,,,,,18,I6,2,16,m,22,,,,,,,,
1890,11,7,2011,Gpaulin,,,,,18,I6,2,17,f,66,,,,,,,,
1891,11,7,2011,Gpaulin,,,,,18,I6,2,18,m,37,,,,,,,,
1892,11,7,2011,Gpaulin,,,,,18,I6,2,18,i,14,,,,,,,,
1893,11,7,2011,Gpaulin,,,,,18,I6,2,19,f,94,,,,,,,,
1894,11,7,2011,Gpaulin,,,,,18,I6,2,20,f,68,,,,,,,,
1895,11,7,2011,Gpaulin,,,,,18,I6,2,20,m,34,,,,,,,,
1896,11,7,2011,Bcomeau,,,,,18,I6,3,1,i,17,,,,,,,,
1897,11,7,2011,Bcomeau,,,,,18,I6,3,1,f,66,,,,,,,,
1898,11,7,2011,Bcomeau,,,,,18,I6,3,1,m,30,,,,,,,,
1899,11,7,2011,Bcomeau,,,,,18,I6,3,2,f,34,,,,,,,,
1900,11,7,2011,Bcomeau,,,,,18,I6,3,2,f,30,,,,,,,,
1901,11,7,2011,Bcomeau,,,,,18,I6,3,3,m,92,,,,,,,,
1902,11,7,2011,Bcomeau,,,,,18,I6,3,3,i,17,,,,,,,,
1903,11,7,2011,Bcomeau,,,,,18,I6,3,4,m,20,,,,,,,,
1904,11,7,2011,Bcomeau,,,,,18,I6,3,4,f,22,,,,,,,,
1905,11,7,2011,Bcomeau,,,,,18,I6,3,4,m,34,,,,,,,,
1906,11,7,2011,Bcomeau,,,,,18,I6,3,5,i,17,,,,,,,,
1907,11,7,2011,Bcomeau,,,,,18,I6,3,5,i,10,,,,,,,,
1908,11,7,2011,Bcomeau,,,,,18,I6,3,5,i,12,,,,,,,,
1909,11,7,2011,Bcomeau,,,,,18,I6,3,6,m,66,,,,,,,,
1910,11,7,2011,Bcomeau,,,,,18,I6,3,7,m,39,,,,,,,,
1911,11,7,2011,Bcomeau,,,,,18,I6,3,7,m,70,,,,,,,,
1912,11,7,2011,Bcomeau,,,,,18,I6,3,7,f,38,,,,,,,,
1913,11,7,2011,Bcomeau,,,,,18,I6,3,8,m,26,,,,,,,,
1914,11,7,2011,Bcomeau,,,,,18,I6,3,8,f,67,,,,,,,,
1915,11,7,2011,Bcomeau,,,,,18,I6,3,8,i,12,,,,,,,,
1916,11,7,2011,Bcomeau,,,,,18,I6,3,8,i,12,,,,,,,,
1917,11,7,2011,Bcomeau,,,,,18,I6,3,9,m,28,,,,,,,,
1918,11,7,2011,Bcomeau,,,,,18,I6,3,9,m,41,,,,,,,,
1919,11,7,2011,Bcomeau,,,,,18,I6,3,9,f,27,,,,,,,,
1920,11,7,2011,Bcomeau,,,,,18,I6,3,9,i,17,,,,,,,,
1921,11,7,2011,Bcomeau,,,,,18,I6,3,9,m,40,,,,,,,,
1922,11,7,2011,Bcomeau,,,,,18,I6,3,10,m,22,,,,,,,,
1923,11,7,2011,Bcomeau,,,,,18,I6,3,10,f,78,,,,,,,,
1924,11,7,2011,Bcomeau,,,,,18,I6,3,10,f,45,,,,,,,,
1925,11,7,2011,Bcomeau,,,,,18,I6,3,10,i,12,,,,,,,,
1926,11,7,2011,Bcomeau,,,,,18,I6,3,11,m,78,,,,,,,,
1927,11,7,2011,Bcomeau,,,,,18,I6,3,11,m,72,,,,,,,,
1928,11,7,2011,Bcomeau,,,,,18,I6,3,12,m,38,,,,,,,,
1929,11,7,2011,Bcomeau,,,,,18,I6,3,13,m,54,,,,,,,,
1930,11,7,2011,Bcomeau,,,,,18,I6,3,16,f,31,,,,,,,,
1931,11,7,2011,Bcomeau,,,,,18,I6,3,16,m,54,,,,,,,,
1932,11,7,2011,Mcomeau,,,,,18,I6,3,1,m,68,,,,,,,,
1933,11,7,2011,Mcomeau,,,,,18,I6,3,1,f,67,,,,,,,,
1934,11,7,2011,Mcomeau,,,,,18,I6,3,1,i,16,,,,,,,,
1935,11,7,2011,Mcomeau,,,,,18,I6,3,1,m,48,,,,,,,,
1936,11,7,2011,Mcomeau,,,,,18,I6,3,2,f,67,,,,,,,,
1937,11,7,2011,Mcomeau,,,,,18,I6,3,2,i,9,,,,,,,,
1938,11,7,2011,Mcomeau,,,,,18,I6,3,2,m,31,,,,,,,,
1939,11,7,2011,Mcomeau,,,,,18,I6,3,2,i,16,,,,,,,,
1940,11,7,2011,Mcomeau,,,,,18,I6,3,2,i,13,,,,,,,,
1941,11,7,2011,Mcomeau,,,,,18,I6,3,3,m,55,,,,,,,,
1942,11,7,2011,Mcomeau,,,,,18,I6,3,3,f,28,,,,,,,,
1943,11,7,2011,Mcomeau,,,,,18,I6,3,3,i,14,,,,,,,,
1944,11,7,2011,Mcomeau,,,,,18,I6,3,3,i,12,,,,,,,,
1945,11,7,2011,Mcomeau,,,,,18,I6,3,3,m,38,,,,,,,,
1946,11,7,2011,Mcomeau,,,,,18,I6,3,4,m,45,,,,,,,,
1947,11,7,2011,Mcomeau,,,,,18,I6,3,5,m,32,,,,,,,,
1948,11,7,2011,Mcomeau,,,,,18,I6,3,5,f,67,,,,,,,,
1949,11,7,2011,Mcomeau,,,,,18,I6,3,5,i,13,,,,,,,,
1950,11,7,2011,Mcomeau,,,,,18,I6,3,5,f,27,,,,,,,,
1951,11,7,2011,Mcomeau,,,,,18,I6,3,6,i,18,,,,,,,,
1952,11,7,2011,Mcomeau,,,,,18,I6,3,6,m,32,,,,,,,,
1953,11,7,2011,Mcomeau,,,,,18,I6,3,6,f,56,,,,,,,,
1954,11,7,2011,Mcomeau,,,,,18,I6,3,6,m,34,,,,,,,,
1955,11,7,2011,Mcomeau,,,,,18,I6,3,6,m,66,,,,,,,,
1956,11,7,2011,Mcomeau,,,,,18,I6,3,6,f,32,,,,,,,,
1957,11,7,2011,Mcomeau,,,,,18,I6,3,7,m,55,,,,,,,,
1958,11,7,2011,Mcomeau,,,,,18,I6,3,7,m,70,,,,,,,,
1959,11,7,2011,Mcomeau,,,,,18,I6,3,7,m,42,,,,,,,,
1960,11,7,2011,Mcomeau,,,,,18,I6,3,7,i,16,,,,,,,,
1961,11,7,2011,Mcomeau,,,,,18,I6,3,7,i,9,,,,,,,,
1962,11,7,2011,Mcomeau,,,,,18,I6,3,7,m,29,,,,,,,,
1963,11,7,2011,Mcomeau,,,,,18,I6,3,7,f,38,,,,,,,,
1964,11,7,2011,Mcomeau,,,,,18,I6,3,7,m,67,,,,,,,,
1965,11,7,2011,Mcomeau,,,,,18,I6,3,7,m,85,,,,,,,,
1966,11,7,2011,Mcomeau,,,,,18,I6,3,7,m,30,,,,,,,,
1967,11,7,2011,Mcomeau,,,,,18,I6,3,8,i,13,,,,,,,,
1968,11,7,2011,Mcomeau,,,,,18,I6,3,8,i,9,,,,,,,,
1969,11,7,2011,Mcomeau,,,,,18,I6,3,8,f,68,,,,,,,,
1970,11,7,2011,Mcomeau,,,,,18,I6,3,9,m,32,,,,,,,,
1971,11,7,2011,Mcomeau,,,,,18,I6,3,9,m,32,,,,,,,,
1972,11,7,2011,Mcomeau,,,,,18,I6,3,9,m,36,,,,,,,,
1973,11,7,2011,Mcomeau,,,,,18,I6,3,9,f,39,,,,,,,,
1974,11,7,2011,Mcomeau,,,,,18,I6,3,10,f,36,,,,,,,,
1975,11,7,2011,Mcomeau,,,,,18,I6,3,10,m,43,,,,,,,,
1976,11,7,2011,Mcomeau,,,,,18,I6,3,10,m,33,,,,,,,,
1977,11,7,2011,Mcomeau,,,,,18,I6,3,10,m,24,,,,,,,,
1978,11,7,2011,Mcomeau,,,,,18,I6,3,10,f,65,,,,,,,,
1979,11,7,2011,Mcomeau,,,,,18,I6,3,11,i,14,,,,,,,,
1980,11,7,2011,Mcomeau,,,,,18,I6,3,11,m,25,,,,,,,,
1981,11,7,2011,Mcomeau,,,,,18,I6,3,11,i,13,,,,,,,,
1982,11,7,2011,Mcomeau,,,,,18,I6,3,11,f,83,,,,,,,,
1983,11,7,2011,Mcomeau,,,,,18,I6,3,11,f,47,,,,,,,,
1984,11,7,2011,Mcomeau,,,,,18,I6,4,11,f,29,,,,,,,,
1985,11,7,2011,Mcomeau,,,,,18,I6,3,12,f,43,,,,,,,,
1986,11,7,2011,Mcomeau,,,,,18,I6,3,12,f,68,,,,,,,,
1987,11,7,2011,Mcomeau,,,,,18,I6,3,12,m,40,,,,,,,,
1988,11,7,2011,Mcomeau,,,,,18,I6,3,12,f,58,,,,,,,,
1989,11,7,2011,Mcomeau,,,,,18,I6,3,12,m,65,,,,,,,,
1990,11,7,2011,Mcomeau,,,,,18,I6,3,12,f,27,,,,,,,,
1991,11,7,2011,Mcomeau,,,,,18,I6,3,13,f,43,,,,,,,,
1992,11,7,2011,Mcomeau,,,,,18,I6,3,13,m,32,,,,,,,,
1993,11,7,2011,Mcomeau,,,,,18,I6,3,13,f,33,,,,,,,,
1994,7,7,2011,Rvienneau,,,,,17,I6,4,1,m,32,,,,,,,,
1995,7,7,2011,Rvienneau,,,,,17,I6,4,1,i,12,,,,,,,,
1996,7,7,2011,Rvienneau,,,,,17,I6,4,1,f,38,,,,,,,,
1997,7,7,2011,Rvienneau,,,,,17,I6,4,1,f,49,,,,,,,,
1998,7,7,2011,Rvienneau,,,,,17,I6,4,1,i,13,,,,,,,,
1999,7,7,2011,Rvienneau,,,,,17,I6,4,1,f,33,,,,,,,,
2000,7,7,2011,Rvienneau,,,,,17,I6,4,2,m,44,,,,,,,,
2001,7,7,2011,Rvienneau,,,,,17,I6,4,2,i,18,,,,,,,,
2002,7,7,2011,Rvienneau,,,,,17,I6,4,2,f,50,,,,,,,,
2003,7,7,2011,Rvienneau,,,,,17,I6,4,3,f,34,,,,,,,,
2004,7,7,2011,Rvienneau,,,,,17,I6,4,3,f,35,,,,,,,,
2005,7,7,2011,Rvienneau,,,,,17,I6,4,3,m,40,,,,,,,,
2006,7,7,2011,Rvienneau,,,,,17,I6,4,3,m,70,,,,,,,,
2007,7,7,2011,Rvienneau,,,,,17,I6,4,4,f,32,,,,,,,,
2008,7,7,2011,Rvienneau,,,,,17,I6,4,4,m,23,,,,,,,,
2009,7,7,2011,Rvienneau,,,,,17,I6,4,4,m,39,,,,,,,,
2010,7,7,2011,Rvienneau,,,,,17,I6,4,4,m,33,,,,,,,,
2011,7,7,2011,Rvienneau,,,,,17,I6,4,5,f,36,,,,,,,,
2012,7,7,2011,Rvienneau,,,,,17,I6,4,5,f,38,,,,,,,,
2013,7,7,2011,Rvienneau,,,,,17,I6,4,5,f,53,,,,,,,,
2014,7,7,2011,Rvienneau,,,,,17,I6,4,5,b3,68,,,,,,,,
2015,7,7,2011,Rvienneau,,,,,17,I6,4,6,f,55,,,,,,,,
2016,7,7,2011,Rvienneau,,,,,17,I6,4,6,m,31,,,,,,,,
2017,7,7,2011,Rvienneau,,,,,17,I6,4,6,f,63,,,,,,,,
2018,7,7,2011,Rvienneau,,,,,17,I6,4,6,f,28,,,,,,,,
2019,7,7,2011,Rvienneau,,,,,17,I6,4,7,f,31,,,,,,,,
2020,7,7,2011,Rvienneau,,,,,17,I6,4,7,f,33,,,,,,,,
2021,7,7,2011,Rvienneau,,,,,17,I6,4,7,m,25,,,,,,,,
2022,7,7,2011,Rvienneau,,,,,17,I6,4,7,i,12,,,,,,,,
2023,7,7,2011,Rvienneau,,,,,17,I6,4,7,m,22,,,,,,,,
2024,7,7,2011,Rvienneau,,,,,17,I6,4,7,m,20,,,,,,,,
2025,7,7,2011,Rvienneau,,,,,17,I6,4,8,i,10,,,,,,,,
2026,7,7,2011,Rvienneau,,,,,17,I6,4,8,m,41,,,,,,,,
2027,7,7,2011,Rvienneau,,,,,17,I6,4,8,f,32,,,,,,,,
2028,7,7,2011,Rvienneau,,,,,17,I6,4,8,m,40,,,,,,,,
2029,7,7,2011,Rvienneau,,,,,17,I6,4,9,m,32,,,,,,,,
2030,7,7,2011,Rvienneau,,,,,17,I6,4,9,m,30,,,,,,,,
2031,7,7,2011,Rvienneau,,,,,17,I6,4,9,m,24,,,,,,,,
2032,7,7,2011,Rvienneau,,,,,17,I6,4,9,f,55,,,,,,,,
2033,7,7,2011,Rvienneau,,,,,17,I6,4,9,m,23,,,,,,,,
2034,7,7,2011,Rvienneau,,,,,17,I6,4,9,m,58,,,,,,,,
2035,7,7,2011,Rvienneau,,,,,17,I6,4,10,m,30,,,,,,,,
2036,7,7,2011,Rvienneau,,,,,17,I6,4,10,m,24,,,,,,,,
2037,7,7,2011,Rvienneau,,,,,17,I6,4,10,f,50,,,,,,,,
2038,7,7,2011,Rvienneau,,,,,17,I6,4,10,m,33,,,,,,,,
2039,7,7,2011,Rvienneau,,,,,17,I6,4,10,f,67,,,,,,,,
2040,7,7,2011,Rvienneau,,,,,17,I6,4,11,m,38,,,,,,,,
2041,7,7,2011,Rvienneau,,,,,17,I6,4,11,m,30,,,,,,,,
2042,7,7,2011,Rvienneau,,,,,17,I6,4,11,f,45,,,,,,,,
2043,7,7,2011,Rvienneau,,,,,17,I6,4,11,m,55,,,,,,,,
2044,7,7,2011,Rvienneau,,,,,17,I6,4,11,i,12,,,,,,,,
2045,7,7,2011,Rvienneau,,,,,17,I6,4,11,m,24,,,,,,,,
2046,7,7,2011,Rvienneau,,,,,17,I6,4,11,m,28,,,,,,,,
2047,7,7,2011,Rvienneau,,,,,17,I6,4,11,m,46,,,,,,,,
2048,7,7,2011,Dgiard,,,,,17,I6,4,1,f,78,,,,,,,,
2049,7,7,2011,Dgiard,,,,,17,I6,4,1,m,76,,,,,,,,
2050,7,7,2011,Dgiard,,,,,17,I6,4,1,f,51,,,,,,,,
2051,7,7,2011,Dgiard,,,,,17,I6,4,1,m,48,,,,,,,,
2052,7,7,2011,Dgiard,,,,,17,I6,4,1,m,36,,,,,,,,
2053,7,7,2011,Dgiard,,,,,17,I6,4,1,f,42,,,,,,,,
2054,7,7,2011,Dgiard,,,,,17,I6,4,1,f,30,,,,,,,,
2055,7,7,2011,Dgiard,,,,,17,I6,4,2,m,20,,,,,,,,
2056,7,7,2011,Dgiard,,,,,17,I6,4,2,m,40,,,,,,,,
2057,7,7,2011,Dgiard,,,,,17,I6,4,3,i,14,,,,,,,,
2058,7,7,2011,Dgiard,,,,,17,I6,4,4,i,16,,,,,,,,
2059,7,7,2011,Dgiard,,,,,17,I6,4,4,b3,69,,,,,,,,
2060,7,7,2011,Dgiard,,,,,17,I6,4,4,f,35,,,,,,,,
2061,7,7,2011,Dgiard,,,,,17,I6,4,4,i,12,,,,,,,,
2062,7,7,2011,Dgiard,,,,,17,I6,4,4,f,66,,,,,,,,
2063,7,7,2011,Dgiard,,,,,17,I6,4,4,f,36,,,,,,,,
2064,7,7,2011,Dgiard,,,,,17,I6,4,4,f,80,,,,,,,,
2065,7,7,2011,Dgiard,,,,,17,I6,4,5,b3,81,,,,,,,,
2066,7,7,2011,Dgiard,,,,,17,I6,4,5,i,12,,,,,,,,
2067,7,7,2011,Dgiard,,,,,17,I6,4,5,m,43,,,,,,,,
2068,7,7,2011,Dgiard,,,,,17,I6,4,6,f,54,,,,,,,,
2069,7,7,2011,Dgiard,,,,,17,I6,4,6,f,31,,,,,,,,
2070,7,7,2011,Dgiard,,,,,17,I6,4,6,m,45,,,,,,,,
2071,7,7,2011,Dgiard,,,,,17,I6,4,6,f,43,,,,,,,,
2072,7,7,2011,Dgiard,,,,,17,I6,4,7,f,60,,,,,,,,
2073,7,7,2011,Dgiard,,,,,17,I6,4,7,i,11,,,,,,,,
2074,7,7,2011,Dgiard,,,,,17,I6,4,7,m,25,,,,,,,,
2075,7,7,2011,Dgiard,,,,,17,I6,4,7,f,48,,,,,,,,
2076,7,7,2011,Dgiard,,,,,17,I6,4,8,m,31,,,,,,,,
2077,7,7,2011,Dgiard,,,,,17,I6,4,8,m,22,,,,,,,,
2078,7,7,2011,Dgiard,,,,,17,I6,4,8,f,30,,,,,,,,
2079,7,7,2011,Dgiard,,,,,17,I6,4,8,f,51,,,,,,,,
2080,7,7,2011,Dgiard,,,,,17,I6,4,8,m,48,,,,,,,,
2081,7,7,2011,Dgiard,,,,,17,I6,4,8,i,13,,,,,,,,
2082,7,7,2011,Dgiard,,,,,17,I6,4,8,f,46,,,,,,,,
2083,7,7,2011,Dgiard,,,,,17,I6,4,9,m,40,,,,,,,,
2084,7,7,2011,Dgiard,,,,,17,I6,4,9,f,58,,,,,,,,
2085,7,7,2011,Dgiard,,,,,17,I6,4,9,f,41,,,,,,,,
2086,7,7,2011,Dgiard,,,,,17,I6,4,10,m,51,,,,,,,,
2087,7,7,2011,Dgiard,,,,,17,I6,4,10,f,35,,,,,,,,
2088,7,7,2011,Dgiard,,,,,17,I6,4,11,i,14,,,,,,,,
2089,7,7,2011,Dgiard,,,,,17,I6,4,11,m,61,,,,,,,,
2090,7,7,2011,Dgiard,,,,,17,I6,4,11,m,33,,,,,,,,
2091,7,7,2011,Dgiard,,,,,17,I6,4,11,m,31,,,,,,,,
2092,7,7,2011,Dgiard,,,,,17,I6,4,11,m,70,,,,,,,,
2093,7,7,2011,Dgiard,,,,,17,I6,4,12,m,55,,,,,,,,
2094,7,7,2011,Dgiard,,,,,17,I6,4,12,m,33,,,,,,,,
2095,7,7,2011,Dgiard,,,,,17,I6,4,13,f,31,,,,,,,,
2096,7,7,2011,Dgiard,,,,,17,I6,4,13,i,16,,,,,,,,
2097,7,7,2011,Dgiard,,,,,17,I6,4,14,i,16,,,,,,,,
2098,7,7,2011,Dgiard,,,,,17,I6,4,14,m,42,,,,,,,,
2380,6,7,2011,Mcomeau,,,,,19,I8,1,1,m,63,,,,,,,,
2381,6,7,2011,Mcomeau,,,,,19,I8,1,1,m,25,,,,,,,,
2382,6,7,2011,Mcomeau,,,,,19,I8,1,1,f,55,,,,,,,,
2383,6,7,2011,Mcomeau,,,,,19,I8,1,1,i,14,,,,,,,,
2384,6,7,2011,Mcomeau,,,,,19,I8,1,2,m,57,,,,,,,,
2385,6,7,2011,Mcomeau,,,,,19,I8,1,2,f,32,,,,,,,,
2386,6,7,2011,Mcomeau,,,,,19,I8,1,2,i,8,,,,,,,,
2387,6,7,2011,Mcomeau,,,,,19,I8,1,2,f,72,,,,,,,,
2388,6,7,2011,Mcomeau,,,,,19,I8,1,3,m,30,,,,,,,,
2389,6,7,2011,Mcomeau,,,,,19,I8,1,4,f,38,,,,,,,,
2390,6,7,2011,Mcomeau,,,,,19,I8,1,4,i,16,,,,,,,,
2391,6,7,2011,Mcomeau,,,,,19,I8,1,4,m,58,,,,,,,,
2392,6,7,2011,Mcomeau,,,,,19,I8,1,5,i,19,,,,,,,,
2393,6,7,2011,Mcomeau,,,,,19,I8,1,5,i,18,,,,,,,,
2394,6,7,2011,Mcomeau,,,,,19,I8,1,5,f,49,,,,,,,,
2395,6,7,2011,Mcomeau,,,,,19,I8,1,5,f,57,,,,,,,,
2396,6,7,2011,Mcomeau,,,,,19,I8,1,6,i,9,,,,,,,,
2397,6,7,2011,Mcomeau,,,,,19,I8,1,6,m,20,,,,,,,,
2398,6,7,2011,Mcomeau,,,,,19,I8,1,6,f,27,,,,,,,,
2399,6,7,2011,Mcomeau,,,,,19,I8,1,7,m,44,,,,,,,,
2400,6,7,2011,Mcomeau,,,,,19,I8,1,7,i,19,,,,,,,,
2401,6,7,2011,Mcomeau,,,,,19,I8,1,7,i,18,,,,,,,,
2402,6,7,2011,Mcomeau,,,,,19,I8,1,7,f,69,,,,,,,,
2403,6,7,2011,Mcomeau,,,,,19,I8,1,8,,,,,,,,,,
2404,6,7,2011,Mcomeau,,,,,19,I8,1,9,,,,,,,,,,
2405,6,7,2011,Mcomeau,,,,,19,I8,1,10,f,23,,,,,,,,
2406,6,7,2011,Mcomeau,,,,,19,I8,1,10,f,44,,,,,,,,
2407,6,7,2011,Mcomeau,,,,,19,I8,1,10,i,11,,,,,,,,
2408,6,7,2011,Mcomeau,,,,,19,I8,1,10,i,17,,,,,,,,
2409,6,7,2011,Mcomeau,,,,,19,I8,1,10,f,65,,,,,,,,
2410,6,7,2011,Mcomeau,,,,,19,I8,1,10,i,11,,,,,,,,
2411,6,7,2011,Mcomeau,,,,,19,I8,1,12,f,52,,,,,,,,
2412,6,7,2011,Mcomeau,,,,,19,I8,1,12,i,12,,,,,,,,
2413,6,7,2011,Mcomeau,,,,,19,I8,1,12,m,35,,,,,,,,
2414,6,7,2011,Mcomeau,,,,,19,I8,1,13,m,58,,,,,,,,
2415,6,7,2011,Mcomeau,,,,,19,I8,1,14,b3,74,,,,,,,,
2416,6,7,2011,Mcomeau,,,,,19,I8,1,14,f,28,,,,,,,,
2417,6,7,2011,Mcomeau,,,,,19,I8,1,14,f,55,,,,,,,,
2418,6,7,2011,Mcomeau,,,,,19,I8,1,14,i,19,,,,,,,,
2419,6,7,2011,Mcomeau,,,,,19,I8,1,18,m,30,,,,,,,,
2420,6,7,2011,Mcomeau,,,,,19,I8,1,18,m,58,,,,,,,,
2421,6,7,2011,Mcomeau,,,,,19,I8,1,18,i,18,,,,,,,,
2422,6,7,2011,Mcomeau,,,,,19,I8,1,18,f,77,,,,,,,,
2423,6,7,2011,Mcomeau,,,,,19,I8,1,18,f,77,,,,,,,,
2424,6,7,2011,Bcomeau,,,,,19,I8,1,1,i,15,,,,,,,,
2425,6,7,2011,Bcomeau,,,,,19,I8,1,2,,,,,,,,,,
2426,6,7,2011,Bcomeau,,,,,19,I8,1,3,m,50,,,,,,,,
2427,6,7,2011,Bcomeau,,,,,19,I8,1,4,,,,,,,,,,
2428,6,7,2011,Bcomeau,,,,,19,I8,1,5,i,12,,,,,,,,
2429,6,7,2011,Bcomeau,,,,,19,I8,1,6,i,9,,,,,,,,
2430,6,7,2011,Bcomeau,,,,,19,I8,1,6,m,41,,,,,,,,
2431,6,7,2011,Bcomeau,,,,,19,I8,1,6,f,21,,,,,,,,
2432,6,7,2011,Bcomeau,,,,,19,I8,1,7,m,51,,,,,,,,
2433,6,7,2011,Bcomeau,,,,,19,I8,1,7,m,43,,,,,,,,
2434,6,7,2011,Bcomeau,,,,,19,I8,1,8,m,91,,,,,,,,
2435,6,7,2011,Bcomeau,,,,,19,I8,1,9,f,60,,,,,,,,
2436,6,7,2011,Bcomeau,,,,,19,I8,1,9,f,62,,,,,,,,
2437,6,7,2011,Bcomeau,,,,,19,I8,1,10,m,30,,,,,,,,
2438,6,7,2011,Bcomeau,,,,,19,I8,1,11,f,31,,,,,,,,
2439,6,7,2011,Bcomeau,,,,,19,I8,1,11,i,17,,,,,,,,
2440,6,7,2011,Bcomeau,,,,,19,I8,1,13,f,25,,,,,,,,
2441,6,7,2011,Bcomeau,,,,,19,I8,1,13,f,68,,,,,,,,
2442,6,7,2011,Bcomeau,,,,,19,I8,1,14,f,53,,,,,,,,
2443,6,7,2011,Bcomeau,,,,,19,I8,1,14,f,47,,,,,,,,
2444,6,7,2011,Bcomeau,,,,,19,I8,1,18,m,58,,,,,,,,
2445,6,7,2011,Bcomeau,,,,,19,I8,1,18,m,26,,,,,,,,
2446,6,7,2011,Bcomeau,,,,,19,I8,1,18,f,54,,,,,,,,
2447,6,7,2011,Bcomeau,,,,,19,I8,1,19,f,58,,,,,,,,
2448,6,7,2011,Bcomeau,,,,,19,I8,1,20,f,53,,,,,,,,
2449,6,7,2011,Bcomeau,,,,,19,I8,1,20,i,15,,,,,,,,
2450,6,7,2011,Bcomeau,,,,,19,I8,1,20,f,69,,,,,,,,
2451,6,7,2011,Bcomeau,,,,,19,I8,1,20,f,75,,,,,,,,
2497,6,7,2011,Mcomeau,,,,,18,I8,3,1,f,68,,,,,,,,
2498,6,7,2011,Mcomeau,,,,,18,I8,3,1,f,29,,,,,,,,
2499,6,7,2011,Mcomeau,,,,,18,I8,3,1,i,18,,,,,,,,
2500,6,7,2011,Mcomeau,,,,,18,I8,3,2,m,27,,,,,,,,
2501,6,7,2011,Mcomeau,,,,,18,I8,3,3,f,32,,,,,,,,
2502,6,7,2011,Mcomeau,,,,,18,I8,3,3,m,23,,,,,,,,
2503,6,7,2011,Mcomeau,,,,,18,I8,3,3,f,31,,,,,,,,
2504,6,7,2011,Mcomeau,,,,,18,I8,3,3,f,67,,,,,,,,
2505,6,7,2011,Mcomeau,,,,,18,I8,3,3,i,19,,,,,,,,
2506,6,7,2011,Mcomeau,,,,,18,I8,3,3,f,57,,,,,,,,
2507,6,7,2011,Mcomeau,,,,,18,I8,3,3,m,54,,,,,,,,
