Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Site,Transect,section,sexe,LC,Escape,Sa,Va,Du,Al,Gr,Co,Ca
2508,6,7,2011,Mcomeau,,,,,18,I8,3,4,f,64,,,,,,,,
2509,6,7,2011,Mcomeau,,,,,18,I8,3,5,f,41,,,,,,,,
2510,6,7,2011,Mcomeau,,,,,18,I8,3,5,f,66,,,,,,,,
2511,6,7,2011,Mcomeau,,,,,18,I8,3,6,f,31,,,,,,,,
2512,6,7,2011,Mcomeau,,,,,18,I8,3,6,f,38,,,,,,,,
2513,6,7,2011,Mcomeau,,,,,18,I8,3,6,f,72,,,,,,,,
2514,6,7,2011,Mcomeau,,,,,18,I8,3,6,f,32,,,,,,,,
2515,6,7,2011,Mcomeau,,,,,18,I8,3,6,f,73,,,,,,,,
2516,6,7,2011,Mcomeau,,,,,18,I8,3,6,f,56,,,,,,,,
2517,6,7,2011,Mcomeau,,,,,18,I8,3,6,f,66,,,,,,,,
2518,6,7,2011,Mcomeau,,,,,18,I8,3,7,i,11,,,,,,,,
2519,6,7,2011,Mcomeau,,,,,18,I8,3,8,f,27,,,,,,,,
2520,6,7,2011,Mcomeau,,,,,18,I8,3,8,m,27,,,,,,,,
2521,6,7,2011,Mcomeau,,,,,18,I8,3,8,m,44,,,,,,,,
2522,6,7,2011,Mcomeau,,,,,18,I8,3,9,f,38,,,,,,,,
2523,6,7,2011,Mcomeau,,,,,18,I8,3,9,f,58,,,,,,,,
2524,6,7,2011,Mcomeau,,,,,18,I8,3,9,m,83,,,,,,,,
2525,6,7,2011,Mcomeau,,,,,18,I8,3,9,f,68,,,,,,,,
2526,6,7,2011,Mcomeau,,,,,18,I8,3,9,f,55,,,,,,,,
2527,6,7,2011,Mcomeau,,,,,18,I8,3,9,i,17,,,,,,,,
2528,6,7,2011,Mcomeau,,,,,18,I8,3,9,i,11,,,,,,,,
2529,6,7,2011,Mcomeau,,,,,18,I8,3,9,i,17,,,,,,,,
2530,6,7,2011,Mcomeau,,,,,18,I8,3,9,f,73,,,,,,,,
2531,6,7,2011,Mcomeau,,,,,18,I8,3,10,,,,,,,,,,
2532,6,7,2011,Mcomeau,,,,,18,I8,3,11,f,61,,,,,,,,
2533,6,7,2011,Mcomeau,,,,,18,I8,3,11,m,52,,,,,,,,
2534,6,7,2011,Mcomeau,,,,,18,I8,3,11,f,42,,,,,,,,
2535,6,7,2011,Mcomeau,,,,,18,I8,3,11,m,52,,,,,,,,
2536,6,7,2011,Mcomeau,,,,,18,I8,3,11,i,12,,,,,,,,
2537,6,7,2011,Mcomeau,,,,,18,I8,3,12,f,46,,,,,,,,
2538,6,7,2011,Mcomeau,,,,,18,I8,3,12,m,29,,,,,,,,
2539,6,7,2011,Mcomeau,,,,,18,I8,3,12,i,19,,,,,,,,
2540,6,7,2011,Mcomeau,,,,,18,I8,3,12,i,13,,,,,,,,
2541,6,7,2011,Mcomeau,,,,,18,I8,3,12,f,45,,,,,,,,
2542,6,7,2011,Mcomeau,,,,,18,I8,3,12,i,18,,,,,,,,
2543,6,7,2011,Mcomeau,,,,,18,I8,3,12,m,20,,,,,,,,
2544,6,7,2011,Mcomeau,,,,,18,I8,3,12,m,29,,,,,,,,
2545,6,7,2011,Mcomeau,,,,,18,I8,3,13,m,37,,,,,,,,
2546,6,7,2011,Mcomeau,,,,,18,I8,3,13,f,33,,,,,,,,
2547,6,7,2011,Mcomeau,,,,,18,I8,3,13,i,13,,,,,,,,
2548,6,7,2011,Mcomeau,,,,,18,I8,3,13,m,80,,,,,,,,
2549,6,7,2011,Mcomeau,,,,,18,I8,3,13,f,41,,,,,,,,
2550,6,7,2011,Mcomeau,,,,,18,I8,3,13,m,55,,,,,,,,
2551,6,7,2011,Mcomeau,,,,,18,I8,3,14,f,51,,,,,,,,
2552,6,7,2011,Mcomeau,,,,,18,I8,3,14,i,19,,,,,,,,
2553,6,7,2011,Mcomeau,,,,,18,I8,3,14,m,24,,,,,,,,
2554,6,7,2011,Mcomeau,,,,,18,I8,3,14,m,80,,,,,,,,
2555,6,7,2011,Mcomeau,,,,,18,I8,3,14,m,35,,,,,,,,
2556,6,7,2011,Mcomeau,,,,,18,I8,3,14,m,48,,,,,,,,
2557,6,7,2011,Mcomeau,,,,,18,I8,3,15,b3,78,,,,,,,,
2558,6,7,2011,Mcomeau,,,,,18,I8,3,15,m,57,,,,,,,,
2559,6,7,2011,Mcomeau,,,,,18,I8,3,15,m,110,,,,,,,,
2560,6,7,2011,Mcomeau,,,,,18,I8,3,15,m,69,,,,,,,,
2561,6,7,2011,Mcomeau,,,,,18,I8,3,15,m,57,,,,,,,,
2562,6,7,2011,Mcomeau,,,,,18,I8,3,15,i,12,,,,,,,,
2563,6,7,2011,Mcomeau,,,,,18,I8,3,15,i,19,,,,,,,,
2564,6,7,2011,Mcomeau,,,,,18,I8,3,15,f,46,,,,,,,,
2565,6,7,2011,Mcomeau,,,,,18,I8,3,15,m,35,,,,,,,,
2566,6,7,2011,Dgiard,,,,,18,I8,3,1,f,68,,,,,,,,
2567,6,7,2011,Dgiard,,,,,18,I8,3,1,f,36,,,,,,,,
2568,6,7,2011,Dgiard,,,,,18,I8,3,1,m,41,,,,,,,,
2569,6,7,2011,Dgiard,,,,,18,I8,3,2,f,32,,,,,,,,
2570,6,7,2011,Dgiard,,,,,18,I8,3,2,f,72,,,,,,,,
2571,6,7,2011,Dgiard,,,,,18,I8,3,2,i,14,,,,,,,,
2572,6,7,2011,Dgiard,,,,,18,I8,3,3,f,40,,,,,,,,
2573,6,7,2011,Dgiard,,,,,18,I8,3,3,f,53,,,,,,,,
2574,6,7,2011,Dgiard,,,,,18,I8,3,3,m,42,,,,,,,,
2575,6,7,2011,Dgiard,,,,,18,I8,3,4,m,41,,,,,,,,
2576,6,7,2011,Dgiard,,,,,18,I8,3,5,m,49,,,,,,,,
2577,6,7,2011,Dgiard,,,,,18,I8,3,6,m,28,,,,,,,,
2578,6,7,2011,Dgiard,,,,,18,I8,3,7,m,60,,,,,,,,
2579,6,7,2011,Dgiard,,,,,18,I8,3,7,m,31,,,,,,,,
2580,6,7,2011,Dgiard,,,,,18,I8,3,7,m,51,,,,,,,,
2581,6,7,2011,Dgiard,,,,,18,I8,3,8,m,21,,,,,,,,
2582,6,7,2011,Dgiard,,,,,18,I8,3,8,m,49,,,,,,,,
2583,6,7,2011,Dgiard,,,,,18,I8,3,8,f,68,,,,,,,,
2584,6,7,2011,Dgiard,,,,,18,I8,3,9,m,51,,,,,,,,
2585,6,7,2011,Dgiard,,,,,18,I8,3,9,m,26,,,,,,,,
2586,6,7,2011,Dgiard,,,,,18,I8,3,9,f,80,,,,,,,,
2587,6,7,2011,Dgiard,,,,,18,I8,3,9,i,16,,,,,,,,
2588,6,7,2011,Dgiard,,,,,18,I8,3,9,m,23,,,,,,,,
2589,6,7,2011,Dgiard,,,,,18,I8,3,9,f,56,,,,,,,,
2590,6,7,2011,Dgiard,,,,,18,I8,3,9,m,31,,,,,,,,
2591,6,7,2011,Dgiard,,,,,18,I8,3,10,m,52,,,,,,,,
2592,6,7,2011,Dgiard,,,,,18,I8,3,10,f,40,,,,,,,,
2593,6,7,2011,Dgiard,,,,,18,I8,3,11,m,36,,,,,,,,
2594,6,7,2011,Dgiard,,,,,18,I8,3,11,m,40,,,,,,,,
2595,6,7,2011,Dgiard,,,,,18,I8,3,11,f,52,,,,,,,,
2596,6,7,2011,Dgiard,,,,,18,I8,3,11,m,85,,,,,,,,
2597,6,7,2011,Dgiard,,,,,18,I8,3,11,f,51,,,,,,,,
2598,6,7,2011,Dgiard,,,,,18,I8,3,12,f,70,,,,,,,,
2599,6,7,2011,Dgiard,,,,,18,I8,3,12,i,14,,,,,,,,
2600,6,7,2011,Dgiard,,,,,18,I8,3,12,m,45,,,,,,,,
2601,6,7,2011,Dgiard,,,,,18,I8,3,13,m,60,,,,,,,,
2602,6,7,2011,Dgiard,,,,,18,I8,3,13,f,52,,,,,,,,
2603,6,7,2011,Dgiard,,,,,18,I8,3,13,m,26,,,,,,,,
2604,6,7,2011,Dgiard,,,,,18,I8,3,13,f,54,,,,,,,,
2605,6,7,2011,Dgiard,,,,,18,I8,3,14,f,55,,,,,,,,
2606,6,7,2011,Dgiard,,,,,18,I8,3,14,m,66,,,,,,,,
2607,6,7,2011,Dgiard,,,,,18,I8,3,14,f,48,,,,,,,,
2608,6,7,2011,Dgiard,,,,,18,I8,3,14,m,60,,,,,,,,
2609,6,7,2011,Dgiard,,,,,18,I8,3,14,m,62,,,,,,,,
2610,6,7,2011,Dgiard,,,,,18,I8,3,15,m,42,,,,,,,,
2611,6,7,2011,Dgiard,,,,,18,I8,3,15,m,26,,,,,,,,
2612,6,7,2011,Dgiard,,,,,18,I8,3,15,i,19,,,,,,,,
2613,6,7,2011,Dgiard,,,,,18,I8,3,15,m,66,,,,,,,,
2614,6,7,2011,Rdoucette,,,,,15,I8,4,1,m,29,,,,,,,,
2615,6,7,2011,Rdoucette,,,,,15,I8,4,1,m,35,,,,,,,,
2616,6,7,2011,Rdoucette,,,,,15,I8,4,1,m,31,,,,,,,,
2617,6,7,2011,Rdoucette,,,,,15,I8,4,2,m,57,,,,,,,,
2618,6,7,2011,Rdoucette,,,,,15,I8,4,2,m,22,,,,,,,,
2619,6,7,2011,Rdoucette,,,,,15,I8,4,3,,,,,,,,,,
2620,6,7,2011,Rdoucette,,,,,15,I8,4,4,f,28,,,,,,,,
2621,6,7,2011,Rdoucette,,,,,15,I8,4,4,f,83,,,,,,,,
2622,6,7,2011,Rdoucette,,,,,15,I8,4,5,m,55,,,,,,,,
2623,6,7,2011,Rdoucette,,,,,15,I8,4,6,f,44,,,,,,,,
2624,6,7,2011,Rdoucette,,,,,15,I8,4,6,f,76,,,,,,,,
2625,6,7,2011,Rdoucette,,,,,15,I8,4,6,f,29,,,,,,,,
2626,6,7,2011,Rdoucette,,,,,15,I8,4,7,m,45,,,,,,,,
2627,6,7,2011,Rdoucette,,,,,15,I8,4,7,i,11,,,,,,,,
2628,6,7,2011,Rdoucette,,,,,15,I8,4,7,m,41,,,,,,,,
2629,6,7,2011,Rdoucette,,,,,15,I8,4,8,i,13,,,,,,,,
2630,6,7,2011,Rdoucette,,,,,15,I8,4,9,m,54,,,,,,,,
2631,6,7,2011,Rdoucette,,,,,15,I8,4,10,m,35,,,,,,,,
2632,6,7,2011,Rdoucette,,,,,15,I8,4,11,m,49,,,,,,,,
2633,6,7,2011,Rdoucette,,,,,15,I8,4,11,m,33,,,,,,,,
2634,6,7,2011,Rdoucette,,,,,15,I8,4,11,f,37,,,,,,,,
2635,6,7,2011,Rdoucette,,,,,15,I8,4,12,f,68,,,,,,,,
2636,6,7,2011,Rdoucette,,,,,15,I8,4,12,i,15,,,,,,,,
2637,6,7,2011,Rdoucette,,,,,15,I8,4,12,f,25,,,,,,,,
2638,6,7,2011,Rdoucette,,,,,15,I8,4,12,i,12,,,,,,,,
2639,6,7,2011,Rdoucette,,,,,15,I8,4,13,,,,,,,,,,
2640,6,7,2011,Rdoucette,,,,,15,I8,4,14,f,22,,,,,,,,
2641,6,7,2011,Rdoucette,,,,,15,I8,4,15,m,28,,,,,,,,
2642,6,7,2011,Rdoucette,,,,,15,I8,4,15,f,54,,,,,,,,
2643,6,7,2011,Rdoucette,,,,,15,I8,4,16,m,21,,,,,,,,
2644,6,7,2011,Rdoucette,,,,,15,I8,4,16,f,52,,,,,,,,
2645,6,7,2011,Rdoucette,,,,,15,I8,4,17,f,23,,,,,,,,
2646,6,7,2011,Rdoucette,,,,,15,I8,4,18,f,25,,,,,,,,
2647,6,7,2011,Rdoucette,,,,,15,I8,4,18,f,72,,,,,,,,
2648,6,7,2011,Rdoucette,,,,,15,I8,4,18,m,42,,,,,,,,
2649,6,7,2011,Rdoucette,,,,,15,I8,4,18,m,38,,,,,,,,
2650,6,7,2011,Rdoucette,,,,,15,I8,4,18,m,38,,,,,,,,
2651,6,7,2011,Rdoucette,,,,,15,I8,4,18,i,11,,,,,,,,
2652,6,7,2011,Rdoucette,,,,,15,I8,4,19,f,26,,,,,,,,
2653,6,7,2011,Rdoucette,,,,,15,I8,4,19,f,64,,,,,,,,
2654,6,7,2011,Rdoucette,,,,,15,I8,4,19,m,41,,,,,,,,
2655,6,7,2011,Rdoucette,,,,,15,I8,4,19,i,11,,,,,,,,
2656,6,7,2011,Rdoucette,,,,,15,I8,4,20,m,32,,,,,,,,
2657,6,7,2011,Rdoucette,,,,,15,I8,4,20,f,72,,,,,,,,
2658,6,7,2011,Rdoucette,,,,,15,I8,4,20,m,23,,,,,,,,
2659,6,7,2011,Rdoucette,,,,,15,I8,4,20,m,42,,,,,,,,
2660,6,7,2011,Rdoucette,,,,,15,I8,4,20,i,14,,,,,,,,
2661,6,7,2011,Rdoucette,,,,,15,I8,4,20,m,70,,,,,,,,
2662,6,7,2011,Gpaulin,,,,,15,I8,4,1,f,70,,,,,,,,
2663,6,7,2011,Gpaulin,,,,,15,I8,4,1,i,15,,,,,,,,
2664,6,7,2011,Gpaulin,,,,,15,I8,4,2,m,30,,,,,,,,
2665,6,7,2011,Gpaulin,,,,,15,I8,4,3,m,55,,,,,,,,
2666,6,7,2011,Gpaulin,,,,,15,I8,4,4,m,55,,,,,,,,
2667,6,7,2011,Gpaulin,,,,,15,I8,4,4,f,71,,,,,,,,
2668,6,7,2011,Gpaulin,,,,,15,I8,4,4,f,60,,,,,,,,
2669,6,7,2011,Gpaulin,,,,,15,I8,4,5,m,55,,,,,,,,
2670,6,7,2011,Gpaulin,,,,,15,I8,4,5,f,68,,,,,,,,
2671,6,7,2011,Gpaulin,,,,,15,I8,4,5,f,85,,,,,,,,
2672,6,7,2011,Gpaulin,,,,,15,I8,4,6,f,33,,,,,,,,
2673,6,7,2011,Gpaulin,,,,,15,I8,4,7,f,76,,,,,,,,
2674,6,7,2011,Gpaulin,,,,,15,I8,4,7,m,45,,,,,,,,
2675,6,7,2011,Gpaulin,,,,,15,I8,4,8,m,50,,,,,,,,
2676,6,7,2011,Gpaulin,,,,,15,I8,4,8,i,12,,,,,,,,
2677,6,7,2011,Gpaulin,,,,,15,I8,4,9,f,74,,,,,,,,
2678,6,7,2011,Gpaulin,,,,,15,I8,4,10,,,,,,,,,,
2679,6,7,2011,Gpaulin,,,,,15,I8,4,11,f,65,,,,,,,,
2680,6,7,2011,Gpaulin,,,,,15,I8,4,11,f,38,,,,,,,,
2681,6,7,2011,Gpaulin,,,,,15,I8,4,12,m,65,,,,,,,,
2682,6,7,2011,Gpaulin,,,,,15,I8,4,12,i,15,,,,,,,,
2683,6,7,2011,Gpaulin,,,,,15,I8,4,12,i,15,,,,,,,,
2684,6,7,2011,Gpaulin,,,,,15,I8,4,12,i,18,,,,,,,,
2685,6,7,2011,Gpaulin,,,,,15,I8,4,13,m,25,,,,,,,,
2686,6,7,2011,Gpaulin,,,,,15,I8,4,13,f,26,,,,,,,,
2687,6,7,2011,Gpaulin,,,,,15,I8,4,14,m,38,,,,,,,,
2688,6,7,2011,Gpaulin,,,,,15,I8,4,15,f,24,,,,,,,,
2689,6,7,2011,Gpaulin,,,,,15,I8,4,15,f,38,,,,,,,,
2690,6,7,2011,Gpaulin,,,,,15,I8,4,15,m,73,,,,,,,,
2691,6,7,2011,Gpaulin,,,,,15,I8,4,16,i,15,,,,,,,,
2692,6,7,2011,Gpaulin,,,,,15,I8,4,16,f,60,,,,,,,,
2693,6,7,2011,Gpaulin,,,,,15,I8,4,16,i,18,,,,,,,,
2694,6,7,2011,Gpaulin,,,,,15,I8,4,17,i,15,,,,,,,,
2695,6,7,2011,Gpaulin,,,,,15,I8,4,17,f,22,,,,,,,,
2696,6,7,2011,Gpaulin,,,,,15,I8,4,18,i,9,,,,,,,,
2697,6,7,2011,Gpaulin,,,,,15,I8,4,18,m,20,,,,,,,,
2698,6,7,2011,Gpaulin,,,,,15,I8,4,18,f,30,,,,,,,,
2699,6,7,2011,Gpaulin,,,,,15,I8,4,18,i,15,,,,,,,,
2700,6,7,2011,Gpaulin,,,,,15,I8,4,19,m,24,,,,,,,,
2701,6,7,2011,Gpaulin,,,,,15,I8,4,19,i,15,,,,,,,,
2702,6,7,2011,Gpaulin,,,,,15,I8,4,19,m,20,,,,,,,,
2703,6,7,2011,Gpaulin,,,,,15,I8,4,19,f,22,,,,,,,,
2704,6,7,2011,Gpaulin,,,,,15,I8,4,19,m,34,,,,,,,,
2705,6,7,2011,Gpaulin,,,,,15,I8,4,19,m,24,,,,,,,,
2706,6,7,2011,Gpaulin,,,,,15,I8,4,20,f,40,,,,,,,,
2707,6,7,2011,Gpaulin,,,,,15,I8,4,20,i,15,,,,,,,,
2708,6,7,2011,Gpaulin,,,,,15,I8,4,20,i,18,,,,,,,,
2709,12,7,2011,Mcomeau,,,,,31,CI1,1,1,f,36,,,,,,,,
2711,12,7,2011,Mcomeau,,,,,31,CI1,1,3,f,45,,,,,,,,
2712,12,7,2011,Mcomeau,,,,,31,CI1,1,3,b3,73,,,,,,,,
2714,12,7,2011,Mcomeau,,,,,31,CI1,1,5,m,69,,,,,,,,
2715,12,7,2011,Mcomeau,,,,,31,CI1,1,5,i,10,,,,,,,,
2716,12,7,2011,Mcomeau,,,,,31,CI1,1,6,m,54,,,,,,,,
2717,12,7,2011,Mcomeau,,,,,31,CI1,1,7,f,37,,,,,,,,
2720,12,7,2011,Mcomeau,,,,,31,CI1,1,10,m,77,,,,,,,,
2721,12,7,2011,Mcomeau,,,,,31,CI1,1,11,f,52,,,,,,,,
2724,12,7,2011,Mcomeau,,,,,31,CI1,1,14,f,31,,,,,,,,
2725,12,7,2011,Mcomeau,,,,,31,CI1,1,15,i,10,,,,,,,,
2726,12,7,2011,Mcomeau,,,,,31,CI1,1,15,m,73,,,,,,,,
2727,12,7,2011,Mcomeau,,,,,31,CI1,1,15,i,11,,,,,,,,
2728,12,7,2011,Mcomeau,,,,,31,CI1,1,15,f,44,,,,,,,,
2729,12,7,2011,Mcomeau,,,,,31,CI1,1,16,i,13,,,,,,,,
2730,12,7,2011,Mcomeau,,,,,31,CI1,1,17,m,58,,,,,,,,
2731,12,7,2011,Mcomeau,,,,,31,CI1,1,17,b3,75,,,,,,,,
2732,12,7,2011,Mcomeau,,,,,31,CI1,1,18,m,32,,,,,,,,
2733,12,7,2011,Mcomeau,,,,,31,CI1,1,18,m,37,,,,,,,,
2734,12,7,2011,Mcomeau,,,,,31,CI1,1,18,i,13,,,,,,,,
2735,12,7,2011,Mcomeau,,,,,31,CI1,1,18,m,28,,,,,,,,
2736,12,7,2011,Mcomeau,,,,,31,CI1,1,19,i,11,,,,,,,,
2737,12,7,2011,Mcomeau,,,,,31,CI1,1,19,m,70,,,,,,,,
2738,12,7,2011,Mcomeau,,,,,31,CI1,1,19,f,43,,,,,,,,
2739,12,7,2011,Mcomeau,,,,,31,CI1,1,19,i,13,,,,,,,,
2740,12,7,2011,Mcomeau,,,,,31,CI1,1,19,m,135,,,,,,,,
2741,12,7,2011,Mcomeau,,,,,31,CI1,1,19,i,11,,,,,,,,
2742,12,7,2011,Mcomeau,,,,,31,CI1,1,19,i,16,,,,,,,,
2743,12,7,2011,Mcomeau,,,,,31,CI1,1,19,m,26,,,,,,,,
2744,12,7,2011,Mcomeau,,,,,31,CI1,1,20,i,10,,,,,,,,
2745,12,7,2011,Mcomeau,,,,,31,CI1,1,20,i,10,,,,,,,,
2746,12,7,2011,Mcomeau,,,,,31,CI1,1,20,m,35,,,,,,,,
2747,12,7,2011,Mcomeau,,,,,31,CI1,1,20,f,41,,,,,,,,
2748,12,7,2011,Mcomeau,,,,,31,CI1,1,20,f,31,,,,,,,,
2749,12,7,2011,Mcomeau,,,,,31,CI1,1,20,f,23,,,,,,,,
2750,12,7,2011,Mcomeau,,,,,31,CI1,1,20,m,65,,,,,,,,
2751,12,7,2011,Mcomeau,,,,,31,CI1,1,20,m,33,,,,,,,,
2752,12,7,2011,Mcomeau,,,,,31,CI1,1,20,i,9,,,,,,,,
2753,12,7,2011,Mcomeau,,,,,31,CI1,1,20,i,11,,,,,,,,
2754,12,7,2011,Mcomeau,,,,,31,CI1,1,20,i,10,,,,,,,,
2755,12,7,2011,Mcomeau,,,,,31,CI1,1,20,i,12,,,,,,,,
2756,12,7,2011,Mcomeau,,,,,31,CI1,1,20,m,23,,,,,,,,
2757,12,7,2011,Bcomeau,,,,,31,CI1,1,3,m,68,,,,,,,,
2758,12,7,2011,Bcomeau,,,,,31,CI1,1,5,m,51,,,,,,,,
2759,12,7,2011,Bcomeau,,,,,31,CI1,1,5,m,83,,,,,,,,
2760,12,7,2011,Bcomeau,,,,,31,CI1,1,5,f,33,,,,,,,,
2765,12,7,2011,Bcomeau,,,,,31,CI1,1,7,m,23,,,,,,,,
2766,12,7,2011,Bcomeau,,,,,31,CI1,1,7,i,18,,,,,,,,
2767,12,7,2011,Bcomeau,,,,,31,CI1,1,7,f,29,,,,,,,,
2768,12,7,2011,Bcomeau,,,,,31,CI1,1,7,i,12,,,,,,,,
2769,12,7,2011,Bcomeau,,,,,31,CI1,1,7,m,57,,,,,,,,
2770,12,7,2011,Bcomeau,,,,,31,CI1,1,8,f,25,,,,,,,,
2771,12,7,2011,Bcomeau,,,,,31,CI1,1,8,i,15,,,,,,,,
2772,12,7,2011,Bcomeau,,,,,31,CI1,1,8,f,65,,,,,,,,
2773,12,7,2011,Bcomeau,,,,,31,CI1,1,8,f,50,,,,,,,,
2774,12,7,2011,Bcomeau,,,,,31,CI1,1,9,f,50,,,,,,,,
2775,12,7,2011,Bcomeau,,,,,31,CI1,1,9,m,25,,,,,,,,
2776,12,7,2011,Bcomeau,,,,,31,CI1,1,9,b3,81,,,,,,,,
2779,12,7,2011,Bcomeau,,,,,31,CI1,1,12,m,65,,,,,,,,
2780,12,7,2011,Bcomeau,,,,,31,CI1,1,12,m,25,,,,,,,,
2781,12,7,2011,Bcomeau,,,,,31,CI1,1,12,m,45,,,,,,,,
2782,12,7,2011,Bcomeau,,,,,31,CI1,1,13,m,35,,,,,,,,
2783,12,7,2011,Bcomeau,,,,,31,CI1,1,13,i,12,,,,,,,,
2784,12,7,2011,Bcomeau,,,,,31,CI1,1,13,i,18,,,,,,,,
2785,12,7,2011,Bcomeau,,,,,31,CI1,1,14,m,65,,,,,,,,
2786,12,7,2011,Bcomeau,,,,,31,CI1,1,14,f,63,,,,,,,,
2790,12,7,2011,Bcomeau,,,,,31,CI1,1,18,i,19,,,,,,,,
2791,12,7,2011,Bcomeau,,,,,31,CI1,1,18,f,30,,,,,,,,
2792,12,7,2011,Bcomeau,,,,,31,CI1,1,19,m,48,,,,,,,,
2793,12,7,2011,Bcomeau,,,,,31,CI1,1,19,f,61,,,,,,,,
2794,12,7,2011,Bcomeau,,,,,31,CI1,1,20,i,17,,,,,,,,
2795,12,7,2011,Bcomeau,,,,,31,CI1,1,20,i,16,,,,,,,,
2796,12,7,2011,Bcomeau,,,,,31,CI1,1,20,m,46,,,,,,,,
2797,12,7,2011,Bcomeau,,,,,31,CI1,1,20,f,38,,,,,,,,
2798,12,7,2011,Rvienneau,,,,,28,CI1,2,1,m,83,,,,,,,,
2799,12,7,2011,Rvienneau,,,,,28,CI1,2,1,f,65,,,,,,,,
2800,12,7,2011,Rvienneau,,,,,28,CI1,2,2,m,28,,,,,,,,
2801,12,7,2011,Rvienneau,,,,,28,CI1,2,2,m,70,,,,,,,,
2802,12,7,2011,Rvienneau,,,,,28,CI1,2,2,f,30,,,,,,,,
2803,12,7,2011,Rvienneau,,,,,28,CI1,2,2,f,50,,,,,,,,
2804,12,7,2011,Rvienneau,,,,,28,CI1,2,2,m,28,,,,,,,,
2805,12,7,2011,Rvienneau,,,,,28,CI1,2,3,m,36,,,,,,,,
2806,12,7,2011,Rvienneau,,,,,28,CI1,2,4,m,47,,,,,,,,
2807,12,7,2011,Rvienneau,,,,,28,CI1,2,5,,,,,,,,,,
2808,12,7,2011,Rvienneau,,,,,28,CI1,2,6,,,,,,,,,,
2809,12,7,2011,Rvienneau,,,,,28,CI1,2,7,,,,,,,,,,
2810,12,7,2011,Rvienneau,,,,,28,CI1,2,8,m,25,,,,,,,,
2811,12,7,2011,Rvienneau,,,,,28,CI1,2,8,f,81,,,,,,,,
2812,12,7,2011,Rvienneau,,,,,28,CI1,2,9,f,87,,,,,,,,
2813,12,7,2011,Rvienneau,,,,,28,CI1,2,9,m,28,,,,,,,,
2814,12,7,2011,Rvienneau,,,,,28,CI1,2,10,f,72,,,,,,,,
2815,12,7,2011,Rvienneau,,,,,28,CI1,2,11,f,65,,,,,,,,
2816,12,7,2011,Rvienneau,,,,,28,CI1,2,11,m,66,,,,,,,,
2817,12,7,2011,Rvienneau,,,,,28,CI1,2,11,m,30,,,,,,,,
2818,12,7,2011,Rvienneau,,,,,28,CI1,2,11,i,10,,,,,,,,
2819,12,7,2011,Rvienneau,,,,,28,CI1,2,11,m,25,,,,,,,,
2820,12,7,2011,Rvienneau,,,,,28,CI1,2,12,m,25,,,,,,,,
2821,12,7,2011,Rvienneau,,,,,28,CI1,2,12,m,33,,,,,,,,
2822,12,7,2011,Rvienneau,,,,,28,CI1,2,12,f,70,,,,,,,,
2823,12,7,2011,Rvienneau,,,,,28,CI1,2,12,i,12,,,,,,,,
2824,12,7,2011,Rvienneau,,,,,28,CI1,2,13,m,23,,,,,,,,
2825,12,7,2011,Rvienneau,,,,,28,CI1,2,13,m,31,,,,,,,,
2826,12,7,2011,Rvienneau,,,,,28,CI1,2,14,f,41,,,,,,,,
2827,12,7,2011,Rvienneau,,,,,28,CI1,2,14,m,37,,,,,,,,
2828,12,7,2011,Rvienneau,,,,,28,CI1,2,14,m,31,,,,,,,,
2829,12,7,2011,Rvienneau,,,,,28,CI1,2,14,m,26,,,,,,,,
2830,12,7,2011,Rvienneau,,,,,28,CI1,2,14,m,70,,,,,,,,
2831,12,7,2011,Rvienneau,,,,,28,CI1,2,15,f,30,,,,,,,,
2832,12,7,2011,Rvienneau,,,,,28,CI1,2,15,m,24,,,,,,,,
2833,12,7,2011,Rvienneau,,,,,28,CI1,2,16,i,12,,,,,,,,
2834,12,7,2011,Rvienneau,,,,,28,CI1,2,16,m,57,,,,,,,,
2835,12,7,2011,Rvienneau,,,,,28,CI1,2,16,m,67,,,,,,,,
2836,12,7,2011,Rvienneau,,,,,28,CI1,2,16,m,26,,,,,,,,
2837,12,7,2011,Rvienneau,,,,,28,CI1,2,16,m,30,,,,,,,,
2838,12,7,2011,Rvienneau,,,,,28,CI1,2,17,m,25,,,,,,,,
2839,12,7,2011,Rvienneau,,,,,28,CI1,2,17,m,24,,,,,,,,
2840,12,7,2011,Rvienneau,,,,,28,CI1,2,17,i,12,,,,,,,,
2841,12,7,2011,Rvienneau,,,,,28,CI1,2,17,i,14,,,,,,,,
2842,12,7,2011,Rvienneau,,,,,28,CI1,2,17,m,25,,,,,,,,
2843,12,7,2011,Rvienneau,,,,,28,CI1,2,17,m,53,,,,,,,,
2844,12,7,2011,Rvienneau,,,,,28,CI1,2,17,m,35,,,,,,,,
2845,12,7,2011,Rvienneau,,,,,28,CI1,2,18,m,69,,,,,,,,
2846,12,7,2011,Rvienneau,,,,,28,CI1,2,18,m,31,,,,,,,,
2847,12,7,2011,Rvienneau,,,,,28,CI1,2,18,f,51,,,,,,,,
2848,12,7,2011,Rvienneau,,,,,28,CI1,2,18,m,24,,,,,,,,
2849,12,7,2011,Rvienneau,,,,,28,CI1,2,18,m,25,,,,,,,,
2850,12,7,2011,Rvienneau,,,,,28,CI1,2,18,m,30,,,,,,,,
2851,12,7,2011,Dgiard,,,,,28,CI1,2,1,f,66,,,,,,,,
