REG,Marker ,Jour,Mois,Année,Plongeur,Depth_(ft),Site,Transect,section,sexe,LC_(mm),Sa,Va,Du,Al,Gr,Ca,C,MartinMallet,UPM
CR,44,11,7,2017,Rdoucette,26,I2,1,3,i,17,,,,,,,,0,0
CR,45,11,7,2017,Rdoucette,26,I2,1,3,i,10,,,,,,,,0,0
CR,46,11,7,2017,Rdoucette,26,I2,1,3,i,16,,,,,,,,0,0
CR,47,11,7,2017,Rdoucette,26,I2,1,3,i,9,,,,,,,,0,0
CR,48,11,7,2017,Rdoucette,26,I2,1,3,i,18,,,,,,,,0,0
CR,49,11,7,2017,Rdoucette,26,I2,1,3,i,40,,,,,,,,0,0
CR,50,11,7,2017,Rdoucette,26,I2,1,3,i,9,,,,,,,,0,0
CR,51,11,7,2017,Rdoucette,26,I2,1,3,m,24,,,,,,,,0,0
CR,52,11,7,2017,Rdoucette,26,I2,1,3,m,27,,,,,,,,0,0
CR,53,11,7,2017,Rdoucette,26,I2,1,3,f,30,,,,,,,,0,0
CR,54,11,7,2017,Rdoucette,26,I2,1,3,m,41,,,,,,,,0,0
CR,55,11,7,2017,Rdoucette,26,I2,1,3,f,21,,,,,,,,0,0
CR,56,11,7,2017,Rdoucette,26,I2,1,3,m,57,,,,,,,,0,0
CR,57,11,7,2017,Rdoucette,26,I2,1,3,m,32,,,,,,,,0,0
CR,58,11,7,2017,Rdoucette,26,I2,1,3,f,31,,,,,,,,0,0
CR,59,11,7,2017,Rdoucette,26,I2,1,3,f,67,,,,,,,,0,0
CR,60,11,7,2017,Rdoucette,26,I2,1,3,f,24,,,,,,,,0,0
CR,61,11,7,2017,Rdoucette,26,I2,1,3,m,42,,,,,,,,0,0
CR,62,11,7,2017,Rdoucette,26,I2,1,3,m,22,,,,,,,,0,0
CR,63,11,7,2017,Rdoucette,26,I2,1,3,m,71,,,,,,,,0,0
CR,64,11,7,2017,Rdoucette,26,I2,1,3,f,24,,,,,,,,0,0
CR,65,11,7,2017,Rdoucette,26,I2,1,3,b1,72,,,,,,,,0,0
CR,66,11,7,2017,Rdoucette,26,I2,1,3,f,24,,,,,,,,0,0
CR,67,11,7,2017,Rdoucette,26,I2,1,3,m,26,,,,,,,,0,0
CR,68,11,7,2017,Rdoucette,26,I2,1,3,m,24,,,,,,,,0,0
CR,69,11,7,2017,Rdoucette,26,I2,1,3,m,46,,,,,,,,0,0
CR,70,11,7,2017,Rdoucette,26,I2,1,4,i,18,,,,,,,,0,0
CR,71,11,7,2017,Rdoucette,26,I2,1,4,i,13,,,,,,,,0,0
CR,72,11,7,2017,Rdoucette,26,I2,1,4,i,19,,,,,,,,0,0
CR,73,11,7,2017,Rdoucette,26,I2,1,4,i,12,,,,,,,,0,0
CR,74,11,7,2017,Rdoucette,26,I2,1,4,i,10,,,,,,,,0,0
CR,75,11,7,2017,Rdoucette,26,I2,1,4,i,10,,,,,,,,0,0
CR,76,11,7,2017,Rdoucette,26,I2,1,4,i,10,,,,,,,,0,0
CR,77,11,7,2017,Rdoucette,26,I2,1,4,i,17,,,,,,,,0,0
CR,78,11,7,2017,Rdoucette,26,I2,1,4,i,18,,,,,,,,0,0
CR,79,11,7,2017,Rdoucette,26,I2,1,4,i,15,,,,,,,,0,0
CR,80,11,7,2017,Rdoucette,26,I2,1,4,i,10,,,,,,,,0,0
CR,81,11,7,2017,Rdoucette,26,I2,1,4,i,14,,,,,,,,0,0
CR,82,11,7,2017,Rdoucette,26,I2,1,4,i,15,,,,,,,,0,0
CR,83,11,7,2017,Rdoucette,26,I2,1,4,i,17,,,,,,,,0,0
CR,84,11,7,2017,Rdoucette,26,I2,1,4,f,36,,,,,,,,0,0
CR,85,11,7,2017,Rdoucette,26,I2,1,4,m,30,,,,,,,,0,0
CR,86,11,7,2017,Rdoucette,26,I2,1,4,m,44,,,,,,,,0,0
CR,87,11,7,2017,Rdoucette,26,I2,1,4,m,26,,,,,,,,0,0
CR,88,11,7,2017,Rdoucette,26,I2,1,4,m,38,,,,,,,,0,0
CR,89,11,7,2017,Rdoucette,26,I2,1,4,m,27,,,,,,,,0,0
CR,90,11,7,2017,Rdoucette,26,I2,1,4,f,25,,,,,,,,0,0
CR,91,11,7,2017,Rdoucette,26,I2,1,4,m,32,,,,,,,,0,0
CR,92,11,7,2017,Rdoucette,26,I2,1,4,m,24,,,,,,,,0,0
CR,93,11,7,2017,Rdoucette,26,I2,1,4,f,60,,,,,,,,0,0
CR,94,11,7,2017,Rdoucette,26,I2,1,4,m,28,,,,,,,,0,0
CR,95,11,7,2017,Rdoucette,26,I2,1,4,f,24,,,,,,,,0,0
CR,96,11,7,2017,Rdoucette,26,I2,1,4,f,25,,,,,,,,0,0
CR,97,11,7,2017,Rdoucette,26,I2,1,4,m,38,,,,,,,,0,0
CR,98,11,7,2017,Rdoucette,26,I2,1,5,i,10,,,,,,,,0,0
CR,99,11,7,2017,Rdoucette,26,I2,1,5,i,13,,,,,,,,0,0
CR,100,11,7,2017,Rdoucette,26,I2,1,5,i,14,,,,,,,,0,0
CR,101,11,7,2017,Rdoucette,26,I2,1,5,i,18,,,,,,,,0,0
CR,102,11,7,2017,Rdoucette,26,I2,1,5,i,9,,,,,,,,0,0
CR,103,11,7,2017,Rdoucette,26,I2,1,5,i,18,,,,,,,,0,0
CR,104,11,7,2017,Rdoucette,26,I2,1,5,i,9,,,,,,,,0,0
CR,105,11,7,2017,Rdoucette,26,I2,1,5,i,70,,,,,,,,0,0
CR,106,11,7,2017,Rdoucette,26,I2,1,5,i,10,,,,,,,,0,0
CR,107,11,7,2017,Rdoucette,26,I2,1,5,i,19,,,,,,,,0,0
CR,108,11,7,2017,Rdoucette,26,I2,1,5,i,12,,,,,,,,0,0
CR,109,11,7,2017,Rdoucette,26,I2,1,5,i,9,,,,,,,,0,0
CR,110,11,7,2017,Rdoucette,26,I2,1,5,i,10,,,,,,,,0,0
CR,111,11,7,2017,Rdoucette,26,I2,1,5,i,10,,,,,,,,0,0
CR,112,11,7,2017,Rdoucette,26,I2,1,5,i,17,,,,,,,,0,0
CR,113,11,7,2017,Rdoucette,26,I2,1,5,i,13,,,,,,,,0,0
CR,114,11,7,2017,Rdoucette,26,I2,1,5,m,25,,,,,,,,0,0
CR,115,11,7,2017,Rdoucette,26,I2,1,5,f,23,,,,,,,,0,0
CR,116,11,7,2017,Rdoucette,26,I2,1,5,f,43,,,,,,,,0,0
CR,117,11,7,2017,Rdoucette,26,I2,1,5,m,21,,,,,,,,0,0
CR,118,11,7,2017,Rdoucette,26,I2,1,5,m,25,,,,,,,,0,0
CR,119,11,7,2017,Rdoucette,26,I2,1,5,m,31,,,,,,,,0,0
CR,120,11,7,2017,Rdoucette,26,I2,1,5,f,35,,,,,,,,0,0
CR,121,11,7,2017,Rdoucette,26,I2,1,5,f,41,,,,,,,,0,0
CR,122,11,7,2017,Rdoucette,26,I2,1,5,f,27,,,,,,,,0,0
CR,123,11,7,2017,Rdoucette,26,I2,1,5,f,28,,,,,,,,0,0
CR,124,11,7,2017,Rdoucette,26,I2,1,5,m,21,,,,,,,,0,0
CR,125,11,7,2017,Rdoucette,26,I2,1,5,m,49,,,,,,,,0,0
CR,126,11,7,2017,Rdoucette,26,I2,1,5,f,23,,,,,,,,0,0
CR,127,11,7,2017,Rdoucette,26,I2,1,5,f,29,,,,,,,,0,0
CR,128,11,7,2017,Rdoucette,26,I2,1,5,f,24,,,,,,,,0,0
CR,129,11,7,2017,Rdoucette,26,I2,1,5,m,27,,,,,,,,0,0
CR,130,11,7,2017,Gpaulin,26,I2,1,6,i,15,,,,,,,,0,0
CR,131,11,7,2017,Gpaulin,26,I2,1,6,i,16,,,,,,,,0,0
CR,132,11,7,2017,Gpaulin,26,I2,1,6,i,20,,,,,,,,0,0
CR,133,11,7,2017,Gpaulin,26,I2,1,6,i,13,,,,,,,,0,0
CR,134,11,7,2017,Gpaulin,26,I2,1,6,i,18,,,,,,,,0,0
CR,135,11,7,2017,Gpaulin,26,I2,1,6,i,15,,,,,,,,0,0
CR,136,11,7,2017,Gpaulin,26,I2,1,6,i,18,,,,,,,,0,0
CR,137,11,7,2017,Gpaulin,26,I2,1,6,i,14,,,,,,,,0,0
CR,138,11,7,2017,Gpaulin,26,I2,1,6,f,34,,,,,,,,0,0
CR,139,11,7,2017,Gpaulin,26,I2,1,6,m,22,,,,,,,,0,0
CR,140,11,7,2017,Gpaulin,26,I2,1,6,f,24,,,,,,,,0,0
CR,141,11,7,2017,Gpaulin,26,I2,1,6,f,24,,,,,,,,0,0
CR,142,11,7,2017,Gpaulin,26,I2,1,6,f,28,,,,,,,,0,0
CR,143,11,7,2017,Gpaulin,26,I2,1,6,f,25,,,,,,,,0,0
CR,144,11,7,2017,Gpaulin,26,I2,1,6,m,43,,,,,,,,0,0
CR,145,11,7,2017,Gpaulin,26,I2,1,6,f,27,,,,,,,,0,0
CR,146,11,7,2017,Gpaulin,26,I2,1,6,f,20,,,,,,,,0,0
CR,147,11,7,2017,Gpaulin,26,I2,1,6,m,35,,,,,,,,0,0
CR,148,11,7,2017,Gpaulin,26,I2,1,6,f,33,,,,,,,,0,0
CR,149,11,7,2017,Gpaulin,26,I2,1,6,f,22,,,,,,,,0,0
CR,150,11,7,2017,Gpaulin,26,I2,1,6,m,26,,,,,,,,0,0
CR,151,11,7,2017,Gpaulin,26,I2,1,6,m,35,,,,,,,,0,0
CR,152,11,7,2017,Gpaulin,26,I2,1,6,m,30,,,,,,,,0,0
CR,153,11,7,2017,Gpaulin,26,I2,1,6,f,20,,,,,,,,0,0
CR,154,11,7,2017,Gpaulin,26,I2,1,6,b1,79,,,,,,,,0,0
CR,155,11,7,2017,Gpaulin,26,I2,1,6,f,37,,,,,,,,0,0
CR,156,11,7,2017,Gpaulin,26,I2,1,7,i,12,,,,,,,,0,0
CR,157,11,7,2017,Gpaulin,26,I2,1,7,i,18,,,,,,,,0,0
CR,158,11,7,2017,Gpaulin,26,I2,1,7,i,15,,,,,,,,0,0
CR,159,11,7,2017,Gpaulin,26,I2,1,7,i,18,,,,,,,,0,0
CR,160,11,7,2017,Gpaulin,26,I2,1,7,i,15,,,,,,,,0,0
CR,161,11,7,2017,Gpaulin,26,I2,1,7,i,18,,,,,,,,0,0
CR,162,11,7,2017,Gpaulin,26,I2,1,7,i,15,,,,,,,,0,0
CR,163,11,7,2017,Gpaulin,26,I2,1,7,i,20,,,,,,,,0,0
CR,164,11,7,2017,Gpaulin,26,I2,1,7,i,15,,,,,,,,0,0
CR,165,11,7,2017,Gpaulin,26,I2,1,7,i,18,,,,,,,,0,0
CR,166,11,7,2017,Gpaulin,26,I2,1,7,i,12,,,,,,,,0,0
CR,167,11,7,2017,Gpaulin,26,I2,1,7,f,27,,,,,,,,0,0
CR,168,11,7,2017,Gpaulin,26,I2,1,7,m,22,,,,,,,,0,0
CR,169,11,7,2017,Gpaulin,26,I2,1,7,m,24,,,,,,,,0,0
CR,170,11,7,2017,Gpaulin,26,I2,1,7,m,43,,,,,,,,0,0
CR,171,11,7,2017,Gpaulin,26,I2,1,7,f,52,,,,,,,,0,0
CR,172,11,7,2017,Gpaulin,26,I2,1,7,m,20,,,,,,,,0,0
CR,173,11,7,2017,Gpaulin,26,I2,1,7,m,32,,,,,,,,0,0
CR,174,11,7,2017,Gpaulin,26,I2,1,7,f,45,,,,,,,,0,0
CR,175,11,7,2017,Gpaulin,26,I2,1,7,f,23,,,,,,,,0,0
CR,176,11,7,2017,Gpaulin,26,I2,1,7,m,32,,,,,,,,0,0
CR,177,11,7,2017,Gpaulin,26,I2,1,7,m,28,,,,,,,,0,0
CR,178,11,7,2017,Gpaulin,26,I2,1,7,f,23,,,,,,,,0,0
CR,179,11,7,2017,Gpaulin,26,I2,1,7,f,25,,,,,,,,0,0
CR,180,11,7,2017,Gpaulin,26,I2,1,7,m,35,,,,,,,,0,0
CR,181,11,7,2017,Gpaulin,26,I2,1,7,f,39,,,,,,,,0,0
CR,182,11,7,2017,Gpaulin,26,I2,1,7,f,27,,,,,,,,0,0
CR,183,11,7,2017,Gpaulin,26,I2,1,7,m,29,,,,,,,,0,0
CR,184,11,7,2017,Gpaulin,26,I2,1,7,f,32,,,,,,,,0,0
CR,185,11,7,2017,Gpaulin,26,I2,1,7,f,27,,,,,,,,0,0
CR,186,11,7,2017,Gpaulin,26,I2,1,7,m,28,,,,,,,,0,0
CR,187,11,7,2017,Gpaulin,26,I2,1,8,i,15,,,,,,,,0,0
CR,188,11,7,2017,Gpaulin,26,I2,1,8,i,18,,,,,,,,0,0
CR,189,11,7,2017,Gpaulin,26,I2,1,8,i,20,,,,,,,,0,0
CR,190,11,7,2017,Gpaulin,26,I2,1,8,i,15,,,,,,,,0,0
CR,191,11,7,2017,Gpaulin,26,I2,1,8,i,18,,,,,,,,0,0
CR,192,11,7,2017,Gpaulin,26,I2,1,8,i,17,,,,,,,,0,0
CR,193,11,7,2017,Gpaulin,26,I2,1,8,i,16,,,,,,,,0,0
CR,194,11,7,2017,Gpaulin,26,I2,1,8,i,18,,,,,,,,0,0
CR,195,11,7,2017,Gpaulin,26,I2,1,8,i,20,,,,,,,,0,0
CR,196,11,7,2017,Gpaulin,26,I2,1,8,i,12,,,,,,,,0,0
CR,197,11,7,2017,Gpaulin,26,I2,1,8,i,20,,,,,,,,0,0
CR,198,11,7,2017,Gpaulin,26,I2,1,8,i,15,,,,,,,,0,0
CR,199,11,7,2017,Gpaulin,26,I2,1,8,i,18,,,,,,,,0,0
CR,200,11,7,2017,Gpaulin,26,I2,1,8,m,26,,,,,,,,0,0
CR,201,11,7,2017,Gpaulin,26,I2,1,8,f,28,,,,,,,,0,0
CR,202,11,7,2017,Gpaulin,26,I2,1,8,m,21,,,,,,,,0,0
CR,203,11,7,2017,Gpaulin,26,I2,1,8,f,31,,,,,,,,0,0
CR,204,11,7,2017,Gpaulin,26,I2,1,8,m,34,,,,,,,,0,0
CR,205,11,7,2017,Gpaulin,26,I2,1,8,m,29,,,,,,,,0,0
CR,206,11,7,2017,Gpaulin,26,I2,1,8,b1,77,,,,,,,,0,0
CR,207,11,7,2017,Gpaulin,26,I2,1,8,f,26,,,,,,,,0,0
CR,208,11,7,2017,Gpaulin,26,I2,1,8,f,23,,,,,,,,0,0
CR,209,11,7,2017,Gpaulin,26,I2,1,8,m,25,,,,,,,,0,0
CR,210,11,7,2017,Gpaulin,26,I2,1,8,f,33,,,,,,,,0,0
CR,211,11,7,2017,Gpaulin,26,I2,1,8,m,41,,,,,,,,0,0
CR,212,11,7,2017,Gpaulin,26,I2,1,8,f,20,,,,,,,,0,0
CR,213,11,7,2017,Gpaulin,26,I2,1,8,f,25,,,,,,,,0,0
CR,214,11,7,2017,Gpaulin,26,I2,1,8,m,24,,,,,,,,0,0
CR,215,11,7,2017,Gpaulin,26,I2,1,8,m,23,,,,,,,,0,0
CR,216,11,7,2017,Gpaulin,26,I2,1,9,i,15,,,,,,,,0,0
CR,217,11,7,2017,Gpaulin,26,I2,1,9,i,20,,,,,,,,0,0
CR,218,11,7,2017,Gpaulin,26,I2,1,9,i,15,,,,,,,,0,0
CR,219,11,7,2017,Gpaulin,26,I2,1,9,i,21,,,,,,,,0,0
CR,220,11,7,2017,Gpaulin,26,I2,1,9,i,12,,,,,,,,0,0
CR,221,11,7,2017,Gpaulin,26,I2,1,9,i,20,,,,,,,,0,0
CR,222,11,7,2017,Gpaulin,26,I2,1,9,i,12,,,,,,,,0,0
CR,223,11,7,2017,Gpaulin,26,I2,1,9,i,15,,,,,,,,0,0
CR,224,11,7,2017,Gpaulin,26,I2,1,9,i,18,,,,,,,,0,0
CR,225,11,7,2017,Gpaulin,26,I2,1,9,f,33,,,,,,,,0,0
CR,226,11,7,2017,Gpaulin,26,I2,1,9,m,25,,,,,,,,0,0
CR,227,11,7,2017,Gpaulin,26,I2,1,9,f,25,,,,,,,,0,0
CR,228,11,7,2017,Gpaulin,26,I2,1,9,m,66,,,,,,,,0,0
CR,229,11,7,2017,Gpaulin,26,I2,1,9,f,37,,,,,,,,0,0
CR,230,11,7,2017,Gpaulin,26,I2,1,9,m,28,,,,,,,,0,0
CR,231,11,7,2017,Gpaulin,26,I2,1,9,f,29,,,,,,,,0,0
CR,232,11,7,2017,Gpaulin,26,I2,1,9,m,66,,,,,,,,0,0
CR,233,11,7,2017,Gpaulin,26,I2,1,9,m,63,,,,,,,,0,0
CR,234,11,7,2017,Gpaulin,26,I2,1,9,f,22,,,,,,,,0,0
CR,235,11,7,2017,Gpaulin,26,I2,1,9,b3,75,,,,,,,,0,0
CR,236,11,7,2017,Gpaulin,26,I2,1,9,m,28,,,,,,,,0,0
CR,237,11,7,2017,Gpaulin,26,I2,1,9,m,31,,,,,,,,0,0
CR,238,11,7,2017,Dgiard,26,I2,1,1,i,16,,,,,,,,0,0
CR,239,11,7,2017,Dgiard,26,I2,1,1,i,19,,,,,,,,0,0
CR,240,11,7,2017,Dgiard,26,I2,1,1,i,11,,,,,,,,0,0
CR,241,11,7,2017,Dgiard,26,I2,1,1,i,14,,,,,,,,0,0
CR,242,11,7,2017,Dgiard,26,I2,1,1,i,12,,,,,,,,0,0
CR,243,11,7,2017,Dgiard,26,I2,1,1,i,11,,,,,,,,0,0
CR,244,11,7,2017,Dgiard,26,I2,1,1,i,10,,,,,,,,0,0
CR,245,11,7,2017,Dgiard,26,I2,1,1,f,35,,,,,,,,0,0
CR,246,11,7,2017,Dgiard,26,I2,1,1,m,60,,,,,,,,0,0
CR,247,11,7,2017,Dgiard,26,I2,1,1,f,52,,,,,,,,0,0
CR,248,11,7,2017,Dgiard,26,I2,1,1,f,33,,,,,,,,0,0
CR,249,11,7,2017,Dgiard,26,I2,1,2,i,24,,,,,,,,0,0
CR,250,11,7,2017,Dgiard,26,I2,1,2,i,11,,,,,,,,0,0
CR,251,11,7,2017,Dgiard,26,I2,1,2,i,18,,,,,,,,0,0
CR,252,11,7,2017,Dgiard,26,I2,1,2,i,23,,,,,,,,0,0
CR,253,11,7,2017,Dgiard,26,I2,1,2,i,20,,,,,,,,0,0
CR,254,11,7,2017,Dgiard,26,I2,1,2,i,42,,,,,,,,0,0
CR,255,11,7,2017,Dgiard,26,I2,1,2,i,13,,,,,,,,0,0
CR,256,11,7,2017,Dgiard,26,I2,1,2,i,20,,,,,,,,0,0
CR,257,11,7,2017,Dgiard,26,I2,1,2,i,10,,,,,,,,0,0
CR,258,11,7,2017,Dgiard,26,I2,1,2,i,11,,,,,,,,0,0
CR,259,11,7,2017,Dgiard,26,I2,1,2,i,17,,,,,,,,0,0
CR,260,11,7,2017,Dgiard,26,I2,1,2,i,22,,,,,,,,0,0
CR,261,11,7,2017,Dgiard,26,I2,1,2,i,24,,,,,,,,0,0
CR,262,11,7,2017,Dgiard,26,I2,1,2,i,16,,,,,,,,0,0
CR,263,11,7,2017,Dgiard,26,I2,1,2,i,10,,,,,,,,0,0
CR,264,11,7,2017,Dgiard,26,I2,1,2,f,44,,,,,,,,0,0
CR,265,11,7,2017,Dgiard,26,I2,1,2,m,74,,,,,,,,0,0
CR,266,11,7,2017,Dgiard,26,I2,1,2,m,70,,,,,,,,0,0
CR,267,11,7,2017,Dgiard,26,I2,1,2,m,65,,,,,,,,0,0
CR,268,11,7,2017,Dgiard,26,I2,1,2,f,42,,,,,,,,0,0
CR,269,11,7,2017,Dgiard,26,I2,1,2,m,27,,,,,,,,0,0
CR,270,11,7,2017,Dgiard,26,I2,1,3,i,21,,,,,,,,0,0
CR,271,11,7,2017,Dgiard,26,I2,1,3,i,9,,,,,,,,0,0
CR,272,11,7,2017,Dgiard,26,I2,1,3,i,13,,,,,,,,0,0
CR,273,11,7,2017,Dgiard,26,I2,1,3,i,20,,,,,,,,0,0
CR,274,11,7,2017,Dgiard,26,I2,1,3,i,18,,,,,,,,0,0
CR,275,11,7,2017,Dgiard,26,I2,1,3,i,12,,,,,,,,0,0
CR,276,11,7,2017,Dgiard,26,I2,1,3,i,14,,,,,,,,0,0
CR,277,11,7,2017,Dgiard,26,I2,1,3,i,22,,,,,,,,0,0
CR,278,11,7,2017,Dgiard,26,I2,1,3,i,18,,,,,,,,0,0
CR,279,11,7,2017,Dgiard,26,I2,1,3,i,13,,,,,,,,0,0
CR,280,11,7,2017,Dgiard,26,I2,1,3,i,11,,,,,,,,0,0
CR,281,11,7,2017,Dgiard,26,I2,1,3,i,20,,,,,,,,0,0
CR,282,11,7,2017,Dgiard,26,I2,1,3,i,12,,,,,,,,0,0
CR,283,11,7,2017,Dgiard,26,I2,1,3,i,16,,,,,,,,0,0
CR,284,11,7,2017,Dgiard,26,I2,1,3,i,12,,,,,,,,0,0
CR,285,11,7,2017,Dgiard,26,I2,1,3,i,13,,,,,,,,0,0
CR,286,11,7,2017,Dgiard,26,I2,1,3,i,12,,,,,,,,0,0
CR,287,11,7,2017,Dgiard,26,I2,1,3,i,10,,,,,,,,0,0
CR,288,11,7,2017,Dgiard,26,I2,1,3,i,10,,,,,,,,0,0
CR,289,11,7,2017,Dgiard,26,I2,1,3,i,11,,,,,,,,0,0
CR,290,11,7,2017,Dgiard,26,I2,1,3,i,24,,,,,,,,0,0
CR,291,11,7,2017,Dgiard,26,I2,1,3,i,18,,,,,,,,0,0
CR,292,11,7,2017,Dgiard,26,I2,1,3,i,19,,,,,,,,0,0
CR,293,11,7,2017,Dgiard,26,I2,1,3,i,16,,,,,,,,0,0
CR,294,11,7,2017,Dgiard,26,I2,1,3,m,42,,,,,,,,0,0
CR,295,11,7,2017,Dgiard,26,I2,1,3,f,66,,,,,,,,0,0
CR,296,11,7,2017,Dgiard,26,I2,1,3,f,70,,,,,,,,0,0
CR,297,11,7,2017,Dgiard,26,I2,1,3,m,29,,,,,,,,0,0
CR,298,11,7,2017,Dgiard,26,I2,1,4,i,18,,,,,,,,0,0
CR,299,11,7,2017,Dgiard,26,I2,1,4,i,22,,,,,,,,0,0
CR,300,11,7,2017,Dgiard,26,I2,1,4,i,12,,,,,,,,0,0
CR,301,11,7,2017,Dgiard,26,I2,1,4,i,19,,,,,,,,0,0
CR,302,11,7,2017,Dgiard,26,I2,1,4,i,12,,,,,,,,0,0
CR,303,11,7,2017,Dgiard,26,I2,1,4,i,11,,,,,,,,0,0
CR,304,11,7,2017,Dgiard,26,I2,1,4,i,12,,,,,,,,0,0
CR,305,11,7,2017,Dgiard,26,I2,1,4,i,22,,,,,,,,0,0
CR,306,11,7,2017,Dgiard,26,I2,1,4,i,11,,,,,,,,0,0
CR,307,11,7,2017,Dgiard,26,I2,1,4,i,13,,,,,,,,0,0
CR,308,11,7,2017,Dgiard,26,I2,1,4,i,18,,,,,,,,0,0
CR,309,11,7,2017,Dgiard,26,I2,1,4,i,20,,,,,,,,0,0
CR,310,11,7,2017,Dgiard,26,I2,1,4,i,15,,,,,,,,0,0
CR,311,11,7,2017,Dgiard,26,I2,1,4,i,16,,,,,,,,0,0
CR,312,11,7,2017,Dgiard,26,I2,1,4,i,18,,,,,,,,0,0
CR,313,11,7,2017,Dgiard,26,I2,1,4,i,15,,,,,,,,0,0
CR,314,11,7,2017,Dgiard,26,I2,1,4,m,40,,,,,,,,0,0
CR,315,11,7,2017,Dgiard,26,I2,1,4,f,32,,,,,,,,0,0
CR,316,11,7,2017,Dgiard,26,I2,1,4,f,32,,,,,,,,0,0
CR,317,11,7,2017,Dgiard,26,I2,1,4,m,53,,,,,,,,0,0
CR,318,11,7,2017,Dgiard,26,I2,1,4,f,47,,,,,,,,0,0
CR,319,11,7,2017,Dgiard,26,I2,1,4,m,46,,,,,,,,0,0
CR,320,11,7,2017,Dgiard,26,I2,1,5,i,9,,,,,,,,0,0
CR,321,11,7,2017,Dgiard,26,I2,1,5,i,18,,,,,,,,0,0
CR,322,11,7,2017,Dgiard,26,I2,1,5,i,11,,,,,,,,0,0
CR,323,11,7,2017,Dgiard,26,I2,1,5,i,14,,,,,,,,0,0
