Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Transect,Trans,section,sexe,LC,Escape,Sa,Va,Du,Al,Gr,Ca,type,commentaire,fond
1084,27,6,2002,Bcomeau,4749.879,6508.472,4749.866,6508.554,32,GA1,25,2,m,56,,0,0,0,0,1,1,Simple,,
1085,27,6,2002,Bcomeau,4749.879,6508.472,4749.866,6508.554,32,GA1,25,3,m,49,,0,0,0,0,1,1,Simple,,
1089,27,6,2002,Bcomeau,4749.879,6508.472,4749.866,6508.554,32,GA1,25,7,f,55,,0,0,0,0,1,0,Simple,,
1093,27,6,2002,Bcomeau,4749.879,6508.472,4749.866,6508.554,32,GA1,25,11,,,,0,0,0,0,1,1,Simple,,
1094,27,6,2002,Bcomeau,4749.879,6508.472,4749.866,6508.554,32,GA1,25,12,,,,0,0,0,0,1,1,Simple,,
1095,27,6,2002,Bcomeau,4749.879,6508.472,4749.866,6508.554,32,GA1,25,13,f,48,,0,0,0,0,1,1,Simple,,
1096,27,6,2002,Bcomeau,4749.879,6508.472,4749.866,6508.554,32,GA1,25,14,b2,72,,0,0,0,0,1,1,Simple,#2egg,
1097,27,6,2002,Bcomeau,4749.879,6508.472,4749.866,6508.554,32,GA1,25,14,f,35,,0,0,0,0,1,1,Simple,,
1098,27,6,2002,Bcomeau,4749.879,6508.472,4749.866,6508.554,32,GA1,25,14,b2,73,,0,0,0,0,1,1,Simple,#2egg,
1099,27,6,2002,Bcomeau,4749.879,6508.472,4749.866,6508.554,32,GA1,25,15,m,68,,0,0,0,0,1,1,Simple,,
1100,27,6,2002,Bcomeau,4749.879,6508.472,4749.866,6508.554,32,GA1,25,16,,,,0,0,0,0,1,0,Simple,,
1101,27,6,2002,Bcomeau,4749.879,6508.472,4749.866,6508.554,32,GA1,25,17,m,71,,0,0,0,0,1,1,Simple,,
1102,27,6,2002,Bcomeau,4749.879,6508.472,4749.866,6508.554,32,GA1,25,17,f,69,,0,0,0,0,1,1,Simple,,
1103,27,6,2002,Bcomeau,4749.879,6508.472,4749.866,6508.554,32,GA1,25,18,f,37,,0,0,0,0,1,1,Simple,,
1104,27,6,2002,Bcomeau,4749.879,6508.472,4749.866,6508.554,32,GA1,25,19,f,64,,0,0,0,0,1,1,Simple,,
1105,27,6,2002,Bcomeau,4749.879,6508.472,4749.866,6508.554,32,GA1,25,19,m,54,,0,0,0,0,1,1,Simple,,
1106,27,6,2002,Bcomeau,4749.879,6508.472,4749.866,6508.554,32,GA1,25,20,,,,0,0,0,0,1,1,Simple,,
1108,28,6,2002,Bcomeau,4749.96,6506.932,4749.931,6507.011,35,GA1,26,2,m,20,,0,0,0,0,1,0,Simple,,
1109,28,6,2002,Bcomeau,4749.96,6506.932,4749.931,6507.011,35,GA1,26,3,m,29,,0,0,0,0,1,1,Simple,,
1110,28,6,2002,Bcomeau,4749.96,6506.932,4749.931,6507.011,35,GA1,26,4,,,,0,0,1,0,1,1,Simple,,
1111,28,6,2002,Bcomeau,4749.96,6506.932,4749.931,6507.011,35,GA1,26,5,,,,0,0,1,0,0,1,Simple,,
1113,28,6,2002,Bcomeau,4749.96,6506.932,4749.931,6507.011,35,GA1,26,7,,,,0,0,0,0,1,0,Simple,,
1114,28,6,2002,Bcomeau,4749.96,6506.932,4749.931,6507.011,35,GA1,26,8,,,,0,0,0,0,1,0,Simple,,
1115,28,6,2002,Bcomeau,4749.96,6506.932,4749.931,6507.011,35,GA1,26,9,,,,0,0,1,0,1,0,Simple,,
1116,28,6,2002,Bcomeau,4749.96,6506.932,4749.931,6507.011,35,GA1,26,10,,,,0,0,1,0,1,0,Simple,,
1117,28,6,2002,Bcomeau,4749.96,6506.932,4749.931,6507.011,35,GA1,26,11,,,,0,0,0,0,1,0,Simple,,
1118,28,6,2002,Bcomeau,4749.96,6506.932,4749.931,6507.011,35,GA1,26,12,,,,0,0,0,0,1,0,Simple,,
1119,28,6,2002,Bcomeau,4749.96,6506.932,4749.931,6507.011,35,GA1,26,13,,,,0,0,0,0,1,0,Simple,,
1120,28,6,2002,Bcomeau,4749.96,6506.932,4749.931,6507.011,35,GA1,26,14,m,37,,0,0,1,0,1,0,Simple,,
1121,28,6,2002,Bcomeau,4749.96,6506.932,4749.931,6507.011,35,GA1,26,15,m,27,,0,0,1,0,1,0,Simple,,
1122,28,6,2002,Bcomeau,4749.96,6506.932,4749.931,6507.011,35,GA1,26,16,,,,0,0,0,0,1,0,Simple,,
1125,28,6,2002,Bcomeau,4749.96,6506.932,4749.931,6507.011,35,GA1,26,19,f,28,,0,0,1,0,1,1,Simple,,
1126,28,6,2002,Bcomeau,4749.96,6506.932,4749.931,6507.011,35,GA1,26,20,,,,0,0,1,0,1,1,Simple,,
1127,28,6,2002,Mcomeau,4749.96,6506.932,4749.931,6507.011,35,GA1,26,1,,,,0,0,1,0,0,1,Simple,,
1128,28,6,2002,Mcomeau,4749.96,6506.932,4749.931,6507.011,35,GA1,26,2,f,36,,0,0,0,0,1,1,Simple,,
1129,28,6,2002,Mcomeau,4749.96,6506.932,4749.931,6507.011,35,GA1,26,3,f,82,,0,0,0,0,1,1,Simple,,
1130,28,6,2002,Mcomeau,4749.96,6506.932,4749.931,6507.011,35,GA1,26,4,f,60,,0,0,0,0,1,1,Simple,,
1132,28,6,2002,Mcomeau,4749.96,6506.932,4749.931,6507.011,35,GA1,26,6,,,,0,0,1,0,1,1,Simple,,
1133,28,6,2002,Mcomeau,4749.96,6506.932,4749.931,6507.011,35,GA1,26,7,m,39,,0,0,0,0,1,1,Simple,,
1134,28,6,2002,Mcomeau,4749.96,6506.932,4749.931,6507.011,35,GA1,26,8,,,,0,0,0,0,1,1,Simple,,
1137,28,6,2002,Mcomeau,4749.96,6506.932,4749.931,6507.011,35,GA1,26,11,,,,0,0,0,0,1,1,Simple,,
1138,28,6,2002,Mcomeau,4749.96,6506.932,4749.931,6507.011,35,GA1,26,12,m,45,,0,0,0,0,1,1,Simple,,
1139,28,6,2002,Mcomeau,4749.96,6506.932,4749.931,6507.011,35,GA1,26,13,f,23,,0,0,0,0,1,1,Simple,,
1140,28,6,2002,Mcomeau,4749.96,6506.932,4749.931,6507.011,35,GA1,26,14,,,,0,0,1,0,1,1,Simple,,
1141,28,6,2002,Mcomeau,4749.96,6506.932,4749.931,6507.011,35,GA1,26,15,f,43,,0,0,1,0,1,1,Simple,,
1142,28,6,2002,Mcomeau,4749.96,6506.932,4749.931,6507.011,35,GA1,26,16,m,33,,0,0,1,0,1,1,Simple,,
1145,28,6,2002,Mcomeau,4749.96,6506.932,4749.931,6507.011,35,GA1,26,19,m,45,,0,0,0,0,1,1,Simple,,
1146,28,6,2002,Mcomeau,4749.96,6506.932,4749.931,6507.011,35,GA1,26,20,m,52,,0,0,0,0,1,1,Simple,,
1147,28,6,2002,Mcomeau,4749.96,6506.932,4749.931,6507.011,35,GA1,26,20,f,37,,0,0,0,0,1,1,Simple,,
1148,28,6,2002,Fsavoie,4749.95,6506.912,4749.929,6506.992,33,GA1,27,1,,,,0,0,1,0,0,1,Simple,,
1149,28,6,2002,Fsavoie,4749.95,6506.912,4749.929,6506.992,33,GA1,27,2,,,,0,0,0,0,0,1,Simple,,
1150,28,6,2002,Fsavoie,4749.95,6506.912,4749.929,6506.992,33,GA1,27,3,m,17,,0,0,0,0,0,1,Simple,,
1151,28,6,2002,Fsavoie,4749.95,6506.912,4749.929,6506.992,33,GA1,27,4,,,,0,0,1,0,0,1,Simple,,
1152,28,6,2002,Fsavoie,4749.95,6506.912,4749.929,6506.992,33,GA1,27,5,m,57,,0,0,0,0,0,1,Simple,,
1153,28,6,2002,Fsavoie,4749.95,6506.912,4749.929,6506.992,33,GA1,27,6,i,16,small,0,0,1,0,0,1,Simple,,
1154,28,6,2002,Fsavoie,4749.95,6506.912,4749.929,6506.992,33,GA1,27,7,i,14,small,0,0,0,0,0,1,Simple,,
1155,28,6,2002,Fsavoie,4749.95,6506.912,4749.929,6506.992,33,GA1,27,7,m,29,,0,0,0,0,0,1,Simple,,
1156,28,6,2002,Fsavoie,4749.95,6506.912,4749.929,6506.992,33,GA1,27,7,f,34,,0,0,0,0,0,1,Simple,,
1157,28,6,2002,Fsavoie,4749.95,6506.912,4749.929,6506.992,33,GA1,27,7,f,22,,0,0,0,0,0,1,Simple,,
1158,28,6,2002,Fsavoie,4749.95,6506.912,4749.929,6506.992,33,GA1,27,8,,,,0,0,0,0,0,1,Simple,,
1159,28,6,2002,Fsavoie,4749.95,6506.912,4749.929,6506.992,33,GA1,27,9,,,,0,0,0,0,0,1,Simple,,
1161,28,6,2002,Fsavoie,4749.95,6506.912,4749.929,6506.992,33,GA1,27,11,,,,0,0,0,0,1,1,Simple,,
1162,28,6,2002,Fsavoie,4749.95,6506.912,4749.929,6506.992,33,GA1,27,12,,,,0,0,0,0,1,1,Simple,,
1163,28,6,2002,Fsavoie,4749.95,6506.912,4749.929,6506.992,33,GA1,27,13,,,,0,0,0,0,0,1,Simple,,
1164,28,6,2002,Fsavoie,4749.95,6506.912,4749.929,6506.992,33,GA1,27,14,m,15,,0,0,0,0,0,1,Simple,,
1165,28,6,2002,Fsavoie,4749.95,6506.912,4749.929,6506.992,33,GA1,27,15,,,,0,0,0,0,0,1,Simple,,
1166,28,6,2002,Fsavoie,4749.95,6506.912,4749.929,6506.992,33,GA1,27,16,m,26,,0,0,0,0,0,1,Simple,,
1167,28,6,2002,Fsavoie,4749.95,6506.912,4749.929,6506.992,33,GA1,27,17,,,,0,0,0,0,0,1,Simple,,
1168,28,6,2002,Fsavoie,4749.95,6506.912,4749.929,6506.992,33,GA1,27,18,,,,0,0,0,0,0,1,Simple,,
1169,28,6,2002,Fsavoie,4749.95,6506.912,4749.929,6506.992,33,GA1,27,19,,,,0,0,0,0,0,1,Simple,,
1170,28,6,2002,Fsavoie,4749.95,6506.912,4749.929,6506.992,33,GA1,27,20,,,,0,0,0,0,0,1,Simple,,
1171,28,6,2002,Rvienneau,4749.95,6506.912,4749.929,6506.992,33,GA1,27,1,m,27,,0,0,1,0,0,1,Simple,,
1172,28,6,2002,Rvienneau,4749.95,6506.912,4749.929,6506.992,33,GA1,27,1,m,25,,0,0,1,0,0,1,Simple,,
1173,28,6,2002,Rvienneau,4749.95,6506.912,4749.929,6506.992,33,GA1,27,2,,,,0,0,1,0,0,1,Simple,,
1174,28,6,2002,Rvienneau,4749.95,6506.912,4749.929,6506.992,33,GA1,27,3,,,,0,0,1,0,0,1,Simple,,
1175,28,6,2002,Rvienneau,4749.95,6506.912,4749.929,6506.992,33,GA1,27,4,i,30,±30,0,0,1,0,0,1,Simple,,
1176,28,6,2002,Rvienneau,4749.95,6506.912,4749.929,6506.992,33,GA1,27,5,,,,0,0,1,0,0,1,Simple,,
1177,28,6,2002,Rvienneau,4749.95,6506.912,4749.929,6506.992,33,GA1,27,6,,,,0,0,1,0,0,1,Simple,,
1178,28,6,2002,Rvienneau,4749.95,6506.912,4749.929,6506.992,33,GA1,27,7,,,,0,0,1,0,0,1,Simple,,
1179,28,6,2002,Rvienneau,4749.95,6506.912,4749.929,6506.992,33,GA1,27,8,i,30,±30,0,0,1,0,0,1,Simple,,
1180,28,6,2002,Rvienneau,4749.95,6506.912,4749.929,6506.992,33,GA1,27,9,,,,0,0,1,0,0,1,Simple,,
1181,28,6,2002,Rvienneau,4749.95,6506.912,4749.929,6506.992,33,GA1,27,10,,,,0,0,1,0,0,1,Simple,,
1182,28,6,2002,Rvienneau,4749.95,6506.912,4749.929,6506.992,33,GA1,27,11,,,,0,0,1,0,0,1,Simple,,
1183,28,6,2002,Rvienneau,4749.95,6506.912,4749.929,6506.992,33,GA1,27,12,f,33,,0,0,1,0,0,1,Simple,,
1184,28,6,2002,Rvienneau,4749.95,6506.912,4749.929,6506.992,33,GA1,27,12,f,39,,0,0,1,0,0,1,Simple,,
1185,28,6,2002,Rvienneau,4749.95,6506.912,4749.929,6506.992,33,GA1,27,13,,,,0,0,1,0,0,1,Simple,,
1186,28,6,2002,Rvienneau,4749.95,6506.912,4749.929,6506.992,33,GA1,27,14,,,,0,0,1,0,0,1,Simple,,
1187,28,6,2002,Rvienneau,4749.95,6506.912,4749.929,6506.992,33,GA1,27,15,,,,0,0,1,0,0,1,Simple,,
1188,28,6,2002,Rvienneau,4749.95,6506.912,4749.929,6506.992,33,GA1,27,16,,,,0,0,1,0,0,1,Simple,,
1189,28,6,2002,Rvienneau,4749.95,6506.912,4749.929,6506.992,33,GA1,27,17,f,59,,0,0,1,0,0,1,Simple,,
1190,28,6,2002,Rvienneau,4749.95,6506.912,4749.929,6506.992,33,GA1,27,18,,,,0,0,1,0,0,1,Simple,,
1191,28,6,2002,Rvienneau,4749.95,6506.912,4749.929,6506.992,33,GA1,27,19,,,,0,0,1,0,0,1,Simple,,
1192,28,6,2002,Rvienneau,4749.95,6506.912,4749.929,6506.992,33,GA1,27,20,m,57,,0,0,1,0,0,1,Simple,,
1193,28,6,2002,Elandry,4749.961,6506.841,4749.932,6506.919,32,GA1,28,1,,,,0,0,0,0,1,1,Simple,,
1194,28,6,2002,Elandry,4749.961,6506.841,4749.932,6506.919,32,GA1,28,2,,,,0,0,1,1,1,1,Simple,,
1195,28,6,2002,Elandry,4749.961,6506.841,4749.932,6506.919,32,GA1,28,3,f,30,,0,0,0,0,1,1,Simple,,
1196,28,6,2002,Elandry,4749.961,6506.841,4749.932,6506.919,32,GA1,28,3,f,26,,0,0,0,0,1,1,Simple,,
1197,28,6,2002,Elandry,4749.961,6506.841,4749.932,6506.919,32,GA1,28,3,f,54,,0,0,0,0,1,1,Simple,,
1198,28,6,2002,Elandry,4749.961,6506.841,4749.932,6506.919,32,GA1,28,4,f,39,,0,0,0,0,1,1,Simple,,
1199,28,6,2002,Elandry,4749.961,6506.841,4749.932,6506.919,32,GA1,28,5,,,,0,0,0,1,1,1,Simple,,
1206,28,6,2002,Elandry,4749.961,6506.841,4749.932,6506.919,32,GA1,28,12,i,35,±35,0,0,0,0,1,1,Simple,,
1207,28,6,2002,Elandry,4749.961,6506.841,4749.932,6506.919,32,GA1,28,13,,,,0,0,0,1,0,1,Simple,,
1208,28,6,2002,Elandry,4749.961,6506.841,4749.932,6506.919,32,GA1,28,14,,,,0,0,0,0,1,1,Simple,,
1209,28,6,2002,Elandry,4749.961,6506.841,4749.932,6506.919,32,GA1,28,15,,,,0,0,0,1,1,1,Simple,,
1210,28,6,2002,Elandry,4749.961,6506.841,4749.932,6506.919,32,GA1,28,16,,,,0,0,0,1,1,1,Simple,,
1211,28,6,2002,Elandry,4749.961,6506.841,4749.932,6506.919,32,GA1,28,17,,,,0,0,0,0,1,1,Simple,,
1213,28,6,2002,Elandry,4749.961,6506.841,4749.932,6506.919,32,GA1,28,19,,,,0,0,0,0,1,1,Simple,,
1214,28,6,2002,Elandry,4749.961,6506.841,4749.932,6506.919,32,GA1,28,20,,,,0,0,0,0,1,1,Simple,,
1215,28,6,2002,Fsavoie,4749.961,6506.841,4749.932,6506.919,32,GA1,28,1,,,,0,0,0,0,1,1,Simple,,
1217,28,6,2002,Fsavoie,4749.961,6506.841,4749.932,6506.919,32,GA1,28,3,m,31,,0,0,0,0,1,1,Simple,,
1226,28,6,2002,Fsavoie,4749.961,6506.841,4749.932,6506.919,32,GA1,28,12,,,,0,0,0,0,1,1,Simple,,
1229,28,6,2002,Fsavoie,4749.961,6506.841,4749.932,6506.919,32,GA1,28,15,,,,0,0,0,0,1,1,Simple,,
1230,28,6,2002,Fsavoie,4749.961,6506.841,4749.932,6506.919,32,GA1,28,16,f,53,,0,0,0,1,1,1,Simple,,
1232,28,6,2002,Fsavoie,4749.961,6506.841,4749.932,6506.919,32,GA1,28,18,m,50,,0,0,0,1,0,1,Simple,,
1235,28,6,2002,Bcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,1,,,,0,0,0,1,1,1,Simple,,
1236,28,6,2002,Bcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,2,f,52,,0,0,0,1,1,1,Simple,,
1237,28,6,2002,Bcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,2,f,54,,0,0,0,1,1,1,Simple,,
1238,28,6,2002,Bcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,3,f,27,,0,0,0,1,1,1,Simple,,
1239,28,6,2002,Bcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,3,f,49,,0,0,0,1,1,1,Simple,,
1242,28,6,2002,Bcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,6,m,36,,0,0,0,0,1,1,Simple,,
1243,28,6,2002,Bcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,7,f,55,,0,0,0,0,1,1,Simple,,
1244,28,6,2002,Bcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,8,,,,0,0,0,0,1,1,Simple,,
1245,28,6,2002,Bcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,9,f,18,,0,0,0,0,1,1,Simple,,
1246,28,6,2002,Bcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,10,i,10,±10,0,0,0,0,1,1,Simple,,
1247,28,6,2002,Bcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,11,,,,0,0,0,0,1,1,Simple,,
1248,28,6,2002,Bcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,12,f,52,,0,0,0,0,1,1,Simple,,
1249,28,6,2002,Bcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,12,f,20,,0,0,0,0,1,1,Simple,,
1250,28,6,2002,Bcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,12,m,18,,0,0,0,0,1,1,Simple,,
1251,28,6,2002,Bcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,12,i,20,±20,0,0,0,0,1,1,Simple,,
1252,28,6,2002,Bcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,13,m,43,,0,0,0,0,1,1,Simple,,
1253,28,6,2002,Bcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,14,,,,0,0,0,0,1,1,Simple,,
1254,28,6,2002,Bcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,15,,,,0,0,0,0,1,1,Simple,,
1256,28,6,2002,Bcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,17,f,32,,0,0,1,0,0,1,Simple,,
1257,28,6,2002,Bcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,18,,,,0,0,0,0,1,1,Simple,,
1260,28,6,2002,Mcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,1,m,56,,0,0,0,1,1,1,Simple,,
1261,28,6,2002,Mcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,1,m,47,,0,0,0,1,1,1,Simple,,
1262,28,6,2002,Mcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,2,f,60,,0,0,0,1,1,1,Simple,,
1263,28,6,2002,Mcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,3,m,39,,0,0,0,1,1,1,Simple,,
1264,28,6,2002,Mcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,3,f,31,,0,0,0,1,1,1,Simple,,
1265,28,6,2002,Mcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,3,m,31,,0,0,0,1,1,1,Simple,,
1266,28,6,2002,Mcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,4,f,33,,0,0,0,1,1,1,Simple,,
1268,28,6,2002,Mcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,6,f,33,,0,0,0,0,1,1,Simple,,
1269,28,6,2002,Mcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,6,f,36,,0,0,0,0,1,1,Simple,,
1270,28,6,2002,Mcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,6,m,39,,0,0,0,0,1,1,Simple,,
1271,28,6,2002,Mcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,7,m,68,,0,0,0,0,1,1,Simple,,
1272,28,6,2002,Mcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,7,f,26,,0,0,0,0,1,1,Simple,,
1273,28,6,2002,Mcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,8,,,,0,0,0,0,1,1,Simple,,
1274,28,6,2002,Mcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,9,m,27,,0,0,0,0,1,1,Simple,,
1275,28,6,2002,Mcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,9,i,15,±15,0,0,0,0,1,1,Simple,,
1276,28,6,2002,Mcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,10,f,45,,0,0,0,0,1,1,Simple,,
1277,28,6,2002,Mcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,10,f,45,,0,0,0,0,1,1,Simple,,
1278,28,6,2002,Mcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,11,,,,0,0,0,0,1,1,Simple,,
1279,28,6,2002,Mcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,12,m,36,,0,0,0,0,1,1,Simple,,
1280,28,6,2002,Mcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,12,m,64,,0,0,0,0,1,1,Simple,,
1281,28,6,2002,Mcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,13,m,18,,0,0,0,0,1,1,Simple,,
1282,28,6,2002,Mcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,13,m,60,,0,0,0,0,1,1,Simple,,
1283,28,6,2002,Mcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,14,m,36,,0,0,0,0,1,1,Simple,,
1284,28,6,2002,Mcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,14,m,30,,0,0,0,0,1,1,Simple,,
1285,28,6,2002,Mcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,15,,,,0,0,0,0,1,1,Simple,,
1286,28,6,2002,Mcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,16,,,,0,0,0,0,1,1,Simple,,
1288,28,6,2002,Mcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,18,f,58,,0,0,1,0,1,1,Simple,,
1289,28,6,2002,Mcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,19,,,,0,0,0,0,1,1,Simple,,
1290,28,6,2002,Mcomeau,4749.97,65.0679,4749.971,6506.878,31,GA1,29,20,m,19,,0,0,0,0,1,1,Simple,,
1291,28,6,2002,Rvienneau,4750.292,6504.434,4750.317,6504.508,28,AB1,30,1,,,,0,0,1,0,1,1,Simple,,
1292,28,6,2002,Rvienneau,4750.292,6504.434,4750.317,6504.508,28,AB1,30,2,,,,0,0,1,0,1,1,Simple,,
1293,28,6,2002,Rvienneau,4750.292,6504.434,4750.317,6504.508,28,AB1,30,3,m,25,,0,0,1,0,1,1,Simple,,
1294,28,6,2002,Rvienneau,4750.292,6504.434,4750.317,6504.508,28,AB1,30,3,m,35,,0,0,1,0,1,1,Simple,,
1295,28,6,2002,Rvienneau,4750.292,6504.434,4750.317,6504.508,28,AB1,30,4,,,,0,0,1,0,1,1,Simple,,
1296,28,6,2002,Rvienneau,4750.292,6504.434,4750.317,6504.508,28,AB1,30,5,,,,0,0,1,0,1,1,Simple,,
1297,28,6,2002,Rvienneau,4750.292,6504.434,4750.317,6504.508,28,AB1,30,6,,,,0,0,1,0,1,1,Simple,,
1298,28,6,2002,Rvienneau,4750.292,6504.434,4750.317,6504.508,28,AB1,30,7,,,,0,0,1,0,1,1,Simple,,
1299,28,6,2002,Rvienneau,4750.292,6504.434,4750.317,6504.508,28,AB1,30,8,,,,0,0,1,0,1,1,Simple,,
1300,28,6,2002,Rvienneau,4750.292,6504.434,4750.317,6504.508,28,AB1,30,9,,,,0,0,1,0,0,1,Simple,,
1304,28,6,2002,Rvienneau,4750.292,6504.434,4750.317,6504.508,28,AB1,30,13,m,62,,0,0,1,0,1,1,Simple,,
1306,28,6,2002,Rvienneau,4750.292,6504.434,4750.317,6504.508,28,AB1,30,15,,,,0,0,1,0,0,1,Simple,,
1308,28,6,2002,Rvienneau,4750.292,6504.434,4750.317,6504.508,28,AB1,30,17,,,,0,0,1,0,0,1,Simple,,
1312,28,6,2002,Elandry,4750.292,6504.434,4750.317,6504.508,28,AB1,30,1,f,32,,0,0,0,0,1,1,Simple,,
1313,28,6,2002,Elandry,4750.292,6504.434,4750.317,6504.508,28,AB1,30,2,m,58,,0,0,0,0,1,1,Simple,,
1314,28,6,2002,Elandry,4750.292,6504.434,4750.317,6504.508,28,AB1,30,3,f,51,,0,0,0,0,1,1,Simple,,
1315,28,6,2002,Elandry,4750.292,6504.434,4750.317,6504.508,28,AB1,30,3,m,62,,0,0,0,0,1,1,Simple,,
1316,28,6,2002,Elandry,4750.292,6504.434,4750.317,6504.508,28,AB1,30,4,b3,65,,0,0,0,0,1,1,Simple,,
1317,28,6,2002,Elandry,4750.292,6504.434,4750.317,6504.508,28,AB1,30,5,m,66,,0,0,0,0,1,1,Simple,,
1318,28,6,2002,Elandry,4750.292,6504.434,4750.317,6504.508,28,AB1,30,5,f,30,,0,0,0,0,1,1,Simple,,
1319,28,6,2002,Elandry,4750.292,6504.434,4750.317,6504.508,28,AB1,30,5,f,52,,0,0,0,0,1,1,Simple,,
1320,28,6,2002,Elandry,4750.292,6504.434,4750.317,6504.508,28,AB1,30,6,,,,0,0,0,0,1,1,Simple,,
1321,28,6,2002,Elandry,4750.292,6504.434,4750.317,6504.508,28,AB1,30,7,,,,0,0,0,0,1,1,Simple,,
1322,28,6,2002,Elandry,4750.292,6504.434,4750.317,6504.508,28,AB1,30,8,m,55,,0,0,0,0,1,1,Simple,,
1324,28,6,2002,Elandry,4750.292,6504.434,4750.317,6504.508,28,AB1,30,10,i,60,±60,0,0,1,0,0,1,Simple,,
1325,28,6,2002,Elandry,4750.292,6504.434,4750.317,6504.508,28,AB1,30,11,f,47,,0,0,1,0,0,1,Simple,,
1326,28,6,2002,Elandry,4750.292,6504.434,4750.317,6504.508,28,AB1,30,12,,,,0,0,1,0,0,1,Simple,,
1328,28,6,2002,Elandry,4750.292,6504.434,4750.317,6504.508,28,AB1,30,14,,,,0,0,1,0,1,1,Simple,,
1331,28,6,2002,Elandry,4750.292,6504.434,4750.317,6504.508,28,AB1,30,17,,,,0,0,1,0,1,1,Simple,,
1333,28,6,2002,Elandry,4750.292,6504.434,4750.317,6504.508,28,AB1,30,19,m,57,,0,0,1,0,0,1,Simple,,
1334,28,6,2002,Elandry,4750.292,6504.434,4750.317,6504.508,28,AB1,30,20,f,50,,0,0,1,0,1,1,Simple,,
1335,28,6,2002,Elandry,4750.292,6504.434,4750.317,6504.508,28,AB1,30,20,f,37,,0,0,1,0,1,1,Simple,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
