Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Transect,Trans,section,sexe,LC,Escape,Sa,Va,Du,Al,Gr,Ca,type,commentaire,fond
2,18,6,2002,Mouellet,4750.243,6505.391,4750.259,6505.300,33,AB1,1,2,,,,0,0,1,0,1,1,Simple,,
3,18,6,2002,Mouellet,4750.243,6505.391,4750.259,6505.300,33,AB1,1,3,i,70,canner,0,0,1,0,1,1,Simple,,
4,18,6,2002,Mouellet,4750.243,6505.391,4750.259,6505.300,32,AB1,1,4,,,,0,0,0,1,1,1,Simple,,
7,18,6,2002,Mouellet,4750.243,6505.391,4750.259,6505.300,32,AB1,1,7,i,69,canner,0,0,1,0,0,1,Simple,,
9,18,6,2002,Mouellet,4750.243,6505.391,4750.259,6505.300,33,AB1,1,9,,,,0,0,1,0,0,1,Simple,,
10,18,6,2002,Mouellet,4750.243,6505.391,4750.259,6505.300,33,AB1,1,10,,,,0,0,1,0,0,1,Simple,,
12,18,6,2002,Mouellet,4750.243,6505.391,4750.259,6505.300,33,AB1,1,12,i,85,market,0,0,1,0,0,1,Simple,,
18,18,6,2002,Mouellet,4750.243,6505.391,4750.259,6505.300,31,AB1,1,18,i,90,market,0,0,1,0,0,1,Simple,,
21,18,6,2002,Mcomeau,4750.243,6505.391,4750.259,6505.300,33,AB1,1,1,,,,0,0,1,0,0,1,Simple,,
22,18,6,2002,Mcomeau,4750.243,6505.391,4750.259,6505.300,33,AB1,1,2,,,,0,0,1,0,0,1,Simple,,
23,18,6,2002,Mcomeau,4750.243,6505.391,4750.259,6505.300,33,AB1,1,3,f,32,,0,0,1,0,0,1,Simple,,
26,18,6,2002,Mcomeau,4750.243,6505.391,4750.259,6505.300,32,AB1,1,6,,,,0,0,1,0,0,1,Simple,,
27,18,6,2002,Mcomeau,4750.243,6505.391,4750.259,6505.300,32,AB1,1,7,m,32,,0,0,1,0,0,1,Simple,,
28,18,6,2002,Mcomeau,4750.243,6505.391,4750.259,6505.300,32,AB1,1,8,f,75,,0,0,1,0,1,1,Simple,,
29,18,6,2002,Mcomeau,4750.243,6505.391,4750.259,6505.300,33,AB1,1,9,,,,0,0,0,0,1,1,Simple,,
32,18,6,2002,Mcomeau,4750.243,6505.391,4750.259,6505.300,33,AB1,1,12,,,,0,0,1,0,0,1,Simple,,
33,18,6,2002,Mcomeau,4750.243,6505.391,4750.259,6505.300,33,AB1,1,13,,,,0,0,1,0,0,1,Simple,,
36,18,6,2002,Mcomeau,4750.243,6505.391,4750.259,6505.300,31,AB1,1,16,,,,0,0,1,0,0,1,Simple,,
38,18,6,2002,Mcomeau,4750.243,6505.391,4750.259,6505.300,31,AB1,1,18,,,,0,0,1,0,1,1,Simple,,
39,18,6,2002,Mcomeau,4750.243,6505.391,4750.259,6505.300,31,AB1,1,19,,,,0,0,1,0,1,1,Simple,,
41,18,6,2002,Rvienneau,4750.237,6505.27,4750.244,6505.186,29,AB1,2,1,f,32,,0,0,1,0,0,1,Simple,,
47,18,6,2002,Rvienneau,4750.237,6505.27,4750.244,6505.186,31,AB1,2,7,m,19,,0,0,1,0,0,1,Simple,,
48,18,6,2002,Rvienneau,4750.237,6505.27,4750.244,6505.186,30,AB1,2,7,m,26,,0,0,1,0,0,1,Simple,,
52,18,6,2002,Rvienneau,4750.237,6505.27,4750.244,6505.186,32,AB1,2,11,f,33,,0,0,1,0,0,1,Simple,,
56,18,6,2002,Rvienneau,4750.237,6505.27,4750.244,6505.186,32,AB1,2,15,,,,0,0,1,0,0,1,Simple,,
57,18,6,2002,Rvienneau,4750.237,6505.27,4750.244,6505.186,32,AB1,2,16,,,,0,0,1,0,0,1,Simple,,
58,18,6,2002,Rvienneau,4750.237,6505.27,4750.244,6505.186,32,AB1,2,17,i,69,,0,0,1,0,0,1,Simple,,
59,18,6,2002,Rvienneau,4750.237,6505.27,4750.244,6505.186,32,AB1,2,17,f,31,,0,0,1,0,0,1,Simple,,
60,18,6,2002,Rvienneau,4750.237,6505.27,4750.244,6505.186,32,AB1,2,18,,,,0,0,1,0,0,1,Simple,,
61,18,6,2002,Rvienneau,4750.237,6505.27,4750.244,6505.186,32,AB1,2,19,,,,0,0,1,0,0,1,Simple,,
62,18,6,2002,Rvienneau,4750.237,6505.27,4750.244,6505.186,32,AB1,2,20,m,47,,0,0,1,0,0,1,Simple,,
64,18,6,2002,Mcomeau,4750.237,6505.27,4750.244,6505.186,32,AB1,2,2,m,28,,0,0,1,0,1,1,Simple,,
68,18,6,2002,Mcomeau,4750.237,6505.27,4750.244,6505.186,32,AB1,2,6,f,51,,0,0,1,0,0,1,Simple,,
72,18,6,2002,Mcomeau,4750.237,6505.27,4750.244,6505.186,32,AB1,2,10,i,11,±10,0,0,1,0,0,1,Simple,,
73,18,6,2002,Mcomeau,4750.237,6505.27,4750.244,6505.186,32,AB1,2,11,f,43,,0,0,1,0,0,1,Simple,,
74,18,6,2002,Mcomeau,4750.237,6505.27,4750.244,6505.186,32,AB1,2,12,,,,0,0,1,0,0,1,Simple,,
76,18,6,2002,Mcomeau,4750.237,6505.27,4750.244,6505.186,32,AB1,2,14,,,,0,0,1,0,0,1,Simple,,
77,18,6,2002,Mcomeau,4750.237,6505.27,4750.244,6505.186,32,AB1,2,15,,,,0,0,0,0,0,1,Simple,,
78,18,6,2002,Mcomeau,4750.237,6505.27,4750.244,6505.186,32,AB1,2,16,,,,0,0,0,0,0,1,Simple,,
79,18,6,2002,Mcomeau,4750.237,6505.27,4750.244,6505.186,32,AB1,2,17,,,,0,0,0,0,0,1,Simple,,
80,18,6,2002,Mcomeau,4750.237,6505.27,4750.244,6505.186,32,AB1,2,18,,,,0,0,0,0,0,1,Simple,,
81,18,6,2002,Mcomeau,4750.237,6505.27,4750.244,6505.186,32,AB1,2,19,,,,0,0,0,0,0,1,Simple,,
82,18,6,2002,Mcomeau,4750.237,6505.27,4750.244,6505.186,32,AB1,2,20,f,98,,0,0,0,0,0,1,Simple,,
83,18,6,2002,Rvienneau,4750.255,6505.298,4750.251,6505.213,33,AB1,3,1,,,,0,0,1,0,0,1,Simple,,
84,18,6,2002,Rvienneau,4750.255,6505.298,4750.251,6505.213,33,AB1,3,2,b3,73,,0,0,1,0,0,1,Simple,,
85,18,6,2002,Rvienneau,4750.255,6505.298,4750.251,6505.213,33,AB1,3,2,m,22,,0,0,1,0,0,1,Simple,,
86,18,6,2002,Rvienneau,4750.255,6505.298,4750.251,6505.213,33,AB1,3,3,,,,0,0,1,0,0,1,Simple,,
91,18,6,2002,Rvienneau,4750.255,6505.298,4750.251,6505.213,34,AB1,3,8,,,,0,0,1,0,0,1,Simple,,
92,18,6,2002,Rvienneau,4750.255,6505.298,4750.251,6505.213,34,AB1,3,9,f,42,,0,0,1,0,0,1,Simple,,
94,18,6,2002,Rvienneau,4750.255,6505.298,4750.251,6505.213,34,AB1,3,11,,,,0,0,1,0,0,1,Simple,,
95,18,6,2002,Rvienneau,4750.255,6505.298,4750.251,6505.213,34,AB1,3,12,,,,0,0,1,0,0,1,Simple,,
96,18,6,2002,Rvienneau,4750.255,6505.298,4750.251,6505.213,34,AB1,3,13,,,,0,0,1,0,0,1,Simple,,
97,18,6,2002,Rvienneau,4750.255,6505.298,4750.251,6505.213,34,AB1,3,14,m,65,,0,0,1,0,0,1,Simple,,
98,18,6,2002,Rvienneau,4750.255,6505.298,4750.251,6505.213,34,AB1,3,15,m,44,,0,0,1,0,0,1,Simple,,
102,18,6,2002,Rvienneau,4750.255,6505.298,4750.251,6505.213,34,AB1,3,19,m,63,,0,0,1,0,0,1,Simple,,
103,18,6,2002,Rvienneau,4750.255,6505.298,4750.251,6505.213,34,AB1,3,20,,,,0,0,1,0,0,1,Simple,,
124,19,6,2002,Mcomeau,4750.66,6503.12,4750.67,6503.04,36,AB1,4,1,m,44,,0,0,1,0,0,1,Simple,,
125,19,6,2002,Mcomeau,4750.66,6503.12,4750.67,6503.04,36,AB1,4,2,,,,0,0,1,0,0,1,Simple,,
126,19,6,2002,Mcomeau,4750.66,6503.12,4750.67,6503.04,36,AB1,4,3,,,,0,0,1,0,0,1,Simple,,
127,19,6,2002,Mcomeau,4750.66,6503.12,4750.67,6503.04,36,AB1,4,4,m,49,,0,0,1,0,0,1,Simple,,
128,19,6,2002,Mcomeau,4750.66,6503.12,4750.67,6503.04,36,AB1,4,5,m,65,,0,0,1,0,0,1,Simple,,
129,19,6,2002,Mcomeau,4750.66,6503.12,4750.67,6503.04,36,AB1,4,6,,,,0,0,1,0,0,1,Simple,,
131,19,6,2002,Mcomeau,4750.66,6503.12,4750.67,6503.04,34,AB1,4,8,,,,0,0,0,0,1,1,Simple,,
132,19,6,2002,Mcomeau,4750.66,6503.12,4750.67,6503.04,34,AB1,4,9,f,52,,0,0,1,0,0,1,Simple,,
133,19,6,2002,Mcomeau,4750.66,6503.12,4750.67,6503.04,34,AB1,4,10,f,32,,0,0,1,0,0,1,Simple,,
134,19,6,2002,Mcomeau,4750.66,6503.12,4750.67,6503.04,34,AB1,4,10,f,46,,0,0,1,0,0,1,Simple,,
140,19,6,2002,Mcomeau,4750.66,6503.12,4750.67,6503.04,33,AB1,4,16,b3,75,,0,0,0,0,1,1,Simple,#3egg,
143,19,6,2002,Mcomeau,4750.66,6503.12,4750.67,6503.04,33,AB1,4,19,m,40,,0,0,1,0,0,1,Simple,,
144,19,6,2002,Mcomeau,4750.66,6503.12,4750.67,6503.04,33,AB1,4,20,i,72,canner,0,0,1,0,0,1,Simple,,
170,19,6,2002,Bcomeau,4750.654,6503.255,4750.652,6503.179,40,AB1,5,6,m,64,,0,0,1,0,0,1,Simple,,
171,19,6,2002,Bcomeau,4750.654,6503.255,4750.652,6503.179,40,AB1,5,7,,,,0,0,1,0,0,1,Simple,,
176,19,6,2002,Bcomeau,4750.654,6503.255,4750.652,6503.179,40,AB1,5,12,,,,0,0,1,0,0,1,Simple,,
183,19,6,2002,Bcomeau,4750.654,6503.255,4750.652,6503.179,40,AB1,5,19,m,59,,0,0,0,0,1,1,Simple,,
184,19,6,2002,Bcomeau,4750.654,6503.255,4750.652,6503.179,40,AB1,5,20,,,,0,0,1,0,0,1,Simple,,
185,19,6,2002,Glandry,4750.654,6503.255,4750.652,6503.179,40,AB1,5,1,,,,0,0,1,0,0,1,Simple,,
192,19,6,2002,Glandry,4750.654,6503.255,4750.652,6503.179,40,AB1,5,8,,,,0,0,1,0,0,1,Simple,,
193,19,6,2002,Glandry,4750.654,6503.255,4750.652,6503.179,40,AB1,5,9,f,61,,0,0,1,0,1,1,Simple,,
194,19,6,2002,Glandry,4750.654,6503.255,4750.652,6503.179,40,AB1,5,10,,,,0,0,1,0,1,1,Simple,,
196,19,6,2002,Glandry,4750.654,6503.255,4750.652,6503.179,40,AB1,5,12,m,53,,0,0,0,0,0,1,Simple,,
197,19,6,2002,Glandry,4750.654,6503.255,4750.652,6503.179,40,AB1,5,12,f,61,,0,0,0,0,0,1,Simple,,
198,19,6,2002,Glandry,4750.654,6503.255,4750.652,6503.179,40,AB1,5,13,m,32,,0,0,1,0,1,1,Simple,,
199,19,6,2002,Glandry,4750.654,6503.255,4750.652,6503.179,40,AB1,5,13,m,45,,0,0,1,0,1,1,Simple,,
200,19,6,2002,Glandry,4750.654,6503.255,4750.652,6503.179,40,AB1,5,13,f,58,,0,0,1,0,1,1,Simple,,
202,19,6,2002,Glandry,4750.654,6503.255,4750.652,6503.179,40,AB1,5,15,,,,0,0,1,0,0,1,Simple,,
206,19,6,2002,Glandry,4750.654,6503.255,4750.652,6503.179,40,AB1,5,19,f,45,,0,0,1,0,1,0,Simple,,
211,19,6,2002,Mcomeau,4750.537,6503.124,4750.544,6503.031,31,AB1,6,4,m,55,,0,0,0,0,1,1,Simple,,
212,19,6,2002,Mcomeau,4750.537,6503.124,4750.544,6503.031,31,AB1,6,4,i,35,small,0,0,0,0,1,1,Simple,,
213,19,6,2002,Mcomeau,4750.537,6503.124,4750.544,6503.031,31,AB1,6,4,m,39,,0,0,0,0,1,1,Simple,,
214,19,6,2002,Mcomeau,4750.537,6503.124,4750.544,6503.031,31,AB1,6,4,m,32,,0,0,0,0,1,1,Simple,,
215,19,6,2002,Mcomeau,4750.537,6503.124,4750.544,6503.031,31,AB1,6,5,,,,0,0,0,0,1,1,Simple,,
216,19,6,2002,Mcomeau,4750.537,6503.124,4750.544,6503.031,30,AB1,6,6,m,24,,0,0,0,0,1,1,Simple,,
217,19,6,2002,Mcomeau,4750.537,6503.124,4750.544,6503.031,30,AB1,6,6,m,52,,0,0,0,0,1,1,Simple,,
218,19,6,2002,Mcomeau,4750.537,6503.124,4750.544,6503.031,30,AB1,6,7,i,73,canner,0,0,0,0,1,1,Simple,,
219,19,6,2002,Mcomeau,4750.537,6503.124,4750.544,6503.031,30,AB1,6,8,,,,0,0,0,0,1,1,Simple,,
220,19,6,2002,Mcomeau,4750.537,6503.124,4750.544,6503.031,29,AB1,6,9,,,,0,0,0,0,1,1,Simple,,
221,19,6,2002,Mcomeau,4750.537,6503.124,4750.544,6503.031,29,AB1,6,10,,,,0,0,1,0,0,1,Simple,,
224,19,6,2002,Mcomeau,4750.537,6503.124,4750.544,6503.031,28,AB1,6,13,,,,0,0,1,0,0,1,Simple,,
225,19,6,2002,Mcomeau,4750.537,6503.124,4750.544,6503.031,28,AB1,6,14,,,,0,0,1,0,0,1,Simple,,
231,19,6,2002,Mcomeau,4750.537,6503.124,4750.544,6503.031,28,AB1,6,20,f,33,,0,0,1,0,0,1,Simple,,
232,19,6,2002,Rvienneau,4750.537,6503.124,4750.544,6503.031,34,AB1,6,1,,,,0,0,0,0,1,1,Simple,,
233,19,6,2002,Rvienneau,4750.537,6503.124,4750.544,6503.031,34,AB1,6,2,,,,0,0,0,0,1,1,Simple,,
234,19,6,2002,Rvienneau,4750.537,6503.124,4750.544,6503.031,31,AB1,6,3,m,37,,0,0,0,0,1,1,Simple,,
235,19,6,2002,Rvienneau,4750.537,6503.124,4750.544,6503.031,31,AB1,6,4,,,,0,0,0,0,1,1,Simple,,
236,19,6,2002,Rvienneau,4750.537,6503.124,4750.544,6503.031,30,AB1,6,5,,,,0,0,0,0,1,1,Simple,,
237,19,6,2002,Rvienneau,4750.537,6503.124,4750.544,6503.031,30,AB1,6,6,m,63,,0,0,1,0,1,1,Simple,,
238,19,6,2002,Rvienneau,4750.537,6503.124,4750.544,6503.031,30,AB1,6,7,,,,0,0,1,0,1,1,Simple,,
239,19,6,2002,Rvienneau,4750.537,6503.124,4750.544,6503.031,30,AB1,6,8,i,70,canner,0,0,1,0,1,1,Simple,,
240,19,6,2002,Rvienneau,4750.537,6503.124,4750.544,6503.031,30,AB1,6,8,i,71,canner,0,0,1,0,1,1,Simple,,
241,19,6,2002,Rvienneau,4750.537,6503.124,4750.544,6503.031,29,AB1,6,9,,,,0,0,1,0,0,1,Simple,,
242,19,6,2002,Rvienneau,4750.537,6503.124,4750.544,6503.031,29,AB1,6,10,,,,0,0,1,0,0,1,Simple,,
245,19,6,2002,Rvienneau,4750.537,6503.124,4750.544,6503.031,28,AB1,6,13,m,29,,0,0,1,0,0,1,Simple,,
253,19,6,2002,Bcomeau,4750.546,6503.202,4750.54,6503.128,33,AB1,7,1,,,,0,0,0,0,1,1,Simple,,
254,19,6,2002,Bcomeau,4750.546,6503.202,4750.54,6503.128,33,AB1,7,2,b2,73,,0,0,1,0,1,0,Simple,#2egg,
256,19,6,2002,Bcomeau,4750.546,6503.202,4750.54,6503.128,33,AB1,7,4,m,63,,0,0,0,0,1,0,Simple,,
257,19,6,2002,Bcomeau,4750.546,6503.202,4750.54,6503.128,33,AB1,7,5,,,,0,0,0,0,1,0,Simple,,
258,19,6,2002,Bcomeau,4750.546,6503.202,4750.54,6503.128,33,AB1,7,6,i,65,±60,0,0,1,0,1,0,Simple,,
260,19,6,2002,Bcomeau,4750.546,6503.202,4750.54,6503.128,33,AB1,7,8,,,,0,0,1,0,1,0,Simple,,
261,19,6,2002,Bcomeau,4750.546,6503.202,4750.54,6503.128,33,AB1,7,9,,,,0,0,0,0,1,0,Simple,,
262,19,6,2002,Bcomeau,4750.546,6503.202,4750.54,6503.128,33,AB1,7,10,m,27,,0,0,0,0,1,0,Simple,,
263,19,6,2002,Bcomeau,4750.546,6503.202,4750.54,6503.128,33,AB1,7,11,,,,0,0,0,0,1,0,Simple,,
267,19,6,2002,Bcomeau,4750.546,6503.202,4750.54,6503.128,33,AB1,7,15,m,31,,0,0,1,0,1,0,Simple,,
268,19,6,2002,Bcomeau,4750.546,6503.202,4750.54,6503.128,33,AB1,7,16,m,35,,0,0,0,0,1,0,Simple,,
269,19,6,2002,Bcomeau,4750.546,6503.202,4750.54,6503.128,33,AB1,7,17,,,,0,0,0,0,1,0,Simple,,
270,19,6,2002,Bcomeau,4750.546,6503.202,4750.54,6503.128,33,AB1,7,18,f,69,,0,0,0,0,1,0,Simple,,
271,19,6,2002,Bcomeau,4750.546,6503.202,4750.54,6503.128,33,AB1,7,18,i,65,±65,0,0,0,0,1,0,Simple,,
272,19,6,2002,Bcomeau,4750.546,6503.202,4750.54,6503.128,33,AB1,7,19,,,,0,0,0,0,1,0,Simple,,
273,19,6,2002,Bcomeau,4750.546,6503.202,4750.54,6503.128,33,AB1,7,20,,,,0,0,0,0,1,0,Simple,,
294,19,6,2002,Mcomeau,4750.558,6503.245,4750.549,6503.331,31,AB1,8,1,,,,0,0,1,0,1,1,Simple,,
295,19,6,2002,Mcomeau,4750.558,6503.245,4750.549,6503.331,31,AB1,8,2,f,65,,0,0,1,0,1,1,Simple,,
296,19,6,2002,Mcomeau,4750.558,6503.245,4750.549,6503.331,31,AB1,8,3,f,52,,0,0,0,0,1,1,Simple,,
297,19,6,2002,Mcomeau,4750.558,6503.245,4750.549,6503.331,31,AB1,8,3,i,85,market,0,0,0,0,1,1,Simple,,
298,19,6,2002,Mcomeau,4750.558,6503.245,4750.549,6503.331,31,AB1,8,4,,,,0,0,0,0,1,1,Simple,,
300,19,6,2002,Mcomeau,4750.558,6503.245,4750.549,6503.331,31,AB1,8,6,,,,0,0,1,0,0,1,Simple,,
301,19,6,2002,Mcomeau,4750.558,6503.245,4750.549,6503.331,31,AB1,8,7,,,,0,0,0,0,1,1,Simple,,
302,19,6,2002,Mcomeau,4750.558,6503.245,4750.549,6503.331,31,AB1,8,8,f,27,,0,0,0,0,1,1,Simple,,
303,19,6,2002,Mcomeau,4750.558,6503.245,4750.549,6503.331,31,AB1,8,9,,,,0,0,0,0,1,1,Simple,,
304,19,6,2002,Mcomeau,4750.558,6503.245,4750.549,6503.331,31,AB1,8,10,f,33,,0,0,0,0,1,1,Simple,,
305,19,6,2002,Mcomeau,4750.558,6503.245,4750.549,6503.331,31,AB1,8,11,,,,0,0,1,0,1,1,Simple,,
306,19,6,2002,Mcomeau,4750.558,6503.245,4750.549,6503.331,31,AB1,8,12,b3,68,,0,0,0,0,1,1,Simple,#3egg,
307,19,6,2002,Mcomeau,4750.558,6503.245,4750.549,6503.331,31,AB1,8,12,m,67,,0,0,0,0,1,1,Simple,,
308,19,6,2002,Mcomeau,4750.558,6503.245,4750.549,6503.331,31,AB1,8,12,f,43,,0,0,0,0,1,1,Simple,,
309,19,6,2002,Mcomeau,4750.558,6503.245,4750.549,6503.331,31,AB1,8,13,f,65,,0,0,1,0,0,1,Simple,,
310,19,6,2002,Mcomeau,4750.558,6503.245,4750.549,6503.331,31,AB1,8,14,f,30,,0,0,0,0,0,1,Simple,,
311,19,6,2002,Mcomeau,4750.558,6503.245,4750.549,6503.331,31,AB1,8,14,f,46,,0,0,0,0,0,1,Simple,,
312,19,6,2002,Mcomeau,4750.558,6503.245,4750.549,6503.331,31,AB1,8,14,f,30,,0,0,0,0,0,1,Simple,,
313,19,6,2002,Mcomeau,4750.558,6503.245,4750.549,6503.331,31,AB1,8,15,,,,0,0,1,0,0,1,Simple,,
315,19,6,2002,Mcomeau,4750.558,6503.245,4750.549,6503.331,31,AB1,8,17,i,69,canner,0,0,1,0,0,1,Simple,,
319,19,6,2002,Rvienneau,4750.558,6503.245,4750.549,6503.331,31,AB1,8,1,m,52,,0,0,1,0,0,1,Simple,,
320,19,6,2002,Rvienneau,4750.558,6503.245,4750.549,6503.331,31,AB1,8,1,m,33,,0,0,1,0,0,1,Simple,,
321,19,6,2002,Rvienneau,4750.558,6503.245,4750.549,6503.331,31,AB1,8,2,f,57,,0,0,1,0,0,1,Simple,,
322,19,6,2002,Rvienneau,4750.558,6503.245,4750.549,6503.331,31,AB1,8,3,f,30,,0,0,1,0,0,1,Simple,,
323,19,6,2002,Rvienneau,4750.558,6503.245,4750.549,6503.331,31,AB1,8,3,m,36,,0,0,1,0,0,1,Simple,,
324,19,6,2002,Rvienneau,4750.558,6503.245,4750.549,6503.331,31,AB1,8,4,f,37,,0,0,1,0,0,1,Simple,,
326,19,6,2002,Rvienneau,4750.558,6503.245,4750.549,6503.331,31,AB1,8,6,m,66,,0,0,1,0,0,1,Simple,,
327,19,6,2002,Rvienneau,4750.558,6503.245,4750.549,6503.331,31,AB1,8,6,f,57,,0,0,1,0,0,1,Simple,,
328,19,6,2002,Rvienneau,4750.558,6503.245,4750.549,6503.331,31,AB1,8,7,m,23,,0,0,1,0,0,1,Simple,,
329,19,6,2002,Rvienneau,4750.558,6503.245,4750.549,6503.331,31,AB1,8,8,m,82,,0,0,1,0,0,1,Simple,,
330,19,6,2002,Rvienneau,4750.558,6503.245,4750.549,6503.331,31,AB1,8,9,,,,0,0,1,0,0,1,Simple,,
333,19,6,2002,Rvienneau,4750.558,6503.245,4750.549,6503.331,31,AB1,8,12,m,13,,0,0,0,0,0,1,Simple,,
334,19,6,2002,Rvienneau,4750.558,6503.245,4750.549,6503.331,31,AB1,8,13,f,66,,0,0,1,0,0,1,Simple,,
337,19,6,2002,Rvienneau,4750.558,6503.245,4750.549,6503.331,31,AB1,8,16,f,37,,0,0,1,0,0,1,Simple,,
340,19,6,2002,Rvienneau,4750.558,6503.245,4750.549,6503.331,31,AB1,8,19,,,,0,0,1,0,0,1,Simple,,
341,19,6,2002,Rvienneau,4750.558,6503.245,4750.549,6503.331,31,AB1,8,20,,,,0,0,1,0,0,1,Simple,,
342,19,6,2002,Bcomeau,4750.545,6503.346,4750.542,6503.43,30,AB1,9,1,b2,71,,0,0,0,0,1,0,Simple,#2egg,
343,19,6,2002,Bcomeau,4750.545,6503.346,4750.542,6503.43,30,AB1,9,1,f,53,,0,0,0,0,1,0,Simple,,
344,19,6,2002,Bcomeau,4750.545,6503.346,4750.542,6503.43,30,AB1,9,2,f,40,,0,0,0,0,1,0,Simple,,
345,19,6,2002,Bcomeau,4750.545,6503.346,4750.542,6503.43,30,AB1,9,3,,,,0,0,1,0,0,0,Simple,,
346,19,6,2002,Bcomeau,4750.545,6503.346,4750.542,6503.43,30,AB1,9,4,f,55,,0,0,1,0,1,1,Simple,,
347,19,6,2002,Bcomeau,4750.545,6503.346,4750.542,6503.43,30,AB1,9,5,m,23,,0,0,1,0,0,1,Simple,,
348,19,6,2002,Bcomeau,4750.545,6503.346,4750.542,6503.43,30,AB1,9,6,f,41,,0,0,0,0,1,1,Simple,,
349,19,6,2002,Bcomeau,4750.545,6503.346,4750.542,6503.43,30,AB1,9,6,m,65,,0,0,0,0,1,1,Simple,,
350,19,6,2002,Bcomeau,4750.545,6503.346,4750.542,6503.43,30,AB1,9,7,m,51,,0,0,0,0,1,0,Simple,,
352,19,6,2002,Bcomeau,4750.545,6503.346,4750.542,6503.43,30,AB1,9,9,m,40,,0,0,1,0,0,0,Simple,,
353,19,6,2002,Bcomeau,4750.545,6503.346,4750.542,6503.43,30,AB1,9,10,m,29,,0,0,1,0,0,1,Simple,,
354,19,6,2002,Bcomeau,4750.545,6503.346,4750.542,6503.43,30,AB1,9,11,f,42,,0,0,1,0,0,1,Simple,,
384,21,6,2002,Mcomeau,4750.41,6504.166,4750.426,6504.072,28,AB1,10,1,,,,0,0,0,1,1,1,Simple,,
386,21,6,2002,Mcomeau,4750.41,6504.166,4750.426,6504.072,28,AB1,10,3,f,40,,0,0,1,0,1,1,Simple,,
387,21,6,2002,Mcomeau,4750.41,6504.166,4750.426,6504.072,28,AB1,10,4,f,63,,0,0,1,0,0,1,Simple,,
391,21,6,2002,Mcomeau,4750.41,6504.166,4750.426,6504.072,28,AB1,10,8,m,52,,0,0,1,1,1,1,Simple,,
392,21,6,2002,Mcomeau,4750.41,6504.166,4750.426,6504.072,28,AB1,10,9,f,56,,0,0,0,1,1,1,Simple,,
393,21,6,2002,Mcomeau,4750.41,6504.166,4750.426,6504.072,28,AB1,10,10,,,,0,0,0,0,1,1,Simple,,
394,21,6,2002,Mcomeau,4750.41,6504.166,4750.426,6504.072,28,AB1,10,11,,,,0,0,1,0,1,1,Simple,,
396,21,6,2002,Mcomeau,4750.41,6504.166,4750.426,6504.072,28,AB1,10,13,,,,0,0,1,0,1,1,Simple,,
397,21,6,2002,Mcomeau,4750.41,6504.166,4750.426,6504.072,28,AB1,10,14,f,58,,0,0,1,0,0,1,Simple,,
398,21,6,2002,Mcomeau,4750.41,6504.166,4750.426,6504.072,28,AB1,10,15,,,,0,0,1,0,0,1,Simple,,
400,21,6,2002,Mcomeau,4750.41,6504.166,4750.426,6504.072,28,AB1,10,17,,,,0,0,1,0,1,1,Simple,,
404,21,6,2002,Bcomeau,4750.41,6504.166,4750.426,6504.072,28,AB1,10,1,,,,0,0,1,0,1,1,Simple,,
417,21,6,2002,Bcomeau,4750.41,6504.166,4750.426,6504.072,28,AB1,10,14,,,,0,0,0,1,1,1,Simple,,
428,21,6,2002,Mcomeau,4750.417,6504.273,4750.418,6504.188,31,AB1,11,5,f,33,,0,0,1,1,0,1,Simple,,
429,21,6,2002,Mcomeau,4750.417,6504.273,4750.418,6504.188,31,AB1,11,5,f,64,,0,0,1,0,0,1,Simple,,
430,21,6,2002,Mcomeau,4750.417,6504.273,4750.418,6504.188,31,AB1,11,6,f,60,,0,0,1,0,0,1,Simple,,
431,21,6,2002,Mcomeau,4750.417,6504.273,4750.418,6504.188,31,AB1,11,7,m,32,,0,0,1,0,1,1,Simple,,
433,21,6,2002,Mcomeau,4750.417,6504.273,4750.418,6504.188,31,AB1,11,9,m,63,,0,0,1,0,0,1,Simple,,
434,21,6,2002,Mcomeau,4750.417,6504.273,4750.418,6504.188,31,AB1,11,9,m,53,,0,0,1,0,0,1,Simple,,
435,21,6,2002,Mcomeau,4750.417,6504.273,4750.418,6504.188,31,AB1,11,10,m,32,,0,0,1,0,1,1,Simple,,
438,21,6,2002,Mcomeau,4750.417,6504.273,4750.418,6504.188,31,AB1,11,13,,,,0,0,1,0,0,0,Simple,,
439,21,6,2002,Mcomeau,4750.417,6504.273,4750.418,6504.188,31,AB1,11,14,f,42,,0,0,0,0,1,1,Simple,,
440,21,6,2002,Mcomeau,4750.417,6504.273,4750.418,6504.188,31,AB1,11,15,b3,73,,0,0,0,0,1,1,Simple,#3egg,
441,21,6,2002,Mcomeau,4750.417,6504.273,4750.418,6504.188,31,AB1,11,15,m,59,,0,0,0,0,1,1,Simple,,
442,21,6,2002,Mcomeau,4750.417,6504.273,4750.418,6504.188,31,AB1,11,16,f,41,,0,0,0,0,1,1,Simple,,
443,21,6,2002,Mcomeau,4750.417,6504.273,4750.418,6504.188,31,AB1,11,17,f,23,,0,0,0,0,1,1,Simple,,
444,21,6,2002,Mcomeau,4750.417,6504.273,4750.418,6504.188,31,AB1,11,17,m,46,,0,0,0,0,1,1,Simple,,
445,21,6,2002,Mcomeau,4750.417,6504.273,4750.418,6504.188,31,AB1,11,18,f,30,,0,0,0,0,1,1,Simple,,
