Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Transect,Trans,section,sexe,LC,Escape,Sa,Va,Du,Al,Gr,Ca,type,commentaire,fond
312,19,6,2001,Mcomeau,4750.668,6503.164,4750.662,6503.076,34,AB1,7,18,,,,0,0,1,0,0,1,Simple,,
314,19,6,2001,Mcomeau,4750.668,6503.164,4750.662,6503.076,34,AB1,7,20,m,51,,0,0,1,0,1,1,Simple,,
315,19,6,2001,Mcomeau,4750.668,6503.164,4750.662,6503.076,34,AB1,7,20,m,70,,0,0,1,0,1,1,Simple,,
324,19,6,2001,Bcomeau,4750.669,6503.202,4750.666,6503.284,34,AB1,8,9,m,25,,0,0,0,0,1,0,Simple,,
325,19,6,2001,Bcomeau,4750.669,6503.202,4750.666,6503.284,34,AB1,8,10,m,57,,0,0,1,0,0,0,Simple,,
335,19,6,2001,Bcomeau,4750.669,6503.202,4750.666,6503.284,34,AB1,8,20,m,65,,0,0,0,0,1,0,Simple,,
336,19,6,2001,Rvienneau,4750.669,6503.202,4750.666,6503.284,34,AB1,8,1,,,,0,0,1,0,0,1,Simple,,
337,19,6,2001,Rvienneau,4750.669,6503.202,4750.666,6503.284,34,AB1,8,2,f,48,,0,0,1,0,0,0,Simple,,
344,19,6,2001,Rvienneau,4750.669,6503.202,4750.666,6503.284,34,AB1,8,9,f,38,,0,0,0,0,0,1,Simple,,
345,19,6,2001,Rvienneau,4750.669,6503.202,4750.666,6503.284,34,AB1,8,10,,,,0,0,0,0,0,1,Simple,,
348,19,6,2001,Rvienneau,4750.669,6503.202,4750.666,6503.284,34,AB1,8,13,,,,0,0,1,0,0,1,Simple,,
357,19,6,2001,Rvienneau,4750.646,6503.288,4750.638,6503.363,35,AB1,9,2,,,,0,0,1,0,0,1,Simple,,
364,19,6,2001,Rvienneau,4750.646,6503.288,4750.638,6503.363,35,AB1,9,9,b,75,,0,0,1,0,0,0,Simple,,
371,19,6,2001,Rvienneau,4750.646,6503.288,4750.638,6503.363,35,AB1,9,16,f,29,,0,0,1,0,0,1,Simple,,
372,19,6,2001,Rvienneau,4750.646,6503.288,4750.638,6503.363,35,AB1,9,16,m,43,,0,0,1,0,0,1,Simple,,
373,19,6,2001,Rvienneau,4750.646,6503.288,4750.638,6503.363,35,AB1,9,16,f,41,,0,0,1,0,0,1,Simple,,
374,19,6,2001,Rvienneau,4750.646,6503.288,4750.638,6503.363,35,AB1,9,17,,,,0,0,1,0,0,1,Simple,,
375,19,6,2001,Rvienneau,4750.646,6503.288,4750.638,6503.363,35,AB1,9,18,b,74,,0,0,1,0,0,1,Simple,,
376,19,6,2001,Rvienneau,4750.646,6503.288,4750.638,6503.363,35,AB1,9,18,m,33,,0,0,1,0,0,1,Simple,,
380,19,6,2001,Bcomeau,4750.646,6503.288,4750.638,6503.363,35,AB1,9,2,m,59,,0,0,0,0,1,1,Simple,,
387,19,6,2001,Bcomeau,4750.646,6503.288,4750.638,6503.363,35,AB1,9,9,f,56,,0,0,1,0,0,1,Simple,,
388,19,6,2001,Bcomeau,4750.646,6503.288,4750.638,6503.363,35,AB1,9,10,f,40,,0,0,0,0,1,1,Simple,,
392,19,6,2001,Bcomeau,4750.646,6503.288,4750.638,6503.363,35,AB1,9,14,m,42,,0,0,1,0,1,0,Simple,,
396,19,6,2001,Bcomeau,4750.646,6503.288,4750.638,6503.363,35,AB1,9,18,f,53,,0,0,0,0,1,0,Simple,,
399,19,6,2001,Mcomeau,4750.565,6503.206,4750.564,6503.296,30,AB1,10,1,m,29,,0,0,0,0,1,1,Simple,,
400,19,6,2001,Mcomeau,4750.565,6503.206,4750.564,6503.296,30,AB1,10,1,i,69,canner,0,0,0,0,1,1,Simple,,
401,19,6,2001,Mcomeau,4750.565,6503.206,4750.564,6503.296,30,AB1,10,2,,,,0,0,0,0,1,1,Simple,,
402,19,6,2001,Mcomeau,4750.565,6503.206,4750.564,6503.296,30,AB1,10,3,b,89,,0,0,0,0,1,1,Simple,,
403,19,6,2001,Mcomeau,4750.565,6503.206,4750.564,6503.296,30,AB1,10,3,f,47,,0,0,0,0,1,1,Simple,,
404,19,6,2001,Mcomeau,4750.565,6503.206,4750.564,6503.296,30,AB1,10,3,f,65,,0,0,0,0,1,1,Simple,,
405,19,6,2001,Mcomeau,4750.565,6503.206,4750.564,6503.296,30,AB1,10,4,,,,0,0,1,0,1,1,Simple,,
406,19,6,2001,Mcomeau,4750.565,6503.206,4750.564,6503.296,30,AB1,10,5,,,,0,0,1,0,1,1,Simple,,
407,19,6,2001,Mcomeau,4750.565,6503.206,4750.564,6503.296,30,AB1,10,6,,,,0,0,1,0,1,1,Simple,,
408,19,6,2001,Mcomeau,4750.565,6503.206,4750.564,6503.296,30,AB1,10,7,m,72,,0,0,0,0,1,1,Simple,,
409,19,6,2001,Mcomeau,4750.565,6503.206,4750.564,6503.296,30,AB1,10,8,m,23,,0,0,0,0,1,1,Simple,,
410,19,6,2001,Mcomeau,4750.565,6503.206,4750.564,6503.296,30,AB1,10,9,m,59,,0,0,0,0,1,1,Simple,,
411,19,6,2001,Mcomeau,4750.565,6503.206,4750.564,6503.296,30,AB1,10,9,m,30,,0,0,0,0,1,1,Simple,,
412,19,6,2001,Mcomeau,4750.565,6503.206,4750.564,6503.296,30,AB1,10,10,,,,0,0,0,0,1,1,Simple,,
413,19,6,2001,Mcomeau,4750.565,6503.206,4750.564,6503.296,30,AB1,10,11,,,,0,0,0,0,1,1,Simple,,
414,19,6,2001,Mcomeau,4750.565,6503.206,4750.564,6503.296,30,AB1,10,12,,,,0,0,0,0,1,1,Simple,,
415,19,6,2001,Mcomeau,4750.565,6503.206,4750.564,6503.296,30,AB1,10,13,,,,0,0,0,0,1,1,Simple,,
416,19,6,2001,Mcomeau,4750.565,6503.206,4750.564,6503.296,30,AB1,10,14,f,43,,0,0,0,0,1,1,Simple,,
417,19,6,2001,Mcomeau,4750.565,6503.206,4750.564,6503.296,30,AB1,10,15,,,,0,0,0,0,1,1,Simple,,
418,19,6,2001,Mcomeau,4750.565,6503.206,4750.564,6503.296,30,AB1,10,16,f,66,,0,0,0,0,1,1,Simple,,
419,19,6,2001,Mcomeau,4750.565,6503.206,4750.564,6503.296,30,AB1,10,17,b,83,,0,0,0,0,1,1,Simple,,
420,19,6,2001,Mcomeau,4750.565,6503.206,4750.564,6503.296,30,AB1,10,18,m,23,,0,0,1,0,1,1,Simple,,
423,19,6,2001,Glandry,4750.565,6503.206,4750.564,6503.296,30,AB1,10,1,m,59,,0,0,1,0,0,1,Simple,,
424,19,6,2001,Glandry,4750.565,6503.206,4750.564,6503.296,30,AB1,10,1,f,48,,0,0,1,0,0,1,Simple,,
425,19,6,2001,Glandry,4750.565,6503.206,4750.564,6503.296,30,AB1,10,2,f,58,,0,0,1,0,0,1,Simple,,
426,19,6,2001,Glandry,4750.565,6503.206,4750.564,6503.296,30,AB1,10,2,m,40,,0,0,1,0,0,1,Simple,,
427,19,6,2001,Glandry,4750.565,6503.206,4750.564,6503.296,30,AB1,10,2,i,89,market,0,0,1,0,0,1,Simple,,
428,19,6,2001,Glandry,4750.565,6503.206,4750.564,6503.296,30,AB1,10,3,i,73,canner,0,0,1,0,0,1,Simple,,
429,19,6,2001,Glandry,4750.565,6503.206,4750.564,6503.296,30,AB1,10,3,f,57,,0,0,1,0,0,1,Simple,,
430,19,6,2001,Glandry,4750.565,6503.206,4750.564,6503.296,30,AB1,10,3,f,24,,0,0,1,0,0,1,Simple,,
431,19,6,2001,Glandry,4750.565,6503.206,4750.564,6503.296,30,AB1,10,3,f,52,,0,0,1,0,0,1,Simple,,
432,19,6,2001,Glandry,4750.565,6503.206,4750.564,6503.296,30,AB1,10,5,f,57,,0,0,1,0,0,1,Simple,,
434,19,6,2001,Glandry,4750.565,6503.206,4750.564,6503.296,30,AB1,10,7,,,,0,0,1,0,0,1,Simple,,
435,19,6,2001,Glandry,4750.565,6503.206,4750.564,6503.296,30,AB1,10,8,i,57,±25,0,0,1,0,0,1,Simple,,
436,19,6,2001,Glandry,4750.565,6503.206,4750.564,6503.296,30,AB1,10,9,f,64,,0,0,1,0,0,1,Simple,,
437,19,6,2001,Glandry,4750.565,6503.206,4750.564,6503.296,30,AB1,10,9,b,83,,0,0,1,0,0,1,Simple,,
438,19,6,2001,Glandry,4750.565,6503.206,4750.564,6503.296,30,AB1,10,9,i,39,±35,0,0,1,0,0,1,Simple,,
439,19,6,2001,Glandry,4750.565,6503.206,4750.564,6503.296,30,AB1,10,10,,,,0,0,1,0,0,1,Simple,,
440,19,6,2001,Glandry,4750.565,6503.206,4750.564,6503.296,30,AB1,10,11,m,68,,0,0,1,0,0,1,Simple,,
441,19,6,2001,Glandry,4750.565,6503.206,4750.564,6503.296,30,AB1,10,11,m,47,,0,0,1,0,0,1,Simple,,
442,19,6,2001,Glandry,4750.565,6503.206,4750.564,6503.296,30,AB1,10,11,b,72,,0,0,1,0,0,1,Simple,,
443,19,6,2001,Glandry,4750.565,6503.206,4750.564,6503.296,30,AB1,10,12,,,,0,0,1,0,0,1,Simple,,
444,19,6,2001,Glandry,4750.565,6503.206,4750.564,6503.296,30,AB1,10,13,,,,0,0,1,0,0,1,Simple,,
445,19,6,2001,Glandry,4750.565,6503.206,4750.564,6503.296,30,AB1,10,14,,,,0,0,1,0,0,1,Simple,,
446,19,6,2001,Glandry,4750.565,6503.206,4750.564,6503.296,30,AB1,10,15,f,44,,0,0,1,0,0,1,Simple,,
447,19,6,2001,Glandry,4750.565,6503.206,4750.564,6503.296,30,AB1,10,16,,,,0,0,1,0,0,1,Simple,,
448,19,6,2001,Glandry,4750.565,6503.206,4750.564,6503.296,30,AB1,10,17,m,59,,0,0,1,0,0,1,Simple,,
449,19,6,2001,Glandry,4750.565,6503.206,4750.564,6503.296,30,AB1,10,18,,,,0,0,1,0,0,1,Simple,,
450,19,6,2001,Glandry,4750.565,6503.206,4750.564,6503.296,30,AB1,10,19,,,,0,0,1,0,0,1,Simple,,
452,20,6,2001,Mcomeau,4750.26,6505.269,4750.255,6505.366,30,AB1,11,1,,,,0,0,0,0,1,1,Simple,,
453,20,6,2001,Mcomeau,4750.26,6505.269,4750.255,6505.366,30,AB1,11,2,,,,0,0,0,0,1,1,Simple,,
454,20,6,2001,Mcomeau,4750.26,6505.269,4750.255,6505.366,30,AB1,11,3,m,57,,0,0,0,0,1,1,Simple,,
455,20,6,2001,Mcomeau,4750.26,6505.269,4750.255,6505.366,30,AB1,11,4,f,73,,0,0,0,0,1,1,Simple,,
456,20,6,2001,Mcomeau,4750.26,6505.269,4750.255,6505.366,30,AB1,11,5,,,,0,0,0,0,1,1,Simple,,
457,20,6,2001,Mcomeau,4750.26,6505.269,4750.255,6505.366,30,AB1,11,6,,,,0,0,1,0,1,1,Simple,,
458,20,6,2001,Mcomeau,4750.26,6505.269,4750.255,6505.366,30,AB1,11,7,f,62,,0,0,1,0,0,1,Simple,,
460,20,6,2001,Mcomeau,4750.26,6505.269,4750.255,6505.366,30,AB1,11,9,i,,small,0,0,1,0,0,1,Simple,,
461,20,6,2001,Mcomeau,4750.26,6505.269,4750.255,6505.366,30,AB1,11,10,f,34,,0,0,1,0,0,1,Simple,,
462,20,6,2001,Mcomeau,4750.26,6505.269,4750.255,6505.366,30,AB1,11,11,,,,0,0,1,0,0,1,Simple,,
463,20,6,2001,Mcomeau,4750.26,6505.269,4750.255,6505.366,30,AB1,11,12,f,62,,0,0,1,0,0,1,Simple,,
464,20,6,2001,Mcomeau,4750.26,6505.269,4750.255,6505.366,30,AB1,11,12,m,57,,0,0,1,0,0,1,Simple,,
465,20,6,2001,Mcomeau,4750.26,6505.269,4750.255,6505.366,30,AB1,11,13,i,31,±30,0,0,1,0,0,1,Simple,,
468,20,6,2001,Mcomeau,4750.26,6505.269,4750.255,6505.366,30,AB1,11,16,,,,0,0,1,0,0,1,Simple,,
469,20,6,2001,Mcomeau,4750.26,6505.269,4750.255,6505.366,30,AB1,11,17,,,,0,0,0,0,1,1,Simple,,
470,20,6,2001,Mcomeau,4750.26,6505.269,4750.255,6505.366,30,AB1,11,18,i,74,canner,0,0,0,0,1,1,Simple,,
471,20,6,2001,Mcomeau,4750.26,6505.269,4750.255,6505.366,30,AB1,11,19,,,,0,0,1,0,0,1,Simple,,
472,20,6,2001,Mcomeau,4750.26,6505.269,4750.255,6505.366,30,AB1,11,20,f,52,,0,0,1,0,0,1,Simple,,
473,20,6,2001,Glandry,4750.26,6505.269,4750.255,6505.366,30,AB1,11,1,,,,0,0,1,0,0,1,Simple,,
474,20,6,2001,Glandry,4750.26,6505.269,4750.255,6505.366,30,AB1,11,2,,,,0,0,1,0,0,1,Simple,,
475,20,6,2001,Glandry,4750.26,6505.269,4750.255,6505.366,30,AB1,11,3,,,,0,0,1,0,0,1,Simple,,
476,20,6,2001,Glandry,4750.26,6505.269,4750.255,6505.366,30,AB1,11,4,,,,0,0,1,0,0,1,Simple,,
477,20,6,2001,Glandry,4750.26,6505.269,4750.255,6505.366,30,AB1,11,5,,,,0,0,1,0,0,1,Simple,,
478,20,6,2001,Glandry,4750.26,6505.269,4750.255,6505.366,30,AB1,11,6,,,,0,0,1,0,0,1,Simple,,
479,20,6,2001,Glandry,4750.26,6505.269,4750.255,6505.366,30,AB1,11,7,m,26,,0,0,1,0,0,1,Simple,,
480,20,6,2001,Glandry,4750.26,6505.269,4750.255,6505.366,30,AB1,11,7,f,44,,0,0,1,0,0,1,Simple,,
481,20,6,2001,Glandry,4750.26,6505.269,4750.255,6505.366,30,AB1,11,8,,,,0,0,1,0,0,1,Simple,,
483,20,6,2001,Glandry,4750.26,6505.269,4750.255,6505.366,30,AB1,11,10,i,38,±35,0,0,1,0,0,1,Simple,,
484,20,6,2001,Glandry,4750.26,6505.269,4750.255,6505.366,30,AB1,11,10,m,59,,0,0,1,0,0,1,Simple,,
485,20,6,2001,Glandry,4750.26,6505.269,4750.255,6505.366,30,AB1,11,11,,,,0,0,1,0,0,1,Simple,,
489,20,6,2001,Glandry,4750.26,6505.269,4750.255,6505.366,30,AB1,11,15,f,48,,0,0,1,0,0,1,Simple,,
490,20,6,2001,Glandry,4750.26,6505.269,4750.255,6505.366,30,AB1,11,16,,,,0,0,1,0,0,1,Simple,,
491,20,6,2001,Glandry,4750.26,6505.269,4750.255,6505.366,30,AB1,11,17,m,22,,0,0,1,0,0,1,Simple,,
492,20,6,2001,Glandry,4750.26,6505.269,4750.255,6505.366,30,AB1,11,18,,,,0,0,1,0,0,1,Simple,,
493,20,6,2001,Glandry,4750.26,6505.269,4750.255,6505.366,30,AB1,11,19,,,,0,0,1,0,0,1,Simple,,
494,20,6,2001,Glandry,4750.26,6505.269,4750.255,6505.366,30,AB1,11,20,,,,0,0,1,0,0,1,Simple,,
495,20,6,2001,Bcomeau,4750.257,6505.401,4750.253,6505.494,32,AB1,12,1,f,45,,0,0,0,0,1,1,Simple,,
496,20,6,2001,Bcomeau,4750.257,6505.401,4750.253,6505.494,32,AB1,12,2,f,40,,0,0,0,0,1,1,Simple,,
497,20,6,2001,Bcomeau,4750.257,6505.401,4750.253,6505.494,32,AB1,12,3,,,,0,0,0,0,1,1,Simple,,
498,20,6,2001,Bcomeau,4750.257,6505.401,4750.253,6505.494,32,AB1,12,4,m,45,,0,0,0,0,1,1,Simple,,
500,20,6,2001,Bcomeau,4750.257,6505.401,4750.253,6505.494,32,AB1,12,6,m,55,,0,0,0,0,1,1,Simple,,
501,20,6,2001,Bcomeau,4750.257,6505.401,4750.253,6505.494,32,AB1,12,6,m,24,,0,0,0,0,1,1,Simple,,
502,20,6,2001,Bcomeau,4750.257,6505.401,4750.253,6505.494,32,AB1,12,7,,,,0,0,0,0,1,1,Simple,,
503,20,6,2001,Bcomeau,4750.257,6505.401,4750.253,6505.494,32,AB1,12,8,,,,0,0,0,1,1,1,Simple,,
504,20,6,2001,Bcomeau,4750.257,6505.401,4750.253,6505.494,32,AB1,12,9,i,23,±20,1,0,0,0,1,0,Simple,,
505,20,6,2001,Bcomeau,4750.257,6505.401,4750.253,6505.494,32,AB1,12,10,m,20,,0,0,0,0,1,0,Simple,,
506,20,6,2001,Bcomeau,4750.257,6505.401,4750.253,6505.494,32,AB1,12,11,i,72,canner,0,0,0,0,1,1,Simple,,
507,20,6,2001,Bcomeau,4750.257,6505.401,4750.253,6505.494,32,AB1,12,11,i,,small,0,0,0,0,1,1,Simple,,
508,20,6,2001,Bcomeau,4750.257,6505.401,4750.253,6505.494,32,AB1,12,12,m,52,,0,0,1,1,0,0,Simple,,
509,20,6,2001,Bcomeau,4750.257,6505.401,4750.253,6505.494,32,AB1,12,13,,,,0,0,1,0,0,0,Simple,,
510,20,6,2001,Bcomeau,4750.257,6505.401,4750.253,6505.494,32,AB1,12,14,i,86,market,0,0,1,1,0,1,Simple,,
513,20,6,2001,Bcomeau,4750.257,6505.401,4750.253,6505.494,32,AB1,12,17,f,36,,1,0,1,1,1,0,Simple,,
514,20,6,2001,Bcomeau,4750.257,6505.401,4750.253,6505.494,32,AB1,12,18,i,22,±20,0,0,0,1,1,1,Simple,,
515,20,6,2001,Bcomeau,4750.257,6505.401,4750.253,6505.494,32,AB1,12,19,,,,0,0,0,0,1,1,Simple,,
516,20,6,2001,Bcomeau,4750.257,6505.401,4750.253,6505.494,32,AB1,12,20,,,,0,1,1,0,1,0,Simple,,
517,20,6,2001,Rvienneau,4750.257,6505.401,4750.253,6505.494,32,AB1,12,1,,,,0,0,1,0,0,1,Simple,,
518,20,6,2001,Rvienneau,4750.257,6505.401,4750.253,6505.494,32,AB1,12,2,,,,0,0,1,0,0,1,Simple,,
519,20,6,2001,Rvienneau,4750.257,6505.401,4750.253,6505.494,32,AB1,12,3,,,,0,0,1,0,0,1,Simple,,
520,20,6,2001,Rvienneau,4750.257,6505.401,4750.253,6505.494,32,AB1,12,4,,,,0,1,1,0,0,1,Simple,,
521,20,6,2001,Rvienneau,4750.257,6505.401,4750.253,6505.494,32,AB1,12,5,,,,0,1,1,0,0,1,Simple,,
522,20,6,2001,Rvienneau,4750.257,6505.401,4750.253,6505.494,32,AB1,12,6,,,,0,1,1,0,0,1,Simple,,
523,20,6,2001,Rvienneau,4750.257,6505.401,4750.253,6505.494,32,AB1,12,7,,,,0,1,1,1,0,1,Simple,,
524,20,6,2001,Rvienneau,4750.257,6505.401,4750.253,6505.494,32,AB1,12,8,m,53,,0,1,1,0,0,1,Simple,,
525,20,6,2001,Rvienneau,4750.257,6505.401,4750.253,6505.494,32,AB1,12,8,f,26,,0,1,1,0,0,1,Simple,,
526,20,6,2001,Rvienneau,4750.257,6505.401,4750.253,6505.494,32,AB1,12,9,f,57,,1,1,0,0,0,1,Simple,,
530,20,6,2001,Rvienneau,4750.257,6505.401,4750.253,6505.494,32,AB1,12,13,i,,small,0,0,1,0,1,0,Simple,,
535,20,6,2001,Rvienneau,4750.257,6505.401,4750.253,6505.494,32,AB1,12,18,,,,0,0,1,1,0,1,Simple,,
536,20,6,2001,Rvienneau,4750.257,6505.401,4750.253,6505.494,32,AB1,12,19,,,,0,0,0,0,0,1,Simple,,
537,20,6,2001,Rvienneau,4750.257,6505.401,4750.253,6505.494,32,AB1,12,20,f,49,,0,1,1,0,0,1,Simple,,
538,20,6,2001,Glandry,4750.231,6505.466,4750.225,6505.558,32,AB1,13,1,,,,0,0,1,0,0,1,Simple,,
539,20,6,2001,Glandry,4750.231,6505.466,4750.225,6505.558,32,AB1,13,2,,,,0,0,1,0,0,1,Simple,,
540,20,6,2001,Glandry,4750.231,6505.466,4750.225,6505.558,32,AB1,13,3,,,,0,0,1,0,0,1,Simple,,
541,20,6,2001,Glandry,4750.231,6505.466,4750.225,6505.558,32,AB1,13,4,m,56,,0,0,1,0,0,1,Simple,,
542,20,6,2001,Glandry,4750.231,6505.466,4750.225,6505.558,32,AB1,13,5,,,,0,0,1,0,1,1,Simple,,
543,20,6,2001,Glandry,4750.231,6505.466,4750.225,6505.558,32,AB1,13,6,,,,0,0,1,0,0,1,Simple,,
544,20,6,2001,Glandry,4750.231,6505.466,4750.225,6505.558,32,AB1,13,7,,,,0,0,1,0,0,1,Simple,,
545,20,6,2001,Glandry,4750.231,6505.466,4750.225,6505.558,32,AB1,13,8,,,,0,0,1,0,0,1,Simple,,
546,20,6,2001,Glandry,4750.231,6505.466,4750.225,6505.558,32,AB1,13,9,,,,0,0,1,0,0,1,Simple,,
547,20,6,2001,Glandry,4750.231,6505.466,4750.225,6505.558,32,AB1,13,10,,,,0,0,1,0,1,1,Simple,,
548,20,6,2001,Glandry,4750.231,6505.466,4750.225,6505.558,32,AB1,13,11,m,58,,0,0,1,0,1,1,Simple,,
549,20,6,2001,Glandry,4750.231,6505.466,4750.225,6505.558,32,AB1,13,11,f,41,,0,0,1,0,1,1,Simple,,
550,20,6,2001,Glandry,4750.231,6505.466,4750.225,6505.558,32,AB1,13,12,,,,0,0,1,1,1,1,Simple,,
551,20,6,2001,Glandry,4750.231,6505.466,4750.225,6505.558,32,AB1,13,13,,,,0,0,1,1,1,1,Simple,,
552,20,6,2001,Glandry,4750.231,6505.466,4750.225,6505.558,32,AB1,13,14,,,,0,0,1,1,1,1,Simple,,
553,20,6,2001,Glandry,4750.231,6505.466,4750.225,6505.558,32,AB1,13,15,,,,0,0,1,1,1,1,Simple,,
558,20,6,2001,Glandry,4750.231,6505.466,4750.225,6505.558,32,AB1,13,20,f,48,,0,0,1,1,1,1,Simple,,
564,20,6,2001,Mcomeau,4750.231,6505.466,4750.225,6505.558,32,AB1,13,6,,,,0,0,0,0,1,1,Simple,,
565,20,6,2001,Mcomeau,4750.231,6505.466,4750.225,6505.558,32,AB1,13,7,,,,0,0,1,0,1,1,Simple,,
566,20,6,2001,Mcomeau,4750.231,6505.466,4750.225,6505.558,32,AB1,13,8,b3,74,,0,0,1,1,0,1,Simple,,
567,20,6,2001,Mcomeau,4750.231,6505.466,4750.225,6505.558,32,AB1,13,9,f,48,,0,0,1,1,1,1,Simple,,
568,20,6,2001,Mcomeau,4750.231,6505.466,4750.225,6505.558,32,AB1,13,10,,,,0,0,1,1,0,1,Simple,,
570,20,6,2001,Mcomeau,4750.231,6505.466,4750.225,6505.558,32,AB1,13,12,,,,0,0,1,1,0,0,Simple,,
571,20,6,2001,Mcomeau,4750.231,6505.466,4750.225,6505.558,32,AB1,13,13,i,52,±50,0,0,0,1,0,1,Simple,,
572,20,6,2001,Mcomeau,4750.231,6505.466,4750.225,6505.558,32,AB1,13,13,i,53,±50,0,0,0,1,0,1,Simple,,
573,20,6,2001,Mcomeau,4750.231,6505.466,4750.225,6505.558,32,AB1,13,14,,,,0,0,0,1,0,1,Simple,,
574,20,6,2001,Mcomeau,4750.231,6505.466,4750.225,6505.558,32,AB1,13,15,i,43,±40,0,0,1,1,1,1,Simple,,
575,20,6,2001,Mcomeau,4750.231,6505.466,4750.225,6505.558,32,AB1,13,15,f,65,,0,0,1,1,1,1,Simple,,
579,20,6,2001,Mcomeau,4750.231,6505.466,4750.225,6505.558,32,AB1,13,19,,,,0,0,0,0,1,1,Simple,,
580,20,6,2001,Mcomeau,4750.231,6505.466,4750.225,6505.558,32,AB1,13,20,b3,72,,0,0,0,0,1,1,Simple,,
581,20,6,2001,Mcomeau,4750.231,6505.466,4750.225,6505.558,32,AB1,13,20,f,32,,0,0,0,0,1,1,Simple,,
582,20,6,2001,Rvienneau,4750.227,6505.588,4750.225,6505.677,36,AB1,14,1,,,,0,1,0,0,0,1,Simple,,
585,20,6,2001,Rvienneau,4750.227,6505.588,4750.225,6505.677,36,AB1,14,4,f,62,,0,0,0,0,1,0,Simple,,
586,20,6,2001,Rvienneau,4750.227,6505.588,4750.225,6505.677,36,AB1,14,5,f,40,,0,0,0,0,1,0,Simple,,
589,20,6,2001,Rvienneau,4750.227,6505.588,4750.225,6505.677,36,AB1,14,8,f,67,,0,0,1,0,0,1,Simple,,
590,20,6,2001,Rvienneau,4750.227,6505.588,4750.225,6505.677,36,AB1,14,9,,,,0,0,0,0,0,1,Simple,,
591,20,6,2001,Rvienneau,4750.227,6505.588,4750.225,6505.677,36,AB1,14,10,,,,0,1,1,0,0,1,Simple,,
592,20,6,2001,Rvienneau,4750.227,6505.588,4750.225,6505.677,36,AB1,14,11,,,,0,1,1,0,0,1,Simple,,
593,20,6,2001,Rvienneau,4750.227,6505.588,4750.225,6505.677,36,AB1,14,12,f,40,,0,1,1,0,0,1,Simple,,
594,20,6,2001,Rvienneau,4750.227,6505.588,4750.225,6505.677,36,AB1,14,12,f,60,,0,1,1,0,0,1,Simple,,
598,20,6,2001,Rvienneau,4750.227,6505.588,4750.225,6505.677,36,AB1,14,16,i,,small,0,1,1,0,0,0,Simple,,
599,20,6,2001,Rvienneau,4750.227,6505.588,4750.225,6505.677,36,AB1,14,17,f,39,,0,1,1,0,0,0,Simple,,
600,20,6,2001,Rvienneau,4750.227,6505.588,4750.225,6505.677,36,AB1,14,18,m,51,,0,1,1,0,0,1,Simple,,
601,20,6,2001,Rvienneau,4750.227,6505.588,4750.225,6505.677,36,AB1,14,19,,,,0,0,1,0,0,1,Simple,,
602,20,6,2001,Rvienneau,4750.227,6505.588,4750.225,6505.677,36,AB1,14,20,,,,0,0,0,0,1,1,Simple,,
603,20,6,2001,Bcomeau,4750.227,6505.588,4750.225,6505.677,36,AB1,14,1,,,,0,0,0,0,1,1,Simple,,
604,20,6,2001,Bcomeau,4750.227,6505.588,4750.225,6505.677,36,AB1,14,2,f,81,,0,0,1,0,1,0,Simple,,
605,20,6,2001,Bcomeau,4750.227,6505.588,4750.225,6505.677,36,AB1,14,3,,,,0,1,1,0,1,0,Simple,,
609,20,6,2001,Bcomeau,4750.227,6505.588,4750.225,6505.677,36,AB1,14,7,i,73,canner,0,0,0,0,1,1,Simple,,
610,20,6,2001,Bcomeau,4750.227,6505.588,4750.225,6505.677,36,AB1,14,8,f,46,,0,1,0,0,0,1,Simple,,
611,20,6,2001,Bcomeau,4750.227,6505.588,4750.225,6505.677,36,AB1,14,9,i,72,canner,0,1,0,0,0,1,Simple,,
612,20,6,2001,Bcomeau,4750.227,6505.588,4750.225,6505.677,36,AB1,14,10,m,66,,0,0,1,0,1,0,Simple,,
613,20,6,2001,Bcomeau,4750.227,6505.588,4750.225,6505.677,36,AB1,14,11,,,,0,0,1,0,1,0,Simple,,
615,20,6,2001,Bcomeau,4750.227,6505.588,4750.225,6505.677,36,AB1,14,13,,,,0,0,0,0,1,0,Simple,,
617,20,6,2001,Bcomeau,4750.227,6505.588,4750.225,6505.677,36,AB1,14,15,,,,0,0,0,0,1,1,Simple,,
619,20,6,2001,Bcomeau,4750.227,6505.588,4750.225,6505.677,36,AB1,14,17,,,,0,0,1,0,1,1,Simple,,
620,20,6,2001,Bcomeau,4750.227,6505.588,4750.225,6505.677,36,AB1,14,18,,,,0,0,0,0,1,1,Simple,,
621,20,6,2001,Bcomeau,4750.227,6505.588,4750.225,6505.677,36,AB1,14,19,,,,0,0,0,0,1,1,Simple,,
622,20,6,2001,Bcomeau,4750.227,6505.588,4750.225,6505.677,36,AB1,14,20,,,,0,0,0,0,1,1,Simple,,
623,20,6,2001,Mcomeau,4750.215,6505.793,4750.214,6505.681,39,AB1,15,1,,,,0,0,0,0,1,1,Simple,,
624,20,6,2001,Mcomeau,4750.215,6505.793,4750.214,6505.681,39,AB1,15,2,m,46,,0,0,0,0,1,1,Simple,,
625,20,6,2001,Mcomeau,4750.215,6505.793,4750.214,6505.681,39,AB1,15,3,f,48,,0,0,0,0,1,1,Simple,,
626,20,6,2001,Mcomeau,4750.215,6505.793,4750.214,6505.681,39,AB1,15,4,,,,0,0,0,0,1,1,Simple,,
