Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Transect,Trans,section,sexe,LC,Escape,Sa,Va,Du,Al,Gr,Ca,type,commentaire,fond,,Début - lat.,Début - long.,Fin - lat.,Fin - long.
276,22,6,2000,Mcomeau,4750.236,6505.239,4750.237,6505.316,,AB1,7,8,,,,0,0,1,0,1,0,simple,,dur gravier simple,,47.83726667,65.08731667,47.83728333,65.0886
278,22,6,2000,Mcomeau,4750.236,6505.239,4750.237,6505.316,,AB1,7,10,,,,0,0,0,0,1,1,simple,,gravier cailloux simple,,47.83726667,65.08731667,47.83728333,65.0886
279,22,6,2000,Mcomeau,4750.236,6505.239,4750.237,6505.316,,AB1,7,11,,,,0,0,0,0,1,1,simple,"casier, 1canF+1marF",gravier cailloux simple,,47.83726667,65.08731667,47.83728333,65.0886
280,22,6,2000,Mcomeau,4750.236,6505.239,4750.237,6505.316,,AB1,7,12,m,42,,0,0,0,0,1,1,simple,,gravier cailloux simple,,47.83726667,65.08731667,47.83728333,65.0886
281,22,6,2000,Mcomeau,4750.236,6505.239,4750.237,6505.316,,AB1,7,13,,,,0,0,0,0,1,1,simple,,gravier cailloux simple,,47.83726667,65.08731667,47.83728333,65.0886
282,22,6,2000,Mcomeau,4750.236,6505.239,4750.237,6505.316,,AB1,7,14,,,,0,0,0,0,1,1,simple,,gravier cailloux simple,,47.83726667,65.08731667,47.83728333,65.0886
284,22,6,2000,Mcomeau,4750.236,6505.239,4750.237,6505.316,,AB1,7,16,,,,0,0,1,0,1,0,simple,,dur gravier simple,,47.83726667,65.08731667,47.83728333,65.0886
285,22,6,2000,Mcomeau,4750.236,6505.239,4750.237,6505.316,,AB1,7,17,,,,0,0,0,0,1,1,simple,,gravier cailloux simple,,47.83726667,65.08731667,47.83728333,65.0886
287,22,6,2000,Mcomeau,4750.236,6505.239,4750.237,6505.316,,AB1,7,19,,,,0,0,1,0,1,1,simple,"casier, 1canF",dur gravier cailloux simple,,47.83726667,65.08731667,47.83728333,65.0886
288,22,6,2000,Mcomeau,4750.236,6505.239,4750.237,6505.316,,AB1,7,20,,,,0,0,1,0,1,1,simple,,dur gravier cailloux simple,,47.83726667,65.08731667,47.83728333,65.0886
291,22,6,2000,Elandry,4750.228,6505.436,4750.217,6505.517,,AB1,8,3,f,35,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.83713333,65.0906,47.83695,65.09195
296,22,6,2000,Elandry,4750.228,6505.436,4750.217,6505.517,,AB1,8,8,,,,0,0,1,1,0,1,Complexe,,dur algue cailloux complexe,,47.83713333,65.0906,47.83695,65.09195
297,22,6,2000,Elandry,4750.228,6505.436,4750.217,6505.517,,AB1,8,9,,,,0,0,1,1,0,1,Complexe,,dur algue cailloux complexe,,47.83713333,65.0906,47.83695,65.09195
298,22,6,2000,Elandry,4750.228,6505.436,4750.217,6505.517,,AB1,8,10,,,,0,0,1,1,0,1,Complexe,,dur algue cailloux complexe,,47.83713333,65.0906,47.83695,65.09195
299,22,6,2000,Elandry,4750.228,6505.436,4750.217,6505.517,,AB1,8,11,m,62,,0,0,1,1,0,1,Complexe,,dur algue cailloux complexe,,47.83713333,65.0906,47.83695,65.09195
300,22,6,2000,Elandry,4750.228,6505.436,4750.217,6505.517,,AB1,8,12,,,,0,0,1,1,0,1,Complexe,,dur algue cailloux simple complexe,,47.83713333,65.0906,47.83695,65.09195
301,22,6,2000,Elandry,4750.228,6505.436,4750.217,6505.517,,AB1,8,13,,,,0,0,1,1,0,1,Complexe,,dur algue cailloux complexe,,47.83713333,65.0906,47.83695,65.09195
302,22,6,2000,Elandry,4750.228,6505.436,4750.217,6505.517,,AB1,8,14,,,,0,0,1,1,0,1,Complexe,,dur algue cailloux complexe,,47.83713333,65.0906,47.83695,65.09195
303,22,6,2000,Elandry,4750.228,6505.436,4750.217,6505.517,,AB1,8,15,f,34,,0,0,1,1,0,1,Complexe,,dur algue cailloux complexe,,47.83713333,65.0906,47.83695,65.09195
304,22,6,2000,Elandry,4750.228,6505.436,4750.217,6505.517,,AB1,8,16,,,,0,0,1,1,0,1,Complexe,,dur algue cailloux complexe,,47.83713333,65.0906,47.83695,65.09195
305,22,6,2000,Elandry,4750.228,6505.436,4750.217,6505.517,,AB1,8,17,,,,0,0,1,1,0,1,Complexe,,dur algue cailloux complexe,,47.83713333,65.0906,47.83695,65.09195
311,22,6,2000,Mcomeau,4750.228,6505.436,4750.217,6505.517,,AB1,8,3,,,,0,0,1,1,0,1,simple,,dur algue cailloux simple,,47.83713333,65.0906,47.83695,65.09195
317,22,6,2000,Mcomeau,4750.228,6505.436,4750.217,6505.517,,AB1,8,9,f,59,,0,0,1,1,0,0,simple,,dur algue simple,,47.83713333,65.0906,47.83695,65.09195
324,22,6,2000,Mcomeau,4750.228,6505.436,4750.217,6505.517,,AB1,8,16,f,92,,0,0,0,1,1,1,simple,,algue gravier cailloux simple,,47.83713333,65.0906,47.83695,65.09195
325,22,6,2000,Mcomeau,4750.228,6505.436,4750.217,6505.517,,AB1,8,17,m,35,,0,0,0,1,1,0,simple,,algue gravier simple,,47.83713333,65.0906,47.83695,65.09195
326,22,6,2000,Mcomeau,4750.228,6505.436,4750.217,6505.517,,AB1,8,17,f,65,,0,0,0,1,1,0,simple,,algue gravier simple,,47.83713333,65.0906,47.83695,65.09195
330,22,6,2000,Elandry,4750.261,6505.361,4750.241,6505.436,,AB1,9,1,,,,0,0,1,0,1,0,simple,,dur gravier simple,,47.83768333,65.08935,47.83735,65.0906
331,22,6,2000,Elandry,4750.261,6505.361,4750.241,6505.436,,AB1,9,2,,,,0,0,1,0,1,0,simple,,dur gravier simple,,47.83768333,65.08935,47.83735,65.0906
332,22,6,2000,Elandry,4750.261,6505.361,4750.241,6505.436,,AB1,9,3,,,,0,0,1,0,1,0,simple,,dur gravier simple,,47.83768333,65.08935,47.83735,65.0906
333,22,6,2000,Elandry,4750.261,6505.361,4750.241,6505.436,,AB1,9,4,,,,0,0,1,0,1,0,simple,,dur gravier simple,,47.83768333,65.08935,47.83735,65.0906
334,22,6,2000,Elandry,4750.261,6505.361,4750.241,6505.436,,AB1,9,5,,,,0,0,1,0,1,1,simple,,dur gravier cailloux simple,,47.83768333,65.08935,47.83735,65.0906
335,22,6,2000,Elandry,4750.261,6505.361,4750.241,6505.436,,AB1,9,6,f,31,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.83768333,65.08935,47.83735,65.0906
336,22,6,2000,Elandry,4750.261,6505.361,4750.241,6505.436,,AB1,9,7,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.83768333,65.08935,47.83735,65.0906
337,22,6,2000,Elandry,4750.261,6505.361,4750.241,6505.436,,AB1,9,8,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.83768333,65.08935,47.83735,65.0906
341,22,6,2000,Elandry,4750.261,6505.361,4750.241,6505.436,,AB1,9,12,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.83768333,65.08935,47.83735,65.0906
342,22,6,2000,Elandry,4750.261,6505.361,4750.241,6505.436,,AB1,9,13,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.83768333,65.08935,47.83735,65.0906
343,22,6,2000,Elandry,4750.261,6505.361,4750.241,6505.436,,AB1,9,14,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.83768333,65.08935,47.83735,65.0906
344,22,6,2000,Elandry,4750.261,6505.361,4750.241,6505.436,,AB1,9,15,,,,0,0,1,0,1,0,simple,,dur gravier simple,,47.83768333,65.08935,47.83735,65.0906
345,22,6,2000,Elandry,4750.261,6505.361,4750.241,6505.436,,AB1,9,16,,,,1,0,0,0,1,0,simple,,sable gravier simple,,47.83768333,65.08935,47.83735,65.0906
346,22,6,2000,Elandry,4750.261,6505.361,4750.241,6505.436,,AB1,9,17,f,47,,0,0,1,0,1,0,simple,,dur gravier simple,,47.83768333,65.08935,47.83735,65.0906
347,22,6,2000,Elandry,4750.261,6505.361,4750.241,6505.436,,AB1,9,18,,,,0,0,1,0,1,0,simple,,dur gravier simple,,47.83768333,65.08935,47.83735,65.0906
348,22,6,2000,Elandry,4750.261,6505.361,4750.241,6505.436,,AB1,9,19,,,,0,0,1,0,1,0,simple,,dur gravier simple,,47.83768333,65.08935,47.83735,65.0906
349,22,6,2000,Elandry,4750.261,6505.361,4750.241,6505.436,,AB1,9,20,,,,0,0,1,0,1,0,simple,,dur gravier simple,,47.83768333,65.08935,47.83735,65.0906
350,22,6,2000,Glandry,4750.261,6505.361,4750.241,6505.436,,AB1,9,1,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.83768333,65.08935,47.83735,65.0906
351,22,6,2000,Glandry,4750.261,6505.361,4750.241,6505.436,,AB1,9,2,,,,0,0,1,0,1,0,simple,,dur gravier simple,,47.83768333,65.08935,47.83735,65.0906
352,22,6,2000,Glandry,4750.261,6505.361,4750.241,6505.436,,AB1,9,3,,,,0,0,1,0,1,0,simple,,dur gravier simple,,47.83768333,65.08935,47.83735,65.0906
353,22,6,2000,Glandry,4750.261,6505.361,4750.241,6505.436,,AB1,9,4,,,,0,0,1,0,1,0,simple,,dur gravier simple,,47.83768333,65.08935,47.83735,65.0906
354,22,6,2000,Glandry,4750.261,6505.361,4750.241,6505.436,,AB1,9,5,,,,0,0,1,0,1,1,simple,,dur gravier cailloux simple,,47.83768333,65.08935,47.83735,65.0906
355,22,6,2000,Glandry,4750.261,6505.361,4750.241,6505.436,,AB1,9,6,f,40,,0,0,1,0,0,0,simple,,dur simple,,47.83768333,65.08935,47.83735,65.0906
356,22,6,2000,Glandry,4750.261,6505.361,4750.241,6505.436,,AB1,9,6,b,75,,0,0,1,0,0,0,simple,,dur simple,,47.83768333,65.08935,47.83735,65.0906
357,22,6,2000,Glandry,4750.261,6505.361,4750.241,6505.436,,AB1,9,7,f,62,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.83768333,65.08935,47.83735,65.0906
358,22,6,2000,Glandry,4750.261,6505.361,4750.241,6505.436,,AB1,9,7,f,81,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.83768333,65.08935,47.83735,65.0906
359,22,6,2000,Glandry,4750.261,6505.361,4750.241,6505.436,,AB1,9,8,m,86,,0,0,1,0,1,1,simple,,vase dure gravier cailloux simple,,47.83768333,65.08935,47.83735,65.0906
360,22,6,2000,Glandry,4750.261,6505.361,4750.241,6505.436,,AB1,9,8,f,50,,0,1,1,0,1,1,simple,,vase dure gravier cailloux simple,,47.83768333,65.08935,47.83735,65.0906
361,22,6,2000,Glandry,4750.261,6505.361,4750.241,6505.436,,AB1,9,8,m,60,,0,1,1,0,1,1,simple,,vase dure gravier cailloux simple,,47.83768333,65.08935,47.83735,65.0906
362,22,6,2000,Glandry,4750.261,6505.361,4750.241,6505.436,,AB1,9,8,m,78,,0,1,1,0,1,1,simple,,vase dure gravier cailloux simple,,47.83768333,65.08935,47.83735,65.0906
363,22,6,2000,Glandry,4750.261,6505.361,4750.241,6505.436,,AB1,9,8,b,88,,0,1,1,0,1,1,simple,,vase dure gravier cailloux simple,,47.83768333,65.08935,47.83735,65.0906
364,22,6,2000,Glandry,4750.261,6505.361,4750.241,6505.436,,AB1,9,9,f,32,,0,1,1,0,0,0,simple,,dur simple,,47.83768333,65.08935,47.83735,65.0906
367,22,6,2000,Glandry,4750.261,6505.361,4750.241,6505.436,,AB1,9,12,f,31,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.83768333,65.08935,47.83735,65.0906
369,22,6,2000,Glandry,4750.261,6505.361,4750.241,6505.436,,AB1,9,14,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.83768333,65.08935,47.83735,65.0906
370,22,6,2000,Glandry,4750.261,6505.361,4750.241,6505.436,,AB1,9,15,m,26,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.83768333,65.08935,47.83735,65.0906
371,22,6,2000,Glandry,4750.261,6505.361,4750.241,6505.436,,AB1,9,16,,,,1,0,0,0,1,0,simple,,sable gravier simple,,47.83768333,65.08935,47.83735,65.0906
372,22,6,2000,Glandry,4750.261,6505.361,4750.241,6505.436,,AB1,9,17,,,,1,0,0,0,1,0,simple,,sable vase gravier simple,,47.83768333,65.08935,47.83735,65.0906
373,22,6,2000,Glandry,4750.261,6505.361,4750.241,6505.436,,AB1,9,18,,,,0,1,1,0,1,0,simple,,dur gravier simple,,47.83768333,65.08935,47.83735,65.0906
374,22,6,2000,Glandry,4750.261,6505.361,4750.241,6505.436,,AB1,9,19,f,64,,0,0,1,0,1,0,simple,,dur gravier simple,,47.83768333,65.08935,47.83735,65.0906
375,22,6,2000,Glandry,4750.261,6505.361,4750.241,6505.436,,AB1,9,20,,,,0,0,1,0,1,0,simple,,dur gravier simple,,47.83768333,65.08935,47.83735,65.0906
376,22,6,2000,Elandry,4750.248,6505.796,4750.257,6505.575,,AB1,10,1,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.83746667,65.0966,47.83761667,65.09291667
377,22,6,2000,Elandry,4750.248,6505.796,4750.257,6505.575,,AB1,10,2,m,42,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.83746667,65.0966,47.83761667,65.09291667
378,22,6,2000,Elandry,4750.248,6505.796,4750.257,6505.575,,AB1,10,2,f,35,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.83746667,65.0966,47.83761667,65.09291667
384,22,6,2000,Elandry,4750.248,6505.796,4750.257,6505.575,,AB1,10,8,m,55,,0,0,1,0,0,0,simple,,dur simple,,47.83746667,65.0966,47.83761667,65.09291667
385,22,6,2000,Elandry,4750.248,6505.796,4750.257,6505.575,,AB1,10,8,f,40,,0,0,1,0,0,0,simple,,dur simple,,47.83746667,65.0966,47.83761667,65.09291667
386,22,6,2000,Elandry,4750.248,6505.796,4750.257,6505.575,,AB1,10,8,f,32,,0,0,1,0,0,0,simple,,dur simple,,47.83746667,65.0966,47.83761667,65.09291667
387,22,6,2000,Elandry,4750.248,6505.796,4750.257,6505.575,,AB1,10,9,,,,0,0,1,0,0,0,simple,,dur simple,,47.83746667,65.0966,47.83761667,65.09291667
388,22,6,2000,Elandry,4750.248,6505.796,4750.257,6505.575,,AB1,10,10,f,40,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.83746667,65.0966,47.83761667,65.09291667
389,22,6,2000,Elandry,4750.248,6505.796,4750.257,6505.575,,AB1,10,10,m,45,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.83746667,65.0966,47.83761667,65.09291667
392,22,6,2000,Elandry,4750.248,6505.796,4750.257,6505.575,,AB1,10,13,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.83746667,65.0966,47.83761667,65.09291667
393,22,6,2000,Elandry,4750.248,6505.796,4750.257,6505.575,,AB1,10,14,m,50,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.83746667,65.0966,47.83761667,65.09291667
394,22,6,2000,Elandry,4750.248,6505.796,4750.257,6505.575,,AB1,10,15,i,,1,0,0,1,0,0,1,simple,,dur cailloux simple,,47.83746667,65.0966,47.83761667,65.09291667
395,22,6,2000,Elandry,4750.248,6505.796,4750.257,6505.575,,AB1,10,16,f,58,,0,0,1,0,0,0,simple,,dur simple,,47.83746667,65.0966,47.83761667,65.09291667
397,22,6,2000,Elandry,4750.248,6505.796,4750.257,6505.575,,AB1,10,18,m,41,,0,0,1,0,0,0,simple,,dur simple,,47.83746667,65.0966,47.83761667,65.09291667
400,22,6,2000,Glandry,4750.248,6505.796,4750.257,6505.575,,AB1,10,1,f,51,,0,0,1,0,1,1,simple,,dur gravier cailloux simple,,47.83746667,65.0966,47.83761667,65.09291667
401,22,6,2000,Glandry,4750.248,6505.796,4750.257,6505.575,,AB1,10,1,m,63,,0,0,1,0,1,1,simple,,dur gravier cailloux simple,,47.83746667,65.0966,47.83761667,65.09291667
402,22,6,2000,Glandry,4750.248,6505.796,4750.257,6505.575,,AB1,10,2,m,53,,0,0,0,0,1,1,simple,,vase gravier cailloux simple,,47.83746667,65.0966,47.83761667,65.09291667
403,22,6,2000,Glandry,4750.248,6505.796,4750.257,6505.575,,AB1,10,3,,,,0,1,1,0,0,1,simple,,dur cailloux simple,,47.83746667,65.0966,47.83761667,65.09291667
404,22,6,2000,Glandry,4750.248,6505.796,4750.257,6505.575,,AB1,10,4,,,,0,0,1,0,1,0,simple,,dur gravier simple,,47.83746667,65.0966,47.83761667,65.09291667
405,22,6,2000,Glandry,4750.248,6505.796,4750.257,6505.575,,AB1,10,5,,,,0,0,1,0,1,0,simple,,dur gravier simple,,47.83746667,65.0966,47.83761667,65.09291667
406,22,6,2000,Glandry,4750.248,6505.796,4750.257,6505.575,,AB1,10,6,,,,0,0,1,0,1,0,simple,,dur gravier simple,,47.83746667,65.0966,47.83761667,65.09291667
407,22,6,2000,Glandry,4750.248,6505.796,4750.257,6505.575,,AB1,10,7,,,,0,0,1,0,1,0,simple,"casier,69Fov,51f",dur gravier simple,,47.83746667,65.0966,47.83761667,65.09291667
409,22,6,2000,Glandry,4750.248,6505.796,4750.257,6505.575,,AB1,10,8,i,,1,0,0,1,0,1,0,simple,,dur gravier simple,,47.83746667,65.0966,47.83761667,65.09291667
410,22,6,2000,Glandry,4750.248,6505.796,4750.257,6505.575,,AB1,10,9,f,28,,0,0,1,0,1,0,simple,,dur gravier simple,,47.83746667,65.0966,47.83761667,65.09291667
411,22,6,2000,Glandry,4750.248,6505.796,4750.257,6505.575,,AB1,10,10,f,85,,0,0,1,0,1,0,simple,,dur gravier simple,,47.83746667,65.0966,47.83761667,65.09291667
412,22,6,2000,Glandry,4750.248,6505.796,4750.257,6505.575,,AB1,10,10,m,42,,0,0,1,0,1,0,simple,,dur gravier simple,,47.83746667,65.0966,47.83761667,65.09291667
415,22,6,2000,Glandry,4750.248,6505.796,4750.257,6505.575,,AB1,10,13,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.83746667,65.0966,47.83761667,65.09291667
416,22,6,2000,Glandry,4750.248,6505.796,4750.257,6505.575,,AB1,10,14,f,86,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.83746667,65.0966,47.83761667,65.09291667
417,22,6,2000,Glandry,4750.248,6505.796,4750.257,6505.575,,AB1,10,15,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.83746667,65.0966,47.83761667,65.09291667
418,22,6,2000,Glandry,4750.248,6505.796,4750.257,6505.575,,AB1,10,16,m,13,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.83746667,65.0966,47.83761667,65.09291667
419,22,6,2000,Glandry,4750.248,6505.796,4750.257,6505.575,,AB1,10,17,,,,0,0,1,0,1,0,simple,,dur gravier simple,,47.83746667,65.0966,47.83761667,65.09291667
471,23,6,2000,Mcomeau,4750.098,6505.93,4750.087,6506.013,,AB1,12,9,m,43,,0,0,1,1,0,1,Complexe,,dur algue cailloux complexe,,47.83496667,65.09883333,47.83478333,65.10021667
472,23,6,2000,Mcomeau,4750.098,6505.93,4750.087,6506.013,,AB1,12,9,m,50,,0,0,1,1,0,1,Complexe,,dur algue cailloux complexe,,47.83496667,65.09883333,47.83478333,65.10021667
473,23,6,2000,Mcomeau,4750.098,6505.93,4750.087,6506.013,,AB1,12,9,b3,75,,0,0,1,1,0,1,Complexe,stade d'oeuf 3,dur algue cailloux complexe,,47.83496667,65.09883333,47.83478333,65.10021667
474,23,6,2000,Mcomeau,4750.098,6505.93,4750.087,6506.013,,AB1,12,10,,,,0,0,1,1,0,1,Complexe,,dur algue cailloux complexe,,47.83496667,65.09883333,47.83478333,65.10021667
475,23,6,2000,Mcomeau,4750.098,6505.93,4750.087,6506.013,,AB1,12,11,m,38,,0,0,1,1,0,1,Complexe,,dur algue cailloux complexe,,47.83496667,65.09883333,47.83478333,65.10021667
476,23,6,2000,Mcomeau,4750.098,6505.93,4750.087,6506.013,,AB1,12,11,m,42,,0,0,1,1,0,1,Complexe,,dur algue cailloux complexe,,47.83496667,65.09883333,47.83478333,65.10021667
477,23,6,2000,Mcomeau,4750.098,6505.93,4750.087,6506.013,,AB1,12,12,f,45,,0,0,1,1,0,1,Complexe,,dur algue cailloux complexe,,47.83496667,65.09883333,47.83478333,65.10021667
479,23,6,2000,Mcomeau,4750.098,6505.93,4750.087,6506.013,,AB1,12,14,,,,0,0,1,1,0,1,Complexe,,dur algue cailloux simple complexe,,47.83496667,65.09883333,47.83478333,65.10021667
480,23,6,2000,Mcomeau,4750.098,6505.93,4750.087,6506.013,,AB1,12,15,,,,0,0,1,1,0,1,Complexe,,dur algue cailloux simple complexe,,47.83496667,65.09883333,47.83478333,65.10021667
481,23,6,2000,Mcomeau,4750.098,6505.93,4750.087,6506.013,,AB1,12,16,,,,0,0,1,1,0,1,Complexe,,dur algue cailloux complexe,,47.83496667,65.09883333,47.83478333,65.10021667
482,23,6,2000,Mcomeau,4750.098,6505.93,4750.087,6506.013,,AB1,12,17,,,,0,0,1,1,0,1,simple,,dur algue cailloux simple,,47.83496667,65.09883333,47.83478333,65.10021667
483,23,6,2000,Mcomeau,4750.098,6505.93,4750.087,6506.013,,AB1,12,18,,,,0,0,1,0,1,1,simple,,dur gravier cailloux simple,,47.83496667,65.09883333,47.83478333,65.10021667
494,23,6,2000,Glandry,4750.098,6505.93,4750.087,6506.013,,AB1,12,9,,,,0,0,1,1,0,1,Complexe,,dur algue cailloux complexe,,47.83496667,65.09883333,47.83478333,65.10021667
495,23,6,2000,Glandry,4750.098,6505.93,4750.087,6506.013,,AB1,12,10,,,,0,0,1,1,0,1,Complexe,,dur algue cailloux complexe,,47.83496667,65.09883333,47.83478333,65.10021667
496,23,6,2000,Glandry,4750.098,6505.93,4750.087,6506.013,,AB1,12,11,m,65,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.83496667,65.09883333,47.83478333,65.10021667
497,23,6,2000,Glandry,4750.098,6505.93,4750.087,6506.013,,AB1,12,11,f,31,,0,0,1,1,0,1,Complexe,,dur algue cailloux complexe,,47.83496667,65.09883333,47.83478333,65.10021667
498,23,6,2000,Glandry,4750.098,6505.93,4750.087,6506.013,,AB1,12,11,f,44,,0,0,1,1,0,1,Complexe,,dur algue cailloux complexe,,47.83496667,65.09883333,47.83478333,65.10021667
499,23,6,2000,Glandry,4750.098,6505.93,4750.087,6506.013,,AB1,12,12,,,,0,0,1,1,0,1,Complexe,,dur algue cailloux complexe,,47.83496667,65.09883333,47.83478333,65.10021667
500,23,6,2000,Glandry,4750.098,6505.93,4750.087,6506.013,,AB1,12,13,,,,0,0,1,1,0,1,Complexe,,dur algue cailloux complexe,,47.83496667,65.09883333,47.83478333,65.10021667
501,23,6,2000,Glandry,4750.098,6505.93,4750.087,6506.013,,AB1,12,14,,,,0,0,1,1,0,1,Complexe,,dur algue cailloux complexe,,47.83496667,65.09883333,47.83478333,65.10021667
502,23,6,2000,Glandry,4750.098,6505.93,4750.087,6506.013,,AB1,12,15,f,37,,0,0,1,1,0,1,Complexe,,dur algue cailloux complexe,,47.83496667,65.09883333,47.83478333,65.10021667
503,23,6,2000,Glandry,4750.098,6505.93,4750.087,6506.013,,AB1,12,16,,,,0,0,1,1,0,1,Complexe,,dur algue cailloux complexe,,47.83496667,65.09883333,47.83478333,65.10021667
504,23,6,2000,Glandry,4750.098,6505.93,4750.087,6506.013,,AB1,12,17,f,38,,0,0,1,0,0,1,Complexe,,dur cailloux complexe,,47.83496667,65.09883333,47.83478333,65.10021667
505,23,6,2000,Glandry,4750.098,6505.93,4750.087,6506.013,,AB1,12,18,,,,0,0,1,1,0,1,Complexe,,dur algue cailloux complexe,,47.83496667,65.09883333,47.83478333,65.10021667
508,23,6,2000,Mcomeau,4750.12,6505.863,4750.103,6505.886,,AB1,13,1,,,,0,0,1,1,0,1,simple,,dur algue cailloux simple,,47.83533333,65.09771667,47.83505,65.0981
509,23,6,2000,Mcomeau,4750.12,6505.863,4750.103,6505.886,,AB1,13,2,m,64,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.83533333,65.09771667,47.83505,65.0981
510,23,6,2000,Mcomeau,4750.12,6505.863,4750.103,6505.886,,AB1,13,3,m,52,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.83533333,65.09771667,47.83505,65.0981
511,23,6,2000,Mcomeau,4750.12,6505.863,4750.103,6505.886,,AB1,13,3,f,32,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.83533333,65.09771667,47.83505,65.0981
512,23,6,2000,Mcomeau,4750.12,6505.863,4750.103,6505.886,,AB1,13,4,m,22,,0,0,1,0,0,1,Complexe,,dur cailloux complexe,,47.83533333,65.09771667,47.83505,65.0981
513,23,6,2000,Mcomeau,4750.12,6505.863,4750.103,6505.886,,AB1,13,5,,,,0,0,1,0,0,1,Complexe,,dur cailloux complexe,,47.83533333,65.09771667,47.83505,65.0981
514,23,6,2000,Mcomeau,4750.12,6505.863,4750.103,6505.886,,AB1,13,6,,,,0,0,1,0,1,1,Complexe,,dur gravier cailloux complexe,,47.83533333,65.09771667,47.83505,65.0981
515,23,6,2000,Mcomeau,4750.12,6505.863,4750.103,6505.886,,AB1,13,7,,,,0,0,1,0,1,1,simple,,dur gravier cailloux simple,,47.83533333,65.09771667,47.83505,65.0981
516,23,6,2000,Mcomeau,4750.12,6505.863,4750.103,6505.886,,AB1,13,8,,,,0,0,1,0,1,1,simple,,dur gravier cailloux simple,,47.83533333,65.09771667,47.83505,65.0981
517,23,6,2000,Mcomeau,4750.12,6505.863,4750.103,6505.886,,AB1,13,9,m,32,,0,0,1,0,1,1,Complexe,,dur gravier cailloux complexe,,47.83533333,65.09771667,47.83505,65.0981
520,23,6,2000,Mcomeau,4750.12,6505.863,4750.103,6505.886,,AB1,13,12,,,,0,0,1,1,0,1,simple,,dur algue cailloux simple,,47.83533333,65.09771667,47.83505,65.0981
523,23,6,2000,Mcomeau,4750.12,6505.863,4750.103,6505.886,,AB1,13,15,,,,0,0,1,1,0,1,simple,,dur algue cailloux simple,,47.83533333,65.09771667,47.83505,65.0981
529,23,6,2000,Glandry,4750.12,6505.863,4750.103,6505.886,,AB1,13,1,,,,0,0,1,1,0,1,Complexe,,dur algue cailloux complexe,,47.83533333,65.09771667,47.83505,65.0981
530,23,6,2000,Glandry,4750.12,6505.863,4750.103,6505.886,,AB1,13,2,f,45,,0,0,1,1,0,1,Complexe,,dur algue cailloux complexe,,47.83533333,65.09771667,47.83505,65.0981
532,23,6,2000,Glandry,4750.12,6505.863,4750.103,6505.886,,AB1,13,4,m,40,,0,0,1,0,0,1,Complexe,,dur cailloux simple complexe,,47.83533333,65.09771667,47.83505,65.0981
533,23,6,2000,Glandry,4750.12,6505.863,4750.103,6505.886,,AB1,13,4,m,29,,0,0,1,0,0,1,Complexe,,dur cailloux simple complexe,,47.83533333,65.09771667,47.83505,65.0981
534,23,6,2000,Glandry,4750.12,6505.863,4750.103,6505.886,,AB1,13,5,,,,0,0,1,0,0,1,Complexe,,dur cailloux complexe,,47.83533333,65.09771667,47.83505,65.0981
535,23,6,2000,Glandry,4750.12,6505.863,4750.103,6505.886,,AB1,13,6,i,,1,0,0,1,0,0,1,simple,,dur cailloux simple,,47.83533333,65.09771667,47.83505,65.0981
536,23,6,2000,Glandry,4750.12,6505.863,4750.103,6505.886,,AB1,13,7,,,,0,0,1,0,0,1,simple,,vase dure cailloux simple,,47.83533333,65.09771667,47.83505,65.0981
537,23,6,2000,Glandry,4750.12,6505.863,4750.103,6505.886,,AB1,13,8,,,,0,1,1,0,0,1,simple,,vase dure cailloux simple,,47.83533333,65.09771667,47.83505,65.0981
538,23,6,2000,Glandry,4750.12,6505.863,4750.103,6505.886,,AB1,13,9,m,43,,0,1,1,0,0,1,Complexe,,dur cailloux complexe,,47.83533333,65.09771667,47.83505,65.0981
