Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Transect,Trans,section,sexe,LC,Escape,Sa,Va,Du,Al,Gr,Ca,type,commentaire,fond,,Début - lat.,Début - long.,Fin - lat.,Fin - long.
539,23,6,2000,Glandry,4750.12,6505.863,4750.103,6505.886,,AB1,13,10,m,66,,0,1,0,0,0,1,Complexe,,vase cailloux complexe,,47.83533333,65.09771667,47.83505,65.0981
540,23,6,2000,Glandry,4750.12,6505.863,4750.103,6505.886,,AB1,13,10,f,27,,0,1,0,0,0,1,Complexe,,vase cailloux complexe,,47.83533333,65.09771667,47.83505,65.0981
543,23,6,2000,Glandry,4750.12,6505.863,4750.103,6505.886,,AB1,13,13,f,39,,0,1,1,0,0,1,simple,,dur cailloux simple,,47.83533333,65.09771667,47.83505,65.0981
544,23,6,2000,Glandry,4750.12,6505.863,4750.103,6505.886,,AB1,13,14,,,,0,0,1,1,0,1,Complexe,,dur algue cailloux complexe,,47.83533333,65.09771667,47.83505,65.0981
545,23,6,2000,Glandry,4750.12,6505.863,4750.103,6505.886,,AB1,13,15,f,30,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.83533333,65.09771667,47.83505,65.0981
557,26,6,2000,Elandry,4749.633,6509.833,4749.624,6509.916,,GA1,14,7,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82721667,65.16388333,47.82706667,65.16526667
558,26,6,2000,Elandry,4749.633,6509.833,4749.624,6509.916,,GA1,14,8,m,44,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82721667,65.16388333,47.82706667,65.16526667
561,26,6,2000,Elandry,4749.633,6509.833,4749.624,6509.916,,GA1,14,11,,,,0,0,1,0,1,1,simple,,dur gravier cailloux simple,,47.82721667,65.16388333,47.82706667,65.16526667
562,26,6,2000,Elandry,4749.633,6509.833,4749.624,6509.916,,GA1,14,12,f,34,,0,0,1,0,1,1,simple,,dur gravier cailloux simple,,47.82721667,65.16388333,47.82706667,65.16526667
563,26,6,2000,Elandry,4749.633,6509.833,4749.624,6509.916,,GA1,14,13,,,,0,0,1,0,1,1,simple,,dur gravier cailloux simple,,47.82721667,65.16388333,47.82706667,65.16526667
564,26,6,2000,Elandry,4749.633,6509.833,4749.624,6509.916,,GA1,14,14,b,77,,0,0,1,0,1,1,simple,,dur gravier cailloux simple,,47.82721667,65.16388333,47.82706667,65.16526667
565,26,6,2000,Elandry,4749.633,6509.833,4749.624,6509.916,,GA1,14,15,f,74,,0,0,1,0,0,0,simple,,dur simple,,47.82721667,65.16388333,47.82706667,65.16526667
566,26,6,2000,Elandry,4749.633,6509.833,4749.624,6509.916,,GA1,14,16,m,56,,0,0,1,0,0,0,simple,,dur simple,,47.82721667,65.16388333,47.82706667,65.16526667
567,26,6,2000,Elandry,4749.633,6509.833,4749.624,6509.916,,GA1,14,17,f,29,,0,0,1,0,0,0,simple,,dur simple,,47.82721667,65.16388333,47.82706667,65.16526667
568,26,6,2000,Elandry,4749.633,6509.833,4749.624,6509.916,,GA1,14,18,m,67,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82721667,65.16388333,47.82706667,65.16526667
569,26,6,2000,Elandry,4749.633,6509.833,4749.624,6509.916,,GA1,14,19,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82721667,65.16388333,47.82706667,65.16526667
571,26,6,2000,Glandry,4749.633,6509.833,4749.624,6509.916,,GA1,14,1,m,25,,0,0,1,0,0,0,simple,,dur simple,,47.82721667,65.16388333,47.82706667,65.16526667
572,26,6,2000,Glandry,4749.633,6509.833,4749.624,6509.916,,GA1,14,1,i,,1,0,0,1,0,0,0,simple,,dur simple,,47.82721667,65.16388333,47.82706667,65.16526667
575,26,6,2000,Glandry,4749.633,6509.833,4749.624,6509.916,,GA1,14,4,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82721667,65.16388333,47.82706667,65.16526667
576,26,6,2000,Glandry,4749.633,6509.833,4749.624,6509.916,,GA1,14,5,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82721667,65.16388333,47.82706667,65.16526667
577,26,6,2000,Glandry,4749.633,6509.833,4749.624,6509.916,,GA1,14,6,m,65,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82721667,65.16388333,47.82706667,65.16526667
578,26,6,2000,Glandry,4749.633,6509.833,4749.624,6509.916,,GA1,14,7,i,,1,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82721667,65.16388333,47.82706667,65.16526667
579,26,6,2000,Glandry,4749.633,6509.833,4749.624,6509.916,,GA1,14,8,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82721667,65.16388333,47.82706667,65.16526667
580,26,6,2000,Glandry,4749.633,6509.833,4749.624,6509.916,,GA1,14,9,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82721667,65.16388333,47.82706667,65.16526667
581,26,6,2000,Glandry,4749.633,6509.833,4749.624,6509.916,,GA1,14,10,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82721667,65.16388333,47.82706667,65.16526667
582,26,6,2000,Glandry,4749.633,6509.833,4749.624,6509.916,,GA1,14,11,m,41,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82721667,65.16388333,47.82706667,65.16526667
583,26,6,2000,Glandry,4749.633,6509.833,4749.624,6509.916,,GA1,14,12,m,37,,0,0,1,0,0,1,Complexe,,dur cailloux complexe,,47.82721667,65.16388333,47.82706667,65.16526667
584,26,6,2000,Glandry,4749.633,6509.833,4749.624,6509.916,,GA1,14,13,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82721667,65.16388333,47.82706667,65.16526667
585,26,6,2000,Glandry,4749.633,6509.833,4749.624,6509.916,,GA1,14,14,i,,1,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82721667,65.16388333,47.82706667,65.16526667
586,26,6,2000,Glandry,4749.633,6509.833,4749.624,6509.916,,GA1,14,14,m,66,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82721667,65.16388333,47.82706667,65.16526667
587,26,6,2000,Glandry,4749.633,6509.833,4749.624,6509.916,,GA1,14,15,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82721667,65.16388333,47.82706667,65.16526667
588,26,6,2000,Glandry,4749.633,6509.833,4749.624,6509.916,,GA1,14,16,f,40,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82721667,65.16388333,47.82706667,65.16526667
589,26,6,2000,Glandry,4749.633,6509.833,4749.624,6509.916,,GA1,14,17,f,37,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82721667,65.16388333,47.82706667,65.16526667
590,26,6,2000,Glandry,4749.633,6509.833,4749.624,6509.916,,GA1,14,17,f,56,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82721667,65.16388333,47.82706667,65.16526667
591,26,6,2000,Glandry,4749.633,6509.833,4749.624,6509.916,,GA1,14,18,m,47,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82721667,65.16388333,47.82706667,65.16526667
592,26,6,2000,Glandry,4749.633,6509.833,4749.624,6509.916,,GA1,14,18,m,39,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82721667,65.16388333,47.82706667,65.16526667
593,26,6,2000,Glandry,4749.633,6509.833,4749.624,6509.916,,GA1,14,18,m,47,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82721667,65.16388333,47.82706667,65.16526667
594,26,6,2000,Glandry,4749.633,6509.833,4749.624,6509.916,,GA1,14,19,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82721667,65.16388333,47.82706667,65.16526667
596,26,6,2000,Glandry,4749.618,6509.94,4749.602,6510.022,,GA1,15,1,m,52,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82696667,65.16566667,47.8267,65.16703333
597,26,6,2000,Glandry,4749.618,6509.94,4749.602,6510.022,,GA1,15,1,m,39,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82696667,65.16566667,47.8267,65.16703333
598,26,6,2000,Glandry,4749.618,6509.94,4749.602,6510.022,,GA1,15,2,m,30,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82696667,65.16566667,47.8267,65.16703333
599,26,6,2000,Glandry,4749.618,6509.94,4749.602,6510.022,,GA1,15,2,m,39,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82696667,65.16566667,47.8267,65.16703333
600,26,6,2000,Glandry,4749.618,6509.94,4749.602,6510.022,,GA1,15,3,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82696667,65.16566667,47.8267,65.16703333
601,26,6,2000,Glandry,4749.618,6509.94,4749.602,6510.022,,GA1,15,4,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82696667,65.16566667,47.8267,65.16703333
602,26,6,2000,Glandry,4749.618,6509.94,4749.602,6510.022,,GA1,15,5,f,44,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82696667,65.16566667,47.8267,65.16703333
603,26,6,2000,Glandry,4749.618,6509.94,4749.602,6510.022,,GA1,15,6,b,70,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82696667,65.16566667,47.8267,65.16703333
604,26,6,2000,Glandry,4749.618,6509.94,4749.602,6510.022,,GA1,15,7,m,50,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82696667,65.16566667,47.8267,65.16703333
605,26,6,2000,Glandry,4749.618,6509.94,4749.602,6510.022,,GA1,15,7,f,63,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82696667,65.16566667,47.8267,65.16703333
606,26,6,2000,Glandry,4749.618,6509.94,4749.602,6510.022,,GA1,15,8,f,66,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82696667,65.16566667,47.8267,65.16703333
607,26,6,2000,Glandry,4749.618,6509.94,4749.602,6510.022,,GA1,15,9,m,57,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82696667,65.16566667,47.8267,65.16703333
608,26,6,2000,Glandry,4749.618,6509.94,4749.602,6510.022,,GA1,15,10,f,36,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82696667,65.16566667,47.8267,65.16703333
609,26,6,2000,Glandry,4749.618,6509.94,4749.602,6510.022,,GA1,15,11,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82696667,65.16566667,47.8267,65.16703333
610,26,6,2000,Glandry,4749.618,6509.94,4749.602,6510.022,,GA1,15,12,m,66,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82696667,65.16566667,47.8267,65.16703333
611,26,6,2000,Glandry,4749.618,6509.94,4749.602,6510.022,,GA1,15,13,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82696667,65.16566667,47.8267,65.16703333
612,26,6,2000,Glandry,4749.618,6509.94,4749.602,6510.022,,GA1,15,14,b,67,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82696667,65.16566667,47.8267,65.16703333
613,26,6,2000,Glandry,4749.618,6509.94,4749.602,6510.022,,GA1,15,15,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82696667,65.16566667,47.8267,65.16703333
614,26,6,2000,Glandry,4749.618,6509.94,4749.602,6510.022,,GA1,15,16,b,61,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82696667,65.16566667,47.8267,65.16703333
615,26,6,2000,Glandry,4749.618,6509.94,4749.602,6510.022,,GA1,15,17,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82696667,65.16566667,47.8267,65.16703333
616,26,6,2000,Glandry,4749.618,6509.94,4749.602,6510.022,,GA1,15,18,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82696667,65.16566667,47.8267,65.16703333
617,26,6,2000,Glandry,4749.618,6509.94,4749.602,6510.022,,GA1,15,19,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82696667,65.16566667,47.8267,65.16703333
618,26,6,2000,Glandry,4749.618,6509.94,4749.602,6510.022,,GA1,15,20,,,,0,0,1,1,0,1,Complexe,,dur algue cailloux complexe,,47.82696667,65.16566667,47.8267,65.16703333
620,26,6,2000,Elandry,4749.618,6509.94,4749.602,6510.022,,GA1,15,2,m,18,,0,0,1,0,0,0,simple,,dur simple,,47.82696667,65.16566667,47.8267,65.16703333
621,26,6,2000,Elandry,4749.618,6509.94,4749.602,6510.022,,GA1,15,3,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82696667,65.16566667,47.8267,65.16703333
622,26,6,2000,Elandry,4749.618,6509.94,4749.602,6510.022,,GA1,15,4,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82696667,65.16566667,47.8267,65.16703333
623,26,6,2000,Elandry,4749.618,6509.94,4749.602,6510.022,,GA1,15,5,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82696667,65.16566667,47.8267,65.16703333
624,26,6,2000,Elandry,4749.618,6509.94,4749.602,6510.022,,GA1,15,6,m,35,,0,0,1,0,0,0,simple,,dur simple,,47.82696667,65.16566667,47.8267,65.16703333
625,26,6,2000,Elandry,4749.618,6509.94,4749.602,6510.022,,GA1,15,7,,,,0,0,1,0,1,1,simple,,dur gravier cailloux simple,,47.82696667,65.16566667,47.8267,65.16703333
626,26,6,2000,Elandry,4749.618,6509.94,4749.602,6510.022,,GA1,15,8,i,,<67.5,0,0,1,0,1,1,simple,,dur gravier cailloux simple,,47.82696667,65.16566667,47.8267,65.16703333
627,26,6,2000,Elandry,4749.618,6509.94,4749.602,6510.022,,GA1,15,9,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82696667,65.16566667,47.8267,65.16703333
629,26,6,2000,Elandry,4749.618,6509.94,4749.602,6510.022,,GA1,15,11,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82696667,65.16566667,47.8267,65.16703333
630,26,6,2000,Elandry,4749.618,6509.94,4749.602,6510.022,,GA1,15,12,f,26,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82696667,65.16566667,47.8267,65.16703333
631,26,6,2000,Elandry,4749.618,6509.94,4749.602,6510.022,,GA1,15,12,m,42,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82696667,65.16566667,47.8267,65.16703333
632,26,6,2000,Elandry,4749.618,6509.94,4749.602,6510.022,,GA1,15,13,b,68,,0,0,1,0,1,0,simple,,dur gravier simple,,47.82696667,65.16566667,47.8267,65.16703333
633,26,6,2000,Elandry,4749.618,6509.94,4749.602,6510.022,,GA1,15,14,,,,0,0,1,0,1,0,simple,,dur gravier simple,,47.82696667,65.16566667,47.8267,65.16703333
634,26,6,2000,Elandry,4749.618,6509.94,4749.602,6510.022,,GA1,15,15,f,66,,0,0,1,0,1,0,simple,,dur gravier simple,,47.82696667,65.16566667,47.8267,65.16703333
635,26,6,2000,Elandry,4749.618,6509.94,4749.602,6510.022,,GA1,15,16,m,34,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82696667,65.16566667,47.8267,65.16703333
636,26,6,2000,Elandry,4749.618,6509.94,4749.602,6510.022,,GA1,15,17,m,44,,0,0,1,0,0,0,simple,,dur simple,,47.82696667,65.16566667,47.8267,65.16703333
637,26,6,2000,Elandry,4749.618,6509.94,4749.602,6510.022,,GA1,15,18,,,,0,0,1,0,1,0,simple,,dur gravier simple,,47.82696667,65.16566667,47.8267,65.16703333
639,26,6,2000,Elandry,4749.618,6509.94,4749.602,6510.022,,GA1,15,20,m,67,,0,0,1,0,0,0,simple,,dur simple,,47.82696667,65.16566667,47.8267,65.16703333
640,26,6,2000,Glandry,4749.575,6510.058,4749.536,6510.122,,GA1,16,1,i,,1,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82625,65.16763333,47.8256,65.1687
641,26,6,2000,Glandry,4749.575,6510.058,4749.536,6510.122,,GA1,16,2,f,56,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82625,65.16763333,47.8256,65.1687
642,26,6,2000,Glandry,4749.575,6510.058,4749.536,6510.122,,GA1,16,3,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82625,65.16763333,47.8256,65.1687
643,26,6,2000,Glandry,4749.575,6510.058,4749.536,6510.122,,GA1,16,4,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82625,65.16763333,47.8256,65.1687
644,26,6,2000,Glandry,4749.575,6510.058,4749.536,6510.122,,GA1,16,5,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82625,65.16763333,47.8256,65.1687
645,26,6,2000,Glandry,4749.575,6510.058,4749.536,6510.122,,GA1,16,6,,,,0,0,0,0,1,0,simple,,vase gravier simple,,47.82625,65.16763333,47.8256,65.1687
646,26,6,2000,Glandry,4749.575,6510.058,4749.536,6510.122,,GA1,16,7,f,61,,0,1,0,0,0,1,simple,,vase cailloux simple,,47.82625,65.16763333,47.8256,65.1687
647,26,6,2000,Glandry,4749.575,6510.058,4749.536,6510.122,,GA1,16,8,,,,0,1,1,0,1,0,simple,,dur gravier simple,,47.82625,65.16763333,47.8256,65.1687
648,26,6,2000,Glandry,4749.575,6510.058,4749.536,6510.122,,GA1,16,9,m,37,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82625,65.16763333,47.8256,65.1687
649,26,6,2000,Glandry,4749.575,6510.058,4749.536,6510.122,,GA1,16,10,,,,0,0,1,1,0,1,simple,,dur algue cailloux simple,,47.82625,65.16763333,47.8256,65.1687
650,26,6,2000,Glandry,4749.575,6510.058,4749.536,6510.122,,GA1,16,11,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82625,65.16763333,47.8256,65.1687
651,26,6,2000,Glandry,4749.575,6510.058,4749.536,6510.122,,GA1,16,12,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82625,65.16763333,47.8256,65.1687
652,26,6,2000,Glandry,4749.575,6510.058,4749.536,6510.122,,GA1,16,13,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82625,65.16763333,47.8256,65.1687
653,26,6,2000,Glandry,4749.575,6510.058,4749.536,6510.122,,GA1,16,14,,,,0,0,1,1,0,1,Complexe,,dur algue cailloux complexe,,47.82625,65.16763333,47.8256,65.1687
654,26,6,2000,Glandry,4749.575,6510.058,4749.536,6510.122,,GA1,16,15,,,,0,0,1,1,0,1,Complexe,,dur algue cailloux complexe,,47.82625,65.16763333,47.8256,65.1687
655,26,6,2000,Glandry,4749.575,6510.058,4749.536,6510.122,,GA1,16,16,,,,0,0,1,1,0,1,Complexe,,dur algue cailloux complexe,,47.82625,65.16763333,47.8256,65.1687
656,26,6,2000,Glandry,4749.575,6510.058,4749.536,6510.122,,GA1,16,17,,,,0,0,1,1,0,1,Complexe,,dur algue cailloux complexe,,47.82625,65.16763333,47.8256,65.1687
657,26,6,2000,Glandry,4749.575,6510.058,4749.536,6510.122,,GA1,16,18,,,,0,0,1,1,0,1,Complexe,,dur algue cailloux complexe,,47.82625,65.16763333,47.8256,65.1687
658,26,6,2000,Glandry,4749.575,6510.058,4749.536,6510.122,,GA1,16,19,f,57,,0,0,1,1,0,1,Complexe,,dur algue cailloux complexe,,47.82625,65.16763333,47.8256,65.1687
659,26,6,2000,Glandry,4749.575,6510.058,4749.536,6510.122,,GA1,16,20,,,,0,0,1,1,0,1,Complexe,,dur algue cailloux complexe,,47.82625,65.16763333,47.8256,65.1687
660,26,6,2000,Elandry,4749.575,6510.058,4749.536,6510.122,,GA1,16,1,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82625,65.16763333,47.8256,65.1687
661,26,6,2000,Elandry,4749.575,6510.058,4749.536,6510.122,,GA1,16,2,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82625,65.16763333,47.8256,65.1687
662,26,6,2000,Elandry,4749.575,6510.058,4749.536,6510.122,,GA1,16,3,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82625,65.16763333,47.8256,65.1687
663,26,6,2000,Elandry,4749.575,6510.058,4749.536,6510.122,,GA1,16,4,i,,1,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82625,65.16763333,47.8256,65.1687
664,26,6,2000,Elandry,4749.575,6510.058,4749.536,6510.122,,GA1,16,5,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82625,65.16763333,47.8256,65.1687
665,26,6,2000,Elandry,4749.575,6510.058,4749.536,6510.122,,GA1,16,6,m,53,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82625,65.16763333,47.8256,65.1687
666,26,6,2000,Elandry,4749.575,6510.058,4749.536,6510.122,,GA1,16,7,f,62,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82625,65.16763333,47.8256,65.1687
667,26,6,2000,Elandry,4749.575,6510.058,4749.536,6510.122,,GA1,16,8,b,67,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82625,65.16763333,47.8256,65.1687
668,26,6,2000,Elandry,4749.575,6510.058,4749.536,6510.122,,GA1,16,9,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82625,65.16763333,47.8256,65.1687
669,26,6,2000,Elandry,4749.575,6510.058,4749.536,6510.122,,GA1,16,10,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82625,65.16763333,47.8256,65.1687
670,26,6,2000,Elandry,4749.575,6510.058,4749.536,6510.122,,GA1,16,11,f,35,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82625,65.16763333,47.8256,65.1687
671,26,6,2000,Elandry,4749.575,6510.058,4749.536,6510.122,,GA1,16,11,m,60,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82625,65.16763333,47.8256,65.1687
672,26,6,2000,Elandry,4749.575,6510.058,4749.536,6510.122,,GA1,16,12,f,50,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82625,65.16763333,47.8256,65.1687
673,26,6,2000,Elandry,4749.575,6510.058,4749.536,6510.122,,GA1,16,13,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82625,65.16763333,47.8256,65.1687
674,26,6,2000,Elandry,4749.575,6510.058,4749.536,6510.122,,GA1,16,14,i,,1,0,0,1,1,0,1,simple,,dur algue cailloux simple,,47.82625,65.16763333,47.8256,65.1687
675,26,6,2000,Elandry,4749.575,6510.058,4749.536,6510.122,,GA1,16,15,m,57,,0,0,1,1,0,1,simple,,dur algue cailloux simple,,47.82625,65.16763333,47.8256,65.1687
676,26,6,2000,Elandry,4749.575,6510.058,4749.536,6510.122,,GA1,16,16,f,46,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82625,65.16763333,47.8256,65.1687
677,26,6,2000,Elandry,4749.575,6510.058,4749.536,6510.122,,GA1,16,17,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82625,65.16763333,47.8256,65.1687
678,26,6,2000,Elandry,4749.575,6510.058,4749.536,6510.122,,GA1,16,18,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82625,65.16763333,47.8256,65.1687
679,26,6,2000,Elandry,4749.575,6510.058,4749.536,6510.122,,GA1,16,19,f,42,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82625,65.16763333,47.8256,65.1687
680,26,6,2000,Elandry,4749.575,6510.058,4749.536,6510.122,,GA1,16,20,m,46,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82625,65.16763333,47.8256,65.1687
681,26,6,2000,Glandry,4749.588,6510.25,4749.594,6510.168,,GA1,17,1,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82646667,65.17083333,47.82656667,65.16946667
683,26,6,2000,Glandry,4749.588,6510.25,4749.594,6510.168,,GA1,17,3,,,,0,,1,0,0,1,simple,,dur cailloux simple,,47.82646667,65.17083333,47.82656667,65.16946667
684,26,6,2000,Glandry,4749.588,6510.25,4749.594,6510.168,,GA1,17,4,f,36,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82646667,65.17083333,47.82656667,65.16946667
685,26,6,2000,Glandry,4749.588,6510.25,4749.594,6510.168,,GA1,17,4,b,70,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82646667,65.17083333,47.82656667,65.16946667
686,26,6,2000,Glandry,4749.588,6510.25,4749.594,6510.168,,GA1,17,4,m,62,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82646667,65.17083333,47.82656667,65.16946667
687,26,6,2000,Glandry,4749.588,6510.25,4749.594,6510.168,,GA1,17,5,i,,1,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82646667,65.17083333,47.82656667,65.16946667
688,26,6,2000,Glandry,4749.588,6510.25,4749.594,6510.168,,GA1,17,5,i,,1,0,0,1,0,0,1,simple,,dur cailloux simple,,,,,
689,26,6,2000,Glandry,4749.588,6510.25,4749.594,6510.168,,GA1,17,5,m,16,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82646667,65.17083333,47.82656667,65.16946667
690,26,6,2000,Glandry,4749.588,6510.25,4749.594,6510.168,,GA1,17,6,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82646667,65.17083333,47.82656667,65.16946667
691,26,6,2000,Glandry,4749.588,6510.25,4749.594,6510.168,,GA1,17,7,f,63,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82646667,65.17083333,47.82656667,65.16946667
692,26,6,2000,Glandry,4749.588,6510.25,4749.594,6510.168,,GA1,17,8,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82646667,65.17083333,47.82656667,65.16946667
693,26,6,2000,Glandry,4749.588,6510.25,4749.594,6510.168,,GA1,17,9,f,53,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82646667,65.17083333,47.82656667,65.16946667
694,26,6,2000,Glandry,4749.588,6510.25,4749.594,6510.168,,GA1,17,10,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82646667,65.17083333,47.82656667,65.16946667
695,26,6,2000,Glandry,4749.588,6510.25,4749.594,6510.168,,GA1,17,11,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82646667,65.17083333,47.82656667,65.16946667
696,26,6,2000,Glandry,4749.588,6510.25,4749.594,6510.168,,GA1,17,12,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82646667,65.17083333,47.82656667,65.16946667
697,26,6,2000,Glandry,4749.588,6510.25,4749.594,6510.168,,GA1,17,13,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82646667,65.17083333,47.82656667,65.16946667
698,26,6,2000,Glandry,4749.588,6510.25,4749.594,6510.168,,GA1,17,14,f,54,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82646667,65.17083333,47.82656667,65.16946667
699,26,6,2000,Glandry,4749.588,6510.25,4749.594,6510.168,,GA1,17,14,m,46,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82646667,65.17083333,47.82656667,65.16946667
700,26,6,2000,Glandry,4749.588,6510.25,4749.594,6510.168,,GA1,17,15,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82646667,65.17083333,47.82656667,65.16946667
701,26,6,2000,Glandry,4749.588,6510.25,4749.594,6510.168,,GA1,17,16,f,45,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82646667,65.17083333,47.82656667,65.16946667
702,26,6,2000,Glandry,4749.588,6510.25,4749.594,6510.168,,GA1,17,17,m,66,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82646667,65.17083333,47.82656667,65.16946667
703,26,6,2000,Glandry,4749.588,6510.25,4749.594,6510.168,,GA1,17,18,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82646667,65.17083333,47.82656667,65.16946667
704,26,6,2000,Glandry,4749.588,6510.25,4749.594,6510.168,,GA1,17,19,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82646667,65.17083333,47.82656667,65.16946667
705,26,6,2000,Glandry,4749.588,6510.25,4749.594,6510.168,,GA1,17,20,,,,0,0,1,0,0,1,simple,,dur cailloux simple,,47.82646667,65.17083333,47.82656667,65.16946667
