Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Transect,Trans,section,sexe,LC,Escape,Sa,Va,Du,Al,Gr,Ca,type,commentaire,fond,,
790,23,8,2001,Bcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,14,,,,0,0,1,0,0,1,Simple,,,,
791,23,8,2001,Bcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,15,m,64,,0,0,1,0,0,1,Simple,,,,
792,23,8,2001,Bcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,16,f,66,,0,0,1,0,0,0,Simple,,,,
793,23,8,2001,Bcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,17,f,26,,0,0,1,0,0,1,Simple,,,,
794,23,8,2001,Bcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,17,m,83,,0,0,1,0,0,1,Simple,,,,
795,23,8,2001,Bcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,17,b1,65,,0,0,1,0,0,1,Simple,,,,
796,23,8,2001,Bcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,18,m,67,,0,0,1,0,0,1,Simple,,,,
797,23,8,2001,Bcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,19,,,,0,0,1,0,0,0,Simple,,,,
798,23,8,2001,Bcomeau,4749.584,6510.237,4749.569,6510.313,31,GA2,17,20,,,,0,0,0,0,1,0,Simple,,,,
799,23,8,2001,Glandry,4749.588,6510.350,4749.598,6510.263,33,GA2,18,1,f,74,,0,0,1,0,0,1,Simple,,,,
800,23,8,2001,Glandry,4749.588,6510.350,4749.598,6510.263,33,GA2,18,2,m,71,,0,0,1,0,0,1,Simple,,,,
801,23,8,2001,Glandry,4749.588,6510.350,4749.598,6510.263,33,GA2,18,3,m,24,,0,0,1,0,0,1,Simple,,,,
802,23,8,2001,Glandry,4749.588,6510.350,4749.598,6510.263,33,GA2,18,4,f,47,,0,0,1,0,0,1,Simple,,,,
803,23,8,2001,Glandry,4749.588,6510.350,4749.598,6510.263,33,GA2,18,4,f,74,,0,0,1,0,0,1,Simple,,,,
804,23,8,2001,Glandry,4749.588,6510.350,4749.598,6510.263,33,GA2,18,5,m,30,,0,0,1,0,0,1,Simple,,,,
805,23,8,2001,Glandry,4749.588,6510.350,4749.598,6510.263,33,GA2,18,6,,,,0,0,1,0,0,1,Simple,,,,
806,23,8,2001,Glandry,4749.588,6510.350,4749.598,6510.263,33,GA2,18,7,,,,0,0,1,0,0,1,Simple,,,,
807,23,8,2001,Glandry,4749.588,6510.350,4749.598,6510.263,33,GA2,18,8,m,58,,0,0,1,0,0,1,Simple,,,,
808,23,8,2001,Glandry,4749.588,6510.350,4749.598,6510.263,33,GA2,18,9,f,23,,0,0,1,0,0,1,Simple,,,,
809,23,8,2001,Glandry,4749.588,6510.350,4749.598,6510.263,33,GA2,18,10,m,51,,0,0,1,0,0,1,Simple,,,,
810,23,8,2001,Glandry,4749.588,6510.350,4749.598,6510.263,33,GA2,18,11,,,,0,0,1,0,0,1,Simple,,,,
811,23,8,2001,Glandry,4749.588,6510.350,4749.598,6510.263,33,GA2,18,12,m,62,,0,0,1,0,0,1,Simple,,,,
812,23,8,2001,Glandry,4749.588,6510.350,4749.598,6510.263,33,GA2,18,12,f,34,,0,0,1,0,0,1,Simple,,,,
813,23,8,2001,Glandry,4749.588,6510.350,4749.598,6510.263,33,GA2,18,13,f,69,,0,0,1,0,0,1,Simple,,,,
814,23,8,2001,Glandry,4749.588,6510.350,4749.598,6510.263,33,GA2,18,13,m,56,,0,0,1,0,0,1,Simple,,,,
815,23,8,2001,Glandry,4749.588,6510.350,4749.598,6510.263,33,GA2,18,14,f,36,,0,0,1,0,0,1,Simple,,,,
816,23,8,2001,Glandry,4749.588,6510.350,4749.598,6510.263,33,GA2,18,14,m,43,,0,0,1,0,0,1,Simple,,,,
817,23,8,2001,Glandry,4749.588,6510.350,4749.598,6510.263,33,GA2,18,14,f,58,,0,0,1,0,0,1,Simple,,,,
818,23,8,2001,Glandry,4749.588,6510.350,4749.598,6510.263,33,GA2,18,15,m,73,,0,0,1,0,0,1,Simple,,,,
819,23,8,2001,Glandry,4749.588,6510.350,4749.598,6510.263,33,GA2,18,16,f,56,,0,0,1,0,0,1,Simple,,,,
820,23,8,2001,Glandry,4749.588,6510.350,4749.598,6510.263,33,GA2,18,17,m,36,,0,0,1,0,0,1,Simple,,,,
822,23,8,2001,Glandry,4749.588,6510.350,4749.598,6510.263,33,GA2,18,19,,,,0,0,1,0,0,1,Simple,,,,
827,23,8,2001,Rvienneau,4749.588,6510.350,4749.598,6510.263,33,GA2,18,4,f,52,,0,0,1,0,0,1,Simple,,,,
828,23,8,2001,Rvienneau,4749.588,6510.350,4749.598,6510.263,33,GA2,18,5,f,57,,0,0,1,0,0,1,Simple,,,,
829,23,8,2001,Rvienneau,4749.588,6510.350,4749.598,6510.263,33,GA2,18,6,,,,0,0,0,0,0,1,Simple,,,,
830,23,8,2001,Rvienneau,4749.588,6510.350,4749.598,6510.263,33,GA2,18,7,m,18,,0,0,0,0,0,1,Simple,,,,
831,23,8,2001,Rvienneau,4749.588,6510.350,4749.598,6510.263,33,GA2,18,8,f,66,,0,0,0,0,0,1,Simple,,,,
832,23,8,2001,Rvienneau,4749.588,6510.350,4749.598,6510.263,33,GA2,18,9,m,46,,0,0,1,0,0,1,Simple,,,,
833,23,8,2001,Rvienneau,4749.588,6510.350,4749.598,6510.263,33,GA2,18,10,m,25,,0,0,0,0,0,1,Simple,,,,
834,23,8,2001,Rvienneau,4749.588,6510.350,4749.598,6510.263,33,GA2,18,11,f,57,,0,0,1,0,0,1,Simple,,,,
835,23,8,2001,Rvienneau,4749.588,6510.350,4749.598,6510.263,33,GA2,18,12,f,53,,0,0,1,0,0,1,Simple,,,,
836,23,8,2001,Rvienneau,4749.588,6510.350,4749.598,6510.263,33,GA2,18,13,f,67,,0,0,1,0,0,1,Simple,,,,
837,23,8,2001,Rvienneau,4749.588,6510.350,4749.598,6510.263,33,GA2,18,13,f,34,,0,0,1,0,0,1,Simple,,,,
838,23,8,2001,Rvienneau,4749.588,6510.350,4749.598,6510.263,33,GA2,18,14,f,39,,0,0,1,0,0,1,Simple,,,,
840,23,8,2001,Rvienneau,4749.588,6510.350,4749.598,6510.263,33,GA2,18,16,,,,0,0,0,0,0,1,Simple,,,,
841,23,8,2001,Rvienneau,4749.588,6510.350,4749.598,6510.263,33,GA2,18,17,f,38,,0,0,0,0,0,1,Simple,,,,
842,23,8,2001,Rvienneau,4749.588,6510.350,4749.598,6510.263,33,GA2,18,18,m,28,,0,0,1,0,0,1,Simple,,,,
849,27,8,2001,Mcomeau,4750.256,6505.217,4750.262,6505.295,29,AB2,19,5,m,31,,0,0,1,0,1,1,Simple,,,,
851,27,8,2001,Mcomeau,4750.256,6505.217,4750.262,6505.295,29,AB2,19,7,b1,74,,0,0,1,0,1,1,Simple,,,,
852,27,8,2001,Mcomeau,4750.256,6505.217,4750.262,6505.295,29,AB2,19,7,f,52,,0,0,1,0,1,1,Simple,,,,
855,27,8,2001,Mcomeau,4750.256,6505.217,4750.262,6505.295,29,AB2,19,10,f,45,,0,0,0,0,1,1,Simple,,,,
856,27,8,2001,Mcomeau,4750.256,6505.217,4750.262,6505.295,29,AB2,19,11,m,42,,0,0,0,0,1,1,Simple,,,,
857,27,8,2001,Mcomeau,4750.256,6505.217,4750.262,6505.295,29,AB2,19,11,m,64,,0,0,0,0,1,1,Simple,,,,
858,27,8,2001,Mcomeau,4750.256,6505.217,4750.262,6505.295,29,AB2,19,12,m,33,,0,0,0,0,1,1,Simple,,,,
859,27,8,2001,Mcomeau,4750.256,6505.217,4750.262,6505.295,29,AB2,19,13,m,31,,0,0,0,0,1,1,Simple,,,,
860,27,8,2001,Mcomeau,4750.256,6505.217,4750.262,6505.295,29,AB2,19,13,m,39,,0,0,0,0,1,1,Simple,,,,
861,27,8,2001,Mcomeau,4750.256,6505.217,4750.262,6505.295,29,AB2,19,13,f,42,,0,0,0,0,1,1,Simple,,,,
862,27,8,2001,Mcomeau,4750.256,6505.217,4750.262,6505.295,29,AB2,19,14,m,48,,0,0,0,0,1,1,Simple,,,,
863,27,8,2001,Mcomeau,4750.256,6505.217,4750.262,6505.295,29,AB2,19,14,f,41,,0,0,0,0,1,1,Simple,,,,
864,27,8,2001,Mcomeau,4750.256,6505.217,4750.262,6505.295,29,AB2,19,14,f,62,,0,0,0,0,1,1,Simple,,,,
865,27,8,2001,Mcomeau,4750.256,6505.217,4750.262,6505.295,29,AB2,19,15,f,28,,0,0,0,0,1,1,Simple,,,,
866,27,8,2001,Mcomeau,4750.256,6505.217,4750.262,6505.295,29,AB2,19,15,f,44,,0,0,0,0,1,1,Simple,,,,
867,27,8,2001,Mcomeau,4750.256,6505.217,4750.262,6505.295,29,AB2,19,16,b1,72,,0,0,1,0,1,1,Simple,,,,
868,27,8,2001,Mcomeau,4750.256,6505.217,4750.262,6505.295,29,AB2,19,16,f,54,,0,0,1,0,1,1,Simple,,,,
869,27,8,2001,Mcomeau,4750.256,6505.217,4750.262,6505.295,29,AB2,19,17,m,28,,0,0,1,0,1,1,Simple,,,,
870,27,8,2001,Mcomeau,4750.256,6505.217,4750.262,6505.295,29,AB2,19,17,m,43,,0,0,1,0,1,1,Simple,,,,
873,27,8,2001,Mcomeau,4750.256,6505.217,4750.262,6505.295,29,AB2,19,20,f,44,,0,0,0,0,1,1,Simple,,,,
874,27,8,2001,Mcomeau,4750.256,6505.217,4750.262,6505.295,29,AB2,19,20,i,30,±30,0,0,0,0,1,1,Simple,,,,
875,27,8,2001,Mcomeau,4750.256,6505.217,4750.262,6505.295,29,AB2,19,20,i,31,±30,0,0,0,0,1,1,Simple,,,,
876,27,8,2001,Glandry,4750.256,6505.217,4750.262,6505.295,29,AB2,19,1,m,59,,0,0,1,0,0,1,Simple,,,,
877,27,8,2001,Glandry,4750.256,6505.217,4750.262,6505.295,29,AB2,19,1,i,,petit,0,0,1,0,0,1,Simple,,,,
878,27,8,2001,Glandry,4750.256,6505.217,4750.262,6505.295,29,AB2,19,2,,,,0,0,1,0,0,1,Simple,,,,
879,27,8,2001,Glandry,4750.256,6505.217,4750.262,6505.295,29,AB2,19,3,f,59,,0,0,1,0,0,1,Simple,,,,
881,27,8,2001,Glandry,4750.256,6505.217,4750.262,6505.295,29,AB2,19,5,f,51,,0,0,1,0,0,1,Simple,,,,
883,27,8,2001,Glandry,4750.256,6505.217,4750.262,6505.295,29,AB2,19,7,,,,0,0,1,0,0,1,Simple,,,,
884,27,8,2001,Glandry,4750.256,6505.217,4750.262,6505.295,29,AB2,19,8,,,,0,0,1,0,0,1,Simple,,,,
885,27,8,2001,Glandry,4750.256,6505.217,4750.262,6505.295,29,AB2,19,9,I,70,canner,0,0,1,0,0,1,Simple,,,,
886,27,8,2001,Glandry,4750.256,6505.217,4750.262,6505.295,29,AB2,19,10,,,,0,0,1,0,0,1,Simple,,,,
887,27,8,2001,Glandry,4750.256,6505.217,4750.262,6505.295,29,AB2,19,11,f,44,,0,0,1,0,0,1,Simple,,,,
888,27,8,2001,Glandry,4750.256,6505.217,4750.262,6505.295,29,AB2,19,11,f,27,,0,0,1,0,0,1,Simple,,,,
889,27,8,2001,Glandry,4750.256,6505.217,4750.262,6505.295,29,AB2,19,12,m,29,,0,0,1,0,0,1,Simple,,,,
890,27,8,2001,Glandry,4750.256,6505.217,4750.262,6505.295,29,AB2,19,13,m,16,,0,0,1,0,0,1,Simple,,,,
891,27,8,2001,Glandry,4750.256,6505.217,4750.262,6505.295,29,AB2,19,13,m,33,,0,0,1,0,0,1,Simple,,,,
892,27,8,2001,Glandry,4750.256,6505.217,4750.262,6505.295,29,AB2,19,14,m,76,,0,0,1,0,0,1,Simple,,,,
893,27,8,2001,Glandry,4750.256,6505.217,4750.262,6505.295,29,AB2,19,14,f,62,,0,0,1,0,0,1,Simple,,,,
894,27,8,2001,Glandry,4750.256,6505.217,4750.262,6505.295,29,AB2,19,15,,,,0,0,1,0,0,1,Simple,,,,
895,27,8,2001,Glandry,4750.256,6505.217,4750.262,6505.295,29,AB2,19,16,,,,0,0,1,0,0,1,Simple,,,,
896,27,8,2001,Glandry,4750.256,6505.217,4750.262,6505.295,29,AB2,19,17,m,64,,0,0,1,0,0,1,Simple,,,,
897,27,8,2001,Glandry,4750.256,6505.217,4750.262,6505.295,29,AB2,19,18,,,,0,0,1,0,0,1,Simple,,,,
898,27,8,2001,Glandry,4750.256,6505.217,4750.262,6505.295,29,AB2,19,19,,,,0,0,1,0,0,1,Simple,,,,
899,27,8,2001,Glandry,4750.256,6505.217,4750.262,6505.295,29,AB2,19,20,m,63,,0,0,1,0,0,1,Simple,,,,
900,27,8,2001,Mcomeau,4750.247,6505.361,4750.243,6505.439,30,AB2,20,1,m,53,,0,0,1,0,1,1,Simple,,,,
901,27,8,2001,Mcomeau,4750.247,6505.361,4750.243,6505.439,30,AB2,20,2,f,35,,0,0,1,0,1,1,Simple,,,,
902,27,8,2001,Mcomeau,4750.247,6505.361,4750.243,6505.439,30,AB2,20,3,f,42,,0,0,1,0,1,1,Simple,,,,
903,27,8,2001,Mcomeau,4750.247,6505.361,4750.243,6505.439,30,AB2,20,4,f,62,,0,0,1,0,1,1,Simple,,,,
905,27,8,2001,Mcomeau,4750.247,6505.361,4750.243,6505.439,30,AB2,20,6,m,28,,0,0,1,0,1,1,Simple,,,,
908,27,8,2001,Mcomeau,4750.247,6505.361,4750.243,6505.439,30,AB2,20,9,f,55,,0,0,1,0,1,1,Simple,,,,
909,27,8,2001,Mcomeau,4750.247,6505.361,4750.243,6505.439,30,AB2,20,10,,,,0,0,1,0,1,1,Simple,,,,
911,27,8,2001,Mcomeau,4750.247,6505.361,4750.243,6505.439,30,AB2,20,12,m,47,,0,0,1,0,1,1,Simple,,,,
915,27,8,2001,Mcomeau,4750.247,6505.361,4750.243,6505.439,30,AB2,20,16,f,60,,0,0,1,1,0,0,Simple,,,,
916,27,8,2001,Mcomeau,4750.247,6505.361,4750.243,6505.439,30,AB2,20,16,m,27,,0,0,1,1,0,0,Simple,,,,
921,27,8,2001,Glandry,4750.247,6505.361,4750.243,6505.439,30,AB2,20,1,,,,0,0,1,0,0,0,Simple,,,,
923,27,8,2001,Glandry,4750.247,6505.361,4750.243,6505.439,30,AB2,20,3,f,68,,0,0,1,0,0,1,Simple,,,,
924,27,8,2001,Glandry,4750.247,6505.361,4750.243,6505.439,30,AB2,20,4,,,,0,0,1,0,0,1,Simple,,,,
925,27,8,2001,Glandry,4750.247,6505.361,4750.243,6505.439,30,AB2,20,5,f,35,,0,0,1,0,0,1,Simple,,,,
926,27,8,2001,Glandry,4750.247,6505.361,4750.243,6505.439,30,AB2,20,6,,,,0,0,1,0,0,1,Simple,,,,
927,27,8,2001,Glandry,4750.247,6505.361,4750.243,6505.439,30,AB2,20,7,f,74,,0,0,1,0,0,1,Simple,,,,
928,27,8,2001,Glandry,4750.247,6505.361,4750.243,6505.439,30,AB2,20,8,f,49,,0,0,1,0,0,1,Simple,,,,
929,27,8,2001,Glandry,4750.247,6505.361,4750.243,6505.439,30,AB2,20,8,f,27,,0,0,1,0,0,1,Simple,,,,
930,27,8,2001,Glandry,4750.247,6505.361,4750.243,6505.439,30,AB2,20,9,,,,0,0,1,0,0,1,Simple,,,,
931,27,8,2001,Glandry,4750.247,6505.361,4750.243,6505.439,30,AB2,20,10,f,29,,0,0,1,0,0,1,Simple,,,,
932,27,8,2001,Glandry,4750.247,6505.361,4750.243,6505.439,30,AB2,20,11,,,,0,0,1,0,0,0,Simple,,,,
933,27,8,2001,Glandry,4750.247,6505.361,4750.243,6505.439,30,AB2,20,12,f,36,,0,0,1,0,0,1,Simple,,,,
934,27,8,2001,Glandry,4750.247,6505.361,4750.243,6505.439,30,AB2,20,13,f,61,,0,0,1,0,0,1,Simple,,,,
935,27,8,2001,Glandry,4750.247,6505.361,4750.243,6505.439,30,AB2,20,14,,,,0,0,1,0,0,1,Simple,,,,
940,27,8,2001,Glandry,4750.247,6505.361,4750.243,6505.439,30,AB2,20,19,m,49,,0,0,1,0,0,1,Simple,,,,
942,27,8,2001,Rvienneau,4750.255,6505.434,4750.237,6505.523,32,AB2,21,1,f,39,,0,0,0,1,0,1,Simple,,,,
943,27,8,2001,Rvienneau,4750.255,6505.434,4750.237,6505.523,32,AB2,21,2,,,,0,0,1,1,0,1,Simple,,,,
944,27,8,2001,Rvienneau,4750.255,6505.434,4750.237,6505.523,32,AB2,21,3,f,52,,0,0,1,1,0,1,Simple,,,,
950,27,8,2001,Rvienneau,4750.255,6505.434,4750.237,6505.523,32,AB2,21,9,m,49,,0,0,1,0,0,1,Simple,,,,
951,27,8,2001,Rvienneau,4750.255,6505.434,4750.237,6505.523,34,AB2,21,10,m,39,,0,0,1,0,0,1,Simple,,,,
952,27,8,2001,Rvienneau,4750.255,6505.434,4750.237,6505.523,34,AB2,21,10,f,30,,0,0,1,0,0,1,Simple,,,,
953,27,8,2001,Rvienneau,4750.255,6505.434,4750.237,6505.523,35,AB2,21,11,m,37,,0,0,1,0,0,1,Simple,,,,
954,27,8,2001,Rvienneau,4750.255,6505.434,4750.237,6505.523,35,AB2,21,11,m,32,,0,0,1,0,0,1,Simple,,,,
955,27,8,2001,Rvienneau,4750.255,6505.434,4750.237,6505.523,35,AB2,21,12,m,35,,0,0,1,0,0,1,Simple,,,,
956,27,8,2001,Rvienneau,4750.255,6505.434,4750.237,6505.523,36,AB2,21,13,f,32,,0,0,1,0,1,1,Simple,,,,
959,27,8,2001,Rvienneau,4750.255,6505.434,4750.237,6505.523,36,AB2,21,16,,,,0,0,1,0,1,1,Simple,,,,
960,27,8,2001,Rvienneau,4750.255,6505.434,4750.237,6505.523,36,AB2,21,17,,,,0,0,1,0,0,1,Simple,,,,
961,27,8,2001,Rvienneau,4750.255,6505.434,4750.237,6505.523,36,AB2,21,18,,,,0,0,1,0,0,1,Simple,,,,
962,27,8,2001,Rvienneau,4750.255,6505.434,4750.237,6505.523,36,AB2,21,19,f,33,,0,0,1,0,0,1,Simple,,,,
964,27,8,2001,Bcomeau,4750.255,6505.434,4750.237,6505.523,31,AB2,21,1,f,29,,0,0,0,1,1,1,Simple,,,,
965,27,8,2001,Bcomeau,4750.255,6505.434,4750.237,6505.523,31,AB2,21,1,i,35,±35,0,0,0,1,1,1,Simple,,,,
971,27,8,2001,Bcomeau,4750.255,6505.434,4750.237,6505.523,32,AB2,21,7,f,63,,0,0,1,1,0,0,Simple,,,,
972,27,8,2001,Bcomeau,4750.255,6505.434,4750.237,6505.523,33,AB2,21,8,f,41,,0,0,1,0,1,1,Simple,,,,
973,27,8,2001,Bcomeau,4750.255,6505.434,4750.237,6505.523,33,AB2,21,9,m,27,,0,0,1,0,0,1,Simple,,,,
975,27,8,2001,Bcomeau,4750.255,6505.434,4750.237,6505.523,33,AB2,21,11,f,60,,0,0,1,1,0,0,Simple,,,,
976,27,8,2001,Bcomeau,4750.255,6505.434,4750.237,6505.523,34,AB2,21,12,m,48,,0,0,1,0,1,0,Simple,,,,
977,27,8,2001,Bcomeau,4750.255,6505.434,4750.237,6505.523,33,AB2,21,13,,,,0,0,1,0,1,1,Simple,,,,
979,27,8,2001,Bcomeau,4750.255,6505.434,4750.237,6505.523,35,AB2,21,15,f,25,,0,0,1,0,0,0,Simple,,,,
981,27,8,2001,Bcomeau,4750.255,6505.434,4750.237,6505.523,35,AB2,21,17,m,33,,0,0,0,0,1,1,Simple,,,,
982,27,8,2001,Bcomeau,4750.255,6505.434,4750.237,6505.523,34,AB2,21,18,,,,0,0,0,0,1,1,Simple,,,,
983,27,8,2001,Bcomeau,4750.255,6505.434,4750.237,6505.523,35,AB2,21,19,,,,0,0,0,0,1,1,Simple,,,,
984,27,8,2001,Bcomeau,4750.255,6505.434,4750.237,6505.523,34,AB2,21,20,m,25,,0,0,0,0,1,1,Simple,,,,
985,27,8,2001,Bcomeau,4750.242,6505.245,4750.244,6505.329,28,AB2,22,1,,,,0,0,1,0,0,1,Simple,,,,
986,27,8,2001,Bcomeau,4750.242,6505.245,4750.244,6505.329,28,AB2,22,2,f,32,,0,0,1,0,0,0,Simple,,,,
989,27,8,2001,Bcomeau,4750.242,6505.245,4750.244,6505.329,28,AB2,22,5,f,50,,0,0,1,0,0,0,Simple,,,,
990,27,8,2001,Bcomeau,4750.242,6505.245,4750.244,6505.329,28,AB2,22,5,m,28,,0,0,1,0,0,0,Simple,,,,
991,27,8,2001,Bcomeau,4750.242,6505.245,4750.244,6505.329,28,AB2,22,6,,,,0,0,1,0,0,1,Simple,,,,
992,27,8,2001,Bcomeau,4750.242,6505.245,4750.244,6505.329,28,AB2,22,7,m,47,,0,0,1,0,0,0,Simple,,,,
993,27,8,2001,Bcomeau,4750.242,6505.245,4750.244,6505.329,28,AB2,22,8,,,,0,0,1,0,0,1,Simple,,,,
994,27,8,2001,Bcomeau,4750.242,6505.245,4750.244,6505.329,28,AB2,22,9,m,55,,0,0,1,0,1,1,Simple,,,,
995,27,8,2001,Bcomeau,4750.242,6505.245,4750.244,6505.329,28,AB2,22,9,m,30,,0,0,1,0,1,1,Simple,,,,
997,27,8,2001,Bcomeau,4750.242,6505.245,4750.244,6505.329,28,AB2,22,11,,,,0,0,0,0,1,1,Simple,,,,
998,27,8,2001,Bcomeau,4750.242,6505.245,4750.244,6505.329,28,AB2,22,12,m,25,,0,0,0,0,1,0,Simple,,,,
999,27,8,2001,Bcomeau,4750.242,6505.245,4750.244,6505.329,28,AB2,22,13,f,30,,0,0,0,0,1,0,Simple,,,,
1003,27,8,2001,Bcomeau,4750.242,6505.245,4750.244,6505.329,28,AB2,22,17,,,,0,0,0,0,1,1,Simple,,,,
1004,27,8,2001,Bcomeau,4750.242,6505.245,4750.244,6505.329,28,AB2,22,18,m,35,,0,0,0,0,1,1,Simple,,,,
1005,27,8,2001,Bcomeau,4750.242,6505.245,4750.244,6505.329,28,AB2,22,19,f,22,,0,0,0,0,1,1,Simple,,,,
1006,27,8,2001,Bcomeau,4750.242,6505.245,4750.244,6505.329,28,AB2,22,20,m,42,,0,0,1,0,1,1,Simple,,,,
1007,27,8,2001,Rvienneau,4750.242,6505.245,4750.244,6505.329,28,AB2,22,1,,,,0,0,1,0,0,1,Simple,,,,
1009,27,8,2001,Rvienneau,4750.242,6505.245,4750.244,6505.329,28,AB2,22,3,i,16,±15,0,0,1,0,0,0,Simple,,,,
1010,27,8,2001,Rvienneau,4750.242,6505.245,4750.244,6505.329,28,AB2,22,4,f,57,,0,0,1,0,1,1,Simple,,,,
1016,27,8,2001,Rvienneau,4750.242,6505.245,4750.244,6505.329,28,AB2,22,10,i,52,±50,0,0,1,0,0,1,Simple,,,,
1017,27,8,2001,Rvienneau,4750.242,6505.245,4750.244,6505.329,28,AB2,22,10,m,30,,0,0,1,0,0,1,Simple,,,,
1022,27,8,2001,Rvienneau,4750.242,6505.245,4750.244,6505.329,28,AB2,22,15,,,,0,0,1,0,0,1,Simple,,,,
1023,27,8,2001,Rvienneau,4750.242,6505.245,4750.244,6505.329,28,AB2,22,16,m,29,,0,0,1,0,1,1,Simple,,,,
1024,27,8,2001,Rvienneau,4750.242,6505.245,4750.244,6505.329,28,AB2,22,17,m,75,,0,0,1,0,0,1,Simple,,,,
1025,27,8,2001,Rvienneau,4750.242,6505.245,4750.244,6505.329,28,AB2,22,18,,,,0,0,1,0,0,1,Simple,,,,
1026,27,8,2001,Rvienneau,4750.242,6505.245,4750.244,6505.329,28,AB2,22,19,,,,0,0,1,0,0,1,Simple,,,,
1028,28,8,2001,Mcomeau,4749.871,6508.411,4749.896,6508.336,30,GA2,23,1,,,,0,0,1,0,1,1,Simple,,,,
1031,28,8,2001,Mcomeau,4749.871,6508.411,4749.896,6508.336,30,GA2,23,4,m,69,,0,0,1,0,1,1,Simple,,,,
1032,28,8,2001,Mcomeau,4749.871,6508.411,4749.896,6508.336,30,GA2,23,4,f,36,,0,0,1,0,1,1,Simple,,,,
1033,28,8,2001,Mcomeau,4749.871,6508.411,4749.896,6508.336,30,GA2,23,4,m,43,,0,0,1,0,1,1,Simple,,,,
1034,28,8,2001,Mcomeau,4749.871,6508.411,4749.896,6508.336,30,GA2,23,5,m,25,,0,0,0,0,1,1,Simple,,,,
1035,28,8,2001,Mcomeau,4749.871,6508.411,4749.896,6508.336,30,GA2,23,6,,,,0,0,1,0,1,1,Simple,,,,
1036,28,8,2001,Mcomeau,4749.871,6508.411,4749.896,6508.336,30,GA2,23,7,,,,0,0,0,0,1,1,Simple,,,,
1037,28,8,2001,Mcomeau,4749.871,6508.411,4749.896,6508.336,30,GA2,23,8,m,60,,0,0,0,0,1,1,Simple,,,,
1038,28,8,2001,Mcomeau,4749.871,6508.411,4749.896,6508.336,30,GA2,23,9,m,71,,0,0,0,0,1,1,Simple,,,,
1039,28,8,2001,Mcomeau,4749.871,6508.411,4749.896,6508.336,30,GA2,23,10,,,,0,0,1,0,1,1,Simple,,,,
1040,28,8,2001,Mcomeau,4749.871,6508.411,4749.896,6508.336,30,GA2,23,11,,,,0,0,0,0,1,1,Simple,,,,
1041,28,8,2001,Mcomeau,4749.871,6508.411,4749.896,6508.336,30,GA2,23,12,f,47,,0,0,0,0,1,1,Simple,exivia 66f,,,
1042,28,8,2001,Mcomeau,4749.871,6508.411,4749.896,6508.336,30,GA2,23,13,,,,0,0,0,0,1,1,Simple,,,,
1043,28,8,2001,Mcomeau,4749.871,6508.411,4749.896,6508.336,30,GA2,23,14,,,,0,0,0,0,1,1,Simple,,,,
1044,28,8,2001,Mcomeau,4749.871,6508.411,4749.896,6508.336,30,GA2,23,15,f,32,,0,0,0,0,1,1,Complexe,,,,
1045,28,8,2001,Mcomeau,4749.871,6508.411,4749.896,6508.336,30,GA2,23,16,f,46,,0,0,0,0,1,1,Simple,,,,
1046,28,8,2001,Mcomeau,4749.871,6508.411,4749.896,6508.336,30,GA2,23,17,i,87,market,0,0,0,0,1,1,Simple,,,,
1047,28,8,2001,Mcomeau,4749.871,6508.411,4749.896,6508.336,30,GA2,23,17,I,77,canner,0,0,0,0,1,1,Simple,,,,
1048,28,8,2001,Mcomeau,4749.871,6508.411,4749.896,6508.336,30,GA2,23,17,I,75,canner,0,0,0,0,1,1,Simple,,,,
1049,28,8,2001,Mcomeau,4749.871,6508.411,4749.896,6508.336,30,GA2,23,18,b1,72,,0,0,0,0,1,1,Simple,,,,
1050,28,8,2001,Mcomeau,4749.871,6508.411,4749.896,6508.336,30,GA2,23,18,m,32,,0,0,0,0,1,1,Simple,,,,
1051,28,8,2001,Mcomeau,4749.871,6508.411,4749.896,6508.336,30,GA2,23,18,m,57,,0,0,0,0,1,1,Simple,,,,
1052,28,8,2001,Mcomeau,4749.871,6508.411,4749.896,6508.336,30,GA2,23,19,I,72,canner,0,0,0,0,1,1,Simple,,,,
1053,28,8,2001,Mcomeau,4749.871,6508.411,4749.896,6508.336,30,GA2,23,19,i,31,±30,0,0,0,0,1,1,Simple,,,,
1054,28,8,2001,Mcomeau,4749.871,6508.411,4749.896,6508.336,30,GA2,23,19,m,45,,0,0,0,0,1,1,Simple,,,,
1055,28,8,2001,Mcomeau,4749.871,6508.411,4749.896,6508.336,30,GA2,23,20,m,39,,0,0,0,0,1,1,Simple,,,,
1056,28,8,2001,Glandry,4749.871,6508.411,4749.896,6508.336,30,GA2,23,1,m,30,,0,0,1,0,0,1,Simple,,,,
1057,28,8,2001,Glandry,4749.871,6508.411,4749.896,6508.336,30,GA2,23,2,f,57,,0,0,1,0,0,1,Simple,,,,
