REG,Marker ,Jour,Mois,Année,Plongeur,Depth_(ft),Site,Transect,section,Sex,LC_(mm),Sa,Va,Du,Al,Gr,Ca,C,MartinMallet,UPM,
RI,559,20,7,2017,Dgiard,25,RI,2,2,f,27,,,,,,,,0,0,
RI,560,20,7,2017,Dgiard,25,RI,2,2,m,41,,,,,,,,0,0,
RI,561,20,7,2017,Dgiard,25,RI,2,2,f,82,,,,,,,,0,0,
RI,562,20,7,2017,Dgiard,25,RI,2,2,i,18,,,,,,,,0,0,
RI,563,20,7,2017,Dgiard,25,RI,2,2,i,14,,,,,,,,0,0,
RI,564,20,7,2017,Dgiard,25,RI,2,2,i,15,,,,,,,,0,0,
RI,565,20,7,2017,Dgiard,25,RI,2,2,i,20,,,,,,,,0,0,
RI,566,20,7,2017,Dgiard,25,RI,2,2,m,79,,,,,,,,0,0,
RI,567,20,7,2017,Dgiard,25,RI,2,2,m,33,,,,,,,,0,0,
RI,568,20,7,2017,Dgiard,25,RI,2,2,f,28,,,,,,,,0,0,
RI,569,20,7,2017,Dgiard,25,RI,2,2,i,19,,,,,,,,0,0,
RI,570,20,7,2017,Dgiard,25,RI,2,4,f,50,,,,,,,,0,0,
RI,571,20,7,2017,Dgiard,25,RI,2,4,m,71,,,,,,,,0,0,
RI,572,20,7,2017,Dgiard,25,RI,2,4,i,22,,,,,,,,0,0,
RI,573,20,7,2017,Dgiard,25,RI,2,4,f,35,,,,,,,,0,0,
RI,574,20,7,2017,Dgiard,25,RI,2,6,f,26,,,,,,,,0,0,
RI,575,20,7,2017,Dgiard,25,RI,2,6,i,20,,,,,,,,0,0,
RI,576,20,7,2017,Dgiard,25,RI,2,6,m,60,,,,,,,,0,0,
RI,577,20,7,2017,Dgiard,25,RI,2,6,i,22,,,,,,,,0,0,
RI,578,20,7,2017,Dgiard,25,RI,2,6,i,23,,,,,,,,0,0,
RI,579,20,7,2017,Dgiard,25,RI,2,6,i,16,,,,,,,,0,0,
RI,580,20,7,2017,Dgiard,25,RI,2,6,f,45,,,,,,,,0,0,
RI,581,20,7,2017,Dgiard,25,RI,2,6,f,75,,,,,,,,0,0,
RI,582,20,7,2017,Dgiard,25,RI,2,6,i,13,,,,,,,,0,0,
RI,583,20,7,2017,Dgiard,25,RI,2,6,i,19,,,,,,,,0,0,
RI,584,20,7,2017,Dgiard,25,RI,2,6,m,29,,,,,,,,0,0,
RI,585,20,7,2017,Dgiard,25,RI,2,6,i,26,,,,,,,,0,0,
RI,586,20,7,2017,Dgiard,25,RI,2,7,m,34,,,,,,,,0,0,
RI,587,20,7,2017,Dgiard,25,RI,2,7,f,39,,,,,,,,0,0,
RI,588,20,7,2017,Dgiard,25,RI,2,7,m,44,,,,,,,,0,0,
RI,589,20,7,2017,Dgiard,25,RI,2,7,m,42,,,,,,,,0,0,
RI,590,20,7,2017,Dgiard,25,RI,2,7,i,25,,,,,,,,0,0,
RI,591,20,7,2017,Dgiard,25,RI,2,7,f,29,,,,,,,,0,0,
RI,592,20,7,2017,Dgiard,25,RI,2,8,i,14,,,,,,,,0,0,
RI,593,20,7,2017,Dgiard,25,RI,2,8,i,17,,,,,,,,0,0,
RI,594,20,7,2017,Dgiard,25,RI,2,8,i,20,,,,,,,,0,0,
RI,595,20,7,2017,Dgiard,25,RI,2,8,i,22,,,,,,,,0,0,
RI,596,20,7,2017,Dgiard,25,RI,2,8,f,64,,,,,,,,0,0,
RI,597,20,7,2017,Dgiard,25,RI,2,8,f,60,,,,,,,,0,0,
RI,598,20,7,2017,Dgiard,25,RI,2,8,m,47,,,,,,,,0,0,
RI,599,20,7,2017,Dgiard,25,RI,2,8,m,78,,,,,,,,0,0,
RI,600,20,7,2017,Dgiard,25,RI,2,8,m,65,,,,,,,,0,0,
RI,601,20,7,2017,Dgiard,25,RI,2,8,i,20,,,,,,,,0,0,
RI,602,20,7,2017,Dgiard,25,RI,2,9,f,36,,,,,,,,0,0,
RI,603,20,7,2017,Dgiard,25,RI,2,9,f,40,,,,,,,,0,0,
RI,604,20,7,2017,Dgiard,25,RI,2,9,m,58,,,,,,,,0,0,
RI,605,20,7,2017,Dgiard,25,RI,2,9,i,19,,,,,,,,0,0,
RI,606,20,7,2017,Dgiard,25,RI,2,9,i,23,,,,,,,,0,0,
RI,607,20,7,2017,Dgiard,25,RI,2,9,i,20,,,,,,,,0,0,
RI,608,20,7,2017,Dgiard,25,RI,2,9,m,49,,,,,,,,0,0,
RI,609,20,7,2017,Dgiard,25,RI,2,10,i,20,,,,,,,,0,0,
RI,610,20,7,2017,Dgiard,25,RI,2,10,i,23,,,,,,,,0,0,
RI,611,20,7,2017,Dgiard,25,RI,2,10,m,71,,,,,,,,0,0,
RI,612,20,7,2017,Dgiard,25,RI,2,10,f,82,,,,,,,,0,0,
RI,613,20,7,2017,Dgiard,25,RI,2,10,f,64,,,,,,,,0,0,
RI,614,20,7,2017,Dgiard,25,RI,2,13,i,18,,,,,,,,0,0,
RI,615,20,7,2017,Dgiard,25,RI,2,13,m,62,,,,,,,,0,0,
RI,616,20,7,2017,Dgiard,25,RI,2,13,i,20,,,,,,,,0,0,
RI,617,20,7,2017,Dgiard,25,RI,2,13,f,31,,,,,,,,0,0,
RI,618,20,7,2017,Dgiard,25,RI,2,13,f,76,,,,,,,,0,0,
RI,619,20,7,2017,Dgiard,25,RI,2,13,m,70,,,,,,,,0,0,
RI,620,20,7,2017,Dgiard,25,RI,2,13,m,26,,,,,,,,0,0,
RI,621,20,7,2017,Dgiard,25,RI,2,13,f,48,,,,,,,,0,0,
RI,622,20,7,2017,Dgiard,25,RI,2,13,f,55,,,,,,,,0,0,
RI,623,20,7,2017,Rdoucette,26,RI,3,6,m,21,,,,,,,,0,0,
RI,624,20,7,2017,Rdoucette,26,RI,3,6,f,42,,,,,,,,0,0,
RI,625,20,7,2017,Rdoucette,26,RI,3,6,m,67,,,,,,,,0,0,
RI,626,20,7,2017,Rdoucette,26,RI,3,6,f,38,,,,,,,,0,0,
RI,627,20,7,2017,Rdoucette,26,RI,3,6,f,57,,,,,,,,0,0,
RI,628,20,7,2017,Rdoucette,26,RI,3,6,m,71,,,,,,,,0,0,
RI,629,20,7,2017,Rdoucette,26,RI,3,7,f,49,,,,,,,,0,0,
RI,630,20,7,2017,Rdoucette,26,RI,3,7,m,24,,,,,,,,0,0,
RI,631,20,7,2017,Rdoucette,26,RI,3,7,f,69,,,,,,,,0,0,
RI,632,20,7,2017,Rdoucette,26,RI,3,7,f,28,,,,,,,,0,0,
RI,633,20,7,2017,Rdoucette,26,RI,3,10,m,49,,,,,,,,0,0,
RI,634,20,7,2017,Rdoucette,26,RI,3,10,f,54,,,,,,,,0,0,
RI,635,20,7,2017,Rdoucette,26,RI,3,10,m,79,,,,,,,,0,0,
RI,636,20,7,2017,Rdoucette,26,RI,3,10,m,68,,,,,,,,0,0,
RI,637,20,7,2017,Rdoucette,26,RI,3,11,f,71,,,,,,,,0,0,
RI,638,20,7,2017,Rdoucette,26,RI,3,11,m,86,,,,,,,,0,0,
RI,639,20,7,2017,Rdoucette,26,RI,3,11,f,59,,,,,,,,0,0,
RI,640,20,7,2017,Rdoucette,26,RI,3,13,m,29,,,,,,,,0,0,
RI,641,20,7,2017,Rdoucette,26,RI,3,13,i,20,,,,,,,,0,0,
RI,642,20,7,2017,Rdoucette,26,RI,3,13,f,34,,,,,,,,0,0,
RI,643,20,7,2017,Rdoucette,26,RI,3,13,f,67,,,,,,,,0,0,
RI,644,20,7,2017,Rdoucette,26,RI,3,13,m,81,,,,,,,,0,0,
RI,645,20,7,2017,Rdoucette,26,RI,3,13,f,49,,,,,,,,0,0,
RI,646,20,7,2017,Rdoucette,26,RI,3,13,i,17,,,,,,,,0,0,
RI,647,20,7,2017,Rdoucette,26,RI,3,13,m,23,,,,,,,,0,0,
RI,648,20,7,2017,Rdoucette,26,RI,3,13,i,15,,,,,,,,0,0,
RI,649,20,7,2017,Rdoucette,26,RI,3,16,i,19,,,,,,,,0,0,
RI,650,20,7,2017,Rdoucette,26,RI,3,16,m,21,,,,,,,,0,0,
RI,651,20,7,2017,Rdoucette,26,RI,3,16,i,90,,,,,,,,0,0,
RI,652,20,7,2017,Rdoucette,26,RI,3,16,f,36,,,,,,,,0,0,
RI,653,20,7,2017,Rdoucette,26,RI,3,17,f,68,,,,,,,,0,0,
RI,654,20,7,2017,Rdoucette,26,RI,3,17,m,49,,,,,,,,0,0,
RI,655,20,7,2017,Rdoucette,26,RI,3,17,f,26,,,,,,,,0,0,
RI,656,20,7,2017,Rdoucette,26,RI,3,17,f,30,,,,,,,,0,0,
RI,657,20,7,2017,Rdoucette,26,RI,3,17,f,33,,,,,,,,0,0,
RI,658,20,7,2017,Rdoucette,26,RI,3,17,m,26,,,,,,,,0,0,
RI,659,20,7,2017,Rdoucette,26,RI,3,17,i,18,,,,,,,,0,0,
RI,660,20,7,2017,Rdoucette,26,RI,3,17,i,15,,,,,,,,0,0,
RI,661,20,7,2017,Rdoucette,26,RI,3,18,m,39,,,,,,,,0,0,
RI,662,20,7,2017,Rdoucette,26,RI,3,18,m,63,,,,,,,,0,0,
RI,663,20,7,2017,Rdoucette,26,RI,3,18,f,25,,,,,,,,0,0,
RI,664,20,7,2017,Rdoucette,26,RI,3,18,m,21,,,,,,,,0,0,
RI,665,20,7,2017,Rdoucette,26,RI,3,18,i,60,,,,,,,,0,0,
RI,666,20,7,2017,Rdoucette,26,RI,3,18,m,48,,,,,,,,0,0,
RI,667,20,7,2017,Rdoucette,26,RI,3,18,m,23,,,,,,,,0,0,
RI,668,20,7,2017,Rdoucette,26,RI,3,18,f,27,,,,,,,,0,0,
RI,669,20,7,2017,Rdoucette,26,RI,3,18,i,19,,,,,,,,0,0,
RI,670,20,7,2017,Rdoucette,26,RI,3,18,f,31,,,,,,,,0,0,
RI,671,20,7,2017,Rdoucette,26,RI,3,18,f,28,,,,,,,,0,0,
RI,672,20,7,2017,Rdoucette,26,RI,3,18,m,32,,,,,,,,0,0,
RI,673,20,7,2017,Rdoucette,26,RI,3,18,f,73,,,,,,,,0,0,
RI,674,20,7,2017,Rdoucette,26,RI,3,18,m,22,,,,,,,,0,0,
RI,675,20,7,2017,Rdoucette,26,RI,3,18,f,37,,,,,,,,0,0,
RI,676,20,7,2017,Rdoucette,26,RI,3,19,f,47,,,,,,,,0,0,
RI,677,20,7,2017,Rdoucette,26,RI,3,19,m,58,,,,,,,,0,0,
RI,678,20,7,2017,Rdoucette,26,RI,3,19,f,75,,,,,,,,0,0,
RI,679,20,7,2017,Rdoucette,26,RI,3,19,m,24,,,,,,,,0,0,
RI,680,20,7,2017,Rdoucette,26,RI,3,19,f,25,,,,,,,,0,0,
RI,681,20,7,2017,Rdoucette,26,RI,3,19,i,100,,,,,,,,0,0,
RI,682,20,7,2017,Rdoucette,26,RI,3,19,m,61,,,,,,,,0,0,
RI,683,20,7,2017,Rdoucette,26,RI,3,19,f,59,,,,,,,,0,0,
RI,684,20,7,2017,Rdoucette,26,RI,3,20,m,57,,,,,,,,0,0,
RI,685,20,7,2017,Rdoucette,26,RI,3,20,m,27,,,,,,,,0,0,
RI,686,20,7,2017,Rdoucette,26,RI,3,20,f,25,,,,,,,,0,0,
RI,687,20,7,2017,Rdoucette,26,RI,3,20,i,18,,,,,,,,0,0,
RI,688,20,7,2017,Rdoucette,26,RI,3,20,m,35,,,,,,,,0,0,
RI,689,20,7,2017,Rdoucette,26,RI,3,20,m,91,,,,,,,,0,0,
RI,690,20,7,2017,Rdoucette,26,RI,3,20,f,43,,,,,,,,0,0,
RI,691,20,7,2017,Rdoucette,26,RI,3,20,m,51,,,,,,,,0,0,
RI,692,20,7,2017,Rdoucette,26,RI,3,20,i,90,,,,,,,,0,0,
RI,693,20,7,2017,Dgiard,26,RI,3,13,i,23,,,,,,,,0,0,
RI,694,20,7,2017,Dgiard,26,RI,3,13,f,67,,,,,,,,0,0,
RI,695,20,7,2017,Dgiard,26,RI,3,13,m,64,,,,,,,,0,0,
RI,696,20,7,2017,Dgiard,26,RI,3,13,m,32,,,,,,,,0,0,
RI,697,20,7,2017,Dgiard,26,RI,3,13,f,29,,,,,,,,0,0,
RI,698,20,7,2017,Dgiard,26,RI,3,13,m,26,,,,,,,,0,0,
RI,699,20,7,2017,Dgiard,26,RI,3,14,f,44,,,,,,,,0,0,
RI,700,20,7,2017,Dgiard,26,RI,3,14,f,67,,,,,,,,0,0,
RI,701,20,7,2017,Dgiard,26,RI,3,14,m,61,,,,,,,,0,0,
RI,702,20,7,2017,Dgiard,26,RI,3,14,m,31,,,,,,,,0,0,
RI,703,20,7,2017,Dgiard,26,RI,3,14,i,24,,,,,,,,0,0,
RI,704,20,7,2017,Dgiard,26,RI,3,14,m,42,,,,,,,,0,0,
RI,705,20,7,2017,Dgiard,26,RI,3,14,i,25,,,,,,,,0,0,
RI,706,20,7,2017,Dgiard,26,RI,3,15,f,46,,,,,,,,0,0,
RI,707,20,7,2017,Dgiard,26,RI,3,15,i,22,,,,,,,,0,0,
RI,708,20,7,2017,Dgiard,26,RI,3,15,i,20,,,,,,,,0,0,
RI,709,20,7,2017,Dgiard,26,RI,3,15,f,88,,,,,,,,0,0,
RI,710,20,7,2017,Dgiard,26,RI,3,15,i,16,,,,,,,,0,0,
RI,711,20,7,2017,Dgiard,26,RI,3,15,i,21,,,,,,,,0,0,
RI,712,20,7,2017,Dgiard,26,RI,3,15,i,23,,,,,,,,0,0,
RI,713,20,7,2017,Dgiard,26,RI,3,16,i,25,,,,,,,,0,0,
RI,714,20,7,2017,Dgiard,26,RI,3,16,i,20,,,,,,,,0,0,
RI,715,20,7,2017,Dgiard,26,RI,3,16,m,33,,,,,,,,0,0,
RI,716,20,7,2017,Dgiard,26,RI,3,16,f,72,,,,,,,,0,0,
RI,717,20,7,2017,Dgiard,26,RI,3,16,m,61,,,,,,,,0,0,
RI,718,20,7,2017,Dgiard,26,RI,3,18,f,34,,,,,,,,0,0,
RI,719,20,7,2017,Dgiard,26,RI,3,18,m,62,,,,,,,,0,0,
RI,720,20,7,2017,Dgiard,26,RI,3,18,f,45,,,,,,,,0,0,
RI,721,20,7,2017,Dgiard,26,RI,3,18,f,76,,,,,,,,0,0,
RI,722,20,7,2017,Dgiard,26,RI,3,18,m,72,,,,,,,,0,0,
RI,723,20,7,2017,Dgiard,26,RI,3,18,i,22,,,,,,,,0,0,
RI,724,20,7,2017,Dgiard,26,RI,3,18,i,18,,,,,,,,0,0,
RI,725,20,7,2017,Dgiard,26,RI,3,18,m,64,,,,,,,,0,0,
RI,726,20,7,2017,Dgiard,26,RI,3,18,m,60,,,,,,,,0,0,
RI,727,20,7,2017,Dgiard,26,RI,3,19,f,66,,,,,,,,0,0,
RI,728,20,7,2017,Dgiard,26,RI,3,19,m,40,,,,,,,,0,0,
RI,729,20,7,2017,Dgiard,26,RI,3,19,f,33,,,,,,,,0,0,
RI,730,20,7,2017,Dgiard,26,RI,3,19,f,92,,,,,,,,0,0,
RI,731,20,7,2017,Dgiard,26,RI,3,19,m,62,,,,,,,,0,0,
RI,732,20,7,2017,Dgiard,26,RI,3,19,f,48,,,,,,,,0,0,
RI,733,20,7,2017,Dgiard,26,RI,3,19,i,19,,,,,,,,0,0,
RI,734,20,7,2017,Dgiard,26,RI,3,19,i,18,,,,,,,,0,0,
RI,735,20,7,2017,Dgiard,26,RI,3,19,f,26,,,,,,,,0,0,
RI,736,20,7,2017,Dgiard,26,RI,3,19,i,23,,,,,,,,0,0,
RI,737,20,7,2017,Dgiard,26,RI,3,19,f,70,,,,,,,,0,0,
RI,738,20,7,2017,Dgiard,26,RI,3,19,m,60,,,,,,,,0,0,
RI,739,20,7,2017,Dgiard,26,RI,3,19,m,62,,,,,,,,0,0,
RI,740,20,7,2017,Dgiard,26,RI,3,20,m,70,,,,,,,,0,0,
RI,741,20,7,2017,Dgiard,26,RI,3,20,m,91,,,,,,,,0,0,
RI,742,20,7,2017,Dgiard,26,RI,3,20,i,20,,,,,,,,0,0,
RI,743,20,7,2017,Dgiard,26,RI,3,20,f,28,,,,,,,,0,0,
RI,744,20,7,2017,Dgiard,26,RI,3,20,m,38,,,,,,,,0,0,
RI,745,20,7,2017,Mcomeau,23,RI,4,1,f,22,,,,,,,,0,0,
RI,746,20,7,2017,Mcomeau,23,RI,4,1,f,39,,,,,,,,0,0,
RI,747,20,7,2017,Mcomeau,23,RI,4,1,f,80,,,,,,,,0,0,
RI,748,20,7,2017,Mcomeau,23,RI,4,1,f,37,,,,,,,,0,0,
RI,749,20,7,2017,Mcomeau,23,RI,4,1,f,27,,,,,,,,0,0,
RI,750,20,7,2017,Mcomeau,23,RI,4,1,i,10,,,,,,,,0,0,
RI,751,20,7,2017,Mcomeau,23,RI,4,1,i,12,,,,,,,,0,0,
RI,752,20,7,2017,Mcomeau,23,RI,4,1,m,74,,,,,,,,0,0,
RI,753,20,7,2017,Mcomeau,23,RI,4,1,m,60,,,,,,,,0,0,
RI,754,20,7,2017,Mcomeau,23,RI,4,1,m,71,,,,,,,,0,0,
RI,755,20,7,2017,Mcomeau,23,RI,4,2,f,34,,,,,,,,0,0,
RI,756,20,7,2017,Mcomeau,23,RI,4,2,f,44,,,,,,,,0,0,
RI,757,20,7,2017,Mcomeau,23,RI,4,2,f,65,,,,,,,,0,0,
RI,758,20,7,2017,Mcomeau,23,RI,4,2,f,38,,,,,,,,0,0,
RI,759,20,7,2017,Mcomeau,23,RI,4,2,f,32,,,,,,,,0,0,
RI,760,20,7,2017,Mcomeau,23,RI,4,2,f,69,,,,,,,,0,0,
RI,761,20,7,2017,Mcomeau,23,RI,4,2,f,64,,,,,,,,0,0,
RI,762,20,7,2017,Mcomeau,23,RI,4,2,f,68,,,,,,,,0,0,
RI,763,20,7,2017,Mcomeau,23,RI,4,2,f,32,,,,,,,,0,0,
RI,764,20,7,2017,Mcomeau,23,RI,4,2,f,76,,,,,,,,0,0,
RI,765,20,7,2017,Mcomeau,23,RI,4,2,m,39,,,,,,,,0,0,
RI,766,20,7,2017,Mcomeau,23,RI,4,2,m,23,,,,,,,,0,0,
RI,767,20,7,2017,Mcomeau,23,RI,4,2,m,32,,,,,,,,0,0,
RI,768,20,7,2017,Mcomeau,23,RI,4,2,m,42,,,,,,,,0,0,
RI,769,20,7,2017,Mcomeau,23,RI,4,2,m,36,,,,,,,,0,0,
RI,770,20,7,2017,Mcomeau,23,RI,4,2,m,41,,,,,,,,0,0,
RI,771,20,7,2017,Mcomeau,23,RI,4,4,f,67,,,,,,,,0,0,
RI,772,20,7,2017,Mcomeau,23,RI,4,4,f,45,,,,,,,,0,0,
RI,773,20,7,2017,Mcomeau,23,RI,4,4,f,75,,,,,,,,0,0,
RI,774,20,7,2017,Mcomeau,23,RI,4,4,m,39,,,,,,,,0,0,
RI,775,20,7,2017,Mcomeau,23,RI,4,4,m,53,,,,,,,,0,0,
RI,776,20,7,2017,Mcomeau,23,RI,4,4,m,66,,,,,,,,0,0,
RI,777,20,7,2017,Mcomeau,23,RI,4,4,m,58,,,,,,,,0,0,
RI,778,20,7,2017,Mcomeau,23,RI,4,4,m,38,,,,,,,,0,0,
RI,779,20,7,2017,Mcomeau,23,RI,4,4,m,53,,,,,,,,0,0,
RI,780,20,7,2017,Mcomeau,23,RI,4,7,f,55,,,,,,,,0,0,
RI,781,20,7,2017,Mcomeau,23,RI,4,7,f,29,,,,,,,,0,0,
RI,782,20,7,2017,Mcomeau,23,RI,4,7,f,50,,,,,,,,0,0,
RI,783,20,7,2017,Mcomeau,23,RI,4,7,f,57,,,,,,,,0,0,
RI,784,20,7,2017,Mcomeau,23,RI,4,7,m,55,,,,,,,,0,0,
RI,785,20,7,2017,Mcomeau,23,RI,4,7,m,55,,,,,,,,0,0,
RI,786,20,7,2017,Mcomeau,23,RI,4,7,m,68,,,,,,,,0,0,
RI,787,20,7,2017,Mcomeau,23,RI,4,7,m,83,,,,,,,,0,0,
RI,788,20,7,2017,Mcomeau,23,RI,4,7,m,85,,,,,,,,0,0,
RI,789,20,7,2017,Mcomeau,23,RI,4,7,m,30,,,,,,,,0,0,
RI,790,20,7,2017,Mcomeau,23,RI,4,7,m,55,,,,,,,,0,0,
RI,791,20,7,2017,Mcomeau,23,RI,4,7,m,39,,,,,,,,0,0,
RI,792,20,7,2017,Mcomeau,23,RI,4,7,m,27,,,,,,,,0,0,
RI,793,20,7,2017,Mcomeau,23,RI,4,9,f,35,,,,,,,,0,0,
RI,794,20,7,2017,Mcomeau,23,RI,4,9,f,57,,,,,,,,0,0,
RI,795,20,7,2017,Mcomeau,23,RI,4,9,m,40,,,,,,,,0,0,
RI,796,20,7,2017,Mcomeau,23,RI,4,9,m,46,,,,,,,,0,0,
RI,797,20,7,2017,Mcomeau,23,RI,4,9,m,35,,,,,,,,0,0,
RI,798,20,7,2017,Mcomeau,23,RI,4,9,m,58,,,,,,,,0,0,
RI,799,20,7,2017,Mcomeau,23,RI,4,9,m,35,,,,,,,,0,0,
RI,800,20,7,2017,Mcomeau,23,RI,4,9,m,42,,,,,,,,0,0,
RI,801,20,7,2017,Mcomeau,23,RI,4,9,m,55,,,,,,,,0,0,
RI,802,20,7,2017,Mcomeau,23,RI,4,11,f,65,,,,,,,,0,0,
RI,803,20,7,2017,Mcomeau,23,RI,4,11,f,75,,,,,,,,0,0,
RI,804,20,7,2017,Mcomeau,23,RI,4,11,f,28,,,,,,,,0,0,
RI,805,20,7,2017,Mcomeau,23,RI,4,11,m,42,,,,,,,,0,0,
RI,806,20,7,2017,Mcomeau,23,RI,4,11,m,47,,,,,,,,0,0,
RI,807,20,7,2017,Mcomeau,23,RI,4,11,m,41,,,,,,,,0,0,
RI,808,20,7,2017,Mcomeau,23,RI,4,11,m,55,,,,,,,,0,0,
RI,809,20,7,2017,Mcomeau,23,RI,4,11,m,27,,,,,,,,0,0,
RI,810,20,7,2017,Mcomeau,23,RI,4,12,f,60,,,,,,,,0,0,
RI,811,20,7,2017,Mcomeau,23,RI,4,12,f,24,,,,,,,,0,0,
RI,812,20,7,2017,Mcomeau,23,RI,4,12,f,23,,,,,,,,0,0,
RI,813,20,7,2017,Mcomeau,23,RI,4,12,f,34,,,,,,,,0,0,
RI,814,20,7,2017,Mcomeau,23,RI,4,12,m,35,,,,,,,,0,0,
RI,815,20,7,2017,Mcomeau,23,RI,4,12,m,38,,,,,,,,0,0,
RI,816,20,7,2017,Mcomeau,23,RI,4,12,m,40,,,,,,,,0,0,
RI,817,20,7,2017,Mcomeau,23,RI,4,13,f,65,,,,,,,,0,0,
RI,818,20,7,2017,Mcomeau,23,RI,4,13,f,52,,,,,,,,0,0,
RI,819,20,7,2017,Mcomeau,23,RI,4,13,f,48,,,,,,,,0,0,
RI,820,20,7,2017,Mcomeau,23,RI,4,13,i,17,,,,,,,,0,0,
RI,821,20,7,2017,Mcomeau,23,RI,4,13,m,36,,,,,,,,0,0,
RI,822,20,7,2017,Mcomeau,23,RI,4,13,m,25,,,,,,,,0,0,
RI,823,20,7,2017,Mcomeau,23,RI,4,13,m,22,,,,,,,,0,0,
RI,824,20,7,2017,Mcomeau,23,RI,4,13,m,25,,,,,,,,0,0,
RI,825,20,7,2017,Mcomeau,23,RI,4,13,m,24,,,,,,,,0,0,
RI,826,20,7,2017,Mcomeau,23,RI,4,13,m,48,,,,,,,,0,0,
RI,827,20,7,2017,Mcomeau,23,RI,4,13,m,28,,,,,,,,0,0,
RI,828,20,7,2017,Mcomeau,23,RI,4,14,f,30,,,,,,,,0,0,
RI,829,20,7,2017,Mcomeau,23,RI,4,14,f,66,,,,,,,,0,0,
RI,830,20,7,2017,Mcomeau,23,RI,4,14,f,25,,,,,,,,0,0,
RI,831,20,7,2017,Mcomeau,23,RI,4,14,f,42,,,,,,,,0,0,
RI,832,20,7,2017,Mcomeau,23,RI,4,14,f,30,,,,,,,,0,0,
RI,833,20,7,2017,Mcomeau,23,RI,4,14,f,25,,,,,,,,0,0,
RI,834,20,7,2017,Mcomeau,23,RI,4,14,f,45,,,,,,,,0,0,
RI,835,20,7,2017,Mcomeau,23,RI,4,14,m,70,,,,,,,,0,0,
RI,836,20,7,2017,Mcomeau,23,RI,4,14,m,39,,,,,,,,0,0,
RI,837,20,7,2017,Mcomeau,23,RI,4,14,m,31,,,,,,,,0,0,
RI,838,20,7,2017,Mcomeau,23,RI,4,15,f,42,,,,,,,,0,0,
RI,839,20,7,2017,Mcomeau,23,RI,4,15,f,45,,,,,,,,0,0,
RI,840,20,7,2017,Mcomeau,23,RI,4,15,f,75,,,,,,,,0,0,
RI,841,20,7,2017,Mcomeau,23,RI,4,15,f,73,,,,,,,,0,0,
RI,842,20,7,2017,Mcomeau,23,RI,4,15,f,45,,,,,,,,0,0,
RI,843,20,7,2017,Mcomeau,23,RI,4,15,m,58,,,,,,,,0,0,
RI,844,20,7,2017,Mcomeau,23,RI,4,15,m,66,,,,,,,,0,0,
RI,845,20,7,2017,Gpaulin,23,RI,4,1,f,50,,,,,,,,0,0,
RI,846,20,7,2017,Gpaulin,23,RI,4,1,f,35,,,,,,,,0,0,
RI,847,20,7,2017,Gpaulin,23,RI,4,1,f,55,,,,,,,,0,0,
RI,848,20,7,2017,Gpaulin,23,RI,4,1,f,22,,,,,,,,0,0,
RI,849,20,7,2017,Gpaulin,23,RI,4,1,f,24,,,,,,,,0,0,
RI,850,20,7,2017,Gpaulin,23,RI,4,1,f,21,,,,,,,,0,0,
RI,851,20,7,2017,Gpaulin,23,RI,4,1,m,28,,,,,,,,0,0,
RI,852,20,7,2017,Gpaulin,23,RI,4,1,m,45,,,,,,,,0,0,
RI,853,20,7,2017,Gpaulin,23,RI,4,2,f,46,,,,,,,,0,0,
RI,854,20,7,2017,Gpaulin,23,RI,4,2,m,25,,,,,,,,0,0,
RI,855,20,7,2017,Gpaulin,23,RI,4,2,f,38,,,,,,,,0,0,
RI,856,20,7,2017,Gpaulin,23,RI,4,2,f,27,,,,,,,,0,0,
RI,857,20,7,2017,Gpaulin,23,RI,4,2,m,25,,,,,,,,0,0,
RI,858,20,7,2017,Gpaulin,23,RI,4,2,i,20,,,,,,,,0,0,
RI,859,20,7,2017,Gpaulin,23,RI,4,2,f,40,,,,,,,,0,0,
RI,860,20,7,2017,Gpaulin,23,RI,4,2,m,37,,,,,,,,0,0,
RI,861,20,7,2017,Gpaulin,23,RI,4,3,f,23,,,,,,,,0,0,
RI,862,20,7,2017,Gpaulin,23,RI,4,3,f,60,,,,,,,,0,0,
RI,863,20,7,2017,Gpaulin,23,RI,4,3,m,28,,,,,,,,0,0,
RI,864,20,7,2017,Gpaulin,23,RI,4,3,f,45,,,,,,,,0,0,
RI,865,20,7,2017,Gpaulin,23,RI,4,3,m,70,,,,,,,,0,0,
RI,866,20,7,2017,Gpaulin,23,RI,4,3,m,22,,,,,,,,0,0,
RI,867,20,7,2017,Gpaulin,23,RI,4,5,m,69,,,,,,,,0,0,
RI,868,20,7,2017,Gpaulin,23,RI,4,5,m,32,,,,,,,,0,0,
RI,869,20,7,2017,Gpaulin,23,RI,4,5,m,65,,,,,,,,0,0,
RI,870,20,7,2017,Gpaulin,23,RI,4,5,m,40,,,,,,,,0,0,
RI,871,20,7,2017,Gpaulin,23,RI,4,5,f,55,,,,,,,,0,0,
RI,872,20,7,2017,Gpaulin,23,RI,4,6,f,45,,,,,,,,0,0,
RI,873,20,7,2017,Gpaulin,23,RI,4,6,f,74,,,,,,,,0,0,
RI,874,20,7,2017,Gpaulin,23,RI,4,6,f,42,,,,,,,,0,0,
RI,875,20,7,2017,Gpaulin,23,RI,4,6,m,38,,,,,,,,0,0,
RI,876,20,7,2017,Gpaulin,23,RI,4,6,m,83,,,,,,,,0,0,
