Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Site,Transect,section,sexe,LC,Escape,Sa,Va,Du,Al,Gr,Co,Ca,type,commentaire,fond,,
576,17,7,2012,Rdoucette,,,,,,RI,6,2,m,35,,,,,,,,,,,,,
577,17,7,2012,Rdoucette,,,,,,RI,6,2,f,36,,,,,,,,,,,,,
578,17,7,2012,Rdoucette,,,,,,RI,6,2,i,17,,,,,,,,,,,,,
579,17,7,2012,Rdoucette,,,,,,RI,6,2,i,12,,,,,,,,,,,,,
580,17,7,2012,Rdoucette,,,,,,RI,6,2,m,44,,,,,,,,,,,,,
581,17,7,2012,Rdoucette,,,,,,RI,6,2,m,49,,,,,,,,,,,,,
582,17,7,2012,Rdoucette,,,,,,RI,6,2,f,62,,,,,,,,,,,,,
583,17,7,2012,Rdoucette,,,,,,RI,6,2,m,26,,,,,,,,,,,,,
584,17,7,2012,Rdoucette,,,,,,RI,6,3,f,52,,,,,,,,,,,,,
585,17,7,2012,Rdoucette,,,,,,RI,6,3,m,76,,,,,,,,,,,,,
586,17,7,2012,Rdoucette,,,,,,RI,6,4,m,25,,,,,,,,,,,,,
587,17,7,2012,Rdoucette,,,,,,RI,6,4,m,39,,,,,,,,,,,,,
588,17,7,2012,Rdoucette,,,,,,RI,6,4,m,20,,,,,,,,,,,,,
589,17,7,2012,Rdoucette,,,,,,RI,6,4,f,34,,,,,,,,,,,,,
590,17,7,2012,Rdoucette,,,,,,RI,6,4,m,42,,,,,,,,,,,,,
591,17,7,2012,Rdoucette,,,,,,RI,6,4,m,40,,,,,,,,,,,,,
592,17,7,2012,Rdoucette,,,,,,RI,6,4,f,32,,,,,,,,,,,,,
593,17,7,2012,Rdoucette,,,,,,RI,6,5,f,51,,,,,,,,,,,,,
594,17,7,2012,Rdoucette,,,,,,RI,6,5,f,38,,,,,,,,,,,,,
595,17,7,2012,Rdoucette,,,,,,RI,6,5,m,34,,,,,,,,,,,,,
596,17,7,2012,Rdoucette,,,,,,RI,6,6,f,68,,,,,,,,,,,,,
597,17,7,2012,Rdoucette,,,,,,RI,6,6,m,66,,,,,,,,,,,,,
598,17,7,2012,Rdoucette,,,,,,RI,6,6,m,71,,,,,,,,,,,,,
599,17,7,2012,Rdoucette,,,,,,RI,6,6,i,16,,,,,,,,,,,,,
600,17,7,2012,Rdoucette,,,,,,RI,6,6,m,81,,,,,,,,,,,,,
601,17,7,2012,Rdoucette,,,,,,RI,6,6,m,36,,,,,,,,,,,,,
602,17,7,2012,Rdoucette,,,,,,RI,6,7,m,37,,,,,,,,,,,,,
603,17,7,2012,Rdoucette,,,,,,RI,6,7,m,66,,,,,,,,,,,,,
604,17,7,2012,Rdoucette,,,,,,RI,6,7,f,37,,,,,,,,,,,,,
605,17,7,2012,Rdoucette,,,,,,RI,6,7,i,15,,,,,,,,,,,,,
606,17,7,2012,Rdoucette,,,,,,RI,6,7,f,48,,,,,,,,,,,,,
607,17,7,2012,Rdoucette,,,,,,RI,6,8,m,28,,,,,,,,,,,,,
608,17,7,2012,Rdoucette,,,,,,RI,6,8,f,22,,,,,,,,,,,,,
609,17,7,2012,Rdoucette,,,,,,RI,6,8,b1,79,,,,,,,,,,,,,
610,17,7,2012,Rdoucette,,,,,,RI,6,8,i,16,,,,,,,,,,,,,
611,17,7,2012,Rdoucette,,,,,,RI,6,9,f,39,,,,,,,,,,,,,
612,17,7,2012,Rdoucette,,,,,,RI,6,9,m,62,,,,,,,,,,,,,
613,17,7,2012,Rdoucette,,,,,,RI,6,9,m,36,,,,,,,,,,,,,
614,17,7,2012,Gpaulin,,,,,,RI,6,1,m,57,,,,,,,,,,,,,
615,17,7,2012,Gpaulin,,,,,,RI,6,1,m,27,,,,,,,,,,,,,
616,17,7,2012,Gpaulin,,,,,,RI,6,1,f,35,,,,,,,,,,,,,
617,17,7,2012,Gpaulin,,,,,,RI,6,1,m,35,,,,,,,,,,,,,
618,17,7,2012,Gpaulin,,,,,,RI,6,1,m,23,,,,,,,,,,,,,
619,17,7,2012,Gpaulin,,,,,,RI,6,1,m,26,,,,,,,,,,,,,
620,17,7,2012,Gpaulin,,,,,,RI,6,1,f,43,,,,,,,,,,,,,
621,17,7,2012,Gpaulin,,,,,,RI,6,1,m,35,,,,,,,,,,,,,
622,17,7,2012,Gpaulin,,,,,,RI,6,1,f,52,,,,,,,,,,,,,
623,17,7,2012,Gpaulin,,,,,,RI,6,1,f,26,,,,,,,,,,,,,
624,17,7,2012,Gpaulin,,,,,,RI,6,2,m,20,,,,,,,,,,,,,
625,17,7,2012,Gpaulin,,,,,,RI,6,2,f,42,,,,,,,,,,,,,
626,17,7,2012,Gpaulin,,,,,,RI,6,2,i,16,,,,,,,,,,,,,
627,17,7,2012,Gpaulin,,,,,,RI,6,2,i,15,,,,,,,,,,,,,
628,17,7,2012,Gpaulin,,,,,,RI,6,2,m,34,,,,,,,,,,,,,
629,17,7,2012,Gpaulin,,,,,,RI,6,2,f,52,,,,,,,,,,,,,
630,17,7,2012,Gpaulin,,,,,,RI,6,2,m,30,,,,,,,,,,,,,
631,17,7,2012,Gpaulin,,,,,,RI,6,2,f,28,,,,,,,,,,,,,
632,17,7,2012,Gpaulin,,,,,,RI,6,2,i,16,,,,,,,,,,,,,
633,17,7,2012,Gpaulin,,,,,,RI,6,2,m,26,,,,,,,,,,,,,
634,17,7,2012,Gpaulin,,,,,,RI,6,3,f,32,,,,,,,,,,,,,
635,17,7,2012,Gpaulin,,,,,,RI,6,3,m,24,,,,,,,,,,,,,
636,17,7,2012,Gpaulin,,,,,,RI,6,3,m,33,,,,,,,,,,,,,
637,17,7,2012,Gpaulin,,,,,,RI,6,3,m,64,,,,,,,,,,,,,
638,17,7,2012,Gpaulin,,,,,,RI,6,3,m,23,,,,,,,,,,,,,
639,17,7,2012,Gpaulin,,,,,,RI,6,3,i,15,,,,,,,,,,,,,
640,17,7,2012,Gpaulin,,,,,,RI,6,3,m,32,,,,,,,,,,,,,
641,17,7,2012,Gpaulin,,,,,,RI,6,4,i,15,,,,,,,,,,,,,
642,17,7,2012,Gpaulin,,,,,,RI,6,4,m,28,,,,,,,,,,,,,
643,17,7,2012,Gpaulin,,,,,,RI,6,4,i,18,,,,,,,,,,,,,
644,17,7,2012,Gpaulin,,,,,,RI,6,4,m,20,,,,,,,,,,,,,
645,17,7,2012,Gpaulin,,,,,,RI,6,4,m,30,,,,,,,,,,,,,
646,17,7,2012,Gpaulin,,,,,,RI,6,4,f,23,,,,,,,,,,,,,
647,17,7,2012,Gpaulin,,,,,,RI,6,4,i,18,,,,,,,,,,,,,
648,17,7,2012,Gpaulin,,,,,,RI,6,5,m,42,,,,,,,,,,,,,
649,17,7,2012,Gpaulin,,,,,,RI,6,5,i,18,,,,,,,,,,,,,
650,17,7,2012,Gpaulin,,,,,,RI,6,5,m,45,,,,,,,,,,,,,
651,17,7,2012,Gpaulin,,,,,,RI,6,5,f,82,,,,,,,,,,,,,
652,17,7,2012,Gpaulin,,,,,,RI,6,5,i,15,,,,,,,,,,,,,
653,17,7,2012,Gpaulin,,,,,,RI,6,6,f,42,,,,,,,,,,,,,
654,17,7,2012,Gpaulin,,,,,,RI,6,6,f,61,,,,,,,,,,,,,
655,17,7,2012,Gpaulin,,,,,,RI,6,6,f,37,,,,,,,,,,,,,
656,17,7,2012,Gpaulin,,,,,,RI,6,6,m,32,,,,,,,,,,,,,
657,17,7,2012,Gpaulin,,,,,,RI,6,6,f,56,,,,,,,,,,,,,
658,17,7,2012,Gpaulin,,,,,,RI,6,6,m,50,,,,,,,,,,,,,
659,17,7,2012,Gpaulin,,,,,,RI,6,7,m,53,,,,,,,,,,,,,
660,17,7,2012,Gpaulin,,,,,,RI,6,7,i,15,,,,,,,,,,,,,
661,17,7,2012,Gpaulin,,,,,,RI,6,7,f,32,,,,,,,,,,,,,
662,17,7,2012,Gpaulin,,,,,,RI,6,7,f,25,,,,,,,,,,,,,
663,17,7,2012,Gpaulin,,,,,,RI,6,7,m,34,,,,,,,,,,,,,
664,17,7,2012,Gpaulin,,,,,,RI,6,8,m,40,,,,,,,,,,,,,
665,17,7,2012,Gpaulin,,,,,,RI,6,8,f,60,,,,,,,,,,,,,
666,17,7,2012,Gpaulin,,,,,,RI,6,8,f,90,,,,,,,,,,,,,
667,17,7,2012,Gpaulin,,,,,,RI,6,8,m,34,,,,,,,,,,,,,
668,17,7,2012,Gpaulin,,,,,,RI,6,8,f,34,,,,,,,,,,,,,
669,17,7,2012,Gpaulin,,,,,,RI,6,8,m,39,,,,,,,,,,,,,
670,17,7,2012,Gpaulin,,,,,,RI,6,9,m,83,,,,,,,,,,,,,
671,17,7,2012,Gpaulin,,,,,,RI,6,9,f,36,,,,,,,,,,,,,
672,17,7,2012,Gpaulin,,,,,,RI,6,9,i,15,,,,,,,,,,,,,
673,17,7,2012,Gpaulin,,,,,,RI,6,9,f,79,,,,,,,,,,,,,
674,17,7,2012,Gpaulin,,,,,,RI,6,9,m,35,,,,,,,,,,,,,
675,19,7,2012,Mcomeau,,,,,,RI,7,1,f,40,,,,,,,,,,,,,
676,19,7,2012,Mcomeau,,,,,,RI,7,1,f,22,,,,,,,,,,,,,
677,19,7,2012,Mcomeau,,,,,,RI,7,1,f,46,,,,,,,,,,,,,
678,19,7,2012,Mcomeau,,,,,,RI,7,1,f,56,,,,,,,,,,,,,
679,19,7,2012,Mcomeau,,,,,,RI,7,1,f,20,,,,,,,,,,,,,
680,19,7,2012,Mcomeau,,,,,,RI,7,1,m,56,,,,,,,,,,,,,
681,19,7,2012,Mcomeau,,,,,,RI,7,2,i,16,,,,,,,,,,,,,
682,19,7,2012,Mcomeau,,,,,,RI,7,2,i,15,,,,,,,,,,,,,
683,19,7,2012,Mcomeau,,,,,,RI,7,2,f,42,,,,,,,,,,,,,
684,19,7,2012,Mcomeau,,,,,,RI,7,2,m,45,,,,,,,,,,,,,
685,19,7,2012,Mcomeau,,,,,,RI,7,3,f,78,,,,,,,,,,,,,
686,19,7,2012,Mcomeau,,,,,,RI,7,4,m,66,,,,,,,,,,,,,
687,19,7,2012,Mcomeau,,,,,,RI,7,5,f,56,,,,,,,,,,,,,
688,19,7,2012,Mcomeau,,,,,,RI,7,5,b1,72,,,,,,,,,,,,,
689,19,7,2012,Mcomeau,,,,,,RI,7,6,m,79,,,,,,,,,,,,,
690,19,7,2012,Mcomeau,,,,,,RI,7,6,m,80,,,,,,,,,,,,,
691,19,7,2012,Mcomeau,,,,,,RI,7,6,f,32,,,,,,,,,,,,,
692,19,7,2012,Mcomeau,,,,,,RI,7,6,f,39,,,,,,,,,,,,,
693,19,7,2012,Mcomeau,,,,,,RI,7,7,f,62,,,,,,,,,,,,,
694,19,7,2012,Mcomeau,,,,,,RI,7,7,m,30,,,,,,,,,,,,,
695,19,7,2012,Mcomeau,,,,,,RI,7,8,m,53,,,,,,,,,,,,,
696,19,7,2012,Mcomeau,,,,,,RI,7,8,f,74,,,,,,,,,,,,,
697,19,7,2012,Mcomeau,,,,,,RI,7,9,m,53,,,,,,,,,,,,,
698,19,7,2012,Mcomeau,,,,,,RI,7,9,f,22,,,,,,,,,,,,,
699,19,7,2012,Mcomeau,,,,,,RI,7,9,i,10,,,,,,,,,,,,,
700,19,7,2012,Mcomeau,,,,,,RI,7,10,m,65,,,,,,,,,,,,,
701,19,7,2012,Mcomeau,,,,,,RI,7,11,f,40,,,,,,,,,,,,,
702,19,7,2012,Mcomeau,,,,,,RI,7,12,m,70,,,,,,,,,,,,,
703,19,7,2012,Mcomeau,,,,,,RI,7,12,m,21,,,,,,,,,,,,,
704,19,7,2012,Mcomeau,,,,,,RI,7,12,b1,75,,,,,,,,,,,,,
705,19,7,2012,Mcomeau,,,,,,RI,7,12,f,22,,,,,,,,,,,,,
706,19,7,2012,Bcomeau,,,,,,RI,7,1,f,63,,,,,,,,,,,,,
707,19,7,2012,Bcomeau,,,,,,RI,7,1,m,44,,,,,,,,,,,,,
708,19,7,2012,Bcomeau,,,,,,RI,7,1,m,35,,,,,,,,,,,,,
709,19,7,2012,Bcomeau,,,,,,RI,7,2,f,62,,,,,,,,,,,,,
710,19,7,2012,Bcomeau,,,,,,RI,7,2,m,65,,,,,,,,,,,,,
711,19,7,2012,Bcomeau,,,,,,RI,7,3,b3,65,,,,,,,,,,,,,
712,19,7,2012,Bcomeau,,,,,,RI,7,3,i,16,,,,,,,,,,,,,
713,19,7,2012,Bcomeau,,,,,,RI,7,4,f,58,,,,,,,,,,,,,
714,19,7,2012,Bcomeau,,,,,,RI,7,4,f,54,,,,,,,,,,,,,
715,19,7,2012,Bcomeau,,,,,,RI,7,5,f,51,,,,,,,,,,,,,
716,19,7,2012,Bcomeau,,,,,,RI,7,5,m,55,,,,,,,,,,,,,
717,19,7,2012,Bcomeau,,,,,,RI,7,6,m,40,,,,,,,,,,,,,
718,19,7,2012,Bcomeau,,,,,,RI,7,6,f,67,,,,,,,,,,,,,
719,19,7,2012,Bcomeau,,,,,,RI,7,6,f,79,,,,,,,,,,,,,
720,19,7,2012,Bcomeau,,,,,,RI,7,8,m,25,,,,,,,,,,,,,
721,19,7,2012,Bcomeau,,,,,,RI,7,8,i,13,,,,,,,,,,,,,
722,19,7,2012,Bcomeau,,,,,,RI,7,8,f,46,,,,,,,,,,,,,
723,19,7,2012,Bcomeau,,,,,,RI,7,9,f,67,,,,,,,,,,,,,
724,19,7,2012,Bcomeau,,,,,,RI,7,9,f,56,,,,,,,,,,,,,
725,19,7,2012,Bcomeau,,,,,,RI,7,15,m,115,,,,,,,,,,,,,
726,19,7,2012,Bcomeau,,,,,,RI,7,15,f,35,,,,,,,,,,,,,
727,19,7,2012,Bcomeau,,,,,,RI,7,16,m,40,,,,,,,,,,,,,
728,19,7,2012,Bcomeau,,,,,,RI,7,16,m,27,,,,,,,,,,,,,
729,19,7,2012,Bcomeau,,,,,,RI,7,18,m,63,,,,,,,,,,,,,
730,19,7,2012,Bcomeau,,,,,,RI,7,18,m,73,,,,,,,,,,,,,
731,19,7,2012,Bcomeau,,,,,,RI,7,18,f,56,,,,,,,,,,,,,
732,19,7,2012,Bcomeau,,,,,,RI,7,19,m,77,,,,,,,,,,,,,
733,19,7,2012,Bcomeau,,,,,,RI,7,19,m,52,,,,,,,,,,,,,
734,19,7,2012,Bcomeau,,,,,,RI,7,19,m,81,,,,,,,,,,,,,
735,19,7,2012,Bcomeau,,,,,,RI,7,19,i,12,,,,,,,,,,,,,
736,19,7,2012,Bcomeau,,,,,,RI,7,20,m,26,,,,,,,,,,,,,
737,19,7,2012,Bcomeau,,,,,,RI,7,20,m,56,,,,,,,,,,,,,
738,19,7,2012,Bcomeau,,,,,,RI,7,20,m,65,,,,,,,,,,,,,
739,19,7,2012,Bcomeau,,,,,,RI,7,20,f,31,,,,,,,,,,,,,
740,19,7,2012,Bcomeau,,,,,,RI,7,20,m,60,,,,,,,,,,,,,
741,19,7,2012,Bcomeau,,,,,,RI,7,20,m,40,,,,,,,,,,,,,
742,19,7,2012,Bcomeau,,,,,,RI,7,20,f,62,,,,,,,,,,,,,
743,19,7,2012,Bcomeau,,,,,,RI,7,20,m,41,,,,,,,,,,,,,
744,19,7,2012,Bcomeau,,,,,,RI,7,20,m,60,,,,,,,,,,,,,
745,19,7,2012,Gpaulin,,,,,,RI,8,1,f,42,,,,,,,,,,,,,
746,19,7,2012,Gpaulin,,,,,,RI,8,1,m,60,,,,,,,,,,,,,
747,19,7,2012,Gpaulin,,,,,,RI,8,1,m,68,,,,,,,,,,,,,
748,19,7,2012,Gpaulin,,,,,,RI,8,1,f,43,,,,,,,,,,,,,
749,19,7,2012,Gpaulin,,,,,,RI,8,2,m,24,,,,,,,,,,,,,
750,19,7,2012,Gpaulin,,,,,,RI,8,2,i,15,,,,,,,,,,,,,
751,19,7,2012,Gpaulin,,,,,,RI,8,2,m,41,,,,,,,,,,,,,
752,19,7,2012,Gpaulin,,,,,,RI,8,2,m,32,,,,,,,,,,,,,
753,19,7,2012,Gpaulin,,,,,,RI,8,3,m,65,,,,,,,,,,,,,
754,19,7,2012,Gpaulin,,,,,,RI,8,3,f,25,,,,,,,,,,,,,
755,19,7,2012,Gpaulin,,,,,,RI,8,4,m,35,,,,,,,,,,,,,
756,19,7,2012,Gpaulin,,,,,,RI,8,5,m,80,,,,,,,,,,,,,
757,19,7,2012,Gpaulin,,,,,,RI,8,6,m,60,,,,,,,,,,,,,
758,19,7,2012,Gpaulin,,,,,,RI,8,6,m,58,,,,,,,,,,,,,
759,19,7,2012,Gpaulin,,,,,,RI,8,7,m,60,,,,,,,,,,,,,
760,19,7,2012,Gpaulin,,,,,,RI,8,7,i,15,,,,,,,,,,,,,
761,19,7,2012,Gpaulin,,,,,,RI,8,7,m,57,,,,,,,,,,,,,
762,19,7,2012,Gpaulin,,,,,,RI,8,8,m,43,,,,,,,,,,,,,
763,19,7,2012,Gpaulin,,,,,,RI,8,8,f,58,,,,,,,,,,,,,
764,19,7,2012,Gpaulin,,,,,,RI,8,8,m,25,,,,,,,,,,,,,
765,19,7,2012,Gpaulin,,,,,,RI,8,9,f,42,,,,,,,,,,,,,
766,19,7,2012,Gpaulin,,,,,,RI,8,10,f,67,,,,,,,,,,,,,
767,19,7,2012,Gpaulin,,,,,,RI,8,10,m,52,,,,,,,,,,,,,
768,19,7,2012,Gpaulin,,,,,,RI,8,10,f,32,,,,,,,,,,,,,
769,19,7,2012,Gpaulin,,,,,,RI,8,11,m,87,,,,,,,,,,,,,
770,19,7,2012,Gpaulin,,,,,,RI,8,11,f,60,,,,,,,,,,,,,
771,19,7,2012,Gpaulin,,,,,,RI,8,11,m,20,,,,,,,,,,,,,
772,19,7,2012,Gpaulin,,,,,,RI,8,12,m,43,,,,,,,,,,,,,
773,19,7,2012,Gpaulin,,,,,,RI,8,12,f,64,,,,,,,,,,,,,
774,19,7,2012,Gpaulin,,,,,,RI,8,12,m,50,,,,,,,,,,,,,
775,19,7,2012,Gpaulin,,,,,,RI,8,13,f,64,,,,,,,,,,,,,
776,19,7,2012,Gpaulin,,,,,,RI,8,14,m,70,,,,,,,,,,,,,
777,19,7,2012,Gpaulin,,,,,,RI,8,14,f,53,,,,,,,,,,,,,
778,19,7,2012,Gpaulin,,,,,,RI,8,14,f,23,,,,,,,,,,,,,
779,19,7,2012,Gpaulin,,,,,,RI,8,15,f,50,,,,,,,,,,,,,
780,19,7,2012,Gpaulin,,,,,,RI,8,15,f,59,,,,,,,,,,,,,
781,19,7,2012,Gpaulin,,,,,,RI,8,16,f,44,,,,,,,,,,,,,
782,19,7,2012,Gpaulin,,,,,,RI,8,16,f,26,,,,,,,,,,,,,
783,19,7,2012,Gpaulin,,,,,,RI,8,16,f,47,,,,,,,,,,,,,
784,19,7,2012,Gpaulin,,,,,,RI,8,18,m,20,,,,,,,,,,,,,
785,19,7,2012,Gpaulin,,,,,,RI,8,18,m,56,,,,,,,,,,,,,
786,19,7,2012,Gpaulin,,,,,,RI,8,18,m,62,,,,,,,,,,,,,
787,19,7,2012,Gpaulin,,,,,,RI,8,19,f,55,,,,,,,,,,,,,
788,19,7,2012,Gpaulin,,,,,,RI,8,19,m,35,,,,,,,,,,,,,
789,19,7,2012,Gpaulin,,,,,,RI,8,19,m,53,,,,,,,,,,,,,
790,19,7,2012,Gpaulin,,,,,,RI,8,19,m,42,,,,,,,,,,,,,
791,19,7,2012,Gpaulin,,,,,,RI,8,20,f,26,,,,,,,,,,,,,
792,19,7,2012,Gpaulin,,,,,,RI,8,20,f,35,,,,,,,,,,,,,
793,19,7,2012,Gpaulin,,,,,,RI,8,20,f,30,,,,,,,,,,,,,
794,19,7,2012,Gpaulin,,,,,,RI,8,20,f,60,,,,,,,,,,,,,
795,19,7,2012,Rvienneau,,,,,,RI,8,1,m,20,,,,,,,,,,,,,
796,19,7,2012,Rvienneau,,,,,,RI,8,1,m,58,,,,,,,,,,,,,
797,19,7,2012,Rvienneau,,,,,,RI,8,2,i,18,,,,,,,,,,,,,
798,19,7,2012,Rvienneau,,,,,,RI,8,2,m,64,,,,,,,,,,,,,
799,19,7,2012,Rvienneau,,,,,,RI,8,2,m,50,,,,,,,,,,,,,
800,19,7,2012,Rvienneau,,,,,,RI,8,2,f,55,,,,,,,,,,,,,
801,19,7,2012,Rvienneau,,,,,,RI,8,2,f,52,,,,,,,,,,,,,
802,19,7,2012,Rvienneau,,,,,,RI,8,3,m,20,,,,,,,,,,,,,
803,19,7,2012,Rvienneau,,,,,,RI,8,3,m,59,,,,,,,,,,,,,
804,19,7,2012,Rvienneau,,,,,,RI,8,3,m,20,,,,,,,,,,,,,
805,19,7,2012,Rvienneau,,,,,,RI,8,4,m,80,,,,,,,,,,,,,
806,19,7,2012,Rvienneau,,,,,,RI,8,4,m,63,,,,,,,,,,,,,
807,19,7,2012,Rvienneau,,,,,,RI,8,4,m,45,,,,,,,,,,,,,
808,19,7,2012,Rvienneau,,,,,,RI,8,5,f,56,,,,,,,,,,,,,
809,19,7,2012,Rvienneau,,,,,,RI,8,7,f,43,,,,,,,,,,,,,
810,19,7,2012,Rvienneau,,,,,,RI,8,7,f,30,,,,,,,,,,,,,
811,19,7,2012,Rvienneau,,,,,,RI,8,8,f,31,,,,,,,,,,,,,
812,19,7,2012,Rvienneau,,,,,,RI,8,8,m,30,,,,,,,,,,,,,
813,19,7,2012,Rvienneau,,,,,,RI,8,9,m,53,,,,,,,,,,,,,
814,19,7,2012,Rvienneau,,,,,,RI,8,9,f,38,,,,,,,,,,,,,
815,19,7,2012,Rvienneau,,,,,,RI,8,9,f,56,,,,,,,,,,,,,
816,19,7,2012,Rvienneau,,,,,,RI,8,10,f,75,,,,,,,,,,,,,
817,19,7,2012,Rvienneau,,,,,,RI,8,10,m,70,,,,,,,,,,,,,
818,19,7,2012,Rvienneau,,,,,,RI,8,11,f,59,,,,,,,,,,,,,
819,19,7,2012,Rvienneau,,,,,,RI,8,11,m,28,,,,,,,,,,,,,
820,19,7,2012,Rvienneau,,,,,,RI,8,11,m,40,,,,,,,,,,,,,
821,19,7,2012,Rvienneau,,,,,,RI,8,13,m,72,,,,,,,,,,,,,
822,19,7,2012,Rvienneau,,,,,,RI,8,13,m,47,,,,,,,,,,,,,
823,19,7,2012,Rvienneau,,,,,,RI,8,16,m,57,,,,,,,,,,,,,
824,19,7,2012,Rvienneau,,,,,,RI,8,16,f,75,,,,,,,,,,,,,
825,19,7,2012,Rvienneau,,,,,,RI,8,17,m,21,,,,,,,,,,,,,
826,19,7,2012,Rvienneau,,,,,,RI,8,17,f,24,,,,,,,,,,,,,
827,19,7,2012,Rvienneau,,,,,,RI,8,17,f,63,,,,,,,,,,,,,
828,19,7,2012,Rvienneau,,,,,,RI,8,18,f,54,,,,,,,,,,,,,
829,19,7,2012,Rvienneau,,,,,,RI,8,18,m,42,,,,,,,,,,,,,
830,19,7,2012,Rvienneau,,,,,,RI,8,18,m,47,,,,,,,,,,,,,
831,19,7,2012,Rvienneau,,,,,,RI,8,19,b,87,,,,,,,,,,,,,
832,19,7,2012,Rvienneau,,,,,,RI,8,19,m,59,,,,,,,,,,,,,
833,19,7,2012,Rvienneau,,,,,,RI,8,19,f,66,,,,,,,,,,,,,
834,19,7,2012,Rvienneau,,,,,,RI,8,19,m,42,,,,,,,,,,,,,
835,19,7,2012,Rvienneau,,,,,,RI,8,19,f,75,,,,,,,,,,,,,
836,19,7,2012,Rvienneau,,,,,,RI,8,19,m,26,,,,,,,,,,,,,
837,19,7,2012,Rvienneau,,,,,,RI,8,19,f,41,,,,,,,,,,,,,
838,19,7,2012,Rvienneau,,,,,,RI,8,20,m,52,,,,,,,,,,,,,
839,19,7,2012,Rvienneau,,,,,,RI,8,20,f,42,,,,,,,,,,,,,
840,19,7,2012,Rvienneau,,,,,,RI,8,20,m,70,,,,,,,,,,,,,
841,19,7,2012,Mcomeau,,,,,,RI,9,1,f,77,,,,,,,,,,,,,
842,19,7,2012,Mcomeau,,,,,,RI,9,1,m,87,,,,,,,,,,,,,
843,19,7,2012,Mcomeau,,,,,,RI,9,1,m,67,,,,,,,,,,,,,
844,19,7,2012,Mcomeau,,,,,,RI,9,1,m,36,,,,,,,,,,,,,
845,19,7,2012,Mcomeau,,,,,,RI,9,1,f,40,,,,,,,,,,,,,
846,19,7,2012,Mcomeau,,,,,,RI,9,1,f,34,,,,,,,,,,,,,
847,19,7,2012,Mcomeau,,,,,,RI,9,1,f,48,,,,,,,,,,,,,
848,19,7,2012,Mcomeau,,,,,,RI,9,1,f,62,,,,,,,,,,,,,
849,19,7,2012,Mcomeau,,,,,,RI,9,1,m,63,,,,,,,,,,,,,
850,19,7,2012,Mcomeau,,,,,,RI,9,2,m,38,,,,,,,,,,,,,
851,19,7,2012,Mcomeau,,,,,,RI,9,2,m,25,,,,,,,,,,,,,
852,19,7,2012,Mcomeau,,,,,,RI,9,2,i,17,,,,,,,,,,,,,
853,19,7,2012,Mcomeau,,,,,,RI,9,3,m,63,,,,,,,,,,,,,
854,19,7,2012,Mcomeau,,,,,,RI,9,3,m,62,,,,,,,,,,,,,
855,19,7,2012,Mcomeau,,,,,,RI,9,3,m,74,,,,,,,,,,,,,
856,19,7,2012,Mcomeau,,,,,,RI,9,3,i,16,,,,,,,,,,,,,
857,19,7,2012,Mcomeau,,,,,,RI,9,4,i,15,,,,,,,,,,,,,
858,19,7,2012,Mcomeau,,,,,,RI,9,4,f,63,,,,,,,,,,,,,
859,19,7,2012,Mcomeau,,,,,,RI,9,4,f,35,,,,,,,,,,,,,
860,19,7,2012,Mcomeau,,,,,,RI,9,4,f,37,,,,,,,,,,,,,
861,19,7,2012,Mcomeau,,,,,,RI,9,5,m,51,,,,,,,,,,,,,
862,19,7,2012,Mcomeau,,,,,,RI,9,5,i,16,,,,,,,,,,,,,
863,19,7,2012,Mcomeau,,,,,,RI,9,6,f,52,,,,,,,,,,,,,
864,19,7,2012,Mcomeau,,,,,,RI,9,6,f,65,,,,,,,,,,,,,
865,19,7,2012,Mcomeau,,,,,,RI,9,6,m,70,,,,,,,,,,,,,
866,19,7,2012,Mcomeau,,,,,,RI,9,7,f,72,,,,,,,,,,,,,
867,19,7,2012,Mcomeau,,,,,,RI,9,7,m,47,,,,,,,,,,,,,
868,19,7,2012,Mcomeau,,,,,,RI,9,7,f,62,,,,,,,,,,,,,
869,19,7,2012,Mcomeau,,,,,,RI,9,8,m,36,,,,,,,,,,,,,
870,19,7,2012,Mcomeau,,,,,,RI,9,8,m,48,,,,,,,,,,,,,
871,19,7,2012,Mcomeau,,,,,,RI,9,9,m,64,,,,,,,,,,,,,
872,19,7,2012,Mcomeau,,,,,,RI,9,9,m,31,,,,,,,,,,,,,
873,19,7,2012,Mcomeau,,,,,,RI,9,9,m,62,,,,,,,,,,,,,
874,19,7,2012,Mcomeau,,,,,,RI,9,10,f,65,,,,,,,,,,,,,
875,19,7,2012,Mcomeau,,,,,,RI,9,10,m,37,,,,,,,,,,,,,
876,19,7,2012,Mcomeau,,,,,,RI,9,10,f,37,,,,,,,,,,,,,
877,19,7,2012,Mcomeau,,,,,,RI,9,10,m,57,,,,,,,,,,,,,
878,19,7,2012,Mcomeau,,,,,,RI,9,10,i,17,,,,,,,,,,,,,
879,19,7,2012,Mcomeau,,,,,,RI,9,11,f,41,,,,,,,,,,,,,
880,19,7,2012,Mcomeau,,,,,,RI,9,11,f,65,,,,,,,,,,,,,
881,19,7,2012,Mcomeau,,,,,,RI,9,11,f,57,,,,,,,,,,,,,
882,19,7,2012,Mcomeau,,,,,,RI,9,11,m,25,,,,,,,,,,,,,
883,19,7,2012,Mcomeau,,,,,,RI,9,11,m,36,,,,,,,,,,,,,
