Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Site,Transect,section,sexe,LC,Escape,Sa,Va,Du,Al,Gr,Co,Ca,type,commentaire,fond
1,24,7,2008,Rvienneau,4644.211,6447.527,4644.232,6447.599,26,RI,1,1,m,27,,,,,,,,,,,
2,24,7,2008,Rvienneau,4644.211,6447.527,4644.232,6447.599,26,RI,1,1,i,15,,,,,,,,,,,
3,24,7,2008,Rvienneau,4644.211,6447.527,4644.232,6447.599,26,RI,1,1,f,41,,,,,,,,,,,
4,24,7,2008,Rvienneau,4644.211,6447.527,4644.232,6447.599,26,RI,1,1,f,24,,,,,,,,,,,
5,24,7,2008,Rvienneau,4644.211,6447.527,4644.232,6447.599,26,RI,1,1,m,64,,,,,,,,,,,
6,24,7,2008,Rvienneau,4644.211,6447.527,4644.232,6447.599,26,RI,1,2,m,28,,,,,,,,,,,
7,24,7,2008,Rvienneau,4644.211,6447.527,4644.232,6447.599,26,RI,1,2,f,24,,,,,,,,,,,
8,24,7,2008,Rvienneau,4644.211,6447.527,4644.232,6447.599,26,RI,1,2,f,32,,,,,,,,,,,
9,24,7,2008,Rvienneau,4644.211,6447.527,4644.232,6447.599,26,RI,1,2,m,22,,,,,,,,,,,
10,24,7,2008,Rvienneau,4644.211,6447.527,4644.232,6447.599,26,RI,1,2,f,38,,,,,,,,,,,
11,24,7,2008,Rvienneau,4644.211,6447.527,4644.232,6447.599,26,RI,1,2,m,45,,,,,,,,,,,
12,24,7,2008,Rvienneau,4644.211,6447.527,4644.232,6447.599,26,RI,1,2,f,26,,,,,,,,,,,
13,24,7,2008,Rvienneau,4644.211,6447.527,4644.232,6447.599,26,RI,1,2,f,29,,,,,,,,,,,
14,24,7,2008,Rvienneau,4644.211,6447.527,4644.232,6447.599,26,RI,1,3,m,30,,,,,,,,,,,
15,24,7,2008,Rvienneau,4644.211,6447.527,4644.232,6447.599,26,RI,1,3,m,39,,,,,,,,,,,
16,24,7,2008,Rvienneau,4644.211,6447.527,4644.232,6447.599,26,RI,1,3,m,43,,,,,,,,,,,
17,24,7,2008,Rvienneau,4644.211,6447.527,4644.232,6447.599,26,RI,1,3,f,25,,,,,,,,,,,
18,24,7,2008,Rvienneau,4644.211,6447.527,4644.232,6447.599,26,RI,1,3,f,47,,,,,,,,,,,
19,24,7,2008,Rvienneau,4644.211,6447.527,4644.232,6447.599,26,RI,1,3,m,41,,,,,,,,,,,
20,24,7,2008,Rvienneau,4644.211,6447.527,4644.232,6447.599,26,RI,1,3,i,11,,,,,,,,,,,
21,24,7,2008,Rvienneau,4644.211,6447.527,4644.232,6447.599,26,RI,1,3,m,28,,,,,,,,,,,
22,24,7,2008,Rvienneau,4644.211,6447.527,4644.232,6447.599,26,RI,1,4,f,32,,,,,,,,,,,
23,24,7,2008,Rvienneau,4644.211,6447.527,4644.232,6447.599,26,RI,1,4,m,31,,,,,,,,,,,
24,24,7,2008,Rvienneau,4644.211,6447.527,4644.232,6447.599,26,RI,1,4,f,32,,,,,,,,,,,
25,24,7,2008,Rvienneau,4644.211,6447.527,4644.232,6447.599,26,RI,1,4,m,40,,,,,,,,,,,
26,24,7,2008,Rvienneau,4644.211,6447.527,4644.232,6447.599,26,RI,1,4,f,38,,,,,,,,,,,
27,24,7,2008,Rvienneau,4644.211,6447.527,4644.232,6447.599,26,RI,1,4,f,29,,,,,,,,,,,
28,24,7,2008,Rvienneau,4644.211,6447.527,4644.232,6447.599,26,RI,1,4,m,43,,,,,,,,,,,
29,24,7,2008,Rvienneau,4644.211,6447.527,4644.232,6447.599,26,RI,1,4,i,15,,,,,,,,,,,
30,24,7,2008,Rvienneau,4644.211,6447.527,4644.232,6447.599,26,RI,1,4,m,38,,,,,,,,,,,
