Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Site,Transect,section,sexe,LC,Escape,Sa,Va,Du,Al,Gr,Co,Ca,type,commentaire,fond,,
72,1,8,2014,Bcomeau,,,,,29,RI,1,6,i,13,,,,,,,,,,,,,
73,1,8,2014,Bcomeau,,,,,29,RI,1,6,m,44,,,,,,,,,,,,,
74,1,8,2014,Bcomeau,,,,,29,RI,1,6,m,22,,,,,,,,,,,,,
75,1,8,2014,Bcomeau,,,,,29,RI,1,6,i,12,,,,,,,,,,,,,
76,1,8,2014,Bcomeau,,,,,29,RI,1,6,m,22,,,,,,,,,,,,,
77,1,8,2014,Bcomeau,,,,,29,RI,1,6,m,44,,,,,,,,,,,,,
78,1,8,2014,Bcomeau,,,,,29,RI,1,6,m,51,,,,,,,,,,,,,
79,1,8,2014,Bcomeau,,,,,29,RI,1,6,m,24,,,,,,,,,,,,,
80,1,8,2014,Bcomeau,,,,,29,RI,1,6,m,44,,,,,,,,,,,,,
81,1,8,2014,Bcomeau,,,,,29,RI,1,6,f,20,,,,,,,,,,,,,
82,1,8,2014,Bcomeau,,,,,29,RI,1,6,m,32,,,,,,,,,,,,,
83,1,8,2014,Bcomeau,,,,,29,RI,1,6,i,17,,,,,,,,,,,,,
84,1,8,2014,Bcomeau,,,,,29,RI,1,6,i,17,,,,,,,,,,,,,
85,1,8,2014,Bcomeau,,,,,29,RI,1,6,i,12,,,,,,,,,,,,,
86,1,8,2014,Bcomeau,,,,,29,RI,1,6,f,24,,,,,,,,,,,,,
87,1,8,2014,Bcomeau,,,,,29,RI,1,6,i,12,,,,,,,,,,,,,
88,1,8,2014,Bcomeau,,,,,29,RI,1,7,i,12,,,,,,,,,,,,,
89,1,8,2014,Bcomeau,,,,,29,RI,1,7,i,12,,,,,,,,,,,,,
90,1,8,2014,Bcomeau,,,,,29,RI,1,7,f,55,,,,,,,,,,,,,
91,1,8,2014,Bcomeau,,,,,29,RI,1,7,f,27,,,,,,,,,,,,,
92,1,8,2014,Bcomeau,,,,,29,RI,1,7,i,13,,,,,,,,,,,,,
93,1,8,2014,Bcomeau,,,,,29,RI,1,7,i,11,,,,,,,,,,,,,
94,1,8,2014,Bcomeau,,,,,29,RI,1,7,m,24,,,,,,,,,,,,,
95,1,8,2014,Bcomeau,,,,,29,RI,1,7,i,17,,,,,,,,,,,,,
96,1,8,2014,Bcomeau,,,,,29,RI,1,7,i,18,,,,,,,,,,,,,
97,1,8,2014,Bcomeau,,,,,29,RI,1,7,i,18,,,,,,,,,,,,,
98,1,8,2014,Bcomeau,,,,,29,RI,1,7,m,29,,,,,,,,,,,,,
99,1,8,2014,Bcomeau,,,,,29,RI,1,7,i,14,,,,,,,,,,,,,
100,1,8,2014,Bcomeau,,,,,29,RI,1,7,i,18,,,,,,,,,,,,,
101,1,8,2014,Bcomeau,,,,,29,RI,1,7,f,52,,,,,,,,,,,,,
102,1,8,2014,Bcomeau,,,,,29,RI,1,7,m,21,,,,,,,,,,,,,
103,1,8,2014,Bcomeau,,,,,29,RI,1,7,i,10,,,,,,,,,,,,,
104,1,8,2014,Bcomeau,,,,,29,RI,1,8,i,12,,,,,,,,,,,,,
105,1,8,2014,Bcomeau,,,,,29,RI,1,8,m,63,,,,,,,,,,,,,
106,1,8,2014,Bcomeau,,,,,29,RI,1,8,i,12,,,,,,,,,,,,,
107,1,8,2014,Bcomeau,,,,,29,RI,1,8,i,18,,,,,,,,,,,,,
108,1,8,2014,Bcomeau,,,,,29,RI,1,8,f,49,,,,,,,,,,,,,
109,1,8,2014,Bcomeau,,,,,29,RI,1,8,m,33,,,,,,,,,,,,,
110,1,8,2014,Bcomeau,,,,,29,RI,1,8,m,73,,,,,,,,,,,,,
111,1,8,2014,Bcomeau,,,,,29,RI,1,8,i,13,,,,,,,,,,,,,
112,1,8,2014,Bcomeau,,,,,29,RI,1,8,m,22,,,,,,,,,,,,,
113,1,8,2014,Bcomeau,,,,,29,RI,1,8,m,21,,,,,,,,,,,,,
114,1,8,2014,Bcomeau,,,,,29,RI,1,8,i,11,,,,,,,,,,,,,
115,1,8,2014,Bcomeau,,,,,29,RI,1,8,i,13,,,,,,,,,,,,,
116,1,8,2014,Bcomeau,,,,,29,RI,1,8,m,31,,,,,,,,,,,,,
117,1,8,2014,Bcomeau,,,,,29,RI,1,8,m,19,,,,,,,,,,,,,
118,1,8,2014,Bcomeau,,,,,29,RI,1,8,i,17,,,,,,,,,,,,,
119,1,8,2014,Bcomeau,,,,,29,RI,1,8,i,13,,,,,,,,,,,,,
120,1,8,2014,Bcomeau,,,,,29,RI,1,8,i,12,,,,,,,,,,,,,
121,1,8,2014,Bcomeau,,,,,29,RI,1,8,i,12,,,,,,,,,,,,,
122,1,8,2014,Bcomeau,,,,,29,RI,1,8,i,10,,,,,,,,,,,,,
123,1,8,2014,Bcomeau,,,,,29,RI,1,8,f,56,,,,,,,,,,,,,
124,1,8,2014,Bcomeau,,,,,29,RI,1,8,f,43,,,,,,,,,,,,,
125,1,8,2014,Bcomeau,,,,,29,RI,1,8,i,12,,,,,,,,,,,,,
126,1,8,2014,Bcomeau,,,,,29,RI,1,9,f,57,,,,,,,,,,,,,
127,1,8,2014,Bcomeau,,,,,29,RI,1,9,f,41,,,,,,,,,,,,,
128,1,8,2014,Bcomeau,,,,,29,RI,1,9,f,22,,,,,,,,,,,,,
129,1,8,2014,Bcomeau,,,,,29,RI,1,9,i,16,,,,,,,,,,,,,
130,1,8,2014,Bcomeau,,,,,29,RI,1,9,i,18,,,,,,,,,,,,,
131,1,8,2014,Bcomeau,,,,,29,RI,1,9,f,36,,,,,,,,,,,,,
132,1,8,2014,Bcomeau,,,,,29,RI,1,9,i,12,,,,,,,,,,,,,
133,1,8,2014,Bcomeau,,,,,29,RI,1,9,i,18,,,,,,,,,,,,,
134,1,8,2014,Bcomeau,,,,,29,RI,1,9,i,13,,,,,,,,,,,,,
135,1,8,2014,Bcomeau,,,,,29,RI,1,9,i,15,,,,,,,,,,,,,
136,1,8,2014,Bcomeau,,,,,29,RI,1,9,f,21,,,,,,,,,,,,,
137,1,8,2014,Bcomeau,,,,,29,RI,1,9,f,23,,,,,,,,,,,,,
138,1,8,2014,Bcomeau,,,,,29,RI,1,9,i,18,,,,,,,,,,,,,
139,1,8,2014,Bcomeau,,,,,29,RI,1,9,m,53,,,,,,,,,,,,,
140,1,8,2014,Bcomeau,,,,,29,RI,1,9,m,37,,,,,,,,,,,,,
141,1,8,2014,Bcomeau,,,,,29,RI,1,9,m,32,,,,,,,,,,,,,
142,1,8,2014,Bcomeau,,,,,29,RI,1,9,i,12,,,,,,,,,,,,,
143,1,8,2014,Bcomeau,,,,,29,RI,1,9,i,18,,,,,,,,,,,,,
144,1,8,2014,Bcomeau,,,,,29,RI,1,10,m,43,,,,,,,,,,,,,
145,1,8,2014,Bcomeau,,,,,29,RI,1,10,f,27,,,,,,,,,,,,,
146,1,8,2014,Bcomeau,,,,,29,RI,1,10,f,32,,,,,,,,,,,,,
147,1,8,2014,Bcomeau,,,,,29,RI,1,10,i,17,,,,,,,,,,,,,
148,1,8,2014,Bcomeau,,,,,29,RI,1,10,m,38,,,,,,,,,,,,,
149,1,8,2014,Bcomeau,,,,,29,RI,1,10,m,83,,,,,,,,,,,,,
150,1,8,2014,Bcomeau,,,,,29,RI,1,11,i,14,,,,,,,,,,,,,
151,1,8,2014,Bcomeau,,,,,29,RI,1,11,m,34,,,,,,,,,,,,,
152,1,8,2014,Bcomeau,,,,,29,RI,1,11,f,57,,,,,,,,,,,,,
153,1,8,2014,Bcomeau,,,,,29,RI,1,11,i,18,,,,,,,,,,,,,
154,1,8,2014,Bcomeau,,,,,29,RI,1,11,i,12,,,,,,,,,,,,,
155,1,8,2014,Bcomeau,,,,,29,RI,1,12,f,43,,,,,,,,,,,,,
156,1,8,2014,Bcomeau,,,,,29,RI,1,12,f,19,,,,,,,,,,,,,
157,1,8,2014,Bcomeau,,,,,29,RI,1,12,i,14,,,,,,,,,,,,,
158,1,8,2014,Bcomeau,,,,,29,RI,1,12,i,14,,,,,,,,,,,,,
159,1,8,2014,Bcomeau,,,,,29,RI,1,12,i,12,,,,,,,,,,,,,
160,1,8,2014,Bcomeau,,,,,29,RI,1,12,f,31,,,,,,,,,,,,,
161,1,8,2014,Bcomeau,,,,,29,RI,1,12,m,49,,,,,,,,,,,,,
162,1,8,2014,Bcomeau,,,,,29,RI,1,12,f,57,,,,,,,,,,,,,
163,1,8,2014,Bcomeau,,,,,29,RI,1,13,f,41,,,,,,,,,,,,,
164,1,8,2014,Bcomeau,,,,,29,RI,1,13,m,37,,,,,,,,,,,,,
165,1,8,2014,Bcomeau,,,,,29,RI,1,13,i,12,,,,,,,,,,,,,
166,1,8,2014,Bcomeau,,,,,29,RI,1,13,f,19,,,,,,,,,,,,,
167,1,8,2014,Bcomeau,,,,,29,RI,1,13,m,37,,,,,,,,,,,,,
168,1,8,2014,Bcomeau,,,,,29,RI,1,13,f,36,,,,,,,,,,,,,
169,1,8,2014,Dgiard,,,,,29,RI,1,14,i,60,,,,,,,,,,,,,
170,1,8,2014,Dgiard,,,,,29,RI,1,14,i,21,,,,,,,,,,,,,
171,1,8,2014,Dgiard,,,,,29,RI,1,14,i,18,,,,,,,,,,,,,
172,1,8,2014,Dgiard,,,,,29,RI,1,14,i,19,,,,,,,,,,,,,
173,1,8,2014,Dgiard,,,,,29,RI,1,15,i,17,,,,,,,,,,,,,
174,1,8,2014,Dgiard,,,,,29,RI,1,15,i,9,,,,,,,,,,,,,
175,1,8,2014,Dgiard,,,,,29,RI,1,15,i,14,,,,,,,,,,,,,
176,1,8,2014,Dgiard,,,,,29,RI,1,15,i,22,,,,,,,,,,,,,
177,1,8,2014,Dgiard,,,,,29,RI,1,15,i,18,,,,,,,,,,,,,
178,1,8,2014,Dgiard,,,,,29,RI,1,15,i,10,,,,,,,,,,,,,
179,1,8,2014,Dgiard,,,,,29,RI,1,15,m,70,,,,,,,,,,,,,
180,1,8,2014,Dgiard,,,,,29,RI,1,15,f,36,,,,,,,,,,,,,
181,1,8,2014,Dgiard,,,,,29,RI,1,15,i,12,,,,,,,,,,,,,
182,1,8,2014,Dgiard,,,,,29,RI,1,15,m,22,,,,,,,,,,,,,
183,1,8,2014,Dgiard,,,,,29,RI,1,16,i,19,,,,,,,,,,,,,
184,1,8,2014,Dgiard,,,,,29,RI,1,16,m,55,,,,,,,,,,,,,
185,1,8,2014,Dgiard,,,,,29,RI,1,16,i,12,,,,,,,,,,,,,
186,1,8,2014,Dgiard,,,,,29,RI,1,16,i,14,,,,,,,,,,,,,
187,1,8,2014,Dgiard,,,,,29,RI,1,16,f,44,,,,,,,,,,,,,
188,1,8,2014,Dgiard,,,,,29,RI,1,16,m,41,,,,,,,,,,,,,
189,1,8,2014,Dgiard,,,,,29,RI,1,16,f,28,,,,,,,,,,,,,
190,1,8,2014,Dgiard,,,,,29,RI,1,16,i,16,,,,,,,,,,,,,
191,1,8,2014,Dgiard,,,,,29,RI,1,16,m,46,,,,,,,,,,,,,
192,1,8,2014,Dgiard,,,,,29,RI,1,16,f,50,,,,,,,,,,,,,
193,1,8,2014,Dgiard,,,,,29,RI,1,16,i,15,,,,,,,,,,,,,
194,1,8,2014,Dgiard,,,,,29,RI,1,16,i,14,,,,,,,,,,,,,
195,1,8,2014,Dgiard,,,,,29,RI,1,16,m,30,,,,,,,,,,,,,
196,1,8,2014,Dgiard,,,,,29,RI,1,17,m,31,,,,,,,,,,,,,
197,1,8,2014,Dgiard,,,,,29,RI,1,17,i,12,,,,,,,,,,,,,
198,1,8,2014,Dgiard,,,,,29,RI,1,17,i,18,,,,,,,,,,,,,
199,1,8,2014,Dgiard,,,,,29,RI,1,17,i,14,,,,,,,,,,,,,
200,1,8,2014,Dgiard,,,,,29,RI,1,17,m,24,,,,,,,,,,,,,
201,1,8,2014,Dgiard,,,,,29,RI,1,17,i,18,,,,,,,,,,,,,
202,1,8,2014,Dgiard,,,,,29,RI,1,17,m,60,,,,,,,,,,,,,
203,1,8,2014,Dgiard,,,,,29,RI,1,17,i,15,,,,,,,,,,,,,
204,1,8,2014,Dgiard,,,,,29,RI,1,17,i,19,,,,,,,,,,,,,
205,1,8,2014,Dgiard,,,,,29,RI,1,17,f,28,,,,,,,,,,,,,
206,1,8,2014,Dgiard,,,,,29,RI,1,17,i,20,,,,,,,,,,,,,
207,1,8,2014,Dgiard,,,,,29,RI,1,17,m,25,,,,,,,,,,,,,
208,1,8,2014,Dgiard,,,,,29,RI,1,17,i,12,,,,,,,,,,,,,
209,1,8,2014,Dgiard,,,,,29,RI,1,17,i,16,,,,,,,,,,,,,
210,1,8,2014,Dgiard,,,,,29,RI,1,17,m,48,,,,,,,,,,,,,
211,1,8,2014,Dgiard,,,,,29,RI,1,17,m,49,,,,,,,,,,,,,
212,1,8,2014,Dgiard,,,,,29,RI,1,17,m,45,,,,,,,,,,,,,
213,1,8,2014,Dgiard,,,,,29,RI,1,17,i,14,,,,,,,,,,,,,
214,1,8,2014,Dgiard,,,,,29,RI,1,17,i,14,,,,,,,,,,,,,
215,1,8,2014,Dgiard,,,,,29,RI,1,17,i,16,,,,,,,,,,,,,
216,1,8,2014,Dgiard,,,,,29,RI,1,17,i,9,,,,,,,,,,,,,
217,1,8,2014,Dgiard,,,,,29,RI,1,17,i,15,,,,,,,,,,,,,
218,1,8,2014,Dgiard,,,,,29,RI,1,18,m,35,,,,,,,,,,,,,
219,1,8,2014,Dgiard,,,,,29,RI,1,18,f,47,,,,,,,,,,,,,
220,1,8,2014,Dgiard,,,,,29,RI,1,18,i,16,,,,,,,,,,,,,
221,1,8,2014,Dgiard,,,,,29,RI,1,18,m,25,,,,,,,,,,,,,
222,1,8,2014,Dgiard,,,,,29,RI,1,18,f,66,,,,,,,,,,,,,
223,1,8,2014,Dgiard,,,,,29,RI,1,18,f,28,,,,,,,,,,,,,
224,1,8,2014,Dgiard,,,,,29,RI,1,18,i,19,,,,,,,,,,,,,
225,1,8,2014,Dgiard,,,,,29,RI,1,18,m,42,,,,,,,,,,,,,
226,1,8,2014,Dgiard,,,,,29,RI,1,18,i,18,,,,,,,,,,,,,
227,1,8,2014,Dgiard,,,,,29,RI,1,19,m,22,,,,,,,,,,,,,
228,1,8,2014,Dgiard,,,,,29,RI,1,19,f,34,,,,,,,,,,,,,
229,1,8,2014,Dgiard,,,,,29,RI,1,19,i,14,,,,,,,,,,,,,
230,1,8,2014,Dgiard,,,,,29,RI,1,19,i,17,,,,,,,,,,,,,
231,1,8,2014,Dgiard,,,,,29,RI,1,19,i,19,,,,,,,,,,,,,
232,1,8,2014,Dgiard,,,,,29,RI,1,19,i,17,,,,,,,,,,,,,
233,1,8,2014,Dgiard,,,,,29,RI,1,19,m,52,,,,,,,,,,,,,
234,1,8,2014,Dgiard,,,,,29,RI,1,19,m,28,,,,,,,,,,,,,
235,1,8,2014,Dgiard,,,,,29,RI,1,19,f,30,,,,,,,,,,,,,
236,1,8,2014,Dgiard,,,,,29,RI,1,19,i,16,,,,,,,,,,,,,
237,1,8,2014,Dgiard,,,,,29,RI,1,19,i,14,,,,,,,,,,,,,
238,1,8,2014,Dgiard,,,,,29,RI,1,19,f,42,,,,,,,,,,,,,
239,1,8,2014,Dgiard,,,,,29,RI,1,19,i,20,,,,,,,,,,,,,
240,1,8,2014,Dgiard,,,,,29,RI,1,20,f,28,,,,,,,,,,,,,
241,1,8,2014,Dgiard,,,,,29,RI,1,20,b1,74,,,,,,,,,,,,,
242,1,8,2014,Dgiard,,,,,29,RI,1,20,m,23,,,,,,,,,,,,,
243,1,8,2014,Dgiard,,,,,29,RI,1,20,f,32,,,,,,,,,,,,,
244,1,8,2014,Dgiard,,,,,29,RI,1,20,i,19,,,,,,,,,,,,,
245,1,8,2014,Dgiard,,,,,29,RI,1,20,i,14,,,,,,,,,,,,,
246,1,8,2014,Dgiard,,,,,29,RI,1,20,f,65,,,,,,,,,,,,,
247,1,8,2014,Dgiard,,,,,29,RI,1,20,m,26,,,,,,,,,,,,,
248,1,8,2014,Dgiard,,,,,29,RI,1,3,m,61,,,,,,,,,,,,,
249,1,8,2014,Dgiard,,,,,29,RI,1,3,i,24,,,,,,,,,,,,,
250,1,8,2014,Dgiard,,,,,29,RI,1,3,i,15,,,,,,,,,,,,,
251,1,8,2014,Dgiard,,,,,29,RI,1,3,i,12,,,,,,,,,,,,,
252,1,8,2014,Dgiard,,,,,29,RI,1,3,f,68,,,,,,,,,,,,,
253,1,8,2014,Dgiard,,,,,29,RI,1,3,i,16,,,,,,,,,,,,,
254,1,8,2014,Dgiard,,,,,29,RI,1,3,i,19,,,,,,,,,,,,,
255,1,8,2014,Dgiard,,,,,29,RI,1,3,i,14,,,,,,,,,,,,,
256,1,8,2014,Dgiard,,,,,29,RI,1,3,f,32,,,,,,,,,,,,,
257,1,8,2014,Dgiard,,,,,29,RI,1,3,f,36,,,,,,,,,,,,,
258,1,8,2014,Dgiard,,,,,29,RI,1,3,i,12,,,,,,,,,,,,,
259,1,8,2014,Dgiard,,,,,29,RI,1,3,i,19,,,,,,,,,,,,,
260,1,8,2014,Dgiard,,,,,29,RI,1,3,i,20,,,,,,,,,,,,,
261,1,8,2014,Dgiard,,,,,29,RI,1,3,i,19,,,,,,,,,,,,,
262,1,8,2014,Dgiard,,,,,29,RI,1,3,i,18,,,,,,,,,,,,,
263,1,8,2014,Dgiard,,,,,29,RI,1,3,i,22,,,,,,,,,,,,,
264,1,8,2014,Dgiard,,,,,29,RI,1,3,i,15,,,,,,,,,,,,,
265,1,8,2014,Dgiard,,,,,29,RI,1,3,m,26,,,,,,,,,,,,,
266,1,8,2014,Dgiard,,,,,29,RI,1,3,i,14,,,,,,,,,,,,,
267,1,8,2014,Dgiard,,,,,29,RI,1,3,f,61,,,,,,,,,,,,,
268,1,8,2014,Dgiard,,,,,29,RI,1,3,m,40,,,,,,,,,,,,,
269,1,8,2014,Dgiard,,,,,29,RI,1,4,i,12,,,,,,,,,,,,,
270,1,8,2014,Dgiard,,,,,29,RI,1,4,m,26,,,,,,,,,,,,,
271,1,8,2014,Dgiard,,,,,29,RI,1,4,f,38,,,,,,,,,,,,,
272,1,8,2014,Dgiard,,,,,29,RI,1,4,m,50,,,,,,,,,,,,,
273,1,8,2014,Dgiard,,,,,29,RI,1,4,b1,112,,,,,,,,,,,,,
274,1,8,2014,Dgiard,,,,,29,RI,1,4,m,26,,,,,,,,,,,,,
275,1,8,2014,Dgiard,,,,,29,RI,1,4,i,16,,,,,,,,,,,,,
276,1,8,2014,Dgiard,,,,,29,RI,1,4,i,26,,,,,,,,,,,,,
277,1,8,2014,Dgiard,,,,,29,RI,1,4,f,74,,,,,,,,,,,,,
278,1,8,2014,Dgiard,,,,,29,RI,1,5,i,5,,,,,,,,,,,,,
279,1,8,2014,Dgiard,,,,,29,RI,1,5,i,5,,,,,,,,,,,,,
280,1,8,2014,Dgiard,,,,,29,RI,1,5,i,5,,,,,,,,,,,,,
281,1,8,2014,Dgiard,,,,,29,RI,1,5,i,5,,,,,,,,,,,,,
282,1,8,2014,Dgiard,,,,,29,RI,1,5,i,5,,,,,,,,,,,,,
283,1,8,2014,Dgiard,,,,,29,RI,1,5,m,70,,,,,,,,,,,,,
284,1,8,2014,Dgiard,,,,,29,RI,1,5,i,13,,,,,,,,,,,,,
285,1,8,2014,Dgiard,,,,,29,RI,1,5,m,41,,,,,,,,,,,,,
286,1,8,2014,Dgiard,,,,,29,RI,1,5,i,20,,,,,,,,,,,,,
287,1,8,2014,Dgiard,,,,,29,RI,1,5,i,12,,,,,,,,,,,,,
288,1,8,2014,Dgiard,,,,,29,RI,1,5,m,27,,,,,,,,,,,,,
289,1,8,2014,Dgiard,,,,,29,RI,1,5,m,25,,,,,,,,,,,,,
290,1,8,2014,Dgiard,,,,,29,RI,1,5,i,20,,,,,,,,,,,,,
291,1,8,2014,Dgiard,,,,,29,RI,1,5,f,26,,,,,,,,,,,,,
292,1,8,2014,Dgiard,,,,,29,RI,1,5,i,16,,,,,,,,,,,,,
293,1,8,2014,Dgiard,,,,,29,RI,1,5,m,38,,,,,,,,,,,,,
294,1,8,2014,Dgiard,,,,,29,RI,1,5,i,22,,,,,,,,,,,,,
295,1,8,2014,Dgiard,,,,,29,RI,1,5,i,12,,,,,,,,,,,,,
296,1,8,2014,Dgiard,,,,,29,RI,1,5,m,68,,,,,,,,,,,,,
297,1,8,2014,Dgiard,,,,,29,RI,1,5,i,12,,,,,,,,,,,,,
298,1,8,2014,Dgiard,,,,,29,RI,1,5,i,13,,,,,,,,,,,,,
299,1,8,2014,Dgiard,,,,,29,RI,1,5,i,10,,,,,,,,,,,,,
300,1,8,2014,Dgiard,,,,,29,RI,1,5,i,21,,,,,,,,,,,,,
301,1,8,2014,Dgiard,,,,,29,RI,1,5,m,33,,,,,,,,,,,,,
302,1,8,2014,Dgiard,,,,,29,RI,1,5,i,14,,,,,,,,,,,,,
