Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Site,Transect,section,sexe,LC,Escape,Sa,Va,Du,Al,Gr,Co,Ca,type,commentaire,fond,,,
294,18,7,2014,Gpaulin,,,,,37,NG,2,14,f,60,,,,,,,,,,,,,,
295,18,7,2014,Gpaulin,,,,,37,NG,2,14,f,23,,,,,,,,,,,,,,
296,18,7,2014,Gpaulin,,,,,37,NG,2,14,m,43,,,,,,,,,,,,,,
297,18,7,2014,Gpaulin,,,,,37,NG,2,14,m,24,,,,,,,,,,,,,,
298,18,7,2014,Gpaulin,,,,,37,NG,2,15,f,70,,,,,,,,,,,,,,
299,18,7,2014,Gpaulin,,,,,37,NG,2,15,m,71,,,,,,,,,,,,,,
300,18,7,2014,Gpaulin,,,,,37,NG,2,15,f,28,,,,,,,,,,,,,,
301,18,7,2014,Gpaulin,,,,,37,NG,2,15,f,57,,,,,,,,,,,,,,
302,18,7,2014,Gpaulin,,,,,37,NG,2,15,f,28,,,,,,,,,,,,,,
303,18,7,2014,Gpaulin,,,,,37,NG,2,15,f,69,,,,,,,,,,,,,,
304,18,7,2014,Gpaulin,,,,,37,NG,2,15,i,12,,,,,,,,,,,,,,
305,18,7,2014,Gpaulin,,,,,37,NG,2,15,i,15,,,,,,,,,,,,,,
306,18,7,2014,Gpaulin,,,,,37,NG,2,15,f,31,,,,,,,,,,,,,,
307,18,7,2014,Gpaulin,,,,,37,NG,2,15,i,20,,,,,,,,,,,,,,
308,18,7,2014,Rdoucette,,,,,37,NG,2,1,f,72,,,,,,,,,,,,,,
309,18,7,2014,Rdoucette,,,,,37,NG,2,1,m,61,,,,,,,,,,,,,,
310,18,7,2014,Rdoucette,,,,,37,NG,2,1,m,81,,,,,,,,,,,,,,
311,18,7,2014,Rdoucette,,,,,37,NG,2,1,f,41,,,,,,,,,,,,,,
312,18,7,2014,Rdoucette,,,,,37,NG,2,1,m,76,,,,,,,,,,,,,,
313,18,7,2014,Rdoucette,,,,,37,NG,2,1,i,18,,,,,,,,,,,,,,
314,18,7,2014,Rdoucette,,,,,37,NG,2,1,i,20,,,,,,,,,,,,,,
315,18,7,2014,Rdoucette,,,,,37,NG,2,2,m,31,,,,,,,,,,,,,,
316,18,7,2014,Rdoucette,,,,,37,NG,2,2,f,50,,,,,,,,,,,,,,
317,18,7,2014,Rdoucette,,,,,37,NG,2,2,m,32,,,,,,,,,,,,,,
318,18,7,2014,Rdoucette,,,,,37,NG,2,2,m,51,,,,,,,,,,,,,,
319,18,7,2014,Rdoucette,,,,,37,NG,2,2,f,21,,,,,,,,,,,,,,
320,18,7,2014,Rdoucette,,,,,37,NG,2,2,i,65,,,,,,,,,,,,,,
321,18,7,2014,Rdoucette,,,,,37,NG,2,2,i,18,,,,,,,,,,,,,,
322,18,7,2014,Rdoucette,,,,,37,NG,2,2,i,15,,,,,,,,,,,,,,
323,18,7,2014,Rdoucette,,,,,37,NG,2,2,m,39,,,,,,,,,,,,,,
324,18,7,2014,Rdoucette,,,,,37,NG,2,3,m,60,,,,,,,,,,,,,,
325,18,7,2014,Rdoucette,,,,,37,NG,2,3,f,52,,,,,,,,,,,,,,
326,18,7,2014,Rdoucette,,,,,37,NG,2,3,f,21,,,,,,,,,,,,,,
327,18,7,2014,Rdoucette,,,,,37,NG,2,3,m,26,,,,,,,,,,,,,,
328,18,7,2014,Rdoucette,,,,,37,NG,2,4,m,75,,,,,,,,,,,,,,
329,18,7,2014,Rdoucette,,,,,37,NG,2,4,i,17,,,,,,,,,,,,,,
330,18,7,2014,Rdoucette,,,,,37,NG,2,4,i,12,,,,,,,,,,,,,,
331,18,7,2014,Rdoucette,,,,,37,NG,2,4,f,33,,,,,,,,,,,,,,
332,18,7,2014,Rdoucette,,,,,37,NG,2,4,m,79,,,,,,,,,,,,,,
333,18,7,2014,Rdoucette,,,,,37,NG,2,4,f,69,,,,,,,,,,,,,,
334,18,7,2014,Rdoucette,,,,,37,NG,2,4,m,52,,,,,,,,,,,,,,
335,18,7,2014,Rdoucette,,,,,37,NG,2,5,f,59,,,,,,,,,,,,,,
336,18,7,2014,Rdoucette,,,,,37,NG,2,5,m,82,,,,,,,,,,,,,,
337,18,7,2014,Rdoucette,,,,,37,NG,2,5,m,68,,,,,,,,,,,,,,
338,18,7,2014,Rdoucette,,,,,37,NG,2,5,m,56,,,,,,,,,,,,,,
339,18,7,2014,Rdoucette,,,,,37,NG,2,5,f,34,,,,,,,,,,,,,,
340,18,7,2014,Rdoucette,,,,,37,NG,2,5,m,28,,,,,,,,,,,,,,
341,18,7,2014,Rdoucette,,,,,37,NG,2,5,f,43,,,,,,,,,,,,,,
342,18,7,2014,Rdoucette,,,,,37,NG,2,5,i,17,,,,,,,,,,,,,,
343,18,7,2014,Rdoucette,,,,,37,NG,2,5,m,67,,,,,,,,,,,,,,
344,18,7,2014,Rdoucette,,,,,37,NG,2,5,f,67,,,,,,,,,,,,,,
345,18,7,2014,Rdoucette,,,,,37,NG,2,6,f,51,,,,,,,,,,,,,,
346,18,7,2014,Rdoucette,,,,,37,NG,2,6,f,61,,,,,,,,,,,,,,
347,18,7,2014,Rdoucette,,,,,37,NG,2,6,m,26,,,,,,,,,,,,,,
348,18,7,2014,Rdoucette,,,,,37,NG,2,6,f,73,,,,,,,,,,,,,,
349,18,7,2014,Rdoucette,,,,,37,NG,2,6,m,65,,,,,,,,,,,,,,
350,18,7,2014,Rdoucette,,,,,37,NG,2,7,f,49,,,,,,,,,,,,,,
351,18,7,2014,Rdoucette,,,,,37,NG,2,7,m,60,,,,,,,,,,,,,,
352,18,7,2014,Rdoucette,,,,,37,NG,2,7,i,90,,,,,,,,,,,,,,
353,18,7,2014,Rdoucette,,,,,37,NG,2,7,i,9,,,,,,,,,,,,,,
354,18,7,2014,Rdoucette,,,,,37,NG,2,7,i,11,,,,,,,,,,,,,,
355,18,7,2014,Rdoucette,,,,,37,NG,2,7,m,34,,,,,,,,,,,,,,
356,18,7,2014,Rdoucette,,,,,37,NG,2,7,f,65,,,,,,,,,,,,,,
357,18,7,2014,Rdoucette,,,,,37,NG,2,7,f,73,,,,,,,,,,,,,,
358,18,7,2014,Rdoucette,,,,,37,NG,2,7,m,30,,,,,,,,,,,,,,
359,18,7,2014,Rdoucette,,,,,37,NG,2,8,m,46,,,,,,,,,,,,,,
360,18,7,2014,Rdoucette,,,,,37,NG,2,8,m,71,,,,,,,,,,,,,,
361,18,7,2014,Rdoucette,,,,,37,NG,2,8,f,66,,,,,,,,,,,,,,
362,18,7,2014,Rdoucette,,,,,37,NG,2,8,f,65,,,,,,,,,,,,,,
363,18,7,2014,Rdoucette,,,,,37,NG,2,8,f,59,,,,,,,,,,,,,,
364,18,7,2014,Rdoucette,,,,,37,NG,2,9,m,53,,,,,,,,,,,,,,
365,18,7,2014,Rdoucette,,,,,37,NG,2,9,f,67,,,,,,,,,,,,,,
366,18,7,2014,Rdoucette,,,,,37,NG,2,9,i,13,,,,,,,,,,,,,,
367,18,7,2014,Rdoucette,,,,,37,NG,2,9,f,26,,,,,,,,,,,,,,
368,18,7,2014,Rdoucette,,,,,37,NG,2,9,i,12,,,,,,,,,,,,,,
369,18,7,2014,Rdoucette,,,,,37,NG,2,9,f,35,,,,,,,,,,,,,,
370,18,7,2014,Rdoucette,,,,,37,NG,2,10,f,59,,,,,,,,,,,,,,
371,18,7,2014,Rdoucette,,,,,37,NG,2,10,f,57,,,,,,,,,,,,,,
372,18,7,2014,Rdoucette,,,,,37,NG,2,10,f,64,,,,,,,,,,,,,,
373,18,7,2014,Rdoucette,,,,,37,NG,2,11,m,35,,,,,,,,,,,,,,
374,18,7,2014,Rdoucette,,,,,37,NG,2,11,f,67,,,,,,,,,,,,,,
375,18,7,2014,Rdoucette,,,,,37,NG,2,11,i,120,,,,,,,,,,,,,,
376,18,7,2014,Rdoucette,,,,,37,NG,2,11,f,57,,,,,,,,,,,,,,
377,18,7,2014,Rdoucette,,,,,37,NG,2,14,m,59,,,,,,,,,,,,,,
378,18,7,2014,Rdoucette,,,,,37,NG,2,14,m,61,,,,,,,,,,,,,,
379,18,7,2014,Rdoucette,,,,,37,NG,2,14,m,35,,,,,,,,,,,,,,
380,18,7,2014,Rdoucette,,,,,37,NG,2,14,f,61,,,,,,,,,,,,,,
381,18,7,2014,Rdoucette,,,,,37,NG,2,15,f,26,,,,,,,,,,,,,,
382,18,7,2014,Rdoucette,,,,,37,NG,2,15,m,65,,,,,,,,,,,,,,
383,18,7,2014,Rdoucette,,,,,37,NG,2,15,f,60,,,,,,,,,,,,,,
384,18,7,2014,Rdoucette,,,,,37,NG,2,15,f,65,,,,,,,,,,,,,,
385,18,7,2014,Rdoucette,,,,,37,NG,2,15,m,21,,,,,,,,,,,,,,
386,7,8,2014,Bcomeau,,,,,35,NG,3,10,m,83,,,,,,,,,,,,,,
387,7,8,2014,Bcomeau,,,,,35,NG,3,10,m,68,,,,,,,,,,,,,,
388,7,8,2014,Bcomeau,,,,,35,NG,3,10,f,70,,,,,,,,,,,,,,
389,7,8,2014,Bcomeau,,,,,35,NG,3,10,m,25,,,,,,,,,,,,,,
390,7,8,2014,Bcomeau,,,,,35,NG,3,11,f,20,,,,,,,,,,,,,,
391,7,8,2014,Bcomeau,,,,,35,NG,3,11,m,43,,,,,,,,,,,,,,
392,7,8,2014,Bcomeau,,,,,35,NG,3,11,m,65,,,,,,,,,,,,,,
393,7,8,2014,Bcomeau,,,,,35,NG,3,11,i,18,,,,,,,,,,,,,,
394,7,8,2014,Bcomeau,,,,,35,NG,3,14,f,69,,,,,,,,,,,,,,
395,7,8,2014,Bcomeau,,,,,35,NG,3,14,f,30,,,,,,,,,,,,,,
396,7,8,2014,Bcomeau,,,,,35,NG,3,14,f,49,,,,,,,,,,,,,,
397,7,8,2014,Bcomeau,,,,,35,NG,3,14,f,59,,,,,,,,,,,,,,
398,7,8,2014,Bcomeau,,,,,35,NG,3,18,i,18,,,,,,,,,,,,,,
399,7,8,2014,Bcomeau,,,,,35,NG,3,18,m,75,,,,,,,,,,,,,,
400,7,8,2014,Bcomeau,,,,,35,NG,3,18,m,22,,,,,,,,,,,,,,
401,7,8,2014,Bcomeau,,,,,35,NG,3,18,m,58,,,,,,,,,,,,,,
402,7,8,2014,Bcomeau,,,,,35,NG,3,18,i,15,,,,,,,,,,,,,,
403,7,8,2014,Bcomeau,,,,,35,NG,3,18,i,16,,,,,,,,,,,,,,
404,7,8,2014,Bcomeau,,,,,35,NG,3,18,m,37,,,,,,,,,,,,,,
405,7,8,2014,Bcomeau,,,,,35,NG,3,19,m,142,,,,,,,,,,,,,,
406,7,8,2014,Bcomeau,,,,,35,NG,3,19,f,34,,,,,,,,,,,,,,
407,7,8,2014,Bcomeau,,,,,35,NG,3,19,i,30,,,,,,,,,,,,,,
408,7,8,2014,Bcomeau,,,,,35,NG,3,19,i,30,,,,,,,,,,,,,,
409,7,8,2014,Bcomeau,,,,,35,NG,3,19,i,17,,,,,,,,,,,,,,
410,7,8,2014,Bcomeau,,,,,35,NG,3,20,m,143,,,,,,,,,,,,,,
411,7,8,2014,Bcomeau,,,,,35,NG,3,20,f,50,,,,,,,,,,,,,,
412,7,8,2014,Bcomeau,,,,,35,NG,3,20,m,26,,,,,,,,,,,,,,
413,7,8,2014,Bcomeau,,,,,35,NG,3,20,i,17,,,,,,,,,,,,,,
414,7,8,2014,Bcomeau,,,,,35,NG,3,20,f,57,,,,,,,,,,,,,,
415,7,8,2014,Bcomeau,,,,,35,NG,3,20,m,68,,,,,,,,,,,,,,
416,7,8,2014,Mcomeau,,,,,35,NG,3,1,m,78,,,,,,,,,,,,,,
417,7,8,2014,Mcomeau,,,,,35,NG,3,1,m,74,,,,,,,,,,,,,,
418,7,8,2014,Mcomeau,,,,,35,NG,3,1,f,57,,,,,,,,,,,,,,
419,7,8,2014,Mcomeau,,,,,35,NG,3,1,f,74,,,,,,,,,,,,,,
420,7,8,2014,Mcomeau,,,,,35,NG,3,7,m,65,,,,,,,,,,,,,,
421,7,8,2014,Mcomeau,,,,,35,NG,3,7,f,70,,,,,,,,,,,,,,
422,7,8,2014,Mcomeau,,,,,35,NG,3,7,i,22,,,,,,,,,,,,,,
423,7,8,2014,Mcomeau,,,,,35,NG,3,7,f,35,,,,,,,,,,,,,,
424,7,8,2014,Mcomeau,,,,,35,NG,3,9,f,24,,,,,,,,,,,,,,
425,7,8,2014,Mcomeau,,,,,35,NG,3,9,m,62,,,,,,,,,,,,,,
426,7,8,2014,Mcomeau,,,,,35,NG,3,9,m,32,,,,,,,,,,,,,,
427,7,8,2014,Mcomeau,,,,,35,NG,3,9,f,28,,,,,,,,,,,,,,
428,7,8,2014,Mcomeau,,,,,35,NG,3,9,f,13,,,,,,,,,,,,,,
429,7,8,2014,Mcomeau,,,,,35,NG,3,9,i,67,,,,,,,,,,,,,,
430,7,8,2014,Mcomeau,,,,,35,NG,3,11,m,43,,,,,,,,,,,,,,
431,7,8,2014,Mcomeau,,,,,35,NG,3,11,m,32,,,,,,,,,,,,,,
432,7,8,2014,Mcomeau,,,,,35,NG,3,11,i,18,,,,,,,,,,,,,,
433,7,8,2014,Mcomeau,,,,,35,NG,3,11,f,48,,,,,,,,,,,,,,
434,7,8,2014,Mcomeau,,,,,35,NG,3,11,f,43,,,,,,,,,,,,,,
435,7,8,2014,Mcomeau,,,,,35,NG,3,11,m,50,,,,,,,,,,,,,,
436,7,8,2014,Mcomeau,,,,,35,NG,3,11,f,37,,,,,,,,,,,,,,
437,7,8,2014,Mcomeau,,,,,35,NG,3,13,f,70,,,,,,,,,,,,,,
438,7,8,2014,Mcomeau,,,,,35,NG,3,13,f,53,,,,,,,,,,,,,,
439,7,8,2014,Mcomeau,,,,,35,NG,3,13,m,90,,,,,,,,,,,,,,
440,7,8,2014,Mcomeau,,,,,35,NG,3,13,f,51,,,,,,,,,,,,,,
441,7,8,2014,Mcomeau,,,,,35,NG,3,13,f,30,,,,,,,,,,,,,,
442,7,8,2014,Mcomeau,,,,,35,NG,3,13,i,11,,,,,,,,,,,,,,
443,7,8,2014,Mcomeau,,,,,35,NG,3,13,f,33,,,,,,,,,,,,,,
444,7,8,2014,Mcomeau,,,,,35,NG,3,13,f,71,,,,,,,,,,,,,,
445,7,8,2014,Mcomeau,,,,,35,NG,3,13,f,40,,,,,,,,,,,,,,
446,7,8,2014,Mcomeau,,,,,35,NG,3,13,f,57,,,,,,,,,,,,,,
447,7,8,2014,Mcomeau,,,,,35,NG,3,17,f,36,,,,,,,,,,,,,,
448,7,8,2014,Mcomeau,,,,,35,NG,3,17,f,67,,,,,,,,,,,,,,
449,7,8,2014,Mcomeau,,,,,35,NG,3,17,f,68,,,,,,,,,,,,,,
450,7,8,2014,Mcomeau,,,,,35,NG,3,17,f,34,,,,,,,,,,,,,,
451,7,8,2014,Mcomeau,,,,,35,NG,3,17,m,94,,,,,,,,,,,,,,
452,7,8,2014,Mcomeau,,,,,35,NG,3,17,f,53,,,,,,,,,,,,,,
453,7,8,2014,Gpaulin,,,,,34,NG,4,1,f,42,,,,,,,,,,,,,,
454,7,8,2014,Gpaulin,,,,,34,NG,4,1,m,24,,,,,,,,,,,,,,
455,7,8,2014,Gpaulin,,,,,34,NG,4,1,f,75,,,,,,,,,,,,,,
456,7,8,2014,Gpaulin,,,,,34,NG,4,1,m,28,,,,,,,,,,,,,,
457,7,8,2014,Gpaulin,,,,,34,NG,4,1,i,18,,,,,,,,,,,,,,
458,7,8,2014,Gpaulin,,,,,34,NG,4,1,f,75,,,,,,,,,,,,,,
459,7,8,2014,Gpaulin,,,,,34,NG,4,1,f,61,,,,,,,,,,,,,,
460,7,8,2014,Gpaulin,,,,,34,NG,4,5,f,27,,,,,,,,,,,,,,
461,7,8,2014,Gpaulin,,,,,34,NG,4,5,f,70,,,,,,,,,,,,,,
462,7,8,2014,Gpaulin,,,,,34,NG,4,5,f,33,,,,,,,,,,,,,,
463,7,8,2014,Gpaulin,,,,,34,NG,4,5,i,15,,,,,,,,,,,,,,
464,7,8,2014,Gpaulin,,,,,34,NG,4,5,m,31,,,,,,,,,,,,,,
465,7,8,2014,Gpaulin,,,,,34,NG,4,5,i,18,,,,,,,,,,,,,,
466,7,8,2014,Gpaulin,,,,,34,NG,4,5,f,32,,,,,,,,,,,,,,
467,7,8,2014,Gpaulin,,,,,34,NG,4,5,m,31,,,,,,,,,,,,,,
468,7,8,2014,Gpaulin,,,,,34,NG,4,5,f,35,,,,,,,,,,,,,,
469,7,8,2014,Gpaulin,,,,,34,NG,4,5,m,22,,,,,,,,,,,,,,
470,7,8,2014,Gpaulin,,,,,34,NG,4,6,m,73,,,,,,,,,,,,,,
471,7,8,2014,Gpaulin,,,,,34,NG,4,6,m,28,,,,,,,,,,,,,,
472,7,8,2014,Gpaulin,,,,,34,NG,4,6,m,61,,,,,,,,,,,,,,
473,7,8,2014,Gpaulin,,,,,34,NG,4,6,f,20,,,,,,,,,,,,,,
474,7,8,2014,Gpaulin,,,,,34,NG,4,6,m,30,,,,,,,,,,,,,,
475,7,8,2014,Gpaulin,,,,,34,NG,4,6,i,15,,,,,,,,,,,,,,
476,7,8,2014,Gpaulin,,,,,34,NG,4,6,m,35,,,,,,,,,,,,,,
477,7,8,2014,Gpaulin,,,,,34,NG,4,6,i,18,,,,,,,,,,,,,,
478,7,8,2014,Gpaulin,,,,,34,NG,4,6,f,25,,,,,,,,,,,,,,
479,7,8,2014,Gpaulin,,,,,34,NG,4,7,f,81,,,,,,,,,,,,,,
480,7,8,2014,Gpaulin,,,,,34,NG,4,7,m,101,,,,,,,,,,,,,,
481,7,8,2014,Gpaulin,,,,,34,NG,4,7,i,15,,,,,,,,,,,,,,
482,7,8,2014,Gpaulin,,,,,34,NG,4,7,f,65,,,,,,,,,,,,,,
483,7,8,2014,Gpaulin,,,,,34,NG,4,7,m,22,,,,,,,,,,,,,,
484,7,8,2014,Gpaulin,,,,,34,NG,4,7,i,15,,,,,,,,,,,,,,
485,7,8,2014,Gpaulin,,,,,34,NG,4,8,f,35,,,,,,,,,,,,,,
486,7,8,2014,Gpaulin,,,,,34,NG,4,8,i,12,,,,,,,,,,,,,,
487,7,8,2014,Gpaulin,,,,,34,NG,4,8,m,22,,,,,,,,,,,,,,
488,7,8,2014,Gpaulin,,,,,34,NG,4,9,f,20,,,,,,,,,,,,,,
489,7,8,2014,Gpaulin,,,,,34,NG,4,9,m,22,,,,,,,,,,,,,,
490,7,8,2014,Gpaulin,,,,,34,NG,4,9,f,35,,,,,,,,,,,,,,
491,7,8,2014,Gpaulin,,,,,34,NG,4,9,i,15,,,,,,,,,,,,,,
492,7,8,2014,Gpaulin,,,,,34,NG,4,9,f,35,,,,,,,,,,,,,,
493,7,8,2014,Gpaulin,,,,,34,NG,4,9,m,50,,,,,,,,,,,,,,
494,7,8,2014,Gpaulin,,,,,34,NG,4,9,f,20,,,,,,,,,,,,,,
495,7,8,2014,Gpaulin,,,,,34,NG,4,9,f,54,,,,,,,,,,,,,,
496,7,8,2014,Gpaulin,,,,,34,NG,4,10,m,20,,,,,,,,,,,,,,
497,7,8,2014,Gpaulin,,,,,34,NG,4,10,f,24,,,,,,,,,,,,,,
498,7,8,2014,Gpaulin,,,,,34,NG,4,10,i,15,,,,,,,,,,,,,,
499,7,8,2014,Gpaulin,,,,,34,NG,4,10,i,12,,,,,,,,,,,,,,
500,7,8,2014,Gpaulin,,,,,34,NG,4,10,i,12,,,,,,,,,,,,,,
501,7,8,2014,Gpaulin,,,,,34,NG,4,10,f,34,,,,,,,,,,,,,,
502,7,8,2014,Gpaulin,,,,,34,NG,4,10,f,25,,,,,,,,,,,,,,
503,7,8,2014,Gpaulin,,,,,34,NG,4,10,f,81,,,,,,,,,,,,,,
504,7,8,2014,Gpaulin,,,,,34,NG,4,10,i,18,,,,,,,,,,,,,,
505,7,8,2014,Gpaulin,,,,,34,NG,4,10,m,27,,,,,,,,,,,,,,
506,7,8,2014,Gpaulin,,,,,34,NG,4,10,f,25,,,,,,,,,,,,,,
507,7,8,2014,Gpaulin,,,,,34,NG,4,10,i,12,,,,,,,,,,,,,,
508,7,8,2014,Gpaulin,,,,,34,NG,4,15,i,18,,,,,,,,,,,,,,
509,7,8,2014,Gpaulin,,,,,34,NG,4,15,i,12,,,,,,,,,,,,,,
510,7,8,2014,Gpaulin,,,,,34,NG,4,15,f,30,,,,,,,,,,,,,,
511,7,8,2014,Gpaulin,,,,,34,NG,4,15,f,63,,,,,,,,,,,,,,
512,7,8,2014,Gpaulin,,,,,34,NG,4,15,i,20,,,,,,,,,,,,,,
513,7,8,2014,Gpaulin,,,,,34,NG,4,15,m,23,,,,,,,,,,,,,,
514,7,8,2014,Gpaulin,,,,,34,NG,4,15,i,20,,,,,,,,,,,,,,
515,7,8,2014,Gpaulin,,,,,34,NG,4,15,m,22,,,,,,,,,,,,,,
516,7,8,2014,Gpaulin,,,,,34,NG,4,15,f,26,,,,,,,,,,,,,,
517,7,8,2014,Gpaulin,,,,,34,NG,4,15,m,75,,,,,,,,,,,,,,
518,7,8,2014,Gpaulin,,,,,34,NG,4,15,i,12,,,,,,,,,,,,,,
519,7,8,2014,Gpaulin,,,,,34,NG,4,15,f,30,,,,,,,,,,,,,,
520,7,8,2014,Gpaulin,,,,,34,NG,4,16,f,26,,,,,,,,,,,,,,
521,7,8,2014,Gpaulin,,,,,34,NG,4,16,m,63,,,,,,,,,,,,,,
522,7,8,2014,Gpaulin,,,,,34,NG,4,16,m,43,,,,,,,,,,,,,,
523,7,8,2014,Gpaulin,,,,,34,NG,4,16,m,72,,,,,,,,,,,,,,
524,7,8,2014,Gpaulin,,,,,34,NG,4,17,f,59,,,,,,,,,,,,,,
525,7,8,2014,Gpaulin,,,,,34,NG,4,17,f,68,,,,,,,,,,,,,,
526,7,8,2014,Gpaulin,,,,,34,NG,4,18,f,21,,,,,,,,,,,,,,
527,7,8,2014,Gpaulin,,,,,34,NG,4,18,m,81,,,,,,,,,,,,,,
528,7,8,2014,Gpaulin,,,,,34,NG,4,18,m,40,,,,,,,,,,,,,,
529,7,8,2014,Gpaulin,,,,,34,NG,4,18,i,18,,,,,,,,,,,,,,
530,7,8,2014,Gpaulin,,,,,34,NG,4,18,f,36,,,,,,,,,,,,,,
531,7,8,2014,Gpaulin,,,,,34,NG,4,18,i,16,,,,,,,,,,,,,,
532,7,8,2014,Gpaulin,,,,,34,NG,4,18,i,15,,,,,,,,,,,,,,
533,7,8,2014,Gpaulin,,,,,34,NG,4,19,f,60,,,,,,,,,,,,,,
534,7,8,2014,Gpaulin,,,,,34,NG,4,19,f,61,,,,,,,,,,,,,,
535,7,8,2014,Gpaulin,,,,,34,NG,4,19,m,40,,,,,,,,,,,,,,
536,7,8,2014,Gpaulin,,,,,34,NG,4,19,f,22,,,,,,,,,,,,,,
537,7,8,2014,Gpaulin,,,,,34,NG,4,20,f,21,,,,,,,,,,,,,,
538,7,8,2014,Gpaulin,,,,,34,NG,4,20,f,65,,,,,,,,,,,,,,
539,7,8,2014,Gpaulin,,,,,34,NG,4,20,f,23,,,,,,,,,,,,,,
540,7,8,2014,Gpaulin,,,,,34,NG,4,20,m,70,,,,,,,,,,,,,,
541,7,8,2014,Gpaulin,,,,,34,NG,4,20,f,46,,,,,,,,,,,,,,
542,7,8,2014,Gpaulin,,,,,34,NG,4,20,m,53,,,,,,,,,,,,,,
543,7,8,2014,Dgiard,,,,,34,NG,4,1,f,66,,,,,,,,,,,,,,
544,7,8,2014,Dgiard,,,,,34,NG,4,1,f,52,,,,,,,,,,,,,,
545,7,8,2014,Dgiard,,,,,34,NG,4,1,m,30,,,,,,,,,,,,,,
546,7,8,2014,Dgiard,,,,,34,NG,4,1,f,32,,,,,,,,,,,,,,
547,7,8,2014,Dgiard,,,,,34,NG,4,1,f,60,,,,,,,,,,,,,,
548,7,8,2014,Dgiard,,,,,34,NG,4,5,i,22,,,,,,,,,,,,,,
549,7,8,2014,Dgiard,,,,,34,NG,4,5,i,16,,,,,,,,,,,,,,
550,7,8,2014,Dgiard,,,,,34,NG,4,5,f,26,,,,,,,,,,,,,,
551,7,8,2014,Dgiard,,,,,34,NG,4,5,m,62,,,,,,,,,,,,,,
552,7,8,2014,Dgiard,,,,,34,NG,4,5,f,66,,,,,,,,,,,,,,
553,7,8,2014,Dgiard,,,,,34,NG,4,5,m,41,,,,,,,,,,,,,,
554,7,8,2014,Dgiard,,,,,34,NG,4,6,i,9,,,,,,,,,,,,,,
555,7,8,2014,Dgiard,,,,,34,NG,4,6,i,22,,,,,,,,,,,,,,
556,7,8,2014,Dgiard,,,,,34,NG,4,6,i,12,,,,,,,,,,,,,,
557,7,8,2014,Dgiard,,,,,34,NG,4,6,m,51,,,,,,,,,,,,,,
558,7,8,2014,Dgiard,,,,,34,NG,4,6,m,77,,,,,,,,,,,,,,
559,7,8,2014,Dgiard,,,,,34,NG,4,7,i,15,,,,,,,,,,,,,,
560,7,8,2014,Dgiard,,,,,34,NG,4,7,i,20,,,,,,,,,,,,,,
561,7,8,2014,Dgiard,,,,,34,NG,4,7,m,30,,,,,,,,,,,,,,
562,7,8,2014,Dgiard,,,,,34,NG,4,7,m,94,,,,,,,,,,,,,,
563,7,8,2014,Dgiard,,,,,34,NG,4,8,f,43,,,,,,,,,,,,,,
564,7,8,2014,Dgiard,,,,,34,NG,4,8,m,72,,,,,,,,,,,,,,
565,7,8,2014,Dgiard,,,,,34,NG,4,8,f,25,,,,,,,,,,,,,,
566,7,8,2014,Dgiard,,,,,34,NG,4,8,i,18,,,,,,,,,,,,,,
567,7,8,2014,Dgiard,,,,,34,NG,4,8,i,13,,,,,,,,,,,,,,
568,7,8,2014,Dgiard,,,,,34,NG,4,8,i,9,,,,,,,,,,,,,,
569,7,8,2014,Dgiard,,,,,34,NG,4,9,m,33,,,,,,,,,,,,,,
570,7,8,2014,Dgiard,,,,,34,NG,4,9,m,64,,,,,,,,,,,,,,
571,7,8,2014,Dgiard,,,,,34,NG,4,9,m,74,,,,,,,,,,,,,,
572,7,8,2014,Dgiard,,,,,34,NG,4,9,f,27,,,,,,,,,,,,,,
573,7,8,2014,Dgiard,,,,,34,NG,4,9,i,19,,,,,,,,,,,,,,
574,7,8,2014,Dgiard,,,,,34,NG,4,10,f,82,,,,,,,,,,,,,,
575,7,8,2014,Dgiard,,,,,34,NG,4,10,i,19,,,,,,,,,,,,,,
576,7,8,2014,Dgiard,,,,,34,NG,4,10,m,75,,,,,,,,,,,,,,
577,7,8,2014,Dgiard,,,,,34,NG,4,10,i,18,,,,,,,,,,,,,,
578,7,8,2014,Dgiard,,,,,34,NG,4,10,i,12,,,,,,,,,,,,,,
579,7,8,2014,Dgiard,,,,,34,NG,4,10,f,44,,,,,,,,,,,,,,
580,7,8,2014,Dgiard,,,,,34,NG,4,10,i,9,,,,,,,,,,,,,,
581,7,8,2014,Dgiard,,,,,34,NG,4,10,f,33,,,,,,,,,,,,,,
582,7,8,2014,Dgiard,,,,,34,NG,4,10,f,38,,,,,,,,,,,,,,
583,7,8,2014,Dgiard,,,,,34,NG,4,10,f,25,,,,,,,,,,,,,,
584,7,8,2014,Dgiard,,,,,34,NG,4,14,m,52,,,,,,,,,,,,,,
585,7,8,2014,Dgiard,,,,,34,NG,4,14,f,41,,,,,,,,,,,,,,
586,7,8,2014,Dgiard,,,,,34,NG,4,14,m,50,,,,,,,,,,,,,,
587,7,8,2014,Dgiard,,,,,34,NG,4,14,i,10,,,,,,,,,,,,,,
588,7,8,2014,Dgiard,,,,,34,NG,4,14,m,70,,,,,,,,,,,,,,
589,7,8,2014,Dgiard,,,,,34,NG,4,15,i,18,,,,,,,,,,,,,,
