Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Site,Transect,section,sexe,LC,Escape,Sa,Va,Du,Al,Gr,Co,Ca,type,commentaire,fond,,,
1,15,7,2013,Mcomeau,,,,,35,S7,1,1,f,72,,,,,,,,,,,,,,
2,15,7,2013,Mcomeau,,,,,35,S7,1,1,f,65,,,,,,,,,,,,,,
3,15,7,2013,Mcomeau,,,,,35,S7,1,1,i,18,,,,,,,,,,,,,,
4,15,7,2013,Mcomeau,,,,,35,S7,1,1,i,9,,,,,,,,,,,,,,
5,15,7,2013,Mcomeau,,,,,35,S7,1,1,m,22,,,,,,,,,,,,,,
6,15,7,2013,Mcomeau,,,,,35,S7,1,1,f,43,,,,,,,,,,,,,,
7,15,7,2013,Mcomeau,,,,,35,S7,1,1,f,67,,,,,,,,,,,,,,
8,15,7,2013,Mcomeau,,,,,35,S7,1,1,f,26,,,,,,,,,,,,,,
9,15,7,2013,Mcomeau,,,,,35,S7,1,2,m,68,,,,,,,,,,,,,,
10,15,7,2013,Mcomeau,,,,,35,S7,1,2,f,63,,,,,,,,,,,,,,
11,15,7,2013,Mcomeau,,,,,35,S7,1,2,m,59,,,,,,,,,,,,,,
12,15,7,2013,Mcomeau,,,,,35,S7,1,3,f,63,,,,,,,,,,,,,,
13,15,7,2013,Mcomeau,,,,,35,S7,1,3,f,33,,,,,,,,,,,,,,
14,15,7,2013,Mcomeau,,,,,35,S7,1,3,f,43,,,,,,,,,,,,,,
15,15,7,2013,Mcomeau,,,,,35,S7,1,3,m,39,,,,,,,,,,,,,,
16,15,7,2013,Mcomeau,,,,,35,S7,1,3,m,62,,,,,,,,,,,,,,
17,15,7,2013,Mcomeau,,,,,35,S7,1,3,m,21,,,,,,,,,,,,,,
18,15,7,2013,Mcomeau,,,,,35,S7,1,4,m,58,,,,,,,,,,,,,,
19,15,7,2013,Mcomeau,,,,,35,S7,1,4,f,35,,,,,,,,,,,,,,
20,15,7,2013,Mcomeau,,,,,35,S7,1,4,f,22,,,,,,,,,,,,,,
21,15,7,2013,Mcomeau,,,,,35,S7,1,4,f,52,,,,,,,,,,,,,,
22,15,7,2013,Mcomeau,,,,,35,S7,1,4,f,22,,,,,,,,,,,,,,
23,15,7,2013,Mcomeau,,,,,35,S7,1,4,m,20,,,,,,,,,,,,,,
24,15,7,2013,Mcomeau,,,,,35,S7,1,4,i,18,,,,,,,,,,,,,,
25,15,7,2013,Mcomeau,,,,,35,S7,1,4,f,62,,,,,,,,,,,,,,
26,15,7,2013,Mcomeau,,,,,35,S7,1,4,f,61,,,,,,,,,,,,,,
27,15,7,2013,Mcomeau,,,,,35,S7,1,5,m,69,,,,,,,,,,,,,,
28,15,7,2013,Mcomeau,,,,,35,S7,1,5,m,29,,,,,,,,,,,,,,
29,15,7,2013,Mcomeau,,,,,35,S7,1,5,i,13,,,,,,,,,,,,,,
30,15,7,2013,Mcomeau,,,,,35,S7,1,7,f,27,,,,,,,,,,,,,,
31,15,7,2013,Mcomeau,,,,,35,S7,1,7,f,61,,,,,,,,,,,,,,
32,15,7,2013,Mcomeau,,,,,35,S7,1,7,m,33,,,,,,,,,,,,,,
33,15,7,2013,Mcomeau,,,,,35,S7,1,7,m,26,,,,,,,,,,,,,,
34,15,7,2013,Mcomeau,,,,,35,S7,1,7,f,23,,,,,,,,,,,,,,
35,15,7,2013,Mcomeau,,,,,35,S7,1,7,m,25,,,,,,,,,,,,,,
36,15,7,2013,Mcomeau,,,,,35,S7,1,7,f,25,,,,,,,,,,,,,,
37,15,7,2013,Mcomeau,,,,,35,S7,1,7,i,13,,,,,,,,,,,,,,
38,15,7,2013,Mcomeau,,,,,35,S7,1,7,i,11,,,,,,,,,,,,,,
39,15,7,2013,Mcomeau,,,,,35,S7,1,7,m,30,,,,,,,,,,,,,,
40,15,7,2013,Mcomeau,,,,,35,S7,1,7,m,65,,,,,,,,,,,,,,
41,15,7,2013,Mcomeau,,,,,35,S7,1,7,f,67,,,,,,,,,,,,,,
42,15,7,2013,Mcomeau,,,,,35,S7,1,7,m,33,,,,,,,,,,,,,,
43,15,7,2013,Mcomeau,,,,,35,S7,1,7,m,20,,,,,,,,,,,,,,
44,15,7,2013,Mcomeau,,,,,35,S7,1,7,f,37,,,,,,,,,,,,,,
45,15,7,2013,Mcomeau,,,,,35,S7,1,7,f,21,,,,,,,,,,,,,,
46,15,7,2013,Mcomeau,,,,,35,S7,1,7,f,31,,,,,,,,,,,,,,
47,15,7,2013,Mcomeau,,,,,35,S7,1,7,m,27,,,,,,,,,,,,,,
48,15,7,2013,Mcomeau,,,,,35,S7,1,7,f,34,,,,,,,,,,,,,,
49,15,7,2013,Mcomeau,,,,,35,S7,1,7,i,18,,,,,,,,,,,,,,
50,15,7,2013,Mcomeau,,,,,35,S7,1,7,i,13,,,,,,,,,,,,,,
51,15,7,2013,Mcomeau,,,,,35,S7,1,7,f,22,,,,,,,,,,,,,,
52,15,7,2013,Mcomeau,,,,,35,S7,1,7,m,25,,,,,,,,,,,,,,
53,15,7,2013,Mcomeau,,,,,35,S7,1,7,f,64,,,,,,,,,,,,,,
54,15,7,2013,Mcomeau,,,,,35,S7,1,7,i,18,,,,,,,,,,,,,,
55,15,7,2013,Mcomeau,,,,,35,S7,1,7,f,35,,,,,,,,,,,,,,
56,15,7,2013,Mcomeau,,,,,35,S7,1,7,f,35,,,,,,,,,,,,,,
57,15,7,2013,Mcomeau,,,,,35,S7,1,8,m,57,,,,,,,,,,,,,,
58,15,7,2013,Mcomeau,,,,,35,S7,1,8,m,62,,,,,,,,,,,,,,
59,15,7,2013,Mcomeau,,,,,35,S7,1,8,m,50,,,,,,,,,,,,,,
60,15,7,2013,Mcomeau,,,,,35,S7,1,8,m,28,,,,,,,,,,,,,,
61,15,7,2013,Mcomeau,,,,,35,S7,1,8,m,59,,,,,,,,,,,,,,
62,15,7,2013,Mcomeau,,,,,35,S7,1,8,i,9,,,,,,,,,,,,,,
63,15,7,2013,Mcomeau,,,,,35,S7,1,8,i,8,,,,,,,,,,,,,,
64,15,7,2013,Mcomeau,,,,,35,S7,1,8,m,57,,,,,,,,,,,,,,
65,15,7,2013,Mcomeau,,,,,35,S7,1,8,i,11,,,,,,,,,,,,,,
66,15,7,2013,Mcomeau,,,,,35,S7,1,8,f,23,,,,,,,,,,,,,,
67,15,7,2013,Mcomeau,,,,,35,S7,1,8,i,17,,,,,,,,,,,,,,
68,15,7,2013,Mcomeau,,,,,35,S7,1,8,i,11,,,,,,,,,,,,,,
69,15,7,2013,Mcomeau,,,,,35,S7,1,8,f,29,,,,,,,,,,,,,,
70,15,7,2013,Mcomeau,,,,,35,S7,1,8,f,28,,,,,,,,,,,,,,
71,15,7,2013,Mcomeau,,,,,35,S7,1,8,i,13,,,,,,,,,,,,,,
72,15,7,2013,Mcomeau,,,,,35,S7,1,13,m,53,,,,,,,,,,,,,,
73,15,7,2013,Mcomeau,,,,,35,S7,1,13,f,32,,,,,,,,,,,,,,
74,15,7,2013,Mcomeau,,,,,35,S7,1,13,i,18,,,,,,,,,,,,,,
75,15,7,2013,Mcomeau,,,,,35,S7,1,13,f,24,,,,,,,,,,,,,,
76,15,7,2013,Mcomeau,,,,,35,S7,1,13,m,28,,,,,,,,,,,,,,
77,15,7,2013,Mcomeau,,,,,35,S7,1,13,f,34,,,,,,,,,,,,,,
78,15,7,2013,Mcomeau,,,,,35,S7,1,13,i,18,,,,,,,,,,,,,,
79,15,7,2013,Mcomeau,,,,,35,S7,1,13,m,21,,,,,,,,,,,,,,
80,15,7,2013,Mcomeau,,,,,35,S7,1,13,f,62,,,,,,,,,,,,,,
81,15,7,2013,Mcomeau,,,,,35,S7,1,17,m,68,,,,,,,,,,,,,,
82,15,7,2013,Mcomeau,,,,,35,S7,1,17,m,53,,,,,,,,,,,,,,
83,15,7,2013,Mcomeau,,,,,35,S7,1,17,i,18,,,,,,,,,,,,,,
84,15,7,2013,Mcomeau,,,,,35,S7,1,17,f,70,,,,,,,,,,,,,,
85,15,7,2013,Mcomeau,,,,,35,S7,1,17,f,39,,,,,,,,,,,,,,
86,15,7,2013,Mcomeau,,,,,35,S7,1,17,i,18,,,,,,,,,,,,,,
87,15,7,2013,Mcomeau,,,,,35,S7,1,17,i,15,,,,,,,,,,,,,,
88,15,7,2013,Mcomeau,,,,,35,S7,1,18,m,30,,,,,,,,,,,,,,
89,15,7,2013,Mcomeau,,,,,35,S7,1,18,i,9,,,,,,,,,,,,,,
90,15,7,2013,Mcomeau,,,,,35,S7,1,18,f,28,,,,,,,,,,,,,,
91,15,7,2013,Mcomeau,,,,,35,S7,1,18,f,24,,,,,,,,,,,,,,
92,15,7,2013,Mcomeau,,,,,35,S7,1,18,i,8,,,,,,,,,,,,,,
93,15,7,2013,Mcomeau,,,,,35,S7,1,18,f,21,,,,,,,,,,,,,,
94,15,7,2013,Mcomeau,,,,,35,S7,1,18,m,20,,,,,,,,,,,,,,
95,15,7,2013,Mcomeau,,,,,35,S7,1,18,i,16,,,,,,,,,,,,,,
96,15,7,2013,Mcomeau,,,,,35,S7,1,18,m,62,,,,,,,,,,,,,,
97,15,7,2013,Mcomeau,,,,,35,S7,1,18,f,50,,,,,,,,,,,,,,
98,15,7,2013,Mcomeau,,,,,35,S7,1,18,f,27,,,,,,,,,,,,,,
99,15,7,2013,Mcomeau,,,,,35,S7,1,18,i,18,,,,,,,,,,,,,,
100,15,7,2013,Mcomeau,,,,,35,S7,1,18,f,23,,,,,,,,,,,,,,
101,15,7,2013,Mcomeau,,,,,35,S7,1,18,f,21,,,,,,,,,,,,,,
102,15,7,2013,Mcomeau,,,,,35,S7,1,19,m,57,,,,,,,,,,,,,,
103,15,7,2013,Mcomeau,,,,,35,S7,1,19,i,16,,,,,,,,,,,,,,
104,15,7,2013,Mcomeau,,,,,35,S7,1,19,f,41,,,,,,,,,,,,,,
105,15,7,2013,Mcomeau,,,,,35,S7,1,19,m,23,,,,,,,,,,,,,,
106,15,7,2013,Mcomeau,,,,,35,S7,1,19,m,20,,,,,,,,,,,,,,
107,15,7,2013,Mcomeau,,,,,35,S7,1,19,i,16,,,,,,,,,,,,,,
108,15,7,2013,Mcomeau,,,,,35,S7,1,19,m,42,,,,,,,,,,,,,,
109,15,7,2013,Mcomeau,,,,,35,S7,1,19,i,9,,,,,,,,,,,,,,
110,15,7,2013,Mcomeau,,,,,35,S7,1,19,m,33,,,,,,,,,,,,,,
111,15,7,2013,Mcomeau,,,,,35,S7,1,19,i,17,,,,,,,,,,,,,,
112,15,7,2013,Mcomeau,,,,,35,S7,1,19,m,78,,,,,,,,,,,,,,
113,15,7,2013,Mcomeau,,,,,35,S7,1,19,f,23,,,,,,,,,,,,,,
114,15,7,2013,Mcomeau,,,,,35,S7,1,19,f,27,,,,,,,,,,,,,,
115,15,7,2013,Mcomeau,,,,,35,S7,1,19,f,33,,,,,,,,,,,,,,
116,15,7,2013,Mcomeau,,,,,35,S7,1,19,i,8,,,,,,,,,,,,,,
117,15,7,2013,Mcomeau,,,,,35,S7,1,19,f,23,,,,,,,,,,,,,,
118,15,7,2013,Mcomeau,,,,,35,S7,1,20,f,32,,,,,,,,,,,,,,
119,15,7,2013,Mcomeau,,,,,35,S7,1,20,m,62,,,,,,,,,,,,,,
120,15,7,2013,Mcomeau,,,,,35,S7,1,20,m,28,,,,,,,,,,,,,,
121,15,7,2013,Mcomeau,,,,,35,S7,1,20,m,35,,,,,,,,,,,,,,
122,15,7,2013,Mcomeau,,,,,35,S7,1,20,i,15,,,,,,,,,,,,,,
123,15,7,2013,Mcomeau,,,,,35,S7,1,20,f,27,,,,,,,,,,,,,,
124,15,7,2013,Mcomeau,,,,,35,S7,1,20,f,23,,,,,,,,,,,,,,
125,15,7,2013,Bcomeau,,,,,35,S7,1,1,i,8,,,,,,,,,,,,,,
126,15,7,2013,Bcomeau,,,,,35,S7,1,1,i,12,,,,,,,,,,,,,,
127,15,7,2013,Bcomeau,,,,,35,S7,1,1,i,16,,,,,,,,,,,,,,
128,15,7,2013,Bcomeau,,,,,35,S7,1,1,i,17,,,,,,,,,,,,,,
129,15,7,2013,Bcomeau,,,,,35,S7,1,1,i,18,,,,,,,,,,,,,,
130,15,7,2013,Bcomeau,,,,,35,S7,1,1,i,16,,,,,,,,,,,,,,
131,15,7,2013,Bcomeau,,,,,35,S7,1,3,m,20,,,,,,,,,,,,,,
132,15,7,2013,Bcomeau,,,,,35,S7,1,3,m,25,,,,,,,,,,,,,,
133,15,7,2013,Bcomeau,,,,,35,S7,1,3,f,37,,,,,,,,,,,,,,
134,15,7,2013,Bcomeau,,,,,35,S7,1,4,f,56,,,,,,,,,,,,,,
135,15,7,2013,Bcomeau,,,,,35,S7,1,4,m,24,,,,,,,,,,,,,,
136,15,7,2013,Bcomeau,,,,,35,S7,1,4,i,12,,,,,,,,,,,,,,
137,15,7,2013,Bcomeau,,,,,35,S7,1,4,i,18,,,,,,,,,,,,,,
138,15,7,2013,Bcomeau,,,,,35,S7,1,4,i,15,,,,,,,,,,,,,,
139,15,7,2013,Bcomeau,,,,,35,S7,1,4,m,20,,,,,,,,,,,,,,
140,15,7,2013,Bcomeau,,,,,35,S7,1,4,i,10,,,,,,,,,,,,,,
141,15,7,2013,Bcomeau,,,,,35,S7,1,4,f,38,,,,,,,,,,,,,,
142,15,7,2013,Bcomeau,,,,,35,S7,1,4,i,17,,,,,,,,,,,,,,
143,15,7,2013,Bcomeau,,,,,35,S7,1,4,i,11,,,,,,,,,,,,,,
144,15,7,2013,Bcomeau,,,,,35,S7,1,4,m,30,,,,,,,,,,,,,,
145,15,7,2013,Bcomeau,,,,,35,S7,1,4,i,16,,,,,,,,,,,,,,
146,15,7,2013,Bcomeau,,,,,35,S7,1,4,i,16,,,,,,,,,,,,,,
147,15,7,2013,Bcomeau,,,,,35,S7,1,4,i,12,,,,,,,,,,,,,,
148,15,7,2013,Bcomeau,,,,,35,S7,1,4,f,28,,,,,,,,,,,,,,
149,15,7,2013,Bcomeau,,,,,35,S7,1,5,f,45,,,,,,,,,,,,,,
150,15,7,2013,Bcomeau,,,,,35,S7,1,5,m,60,,,,,,,,,,,,,,
151,15,7,2013,Bcomeau,,,,,35,S7,1,5,m,65,,,,,,,,,,,,,,
152,15,7,2013,Bcomeau,,,,,35,S7,1,5,f,72,,,,,,,,,,,,,,
153,15,7,2013,Bcomeau,,,,,35,S7,1,5,i,14,,,,,,,,,,,,,,
154,15,7,2013,Bcomeau,,,,,35,S7,1,6,i,100,,,,,,,,,,,,,,
155,15,7,2013,Bcomeau,,,,,35,S7,1,6,m,80,,,,,,,,,,,,,,
156,15,7,2013,Bcomeau,,,,,35,S7,1,6,i,14,,,,,,,,,,,,,,
157,15,7,2013,Bcomeau,,,,,35,S7,1,6,i,17,,,,,,,,,,,,,,
158,15,7,2013,Bcomeau,,,,,35,S7,1,6,i,17,,,,,,,,,,,,,,
159,15,7,2013,Bcomeau,,,,,35,S7,1,6,f,68,,,,,,,,,,,,,,
160,15,7,2013,Bcomeau,,,,,35,S7,1,6,f,53,,,,,,,,,,,,,,
161,15,7,2013,Bcomeau,,,,,35,S7,1,6,i,13,,,,,,,,,,,,,,
162,15,7,2013,Bcomeau,,,,,35,S7,1,6,f,25,,,,,,,,,,,,,,
163,15,7,2013,Bcomeau,,,,,35,S7,1,6,m,43,,,,,,,,,,,,,,
164,15,7,2013,Bcomeau,,,,,35,S7,1,6,f,34,,,,,,,,,,,,,,
165,15,7,2013,Bcomeau,,,,,35,S7,1,6,f,59,,,,,,,,,,,,,,
166,15,7,2013,Bcomeau,,,,,35,S7,1,6,m,58,,,,,,,,,,,,,,
167,15,7,2013,Bcomeau,,,,,35,S7,1,6,f,69,,,,,,,,,,,,,,
168,15,7,2013,Bcomeau,,,,,35,S7,1,6,f,68,,,,,,,,,,,,,,
169,15,7,2013,Bcomeau,,,,,35,S7,1,6,m,64,,,,,,,,,,,,,,
170,15,7,2013,Bcomeau,,,,,35,S7,1,6,m,82,,,,,,,,,,,,,,
171,15,7,2013,Bcomeau,,,,,35,S7,1,6,m,30,,,,,,,,,,,,,,
172,15,7,2013,Bcomeau,,,,,35,S7,1,7,f,31,,,,,,,,,,,,,,
173,15,7,2013,Bcomeau,,,,,35,S7,1,7,m,34,,,,,,,,,,,,,,
174,15,7,2013,Bcomeau,,,,,35,S7,1,7,i,10,,,,,,,,,,,,,,
175,15,7,2013,Bcomeau,,,,,35,S7,1,7,f,30,,,,,,,,,,,,,,
176,15,7,2013,Bcomeau,,,,,35,S7,1,7,m,20,,,,,,,,,,,,,,
177,15,7,2013,Bcomeau,,,,,35,S7,1,7,f,32,,,,,,,,,,,,,,
178,15,7,2013,Bcomeau,,,,,35,S7,1,7,m,25,,,,,,,,,,,,,,
179,15,7,2013,Bcomeau,,,,,35,S7,1,7,f,52,,,,,,,,,,,,,,
180,15,7,2013,Bcomeau,,,,,35,S7,1,7,i,12,,,,,,,,,,,,,,
181,15,7,2013,Bcomeau,,,,,35,S7,1,7,m,21,,,,,,,,,,,,,,
182,15,7,2013,Bcomeau,,,,,35,S7,1,8,f,67,,,,,,,,,,,,,,
183,15,7,2013,Bcomeau,,,,,35,S7,1,8,m,65,,,,,,,,,,,,,,
184,15,7,2013,Bcomeau,,,,,35,S7,1,8,f,22,,,,,,,,,,,,,,
185,15,7,2013,Bcomeau,,,,,35,S7,1,8,m,22,,,,,,,,,,,,,,
186,15,7,2013,Bcomeau,,,,,35,S7,1,8,f,30,,,,,,,,,,,,,,
187,15,7,2013,Bcomeau,,,,,35,S7,1,8,f,25,,,,,,,,,,,,,,
188,15,7,2013,Bcomeau,,,,,35,S7,1,8,f,26,,,,,,,,,,,,,,
189,15,7,2013,Bcomeau,,,,,35,S7,1,9,m,29,,,,,,,,,,,,,,
190,15,7,2013,Bcomeau,,,,,35,S7,1,9,f,37,,,,,,,,,,,,,,
191,15,7,2013,Bcomeau,,,,,35,S7,1,9,f,26,,,,,,,,,,,,,,
192,15,7,2013,Bcomeau,,,,,35,S7,1,9,b3,81,,,,,,,,,,,,,,
193,15,7,2013,Bcomeau,,,,,35,S7,1,9,f,31,,,,,,,,,,,,,,
194,15,7,2013,Bcomeau,,,,,35,S7,1,9,i,12,,,,,,,,,,,,,,
195,15,7,2013,Bcomeau,,,,,35,S7,1,9,i,18,,,,,,,,,,,,,,
196,15,7,2013,Bcomeau,,,,,35,S7,1,9,m,32,,,,,,,,,,,,,,
197,15,7,2013,Bcomeau,,,,,35,S7,1,10,b3,73,,,,,,,,,,,,,,
198,15,7,2013,Bcomeau,,,,,35,S7,1,10,b2,72,,,,,,,,,,,,,,
199,15,7,2013,Bcomeau,,,,,35,S7,1,10,f,27,,,,,,,,,,,,,,
200,15,7,2013,Bcomeau,,,,,35,S7,1,10,i,8,,,,,,,,,,,,,,
201,15,7,2013,Bcomeau,,,,,35,S7,1,14,m,81,,,,,,,,,,,,,,
202,15,7,2013,Bcomeau,,,,,35,S7,1,14,f,26,,,,,,,,,,,,,,
203,15,7,2013,Bcomeau,,,,,35,S7,1,14,m,38,,,,,,,,,,,,,,
204,15,7,2013,Bcomeau,,,,,35,S7,1,15,m,91,,,,,,,,,,,,,,
205,15,7,2013,Bcomeau,,,,,35,S7,1,15,m,30,,,,,,,,,,,,,,
206,15,7,2013,Bcomeau,,,,,35,S7,1,15,i,15,,,,,,,,,,,,,,
207,15,7,2013,Bcomeau,,,,,35,S7,1,15,i,15,,,,,,,,,,,,,,
208,15,7,2013,Bcomeau,,,,,35,S7,1,15,m,69,,,,,,,,,,,,,,
209,15,7,2013,Bcomeau,,,,,35,S7,1,15,i,18,,,,,,,,,,,,,,
210,15,7,2013,Bcomeau,,,,,35,S7,1,15,i,12,,,,,,,,,,,,,,
211,15,7,2013,Bcomeau,,,,,35,S7,1,15,m,26,,,,,,,,,,,,,,
212,15,7,2013,Bcomeau,,,,,35,S7,1,15,i,15,,,,,,,,,,,,,,
213,15,7,2013,Bcomeau,,,,,35,S7,1,18,m,33,,,,,,,,,,,,,,
214,15,7,2013,Bcomeau,,,,,35,S7,1,18,m,25,,,,,,,,,,,,,,
215,15,7,2013,Bcomeau,,,,,35,S7,1,18,f,27,,,,,,,,,,,,,,
216,15,7,2013,Bcomeau,,,,,35,S7,1,18,i,18,,,,,,,,,,,,,,
217,15,7,2013,Bcomeau,,,,,35,S7,1,18,i,18,,,,,,,,,,,,,,
218,15,7,2013,Bcomeau,,,,,35,S7,1,18,m,20,,,,,,,,,,,,,,
219,15,7,2013,Bcomeau,,,,,35,S7,1,18,i,12,,,,,,,,,,,,,,
220,15,7,2013,Bcomeau,,,,,35,S7,1,19,f,31,,,,,,,,,,,,,,
221,15,7,2013,Bcomeau,,,,,35,S7,1,19,m,22,,,,,,,,,,,,,,
222,15,7,2013,Bcomeau,,,,,35,S7,1,19,m,33,,,,,,,,,,,,,,
223,15,7,2013,Bcomeau,,,,,35,S7,1,19,m,57,,,,,,,,,,,,,,
224,15,7,2013,Bcomeau,,,,,35,S7,1,19,i,16,,,,,,,,,,,,,,
225,15,7,2013,Bcomeau,,,,,35,S7,1,19,i,17,,,,,,,,,,,,,,
226,15,7,2013,Bcomeau,,,,,35,S7,1,19,f,28,,,,,,,,,,,,,,
227,15,7,2013,Bcomeau,,,,,35,S7,1,19,i,15,,,,,,,,,,,,,,
228,15,7,2013,Bcomeau,,,,,35,S7,1,19,i,15,,,,,,,,,,,,,,
229,15,7,2013,Bcomeau,,,,,35,S7,1,20,m,55,,,,,,,,,,,,,,
230,15,7,2013,Bcomeau,,,,,35,S7,1,20,f,67,,,,,,,,,,,,,,
231,15,7,2013,Bcomeau,,,,,35,S7,1,20,f,65,,,,,,,,,,,,,,
232,15,7,2013,Bcomeau,,,,,35,S7,1,20,i,8,,,,,,,,,,,,,,
233,15,7,2013,Bcomeau,,,,,35,S7,1,20,m,64,,,,,,,,,,,,,,
234,15,7,2013,Bcomeau,,,,,35,S7,1,20,f,71,,,,,,,,,,,,,,
235,15,7,2013,Bcomeau,,,,,35,S7,1,20,i,10,,,,,,,,,,,,,,
236,15,7,2013,Bcomeau,,,,,35,S7,1,20,i,15,,,,,,,,,,,,,,
237,17,7,2013,Mcomeau,,,,,37,S7,2,1,m,58,,,,,,,,,,,,,,
238,17,7,2013,Mcomeau,,,,,37,S7,2,1,m,25,,,,,,,,,,,,,,
239,17,7,2013,Mcomeau,,,,,37,S7,2,1,f,35,,,,,,,,,,,,,,
240,17,7,2013,Dgiard,,,,,37,S7,2,2,m,26,,,,,,,,,,,,,,
241,17,7,2013,Dgiard,,,,,37,S7,2,2,m,33,,,,,,,,,,,,,,
242,17,7,2013,Dgiard,,,,,37,S7,2,2,i,8,,,,,,,,,,,,,,
243,17,7,2013,Dgiard,,,,,37,S7,2,2,i,9,,,,,,,,,,,,,,
244,17,7,2013,Dgiard,,,,,37,S7,2,4,i,12,,,,,,,,,,,,,,
245,17,7,2013,Dgiard,,,,,37,S7,2,4,m,29,,,,,,,,,,,,,,
246,17,7,2013,Dgiard,,,,,37,S7,2,4,m,53,,,,,,,,,,,,,,
247,17,7,2013,Dgiard,,,,,37,S7,2,5,i,8,,,,,,,,,,,,,,
248,17,7,2013,Dgiard,,,,,37,S7,2,5,i,14,,,,,,,,,,,,,,
249,17,7,2013,Dgiard,,,,,37,S7,2,5,f,72,,,,,,,,,,,,,,
250,17,7,2013,Dgiard,,,,,37,S7,2,5,m,67,,,,,,,,,,,,,,
251,17,7,2013,Dgiard,,,,,37,S7,2,5,m,74,,,,,,,,,,,,,,
252,17,7,2013,Dgiard,,,,,37,S7,2,5,f,50,,,,,,,,,,,,,,
253,17,7,2013,Dgiard,,,,,37,S7,2,5,m,31,,,,,,,,,,,,,,
254,17,7,2013,Dgiard,,,,,37,S7,2,6,f,78,,,,,,,,,,,,,,
255,17,7,2013,Dgiard,,,,,37,S7,2,6,m,30,,,,,,,,,,,,,,
256,17,7,2013,Dgiard,,,,,37,S7,2,6,m,33,,,,,,,,,,,,,,
257,17,7,2013,Dgiard,,,,,37,S7,2,6,i,12,,,,,,,,,,,,,,
258,17,7,2013,Dgiard,,,,,37,S7,2,6,m,21,,,,,,,,,,,,,,
259,17,7,2013,Dgiard,,,,,37,S7,2,6,i,12,,,,,,,,,,,,,,
260,17,7,2013,Dgiard,,,,,37,S7,2,6,i,10,,,,,,,,,,,,,,
261,17,7,2013,Dgiard,,,,,37,S7,2,6,m,70,,,,,,,,,,,,,,
262,17,7,2013,Dgiard,,,,,37,S7,2,6,m,80,,,,,,,,,,,,,,
263,17,7,2013,Dgiard,,,,,37,S7,2,7,i,19,,,,,,,,,,,,,,
264,17,7,2013,Dgiard,,,,,37,S7,2,7,i,14,,,,,,,,,,,,,,
265,17,7,2013,Dgiard,,,,,37,S7,2,7,f,70,,,,,,,,,,,,,,
266,17,7,2013,Dgiard,,,,,37,S7,2,7,f,68,,,,,,,,,,,,,,
267,17,7,2013,Dgiard,,,,,37,S7,2,7,i,8,,,,,,,,,,,,,,
268,17,7,2013,Dgiard,,,,,37,S7,2,7,m,23,,,,,,,,,,,,,,
269,17,7,2013,Mcomeau,,,,,37,S7,2,8,m,68,,,,,,,,,,,,,,
270,17,7,2013,Mcomeau,,,,,37,S7,2,8,m,36,,,,,,,,,,,,,,
271,17,7,2013,Mcomeau,,,,,37,S7,2,8,f,68,,,,,,,,,,,,,,
272,17,7,2013,Mcomeau,,,,,37,S7,2,8,m,36,,,,,,,,,,,,,,
273,17,7,2013,Mcomeau,,,,,37,S7,2,8,m,22,,,,,,,,,,,,,,
274,17,7,2013,Mcomeau,,,,,37,S7,2,8,m,74,,,,,,,,,,,,,,
275,17,7,2013,Mcomeau,,,,,37,S7,2,8,m,75,,,,,,,,,,,,,,
276,17,7,2013,Mcomeau,,,,,37,S7,2,8,m,64,,,,,,,,,,,,,,
277,17,7,2013,Mcomeau,,,,,37,S7,2,8,f,62,,,,,,,,,,,,,,
278,17,7,2013,Mcomeau,,,,,37,S7,2,8,f,66,,,,,,,,,,,,,,
279,17,7,2013,Mcomeau,,,,,37,S7,2,9,m,62,,,,,,,,,,,,,,
280,17,7,2013,Mcomeau,,,,,37,S7,2,9,m,57,,,,,,,,,,,,,,
281,17,7,2013,Mcomeau,,,,,37,S7,2,9,f,69,,,,,,,,,,,,,,
282,17,7,2013,Mcomeau,,,,,37,S7,2,9,m,33,,,,,,,,,,,,,,
283,17,7,2013,Mcomeau,,,,,37,S7,2,9,f,25,,,,,,,,,,,,,,
284,17,7,2013,Mcomeau,,,,,37,S7,2,9,i,17,,,,,,,,,,,,,,
285,17,7,2013,Mcomeau,,,,,37,S7,2,9,i,12,,,,,,,,,,,,,,
286,17,7,2013,Mcomeau,,,,,37,S7,2,9,i,11,,,,,,,,,,,,,,
287,17,7,2013,Mcomeau,,,,,37,S7,2,9,m,24,,,,,,,,,,,,,,
288,17,7,2013,Mcomeau,,,,,37,S7,2,9,m,63,,,,,,,,,,,,,,
289,17,7,2013,Mcomeau,,,,,37,S7,2,9,m,61,,,,,,,,,,,,,,
290,17,7,2013,Mcomeau,,,,,37,S7,2,9,f,23,,,,,,,,,,,,,,
291,17,7,2013,Mcomeau,,,,,37,S7,2,9,m,23,,,,,,,,,,,,,,
292,17,7,2013,Mcomeau,,,,,37,S7,2,12,i,17,,,,,,,,,,,,,,
293,17,7,2013,Mcomeau,,,,,37,S7,2,12,m,24,,,,,,,,,,,,,,
294,17,7,2013,Mcomeau,,,,,37,S7,2,12,m,32,,,,,,,,,,,,,,
295,17,7,2013,Mcomeau,,,,,37,S7,2,12,f,43,,,,,,,,,,,,,,
296,17,7,2013,Mcomeau,,,,,37,S7,2,12,m,28,,,,,,,,,,,,,,
