Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Site,Transect,section,sexe,LC,Escape,Sa,Va,Du,Al,Gr,Co,Ca,type,commentaire,fond,,,
721,17,7,2013,Gpaulin,,,,,35,S7,4,5,i,13,,,,,,,,,,,,,,
722,17,7,2013,Gpaulin,,,,,35,S7,4,6,i,18,,,,,,,,,,,,,,
723,17,7,2013,Gpaulin,,,,,35,S7,4,6,m,25,,,,,,,,,,,,,,
724,17,7,2013,Gpaulin,,,,,35,S7,4,6,f,24,,,,,,,,,,,,,,
725,17,7,2013,Gpaulin,,,,,35,S7,4,6,m,110,,,,,,,,,,,,,,
726,17,7,2013,Gpaulin,,,,,35,S7,4,6,f,60,,,,,,,,,,,,,,
727,17,7,2013,Gpaulin,,,,,35,S7,4,7,f,90,,,,,,,,,,,,,,
728,17,7,2013,Gpaulin,,,,,35,S7,4,7,i,15,,,,,,,,,,,,,,
729,17,7,2013,Gpaulin,,,,,35,S7,4,7,m,37,,,,,,,,,,,,,,
730,17,7,2013,Gpaulin,,,,,35,S7,4,7,m,40,,,,,,,,,,,,,,
731,17,7,2013,Gpaulin,,,,,35,S7,4,7,f,60,,,,,,,,,,,,,,
732,17,7,2013,Gpaulin,,,,,35,S7,4,7,i,17,,,,,,,,,,,,,,
733,17,7,2013,Gpaulin,,,,,35,S7,4,7,f,50,,,,,,,,,,,,,,
734,17,7,2013,Gpaulin,,,,,35,S7,4,7,f,21,,,,,,,,,,,,,,
735,17,7,2013,Gpaulin,,,,,35,S7,4,7,f,26,,,,,,,,,,,,,,
736,17,7,2013,Gpaulin,,,,,35,S7,4,7,i,15,,,,,,,,,,,,,,
737,17,7,2013,Gpaulin,,,,,35,S7,4,8,i,12,,,,,,,,,,,,,,
738,17,7,2013,Gpaulin,,,,,35,S7,4,8,m,50,,,,,,,,,,,,,,
739,17,7,2013,Gpaulin,,,,,35,S7,4,8,m,24,,,,,,,,,,,,,,
740,17,7,2013,Gpaulin,,,,,35,S7,4,8,f,27,,,,,,,,,,,,,,
741,17,7,2013,Gpaulin,,,,,35,S7,4,8,f,25,,,,,,,,,,,,,,
742,17,7,2013,Gpaulin,,,,,35,S7,4,8,m,37,,,,,,,,,,,,,,
743,17,7,2013,Gpaulin,,,,,35,S7,4,8,f,27,,,,,,,,,,,,,,
744,17,7,2013,Gpaulin,,,,,35,S7,4,8,i,17,,,,,,,,,,,,,,
745,17,7,2013,Gpaulin,,,,,35,S7,4,8,m,20,,,,,,,,,,,,,,
746,17,7,2013,Gpaulin,,,,,35,S7,4,9,m,57,,,,,,,,,,,,,,
747,17,7,2013,Gpaulin,,,,,35,S7,4,9,m,28,,,,,,,,,,,,,,
748,17,7,2013,Gpaulin,,,,,35,S7,4,9,i,15,,,,,,,,,,,,,,
749,17,7,2013,Gpaulin,,,,,35,S7,4,10,i,16,,,,,,,,,,,,,,
750,17,7,2013,Gpaulin,,,,,35,S7,4,10,m,26,,,,,,,,,,,,,,
751,17,7,2013,Gpaulin,,,,,35,S7,4,10,i,15,,,,,,,,,,,,,,
752,17,7,2013,Gpaulin,,,,,35,S7,4,10,m,80,,,,,,,,,,,,,,
753,17,7,2013,Gpaulin,,,,,35,S7,4,11,i,16,,,,,,,,,,,,,,
754,17,7,2013,Gpaulin,,,,,35,S7,4,11,f,42,,,,,,,,,,,,,,
755,17,7,2013,Gpaulin,,,,,35,S7,4,11,f,28,,,,,,,,,,,,,,
756,17,7,2013,Gpaulin,,,,,35,S7,4,11,f,30,,,,,,,,,,,,,,
757,17,7,2013,Rdoucette,,,,,35,S7,4,12,f,51,,,,,,,,,,,,,,
758,17,7,2013,Rdoucette,,,,,35,S7,4,12,f,43,,,,,,,,,,,,,,
759,17,7,2013,Rdoucette,,,,,35,S7,4,12,f,63,,,,,,,,,,,,,,
760,17,7,2013,Rdoucette,,,,,35,S7,4,12,m,24,,,,,,,,,,,,,,
761,17,7,2013,Rdoucette,,,,,35,S7,4,12,m,72,,,,,,,,,,,,,,
762,17,7,2013,Rdoucette,,,,,35,S7,4,12,f,32,,,,,,,,,,,,,,
763,17,7,2013,Rdoucette,,,,,35,S7,4,12,i,13,,,,,,,,,,,,,,
764,17,7,2013,Rdoucette,,,,,35,S7,4,13,f,22,,,,,,,,,,,,,,
765,17,7,2013,Rdoucette,,,,,35,S7,4,13,i,18,,,,,,,,,,,,,,
766,17,7,2013,Rdoucette,,,,,35,S7,4,13,m,39,,,,,,,,,,,,,,
767,17,7,2013,Rdoucette,,,,,35,S7,4,13,m,61,,,,,,,,,,,,,,
768,17,7,2013,Rdoucette,,,,,35,S7,4,13,m,23,,,,,,,,,,,,,,
769,17,7,2013,Rdoucette,,,,,35,S7,4,13,f,24,,,,,,,,,,,,,,
770,17,7,2013,Rdoucette,,,,,35,S7,4,13,i,11,,,,,,,,,,,,,,
771,17,7,2013,Rdoucette,,,,,35,S7,4,13,f,24,,,,,,,,,,,,,,
772,17,7,2013,Rdoucette,,,,,35,S7,4,14,m,21,,,,,,,,,,,,,,
773,17,7,2013,Rdoucette,,,,,35,S7,4,14,f,30,,,,,,,,,,,,,,
774,17,7,2013,Rdoucette,,,,,35,S7,4,14,f,62,,,,,,,,,,,,,,
775,17,7,2013,Rdoucette,,,,,35,S7,4,14,m,108,,,,,,,,,,,,,,
776,17,7,2013,Rdoucette,,,,,35,S7,4,14,i,15,,,,,,,,,,,,,,
777,17,7,2013,Rdoucette,,,,,35,S7,4,14,i,17,,,,,,,,,,,,,,
778,17,7,2013,Rdoucette,,,,,35,S7,4,14,m,65,,,,,,,,,,,,,,
779,17,7,2013,Rdoucette,,,,,35,S7,4,14,f,25,,,,,,,,,,,,,,
780,17,7,2013,Rdoucette,,,,,35,S7,4,14,m,57,,,,,,,,,,,,,,
781,17,7,2013,Rdoucette,,,,,35,S7,4,14,i,18,,,,,,,,,,,,,,
782,17,7,2013,Rdoucette,,,,,35,S7,4,14,i,13,,,,,,,,,,,,,,
783,17,7,2013,Rdoucette,,,,,35,S7,4,14,f,69,,,,,,,,,,,,,,
784,17,7,2013,Rdoucette,,,,,35,S7,4,14,f,24,,,,,,,,,,,,,,
785,17,7,2013,Rdoucette,,,,,35,S7,4,15,i,15,,,,,,,,,,,,,,
786,17,7,2013,Rdoucette,,,,,35,S7,4,15,m,44,,,,,,,,,,,,,,
787,17,7,2013,Rdoucette,,,,,35,S7,4,15,f,92,,,,,,,,,,,,,,
788,17,7,2013,Rdoucette,,,,,35,S7,4,15,m,23,,,,,,,,,,,,,,
789,17,7,2013,Rdoucette,,,,,35,S7,4,15,f,38,,,,,,,,,,,,,,
790,17,7,2013,Rdoucette,,,,,35,S7,4,15,i,8,,,,,,,,,,,,,,
791,17,7,2013,Rdoucette,,,,,35,S7,4,15,f,23,,,,,,,,,,,,,,
792,17,7,2013,Rdoucette,,,,,35,S7,4,15,f,62,,,,,,,,,,,,,,
793,17,7,2013,Rdoucette,,,,,35,S7,4,15,f,33,,,,,,,,,,,,,,
794,17,7,2013,Rdoucette,,,,,35,S7,4,15,i,17,,,,,,,,,,,,,,
795,17,7,2013,Rdoucette,,,,,35,S7,4,16,i,15,,,,,,,,,,,,,,
796,17,7,2013,Rdoucette,,,,,35,S7,4,16,m,23,,,,,,,,,,,,,,
797,17,7,2013,Rdoucette,,,,,35,S7,4,16,f,32,,,,,,,,,,,,,,
798,17,7,2013,Rdoucette,,,,,35,S7,4,16,m,27,,,,,,,,,,,,,,
799,17,7,2013,Rdoucette,,,,,35,S7,4,16,m,65,,,,,,,,,,,,,,
800,17,7,2013,Rdoucette,,,,,35,S7,4,16,f,65,,,,,,,,,,,,,,
801,17,7,2013,Rdoucette,,,,,35,S7,4,16,m,56,,,,,,,,,,,,,,
802,17,7,2013,Rdoucette,,,,,35,S7,4,16,m,77,,,,,,,,,,,,,,
803,17,7,2013,Rdoucette,,,,,35,S7,4,16,m,27,,,,,,,,,,,,,,
804,17,7,2013,Rdoucette,,,,,35,S7,4,16,m,29,,,,,,,,,,,,,,
805,17,7,2013,Rdoucette,,,,,35,S7,4,17,f,22,,,,,,,,,,,,,,
806,17,7,2013,Rdoucette,,,,,35,S7,4,17,m,23,,,,,,,,,,,,,,
807,17,7,2013,Rdoucette,,,,,35,S7,4,17,f,47,,,,,,,,,,,,,,
808,17,7,2013,Rdoucette,,,,,35,S7,4,17,f,67,,,,,,,,,,,,,,
809,17,7,2013,Rdoucette,,,,,35,S7,4,17,f,35,,,,,,,,,,,,,,
810,17,7,2013,Rdoucette,,,,,35,S7,4,17,m,32,,,,,,,,,,,,,,
811,17,7,2013,Rdoucette,,,,,35,S7,4,17,m,37,,,,,,,,,,,,,,
812,17,7,2013,Rdoucette,,,,,35,S7,4,17,f,77,,,,,,,,,,,,,,
813,17,7,2013,Rdoucette,,,,,35,S7,4,17,i,10,,,,,,,,,,,,,,
814,17,7,2013,Rdoucette,,,,,35,S7,4,17,m,64,,,,,,,,,,,,,,
815,17,7,2013,Rdoucette,,,,,35,S7,4,17,f,24,,,,,,,,,,,,,,
816,17,7,2013,Rdoucette,,,,,35,S7,4,17,i,17,,,,,,,,,,,,,,
817,17,7,2013,Rdoucette,,,,,35,S7,4,17,i,13,,,,,,,,,,,,,,
818,17,7,2013,Rdoucette,,,,,35,S7,4,17,i,15,,,,,,,,,,,,,,
819,17,7,2013,Rdoucette,,,,,35,S7,4,18,m,112,,,,,,,,,,,,,,
820,17,7,2013,Rdoucette,,,,,35,S7,4,18,m,23,,,,,,,,,,,,,,
821,17,7,2013,Rdoucette,,,,,35,S7,4,18,f,21,,,,,,,,,,,,,,
822,17,7,2013,Rdoucette,,,,,35,S7,4,18,i,19,,,,,,,,,,,,,,
823,17,7,2013,Rdoucette,,,,,35,S7,4,18,f,74,,,,,,,,,,,,,,
824,17,7,2013,Rdoucette,,,,,35,S7,4,18,f,57,,,,,,,,,,,,,,
825,17,7,2013,Rdoucette,,,,,35,S7,4,18,i,15,,,,,,,,,,,,,,
826,17,7,2013,Rdoucette,,,,,35,S7,4,18,f,37,,,,,,,,,,,,,,
827,17,7,2013,Rdoucette,,,,,35,S7,4,18,f,20,,,,,,,,,,,,,,
828,17,7,2013,Rdoucette,,,,,35,S7,4,19,f,39,,,,,,,,,,,,,,
829,17,7,2013,Rdoucette,,,,,35,S7,4,19,f,36,,,,,,,,,,,,,,
830,17,7,2013,Rdoucette,,,,,35,S7,4,19,i,17,,,,,,,,,,,,,,
831,17,7,2013,Rdoucette,,,,,35,S7,4,19,m,24,,,,,,,,,,,,,,
832,17,7,2013,Rdoucette,,,,,35,S7,4,19,f,28,,,,,,,,,,,,,,
833,17,7,2013,Rdoucette,,,,,35,S7,4,19,m,63,,,,,,,,,,,,,,
834,17,7,2013,Rdoucette,,,,,35,S7,4,19,m,74,,,,,,,,,,,,,,
835,17,7,2013,Rdoucette,,,,,35,S7,4,19,m,21,,,,,,,,,,,,,,
836,17,7,2013,Rdoucette,,,,,35,S7,4,19,f,72,,,,,,,,,,,,,,
837,17,7,2013,Rdoucette,,,,,35,S7,4,20,m,41,,,,,,,,,,,,,,
838,17,7,2013,Rdoucette,,,,,35,S7,4,20,f,69,,,,,,,,,,,,,,
839,17,7,2013,Rdoucette,,,,,35,S7,4,20,m,100,,,,,,,,,,,,,,
840,17,7,2013,Rdoucette,,,,,35,S7,4,20,f,23,,,,,,,,,,,,,,
841,17,7,2013,Rdoucette,,,,,35,S7,4,20,f,20,,,,,,,,,,,,,,
842,17,7,2013,Rdoucette,,,,,35,S7,4,20,f,66,,,,,,,,,,,,,,
843,17,7,2013,Rdoucette,,,,,35,S7,4,20,m,63,,,,,,,,,,,,,,
844,17,7,2013,Rdoucette,,,,,35,S7,4,20,i,19,,,,,,,,,,,,,,
845,17,7,2013,Rdoucette,,,,,35,S7,4,20,i,18,,,,,,,,,,,,,,
846,17,7,2013,Rdoucette,,,,,35,S7,4,20,m,89,,,,,,,,,,,,,,
847,17,7,2013,Rdoucette,,,,,35,S7,4,20,m,67,,,,,,,,,,,,,,
