REG,Marker ,Jour,Mois,Année,Plongeur,Depth_(ft),Site,Transect,section,sexe,LC_(mm),Sa,Va,Du,Al,Gr,Ca,C,MartinMallet,UPM
SH,1,22,6,2018,Bcomeau,24,SH,2,1,f,67,,,,,,,,0,0
SH,2,22,6,2018,Bcomeau,24,SH,2,1,m,36,,,,,,,,0,0
SH,3,22,6,2018,Bcomeau,24,SH,2,1,m,46,,,,,,,,0,0
SH,4,22,6,2018,Bcomeau,24,SH,2,2,m,45,,,,,,,,0,0
SH,5,22,6,2018,Bcomeau,24,SH,2,2,m,65,,,,,,,,0,0
SH,6,22,6,2018,Bcomeau,24,SH,2,2,f,45,,,,,,,,0,0
SH,7,22,6,2018,Bcomeau,24,SH,2,2,f,71,,,,,,,,0,0
SH,8,22,6,2018,Bcomeau,24,SH,2,2,m,74,,,,,,,,0,0
SH,9,22,6,2018,Bcomeau,24,SH,2,3,f,46,,,,,,,,0,0
SH,10,22,6,2018,Bcomeau,24,SH,2,3,f,48,,,,,,,,0,0
SH,11,22,6,2018,Bcomeau,24,SH,2,3,f,39,,,,,,,,0,0
SH,12,22,6,2018,Bcomeau,24,SH,2,11,f,40,,,,,,,,0,0
SH,13,22,6,2018,Bcomeau,24,SH,2,11,m,95,,,,,,,,0,0
SH,14,22,6,2018,Bcomeau,24,SH,2,11,f,44,,,,,,,,0,0
SH,15,22,6,2018,Bcomeau,24,SH,2,11,f,48,,,,,,,,0,0
SH,16,22,6,2018,Bcomeau,24,SH,2,12,f,27,,,,,,,,0,0
SH,17,22,6,2018,Bcomeau,24,SH,2,12,i,15,,,,,,,,0,0
SH,18,22,6,2018,Bcomeau,24,SH,2,12,i,17,,,,,,,,0,0
SH,19,22,6,2018,Bcomeau,24,SH,2,12,i,14,,,,,,,,0,0
SH,20,22,6,2018,Bcomeau,24,SH,2,12,i,15,,,,,,,,0,0
SH,21,22,6,2018,Bcomeau,24,SH,2,12,i,16,,,,,,,,0,0
SH,22,22,6,2018,Bcomeau,24,SH,2,12,f,23,,,,,,,,0,0
SH,23,22,6,2018,Bcomeau,24,SH,2,12,i,17,,,,,,,,0,0
