Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Site,Transect,section,sexe,LC,Escape,Sa,Va,Du,Al,Gr,Co,Ca,type,commentaire,fond
1,21,6,2011,Rdoucette,,,,,27,SH,1,1,f,79,,,,,,,,,,,
2,21,6,2011,Rdoucette,,,,,27,SH,1,3,,,,,,,,,,,,,
3,21,6,2011,Rdoucette,,,,,27,SH,1,5,m,87,,,,,,,,,,,
4,21,6,2011,Rdoucette,,,,,27,SH,1,6,,,,,,,,,,,,,
5,21,6,2011,Rdoucette,,,,,27,SH,1,7,m,77,,,,,,,,,,,
6,21,6,2011,Rdoucette,,,,,27,SH,1,8,m,28,,,,,,,,,,,
7,21,6,2011,Rdoucette,,,,,27,SH,1,8,f,26,,,,,,,,,,,
8,21,6,2011,Rdoucette,,,,,27,SH,1,9,m,89,,,,,,,,,,,
9,21,6,2011,Rdoucette,,,,,27,SH,1,10,,,,,,,,,,,,,
10,21,6,2011,Rdoucette,,,,,27,SH,1,11,,,,,,,,,,,,,
11,21,6,2011,Rdoucette,,,,,27,SH,1,12,f,42,,,,,,,,,,,
12,21,6,2011,Rdoucette,,,,,27,SH,1,13,,,,,,,,,,,,,
13,21,6,2011,Rdoucette,,,,,27,SH,1,15,,,,,,,,,,,,,
14,21,6,2011,Rdoucette,,,,,27,SH,1,16,,,,,,,,,,,,,
15,21,6,2011,Rdoucette,,,,,27,SH,1,17,f,42,,,,,,,,,,,
16,21,6,2011,Gpaulin,,,,,27,SH,1,1,m,93,,,,,,,,,,,
17,21,6,2011,Gpaulin,,,,,27,SH,1,4,f,84,,,,,,,,,,,
18,21,6,2011,Gpaulin,,,,,27,SH,1,5,f,42,,,,,,,,,,,
19,21,6,2011,Gpaulin,,,,,27,SH,1,6,,,,,,,,,,,,,
20,21,6,2011,Gpaulin,,,,,27,SH,1,10,,,,,,,,,,,,,
21,21,6,2011,Gpaulin,,,,,27,SH,1,20,m,35,,,,,,,,,,,
22,21,6,2011,Rvienneau,,,,,23,SH,2,1,m,54,,,,,,,,,,,
23,21,6,2011,Rvienneau,,,,,23,SH,2,3,m,30,,,,,,,,,,,
24,21,6,2011,Rvienneau,,,,,23,SH,2,13,m,60,,,,,,,,,,,
25,21,6,2011,Rvienneau,,,,,23,SH,2,16,f,74,,,,,,,,,,,
26,21,6,2011,Rvienneau,,,,,23,SH,2,18,m,72,,,,,,,,,,,
27,21,6,2011,Dgiard,,,,,23,SH,2,2,m,80,,,,,,,,,,,
28,21,6,2011,Dgiard,,,,,23,SH,2,3,,,,,,,,,,,,,
29,21,6,2011,Dgiard,,,,,23,SH,2,4,m,54,,,,,,,,,,,
30,21,6,2011,Dgiard,,,,,23,SH,2,4,m,63,,,,,,,,,,,
31,21,6,2011,Dgiard,,,,,23,SH,2,8,m,110,,,,,,,,,,,
32,21,6,2011,Dgiard,,,,,23,SH,2,13,m,45,,,,,,,,,,,
33,21,6,2011,Dgiard,,,,,23,SH,2,18,m,29,,,,,,,,,,,
34,21,6,2011,Dgiard,,,,,23,SH,2,19,f,44,,,,,,,,,,,
