Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Site,Transect,section,SEX,SIZE,Escape,Sa,Va,Du,Al,Co,Gr,Ca,type,commentaire
306,4,8,2006,Fsavoie,4552.86,6327.531,4552.874,6327.606,30,FH,R1-T2,12,,,,,,,,,,,Simple,
307,4,8,2006,Fsavoie,4552.86,6327.531,4552.874,6327.606,30,FH,R1-T2,13,,,,,,,,,,,Simple,
308,4,8,2006,Fsavoie,4552.86,6327.531,4552.874,6327.606,30,FH,R1-T2,14,,,,,,,,,,,Simple,
309,4,8,2006,Fsavoie,4552.86,6327.531,4552.874,6327.606,30,FH,R1-T2,15,m,120,,,,,,,,,Simple,
310,4,8,2006,Fsavoie,4552.86,6327.531,4552.874,6327.606,30,FH,R1-T2,16,,,,,,,,,,,Simple,
311,4,8,2006,Fsavoie,4552.86,6327.531,4552.874,6327.606,30,FH,R1-T2,17,,,,,,,,,,,Simple,
312,4,8,2006,Fsavoie,4552.86,6327.531,4552.874,6327.606,30,FH,R1-T2,18,,,,,,,,,,,Simple,
313,4,8,2006,Fsavoie,4552.86,6327.531,4552.874,6327.606,30,FH,R1-T2,19,,,,,,,,,,,Simple,
314,4,8,2006,Fsavoie,4552.86,6327.531,4552.874,6327.606,30,FH,R1-T2,20,,,,,,,,,,,Simple,
315,4,8,2006,Gpaulin,4552.838,6327.628,4552.852,6327.704,26,FH,R1-T3,1,f,65,,,,,,,,,Simple,
316,4,8,2006,Gpaulin,4552.838,6327.628,4552.852,6327.704,26,FH,R1-T3,13,,,,,,,,,,,Simple,
317,4,8,2006,Gpaulin,4552.838,6327.628,4552.852,6327.704,26,FH,R1-T3,14,m,55,,,,,,,,,Simple,
318,4,8,2006,Gpaulin,4552.838,6327.628,4552.852,6327.704,26,FH,R1-T3,17,,,,,,,,,,,Simple,
319,4,8,2006,Gpaulin,4552.838,6327.628,4552.852,6327.704,26,FH,R1-T3,19,,,,,,,,,,,Simple,
320,4,8,2006,Gpaulin,4552.838,6327.628,4552.852,6327.704,26,FH,R1-T3,20,,,,,,,,,,,Simple,
321,4,8,2006,Mcomeau,4552.838,6327.628,4552.852,6327.704,26,FH,R1-T3,1,,,,,,,,,,,Simple,
322,4,8,2006,Mcomeau,4552.838,6327.628,4552.852,6327.704,26,FH,R1-T3,2,,,,,,,,,,,Simple,
323,4,8,2006,Mcomeau,4552.838,6327.628,4552.852,6327.704,26,FH,R1-T3,5,,,,,,,,,,,Simple,
324,4,8,2006,Mcomeau,4552.838,6327.628,4552.852,6327.704,26,FH,R1-T3,6,,,,,,,,,,,Simple,
325,4,8,2006,Mcomeau,4552.838,6327.628,4552.852,6327.704,26,FH,R1-T3,7,,,,,,,,,,,Simple,
326,4,8,2006,Mcomeau,4552.838,6327.628,4552.852,6327.704,26,FH,R1-T3,14,,,,,,,,,,,Simple,
327,4,8,2006,Mcomeau,4552.838,6327.628,4552.852,6327.704,26,FH,R1-T3,16,,,,,,,,,,,Simple,
328,4,8,2006,Mcomeau,4552.838,6327.628,4552.852,6327.704,26,FH,R1-T3,18,,,,,,,,,,,Simple,
329,3,8,2006,Fplante,4552.696,6326.714,4552.709,6326.789,25,FH,R3-T7,8,,,,,,,,,,,Simple,
330,3,8,2006,Fplante,4552.696,6326.714,4552.709,6326.789,25,FH,R3-T7,12,i,120,,,,,,,,,Simple,
331,3,8,2006,Fplante,4552.696,6326.714,4552.709,6326.789,25,FH,R3-T7,14,,,,,,,,,,,Simple,
332,3,8,2006,Fplante,4552.696,6326.714,4552.709,6326.789,25,FH,R3-T7,15,,,,,,,,,,,Simple,
333,3,8,2006,Fplante,4552.696,6326.714,4552.709,6326.789,25,FH,R3-T7,17,,,,,,,,,,,Simple,
334,3,8,2006,Fplante,4552.696,6326.714,4552.709,6326.789,25,FH,R3-T7,18,,,,,,,,,,,Simple,
335,3,8,2006,Elandry,4552.696,6326.714,4552.709,6326.789,25,FH,R3-T7,1,,,,,,,,,,,Simple,
336,3,8,2006,Elandry,4552.696,6326.714,4552.709,6326.789,25,FH,R3-T7,2,,,,,,,,,,,Simple,
337,3,8,2006,Elandry,4552.696,6326.714,4552.709,6326.789,25,FH,R3-T7,3,,,,,,,,,,,Simple,
338,3,8,2006,Elandry,4552.696,6326.714,4552.709,6326.789,25,FH,R3-T7,4,,,,,,,,,,,Simple,
339,3,8,2006,Elandry,4552.696,6326.714,4552.709,6326.789,25,FH,R3-T7,5,,,,,,,,,,,Simple,
340,3,8,2006,Elandry,4552.696,6326.714,4552.709,6326.789,25,FH,R3-T7,6,,,,,,,,,,,Simple,
341,3,8,2006,Elandry,4552.696,6326.714,4552.709,6326.789,25,FH,R3-T7,7,,,,,,,,,,,Simple,
342,3,8,2006,Elandry,4552.696,6326.714,4552.709,6326.789,25,FH,R3-T7,8,,,,,,,,,,,Simple,
343,3,8,2006,Elandry,4552.696,6326.714,4552.709,6326.789,25,FH,R3-T7,9,,,,,,,,,,,Simple,
344,3,8,2006,Elandry,4552.696,6326.714,4552.709,6326.789,25,FH,R3-T7,10,,,,,,,,,,,Simple,
345,3,8,2006,Elandry,4552.696,6326.714,4552.709,6326.789,25,FH,R3-T7,11,,,,,,,,,,,Simple,
346,3,8,2006,Elandry,4552.696,6326.714,4552.709,6326.789,25,FH,R3-T7,12,m,120,,,,,,,,,Simple,
347,3,8,2006,Elandry,4552.696,6326.714,4552.709,6326.789,25,FH,R3-T7,13,,,,,,,,,,,Simple,
348,3,8,2006,Elandry,4552.696,6326.714,4552.709,6326.789,25,FH,R3-T7,14,,,,,,,,,,,Simple,LS
349,3,8,2006,Elandry,4552.696,6326.714,4552.709,6326.789,25,FH,R3-T7,15,,,,,,,,,,,Simple,
350,3,8,2006,Elandry,4552.696,6326.714,4552.709,6326.789,25,FH,R3-T7,16,,,,,,,,,,,Simple,
351,3,8,2006,Elandry,4552.696,6326.714,4552.709,6326.789,25,FH,R3-T7,17,,,,,,,,,,,Simple,
352,3,8,2006,Elandry,4552.696,6326.714,4552.709,6326.789,25,FH,R3-T7,18,,,,,,,,,,,Simple,
353,3,8,2006,Elandry,4552.696,6326.714,4552.709,6326.789,25,FH,R3-T7,19,,,,,,,,,,,Simple,
354,3,8,2006,Elandry,4552.696,6326.714,4552.709,6326.789,25,FH,R3-T7,20,,,,,,,,,,,Simple,
355,3,8,2006,Fsavoie,4552.651,6326.735,4552.664,6326.81,22,FH,R3-T9,7,,,,,,,,,,,Simple,
356,3,8,2006,Fsavoie,4552.651,6326.735,4552.664,6326.81,22,FH,R3-T9,8,,,,,,,,,,,Simple,
357,3,8,2006,Fsavoie,4552.651,6326.735,4552.664,6326.81,22,FH,R3-T9,9,,,,,,,,,,,Simple,
358,3,8,2006,Fsavoie,4552.651,6326.735,4552.664,6326.81,22,FH,R3-T9,10,,,,,,,,,,,Simple,
359,3,8,2006,Fsavoie,4552.651,6326.735,4552.664,6326.81,22,FH,R3-T9,11,,,,,,,,,,,Simple,
360,3,8,2006,Fsavoie,4552.651,6326.735,4552.664,6326.81,22,FH,R3-T9,12,,,,,,,,,,,Simple,
361,3,8,2006,Fsavoie,4552.651,6326.735,4552.664,6326.81,22,FH,R3-T9,13,,,,,,,,,,,Simple,
362,3,8,2006,Fsavoie,4552.651,6326.735,4552.664,6326.81,22,FH,R3-T9,14,,,,,,,,,,,Simple,
363,3,8,2006,Fsavoie,4552.651,6326.735,4552.664,6326.81,22,FH,R3-T9,15,,,,,,,,,,,Simple,
364,3,8,2006,Grobichaud,4552.651,6326.735,4552.664,6326.81,22,FH,R3-T9,11,,,,,,,,,,,Simple,
365,3,8,2006,Grobichaud,4552.651,6326.735,4552.664,6326.81,22,FH,R3-T9,12,,,,,,,,,,,Simple,
366,3,8,2006,Grobichaud,4552.651,6326.735,4552.664,6326.81,22,FH,R3-T9,13,,,,,,,,,,,Simple,
367,3,8,2006,Grobichaud,4552.651,6326.735,4552.664,6326.81,22,FH,R3-T9,14,,,,,,,,,,,Simple,
368,3,8,2006,Grobichaud,4552.651,6326.735,4552.664,6326.81,22,FH,R3-T9,15,,,,,,,,,,,Simple,
369,3,8,2006,Grobichaud,4552.651,6326.735,4552.664,6326.81,22,FH,R3-T9,16,,,,,,,,,,,Simple,
370,3,8,2006,Grobichaud,4552.651,6326.735,4552.664,6326.81,22,FH,R3-T9,17,,,,,,,,,,,Simple,
371,3,8,2006,Grobichaud,4552.651,6326.735,4552.664,6326.81,22,FH,R3-T9,18,,,,,,,,,,,Simple,
372,3,8,2006,Grobichaud,4552.651,6326.735,4552.664,6326.81,22,FH,R3-T9,19,,,,,,,,,,,Simple,
373,3,8,2006,Grobichaud,4552.651,6326.735,4552.664,6326.81,22,FH,R3-T9,20,,,,,,,,,,,Simple,
374,31,7,2006,Bcomeau,4552.575,6326.768,4552.588,6326.843,22,FH,R3-T12,1,,,,,,,,,,,Simple,
375,31,7,2006,Bcomeau,4552.575,6326.768,4552.588,6326.843,22,FH,R3-T12,3,,,,,,,,,,,Simple,
376,31,7,2006,Bcomeau,4552.575,6326.768,4552.588,6326.843,22,FH,R3-T12,4,,,,,,,,,,,Simple,
377,31,7,2006,Bcomeau,4552.575,6326.768,4552.588,6326.843,22,FH,R3-T12,6,,,,,,,,,,,Simple,
378,31,7,2006,Bcomeau,4552.575,6326.768,4552.588,6326.843,22,FH,R3-T12,11,,,,,,,,,,,Simple,
379,31,7,2006,Bcomeau,4552.575,6326.768,4552.588,6326.843,22,FH,R3-T12,14,,,,,,,,,,,Simple,
380,31,7,2006,Bcomeau,4552.575,6326.768,4552.588,6326.843,22,FH,R3-T12,15,,,,,,,,,,,Simple,
381,31,7,2006,Elandry,4552.575,6326.768,4552.588,6326.843,22,FH,R3-T12,1,,,,,,,,,,,Simple,
382,31,7,2006,Elandry,4552.575,6326.768,4552.588,6326.843,22,FH,R3-T12,2,,,,,,,,,,,Simple,
383,31,7,2006,Elandry,4552.575,6326.768,4552.588,6326.843,22,FH,R3-T12,3,,,,,,,,,,,Simple,
384,31,7,2006,Elandry,4552.575,6326.768,4552.588,6326.843,22,FH,R3-T12,4,,,,,,,,,,,Simple,
385,31,7,2006,Elandry,4552.575,6326.768,4552.588,6326.843,22,FH,R3-T12,6,,,,,,,,,,,Simple,
386,31,7,2006,Elandry,4552.575,6326.768,4552.588,6326.843,22,FH,R3-T12,7,,,,,,,,,,,Simple,
387,31,7,2006,Elandry,4552.575,6326.768,4552.588,6326.843,22,FH,R3-T12,8,,,,,,,,,,,Simple,
388,31,7,2006,Elandry,4552.575,6326.768,4552.588,6326.843,22,FH,R3-T12,9,,,,,,,,,,,Simple,
389,31,7,2006,Elandry,4552.575,6326.768,4552.588,6326.843,22,FH,R3-T12,10,,,,,,,,,,,Simple,
390,31,7,2006,Elandry,4552.575,6326.768,4552.588,6326.843,22,FH,R3-T12,12,,,,,,,,,,,Simple,
391,31,7,2006,Elandry,4552.575,6326.768,4552.588,6326.843,22,FH,R3-T12,13,,,,,,,,,,,Simple,
392,31,7,2006,Elandry,4552.575,6326.768,4552.588,6326.843,22,FH,R3-T12,14,,,,,,,,,,,Simple,
393,31,7,2006,Elandry,4552.575,6326.768,4552.588,6326.843,22,FH,R3-T12,15,,,,,,,,,,,Simple,
394,1,8,2006,Elandry,4552.568,6325.447,4552.582,6325.522,34,FH,R4-T1,1,,,,,,,,,,,Simple,
395,1,8,2006,Elandry,4552.568,6325.447,4552.582,6325.522,34,FH,R4-T1,2,,,,,,,,,,,Simple,
396,1,8,2006,Elandry,4552.568,6325.447,4552.582,6325.522,34,FH,R4-T1,3,,,,,,,,,,,Simple,
397,1,8,2006,Elandry,4552.568,6325.447,4552.582,6325.522,34,FH,R4-T1,4,,,,,,,,,,,Simple,
398,1,8,2006,Elandry,4552.568,6325.447,4552.582,6325.522,34,FH,R4-T1,5,,,,,,,,,,,Simple,
399,1,8,2006,Elandry,4552.568,6325.447,4552.582,6325.522,34,FH,R4-T1,6,,,,,,,,,,,Simple,
400,1,8,2006,Elandry,4552.568,6325.447,4552.582,6325.522,34,FH,R4-T1,7,,,,,,,,,,,Simple,
401,1,8,2006,Elandry,4552.568,6325.447,4552.582,6325.522,34,FH,R4-T1,8,,,,,,,,,,,Simple,
402,1,8,2006,Elandry,4552.568,6325.447,4552.582,6325.522,34,FH,R4-T1,9,,,,,,,,,,,Simple,
403,1,8,2006,Elandry,4552.568,6325.447,4552.582,6325.522,34,FH,R4-T1,10,,,,,,,,,,,Simple,
404,1,8,2006,Elandry,4552.568,6325.447,4552.582,6325.522,34,FH,R4-T1,11,,,,,,,,,,,Simple,LS
405,1,8,2006,Elandry,4552.568,6325.447,4552.582,6325.522,34,FH,R4-T1,12,,,,,,,,,,,Simple,
406,1,8,2006,Elandry,4552.568,6325.447,4552.582,6325.522,34,FH,R4-T1,13,m,45,,,,,,,,,Simple,
407,1,8,2006,Elandry,4552.568,6325.447,4552.582,6325.522,34,FH,R4-T1,14,,,,,,,,,,,Simple,
408,1,8,2006,Elandry,4552.568,6325.447,4552.582,6325.522,34,FH,R4-T1,15,,,,,,,,,,,Simple,
409,1,8,2006,Elandry,4552.568,6325.447,4552.582,6325.522,34,FH,R4-T1,16,,,,,,,,,,,Simple,
410,1,8,2006,Elandry,4552.568,6325.447,4552.582,6325.522,34,FH,R4-T1,17,,,,,,,,,,,Simple,
411,1,8,2006,Elandry,4552.568,6325.447,4552.582,6325.522,34,FH,R4-T1,18,,,,,,,,,,,Simple,
412,1,8,2006,Elandry,4552.568,6325.447,4552.582,6325.522,34,FH,R4-T1,19,,,,,,,,,,,Simple,
413,1,8,2006,Elandry,4552.568,6325.447,4552.582,6325.522,34,FH,R4-T1,20,,,,,,,,,,,Simple,
414,1,8,2006,Gpaulin,4552.568,6325.447,4552.582,6325.522,34,FH,R4-T1,2,,,,,,,,,,,Simple,
415,1,8,2006,Gpaulin,4552.568,6325.447,4552.582,6325.522,34,FH,R4-T1,3,,,,,,,,,,,Simple,
416,1,8,2006,Gpaulin,4552.568,6325.447,4552.582,6325.522,34,FH,R4-T1,5,,,,,,,,,,,Simple,
417,1,8,2006,Gpaulin,4552.568,6325.447,4552.582,6325.522,34,FH,R4-T1,6,,,,,,,,,,,Simple,
418,1,8,2006,Gpaulin,4552.568,6325.447,4552.582,6325.522,34,FH,R4-T1,8,,,,,,,,,,,Simple,
419,1,8,2006,Gpaulin,4552.568,6325.447,4552.582,6325.522,34,FH,R4-T1,9,,,,,,,,,,,Simple,
420,1,8,2006,Gpaulin,4552.568,6325.447,4552.582,6325.522,34,FH,R4-T1,10,,,,,,,,,,,Simple,
421,1,8,2006,Gpaulin,4552.568,6325.447,4552.582,6325.522,34,FH,R4-T1,15,,,,,,,,,,,Simple,
422,1,8,2006,Gpaulin,4552.568,6325.447,4552.582,6325.522,34,FH,R4-T1,17,m,85,,,,,,,,,Simple,
423,2,8,2006,Fsavoie,4552.517,6325.447,4552.53,6325.523,31,FH,R4-T3,1,,,,,,,,,,,Simple,
424,2,8,2006,Fsavoie,4552.517,6325.447,4552.53,6325.523,31,FH,R4-T3,2,,,,,,,,,,,Simple,
425,2,8,2006,Fsavoie,4552.517,6325.447,4552.53,6325.523,31,FH,R4-T3,4,,,,,,,,,,,Simple,
426,2,8,2006,Fsavoie,4552.517,6325.447,4552.53,6325.523,31,FH,R4-T3,5,,,,,,,,,,,Simple,
427,2,8,2006,Fsavoie,4552.517,6325.447,4552.53,6325.523,31,FH,R4-T3,6,,,,,,,,,,,Simple,
428,2,8,2006,Fsavoie,4552.517,6325.447,4552.53,6325.523,31,FH,R4-T3,7,,,,,,,,,,,Simple,
429,2,8,2006,Fsavoie,4552.517,6325.447,4552.53,6325.523,31,FH,R4-T3,9,,,,,,,,,,,Simple,
430,2,8,2006,Fsavoie,4552.517,6325.447,4552.53,6325.523,31,FH,R4-T3,10,m,50,,,,,,,,,Simple,
431,2,8,2006,Fsavoie,4552.517,6325.447,4552.53,6325.523,31,FH,R4-T3,11,,,,,,,,,,,Simple,
432,2,8,2006,Fsavoie,4552.517,6325.447,4552.53,6325.523,31,FH,R4-T3,12,,,,,,,,,,,Simple,
433,2,8,2006,Fsavoie,4552.517,6325.447,4552.53,6325.523,31,FH,R4-T3,13,,,,,,,,,,,Simple,
434,2,8,2006,Fsavoie,4552.517,6325.447,4552.53,6325.523,31,FH,R4-T3,14,,,,,,,,,,,Simple,
435,2,8,2006,Fsavoie,4552.517,6325.447,4552.53,6325.523,31,FH,R4-T3,15,,,,,,,,,,,Simple,
436,2,8,2006,Fsavoie,4552.517,6325.447,4552.53,6325.523,31,FH,R4-T3,16,,,,,,,,,,,Simple,
437,2,8,2006,Fsavoie,4552.517,6325.447,4552.53,6325.523,31,FH,R4-T3,17,,,,,,,,,,,Simple,
438,2,8,2006,Fsavoie,4552.517,6325.447,4552.53,6325.523,31,FH,R4-T3,18,,,,,,,,,,,Simple,
439,2,8,2006,Fsavoie,4552.517,6325.447,4552.53,6325.523,31,FH,R4-T3,19,,,,,,,,,,,Simple,
440,2,8,2006,Fsavoie,4552.517,6325.447,4552.53,6325.523,31,FH,R4-T3,20,,,,,,,,,,,Simple,
441,2,8,2006,Fplante,4552.517,6325.447,4552.53,6325.523,31,FH,R4-T3,4,f,104,,,,,,,,,Simple,
442,2,8,2006,Fplante,4552.517,6325.447,4552.53,6325.523,31,FH,R4-T3,5,m,79,,,,,,,,,Simple,
443,2,8,2006,Fplante,4552.517,6325.447,4552.53,6325.523,31,FH,R4-T3,6,,,,,,,,,,,Simple,
444,2,8,2006,Fplante,4552.517,6325.447,4552.53,6325.523,31,FH,R4-T3,10,,,,,,,,,,,Simple,
445,2,8,2006,Fplante,4552.517,6325.447,4552.53,6325.523,31,FH,R4-T3,11,,,,,,,,,,,Simple,
446,2,8,2006,Fplante,4552.517,6325.447,4552.53,6325.523,31,FH,R4-T3,13,,,,,,,,,,,Simple,
447,2,8,2006,Fplante,4552.517,6325.447,4552.53,6325.523,31,FH,R4-T3,14,,,,,,,,,,,Simple,
448,1,8,2006,Mcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,1,m,67,,,,,,,,,Simple,
449,1,8,2006,Mcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,2,,,,,,,,,,,Simple,
450,1,8,2006,Mcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,3,f,59,,,,,,,,,Simple,
451,1,8,2006,Mcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,4,,,,,,,,,,,Simple,
452,1,8,2006,Mcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,5,,,,,,,,,,,Simple,
453,1,8,2006,Mcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,6,,,,,,,,,,,Simple,
454,1,8,2006,Mcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,7,,,,,,,,,,,Simple,
455,1,8,2006,Mcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,8,,,,,,,,,,,Simple,
456,1,8,2006,Mcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,9,,,,,,,,,,,Simple,
457,1,8,2006,Mcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,10,b1,60,,,,,,,,,Simple,
458,1,8,2006,Mcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,11,,,,,,,,,,,Simple,
459,1,8,2006,Mcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,12,,,,,,,,,,,Simple,
460,1,8,2006,Mcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,13,,,,,,,,,,,Simple,2LS
461,1,8,2006,Mcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,14,,,,,,,,,,,Simple,3LS
462,1,8,2006,Mcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,15,,,,,,,,,,,Simple,3LS
463,1,8,2006,Mcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,16,,,,,,,,,,,Simple,
464,1,8,2006,Mcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,17,,,,,,,,,,,Simple,
465,1,8,2006,Mcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,18,,,,,,,,,,,Simple,
466,1,8,2006,Mcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,19,,,,,,,,,,,Simple,
467,1,8,2006,Mcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,20,,,,,,,,,,,Simple,
468,1,8,2006,Bcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,1,,,,,,,,,,,Simple,
469,1,8,2006,Bcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,2,,,,,,,,,,,Simple,
470,1,8,2006,Bcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,3,,,,,,,,,,,Simple,
471,1,8,2006,Bcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,4,,,,,,,,,,,Simple,
472,1,8,2006,Bcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,5,f,81,,,,,,,,,Simple,
473,1,8,2006,Bcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,6,,,,,,,,,,,Simple,
474,1,8,2006,Bcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,7,,,,,,,,,,,Simple,
475,1,8,2006,Bcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,8,,,,,,,,,,,Simple,
476,1,8,2006,Bcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,9,,,,,,,,,,,Simple,
477,1,8,2006,Bcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,10,,,,,,,,,,,Simple,LS
478,1,8,2006,Bcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,11,,,,,,,,,,,Simple,
479,1,8,2006,Bcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,12,,,,,,,,,,,Simple,LS
480,1,8,2006,Bcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,13,,,,,,,,,,,Simple,LS
481,1,8,2006,Bcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,14,,,,,,,,,,,Simple,
482,1,8,2006,Bcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,16,,,,,,,,,,,Simple,LS
483,1,8,2006,Bcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,17,,,,,,,,,,,Simple,
484,1,8,2006,Bcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,18,,,,,,,,,,,Simple,
485,1,8,2006,Bcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,19,m,120,,,,,,,,,Simple,LS
486,1,8,2006,Bcomeau,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,20,,,,,,,,,,,Simple,
487,3,8,2006,Fsavoie,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,1,f,97,,,,,,,,,Simple,
488,3,8,2006,Fsavoie,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,2,,,,,,,,,,,Simple,
489,3,8,2006,Fsavoie,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,3,,,,,,,,,,,Simple,
490,3,8,2006,Fsavoie,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,4,,,,,,,,,,,Simple,
491,3,8,2006,Fsavoie,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,6,,,,,,,,,,,Simple,
492,3,8,2006,Fsavoie,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,9,,,,,,,,,,,Simple,
493,3,8,2006,Fsavoie,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,11,i,74,CAN,,,,,,,,Simple,
494,3,8,2006,Fsavoie,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,12,,,,,,,,,,,Simple,
495,3,8,2006,Fsavoie,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,13,,,,,,,,,,,Simple,
496,3,8,2006,Fsavoie,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,14,,,,,,,,,,,Simple,
497,3,8,2006,Fsavoie,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,15,,,,,,,,,,,Simple,
498,3,8,2006,Fsavoie,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,16,,,,,,,,,,,Simple,
499,3,8,2006,Fsavoie,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,17,,,,,,,,,,,Simple,
500,3,8,2006,Fsavoie,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,18,,,,,,,,,,,Simple,
501,3,8,2006,Fsavoie,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,19,m,107,,,,,,,,,Simple,
502,3,8,2006,Fsavoie,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,20,,,,,,,,,,,Simple,
503,3,8,2006,Grobichaud,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,1,,,,,,,,,,,Simple,
504,3,8,2006,Grobichaud,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,2,,,,,,,,,,,Simple,
505,3,8,2006,Grobichaud,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,3,,,,,,,,,,,Simple,
506,3,8,2006,Grobichaud,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,4,,,,,,,,,,,Simple,
507,3,8,2006,Grobichaud,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,5,,,,,,,,,,,Simple,
508,3,8,2006,Grobichaud,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,6,,,,,,,,,,,Simple,
509,3,8,2006,Grobichaud,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,7,,,,,,,,,,,Simple,
510,3,8,2006,Grobichaud,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,8,,,,,,,,,,,Simple,
511,3,8,2006,Grobichaud,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,9,m,79,,,,,,,,,Simple,
512,3,8,2006,Grobichaud,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,10,,,,,,,,,,,Simple,
513,3,8,2006,Grobichaud,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,11,,,,,,,,,,,Simple,
514,3,8,2006,Grobichaud,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,12,,,,,,,,,,,Simple,
515,3,8,2006,Grobichaud,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,13,,,,,,,,,,,Simple,
516,3,8,2006,Grobichaud,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,14,,,,,,,,,,,Simple,
517,3,8,2006,Grobichaud,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,16,,,,,,,,,,,Simple,
518,3,8,2006,Grobichaud,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,17,,,,,,,,,,,Simple,
519,3,8,2006,Grobichaud,4552.479,6325.065,4552.493,6325.14,36,FH,R5-T1,18,,,,,,,,,,,Simple,
520,3,8,2006,Elandry,4552.438,6324.939,4552.452,6325.013,35,FH,R5-T2,3,,,,,,,,,,,Simple,LS
521,3,8,2006,Elandry,4552.438,6324.939,4552.452,6325.013,35,FH,R5-T2,4,f,23,,,,,,,,,Simple,
522,3,8,2006,Elandry,4552.438,6324.939,4552.452,6325.013,35,FH,R5-T2,5,,,,,,,,,,,Simple,
523,3,8,2006,Elandry,4552.438,6324.939,4552.452,6325.013,35,FH,R5-T2,6,,,,,,,,,,,Simple,
