Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Site,Transect,section,SEX,SIZE,Escape,Sa,Va,Du,Al,Gr,Ca,type,commentaire
1203,9,8,2005,Bcomeau,4552.278,6325.657,4552.291,6325.732,21,FH,R8-T1,16,,,,0,0,0,1,1,1,Simple,
1205,9,8,2005,Bcomeau,4552.278,6325.657,4552.291,6325.732,21,FH,R8-T1,18,,,,0,0,0,1,1,1,Simple,
1207,9,8,2005,Bcomeau,4552.278,6325.657,4552.291,6325.732,21,FH,R8-T1,20,,,,0,0,0,1,1,1,Simple,
1339,10,8,2005,Fplante,4552.071,6324.452,4552.084,6324.528,35,FH,R10-T1,12,,,,0,1,1,0,1,0,Simple,
1340,10,8,2005,Fplante,4552.071,6324.452,4552.084,6324.528,35,FH,R10-T1,13,,,,0,1,0,0,1,1,Simple,ls
1341,10,8,2005,Fplante,4552.071,6324.452,4552.084,6324.528,35,FH,R10-T1,14,,,,0,0,0,0,1,1,Simple,
1342,10,8,2005,Fplante,4552.071,6324.452,4552.084,6324.528,35,FH,R10-T1,15,f,20,,0,1,0,0,1,1,Simple,
1343,10,8,2005,Fplante,4552.071,6324.452,4552.084,6324.528,35,FH,R10-T1,15,f,40,,0,1,0,0,1,1,Simple,
1344,10,8,2005,Fplante,4552.071,6324.452,4552.084,6324.528,35,FH,R10-T1,16,,,,0,1,0,0,1,1,Simple,ls
1345,10,8,2005,Fplante,4552.071,6324.452,4552.084,6324.528,35,FH,R10-T1,17,,,,0,1,0,0,1,1,Simple,
1346,10,8,2005,Fplante,4552.071,6324.452,4552.084,6324.528,35,FH,R10-T1,18,,,,0,1,0,0,1,1,Simple,
1347,10,8,2005,Fplante,4552.071,6324.452,4552.084,6324.528,35,FH,R10-T1,19,,,,0,1,0,0,1,1,Simple,
1348,10,8,2005,Fplante,4552.071,6324.452,4552.084,6324.528,35,FH,R10-T1,20,f,90,,0,1,0,0,1,1,Simple,
1360,10,8,2005,Rvienneau,4552.071,6324.452,4552.084,6324.528,35,FH,R10-T1,12,,,,0,1,1,0,1,0,Simple,
1361,10,8,2005,Rvienneau,4552.071,6324.452,4552.084,6324.528,35,FH,R10-T1,13,,,,0,1,0,0,1,1,Simple,
1362,10,8,2005,Rvienneau,4552.071,6324.452,4552.084,6324.528,35,FH,R10-T1,14,,,,0,0,0,0,1,1,Simple,ls
1363,10,8,2005,Rvienneau,4552.071,6324.452,4552.084,6324.528,35,FH,R10-T1,15,i,35,,0,1,0,0,1,1,Simple,
1364,10,8,2005,Rvienneau,4552.071,6324.452,4552.084,6324.528,35,FH,R10-T1,16,,,,0,1,0,0,1,1,Simple,
1365,10,8,2005,Rvienneau,4552.071,6324.452,4552.084,6324.528,35,FH,R10-T1,17,,,,0,1,0,0,1,1,Simple,ls
1366,10,8,2005,Rvienneau,4552.071,6324.452,4552.084,6324.528,35,FH,R10-T1,18,,,,0,1,0,0,1,1,Simple,
1367,10,8,2005,Rvienneau,4552.071,6324.452,4552.084,6324.528,35,FH,R10-T1,19,,,,0,1,0,0,1,1,Simple,
1368,10,8,2005,Rvienneau,4552.071,6324.452,4552.084,6324.528,35,FH,R10-T1,20,,,,0,1,0,0,1,1,Simple,
1369,10,8,2005,Bcomeau,4552.992,6324.595,4552.005,6324.671,30,FH,R10-T4,1,,,,0,0,0,1,1,1,Simple,
1370,10,8,2005,Bcomeau,4552.992,6324.595,4552.005,6324.671,30,FH,R10-T4,2,f,34,,0,0,0,0,1,1,Simple,
1371,10,8,2005,Bcomeau,4552.992,6324.595,4552.005,6324.671,30,FH,R10-T4,3,,,,0,0,0,1,1,1,Simple,
1372,10,8,2005,Bcomeau,4552.992,6324.595,4552.005,6324.671,30,FH,R10-T4,4,f,82,,0,0,0,1,1,1,Simple,
1373,10,8,2005,Bcomeau,4552.992,6324.595,4552.005,6324.671,30,FH,R10-T4,5,,,,0,0,0,1,1,1,Simple,
1374,10,8,2005,Bcomeau,4552.992,6324.595,4552.005,6324.671,30,FH,R10-T4,6,,,,0,0,0,0,1,1,Simple,
1375,10,8,2005,Bcomeau,4552.992,6324.595,4552.005,6324.671,30,FH,R10-T4,7,,,,0,0,0,0,1,1,Simple,
1376,10,8,2005,Bcomeau,4552.992,6324.595,4552.005,6324.671,30,FH,R10-T4,8,,,,0,0,1,0,1,1,Simple,
1377,10,8,2005,Bcomeau,4552.992,6324.595,4552.005,6324.671,30,FH,R10-T4,9,f,34,,0,0,1,0,1,1,Simple,
1382,10,8,2005,Bcomeau,4552.992,6324.595,4552.005,6324.671,30,FH,R10-T4,13,,,,0,0,1,0,1,1,Simple,
1383,10,8,2005,Bcomeau,4552.992,6324.595,4552.005,6324.671,30,FH,R10-T4,14,,,,0,0,0,0,1,1,Simple,
1384,10,8,2005,Bcomeau,4552.992,6324.595,4552.005,6324.671,30,FH,R10-T4,15,,,,0,0,0,0,1,1,Simple,
1385,10,8,2005,Bcomeau,4552.992,6324.595,4552.005,6324.671,30,FH,R10-T4,16,,,,0,0,0,1,1,1,Simple,
1386,10,8,2005,Bcomeau,4552.992,6324.595,4552.005,6324.671,30,FH,R10-T4,17,,,,0,0,0,0,1,1,Simple,
1388,10,8,2005,Bcomeau,4552.992,6324.595,4552.005,6324.671,30,FH,R10-T4,19,,,,0,0,0,0,1,1,Simple,
1389,10,8,2005,Bcomeau,4552.992,6324.595,4552.005,6324.671,30,FH,R10-T4,20,,,,0,0,0,0,1,1,Simple,
1390,10,8,2005,Gpaulin,4552.992,6324.595,4552.005,6324.671,30,FH,R10-T4,1,,,,0,0,0,1,1,1,Simple,
1391,10,8,2005,Gpaulin,4552.992,6324.595,4552.005,6324.671,30,FH,R10-T4,2,,,,0,0,0,0,1,1,Simple,
1392,10,8,2005,Gpaulin,4552.992,6324.595,4552.005,6324.671,30,FH,R10-T4,3,,,,0,0,0,1,1,1,Simple,2 ls
1393,10,8,2005,Gpaulin,4552.992,6324.595,4552.005,6324.671,30,FH,R10-T4,4,,,,0,0,0,1,1,1,Simple,
1394,10,8,2005,Gpaulin,4552.992,6324.595,4552.005,6324.671,30,FH,R10-T4,5,m,89,,0,0,0,1,1,1,Simple,
1395,10,8,2005,Gpaulin,4552.992,6324.595,4552.005,6324.671,30,FH,R10-T4,6,,,,0,0,0,0,1,1,Simple,
1396,10,8,2005,Gpaulin,4552.992,6324.595,4552.005,6324.671,30,FH,R10-T4,7,m,110,,0,0,0,0,1,1,Simple,
1397,10,8,2005,Gpaulin,4552.992,6324.595,4552.005,6324.671,30,FH,R10-T4,8,m,12,,0,0,1,0,1,1,Simple,
1402,10,8,2005,Gpaulin,4552.992,6324.595,4552.005,6324.671,30,FH,R10-T4,13,,,,0,0,1,0,1,1,Simple,
1403,10,8,2005,Gpaulin,4552.992,6324.595,4552.005,6324.671,30,FH,R10-T4,14,,,,0,0,0,0,1,1,Simple,
1404,10,8,2005,Gpaulin,4552.992,6324.595,4552.005,6324.671,30,FH,R10-T4,15,,,,0,0,0,0,1,1,Simple,ls
1405,10,8,2005,Gpaulin,4552.992,6324.595,4552.005,6324.671,30,FH,R10-T4,16,,,,0,0,0,1,1,1,Simple,
1406,10,8,2005,Gpaulin,4552.992,6324.595,4552.005,6324.671,30,FH,R10-T4,17,,,,0,0,0,0,1,1,Simple,
1408,10,8,2005,Gpaulin,4552.992,6324.595,4552.005,6324.671,30,FH,R10-T4,19,,,,0,0,0,0,1,1,Simple,
1409,10,8,2005,Gpaulin,4552.992,6324.595,4552.005,6324.671,30,FH,R10-T4,20,,,,0,0,0,0,1,1,Simple,
1420,10,8,2005,Fplante,4551.967,6324.462,4551.981,6324.538,33,FH,R10-T5,11,,,,0,1,1,0,0,1,Simple,
1421,10,8,2005,Fplante,4551.967,6324.462,4551.981,6324.538,33,FH,R10-T5,12,,,,0,1,1,0,1,1,Simple,
1422,10,8,2005,Fplante,4551.967,6324.462,4551.981,6324.538,33,FH,R10-T5,13,,,,0,0,0,0,1,1,Simple,
1423,10,8,2005,Fplante,4551.967,6324.462,4551.981,6324.538,33,FH,R10-T5,14,m,114,,0,1,0,0,1,1,Simple,
1424,10,8,2005,Fplante,4551.967,6324.462,4551.981,6324.538,33,FH,R10-T5,15,,,,0,1,0,0,1,1,Simple,
1440,10,8,2005,Fsavoie,4551.967,6324.462,4551.981,6324.538,33,FH,R10-T5,11,,,,0,1,1,0,0,1,Simple,
1441,10,8,2005,Fsavoie,4551.967,6324.462,4551.981,6324.538,33,FH,R10-T5,12,,,,0,1,1,0,1,1,Simple,
1442,10,8,2005,Fsavoie,4551.967,6324.462,4551.981,6324.538,33,FH,R10-T5,13,,,,0,0,0,0,1,1,Simple,
1443,10,8,2005,Fsavoie,4551.967,6324.462,4551.981,6324.538,33,FH,R10-T5,14,,,,0,1,0,0,1,1,Simple,
1444,10,8,2005,Fsavoie,4551.967,6324.462,4551.981,6324.538,33,FH,R10-T5,15,,,,0,1,0,0,1,1,Simple,
1490,10,8,2005,Bcomeau,4551.885,6324.603,4551.899,6324.678,30,FH,R10-T12,1,,,,0,0,0,1,1,1,Simple,
1491,10,8,2005,Bcomeau,4551.885,6324.603,4551.899,6324.678,30,FH,R10-T12,2,,,,0,0,0,1,1,1,Simple,
1492,10,8,2005,Bcomeau,4551.885,6324.603,4551.899,6324.678,30,FH,R10-T12,3,,,,0,0,1,1,0,1,Simple,
1493,10,8,2005,Bcomeau,4551.885,6324.603,4551.899,6324.678,30,FH,R10-T12,4,,,,0,0,0,1,1,1,Simple,
1494,10,8,2005,Bcomeau,4551.885,6324.603,4551.899,6324.678,30,FH,R10-T12,5,,,,0,0,0,1,1,1,Simple,
1495,10,8,2005,Bcomeau,4551.885,6324.603,4551.899,6324.678,30,FH,R10-T12,6,,,,0,0,0,1,1,1,Simple,
1496,10,8,2005,Bcomeau,4551.885,6324.603,4551.899,6324.678,30,FH,R10-T12,7,,,,0,0,0,1,1,1,Simple,
1497,10,8,2005,Bcomeau,4551.885,6324.603,4551.899,6324.678,30,FH,R10-T12,8,,,,0,0,1,1,1,1,Simple,
1498,10,8,2005,Bcomeau,4551.885,6324.603,4551.899,6324.678,30,FH,R10-T12,9,,,,0,0,1,1,0,1,Simple,
1503,10,8,2005,Bcomeau,4551.885,6324.603,4551.899,6324.678,30,FH,R10-T12,14,,,,0,0,0,1,1,1,Simple,
1504,10,8,2005,Bcomeau,4551.885,6324.603,4551.899,6324.678,30,FH,R10-T12,15,,,,0,0,0,1,1,1,Simple,ls
1506,10,8,2005,Bcomeau,4551.885,6324.603,4551.899,6324.678,30,FH,R10-T12,17,,,,0,0,0,1,1,1,Simple,ls
1510,10,8,2005,Gpaulin,4551.885,6324.603,4551.899,6324.678,30,FH,R10-T12,1,,,,0,0,0,1,1,1,Simple,3 ls
1511,10,8,2005,Gpaulin,4551.885,6324.603,4551.899,6324.678,30,FH,R10-T12,2,m,90,,0,0,0,1,1,1,Simple,
1512,10,8,2005,Gpaulin,4551.885,6324.603,4551.899,6324.678,30,FH,R10-T12,3,,,,0,0,1,1,0,1,Simple,ls
1513,10,8,2005,Gpaulin,4551.885,6324.603,4551.899,6324.678,30,FH,R10-T12,4,,,,0,0,0,1,1,1,Simple,
1514,10,8,2005,Gpaulin,4551.885,6324.603,4551.899,6324.678,30,FH,R10-T12,5,,,,0,0,0,1,1,1,Simple,
1515,10,8,2005,Gpaulin,4551.885,6324.603,4551.899,6324.678,30,FH,R10-T12,6,,,,0,0,0,1,1,1,Simple,
1516,10,8,2005,Gpaulin,4551.885,6324.603,4551.899,6324.678,30,FH,R10-T12,7,,,,0,0,0,1,1,1,Simple,ls
1517,10,8,2005,Gpaulin,4551.885,6324.603,4551.899,6324.678,30,FH,R10-T12,8,,,,0,0,1,1,1,1,Simple,ls
1518,10,8,2005,Gpaulin,4551.885,6324.603,4551.899,6324.678,30,FH,R10-T12,9,,,,0,0,1,1,0,1,Simple,
1523,10,8,2005,Gpaulin,4551.885,6324.603,4551.899,6324.678,30,FH,R10-T12,14,f,38,,0,0,0,1,1,1,Simple,
1524,10,8,2005,Gpaulin,4551.885,6324.603,4551.899,6324.678,30,FH,R10-T12,15,,,,0,0,0,1,1,1,Simple,
1526,10,8,2005,Gpaulin,4551.885,6324.603,4551.899,6324.678,30,FH,R10-T12,17,,,,0,0,0,1,1,1,Simple,
1579,12,8,2005,Fsavoie,4551.83,6324.64,4551.844,6324.715,24,FH,R10-T15,1,,,,0,0,0,0,1,1,Simple,
1580,12,8,2005,Fsavoie,4551.83,6324.64,4551.844,6324.715,24,FH,R10-T15,2,,,,0,0,0,0,1,1,Simple,
1588,12,8,2005,Fsavoie,4551.83,6324.64,4551.844,6324.715,24,FH,R10-T15,3,,,,0,0,0,0,1,1,Simple,
1589,12,8,2005,Fsavoie,4551.83,6324.64,4551.844,6324.715,24,FH,R10-T15,12,,,,0,0,0,1,1,1,Simple,
1589,12,8,2005,Fsavoie,4551.83,6324.64,4551.844,6324.715,24,FH,R10-T15,13,,,,0,0,0,1,1,1,Simple,
1590,12,8,2005,Bcomeau,4551.83,6324.64,4551.844,6324.715,24,FH,R10-T15,1,,,,0,0,0,1,1,1,Simple,
1591,12,8,2005,Bcomeau,4551.83,6324.64,4551.844,6324.715,24,FH,R10-T15,2,m,77,,0,0,0,1,1,1,Simple,
1596,12,8,2005,Bcomeau,4551.83,6324.64,4551.844,6324.715,24,FH,R10-T15,7,,,,0,0,0,1,1,1,Simple,
1597,12,8,2005,Bcomeau,4551.83,6324.64,4551.844,6324.715,24,FH,R10-T15,8,f,62,,0,0,0,1,1,1,Simple,
1599,12,8,2005,Bcomeau,4551.83,6324.64,4551.844,6324.715,24,FH,R10-T15,10,,,,0,0,0,1,1,1,Simple,
1600,12,8,2005,Bcomeau,4551.83,6324.64,4551.844,6324.715,24,FH,R10-T15,11,,,,0,0,0,1,1,1,Simple,
1602,12,8,2005,Bcomeau,4551.83,6324.64,4551.844,6324.715,24,FH,R10-T15,13,b1,95,,0,0,1,1,1,1,Simple,
1603,12,8,2005,Bcomeau,4551.83,6324.64,4551.844,6324.715,24,FH,R10-T15,14,,,,0,0,0,1,1,1,Simple,
1604,12,8,2005,Bcomeau,4551.83,6324.64,4551.844,6324.715,24,FH,R10-T15,15,,,,0,0,0,1,1,1,Simple,
1609,12,8,2005,Bcomeau,4551.83,6324.64,4551.844,6324.715,24,FH,R10-T15,20,m,66,,0,0,0,0,1,1,Simple,
1733,16,8,2005,Fplante,4552.954,6327.644,4552.967,6327.719,32,FH,L1-T1,4,,,,0,0,0,1,1,1,Simple,
1734,16,8,2005,Fplante,4552.954,6327.644,4552.967,6327.719,32,FH,L1-T1,5,,,,0,0,0,1,1,1,Simple,
1735,16,8,2005,Fplante,4552.954,6327.644,4552.967,6327.719,32,FH,L1-T1,6,,,,0,0,0,0,1,1,Simple,
1736,16,8,2005,Fplante,4552.954,6327.644,4552.967,6327.719,32,FH,L1-T1,7,,,,0,0,0,0,1,1,Simple,ls
1742,16,8,2005,Fplante,4552.954,6327.644,4552.967,6327.719,32,FH,L1-T1,8,,,,0,0,0,1,1,1,Simple,
1743,16,8,2005,Fplante,4552.954,6327.644,4552.967,6327.719,32,FH,L1-T1,9,,,,0,0,0,1,1,1,Simple,
1744,16,8,2005,Fplante,4552.954,6327.644,4552.967,6327.719,32,FH,L1-T1,15,,,,0,1,0,0,1,1,Simple,
1745,16,8,2005,Fplante,4552.954,6327.644,4552.967,6327.719,32,FH,L1-T1,16,,,,0,1,0,0,1,1,Simple,
1746,16,8,2005,Fplante,4552.954,6327.644,4552.967,6327.719,32,FH,L1-T1,17,,,,0,0,0,1,1,1,Simple,
1747,16,8,2005,Fplante,4552.954,6327.644,4552.967,6327.719,32,FH,L1-T1,19,,,,0,1,0,0,1,1,Simple,
1752,16,8,2005,Fsavoie,4552.954,6327.644,4552.967,6327.719,33,FH,L1-T1,3,,,,1,1,0,0,1,1,Simple,
1753,16,8,2005,Fsavoie,4552.954,6327.644,4552.967,6327.719,33,FH,L1-T1,4,,,,1,1,0,0,1,1,Simple,
1754,16,8,2005,Fsavoie,4552.954,6327.644,4552.967,6327.719,33,FH,L1-T1,5,b,110,,1,1,0,0,1,1,Simple,
1758,16,8,2005,Fsavoie,4552.954,6327.644,4552.967,6327.719,33,FH,L1-T1,9,,,,1,1,0,0,1,1,Simple,
1759,16,8,2005,Fsavoie,4552.954,6327.644,4552.967,6327.719,33,FH,L1-T1,10,,,,1,1,0,0,1,1,Simple,
1762,16,8,2005,Fsavoie,4552.954,6327.644,4552.967,6327.719,33,FH,L1-T1,13,,,,1,0,0,0,1,1,Simple,ls
1763,16,8,2005,Fsavoie,4552.954,6327.644,4552.967,6327.719,33,FH,L1-T1,14,,,,1,0,0,0,1,1,Simple,
1764,16,8,2005,Fsavoie,4552.954,6327.644,4552.967,6327.719,33,FH,L1-T1,15,,,,1,0,0,0,1,1,Simple,
1765,16,8,2005,Fsavoie,4552.954,6327.644,4552.967,6327.719,33,FH,L1-T1,16,,,,1,0,0,0,1,1,Simple,
1766,16,8,2005,Fsavoie,4552.954,6327.644,4552.967,6327.719,33,FH,L1-T1,17,,,,1,0,0,0,1,1,Simple,
1767,16,8,2005,Fsavoie,4552.954,6327.644,4552.967,6327.719,33,FH,L1-T1,18,,,,1,1,0,0,1,1,Simple,3 ls
1770,16,8,2005,Rvienneau,4552.949,6327.826,4552.962,6327.901,32,FH,L1-T2,1,,,,0,0,1,0,0,1,Simple,
1771,16,8,2005,Rvienneau,4552.949,6327.826,4552.962,6327.901,32,FH,L1-T2,2,f,34,,0,0,1,0,0,1,Simple,ls
1772,16,8,2005,Rvienneau,4552.949,6327.826,4552.962,6327.901,32,FH,L1-T2,3,f,72,,0,0,1,0,0,1,Simple,
1773,16,8,2005,Rvienneau,4552.949,6327.826,4552.962,6327.901,32,FH,L1-T2,i,m,30,,0,0,1,0,0,1,Simple,
1774,16,8,2005,Rvienneau,4552.949,6327.826,4552.962,6327.901,32,FH,L1-T2,4,,,,0,0,0,1,0,1,Simple,
1776,16,8,2005,Rvienneau,4552.949,6327.826,4552.962,6327.901,32,FH,L1-T2,6,,,,0,0,1,0,0,1,Simple,
1777,16,8,2005,Rvienneau,4552.949,6327.826,4552.962,6327.901,32,FH,L1-T2,7,,,,0,0,1,0,0,1,Simple,
1778,16,8,2005,Rvienneau,4552.949,6327.826,4552.962,6327.901,32,FH,L1-T2,8,,,,0,0,1,0,0,1,Simple,
1779,16,8,2005,Rvienneau,4552.949,6327.826,4552.962,6327.901,32,FH,L1-T2,9,,,,0,0,1,0,0,1,Simple,
1780,16,8,2005,Rvienneau,4552.949,6327.826,4552.962,6327.901,32,FH,L1-T2,10,,,,0,0,1,0,0,1,Simple,
1781,16,8,2005,Rvienneau,4552.949,6327.826,4552.962,6327.901,32,FH,L1-T2,11,,,,0,0,1,0,0,1,Simple,
1782,16,8,2005,Rvienneau,4552.949,6327.826,4552.962,6327.901,32,FH,L1-T2,12,f,100,,0,0,1,0,0,1,Simple,
1783,16,8,2005,Rvienneau,4552.949,6327.826,4552.962,6327.901,32,FH,L1-T2,13,,,,0,0,1,0,0,1,Simple,
1786,16,8,2005,Rvienneau,4552.949,6327.826,4552.962,6327.901,32,FH,L1-T2,16,,,,0,0,1,0,0,1,Simple,ls
1787,16,8,2005,Rvienneau,4552.949,6327.826,4552.962,6327.901,32,FH,L1-T2,17,,,,0,0,1,0,0,1,Simple,
1788,16,8,2005,Rvienneau,4552.949,6327.826,4552.962,6327.901,32,FH,L1-T2,18,,,,0,0,1,0,0,1,Simple,
1789,16,8,2005,Rvienneau,4552.949,6327.826,4552.962,6327.901,32,FH,L1-T2,19,,,,0,0,1,0,0,1,Simple,
1790,16,8,2005,Rvienneau,4552.949,6327.826,4552.962,6327.901,32,FH,L1-T2,20,,,,0,0,1,0,0,1,Simple,
1791,16,8,2005,Bcomeau,4552.949,6327.826,4552.962,6327.901,32,FH,L1-T2,1,,,,0,0,0,1,1,1,Simple,
1792,16,8,2005,Bcomeau,4552.949,6327.826,4552.962,6327.901,32,FH,L1-T2,2,,,,0,0,0,1,1,1,Simple,
1793,16,8,2005,Bcomeau,4552.949,6327.826,4552.962,6327.901,32,FH,L1-T2,3,b1,91,,0,0,0,1,1,1,Simple,
1794,16,8,2005,Bcomeau,4552.949,6327.826,4552.962,6327.901,32,FH,L1-T2,4,,,,0,0,0,0,1,1,Simple,
1795,16,8,2005,Bcomeau,4552.949,6327.826,4552.962,6327.901,32,FH,L1-T2,5,,,,0,0,0,0,1,1,Simple,
1796,16,8,2005,Bcomeau,4552.949,6327.826,4552.962,6327.901,32,FH,L1-T2,6,,,,0,0,0,1,1,1,Simple,
1797,16,8,2005,Bcomeau,4552.949,6327.826,4552.962,6327.901,32,FH,L1-T2,7,,,,0,0,0,1,1,1,Simple,
1798,16,8,2005,Bcomeau,4552.949,6327.826,4552.962,6327.901,32,FH,L1-T2,8,,,,0,0,0,1,1,1,Simple,
1799,16,8,2005,Bcomeau,4552.949,6327.826,4552.962,6327.901,32,FH,L1-T2,9,,,,0,0,0,1,1,1,Simple,
1801,16,8,2005,Bcomeau,4552.949,6327.826,4552.962,6327.901,32,FH,L1-T2,11,,,,0,0,0,0,1,1,Simple,
1802,16,8,2005,Bcomeau,4552.949,6327.826,4552.962,6327.901,32,FH,L1-T2,12,,,,0,0,0,1,1,1,Simple,ls
1804,16,8,2005,Bcomeau,4552.949,6327.826,4552.962,6327.901,32,FH,L1-T2,14,,,,0,0,0,0,1,1,Simple,
1806,16,8,2005,Bcomeau,4552.949,6327.826,4552.962,6327.901,32,FH,L1-T2,16,m,52,,0,0,0,1,1,1,Simple,
1807,16,8,2005,Bcomeau,4552.949,6327.826,4552.962,6327.901,32,FH,L1-T2,17,,,,0,0,0,1,1,1,Simple,
1808,16,8,2005,Bcomeau,4552.949,6327.826,4552.962,6327.901,32,FH,L1-T2,18,,,,0,0,0,1,1,1,Simple,
1809,16,8,2005,Bcomeau,4552.949,6327.826,4552.962,6327.901,32,FH,L1-T2,19,,,,0,0,0,1,1,1,Simple,
1810,16,8,2005,Bcomeau,4552.949,6327.826,4552.962,6327.901,32,FH,L1-T2,20,i,120,,0,0,0,1,1,1,Simple,
1811,16,8,2005,Bcomeau,4552.949,6327.826,4552.962,6327.901,32,FH,L1-T2,20,f,40,,0,0,0,1,1,1,Simple,ls
2013,11,8,2005,Gpaulin,4552.612,6326.047,4552.626,6326.122,23,FH,L3-T1,2,,,,0,0,1,1,0,1,Simple,
2014,11,8,2005,Gpaulin,4552.612,6326.047,4552.626,6326.122,23,FH,L3-T1,3,,,,0,0,1,1,0,1,Simple,
2016,11,8,2005,Gpaulin,4552.612,6326.047,4552.626,6326.122,23,FH,L3-T1,5,,,,0,0,1,0,0,1,Simple,
2017,11,8,2005,Gpaulin,4552.612,6326.047,4552.626,6326.122,23,FH,L3-T1,6,,,,0,0,1,0,1,1,Simple,
2018,11,8,2005,Gpaulin,4552.612,6326.047,4552.626,6326.122,23,FH,L3-T1,7,,,,0,0,1,1,1,1,Simple,
2019,11,8,2005,Gpaulin,4552.612,6326.047,4552.626,6326.122,23,FH,L3-T1,8,,,,0,0,1,1,1,1,Simple,
2020,11,8,2005,Gpaulin,4552.612,6326.047,4552.626,6326.122,23,FH,L3-T1,9,,,,0,0,1,1,1,1,Simple,
2021,11,8,2005,Gpaulin,4552.612,6326.047,4552.626,6326.122,23,FH,L3-T1,10,,,,0,0,1,1,1,1,Simple,
2022,11,8,2005,Gpaulin,4552.612,6326.047,4552.626,6326.122,23,FH,L3-T1,11,,,,0,0,1,1,1,1,Simple,
2023,11,8,2005,Gpaulin,4552.612,6326.047,4552.626,6326.122,23,FH,L3-T1,12,,,,0,0,1,1,0,1,Simple,
2024,11,8,2005,Gpaulin,4552.612,6326.047,4552.626,6326.122,23,FH,L3-T1,13,,,,0,0,1,1,1,1,Simple,
2025,11,8,2005,Gpaulin,4552.612,6326.047,4552.626,6326.122,23,FH,L3-T1,14,,,,0,0,1,1,0,1,Simple,
2026,11,8,2005,Gpaulin,4552.612,6326.047,4552.626,6326.122,23,FH,L3-T1,15,,,,0,0,1,1,1,1,Simple,
2027,11,8,2005,Gpaulin,4552.612,6326.047,4552.626,6326.122,23,FH,L3-T1,16,,,,0,0,1,0,1,1,Simple,
2028,11,8,2005,Gpaulin,4552.612,6326.047,4552.626,6326.122,23,FH,L3-T1,17,,,,0,0,1,1,1,1,Simple,
2029,11,8,2005,Gpaulin,4552.612,6326.047,4552.626,6326.122,23,FH,L3-T1,18,,,,0,0,1,0,1,1,Simple,
2030,11,8,2005,Gpaulin,4552.612,6326.047,4552.626,6326.122,23,FH,L3-T1,19,,,,0,0,1,0,0,1,Simple,
2033,11,8,2005,Fplante,4552.612,6326.047,4552.626,6326.122,22,FH,L3-T1,4,,,,0,0,1,1,0,1,Simple,
2034,11,8,2005,Fplante,4552.612,6326.047,4552.626,6326.122,22,FH,L3-T1,5,,,,0,0,1,1,1,1,Simple,
2064,11,8,2005,Rvienneau,4552.582,6325.883,4552.595,6325.958,23,FH,L3-T2,4,i,35,,0,0,0,1,1,1,Simple,
2065,11,8,2005,Rvienneau,4552.582,6325.883,4552.595,6325.958,23,FH,L3-T2,5,,,,0,0,0,1,1,1,Simple,
2067,11,8,2005,Rvienneau,4552.582,6325.883,4552.595,6325.958,23,FH,L3-T2,16,,,,0,0,0,1,1,1,Simple,
2068,11,8,2005,Rvienneau,4552.582,6325.883,4552.595,6325.958,23,FH,L3-T2,17,,,,0,0,0,1,1,1,Simple,
2069,11,8,2005,Rvienneau,4552.582,6325.883,4552.595,6325.958,23,FH,L3-T2,18,,,,0,0,0,1,1,1,Simple,
2070,11,8,2005,Rvienneau,4552.582,6325.883,4552.595,6325.958,23,FH,L3-T2,19,,,,0,0,0,1,1,1,Simple,
2071,11,8,2005,Rvienneau,4552.582,6325.883,4552.595,6325.958,23,FH,L3-T2,20,,,,0,0,0,1,1,1,Simple,
2072,11,8,2005,Bcomeau,4552.582,6325.883,4552.595,6325.958,25,FH,L3-T2,1,,,,0,0,0,1,1,1,Simple,
2073,11,8,2005,Bcomeau,4552.582,6325.883,4552.595,6325.958,25,FH,L3-T2,2,,,,0,0,0,1,1,1,Simple,
2074,11,8,2005,Bcomeau,4552.582,6325.883,4552.595,6325.958,25,FH,L3-T2,3,,,,0,0,0,1,1,1,Simple,
2075,11,8,2005,Bcomeau,4552.582,6325.883,4552.595,6325.958,25,FH,L3-T2,4,,,,0,0,0,1,1,1,Simple,ls
2076,11,8,2005,Bcomeau,4552.582,6325.883,4552.595,6325.958,25,FH,L3-T2,5,,,,0,0,0,1,1,1,Simple,
2077,11,8,2005,Bcomeau,4552.582,6325.883,4552.595,6325.958,25,FH,L3-T2,6,,,,0,0,0,1,1,1,Simple,
2078,11,8,2005,Bcomeau,4552.582,6325.883,4552.595,6325.958,25,FH,L3-T2,7,,,,0,0,0,1,1,1,Simple,
2086,11,8,2005,Bcomeau,4552.582,6325.883,4552.595,6325.958,25,FH,L3-T2,15,,,,0,0,0,1,1,1,Simple,
2089,11,8,2005,Bcomeau,4552.582,6325.883,4552.595,6325.958,25,FH,L3-T2,18,,,,0,0,0,1,1,1,Simple,
2090,11,8,2005,Bcomeau,4552.582,6325.883,4552.595,6325.958,25,FH,L3-T2,19,,,,0,0,0,1,1,1,Simple,
2092,11,8,2005,Rvienneau,4552.551,6325.712,4552.564,6325.787,27,FH,L3-T3,1,b,103,,0,0,0,1,1,1,Simple,
2094,11,8,2005,Rvienneau,4552.551,6325.712,4552.564,6325.787,27,FH,L3-T3,3,m,99,,0,0,0,1,1,1,Simple,
