Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Site,Transect,section,SEX,SIZE,Escape,Sa,Va,Du,Al,Gr,Ca,type,commentaire
2095,11,8,2005,Rvienneau,4552.551,6325.712,4552.564,6325.787,27,FH,L3-T3,3,i,100,,0,0,0,1,1,1,Simple,>100
2101,11,8,2005,Rvienneau,4552.551,6325.712,4552.564,6325.787,27,FH,L3-T3,9,,,,0,0,0,1,1,1,Simple,
2102,11,8,2005,Rvienneau,4552.551,6325.712,4552.564,6325.787,27,FH,L3-T3,10,,,,0,0,1,0,1,1,Simple,
2108,11,8,2005,Rvienneau,4552.551,6325.712,4552.564,6325.787,27,FH,L3-T3,16,,,,0,0,0,0,1,1,Simple,
2109,11,8,2005,Rvienneau,4552.551,6325.712,4552.564,6325.787,27,FH,L3-T3,17,,,,0,0,0,0,1,1,Simple,
2110,11,8,2005,Rvienneau,4552.551,6325.712,4552.564,6325.787,27,FH,L3-T3,18,,,,0,0,0,1,1,1,Simple,2 ls
2111,11,8,2005,Rvienneau,4552.551,6325.712,4552.564,6325.787,27,FH,L3-T3,19,m,70,,0,0,0,1,1,1,Simple,
2114,11,8,2005,Rvienneau,4552.551,6325.712,4552.564,6325.787,28,FH,L3-T3,20,,,,0,0,0,1,1,1,Simple,
2115,11,8,2005,Bcomeau,4552.551,6325.712,4552.564,6325.787,28,FH,L3-T3,1,b1,87,,0,0,1,0,1,1,Simple,
2116,11,8,2005,Bcomeau,4552.551,6325.712,4552.564,6325.787,28,FH,L3-T3,4,m,40,,0,0,0,0,1,1,Simple,2 ls
2117,11,8,2005,Bcomeau,4552.551,6325.712,4552.564,6325.787,28,FH,L3-T3,5,,,,0,0,0,0,1,1,Simple,
2118,11,8,2005,Bcomeau,4552.551,6325.712,4552.564,6325.787,28,FH,L3-T3,11,m,36,,0,0,0,0,1,1,Simple,
2128,11,8,2005,Bcomeau,4552.551,6325.712,4552.564,6325.787,28,FH,L3-T3,16,,,,0,0,0,1,1,1,Simple,ls
2129,11,8,2005,Bcomeau,4552.551,6325.712,4552.564,6325.787,28,FH,L3-T3,17,,,,0,0,0,1,1,1,Simple,
2132,11,8,2005,Bcomeau,4552.551,6325.712,4552.564,6325.787,28,FH,L3-T3,20,m,73,,0,0,0,1,1,1,Simple,
2214,11,8,2005,Bcomeau,4552.501,6325.764,4552.515,6325.839,26,FH,L3-T6,2,,,,0,0,0,0,1,1,Simple,
2216,11,8,2005,Bcomeau,4552.501,6325.764,4552.515,6325.839,26,FH,L3-T6,4,,,,0,0,0,0,1,1,Simple,
2217,11,8,2005,Bcomeau,4552.501,6325.764,4552.515,6325.839,26,FH,L3-T6,5,,,,0,0,0,0,1,1,Simple,
2219,11,8,2005,Bcomeau,4552.501,6325.764,4552.515,6325.839,26,FH,L3-T6,7,,,,0,0,0,0,1,1,Simple,
2220,11,8,2005,Bcomeau,4552.501,6325.764,4552.515,6325.839,26,FH,L3-T6,8,,,,0,0,0,0,1,1,Simple,
2221,11,8,2005,Bcomeau,4552.501,6325.764,4552.515,6325.839,26,FH,L3-T6,9,,,,0,0,0,1,1,1,Simple,
2222,11,8,2005,Bcomeau,4552.501,6325.764,4552.515,6325.839,26,FH,L3-T6,10,,,,0,0,0,1,1,1,Simple,
2223,11,8,2005,Bcomeau,4552.501,6325.764,4552.515,6325.839,26,FH,L3-T6,11,,,,0,0,0,1,1,1,Simple,
2225,11,8,2005,Bcomeau,4552.501,6325.764,4552.515,6325.839,26,FH,L3-T6,13,,,,0,0,0,1,1,1,Simple,
2227,11,8,2005,Bcomeau,4552.501,6325.764,4552.515,6325.839,26,FH,L3-T6,15,,,,0,0,0,1,1,1,Simple,
2231,11,8,2005,Bcomeau,4552.501,6325.764,4552.515,6325.839,26,FH,L3-T6,19,,,,0,0,1,0,1,1,Simple,
2232,11,8,2005,Bcomeau,4552.501,6325.764,4552.515,6325.839,26,FH,L3-T6,20,,,,0,0,0,1,1,1,Simple,
2214,11,8,2005,Gpaulin,4552.501,6325.764,4552.515,6325.839,26,FH,L3-T6,7,,,,0,0,0,1,1,1,Simple,
2216,11,8,2005,Gpaulin,4552.501,6325.764,4552.515,6325.839,26,FH,L3-T6,8,,,,0,0,0,1,1,1,Simple,
2217,11,8,2005,Gpaulin,4552.501,6325.764,4552.515,6325.839,26,FH,L3-T6,9,,,,0,0,0,1,1,1,Simple,
2219,11,8,2005,Gpaulin,4552.501,6325.764,4552.515,6325.839,26,FH,L3-T6,10,,,,0,0,0,1,1,1,Simple,
2220,11,8,2005,Gpaulin,4552.501,6325.764,4552.515,6325.839,26,FH,L3-T6,11,,,,0,0,0,1,1,1,Simple,
2221,11,8,2005,Gpaulin,4552.501,6325.764,4552.515,6325.839,26,FH,L3-T6,12,,,,0,0,0,1,1,1,Simple,
2222,11,8,2005,Gpaulin,4552.501,6325.764,4552.515,6325.839,26,FH,L3-T6,13,,,,0,0,0,1,1,1,Simple,
2223,11,8,2005,Gpaulin,4552.501,6325.764,4552.515,6325.839,26,FH,L3-T6,14,,,,0,0,0,1,1,1,Simple,
2225,11,8,2005,Gpaulin,4552.501,6325.764,4552.515,6325.839,26,FH,L3-T6,15,,,,0,0,0,1,1,1,Simple,
2227,11,8,2005,Gpaulin,4552.501,6325.764,4552.515,6325.839,26,FH,L3-T6,16,,,,0,0,0,1,1,1,Simple,
2231,11,8,2005,Gpaulin,4552.501,6325.764,4552.515,6325.839,26,FH,L3-T6,17,,,,0,0,0,1,1,1,Simple,
2232,11,8,2005,Gpaulin,4552.501,6325.764,4552.515,6325.839,26,FH,L3-T6,19,,,,0,0,0,1,1,1,Simple,
2232,11,8,2005,Gpaulin,4552.501,6325.764,4552.515,6325.839,26,FH,L3-T6,20,,,,0,0,0,1,1,1,Simple,
2233,17,8,2005,Rvienneau,4552.233,6324.736,4552.247,6324.812,30,FH,L4-T1,1,,,,0,0,1,0,1,1,Simple,
2234,17,8,2005,Rvienneau,4552.233,6324.736,4552.247,6324.812,30,FH,L4-T1,2,,,,0,0,1,1,1,1,Simple,
2235,17,8,2005,Rvienneau,4552.233,6324.736,4552.247,6324.812,30,FH,L4-T1,3,,,,0,0,1,1,1,1,Simple,
2236,17,8,2005,Rvienneau,4552.233,6324.736,4552.247,6324.812,30,FH,L4-T1,4,,,,0,0,0,0,1,1,Simple,
2237,17,8,2005,Rvienneau,4552.233,6324.736,4552.247,6324.812,30,FH,L4-T1,5,f,85,,0,0,1,0,1,1,Simple,
2238,17,8,2005,Rvienneau,4552.233,6324.736,4552.247,6324.812,30,FH,L4-T1,6,,,,0,0,1,0,1,1,Simple,
2239,17,8,2005,Rvienneau,4552.233,6324.736,4552.247,6324.812,30,FH,L4-T1,7,,,,0,0,1,0,1,1,Simple,
2241,17,8,2005,Rvienneau,4552.233,6324.736,4552.247,6324.812,30,FH,L4-T1,9,f,72,,0,0,0,0,1,1,Simple,
2242,17,8,2005,Rvienneau,4552.233,6324.736,4552.247,6324.812,30,FH,L4-T1,10,,,,0,0,1,0,1,1,Simple,
2243,17,8,2005,Rvienneau,4552.233,6324.736,4552.247,6324.812,30,FH,L4-T1,11,m,115,,0,0,1,0,1,1,Simple,
2246,17,8,2005,Rvienneau,4552.233,6324.736,4552.247,6324.812,30,FH,L4-T1,14,,,,0,0,1,0,1,1,Simple,
2249,17,8,2005,Rvienneau,4552.233,6324.736,4552.247,6324.812,30,FH,L4-T1,17,f,99,,0,0,1,1,1,1,Simple,
2250,17,8,2005,Rvienneau,4552.233,6324.736,4552.247,6324.812,30,FH,L4-T1,18,m,63,,0,0,1,1,1,1,Simple,
2251,17,8,2005,Rvienneau,4552.233,6324.736,4552.247,6324.812,30,FH,L4-T1,19,,,,0,0,1,1,1,1,Simple,
2252,17,8,2005,Rvienneau,4552.233,6324.736,4552.247,6324.812,30,FH,L4-T1,20,,,,0,0,1,0,1,1,Simple,ls
2253,17,8,2005,Gpaulin,4552.233,6324.736,4552.247,6324.812,32,FH,L4-T1,1,,,,1,0,0,0,1,1,Simple,
2254,17,8,2005,Gpaulin,4552.233,6324.736,4552.247,6324.812,32,FH,L4-T1,2,,,,1,0,0,0,1,1,Simple,
2255,17,8,2005,Gpaulin,4552.233,6324.736,4552.247,6324.812,32,FH,L4-T1,3,f,54,,1,0,0,0,0,1,Simple,
2256,17,8,2005,Gpaulin,4552.233,6324.736,4552.247,6324.812,32,FH,L4-T1,4,,,,1,0,0,0,1,1,Simple,
2258,17,8,2005,Gpaulin,4552.233,6324.736,4552.247,6324.812,32,FH,L4-T1,6,,,,1,0,0,0,1,1,Simple,
2259,17,8,2005,Gpaulin,4552.233,6324.736,4552.247,6324.812,32,FH,L4-T1,7,f,33,,1,0,0,0,1,1,Simple,
2260,17,8,2005,Gpaulin,4552.233,6324.736,4552.247,6324.812,32,FH,L4-T1,8,,,,1,0,0,0,1,1,Simple,
2262,17,8,2005,Gpaulin,4552.233,6324.736,4552.247,6324.812,32,FH,L4-T1,10,,,,1,0,0,0,1,1,Simple,
2263,17,8,2005,Gpaulin,4552.233,6324.736,4552.247,6324.812,32,FH,L4-T1,11,m,35,,1,0,0,0,1,1,Simple,
2266,17,8,2005,Gpaulin,4552.233,6324.736,4552.247,6324.812,32,FH,L4-T1,14,,,,1,0,0,0,1,1,Simple,
2269,17,8,2005,Gpaulin,4552.233,6324.736,4552.247,6324.812,32,FH,L4-T1,17,,,,1,0,0,0,1,1,Simple,
2270,17,8,2005,Gpaulin,4552.233,6324.736,4552.247,6324.812,32,FH,L4-T1,18,m,117,,1,0,0,0,1,1,Simple,
2271,17,8,2005,Gpaulin,4552.233,6324.736,4552.247,6324.812,32,FH,L4-T1,19,b,109,,1,0,0,0,1,1,Simple,
2272,17,8,2005,Gpaulin,4552.233,6324.736,4552.247,6324.812,32,FH,L4-T1,20,,,,1,0,0,0,1,1,Simple,
2279,17,8,2005,Bcomeau,4552.187,6324.624,4552.201,6324.699,35,FH,L4-T2,7,,,,0,0,0,1,1,1,Simple,
2286,17,8,2005,Bcomeau,4552.187,6324.624,4552.201,6324.699,35,FH,L4-T2,14,,,,0,0,0,1,1,1,Simple,
2287,17,8,2005,Bcomeau,4552.187,6324.624,4552.201,6324.699,35,FH,L4-T2,15,,,,0,0,0,1,1,1,Simple,ls
2289,17,8,2005,Bcomeau,4552.187,6324.624,4552.201,6324.699,35,FH,L4-T2,17,,,,0,0,0,1,1,1,Simple,
2290,17,8,2005,Bcomeau,4552.187,6324.624,4552.201,6324.699,32,FH,L4-T2,18,m,63,,0,0,0,1,1,1,Simple,
2293,17,8,2005,Fsavoie,4552.187,6324.624,4552.201,6324.699,35,FH,L4-T2,1,,,,1,1,0,0,1,1,Simple,
2296,17,8,2005,Fsavoie,4552.187,6324.624,4552.201,6324.699,35,FH,L4-T2,4,m,72,,1,1,0,0,1,1,Simple,
2297,17,8,2005,Fsavoie,4552.187,6324.624,4552.201,6324.699,35,FH,L4-T2,5,,,,1,1,0,0,1,1,Simple,
2298,17,8,2005,Fsavoie,4552.187,6324.624,4552.201,6324.699,35,FH,L4-T2,6,,,,1,1,0,0,1,1,Simple,
2299,17,8,2005,Fsavoie,4552.187,6324.624,4552.201,6324.699,35,FH,L4-T2,7,m,66,,1,1,0,0,1,1,Simple,
2306,17,8,2005,Fsavoie,4552.187,6324.624,4552.201,6324.699,32,FH,L4-T2,14,,,,1,0,0,0,1,1,Simple,
2307,17,8,2005,Fsavoie,4552.187,6324.624,4552.201,6324.699,32,FH,L4-T2,15,,,,1,0,0,0,1,1,Simple,
2309,17,8,2005,Fsavoie,4552.187,6324.624,4552.201,6324.699,32,FH,L4-T2,17,,,,1,0,0,0,1,1,Simple,
2310,17,8,2005,Fsavoie,4552.187,6324.624,4552.201,6324.699,32,FH,L4-T2,18,,,,1,0,0,0,1,1,Simple,ls
2311,17,8,2005,Fsavoie,4552.187,6324.624,4552.201,6324.699,32,FH,L4-T2,19,,,,1,0,0,0,1,1,Simple,
2313,17,8,2005,Fsavoie,4552.136,6324.691,4552.149,6324.765,30,FH,L4-T4,1,,,,0,0,0,0,1,1,Simple,
2314,17,8,2005,Fsavoie,4552.136,6324.691,4552.149,6324.765,30,FH,L4-T4,2,,,,1,0,0,0,1,1,Simple,
2315,17,8,2005,Fsavoie,4552.136,6324.691,4552.149,6324.765,30,FH,L4-T4,3,b,111,,1,0,0,0,1,1,Simple,
2317,17,8,2005,Fsavoie,4552.136,6324.691,4552.149,6324.765,30,FH,L4-T4,5,,,,1,0,0,0,1,1,Simple,
2319,17,8,2005,Fsavoie,4552.136,6324.691,4552.149,6324.765,30,FH,L4-T4,7,,,,1,0,0,0,1,1,Simple,
2320,17,8,2005,Fsavoie,4552.136,6324.691,4552.149,6324.765,30,FH,L4-T4,8,,,,1,0,0,0,1,1,Simple,ls
2321,17,8,2005,Fsavoie,4552.136,6324.691,4552.149,6324.765,30,FH,L4-T4,9,,,,1,0,0,0,1,1,Simple,
2322,17,8,2005,Fsavoie,4552.136,6324.691,4552.149,6324.765,30,FH,L4-T4,11,,,,1,0,0,0,1,0,Simple,
2325,17,8,2005,Fsavoie,4552.136,6324.691,4552.149,6324.765,30,FH,L4-T4,12,,,,1,0,0,1,1,1,Simple,
2327,17,8,2005,Fsavoie,4552.136,6324.691,4552.149,6324.765,30,FH,L4-T4,15,,,,0,0,0,0,1,1,Simple,ls
2328,17,8,2005,Fsavoie,4552.136,6324.691,4552.149,6324.765,30,FH,L4-T4,16,f,77,,0,0,0,0,1,1,Simple,
2329,17,8,2005,Fsavoie,4552.136,6324.691,4552.149,6324.765,30,FH,L4-T4,17,,,,0,0,0,0,1,1,Simple,ls
2331,17,8,2005,Fsavoie,4552.136,6324.691,4552.149,6324.765,30,FH,L4-T4,19,,,,0,0,0,1,1,1,Simple,
2333,17,8,2005,Bcomeau,4552.136,6324.691,4552.149,6324.765,30,FH,L4-T4,1,,,,0,0,0,1,1,1,Simple,
2336,17,8,2005,Bcomeau,4552.136,6324.691,4552.149,6324.765,30,FH,L4-T4,4,,,,0,0,0,0,1,1,Simple,
2337,17,8,2005,Bcomeau,4552.136,6324.691,4552.149,6324.765,30,FH,L4-T4,5,m,79,,0,0,0,1,1,1,Simple,
2338,17,8,2005,Bcomeau,4552.136,6324.691,4552.149,6324.765,30,FH,L4-T4,6,,,,0,0,0,1,1,1,Simple,
2339,17,8,2005,Bcomeau,4552.136,6324.691,4552.149,6324.765,30,FH,L4-T4,7,,,,0,0,0,1,1,1,Simple,
2340,17,8,2005,Bcomeau,4552.136,6324.691,4552.149,6324.765,30,FH,L4-T4,8,,,,0,0,0,1,1,1,Simple,
2341,17,8,2005,Bcomeau,4552.136,6324.691,4552.149,6324.765,30,FH,L4-T4,9,,,,0,0,0,1,1,1,Simple,
2343,17,8,2005,Bcomeau,4552.136,6324.691,4552.149,6324.765,30,FH,L4-T4,11,,,,0,0,0,1,1,1,Simple,
2347,17,8,2005,Bcomeau,4552.136,6324.691,4552.149,6324.765,30,FH,L4-T4,15,,,,0,0,0,1,1,1,Simple,2 ls
2348,17,8,2005,Bcomeau,4552.136,6324.691,4552.149,6324.765,30,FH,L4-T4,16,,,,0,0,0,0,1,1,Simple,
2349,17,8,2005,Bcomeau,4552.136,6324.691,4552.149,6324.765,30,FH,L4-T4,17,,,,0,0,0,1,1,1,Simple,
2353,17,8,2005,Gpaulin,4552.124,6324.951,4552.137,6325.026,25,FH,L4-T5,1,,,,1,0,0,0,1,1,Simple,
2354,17,8,2005,Gpaulin,4552.124,6324.951,4552.137,6325.026,25,FH,L4-T5,2,,,,0,0,0,0,1,1,Simple,
2358,17,8,2005,Gpaulin,4552.124,6324.951,4552.137,6325.026,25,FH,L4-T5,3,,,,1,0,0,0,1,1,Simple,
2359,17,8,2005,Gpaulin,4552.124,6324.951,4552.137,6325.026,25,FH,L4-T5,4,,,,0,0,0,1,1,1,Simple,ls
2360,17,8,2005,Gpaulin,4552.124,6324.951,4552.137,6325.026,25,FH,L4-T5,8,,,,1,0,0,1,1,1,Simple,
2361,17,8,2005,Gpaulin,4552.124,6324.951,4552.137,6325.026,25,FH,L4-T5,9,b,121,,0,0,0,0,1,1,Simple,
2362,17,8,2005,Gpaulin,4552.124,6324.951,4552.137,6325.026,25,FH,L4-T5,10,,,,0,0,0,0,1,1,Simple,
2365,17,8,2005,Gpaulin,4552.124,6324.951,4552.137,6325.026,25,FH,L4-T5,11,,,,1,0,0,1,1,1,Simple,
2367,17,8,2005,Gpaulin,4552.124,6324.951,4552.137,6325.026,25,FH,L4-T5,12,,,,1,0,0,0,1,1,Simple,
2368,17,8,2005,Gpaulin,4552.124,6324.951,4552.137,6325.026,25,FH,L4-T5,15,,,,0,0,0,1,1,1,Simple,
2369,17,8,2005,Gpaulin,4552.124,6324.951,4552.137,6325.026,25,FH,L4-T5,17,,,,1,0,0,1,1,1,Simple,
2370,17,8,2005,Gpaulin,4552.124,6324.951,4552.137,6325.026,25,FH,L4-T5,18,,,,1,0,0,1,1,1,Simple,
2371,17,8,2005,Gpaulin,4552.124,6324.951,4552.137,6325.026,25,FH,L4-T5,19,f,86,,0,0,0,0,1,1,Simple,
2372,17,8,2005,Gpaulin,4552.124,6324.951,4552.137,6325.026,25,FH,L4-T5,20,,,,0,0,0,0,1,1,Simple,
2373,17,8,2005,Rvienneau,4552.124,6324.951,4552.137,6325.026,22,FH,L4-T5,1,,,,0,0,1,1,1,1,Simple,
2374,17,8,2005,Rvienneau,4552.124,6324.951,4552.137,6325.026,22,FH,L4-T5,2,,,,0,0,0,1,0,1,Simple,
2375,17,8,2005,Rvienneau,4552.124,6324.951,4552.137,6325.026,22,FH,L4-T5,3,,,,0,0,1,1,0,1,Simple,
2376,17,8,2005,Rvienneau,4552.124,6324.951,4552.137,6325.026,22,FH,L4-T5,4,,,,0,0,1,0,0,1,Simple,ls
2377,17,8,2005,Rvienneau,4552.124,6324.951,4552.137,6325.026,22,FH,L4-T5,5,,,,0,0,1,0,0,1,Simple,
2378,17,8,2005,Rvienneau,4552.124,6324.951,4552.137,6325.026,22,FH,L4-T5,6,,,,0,0,1,1,0,1,Simple,
2379,17,8,2005,Rvienneau,4552.124,6324.951,4552.137,6325.026,22,FH,L4-T5,7,,,,0,0,1,1,0,1,Simple,
2380,17,8,2005,Rvienneau,4552.124,6324.951,4552.137,6325.026,22,FH,L4-T5,8,,,,0,0,1,1,0,1,Simple,
2381,17,8,2005,Rvienneau,4552.124,6324.951,4552.137,6325.026,22,FH,L4-T5,9,,,,0,0,1,1,0,1,Simple,
2382,17,8,2005,Rvienneau,4552.124,6324.951,4552.137,6325.026,22,FH,L4-T5,10,,,,0,0,1,1,0,1,Simple,
2383,17,8,2005,Rvienneau,4552.124,6324.951,4552.137,6325.026,22,FH,L4-T5,11,,,,0,0,1,1,0,1,Simple,
2384,17,8,2005,Rvienneau,4552.124,6324.951,4552.137,6325.026,22,FH,L4-T5,12,,,,0,0,1,1,0,1,Simple,
2385,17,8,2005,Rvienneau,4552.124,6324.951,4552.137,6325.026,22,FH,L4-T5,13,,,,0,0,1,1,0,1,Simple,
2386,17,8,2005,Rvienneau,4552.124,6324.951,4552.137,6325.026,22,FH,L4-T5,14,,,,0,0,1,1,0,1,Simple,
2387,17,8,2005,Rvienneau,4552.124,6324.951,4552.137,6325.026,22,FH,L4-T5,15,,,,0,0,1,1,0,1,Simple,
2388,17,8,2005,Rvienneau,4552.124,6324.951,4552.137,6325.026,22,FH,L4-T5,16,,,,0,0,1,1,0,1,Simple,
2389,17,8,2005,Rvienneau,4552.124,6324.951,4552.137,6325.026,22,FH,L4-T5,17,,,,0,0,1,1,0,1,Simple,
2390,17,8,2005,Rvienneau,4552.124,6324.951,4552.137,6325.026,22,FH,L4-T5,18,,,,0,0,1,1,0,1,Simple,
2391,17,8,2005,Rvienneau,4552.124,6324.951,4552.137,6325.026,22,FH,L4-T5,19,,,,0,0,1,1,1,1,Simple,
2392,17,8,2005,Rvienneau,4552.124,6324.951,4552.137,6325.026,22,FH,L4-T5,20,,,,0,0,1,1,0,1,Simple,
